ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Backscatter,DE-1588,SE-1631,DE-1631,SE-1588,Xray-La,continuum
1348,487.118,4053.101,4053.101,3793.065,2818.566,1479.965,1856.340,0.000,190.713,0.000,0.000,2.781,0.000,0.000,95.963,67.324,67.842,32.103,0.000,0.000
1349,487.485,3925.267,3925.267,3799.549,2814.045,1466.413,1877.292,0.000,190.132,0.000,0.000,2.779,0.000,0.000,95.843,67.238,67.756,32.063,0.000,0.000
1350,487.852,3828.159,3828.159,3806.936,2809.525,1453.286,1898.701,0.000,189.569,0.000,0.000,2.777,0.000,0.000,95.723,67.153,67.670,32.022,0.000,0.000
1351,488.218,4073.436,4073.436,3815.215,2805.005,1440.584,1920.558,0.000,189.025,0.000,0.000,2.775,0.000,0.000,95.604,67.068,67.585,31.982,0.000,0.000
1352,488.585,4008.401,4008.401,3824.372,2800.485,1428.305,1942.851,0.000,188.499,0.000,0.000,2.774,0.000,0.000,95.485,66.983,67.500,31.941,0.000,0.000
1353,488.952,3919.035,3919.035,3834.391,2795.964,1416.445,1965.568,0.000,187.990,0.000,0.000,2.772,0.000,0.000,95.367,66.899,67.415,31.901,0.000,0.000
1354,489.319,3906.212,3906.212,3845.254,2791.444,1405.002,1988.696,0.000,187.497,0.000,0.000,2.771,0.000,0.000,95.249,66.815,67.330,31.861,0.000,0.000
1355,489.685,4083.095,4083.095,3856.943,2786.924,1393.970,2012.219,0.000,187.020,0.000,0.000,2.770,0.000,0.000,95.132,66.731,67.245,31.821,0.000,0.000
1356,490.052,4111.940,4111.940,3869.434,2782.404,1383.345,2036.122,0.000,186.558,0.000,0.000,2.769,0.000,0.000,95.016,66.648,67.161,31.781,0.000,0.000
1357,490.419,3946.536,3946.536,3882.706,2777.883,1373.121,2060.388,0.000,186.111,0.000,0.000,2.769,0.000,0.000,94.900,66.564,67.077,31.741,0.000,0.000
1358,490.785,3925.170,3925.170,3896.733,2773.363,1363.293,2084.998,0.000,185.678,0.000,0.000,2.768,0.000,0.000,94.785,66.482,66.994,31.702,0.000,0.000
1359,491.152,4079.548,4079.548,3911.488,2768.843,1353.852,2109.933,0.000,185.258,0.000,0.000,2.768,0.000,0.000,94.672,66.399,66.911,31.663,0.000,0.000
1360,491.519,4087.976,4087.976,3926.943,2764.323,1344.793,2135.171,0.000,184.851,0.000,0.000,2.768,0.000,0.000,94.559,66.317,66.828,31.623,0.000,0.000
1361,491.886,4178.873,4178.873,3943.067,2759.803,1336.106,2160.691,0.000,184.456,0.000,0.000,2.769,0.000,0.000,94.446,66.235,66.746,31.584,0.000,0.000
1362,492.253,3969.448,3969.448,3959.829,2755.282,1327.785,2186.470,0.000,184.073,0.000,0.000,2.769,0.000,0.000,94.335,66.154,66.664,31.546,0.000,0.000
1363,492.619,4091.643,4091.643,3977.196,2750.762,1319.821,2212.483,0.000,183.701,0.000,0.000,2.770,0.000,0.000,94.225,66.073,66.582,31.507,0.000,0.000
1364,492.986,4131.331,4131.331,3995.132,2746.242,1312.203,2238.705,0.000,183.339,0.000,0.000,2.772,0.000,0.000,94.117,65.993,66.501,31.469,0.000,0.000
1365,493.353,4185.565,4185.565,4013.602,2741.722,1304.925,2265.109,0.000,182.989,0.000,0.000,2.773,0.000,0.000,94.009,65.913,66.420,31.431,0.000,0.000
1366,493.720,4112.513,4112.513,4032.568,2737.201,1297.975,2291.668,0.000,182.647,0.000,0.000,2.775,0.000,0.000,93.903,65.833,66.340,31.393,0.000,0.000
1367,494.086,4149.210,4149.210,4051.991,2732.681,1291.344,2318.353,0.000,182.316,0.000,0.000,2.778,0.000,0.000,93.797,65.754,66.261,31.355,0.000,0.000
1368,494.453,4160.925,4160.925,4071.830,2728.161,1285.021,2345.134,0.000,181.993,0.000,0.000,2.781,0.000,0.000,93.694,65.675,66.181,31.317,0.000,0.000
1369,494.820,4180.941,4180.941,4092.046,2723.641,1278.998,2371.980,0.000,181.679,0.000,0.000,2.784,0.000,0.000,93.591,65.597,66.103,31.280,0.000,0.000
1370,495.187,4157.658,4157.658,4112.596,2719.121,1273.263,2398.861,0.000,181.373,0.000,0.000,2.788,0.000,0.000,93.491,65.520,66.025,31.243,0.000,0.000
1371,495.554,4161.074,4161.074,4133.436,2714.600,1267.806,2425.743,0.000,181.074,0.000,0.000,2.793,0.000,0.000,93.392,65.443,65.947,31.206,0.000,0.000
1372,495.920,4168.267,4168.267,4154.523,2710.080,1262.616,2452.593,0.000,180.783,0.000,0.000,2.797,0.000,0.000,93.294,65.366,65.870,31.170,0.000,0.000
1373,496.287,4217.096,4217.096,4175.811,2705.560,1257.683,2479.377,0.000,180.499,0.000,0.000,2.803,0.000,0.000,93.199,65.290,65.793,31.134,0.000,0.000
1374,496.654,4374.184,4374.184,4197.255,2701.040,1252.996,2506.061,0.000,180.222,0.000,0.000,2.809,0.000,0.000,93.105,65.214,65.717,31.098,0.000,0.000
1375,497.021,4386.477,4386.477,4218.810,2696.519,1248.545,2532.610,0.000,179.951,0.000,0.000,2.816,0.000,0.000,93.013,65.139,65.641,31.062,0.000,0.000
1376,497.388,4468.468,4468.468,4240.427,2691.999,1244.318,2558.986,0.000,179.686,0.000,0.000,2.823,0.000,0.000,92.923,65.065,65.566,31.026,0.000,0.000
1377,497.755,4393.484,4393.484,4262.060,2687.479,1240.305,2585.154,0.000,179.427,0.000,0.000,2.832,0.000,0.000,92.836,64.991,65.491,30.991,0.000,0.000
1378,498.122,4386.352,4386.352,4283.662,2682.959,1236.496,2611.078,0.000,179.174,0.000,0.000,2.841,0.000,0.000,92.751,64.917,65.417,30.956,0.000,0.000
1379,498.488,4481.407,4481.407,4305.184,2678.439,1232.880,2636.719,0.000,178.926,0.000,0.000,2.850,0.000,0.000,92.668,64.844,65.344,30.921,0.000,0.000
1380,498.855,4336.242,4336.242,4326.579,2673.918,1229.446,2662.040,0.000,178.682,0.000,0.000,2.861,0.000,0.000,92.588,64.772,65.271,30.886,0.000,0.000
1381,499.222,4408.800,4408.800,4347.799,2669.398,1226.185,2687.005,0.000,178.444,0.000,0.000,2.873,0.000,0.000,92.510,64.700,65.198,30.852,0.000,0.000
1382,499.589,4379.074,4379.074,4368.796,2664.878,1223.087,2711.574,0.000,178.210,0.000,0.000,2.885,0.000,0.000,92.436,64.628,65.126,30.818,0.000,0.000
1383,499.956,4524.502,4524.502,4389.523,2660.358,1220.141,2735.711,0.000,177.980,0.000,0.000,2.898,0.000,0.000,92.364,64.557,65.054,30.784,0.000,0.000
1384,500.323,4447.799,4447.799,4409.932,2655.837,1217.338,2759.378,0.000,177.754,0.000,0.000,2.913,0.000,0.000,92.295,64.486,64.983,30.751,0.000,0.000
1385,500.690,4452.597,4452.597,4429.976,2651.317,1214.669,2782.537,0.000,177.532,0.000,0.000,2.929,0.000,0.000,92.230,64.416,64.913,30.717,0.000,0.000
1386,501.057,4463.203,4463.203,4449.608,2646.797,1212.123,2805.151,0.000,177.314,0.000,0.000,2.945,0.000,0.000,92.169,64.347,64.843,30.684,0.000,0.000
1387,501.424,4564.538,4564.538,4468.783,2642.277,1209.692,2827.183,0.000,177.099,0.000,0.000,2.963,0.000,0.000,92.111,64.278,64.773,30.651,0.000,0.000
1388,501.791,4603.894,4603.894,4487.455,2637.757,1207.367,2848.597,0.000,176.887,0.000,0.000,2.983,0.000,0.000,92.057,64.209,64.704,30.618,0.000,0.000
1389,502.157,4399.169,4399.169,4505.580,2633.236,1205.140,2869.357,0.000,176.678,0.000,0.000,3.003,0.000,0.000,92.008,64.141,64.635,30.586,0.000,0.000
1390,502.524,4531.211,4531.211,4523.114,2628.716,1203.001,2889.427,0.000,176.472,0.000,0.000,3.025,0.000,0.000,91.963,64.073,64.567,30.553,0.000,0.000
1391,502.891,4406.463,4406.463,4540.015,2624.196,1200.943,2908.773,0.000,176.269,0.000,0.000,3.049,0.000,0.000,91.922,64.006,64.499,30.521,0.000,0.000
1392,503.258,4630.536,4630.536,4556.241,2619.676,1198.958,2927.362,0.000,176.069,0.000,0.000,3.073,0.000,0.000,91.887,63.939,64.431,30.489,0.000,0.000
1393,503.625,4657.364,4657.364,4571.751,2615.155,1197.039,2945.159,0.000,175.871,0.000,0.000,3.100,0.000,0.000,91.856,63.872,64.364,30.457,0.000,0.000
1394,503.992,4602.090,4602.090,4586.507,2610.635,1195.177,2962.134,0.000,175.675,0.000,0.000,3.128,0.000,0.000,91.832,63.806,64.297,30.426,0.000,0.000
1395,504.359,4740.044,4740.044,4600.472,2606.115,1193.366,2978.255,0.000,175.481,0.000,0.000,3.158,0.000,0.000,91.813,63.740,64.231,30.394,0.000,0.000
1396,504.726,4561.031,4561.031,4613.608,2601.595,1191.600,2993.493,0.000,175.289,0.000,0.000,3.190,0.000,0.000,91.801,63.674,64.165,30.363,0.000,0.000
1397,505.093,4603.985,4603.985,4625.881,2597.074,1189.871,3007.819,0.000,175.099,0.000,0.000,3.224,0.000,0.000,91.795,63.609,64.099,30.332,0.000,0.000
1398,505.460,4643.421,4643.421,4637.258,2592.554,1188.174,3021.206,0.000,174.911,0.000,0.000,3.259,0.000,0.000,91.797,63.544,64.033,30.301,0.000,0.000
1399,505.827,4673.003,4673.003,4647.707,2588.034,1186.502,3033.628,0.000,174.724,0.000,0.000,3.297,0.000,0.000,91.806,63.479,63.968,30.270,0.000,0.000
1400,506.194,4619.911,4619.911,4657.200,2583.514,1184.851,3045.061,0.000,174.539,0.000,0.000,3.337,0.000,0.000,91.823,63.415,63.903,30.239,0.000,0.000
1401,506.561,4605.354,4605.354,4665.708,2578.994,1183.215,3055.481,0.000,174.355,0.000,0.000,3.379,0.000,0.000,91.848,63.350,63.838,30.209,0.000,0.000
1402,506.928,4707.316,4707.316,4673.205,2574.473,1181.588,3064.869,0.000,174.172,0.000,0.000,3.424,0.000,0.000,91.882,63.286,63.774,30.178,0.000,0.000
1403,507.295,4861.680,4861.680,4682.163,2572.449,1180.992,3074.261,0.000,174.160,0.000,0.000,3.473,0.000,0.000,92.013,63.284,63.771,30.177,0.000,0.000
1404,507.662,4613.965,4613.965,4690.065,2570.424,1180.399,3082.580,0.000,174.148,0.000,0.000,3.525,0.000,0.000,92.155,63.281,63.769,30.176,0.000,0.000
1405,508.029,4721.369,4721.369,4696.891,2568.400,1179.804,3089.810,0.000,174.137,0.000,0.000,3.580,0.000,0.000,92.307,63.279,63.767,30.175,0.000,0.000
1406,508.396,4737.854,4737.854,4702.623,2566.375,1179.202,3095.936,0.000,174.128,0.000,0.000,3.637,0.000,0.000,92.471,63.278,63.765,30.174,0.000,0.000
1407,508.763,4710.048,4710.048,4707.246,2564.351,1178.592,3100.947,0.000,174.119,0.000,0.000,3.697,0.000,0.000,92.646,63.276,63.763,30.173,0.000,0.000
1408,509.130,4632.858,4632.858,4710.746,2562.326,1177.968,3104.831,0.000,174.111,0.000,0.000,3.760,0.000,0.000,92.835,63.274,63.762,30.172,0.000,0.000
1409,509.498,4693.160,4693.160,4713.112,2560.301,1177.329,3107.579,0.000,174.104,0.000,0.000,3.826,0.000,0.000,93.037,63.273,63.760,30.172,0.000,0.000
1410,509.865,4742.856,4742.856,4714.337,2558.277,1176.672,3109.185,0.000,174.098,0.000,0.000,3.895,0.000,0.000,93.253,63.272,63.759,30.171,0.000,0.000
1411,510.232,4751.898,4751.898,4714.412,2556.252,1175.993,3109.645,0.000,174.092,0.000,0.000,3.967,0.000,0.000,93.485,63.270,63.758,30.171,0.000,0.000
1412,510.599,4655.519,4655.519,4713.335,2554.228,1175.292,3108.954,0.000,174.086,0.000,0.000,4.042,0.000,0.000,93.733,63.269,63.757,30.170,0.000,0.000
1413,510.966,4546.705,4546.705,4711.103,2552.203,1174.566,3107.113,0.000,174.081,0.000,0.000,4.121,0.000,0.000,93.997,63.268,63.756,30.169,0.000,0.000
1414,511.333,4650.281,4650.281,4707.716,2550.179,1173.813,3104.123,0.000,174.075,0.000,0.000,4.204,0.000,0.000,94.280,63.267,63.754,30.169,0.000,0.000
1415,511.700,4742.082,4742.082,4703.178,2548.154,1173.032,3099.986,0.000,174.070,0.000,0.000,4.290,0.000,0.000,94.581,63.266,63.753,30.168,0.000,0.000
1416,512.067,4620.112,4620.112,4697.493,2546.130,1172.221,3094.709,0.000,174.065,0.000,0.000,4.379,0.000,0.000,94.903,63.264,63.752,30.168,0.000,0.000
1417,512.434,4574.442,4574.442,4690.670,2544.105,1171.381,3088.298,0.000,174.060,0.000,0.000,4.473,0.000,0.000,95.245,63.263,63.751,30.167,0.000,0.000
1418,512.802,4603.927,4603.927,4682.716,2542.080,1170.509,3080.763,0.000,174.055,0.000,0.000,4.570,0.000,0.000,95.610,63.261,63.749,30.166,0.000,0.000
1419,513.169,4564.158,4564.158,4673.645,2540.056,1169.606,3072.114,0.000,174.049,0.000,0.000,4.672,0.000,0.000,95.999,63.260,63.748,30.166,0.000,0.000
1420,513.536,4612.536,4612.536,4663.470,2538.031,1168.671,3062.365,0.000,174.043,0.000,0.000,4.777,0.000,0.000,96.412,63.258,63.746,30.165,0.000,0.000
1421,513.903,4522.275,4522.275,4652.207,2536.007,1167.704,3051.532,0.000,174.037,0.000,0.000,4.887,0.000,0.000,96.851,63.256,63.744,30.164,0.000,0.000
1422,514.270,4536.314,4536.314,4639.875,2533.982,1166.706,3039.630,0.000,174.030,0.000,0.000,5.001,0.000,0.000,97.318,63.254,63.742,30.163,0.000,0.000
1423,514.637,4410.685,4410.685,4626.495,2531.958,1165.676,3026.679,0.000,174.023,0.000,0.000,5.119,0.000,0.000,97.814,63.251,63.739,30.162,0.000,0.000
1424,515.004,4418.051,4418.051,4612.088,2529.933,1164.614,3012.699,0.000,174.014,0.000,0.000,5.242,0.000,0.000,98.340,63.249,63.737,30.160,0.000,0.000
1425,515.372,4598.589,4598.589,4596.679,2527.909,1163.522,2997.712,0.000,174.006,0.000,0.000,5.370,0.000,0.000,98.898,63.246,63.734,30.159,0.000,0.000
1426,515.739,4416.044,4416.044,4580.295,2525.884,1162.401,2981.743,0.000,173.996,0.000,0.000,5.502,0.000,0.000,99.490,63.243,63.731,30.157,0.000,0.000
1427,516.106,4509.099,4509.099,4562.964,2523.859,1161.250,2964.817,0.000,173.986,0.000,0.000,5.639,0.000,0.000,100.117,63.239,63.727,30.156,0.000,0.000
1428,516.473,4339.628,4339.628,4544.715,2521.835,1160.073,2946.961,0.000,173.974,0.000,0.000,5.781,0.000,0.000,100.782,63.235,63.723,30.154,0.000,0.000
1429,516.840,4355.091,4355.091,4525.581,2519.810,1158.868,2928.204,0.000,173.962,0.000,0.000,5.928,0.000,0.000,101.485,63.231,63.719,30.152,0.000,0.000
1430,517.208,4351.978,4351.978,4505.594,2517.786,1157.639,2908.576,0.000,173.949,0.000,0.000,6.080,0.000,0.000,102.229,63.226,63.714,30.149,0.000,0.000
1431,517.575,4324.321,4324.321,4484.790,2515.761,1156.386,2888.108,0.000,173.934,0.000,0.000,6.237,0.000,0.000,103.016,63.221,63.709,30.147,0.000,0.000
1432,517.942,4278.387,4278.387,4463.205,2513.737,1155.112,2866.833,0.000,173.918,0.000,0.000,6.399,0.000,0.000,103.847,63.215,63.704,30.144,0.000,0.000
1433,518.309,4457.117,4457.117,4440.876,2511.712,1153.817,2844.786,0.000,173.902,0.000,0.000,6.566,0.000,0.000,104.726,63.209,63.698,30.141,0.000,0.000
1434,518.677,4211.648,4211.648,4417.844,2509.688,1152.504,2822.000,0.000,173.883,0.000,0.000,6.739,0.000,0.000,105.654,63.202,63.691,30.138,0.000,0.000
1435,519.044,4330.093,4330.093,4394.147,2507.663,1151.174,2798.513,0.000,173.864,0.000,0.000,6.917,0.000,0.000,106.633,63.195,63.684,30.135,0.000,0.000
1436,519.411,4277.720,4277.720,4369.828,2505.638,1149.831,2774.361,0.000,173.843,0.000,0.000,7.100,0.000,0.000,107.666,63.188,63.677,30.131,0.000,0.000
1437,519.778,4295.120,4295.120,4344.929,2503.614,1148.475,2749.583,0.000,173.820,0.000,0.000,7.288,0.000,0.000,108.754,63.180,63.669,30.127,0.000,0.000
1438,520.146,4297.661,4297.661,4319.494,2501.589,1147.109,2724.217,0.000,173.797,0.000,0.000,7.482,0.000,0.000,109.901,63.171,63.661,30.123,0.000,0.000
1439,520.513,4265.328,4265.328,4293.565,2499.565,1145.735,2698.303,0.000,173.771,0.000,0.000,7.682,0.000,0.000,111.109,63.162,63.652,30.119,0.000,0.000
1440,520.880,4328.145,4328.145,4267.190,2497.540,1144.356,2671.881,0.000,173.745,0.000,0.000,7.887,0.000,0.000,112.381,63.152,63.642,30.114,0.000,0.000
1441,521.248,4175.508,4175.508,4240.413,2495.516,1142.974,2644.991,0.000,173.716,0.000,0.000,8.097,0.000,0.000,113.718,63.142,63.632,30.109,0.000,0.000
1442,521.615,4202.307,4202.307,4213.280,2493.491,1141.591,2617.676,0.000,173.686,0.000,0.000,8.313,0.000,0.000,115.125,63.131,63.622,30.104,0.000,0.000
1443,521.982,4135.190,4135.190,4185.838,2491.467,1140.209,2589.976,0.000,173.654,0.000,0.000,8.535,0.000,0.000,116.603,63.120,63.610,30.099,0.000,0.000
1444,522.350,4010.956,4010.956,4158.135,2489.442,1138.832,2561.934,0.000,173.621,0.000,0.000,8.761,0.000,0.000,118.155,63.108,63.599,30.093,0.000,0.000
1445,522.717,4157.782,4157.782,4130.218,2487.417,1137.461,2533.592,0.000,173.586,0.000,0.000,8.994,0.000,0.000,119.785,63.095,63.586,30.087,0.000,0.000
1446,523.084,4004.994,4004.994,4102.135,2485.393,1136.100,2504.991,0.000,173.549,0.000,0.000,9.231,0.000,0.000,121.495,63.082,63.574,30.081,0.000,0.000
1447,523.452,4203.478,4203.478,4073.933,2483.368,1134.750,2476.176,0.000,173.511,0.000,0.000,9.474,0.000,0.000,123.288,63.068,63.560,30.074,0.000,0.000
1448,523.819,3870.756,3870.756,4045.660,2481.344,1133.414,2447.187,0.000,173.471,0.000,0.000,9.723,0.000,0.000,125.167,63.053,63.546,30.067,0.000,0.000
1449,524.186,3918.669,3918.669,4017.364,2479.319,1132.095,2418.067,0.000,173.429,0.000,0.000,9.976,0.000,0.000,127.135,63.038,63.532,30.060,0.000,0.000
1450,524.554,3914.851,3914.851,3989.093,2477.295,1130.794,2388.859,0.000,173.386,0.000,0.000,10.235,0.000,0.000,129.196,63.022,63.517,30.052,0.000,0.000
1451,524.921,3770.536,3770.536,3960.894,2475.270,1129.515,2359.604,0.000,173.340,0.000,0.000,10.499,0.000,0.000,131.353,63.006,63.501,30.044,0.000,0.000
1452,525.289,3841.510,3841.510,3932.815,2473.246,1128.261,2330.344,0.000,173.293,0.000,0.000,10.768,0.000,0.000,133.608,62.989,63.485,30.036,0.000,0.000
1453,525.656,3714.609,3714.609,3904.903,2471.221,1127.032,2301.121,0.000,173.245,0.000,0.000,11.041,0.000,0.000,135.965,62.971,63.468,30.028,0.000,0.000
1454,526.023,3889.485,3889.485,3877.203,2469.196,1125.832,2271.976,0.000,173.194,0.000,0.000,11.320,0.000,0.000,138.427,62.953,63.451,30.019,0.000,0.000
1455,526.391,3763.654,3763.654,3849.763,2467.172,1124.663,2242.948,0.000,173.142,0.000,0.000,11.603,0.000,0.000,140.998,62.934,63.433,30.010,0.000,0.000
1456,526.758,4010.431,4010.431,3822.627,2465.147,1123.528,2214.079,0.000,173.089,0.000,0.000,11.890,0.000,0.000,143.680,62.914,63.415,30.001,0.000,0.000
1457,527.126,3746.555,3746.555,3795.842,2463.123,1122.428,2185.408,0.000,173.033,0.000,0.000,12.182,0.000,0.000,146.477,62.894,63.396,29.991,0.000,0.000
1458,527.493,3864.620,3864.620,3769.450,2461.098,1121.366,2156.974,0.000,172.976,0.000,0.000,12.478,0.000,0.000,149.393,62.873,63.377,29.981,0.000,0.000
1459,527.861,3833.799,3833.799,3743.496,2459.074,1120.344,2128.814,0.000,172.917,0.000,0.000,12.778,0.000,0.000,152.430,62.852,63.357,29.971,0.000,0.000
1460,528.228,3681.783,3681.783,3718.022,2457.049,1119.364,2100.968,0.000,172.857,0.000,0.000,13.081,0.000,0.000,155.592,62.830,63.337,29.961,0.000,0.000
1461,528.596,3803.126,3803.126,3693.071,2455.025,1118.427,2073.471,0.000,172.795,0.000,0.000,13.389,0.000,0.000,158.882,62.808,63.317,29.950,0.000,0.000
1462,528.963,3755.412,3755.412,3668.684,2453.000,1117.537,2046.361,0.000,172.732,0.000,0.000,13.699,0.000,0.000,162.303,62.785,63.296,29.939,0.000,0.000
1463,529.331,3658.208,3658.208,3644.902,2450.975,1116.694,2019.672,0.000,172.667,0.000,0.000,14.013,0.000,0.000,165.859,62.761,63.275,29.928,0.000,0.000
1464,529.698,3713.854,3713.854,3621.763,2448.951,1115.901,1993.439,0.000,172.601,0.000,0.000,14.330,0.000,0.000,169.553,62.737,63.254,29.916,0.000,0.000
1465,530.066,3706.042,3706.042,3599.307,2446.926,1115.159,1967.698,0.000,172.533,0.000,0.000,14.649,0.000,0.000,173.387,62.712,63.232,29.905,0.000,0.000
1466,530.433,3402.964,3402.964,3577.572,2444.902,1114.470,1942.480,0.000,172.464,0.000,0.000,14.971,0.000,0.000,177.365,62.687,63.210,29.893,0.000,0.000
1467,530.801,3581.638,3581.638,3556.594,2442.877,1113.835,1917.818,0.000,172.394,0.000,0.000,15.295,0.000,0.000,181.490,62.662,63.188,29.880,0.000,0.000
1468,531.168,3633.995,3633.995,3536.409,2440.853,1113.255,1893.744,0.000,172.322,0.000,0.000,15.621,0.000,0.000,185.765,62.636,63.166,29.868,0.000,0.000
1469,531.536,3597.951,3597.951,3517.051,2438.828,1112.733,1870.288,0.000,172.249,0.000,0.000,15.949,0.000,0.000,190.192,62.609,63.144,29.855,0.000,0.000
1470,531.903,3382.856,3382.856,3498.556,2436.804,1112.269,1847.482,0.000,172.175,0.000,0.000,16.277,0.000,0.000,194.774,62.582,63.122,29.842,0.000,0.000
1471,532.271,3464.301,3464.301,3480.954,2434.779,1111.864,1825.353,0.000,172.100,0.000,0.000,16.607,0.000,0.000,199.514,62.555,63.099,29.829,0.000,0.000
1472,532.638,3400.502,3400.502,3464.279,2432.754,1111.520,1803.930,0.000,172.024,0.000,0.000,16.937,0.000,0.000,204.414,62.527,63.077,29.816,0.000,0.000
1473,533.006,3446.163,3446.163,3448.560,2430.730,1111.237,1783.242,0.000,171.947,0.000,0.000,17.268,0.000,0.000,209.477,62.499,63.055,29.803,0.000,0.000
1474,533.373,3576.735,3576.735,3433.829,2428.705,1111.017,1763.314,0.000,171.869,0.000,0.000,17.599,0.000,0.000,214.705,62.471,63.033,29.789,0.000,0.000
1475,533.741,3475.311,3475.311,3420.112,2426.681,1110.859,1744.173,0.000,171.790,0.000,0.000,17.929,0.000,0.000,220.100,62.442,63.012,29.776,0.000,0.000
1476,534.109,3508.498,3508.498,3407.438,2424.656,1110.765,1725.843,0.000,171.710,0.000,0.000,18.259,0.000,0.000,225.664,62.413,62.990,29.762,0.000,0.000
1477,534.476,3504.003,3504.003,3395.834,2422.632,1110.735,1708.351,0.000,171.629,0.000,0.000,18.587,0.000,0.000,231.398,62.384,62.970,29.748,0.000,0.000
1478,534.844,3515.123,3515.123,3385.326,2420.607,1110.769,1691.719,0.000,171.548,0.000,0.000,18.915,0.000,0.000,237.305,62.354,62.949,29.734,0.000,0.000
1479,535.212,3392.166,3392.166,3375.937,2418.583,1110.869,1675.971,0.000,171.466,0.000,0.000,19.240,0.000,0.000,243.385,62.325,62.929,29.720,0.000,0.000
1480,535.579,3350.704,3350.704,3367.692,2416.558,1111.033,1661.130,0.000,171.384,0.000,0.000,19.563,0.000,0.000,249.641,62.295,62.910,29.705,0.000,0.000
1481,535.947,3576.586,3576.586,3360.614,2414.533,1111.262,1647.216,0.000,171.301,0.000,0.000,19.884,0.000,0.000,256.072,62.265,62.892,29.691,0.000,0.000
1482,536.314,3456.132,3456.132,3354.723,2412.509,1111.556,1634.252,0.000,171.218,0.000,0.000,20.201,0.000,0.000,262.679,62.234,62.874,29.677,0.000,0.000
1483,536.682,3446.603,3446.603,3350.042,2410.484,1111.915,1622.258,0.000,171.135,0.000,0.000,20.516,0.000,0.000,269.464,62.204,62.857,29.662,0.000,0.000
1484,537.050,3508.486,3508.486,3346.590,2408.460,1112.338,1611.254,0.000,171.051,0.000,0.000,20.827,0.000,0.000,276.426,62.174,62.842,29.648,0.000,0.000
1485,537.417,3435.697,3435.697,3344.386,2406.435,1112.826,1601.259,0.000,170.967,0.000,0.000,21.133,0.000,0.000,283.566,62.143,62.827,29.633,0.000,0.000
1486,537.785,3481.668,3481.668,3343.449,2404.411,1113.378,1592.294,0.000,170.883,0.000,0.000,21.435,0.000,0.000,290.882,62.113,62.814,29.619,0.000,0.000
1487,538.153,3587.886,3587.886,3343.795,2402.386,1113.992,1584.375,0.000,170.799,0.000,0.000,21.733,0.000,0.000,298.376,62.082,62.802,29.604,0.000,0.000
1488,538.521,3483.159,3483.159,3345.440,2400.362,1114.669,1577.522,0.000,170.715,0.000,0.000,22.025,0.000,0.000,306.045,62.052,62.792,29.589,0.000,0.000
1489,538.888,3506.351,3506.351,3348.401,2398.337,1115.408,1571.751,0.000,170.632,0.000,0.000,22.311,0.000,0.000,313.889,62.021,62.783,29.575,0.000,0.000
1490,539.256,3569.534,3569.534,3352.693,2396.312,1116.208,1567.080,0.000,170.548,0.000,0.000,22.591,0.000,0.000,321.906,61.991,62.776,29.560,0.000,0.000
1491,539.624,3626.946,3626.946,3358.328,2394.288,1117.067,1563.525,0.000,170.465,0.000,0.000,22.865,0.000,0.000,330.096,61.961,62.771,29.546,0.000,0.000
1492,539.991,3519.719,3519.719,3365.321,2392.263,1117.985,1561.104,0.000,170.383,0.000,0.000,23.132,0.000,0.000,338.454,61.931,62.768,29.532,0.000,0.000
