ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th
1045,348.845,703.639,639.694,160.547,451.040,159.806,0.119,26.040,0.000,2.363,0.000,0.322,0.000,0.000,0.000
1046,349.193,726.897,631.838,160.778,443.189,159.838,0.118,26.001,0.000,2.365,0.000,0.322,0.000,0.000,0.000
1047,349.540,735.787,623.976,161.009,435.331,159.870,0.118,25.964,0.000,2.367,0.000,0.322,0.000,0.000,0.000
1048,349.888,653.788,616.120,161.241,427.478,159.901,0.117,25.928,0.000,2.369,0.000,0.322,0.000,0.000,0.000
1049,350.235,658.788,608.284,161.472,419.645,159.931,0.117,25.894,0.000,2.371,0.000,0.322,0.000,0.000,0.000
1050,350.583,609.009,600.482,161.704,411.844,159.961,0.118,25.861,0.000,2.372,0.000,0.321,0.000,0.000,0.000
1051,350.930,617.195,592.725,161.935,404.086,159.991,0.118,25.830,0.000,2.374,0.000,0.321,0.000,0.000,0.000
1052,351.278,565.231,585.025,162.166,396.383,160.022,0.119,25.800,0.000,2.376,0.000,0.321,0.000,0.000,0.000
1053,351.625,601.785,577.394,162.398,388.747,160.053,0.120,25.771,0.000,2.378,0.000,0.321,0.000,0.000,0.000
1054,351.973,598.082,569.842,162.629,381.188,160.084,0.121,25.745,0.000,2.379,0.000,0.321,0.000,0.000,0.000
1055,352.320,604.971,562.380,162.861,373.716,160.117,0.122,25.719,0.000,2.381,0.000,0.321,0.000,0.000,0.000
1056,352.668,673.748,555.018,163.092,366.341,160.151,0.123,25.695,0.000,2.382,0.000,0.320,0.000,0.000,0.000
1057,353.016,573.636,546.696,162.253,358.566,159.704,0.124,25.602,0.000,2.375,0.000,0.319,0.000,0.000,0.000
1058,353.363,619.933,538.493,161.413,350.906,159.259,0.126,25.511,0.000,2.368,0.000,0.318,0.000,0.000,0.000
1059,353.711,591.229,530.419,160.574,343.371,158.817,0.128,25.421,0.000,2.361,0.000,0.317,0.000,0.000,0.000
1060,354.058,583.045,522.482,159.734,335.967,158.378,0.129,25.333,0.000,2.354,0.000,0.316,0.000,0.000,0.000
1061,354.406,575.304,514.687,158.895,328.701,157.942,0.131,25.246,0.000,2.347,0.000,0.315,0.000,0.000,0.000
1062,354.754,520.453,507.032,158.055,321.574,157.505,0.133,25.161,0.000,2.340,0.000,0.314,0.000,0.000,0.000
1063,355.101,546.931,499.521,157.216,314.592,157.067,0.136,25.076,0.000,2.333,0.000,0.313,0.000,0.000,0.000
1064,355.449,560.451,492.159,156.376,307.759,156.628,0.138,24.992,0.000,2.325,0.000,0.312,0.000,0.000,0.000
1065,355.797,529.376,484.949,155.537,301.080,156.187,0.141,24.908,0.000,2.318,0.000,0.311,0.000,0.000,0.000
1066,356.144,534.524,477.897,154.698,294.558,155.746,0.144,24.825,0.000,2.311,0.000,0.310,0.000,0.000,0.000
1067,356.492,522.783,471.006,153.858,288.196,155.304,0.146,24.743,0.000,2.303,0.000,0.309,0.000,0.000,0.000
1068,356.840,529.746,464.279,153.019,281.998,154.862,0.149,24.662,0.000,2.296,0.000,0.308,0.000,0.000,0.000
1069,357.188,506.708,457.719,152.179,275.966,154.420,0.153,24.581,0.000,2.288,0.000,0.307,0.000,0.000,0.000
1070,357.535,561.968,451.330,151.340,270.103,153.979,0.156,24.501,0.000,2.281,0.000,0.306,0.000,0.000,0.000
1071,357.883,444.488,445.114,150.500,264.411,153.539,0.160,24.423,0.000,2.273,0.000,0.304,0.000,0.000,0.000
1072,358.231,496.227,439.073,149.661,258.892,153.100,0.163,24.345,0.000,2.266,0.000,0.303,0.000,0.000,0.000
1073,358.579,504.264,433.209,148.822,253.547,152.662,0.167,24.268,0.000,2.258,0.000,0.302,0.000,0.000,0.000
1074,358.927,487.039,427.520,147.982,248.374,152.227,0.171,24.192,0.000,2.251,0.000,0.301,0.000,0.000,0.000
1075,359.274,476.857,422.007,147.143,243.374,151.794,0.175,24.117,0.000,2.243,0.000,0.299,0.000,0.000,0.000
1076,359.622,419.523,416.670,146.303,238.546,151.364,0.180,24.043,0.000,2.236,0.000,0.298,0.000,0.000,0.000
1077,359.970,393.078,411.508,145.464,233.888,150.937,0.184,23.970,0.000,2.228,0.000,0.297,0.000,0.000,0.000
1078,360.318,429.781,406.517,144.624,229.398,150.512,0.189,23.898,0.000,2.221,0.000,0.295,0.000,0.000,0.000
1079,360.666,440.151,401.686,143.785,225.069,150.087,0.194,23.826,0.000,2.213,0.000,0.294,0.000,0.000,0.000
1080,361.014,431.039,397.014,142.945,220.899,149.659,0.199,23.754,0.000,2.205,0.000,0.293,0.000,0.000,0.000
1081,361.362,430.150,392.497,142.106,216.886,149.231,0.204,23.682,0.000,2.198,0.000,0.291,0.000,0.000,0.000
1082,361.709,467.336,388.131,141.267,213.026,148.801,0.209,23.611,0.000,2.190,0.000,0.290,0.000,0.000,0.000
1083,362.057,378.115,383.916,140.427,209.316,148.370,0.215,23.539,0.000,2.183,0.000,0.289,0.000,0.000,0.000
1084,362.405,412.706,379.848,139.588,205.755,147.938,0.221,23.468,0.000,2.175,0.000,0.287,0.000,0.000,0.000
1085,362.753,385.594,375.926,138.748,202.339,147.506,0.227,23.397,0.000,2.167,0.000,0.286,0.000,0.000,0.000
1086,363.101,374.481,372.146,137.909,199.065,147.074,0.233,23.326,0.000,2.159,0.000,0.284,0.000,0.000,0.000
1087,363.449,382.558,368.505,137.069,195.929,146.642,0.240,23.256,0.000,2.152,0.000,0.283,0.000,0.000,0.000
1088,363.797,410.408,365.000,136.230,192.927,146.211,0.247,23.186,0.000,2.144,0.000,0.281,0.000,0.000,0.000
1089,364.145,372.742,361.626,135.390,190.057,145.780,0.254,23.116,0.000,2.136,0.000,0.280,0.000,0.000,0.000
1090,364.493,320.298,358.382,134.551,187.313,145.351,0.261,23.046,0.000,2.129,0.000,0.278,0.000,0.000,0.000
1091,364.841,370.408,355.263,133.712,184.693,144.923,0.268,22.977,0.000,2.121,0.000,0.276,0.000,0.000,0.000
1092,365.189,330.037,352.267,132.872,182.192,144.498,0.276,22.909,0.000,2.113,0.000,0.275,0.000,0.000,0.000
1093,365.537,362.443,349.390,132.033,179.808,144.074,0.284,22.841,0.000,2.106,0.000,0.273,0.000,0.000,0.000
1094,365.885,355.556,346.630,131.193,177.536,143.654,0.293,22.774,0.000,2.098,0.000,0.272,0.000,0.000,0.000
1095,366.233,350.666,343.977,130.354,175.371,143.234,0.301,22.706,0.000,2.090,0.000,0.270,0.000,0.000,0.000
1096,366.581,337.296,341.422,129.514,173.304,142.813,0.310,22.639,0.000,2.083,0.000,0.268,0.000,0.000,0.000
1097,366.929,329.408,338.960,128.675,171.333,142.390,0.319,22.572,0.000,2.075,0.000,0.267,0.000,0.000,0.000
1098,367.278,352.148,336.589,127.836,169.453,141.965,0.329,22.505,0.000,2.067,0.000,0.265,0.000,0.000,0.000
1099,367.626,374.925,334.303,126.996,167.662,141.538,0.339,22.437,0.000,2.060,0.000,0.263,0.000,0.000,0.000
1100,367.974,360.851,332.099,126.157,165.953,141.110,0.348,22.370,0.000,2.052,0.000,0.262,0.000,0.000,0.000
1101,368.322,342.517,329.974,125.317,164.326,140.679,0.358,22.302,0.000,2.044,0.000,0.260,0.000,0.000,0.000
1102,368.670,299.371,327.925,124.478,162.775,140.248,0.368,22.234,0.000,2.037,0.000,0.258,0.000,0.000,0.000
1103,369.018,313.443,325.948,123.638,161.298,139.815,0.379,22.167,0.000,2.029,0.000,0.257,0.000,0.000,0.000
1104,369.366,279.517,324.045,122.799,159.895,139.383,0.389,22.099,0.000,2.021,0.000,0.255,0.000,0.000,0.000
1105,369.715,314.331,322.218,121.959,158.567,138.950,0.399,22.032,0.000,2.014,0.000,0.253,0.000,0.000,0.000
1106,370.063,278.331,320.464,121.120,157.312,138.517,0.409,21.965,0.000,2.006,0.000,0.251,0.000,0.000,0.000
1107,370.411,316.961,318.778,120.281,156.124,138.085,0.420,21.898,0.000,1.998,0.000,0.250,0.000,0.000,0.000
1108,370.759,284.369,317.156,119.441,154.998,137.653,0.430,21.832,0.000,1.991,0.000,0.248,0.000,0.000,0.000
1109,371.107,321.035,315.594,118.602,153.932,137.223,0.440,21.766,0.000,1.983,0.000,0.246,0.000,0.000,0.000
1110,371.456,277.776,314.090,117.762,152.921,136.794,0.451,21.700,0.000,1.976,0.000,0.244,0.000,0.000,0.000
1111,371.804,282.110,312.640,116.923,151.962,136.367,0.461,21.635,0.000,1.968,0.000,0.242,0.000,0.000,0.000
1112,372.152,282.183,311.236,116.083,151.050,135.940,0.471,21.570,0.000,1.961,0.000,0.241,0.000,0.000,0.000
1113,372.501,292.776,309.871,115.244,150.178,135.510,0.481,21.506,0.000,1.953,0.000,0.239,0.000,0.000,0.000
1114,372.849,258.144,308.540,114.405,149.344,135.077,0.492,21.440,0.000,1.946,0.000,0.237,0.000,0.000,0.000
1115,373.197,265.811,307.241,113.565,148.546,134.641,0.502,21.375,0.000,1.938,0.000,0.235,0.000,0.000,0.000
1116,373.545,275.440,305.972,112.726,147.781,134.202,0.512,21.310,0.000,1.931,0.000,0.234,0.000,0.000,0.000
1117,373.894,230.702,304.733,111.886,147.046,133.762,0.522,21.244,0.000,1.923,0.000,0.232,0.000,0.000,0.000
1118,374.242,276.960,303.525,111.047,146.341,133.324,0.531,21.179,0.000,1.916,0.000,0.230,0.000,0.000,0.000
1119,374.590,274.663,302.335,110.207,145.662,132.880,0.541,21.113,0.000,1.908,0.000,0.228,0.000,0.000,0.000
1120,374.939,281.923,301.169,109.368,145.009,132.432,0.550,21.047,0.000,1.901,0.000,0.226,0.000,0.000,0.000
1121,375.287,258.182,300.026,108.528,144.380,131.983,0.560,20.981,0.000,1.893,0.000,0.225,0.000,0.000,0.000
1122,375.636,240.960,298.906,107.689,143.776,131.533,0.569,20.916,0.000,1.886,0.000,0.223,0.000,0.000,0.000
1123,375.984,275.107,297.807,106.850,143.194,131.083,0.578,20.850,0.000,1.878,0.000,0.221,0.000,0.000,0.000
1124,376.332,260.810,296.730,106.010,142.633,130.632,0.587,20.785,0.000,1.871,0.000,0.219,0.000,0.000,0.000
1125,376.681,244.996,295.674,105.171,142.094,130.180,0.595,20.720,0.000,1.863,0.000,0.218,0.000,0.000,0.000
1126,377.029,237.774,294.639,104.331,141.574,129.730,0.603,20.656,0.000,1.856,0.000,0.216,0.000,0.000,0.000
1127,377.378,283.182,293.624,103.492,141.075,129.279,0.612,20.592,0.000,1.848,0.000,0.214,0.000,0.000,0.000
1128,377.726,260.404,292.630,102.652,140.595,128.830,0.619,20.529,0.000,1.841,0.000,0.212,0.000,0.000,0.000
1129,378.075,211.959,291.650,101.813,140.130,128.380,0.627,20.465,0.000,1.834,0.000,0.211,0.000,0.000,0.000
1130,378.423,256.368,290.679,100.974,139.679,127.926,0.634,20.402,0.000,1.826,0.000,0.209,0.000,0.000,0.000
1131,378.772,260.922,289.717,100.134,139.240,127.468,0.641,20.338,0.000,1.819,0.000,0.207,0.000,0.000,0.000
1132,379.120,280.663,288.762,99.295,138.814,127.006,0.648,20.274,0.000,1.811,0.000,0.205,0.000,0.000,0.000
1133,379.469,263.922,287.815,98.455,138.399,126.541,0.654,20.210,0.000,1.804,0.000,0.204,0.000,0.000,0.000
1134,379.817,222.960,286.875,97.616,137.996,126.072,0.660,20.145,0.000,1.797,0.000,0.202,0.000,0.000,0.000
1135,380.166,257.181,285.943,96.776,137.604,125.600,0.665,20.081,0.000,1.789,0.000,0.200,0.000,0.000,0.000
1136,380.514,232.478,285.019,95.937,137.224,125.125,0.671,20.016,0.000,1.782,0.000,0.199,0.000,0.000,0.000
1137,380.863,290.959,284.103,95.097,136.855,124.646,0.675,19.952,0.000,1.774,0.000,0.197,0.000,0.000,0.000
1138,381.211,247.032,283.194,94.258,136.497,124.165,0.680,19.887,0.000,1.767,0.000,0.195,0.000,0.000,0.000
1139,381.560,220.329,282.293,93.419,136.150,123.681,0.684,19.822,0.000,1.759,0.000,0.194,0.000,0.000,0.000
1140,381.909,287.847,281.402,92.579,135.815,123.195,0.687,19.758,0.000,1.752,0.000,0.192,0.000,0.000,0.000
1141,382.257,226.515,280.521,91.740,135.492,122.708,0.690,19.694,0.000,1.744,0.000,0.190,0.000,0.000,0.000
1142,382.606,245.736,279.652,90.900,135.181,122.219,0.693,19.630,0.000,1.737,0.000,0.189,0.000,0.000,0.000
1143,382.955,258.589,278.794,90.061,134.884,121.729,0.695,19.566,0.000,1.729,0.000,0.187,0.000,0.000,0.000
1144,383.303,293.364,277.948,89.221,134.599,121.238,0.697,19.503,0.000,1.722,0.000,0.186,0.000,0.000,0.000
1145,383.652,273.107,277.115,88.382,134.328,120.747,0.698,19.441,0.000,1.715,0.000,0.184,0.000,0.000,0.000
1146,384.001,258.735,276.288,87.543,134.066,120.251,0.699,19.378,0.000,1.707,0.000,0.183,0.000,0.000,0.000
1147,384.349,230.883,275.464,86.703,133.814,119.751,0.699,19.315,0.000,1.700,0.000,0.181,0.000,0.000,0.000
1148,384.698,277.032,274.644,85.864,133.571,119.245,0.700,19.252,0.000,1.693,0.000,0.180,0.000,0.000,0.000
1149,385.047,242.402,273.827,85.024,133.337,118.735,0.699,19.189,0.000,1.685,0.000,0.178,0.000,0.000,0.000
1150,385.395,221.809,273.014,84.185,133.113,118.220,0.698,19.126,0.000,1.678,0.000,0.177,0.000,0.000,0.000
1151,385.744,261.662,272.206,83.345,132.898,117.700,0.697,19.062,0.000,1.670,0.000,0.175,0.000,0.000,0.000
1152,386.093,265.217,271.403,82.506,132.694,117.175,0.695,18.999,0.000,1.663,0.000,0.174,0.000,0.000,0.000
1153,386.442,211.587,270.605,81.666,132.500,116.646,0.693,18.935,0.000,1.655,0.000,0.172,0.000,0.000,0.000
1154,386.790,229.438,269.814,80.827,132.318,116.113,0.691,18.871,0.000,1.648,0.000,0.171,0.000,0.000,0.000
1155,387.139,252.069,269.031,79.988,132.147,115.575,0.688,18.808,0.000,1.640,0.000,0.169,0.000,0.000,0.000
1156,387.488,247.773,268.254,79.148,131.988,115.033,0.685,18.744,0.000,1.633,0.000,0.168,0.000,0.000,0.000
1157,387.837,261.882,267.487,78.309,131.842,114.488,0.681,18.680,0.000,1.625,0.000,0.167,0.000,0.000,0.000
1158,388.186,253.994,266.729,77.469,131.709,113.939,0.677,18.617,0.000,1.618,0.000,0.165,0.000,0.000,0.000
1159,388.534,250.883,265.983,76.630,131.591,113.387,0.673,18.554,0.000,1.610,0.000,0.164,0.000,0.000,0.000
1160,388.883,252.697,265.249,75.790,131.487,112.833,0.668,18.491,0.000,1.603,0.000,0.163,0.000,0.000,0.000
1161,389.232,215.031,264.530,74.951,131.400,112.277,0.663,18.429,0.000,1.596,0.000,0.161,0.000,0.000,0.000
1162,389.581,231.734,263.823,74.111,131.328,111.718,0.658,18.367,0.000,1.588,0.000,0.160,0.000,0.000,0.000
1163,389.930,290.216,263.123,73.272,131.270,111.153,0.652,18.305,0.000,1.581,0.000,0.159,0.000,0.000,0.000
1164,390.279,246.364,262.430,72.433,131.225,110.582,0.646,18.243,0.000,1.574,0.000,0.157,0.000,0.000,0.000
1165,390.628,252.216,261.744,71.593,131.192,110.006,0.640,18.181,0.000,1.566,0.000,0.156,0.000,0.000,0.000
1166,390.977,262.179,261.066,70.754,131.174,109.423,0.633,18.119,0.000,1.559,0.000,0.155,0.000,0.000,0.000
1167,391.326,244.439,260.396,69.914,131.169,108.836,0.626,18.056,0.000,1.551,0.000,0.154,0.000,0.000,0.000
1168,391.674,243.697,259.735,69.075,131.180,108.243,0.619,17.994,0.000,1.544,0.000,0.152,0.000,0.000,0.000
1169,392.023,284.735,259.084,68.235,131.205,107.645,0.612,17.931,0.000,1.536,0.000,0.151,0.000,0.000,0.000
1170,392.372,236.144,258.444,67.396,131.247,107.042,0.605,17.868,0.000,1.529,0.000,0.150,0.000,0.000,0.000
1171,392.721,254.585,257.816,66.557,131.306,106.434,0.597,17.806,0.000,1.522,0.000,0.149,0.000,0.000,0.000
1172,393.070,234.772,257.201,65.717,131.383,105.821,0.589,17.743,0.000,1.514,0.000,0.147,0.000,0.000,0.000
1173,393.419,273.289,256.600,64.878,131.478,105.204,0.581,17.681,0.000,1.507,0.000,0.146,0.000,0.000,0.000
1174,393.768,237.068,256.015,64.038,131.593,104.583,0.573,17.619,0.000,1.499,0.000,0.145,0.000,0.000,0.000
1175,394.117,240.624,255.446,63.199,131.728,103.958,0.565,17.557,0.000,1.492,0.000,0.144,0.000,0.000,0.000
1176,394.466,250.734,254.895,62.359,131.884,103.330,0.556,17.495,0.000,1.484,0.000,0.143,0.000,0.000,0.000
1177,394.815,257.733,254.364,61.520,132.062,102.698,0.548,17.434,0.000,1.477,0.000,0.142,0.000,0.000,0.000
1178,395.165,238.104,253.855,60.680,132.264,102.065,0.539,17.373,0.000,1.470,0.000,0.141,0.000,0.000,0.000
1179,395.514,253.214,253.358,59.841,132.481,101.428,0.531,17.313,0.000,1.463,0.000,0.140,0.000,0.000,0.000
1180,395.863,240.660,252.862,59.002,132.705,100.785,0.522,17.253,0.000,1.455,0.000,0.138,0.000,0.000,0.000
1181,396.212,266.846,252.366,58.162,132.933,100.138,0.514,17.192,0.000,1.448,0.000,0.137,0.000,0.000,0.000
1182,396.561,266.029,251.868,57.323,133.165,99.487,0.505,17.132,0.000,1.441,0.000,0.136,0.000,0.000,0.000
1183,396.910,244.734,251.369,56.483,133.400,98.830,0.496,17.071,0.000,1.433,0.000,0.135,0.000,0.000,0.000
1184,397.259,216.031,250.867,55.644,133.636,98.169,0.488,17.011,0.000,1.426,0.000,0.134,0.000,0.000,0.000
1185,397.608,273.808,250.362,54.804,133.875,97.503,0.479,16.950,0.000,1.418,0.000,0.133,0.000,0.000,0.000
1186,397.957,258.844,249.854,53.965,134.113,96.834,0.471,16.890,0.000,1.411,0.000,0.132,0.000,0.000,0.000
1187,398.307,237.067,249.342,53.126,134.352,96.161,0.462,16.829,0.000,1.404,0.000,0.131,0.000,0.000,0.000
1188,398.656,245.770,248.825,52.286,134.589,95.484,0.454,16.769,0.000,1.396,0.000,0.130,0.000,0.000,0.000
1189,399.005,228.364,248.304,51.447,134.825,94.804,0.446,16.708,0.000,1.389,0.000,0.129,0.000,0.000,0.000
1190,399.354,218.735,247.779,50.607,135.058,94.122,0.437,16.648,0.000,1.382,0.000,0.128,0.000,0.000,0.000
1191,399.703,215.512,247.248,49.768,135.289,93.436,0.429,16.589,0.000,1.374,0.000,0.127,0.000,0.000,0.000
1192,400.053,255.068,246.712,48.928,135.516,92.749,0.421,16.529,0.000,1.367,0.000,0.126,0.000,0.000,0.000
1193,400.402,253.992,246.170,48.089,135.738,92.060,0.414,16.470,0.000,1.360,0.000,0.125,0.000,0.000,0.000
1194,400.751,241.659,245.623,47.249,135.955,91.370,0.406,16.412,0.000,1.352,0.000,0.124,0.000,0.000,0.000
1195,401.100,264.620,245.070,46.410,136.166,90.679,0.399,16.354,0.000,1.345,0.000,0.123,0.000,0.000,0.000
1196,401.450,231.363,244.508,45.571,136.370,89.987,0.392,16.296,0.000,1.338,0.000,0.122,0.000,0.000,0.000
1197,401.799,204.512,243.932,44.731,136.562,89.291,0.385,16.239,0.000,1.331,0.000,0.121,0.000,0.000,0.000
1198,402.148,240.400,243.340,43.892,136.742,88.593,0.378,16.181,0.000,1.323,0.000,0.121,0.000,0.000,0.000
1199,402.497,276.584,242.734,43.052,136.908,87.892,0.371,16.123,0.000,1.316,0.000,0.120,0.000,0.000,0.000
1200,402.847,250.659,242.110,42.213,137.060,87.189,0.365,16.066,0.000,1.309,0.000,0.119,0.000,0.000,0.000
1201,403.196,249.067,241.470,41.373,137.196,86.484,0.359,16.008,0.000,1.302,0.000,0.118,0.000,0.000,0.000
1202,403.545,211.512,240.812,40.534,137.316,85.777,0.353,15.951,0.000,1.294,0.000,0.117,0.000,0.000,0.000
1203,403.895,266.880,240.135,39.695,137.419,85.069,0.347,15.894,0.000,1.287,0.000,0.116,0.000,0.000,0.000
1204,404.244,221.881,239.440,38.855,137.504,84.360,0.342,15.837,0.000,1.280,0.000,0.115,0.000,0.000,0.000
1205,404.594,253.658,238.726,38.016,137.571,83.649,0.337,15.780,0.000,1.273,0.000,0.114,0.000,0.000,0.000
1206,404.943,226.325,237.993,37.176,137.618,82.938,0.332,15.723,0.000,1.265,0.000,0.113,0.000,0.000,0.000
1207,405.292,267.510,237.240,36.337,137.645,82.227,0.328,15.667,0.000,1.258,0.000,0.112,0.000,0.000,0.000
1208,405.642,223.067,236.467,35.497,137.651,81.517,0.323,15.611,0.000,1.251,0.000,0.112,0.000,0.000,0.000
1209,405.991,258.214,235.675,34.658,137.637,80.807,0.319,15.555,0.000,1.244,0.000,0.111,0.000,0.000,0.000
1210,406.341,199.511,234.863,33.818,137.602,80.097,0.315,15.500,0.000,1.236,0.000,0.110,0.000,0.000,0.000
1211,406.690,238.806,234.033,32.979,137.545,79.390,0.311,15.446,0.000,1.229,0.000,0.109,0.000,0.000,0.000
1212,407.039,230.547,233.183,32.140,137.465,78.684,0.308,15.392,0.000,1.222,0.000,0.108,0.000,0.000,0.000
1213,407.389,228.066,232.309,31.300,137.362,77.979,0.305,15.339,0.000,1.215,0.000,0.107,0.000,0.000,0.000
1214,407.738,200.954,231.410,30.461,137.231,77.275,0.301,15.285,0.000,1.208,0.000,0.106,0.000,0.000,0.000
1215,408.088,244.807,230.484,29.621,137.074,76.570,0.298,15.232,0.000,1.201,0.000,0.106,0.000,0.000,0.000
1216,408.437,259.548,229.532,28.782,136.890,75.866,0.296,15.179,0.000,1.193,0.000,0.105,0.000,0.000,0.000
1217,408.787,237.844,228.553,27.942,136.678,75.163,0.293,15.127,0.000,1.186,0.000,0.104,0.000,0.000,0.000
1218,409.136,205.916,228.414,27.969,136.840,74.859,0.291,15.132,0.000,1.186,0.000,0.104,0.000,0.000,0.000
1219,409.486,222.620,228.248,27.997,136.975,74.556,0.288,15.137,0.000,1.186,0.000,0.103,0.000,0.000,0.000
1220,409.836,240.066,228.056,28.024,137.081,74.254,0.286,15.142,0.000,1.186,0.000,0.103,0.000,0.000,0.000
1221,410.185,244.064,227.838,28.051,137.158,73.955,0.284,15.148,0.000,1.186,0.000,0.103,0.000,0.000,0.000
1222,410.535,259.251,227.593,28.078,137.207,73.657,0.283,15.155,0.000,1.186,0.000,0.103,0.000,0.000,0.000
1223,410.884,214.249,227.324,28.105,137.228,73.362,0.281,15.161,0.000,1.186,0.000,0.102,0.000,0.000,0.000
1224,411.234,240.325,227.030,28.132,137.222,73.070,0.279,15.168,0.000,1.186,0.000,0.102,0.000,0.000,0.000
1225,411.583,231.510,226.713,28.159,137.188,72.780,0.278,15.176,0.000,1.186,0.000,0.102,0.000,0.000,0.000
1226,411.933,243.659,226.372,28.186,137.126,72.493,0.277,15.184,0.000,1.186,0.000,0.102,0.000,0.000,0.000
1227,412.283,220.805,226.009,28.213,137.039,72.211,0.276,15.193,0.000,1.187,0.000,0.102,0.000,0.000,0.000
1228,412.632,207.400,225.626,28.240,136.926,71.932,0.274,15.203,0.000,1.187,0.000,0.101,0.000,0.000,0.000
1229,412.982,232.473,225.222,28.268,136.787,71.657,0.273,15.214,0.000,1.187,0.000,0.101,0.000,0.000,0.000
1230,413.332,212.251,224.800,28.295,136.625,71.387,0.273,15.225,0.000,1.187,0.000,0.101,0.000,0.000,0.000
1231,413.681,174.362,224.362,28.322,136.439,71.123,0.272,15.238,0.000,1.187,0.000,0.101,0.000,0.000,0.000
1232,414.031,218.472,223.908,28.349,136.231,70.863,0.271,15.251,0.000,1.188,0.000,0.100,0.000,0.000,0.000
1233,414.381,228.732,223.433,28.376,135.999,70.608,0.270,15.265,0.000,1.188,0.000,0.100,0.000,0.000,0.000
1234,414.730,239.620,222.936,28.403,135.741,70.355,0.269,15.280,0.000,1.188,0.000,0.100,0.000,0.000,0.000
1235,415.080,229.436,222.417,28.430,135.458,70.105,0.269,15.295,0.000,1.189,0.000,0.100,0.000,0.000,0.000
1236,415.430,217.396,221.876,28.457,135.150,69.857,0.268,15.310,0.000,1.189,0.000,0.100,0.000,0.000,0.000
1237,415.780,226.400,221.316,28.484,134.818,69.613,0.267,15.326,0.000,1.189,0.000,0.099,0.000,0.000,0.000
1238,416.129,222.434,220.735,28.511,134.464,69.371,0.267,15.342,0.000,1.189,0.000,0.099,0.000,0.000,0.000
1239,416.479,219.138,220.137,28.538,134.088,69.133,0.266,15.359,0.000,1.190,0.000,0.099,0.000,0.000,0.000
1240,416.829,223.399,219.522,28.566,133.691,68.897,0.265,15.376,0.000,1.190,0.000,0.099,0.000,0.000,0.000
