ch,keV,net,fit,model,continuum_raw,Mn-54,continuum
426,1276.648,1.156,1.156,1.050,1.050,0.000,1.050
427,1279.817,4.078,4.078,1.039,1.039,0.000,1.039
428,1282.986,1.245,1.245,1.027,1.027,0.000,1.027
429,1286.156,5.145,5.145,1.015,1.015,0.000,1.015
430,1289.326,0.045,0.045,1.004,1.004,0.000,1.004
431,1292.495,2.245,2.245,0.992,0.992,0.000,0.992
432,1295.665,3.422,3.422,0.980,0.980,0.000,0.980
433,1298.835,1.400,1.400,0.969,0.969,0.000,0.969
434,1302.005,4.078,4.078,0.957,0.957,0.000,0.957
435,1305.175,2.345,2.345,0.945,0.945,0.000,0.945
436,1308.345,0.400,0.400,0.934,0.934,0.000,0.934
437,1311.515,2.456,2.456,0.922,0.922,0.000,0.922
438,1314.686,0.000,-0.455,0.911,0.911,0.000,0.911
439,1317.856,2.245,2.245,0.899,0.899,0.000,0.899
440,1321.027,0.545,0.545,0.887,0.887,0.000,0.887
441,1324.197,1.533,1.533,0.876,0.876,0.000,0.876
442,1327.368,2.378,2.378,0.864,0.864,0.000,0.864
443,1330.539,0.000,-0.355,0.852,0.852,0.000,0.852
444,1333.709,1.522,1.522,0.841,0.841,0.000,0.841
445,1336.880,2.422,2.422,0.829,0.829,0.000,0.829
446,1340.051,0.500,0.500,0.817,0.817,0.000,0.817
447,1343.222,3.633,3.633,0.806,0.806,0.000,0.806
448,1346.393,1.700,1.700,0.798,0.798,0.000,0.798
449,1349.564,4.322,4.322,0.791,0.791,0.000,0.791
450,1352.736,0.645,0.645,0.784,0.784,0.000,0.784
451,1355.907,0.378,0.378,0.777,0.777,0.000,0.777
452,1359.078,0.422,0.422,0.769,0.769,0.000,0.769
453,1362.249,1.611,1.611,0.762,0.762,0.000,0.762
454,1365.421,1.811,1.811,0.755,0.755,0.000,0.755
455,1368.592,0.467,0.467,0.748,0.748,0.000,0.748
456,1371.764,0.000,-0.289,0.740,0.740,0.000,0.740
457,1374.935,0.000,-1.455,0.733,0.733,0.000,0.733
458,1378.107,2.445,2.445,0.726,0.726,0.000,0.726
459,1381.279,0.000,-1.344,0.719,0.719,0.000,0.719
460,1384.450,1.378,1.378,0.711,0.711,0.000,0.711
461,1387.622,2.267,2.267,0.704,0.704,0.000,0.704
462,1390.794,3.345,3.345,0.697,0.697,0.000,0.697
463,1393.966,1.422,1.422,0.690,0.690,0.000,0.690
464,1397.138,2.478,2.478,0.682,0.682,0.000,0.682
465,1400.310,4.456,4.456,0.675,0.675,0.000,0.675
466,1403.482,1.556,1.556,0.668,0.668,0.000,0.668
467,1406.654,1.311,1.311,0.661,0.661,0.000,0.661
468,1409.826,1.411,1.411,0.653,0.653,0.000,0.653
469,1412.998,4.389,4.389,0.646,0.646,0.000,0.646
470,1416.170,1.345,1.345,0.639,0.639,0.000,0.639
471,1419.342,0.000,-0.911,0.632,0.632,0.000,0.632
472,1422.514,6.100,6.100,0.624,0.624,0.000,0.624
473,1425.686,1.078,1.078,0.617,0.617,0.000,0.617
474,1428.858,0.000,-0.089,0.610,0.610,0.000,0.610
475,1432.030,3.122,3.122,0.603,0.603,0.000,0.603
476,1435.203,0.945,0.945,0.595,0.595,0.000,0.595
477,1438.375,7.722,7.722,0.588,0.588,0.000,0.588
478,1441.547,3.767,3.767,0.581,0.581,0.000,0.581
479,1444.719,5.889,5.889,0.574,0.574,0.000,0.574
480,1447.892,1.600,1.600,0.566,0.566,0.000,0.566
481,1451.064,0.422,0.422,0.559,0.559,0.000,0.559
482,1454.236,3.367,3.367,0.552,0.552,0.000,0.552
483,1457.409,1.111,1.111,0.545,0.545,0.000,0.545
484,1460.581,0.856,0.856,0.537,0.537,0.000,0.537
485,1463.753,1.689,1.689,0.530,0.530,0.000,0.530
486,1466.926,1.945,1.945,0.523,0.523,0.000,0.523
487,1470.098,5.511,5.511,0.516,0.516,0.000,0.516
488,1473.270,1.700,1.700,0.508,0.508,0.000,0.508
489,1476.443,9.556,9.556,0.501,0.501,0.000,0.501
490,1479.615,1.433,1.433,0.494,0.494,0.000,0.494
491,1482.787,0.000,-2.700,0.487,0.487,0.000,0.487
492,1485.960,3.533,3.533,0.479,0.479,0.000,0.479
493,1489.132,6.311,6.311,0.472,0.472,0.000,0.472
494,1492.304,2.433,2.433,0.465,0.465,0.000,0.465
495,1495.476,2.945,2.945,0.458,0.458,0.000,0.458
496,1498.649,0.000,-1.278,0.450,0.450,0.000,0.450
497,1501.821,0.067,0.067,0.443,0.443,0.000,0.443
498,1504.993,1.711,1.711,0.436,0.436,0.000,0.436
499,1508.166,2.222,2.222,0.428,0.428,0.000,0.428
500,1511.338,0.000,-0.644,0.421,0.421,0.000,0.421
501,1514.510,0.533,0.533,0.414,0.414,0.000,0.414
502,1517.682,0.000,-0.578,0.407,0.407,0.000,0.407
503,1520.854,0.000,-0.344,0.399,0.399,0.000,0.399
504,1524.026,0.000,-0.055,0.392,0.392,0.000,0.392
505,1527.198,0.211,0.211,0.385,0.385,0.000,0.385
506,1530.371,2.145,2.145,0.378,0.378,0.000,0.378
507,1533.543,0.245,0.245,0.370,0.370,0.000,0.370
508,1536.715,0.000,-0.900,0.363,0.363,0.000,0.363
509,1539.887,3.522,3.522,0.356,0.356,0.000,0.356
510,1543.059,0.000,-0.144,0.349,0.349,0.000,0.349
511,1546.230,2.844,2.844,0.341,0.341,0.000,0.341
512,1549.402,1.978,1.978,0.334,0.334,0.000,0.334
513,1552.574,0.000,-0.089,0.327,0.327,0.000,0.327
514,1555.746,0.000,-0.956,0.320,0.320,0.000,0.320
515,1558.918,0.011,0.011,0.312,0.312,0.000,0.312
516,1562.089,0.244,0.244,0.305,0.305,0.000,0.305
517,1565.261,0.989,0.989,0.298,0.298,0.000,0.298
518,1568.433,2.122,2.122,0.291,0.291,0.000,0.291
519,1571.604,0.000,-0.889,0.283,0.283,0.000,0.283
520,1574.776,0.000,-0.844,0.276,0.276,0.000,0.276
521,1577.947,1.189,1.189,0.269,0.269,0.000,0.269
522,1581.118,0.000,-0.756,0.262,0.262,0.000,0.262
523,1584.290,2.244,2.244,0.254,0.254,0.000,0.254
524,1587.461,1.311,1.311,0.247,0.247,0.000,0.247
525,1590.632,0.000,-0.722,0.240,0.240,0.000,0.240
526,1593.803,2.067,2.067,0.233,0.233,0.000,0.233
527,1596.975,1.244,1.244,0.225,0.225,0.000,0.225
528,1600.146,2.344,2.344,0.218,0.218,0.000,0.218
529,1603.317,1.189,1.189,0.211,0.211,0.000,0.211
530,1606.487,2.322,2.322,0.204,0.204,0.000,0.204
531,1609.658,0.211,0.211,0.196,0.196,0.000,0.196
532,1612.829,1.356,1.356,0.194,0.194,0.000,0.194
533,1616.000,1.167,1.167,0.192,0.192,0.000,0.192
534,1619.170,1.200,1.200,0.190,0.190,0.000,0.190
535,1622.341,1.189,1.189,0.188,0.188,0.000,0.188
536,1625.511,0.278,0.278,0.186,0.186,0.000,0.186
537,1628.682,0.000,-0.767,0.184,0.184,0.000,0.184
538,1631.852,0.000,-0.800,0.182,0.182,0.000,0.182
539,1635.022,0.400,0.400,0.180,0.180,0.000,0.180
540,1638.192,1.256,1.256,0.178,0.178,0.000,0.178
541,1641.363,0.000,-0.789,0.176,0.176,0.000,0.176
542,1644.532,2.233,2.233,0.174,0.174,0.000,0.174
543,1647.702,0.000,-0.722,0.172,0.172,0.000,0.172
544,1650.872,0.222,0.222,0.170,0.170,0.000,0.170
545,1654.042,1.344,1.344,0.167,0.167,0.000,0.167
546,1657.211,0.000,-0.800,0.165,0.165,0.000,0.165
547,1660.381,0.000,-0.656,0.163,0.163,0.000,0.163
548,1663.550,0.000,-0.633,0.161,0.161,0.000,0.161
549,1666.720,3.267,3.267,0.159,0.159,0.000,0.159
550,1669.889,0.000,-0.522,0.157,0.157,0.000,0.157
551,1673.058,1.356,1.356,0.155,0.155,0.000,0.155
552,1676.227,0.322,0.322,0.153,0.153,0.000,0.153
553,1679.396,0.378,0.378,0.151,0.151,0.000,0.151
554,1682.565,0.000,-0.622,0.149,0.149,0.000,0.149
555,1685.734,0.000,-0.644,0.147,0.147,0.000,0.147
556,1688.902,1.367,1.367,0.145,0.145,0.000,0.145
557,1692.071,1.456,1.456,0.143,0.143,0.000,0.143
558,1695.239,0.356,0.356,0.141,0.141,0.000,0.141
559,1698.407,3.267,3.267,0.139,0.139,0.000,0.139
560,1701.575,0.000,-0.656,0.136,0.136,0.000,0.136
561,1704.743,2.356,2.356,0.134,0.134,0.000,0.134
562,1707.911,0.000,-0.733,0.132,0.132,0.000,0.132
563,1711.079,0.300,0.300,0.130,0.130,0.000,0.130
564,1714.247,0.322,0.322,0.128,0.128,0.000,0.128
565,1717.414,0.311,0.311,0.126,0.126,0.000,0.126
566,1720.582,0.000,-0.567,0.124,0.124,0.000,0.124
567,1723.749,1.289,1.289,0.122,0.122,0.000,0.122
568,1726.916,0.000,-0.600,0.120,0.120,0.000,0.120
569,1730.083,1.267,1.267,0.118,0.118,0.000,0.118
570,1733.250,1.467,1.467,0.116,0.116,0.000,0.116
571,1736.417,1.344,1.344,0.114,0.114,0.000,0.114
572,1739.583,2.478,2.478,0.112,0.112,0.000,0.112
573,1742.750,1.344,1.344,0.110,0.110,0.000,0.110
574,1745.916,1.311,1.311,0.107,0.107,0.000,0.107
575,1749.082,0.344,0.344,0.105,0.105,0.000,0.105
576,1752.249,0.000,-0.700,0.103,0.103,0.000,0.103
577,1755.414,0.000,-0.678,0.101,0.101,0.000,0.101
578,1758.580,0.178,0.178,0.099,0.099,0.000,0.099
579,1761.746,1.344,1.344,0.097,0.097,0.000,0.097
580,1764.911,1.378,1.378,0.095,0.095,0.000,0.095
581,1768.077,2.156,2.156,0.093,0.093,0.000,0.093
582,1771.242,1.400,1.400,0.091,0.091,0.000,0.091
583,1774.407,0.000,-0.722,0.089,0.089,0.000,0.089
584,1777.572,2.156,2.156,0.087,0.087,0.000,0.087
585,1780.737,2.067,2.067,0.085,0.085,0.000,0.085
586,1783.901,0.000,-0.989,0.083,0.083,0.000,0.083
587,1787.066,0.211,0.211,0.081,0.081,0.000,0.081
588,1790.230,0.000,-0.711,0.079,0.079,0.000,0.079
589,1793.394,1.044,1.044,0.076,0.076,0.000,0.076
590,1796.558,0.000,-0.778,0.074,0.074,0.000,0.074
591,1799.722,0.267,0.267,0.072,0.072,0.000,0.072
592,1802.885,2.089,2.089,0.070,0.070,0.000,0.070
593,1806.049,1.056,1.056,0.068,0.068,0.000,0.068
594,1809.212,0.000,-0.789,0.066,0.066,0.000,0.066
595,1812.375,0.333,0.333,0.064,0.064,0.000,0.064
596,1815.538,0.000,-0.844,0.062,0.062,0.000,0.062
597,1818.701,0.000,-0.767,0.060,0.060,0.000,0.060
598,1821.863,0.000,-0.822,0.058,0.058,0.000,0.058
599,1825.026,0.000,-0.756,0.056,0.056,0.000,0.056
600,1828.188,0.244,0.244,0.054,0.054,0.000,0.054
601,1831.350,0.100,0.100,0.052,0.052,0.000,0.052
602,1834.512,1.500,1.500,0.050,0.050,0.000,0.050
603,1837.673,0.000,-0.900,0.048,0.048,0.000,0.048
604,1840.835,0.000,-0.578,0.045,0.045,0.000,0.045
605,1843.996,0.000,-0.589,0.043,0.043,0.000,0.043
606,1847.157,0.000,-0.489,0.041,0.041,0.000,0.041
607,1850.318,0.000,-0.667,0.039,0.039,0.000,0.039
608,1853.479,0.000,-0.756,0.037,0.037,0.000,0.037
609,1856.639,0.000,-0.567,0.035,0.035,0.000,0.035
610,1859.800,0.000,-0.578,0.033,0.033,0.000,0.033
611,1862.960,0.000,-0.600,0.031,0.031,0.000,0.031
612,1866.120,0.000,-0.622,0.029,0.029,0.000,0.029
613,1869.279,0.000,-0.589,0.027,0.027,0.000,0.027
614,1872.439,0.000,-0.544,0.025,0.025,0.000,0.025
615,1875.598,2.389,2.389,0.023,0.023,0.000,0.023
616,1878.757,0.600,0.600,0.021,0.021,0.000,0.021
617,1881.916,0.633,0.633,0.019,0.019,0.000,0.019
618,1885.075,0.000,-0.489,0.017,0.017,0.000,0.017
619,1888.233,0.000,-0.489,0.014,0.014,0.000,0.014
620,1891.391,0.000,-0.544,0.012,0.012,0.000,0.012
621,1894.550,0.489,0.489,0.010,0.010,0.000,0.010
622,1897.707,0.544,0.544,0.008,0.008,0.000,0.008
623,1900.865,0.000,-0.511,0.006,0.006,0.000,0.006
624,1904.022,0.000,-0.600,0.004,0.004,0.000,0.004
625,1907.180,0.000,-0.422,0.002,0.002,0.000,0.002
626,1910.337,0.000,-0.456,0.000,0.000,0.000,0.000
627,1913.493,0.000,-0.444,0.000,0.000,0.000,0.000
628,1916.650,1.411,1.411,0.000,0.000,0.000,0.000
629,1919.806,0.000,-0.567,0.000,0.000,0.000,0.000
630,1922.962,0.000,-0.400,0.000,0.000,0.000,0.000
631,1926.118,0.000,-0.422,0.000,0.000,0.000,0.000
632,1929.274,0.500,0.500,0.000,0.000,0.000,0.000
633,1932.429,1.367,1.367,0.000,0.000,0.000,0.000
634,1935.584,0.000,-0.611,0.000,0.000,0.000,0.000
635,1938.739,0.000,-0.367,0.000,0.000,0.000,0.000
636,1941.894,0.000,-0.289,0.000,0.000,0.000,0.000
637,1945.048,0.000,-0.478,0.000,0.000,0.000,0.000
638,1948.202,0.000,-0.356,0.000,0.000,0.000,0.000
639,1951.356,0.000,-0.578,0.000,0.000,0.000,0.000
640,1954.510,1.567,1.567,0.000,0.000,0.000,0.000
641,1957.663,0.000,-0.333,0.000,0.000,0.000,0.000
642,1960.816,0.711,0.711,0.000,0.000,0.000,0.000
643,1963.969,0.678,0.678,0.000,0.000,0.000,0.000
644,1967.122,0.000,-0.389,0.000,0.000,0.000,0.000
645,1970.274,0.622,0.622,0.000,0.000,0.000,0.000
646,1973.427,0.000,-0.378,0.000,0.000,0.000,0.000
647,1976.579,0.000,-0.333,0.000,0.000,0.000,0.000
648,1979.730,0.000,-0.378,0.000,0.000,0.000,0.000
649,1982.882,0.000,-0.533,0.000,0.000,0.000,0.000
650,1986.033,0.000,-0.333,0.000,0.000,0.000,0.000
651,1989.184,0.533,0.533,0.000,0.000,0.000,0.000
652,1992.334,0.000,-0.556,0.000,0.000,0.000,0.000
653,1995.485,0.600,0.600,0.000,0.000,0.000,0.000
654,1998.635,1.622,1.622,0.000,0.000,0.000,0.000
655,2001.785,0.567,0.567,0.000,0.000,0.000,0.000
656,2004.934,0.567,0.567,0.000,0.000,0.000,0.000
657,2008.083,0.000,-0.322,0.000,0.000,0.000,0.000
658,2011.232,0.578,0.578,0.000,0.000,0.000,0.000
659,2014.381,0.000,-0.489,0.000,0.000,0.000,0.000
660,2017.530,0.000,-0.367,0.000,0.000,0.000,0.000
661,2020.678,0.000,-0.433,0.000,0.000,0.000,0.000
662,2023.826,0.000,-0.333,0.000,0.000,0.000,0.000
663,2026.973,0.000,-0.289,0.000,0.000,0.000,0.000
664,2030.121,0.000,-0.433,0.000,0.000,0.000,0.000
665,2033.268,0.000,-0.311,0.000,0.000,0.000,0.000
666,2036.414,0.000,-0.444,0.000,0.000,0.000,0.000
667,2039.561,1.600,1.600,0.000,0.000,0.000,0.000
668,2042.707,0.000,-0.389,0.000,0.000,0.000,0.000
669,2045.853,0.000,-0.433,0.000,0.000,0.000,0.000
670,2048.999,0.000,-0.322,0.000,0.000,0.000,0.000
671,2052.144,0.000,-0.444,0.000,0.000,0.000,0.000
672,2055.289,0.000,-0.300,0.000,0.000,0.000,0.000
673,2058.434,0.000,-0.422,0.000,0.000,0.000,0.000
674,2061.578,0.000,-0.333,0.000,0.000,0.000,0.000
675,2064.722,0.000,-0.233,0.000,0.000,0.000,0.000
676,2067.866,0.000,-0.244,0.000,0.000,0.000,0.000
677,2071.009,0.000,-0.400,0.000,0.000,0.000,0.000
678,2074.153,0.633,0.633,0.000,0.000,0.000,0.000
679,2077.296,0.000,-0.322,0.000,0.000,0.000,0.000
680,2080.438,0.600,0.600,0.000,0.000,0.000,0.000
681,2083.580,0.611,0.611,0.000,0.000,0.000,0.000
682,2086.722,0.656,0.656,0.000,0.000,0.000,0.000
683,2089.864,0.711,0.711,0.000,0.000,0.000,0.000
684,2093.005,0.000,-0.289,0.000,0.000,0.000,0.000
685,2096.146,0.000,-0.244,0.000,0.000,0.000,0.000
686,2099.287,0.700,0.700,0.000,0.000,0.000,0.000
687,2102.427,0.544,0.544,0.000,0.000,0.000,0.000
688,2105.567,0.000,-0.389,0.000,0.000,0.000,0.000
689,2108.707,0.000,-0.389,0.000,0.000,0.000,0.000
690,2111.847,0.667,0.667,0.000,0.000,0.000,0.000
691,2114.986,0.000,-0.233,0.000,0.000,0.000,0.000
692,2118.124,0.000,-0.422,0.000,0.000,0.000,0.000
693,2121.263,0.000,-0.322,0.000,0.000,0.000,0.000
694,2124.401,0.689,0.689,0.000,0.000,0.000,0.000
695,2127.539,0.622,0.622,0.000,0.000,0.000,0.000
696,2130.676,0.722,0.722,0.000,0.000,0.000,0.000
697,2133.813,0.000,-0.444,0.000,0.000,0.000,0.000
698,2136.950,0.000,-0.411,0.000,0.000,0.000,0.000
699,2140.086,0.544,0.544,0.000,0.000,0.000,0.000
700,2143.222,0.000,-0.356,0.000,0.000,0.000,0.000
701,2146.358,0.000,-0.422,0.000,0.000,0.000,0.000
702,2149.494,0.000,-0.311,0.000,0.000,0.000,0.000
703,2152.629,0.000,-0.444,0.000,0.000,0.000,0.000
704,2155.763,0.678,0.678,0.000,0.000,0.000,0.000
705,2158.898,0.000,-0.444,0.000,0.000,0.000,0.000
706,2162.032,0.000,-0.378,0.000,0.000,0.000,0.000
707,2165.165,0.000,-0.378,0.000,0.000,0.000,0.000
708,2168.299,1.478,1.478,0.000,0.000,0.000,0.000
709,2171.432,0.511,0.511,0.000,0.000,0.000,0.000
710,2174.564,0.000,-0.456,0.000,0.000,0.000,0.000
711,2177.696,0.000,-0.389,0.000,0.000,0.000,0.000
712,2180.828,0.000,-0.533,0.000,0.000,0.000,0.000
713,2183.960,0.000,-0.633,0.000,0.000,0.000,0.000
714,2187.091,0.000,-0.422,0.000,0.000,0.000,0.000
715,2190.222,0.000,-0.433,0.000,0.000,0.000,0.000
716,2193.352,0.000,-0.378,0.000,0.000,0.000,0.000
717,2196.482,0.000,-0.467,0.000,0.000,0.000,0.000
718,2199.612,0.589,0.589,0.000,0.000,0.000,0.000
719,2202.741,0.000,-0.422,0.000,0.000,0.000,0.000
720,2205.870,0.000,-0.400,0.000,0.000,0.000,0.000
721,2208.998,0.000,-0.311,0.000,0.000,0.000,0.000
722,2212.127,0.000,-0.522,0.000,0.000,0.000,0.000
723,2215.254,0.000,-0.411,0.000,0.000,0.000,0.000
724,2218.382,0.000,-0.356,0.000,0.000,0.000,0.000
725,2221.509,0.000,-0.611,0.000,0.000,0.000,0.000
726,2224.635,0.567,0.567,0.000,0.000,0.000,0.000
727,2227.762,0.000,-0.356,0.000,0.000,0.000,0.000
728,2230.887,0.000,-0.500,0.000,0.000,0.000,0.000
729,2234.013,0.000,-0.411,0.000,0.000,0.000,0.000
730,2237.138,0.689,0.689,0.000,0.000,0.000,0.000
731,2240.263,0.000,-0.389,0.000,0.000,0.000,0.000
732,2243.387,0.600,0.600,0.000,0.000,0.000,0.000
733,2246.511,1.578,1.578,0.000,0.000,0.000,0.000
734,2249.634,0.000,-0.456,0.000,0.000,0.000,0.000
735,2252.758,0.000,-0.433,0.000,0.000,0.000,0.000
736,2255.880,0.000,-0.244,0.000,0.000,0.000,0.000
737,2259.003,0.000,-0.378,0.000,0.000,0.000,0.000
738,2262.125,0.000,-0.422,0.000,0.000,0.000,0.000
739,2265.246,0.000,-0.400,0.000,0.000,0.000,0.000
740,2268.367,0.522,0.522,0.000,0.000,0.000,0.000
741,2271.488,0.000,-0.456,0.000,0.000,0.000,0.000
742,2274.608,0.000,-0.433,0.000,0.000,0.000,0.000
743,2277.728,0.000,-0.389,0.000,0.000,0.000,0.000
744,2280.848,0.600,0.600,0.000,0.000,0.000,0.000
745,2283.967,0.000,-0.311,0.000,0.000,0.000,0.000
746,2287.085,0.000,-0.433,0.000,0.000,0.000,0.000
747,2290.203,0.000,-0.289,0.000,0.000,0.000,0.000
748,2293.321,0.000,-0.333,0.000,0.000,0.000,0.000
749,2296.439,0.722,0.722,0.000,0.000,0.000,0.000
750,2299.556,0.000,-0.356,0.000,0.000,0.000,0.000
751,2302.672,0.000,-0.444,0.000,0.000,0.000,0.000
752,2305.788,0.000,-0.356,0.000,0.000,0.000,0.000
753,2308.904,0.656,0.656,0.000,0.000,0.000,0.000
754,2312.019,0.700,0.700,0.000,0.000,0.000,0.000
755,2315.134,0.000,-0.322,0.000,0.000,0.000,0.000
756,2318.248,0.000,-0.333,0.000,0.000,0.000,0.000
757,2321.362,1.689,1.689,0.000,0.000,0.000,0.000
758,2324.476,0.000,-0.289,0.000,0.000,0.000,0.000
759,2327.589,0.000,-0.356,0.000,0.000,0.000,0.000
760,2330.702,0.000,-0.378,0.000,0.000,0.000,0.000
761,2333.814,0.000,-0.411,0.000,0.000,0.000,0.000
762,2336.926,0.000,-0.244,0.000,0.000,0.000,0.000
763,2340.037,0.000,-0.244,0.000,0.000,0.000,0.000
764,2343.148,0.000,-0.244,0.000,0.000,0.000,0.000
765,2346.258,0.600,0.600,0.000,0.000,0.000,0.000
766,2349.368,0.000,-0.400,0.000,0.000,0.000,0.000
767,2352.478,0.000,-0.322,0.000,0.000,0.000,0.000
768,2355.587,0.722,0.722,0.000,0.000,0.000,0.000
769,2358.696,0.000,-0.378,0.000,0.000,0.000,0.000
770,2361.804,0.000,-0.256,0.000,0.000,0.000,0.000
771,2364.912,0.000,-0.233,0.000,0.000,0.000,0.000
772,2368.019,0.000,-0.222,0.000,0.000,0.000,0.000
773,2371.126,0.722,0.722,0.000,0.000,0.000,0.000
774,2374.232,0.633,0.633,0.000,0.000,0.000,0.000
775,2377.338,0.000,-0.256,0.000,0.000,0.000,0.000
776,2380.443,0.000,-0.356,0.000,0.000,0.000,0.000
777,2383.548,0.689,0.689,0.000,0.000,0.000,0.000
778,2386.653,0.700,0.700,0.000,0.000,0.000,0.000
779,2389.757,0.000,-0.267,0.000,0.000,0.000,0.000
780,2392.860,0.000,-0.289,0.000,0.000,0.000,0.000
781,2395.964,0.000,-0.344,0.000,0.000,0.000,0.000
782,2399.066,0.000,-0.300,0.000,0.000,0.000,0.000
783,2402.168,0.000,-0.289,0.000,0.000,0.000,0.000
784,2405.270,0.000,-0.289,0.000,0.000,0.000,0.000
785,2408.371,0.000,-0.200,0.000,0.000,0.000,0.000
786,2411.472,0.767,0.767,0.000,0.000,0.000,0.000
787,2414.572,0.000,-0.322,0.000,0.000,0.000,0.000
788,2417.672,0.000,-0.233,0.000,0.000,0.000,0.000
789,2420.771,0.000,-0.233,0.000,0.000,0.000,0.000
790,2423.870,0.000,-0.200,0.000,0.000,0.000,0.000
791,2426.968,0.000,-0.267,0.000,0.000,0.000,0.000
792,2430.066,0.000,-0.267,0.000,0.000,0.000,0.000
793,2433.163,0.000,-0.267,0.000,0.000,0.000,0.000
794,2436.260,0.000,-0.278,0.000,0.000,0.000,0.000
795,2439.356,0.000,-0.167,0.000,0.000,0.000,0.000
796,2442.452,0.000,-0.167,0.000,0.000,0.000,0.000
797,2445.548,0.000,-0.256,0.000,0.000,0.000,0.000
798,2448.642,0.000,-0.256,0.000,0.000,0.000,0.000
799,2451.737,0.878,0.878,0.000,0.000,0.000,0.000
800,2454.831,1.833,1.833,0.000,0.000,0.000,0.000
801,2457.924,0.711,0.711,0.000,0.000,0.000,0.000
802,2461.017,0.000,-0.278,0.000,0.000,0.000,0.000
803,2464.109,0.000,-0.222,0.000,0.000,0.000,0.000
804,2467.201,0.000,-0.289,0.000,0.000,0.000,0.000
805,2470.292,0.000,-0.211,0.000,0.000,0.000,0.000
806,2473.383,0.756,0.756,0.000,0.000,0.000,0.000
807,2476.473,0.000,-0.322,0.000,0.000,0.000,0.000
808,2479.563,0.000,-0.278,0.000,0.000,0.000,0.000
809,2482.652,0.733,0.733,0.000,0.000,0.000,0.000
810,2485.741,0.000,-0.222,0.000,0.000,0.000,0.000
811,2488.829,0.000,-0.211,0.000,0.000,0.000,0.000
812,2491.917,0.756,0.756,0.000,0.000,0.000,0.000
813,2495.004,0.000,-0.211,0.000,0.000,0.000,0.000
814,2498.091,0.000,-0.222,0.000,0.000,0.000,0.000
815,2501.177,1.756,1.756,0.000,0.000,0.000,0.000
816,2504.262,0.000,-0.244,0.000,0.000,0.000,0.000
817,2507.347,0.000,-0.267,0.000,0.000,0.000,0.000
818,2510.432,0.811,0.811,0.000,0.000,0.000,0.000
819,2513.516,0.000,-0.167,0.000,0.000,0.000,0.000
820,2516.599,0.000,-0.200,0.000,0.000,0.000,0.000
821,2519.682,0.000,-0.222,0.000,0.000,0.000,0.000
822,2522.765,0.000,-0.300,0.000,0.000,0.000,0.000
823,2525.846,0.000,-0.122,0.000,0.000,0.000,0.000
824,2528.928,0.000,-0.089,0.000,0.000,0.000,0.000
825,2532.008,0.000,-0.178,0.000,0.000,0.000,0.000
826,2535.089,0.000,-0.267,0.000,0.000,0.000,0.000
827,2538.168,0.822,0.822,0.000,0.000,0.000,0.000
828,2541.247,1.844,1.844,0.000,0.000,0.000,0.000
829,2544.326,0.000,-0.222,0.000,0.000,0.000,0.000
830,2547.404,0.767,0.767,0.000,0.000,0.000,0.000
831,2550.481,0.000,-0.189,0.000,0.000,0.000,0.000
832,2553.558,0.000,-0.211,0.000,0.000,0.000,0.000
833,2556.635,0.767,0.767,0.000,0.000,0.000,0.000
834,2559.711,0.000,-0.111,0.000,0.000,0.000,0.000
835,2562.786,0.000,-0.156,0.000,0.000,0.000,0.000
836,2565.860,0.000,-0.167,0.000,0.000,0.000,0.000
837,2568.935,0.000,-0.222,0.000,0.000,0.000,0.000
838,2572.008,0.000,-0.200,0.000,0.000,0.000,0.000
839,2575.081,0.000,-0.167,0.000,0.000,0.000,0.000
840,2578.154,0.000,-0.222,0.000,0.000,0.000,0.000
841,2581.225,0.000,-0.144,0.000,0.000,0.000,0.000
842,2584.297,0.000,-0.233,0.000,0.000,0.000,0.000
843,2587.367,0.000,-0.178,0.000,0.000,0.000,0.000
844,2590.437,0.000,-0.133,0.000,0.000,0.000,0.000
845,2593.507,0.000,-0.144,0.000,0.000,0.000,0.000
846,2596.576,0.811,0.811,0.000,0.000,0.000,0.000
847,2599.644,0.000,-0.244,0.000,0.000,0.000,0.000
848,2602.712,0.000,-0.244,0.000,0.000,0.000,0.000
849,2605.780,0.000,-0.144,0.000,0.000,0.000,0.000
850,2608.846,0.000,-0.178,0.000,0.000,0.000,0.000
851,2611.912,0.000,-0.233,0.000,0.000,0.000,0.000
852,2614.978,0.000,-0.311,0.000,0.000,0.000,0.000
853,2618.043,0.000,-0.222,0.000,0.000,0.000,0.000
854,2621.107,0.767,0.767,0.000,0.000,0.000,0.000
855,2624.171,0.000,-0.244,0.000,0.000,0.000,0.000
856,2627.234,0.000,-0.356,0.000,0.000,0.000,0.000
857,2630.296,0.000,-0.289,0.000,0.000,0.000,0.000
858,2633.358,0.000,-0.256,0.000,0.000,0.000,0.000
859,2636.420,0.589,0.589,0.000,0.000,0.000,0.000
860,2639.480,0.000,-0.233,0.000,0.000,0.000,0.000
861,2642.541,0.000,-0.222,0.000,0.000,0.000,0.000
862,2645.600,0.000,-0.311,0.000,0.000,0.000,0.000
863,2648.659,1.644,1.644,0.000,0.000,0.000,0.000
864,2651.717,0.000,-0.267,0.000,0.000,0.000,0.000
865,2654.775,0.000,-0.389,0.000,0.000,0.000,0.000
866,2657.832,0.611,0.611,0.000,0.000,0.000,0.000
867,2660.889,0.000,-0.433,0.000,0.000,0.000,0.000
