ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Th-232,Rn-220,DE-2615,SE-2615,DE-1588,Xray-W,Backscatter,SE-1631,DE-1631,Xray-NaI,Esc-NaI,continuum
3995,1495.438,1274.543,1274.543,1032.711,897.096,199.018,327.829,0.000,38.915,0.000,0.000,0.000,0.000,289.564,177.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3996,1495.820,1295.246,1295.246,1032.724,896.611,198.727,327.713,0.000,38.979,0.000,0.000,0.000,0.000,289.984,177.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3997,1496.202,1279.631,1279.631,1032.746,896.126,198.431,327.598,0.000,39.042,0.000,0.000,0.000,0.000,290.417,177.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3998,1496.585,1302.097,1302.097,1032.778,895.641,198.131,327.482,0.000,39.103,0.000,0.000,0.000,0.000,290.867,177.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3999,1496.967,1241.555,1241.555,1032.821,895.155,197.827,327.367,0.000,39.163,0.000,0.000,0.000,0.000,291.332,177.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4000,1497.349,1340.871,1340.871,1032.874,894.670,197.519,327.251,0.000,39.221,0.000,0.000,0.000,0.000,291.812,177.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4001,1497.732,1337.636,1337.636,1032.939,894.185,197.207,327.136,0.000,39.278,0.000,0.000,0.000,0.000,292.310,177.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4002,1498.114,1292.175,1292.175,1033.016,893.700,196.891,327.022,0.000,39.333,0.000,0.000,0.000,0.000,292.823,176.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4003,1498.496,1273.798,1273.798,1033.105,893.215,196.572,326.907,0.000,39.387,0.000,0.000,0.000,0.000,293.354,176.885,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4004,1498.879,1259.178,1259.178,1033.207,892.730,196.250,326.793,0.000,39.440,0.000,0.000,0.000,0.000,293.903,176.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4005,1499.261,1322.570,1322.570,1033.323,892.245,195.924,326.679,0.000,39.490,0.000,0.000,0.000,0.000,294.469,176.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4006,1499.644,1312.947,1312.947,1033.453,891.760,195.596,326.565,0.000,39.540,0.000,0.000,0.000,0.000,295.054,176.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4007,1500.026,1304.955,1304.955,1033.598,891.275,195.265,326.451,0.000,39.587,0.000,0.000,0.000,0.000,295.657,176.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4008,1500.408,1289.428,1289.428,1033.758,890.790,194.931,326.338,0.000,39.634,0.000,0.000,0.000,0.000,296.279,176.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4009,1500.791,1250.651,1250.651,1033.934,890.304,194.596,326.224,0.000,39.678,0.000,0.000,0.000,0.000,296.921,176.515,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4010,1501.173,1305.729,1305.729,1034.126,889.819,194.258,326.111,0.000,39.721,0.000,0.000,0.000,0.000,297.582,176.454,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4011,1501.555,1293.261,1293.261,1034.336,889.334,193.918,325.999,0.000,39.762,0.000,0.000,0.000,0.000,298.264,176.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4012,1501.938,1399.651,1399.651,1034.563,888.849,193.576,325.886,0.000,39.802,0.000,0.000,0.000,0.000,298.966,176.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4013,1502.320,1329.501,1329.501,1034.809,888.364,193.233,325.774,0.000,39.840,0.000,0.000,0.000,0.000,299.690,176.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4014,1502.703,1340.048,1340.048,1035.073,887.879,192.889,325.662,0.000,39.876,0.000,0.000,0.000,0.000,300.435,176.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4015,1503.085,1367.344,1367.344,1035.358,887.394,192.544,325.551,0.000,39.911,0.000,0.000,0.000,0.000,301.202,176.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4016,1503.467,1273.580,1273.580,1035.662,886.909,192.197,325.440,0.000,39.943,0.000,0.000,0.000,0.000,301.991,176.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4017,1503.850,1303.884,1303.884,1035.988,886.424,191.850,325.329,0.000,39.975,0.000,0.000,0.000,0.000,302.804,176.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4018,1504.232,1267.965,1267.965,1036.335,885.939,191.503,325.218,0.000,40.004,0.000,0.000,0.000,0.000,303.639,175.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4019,1504.615,1258.043,1258.043,1036.705,885.453,191.156,325.108,0.000,40.032,0.000,0.000,0.000,0.000,304.499,175.911,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4020,1504.997,1254.354,1254.354,1037.098,884.968,190.808,324.998,0.000,40.058,0.000,0.000,0.000,0.000,305.383,175.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4021,1505.379,1289.207,1289.207,1037.514,884.483,190.461,324.888,0.000,40.082,0.000,0.000,0.000,0.000,306.291,175.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4022,1505.762,1308.121,1308.121,1037.955,883.998,190.114,324.779,0.000,40.104,0.000,0.000,0.000,0.000,307.225,175.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4023,1506.144,1315.661,1315.661,1038.422,883.513,189.768,324.670,0.000,40.125,0.000,0.000,0.000,0.000,308.184,175.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4024,1506.527,1293.129,1293.129,1038.914,883.028,189.423,324.562,0.000,40.144,0.000,0.000,0.000,0.000,309.169,175.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4025,1506.909,1253.119,1253.119,1039.432,882.543,189.080,324.453,0.000,40.161,0.000,0.000,0.000,0.000,310.181,175.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4026,1507.291,1306.509,1306.509,1039.979,882.058,188.737,324.346,0.000,40.177,0.000,0.000,0.000,0.000,311.220,175.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4027,1507.674,1304.433,1304.433,1040.553,881.573,188.397,324.238,0.000,40.191,0.000,0.000,0.000,0.000,312.286,175.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4028,1508.056,1292.666,1292.666,1041.156,881.088,188.058,324.132,0.000,40.203,0.000,0.000,0.000,0.000,313.381,175.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4029,1508.439,1333.352,1333.352,1041.789,880.602,187.721,324.025,0.000,40.213,0.000,0.000,0.000,0.000,314.504,175.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4030,1508.821,1364.749,1364.749,1042.452,880.117,187.387,323.919,0.000,40.222,0.000,0.000,0.000,0.000,315.656,175.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4031,1509.204,1373.747,1373.747,1043.146,879.632,187.056,323.814,0.000,40.228,0.000,0.000,0.000,0.000,316.837,175.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4032,1509.586,1306.511,1306.511,1043.873,879.147,186.727,323.709,0.000,40.233,0.000,0.000,0.000,0.000,318.049,175.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4033,1509.968,1300.519,1300.519,1044.632,878.662,186.402,323.604,0.000,40.237,0.000,0.000,0.000,0.000,319.291,175.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4034,1510.351,1262.440,1262.440,1045.424,878.177,186.080,323.500,0.000,40.238,0.000,0.000,0.000,0.000,320.564,175.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4035,1510.733,1274.524,1274.524,1046.251,877.692,185.761,323.397,0.000,40.238,0.000,0.000,0.000,0.000,321.869,174.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4036,1511.116,1190.830,1190.830,1047.113,877.207,185.447,323.294,0.000,40.237,0.000,0.000,0.000,0.000,323.206,174.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4037,1511.498,1251.982,1251.982,1048.011,876.722,185.137,323.192,0.000,40.233,0.000,0.000,0.000,0.000,324.575,174.874,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4038,1511.881,1256.529,1256.529,1048.946,876.237,184.831,323.090,0.000,40.228,0.000,0.000,0.000,0.000,325.977,174.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4039,1512.263,1340.450,1340.450,1049.918,875.751,184.530,322.989,0.000,40.222,0.000,0.000,0.000,0.000,327.413,174.765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4040,1512.646,1251.979,1251.979,1050.928,875.266,184.234,322.888,0.000,40.213,0.000,0.000,0.000,0.000,328.883,174.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4041,1513.028,1294.837,1294.837,1051.978,874.781,183.943,322.788,0.000,40.203,0.000,0.000,0.000,0.000,330.388,174.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4042,1513.410,1249.749,1249.749,1053.068,874.296,183.657,322.689,0.000,40.192,0.000,0.000,0.000,0.000,331.927,174.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4043,1513.793,1244.453,1244.453,1054.198,873.811,183.377,322.590,0.000,40.179,0.000,0.000,0.000,0.000,333.503,174.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4044,1514.175,1260.673,1260.673,1055.370,873.326,183.103,322.492,0.000,40.164,0.000,0.000,0.000,0.000,335.114,174.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4045,1514.558,1322.676,1322.676,1056.584,872.841,182.836,322.395,0.000,40.148,0.000,0.000,0.000,0.000,336.762,174.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4046,1514.940,1273.215,1273.215,1057.842,872.356,182.575,322.298,0.000,40.131,0.000,0.000,0.000,0.000,338.447,174.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4047,1515.323,1225.136,1225.136,1059.143,871.871,182.320,322.202,0.000,40.112,0.000,0.000,0.000,0.000,340.170,174.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4048,1515.705,1273.448,1273.448,1060.490,871.386,182.072,322.107,0.000,40.091,0.000,0.000,0.000,0.000,341.931,174.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4049,1516.088,1332.835,1332.835,1061.882,870.900,181.832,322.013,0.000,40.069,0.000,0.000,0.000,0.000,343.731,174.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4050,1516.470,1365.761,1365.761,1063.321,870.415,181.599,321.919,0.000,40.046,0.000,0.000,0.000,0.000,345.570,174.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4051,1516.853,1329.146,1329.146,1064.807,869.930,181.374,321.827,0.000,40.021,0.000,0.000,0.000,0.000,347.449,174.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4052,1517.235,1266.225,1266.225,1066.341,869.445,181.157,321.735,0.000,39.995,0.000,0.000,0.000,0.000,349.367,174.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4053,1517.618,1357.448,1357.448,1067.924,868.960,180.948,321.644,0.000,39.968,0.000,0.000,0.000,0.000,351.327,174.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4054,1518.000,1299.680,1299.680,1069.557,868.475,180.748,321.554,0.000,39.939,0.000,0.000,0.000,0.000,353.328,173.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4055,1518.383,1297.455,1297.455,1071.240,867.990,180.556,321.465,0.000,39.910,0.000,0.000,0.000,0.000,355.370,173.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4056,1518.765,1340.521,1340.521,1072.975,867.505,180.373,321.376,0.000,39.879,0.000,0.000,0.000,0.000,357.454,173.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4057,1519.148,1265.149,1265.149,1074.761,867.020,180.199,321.289,0.000,39.847,0.000,0.000,0.000,0.000,359.582,173.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4058,1519.530,1322.225,1322.225,1076.601,866.535,180.035,321.203,0.000,39.814,0.000,0.000,0.000,0.000,361.752,173.798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4059,1519.913,1256.612,1256.612,1078.495,866.049,179.881,321.117,0.000,39.779,0.000,0.000,0.000,0.000,363.966,173.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4060,1520.295,1319.070,1319.070,1080.443,865.564,179.736,321.033,0.000,39.744,0.000,0.000,0.000,0.000,366.223,173.706,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4061,1520.678,1361.994,1361.994,1082.446,865.079,179.601,320.949,0.000,39.708,0.000,0.000,0.000,0.000,368.526,173.661,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4062,1521.060,1315.916,1315.916,1084.505,864.594,179.477,320.867,0.000,39.671,0.000,0.000,0.000,0.000,370.873,173.617,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4063,1521.443,1343.612,1343.612,1086.621,864.109,179.364,320.786,0.000,39.633,0.000,0.000,0.000,0.000,373.266,173.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4064,1521.825,1326.609,1326.609,1088.795,863.624,179.261,320.706,0.000,39.594,0.000,0.000,0.000,0.000,375.705,173.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4065,1522.208,1319.918,1319.918,1091.027,863.139,179.169,320.627,0.000,39.554,0.000,0.000,0.000,0.000,378.189,173.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4066,1522.590,1197.690,1197.690,1093.317,862.654,179.089,320.549,0.000,39.514,0.000,0.000,0.000,0.000,380.721,173.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4067,1522.973,1275.149,1275.149,1095.668,862.169,179.019,320.473,0.000,39.473,0.000,0.000,0.000,0.000,383.300,173.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4068,1523.355,1380.688,1380.688,1098.079,861.684,178.962,320.398,0.000,39.431,0.000,0.000,0.000,0.000,385.926,173.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4069,1523.738,1400.073,1400.073,1100.551,861.198,178.916,320.323,0.000,39.389,0.000,0.000,0.000,0.000,388.600,173.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4070,1524.120,1360.997,1360.997,1103.085,860.713,178.883,320.251,0.000,39.346,0.000,0.000,0.000,0.000,391.323,173.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4071,1524.503,1320.766,1320.766,1105.681,860.228,178.862,320.179,0.000,39.302,0.000,0.000,0.000,0.000,394.094,173.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4072,1524.886,1326.382,1326.382,1108.341,859.743,178.853,320.109,0.000,39.259,0.000,0.000,0.000,0.000,396.914,173.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4073,1525.268,1415.994,1415.994,1111.064,859.258,178.857,320.040,0.000,39.214,0.000,0.000,0.000,0.000,399.783,173.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4074,1525.651,1361.926,1361.926,1113.852,858.773,178.873,319.973,0.000,39.170,0.000,0.000,0.000,0.000,402.703,173.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4075,1526.033,1409.847,1409.847,1116.705,858.288,178.903,319.907,0.000,39.125,0.000,0.000,0.000,0.000,405.672,173.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4076,1526.416,1319.151,1319.151,1119.623,857.803,178.946,319.843,0.000,39.080,0.000,0.000,0.000,0.000,408.692,173.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4077,1526.798,1397.538,1397.538,1122.608,857.318,179.002,319.780,0.000,39.035,0.000,0.000,0.000,0.000,411.763,173.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4078,1527.181,1377.997,1377.997,1125.659,856.832,179.072,319.718,0.000,38.990,0.000,0.000,0.000,0.000,414.884,172.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4079,1527.563,1329.536,1329.536,1128.778,856.347,179.155,319.658,0.000,38.945,0.000,0.000,0.000,0.000,418.057,172.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4080,1527.946,1346.227,1346.227,1131.964,855.862,179.252,319.600,0.000,38.900,0.000,0.000,0.000,0.000,421.282,172.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4081,1528.328,1407.923,1407.923,1135.219,855.377,179.363,319.543,0.000,38.854,0.000,0.000,0.000,0.000,424.558,172.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4082,1528.711,1367.769,1367.769,1138.543,854.892,179.489,319.488,0.000,38.810,0.000,0.000,0.000,0.000,427.886,172.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4083,1529.094,1399.308,1399.308,1141.936,854.407,179.628,319.435,0.000,38.765,0.000,0.000,0.000,0.000,431.267,172.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4084,1529.476,1319.541,1319.541,1145.399,853.922,179.782,319.383,0.000,38.720,0.000,0.000,0.000,0.000,434.700,172.814,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4085,1529.859,1385.070,1385.070,1148.932,853.437,179.951,319.333,0.000,38.676,0.000,0.000,0.000,0.000,438.186,172.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4086,1530.241,1396.997,1396.997,1152.536,852.952,180.134,319.285,0.000,38.633,0.000,0.000,0.000,0.000,441.724,172.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4087,1530.624,1369.845,1369.845,1156.211,852.467,180.332,319.238,0.000,38.590,0.000,0.000,0.000,0.000,445.316,172.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4088,1531.007,1348.384,1348.384,1159.957,851.981,180.544,319.194,0.000,38.547,0.000,0.000,0.000,0.000,448.961,172.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4089,1531.389,1397.923,1397.923,1163.775,851.496,180.772,319.151,0.000,38.505,0.000,0.000,0.000,0.000,452.659,172.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4090,1531.772,1370.693,1370.693,1167.665,851.011,181.015,319.110,0.000,38.464,0.000,0.000,0.000,0.000,456.410,172.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4091,1532.154,1437.308,1437.308,1171.628,850.526,181.272,319.072,0.000,38.424,0.000,0.000,0.000,0.000,460.215,172.645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4092,1532.537,1410.693,1410.693,1175.663,850.041,181.545,319.035,0.000,38.384,0.000,0.000,0.000,0.000,464.073,172.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4093,1532.919,1386.154,1386.154,1179.770,849.556,181.834,319.000,0.000,38.346,0.000,0.000,0.000,0.000,467.985,172.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4094,1533.302,1410.842,1410.842,1183.951,849.071,182.138,318.967,0.000,38.308,0.000,0.000,0.000,0.000,471.950,172.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4095,1533.685,1412.693,1412.693,1188.205,848.586,182.457,318.936,0.000,38.271,0.000,0.000,0.000,0.000,475.969,172.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4096,1534.067,1407.766,1407.766,1192.533,848.101,182.791,318.908,0.000,38.236,0.000,0.000,0.000,0.000,480.041,172.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4097,1534.450,1430.850,1430.850,1196.934,847.616,183.141,318.881,0.000,38.202,0.000,0.000,0.000,0.000,484.167,172.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4098,1534.832,1380.700,1380.700,1201.409,847.130,183.507,318.857,0.000,38.169,0.000,0.000,0.000,0.000,488.347,172.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4099,1535.215,1521.850,1521.850,1205.957,846.645,183.889,318.835,0.000,38.137,0.000,0.000,0.000,0.000,492.579,172.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4100,1535.598,1428.156,1428.156,1210.579,846.160,184.286,318.815,0.000,38.107,0.000,0.000,0.000,0.000,496.865,172.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4101,1535.980,1429.771,1429.771,1215.275,845.675,184.698,318.798,0.000,38.078,0.000,0.000,0.000,0.000,501.204,172.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4102,1536.363,1445.928,1445.928,1220.045,845.190,185.126,318.783,0.000,38.051,0.000,0.000,0.000,0.000,505.596,172.489,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4103,1536.746,1418.007,1418.007,1224.888,844.705,185.570,318.770,0.000,38.025,0.000,0.000,0.000,0.000,510.041,172.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4104,1537.128,1393.776,1393.776,1229.806,844.220,186.030,318.760,0.000,38.001,0.000,0.000,0.000,0.000,514.538,172.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4105,1537.511,1461.083,1461.083,1234.796,843.735,186.505,318.752,0.000,37.979,0.000,0.000,0.000,0.000,519.088,172.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4106,1537.893,1421.612,1421.612,1239.860,843.250,186.996,318.746,0.000,37.959,0.000,0.000,0.000,0.000,523.689,172.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4107,1538.276,1478.617,1478.617,1244.997,842.765,187.503,318.743,0.000,37.941,0.000,0.000,0.000,0.000,528.343,172.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4108,1538.659,1524.842,1524.842,1250.207,842.279,188.025,318.743,0.000,37.925,0.000,0.000,0.000,0.000,533.048,172.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4109,1539.041,1478.695,1478.695,1255.490,841.794,188.562,318.745,0.000,37.911,0.000,0.000,0.000,0.000,537.804,172.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4110,1539.424,1449.845,1449.845,1260.846,841.309,189.115,318.750,0.000,37.899,0.000,0.000,0.000,0.000,542.610,172.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4111,1539.807,1522.306,1522.306,1266.273,840.824,189.684,318.758,0.000,37.889,0.000,0.000,0.000,0.000,547.467,172.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4112,1540.189,1508.308,1508.308,1271.772,840.339,190.268,318.768,0.000,37.881,0.000,0.000,0.000,0.000,552.374,172.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4113,1540.572,1466.614,1466.614,1277.343,839.854,190.867,318.781,0.000,37.876,0.000,0.000,0.000,0.000,557.331,172.488,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4114,1540.955,1447.465,1447.465,1282.985,839.369,191.481,318.797,0.000,37.874,0.000,0.000,0.000,0.000,562.337,172.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4115,1541.337,1548.002,1548.002,1288.697,838.884,192.111,318.815,0.000,37.874,0.000,0.000,0.000,0.000,567.391,172.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4116,1541.720,1483.845,1483.845,1294.479,838.399,192.755,318.837,0.000,37.876,0.000,0.000,0.000,0.000,572.493,172.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4117,1542.103,1493.619,1493.619,1300.331,837.914,193.414,318.861,0.000,37.881,0.000,0.000,0.000,0.000,577.643,172.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4118,1542.485,1508.460,1508.460,1306.252,837.428,194.088,318.889,0.000,37.889,0.000,0.000,0.000,0.000,582.839,172.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4119,1542.868,1517.313,1517.313,1312.241,836.943,194.777,318.919,0.000,37.900,0.000,0.000,0.000,0.000,588.082,172.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4120,1543.251,1498.073,1498.073,1318.297,836.458,195.481,318.952,0.000,37.914,0.000,0.000,0.000,0.000,593.370,172.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4121,1543.633,1493.232,1493.232,1324.421,835.973,196.198,318.988,0.000,37.930,0.000,0.000,0.000,0.000,598.704,172.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4122,1544.016,1517.538,1517.538,1330.611,835.488,196.930,319.028,0.000,37.950,0.000,0.000,0.000,0.000,604.081,172.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4123,1544.399,1606.771,1606.771,1336.866,835.003,197.676,319.070,0.000,37.973,0.000,0.000,0.000,0.000,609.502,172.645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4124,1544.781,1627.078,1627.078,1343.187,834.518,198.436,319.116,0.000,37.999,0.000,0.000,0.000,0.000,614.966,172.669,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4125,1545.164,1576.009,1576.009,1349.571,834.033,199.210,319.165,0.000,38.028,0.000,0.000,0.000,0.000,620.472,172.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4126,1545.547,1571.612,1571.612,1356.018,833.548,199.997,319.217,0.000,38.060,0.000,0.000,0.000,0.000,626.019,172.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4127,1545.929,1535.384,1535.384,1362.527,833.063,200.798,319.273,0.000,38.096,0.000,0.000,0.000,0.000,631.606,172.754,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4128,1546.312,1474.779,1474.779,1369.098,832.577,201.612,319.332,0.000,38.135,0.000,0.000,0.000,0.000,637.233,172.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4129,1546.695,1562.083,1562.083,1375.729,832.092,202.439,319.394,0.000,38.178,0.000,0.000,0.000,0.000,642.898,172.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4130,1547.077,1577.078,1577.078,1382.418,831.607,203.279,319.459,0.000,38.224,0.000,0.000,0.000,0.000,648.601,172.855,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4131,1547.460,1598.999,1598.999,1389.166,831.122,204.132,319.528,0.000,38.274,0.000,0.000,0.000,0.000,654.340,172.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4132,1547.843,1567.230,1567.230,1395.971,830.637,204.997,319.601,0.000,38.328,0.000,0.000,0.000,0.000,660.115,172.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4133,1548.226,1548.382,1548.382,1402.832,830.152,205.874,319.677,0.000,38.385,0.000,0.000,0.000,0.000,665.924,172.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4134,1548.608,1633.776,1633.776,1409.748,829.667,206.763,319.756,0.000,38.446,0.000,0.000,0.000,0.000,671.767,173.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
