ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Th-232,Rn-220,DE-2615,SE-2615,DE-1588,Xray-W,Backscatter,SE-1631,DE-1631,Xray-NaI,Esc-NaI,continuum
2511,931.228,12217.677,12217.677,8418.687,5485.861,5273.225,1158.571,0.000,168.043,0.000,0.000,0.000,0.000,964.253,624.609,0.000,0.000,0.000,229.986,0.000,0.000,0.000,0.000
2512,931.606,12180.707,12180.707,8396.184,5477.170,5248.862,1159.214,0.000,167.900,0.000,0.000,0.000,0.000,964.975,625.076,0.000,0.000,0.000,230.158,0.000,0.000,0.000,0.000
2513,931.984,12134.450,12134.450,8373.801,5468.479,5224.626,1159.858,0.000,167.761,0.000,0.000,0.000,0.000,965.689,625.539,0.000,0.000,0.000,230.329,0.000,0.000,0.000,0.000
2514,932.362,11879.675,11879.675,8351.551,5459.789,5200.532,1160.504,0.000,167.626,0.000,0.000,0.000,0.000,966.396,625.997,0.000,0.000,0.000,230.497,0.000,0.000,0.000,0.000
2515,932.740,11956.447,11956.447,8329.448,5451.098,5176.594,1161.151,0.000,167.495,0.000,0.000,0.000,0.000,967.095,626.450,0.000,0.000,0.000,230.664,0.000,0.000,0.000,0.000
2516,933.118,11807.146,11807.146,8307.506,5442.407,5152.825,1161.798,0.000,167.367,0.000,0.000,0.000,0.000,967.788,626.898,0.000,0.000,0.000,230.829,0.000,0.000,0.000,0.000
2517,933.496,11869.844,11869.844,8285.738,5433.716,5129.240,1162.446,0.000,167.244,0.000,0.000,0.000,0.000,968.473,627.342,0.000,0.000,0.000,230.993,0.000,0.000,0.000,0.000
2518,933.874,11914.381,11914.381,8264.155,5425.026,5105.850,1163.094,0.000,167.124,0.000,0.000,0.000,0.000,969.151,627.782,0.000,0.000,0.000,231.154,0.000,0.000,0.000,0.000
2519,934.252,11900.070,11900.070,8242.770,5416.335,5082.667,1163.742,0.000,167.007,0.000,0.000,0.000,0.000,969.823,628.216,0.000,0.000,0.000,231.315,0.000,0.000,0.000,0.000
2520,934.630,11860.994,11860.994,8221.594,5407.644,5059.704,1164.389,0.000,166.894,0.000,0.000,0.000,0.000,970.487,628.647,0.000,0.000,0.000,231.473,0.000,0.000,0.000,0.000
2521,935.008,11684.320,11684.320,8200.638,5398.954,5036.971,1165.035,0.000,166.784,0.000,0.000,0.000,0.000,971.145,629.073,0.000,0.000,0.000,231.630,0.000,0.000,0.000,0.000
2522,935.385,11570.393,11570.393,8179.912,5390.263,5014.479,1165.681,0.000,166.677,0.000,0.000,0.000,0.000,971.796,629.494,0.000,0.000,0.000,231.785,0.000,0.000,0.000,0.000
2523,935.763,11448.065,11448.065,8159.427,5381.572,4992.238,1166.325,0.000,166.573,0.000,0.000,0.000,0.000,972.440,629.912,0.000,0.000,0.000,231.939,0.000,0.000,0.000,0.000
2524,936.141,11607.452,11607.452,8139.190,5372.882,4970.256,1166.968,0.000,166.473,0.000,0.000,0.000,0.000,973.078,630.325,0.000,0.000,0.000,232.091,0.000,0.000,0.000,0.000
2525,936.519,11612.148,11612.148,8119.212,5364.191,4948.543,1167.610,0.000,166.374,0.000,0.000,0.000,0.000,973.709,630.734,0.000,0.000,0.000,232.242,0.000,0.000,0.000,0.000
2526,936.897,11567.839,11567.839,8099.501,5355.500,4927.107,1168.250,0.000,166.279,0.000,0.000,0.000,0.000,974.335,631.139,0.000,0.000,0.000,232.391,0.000,0.000,0.000,0.000
2527,937.275,11218.388,11218.388,8080.063,5346.810,4905.956,1168.889,0.000,166.186,0.000,0.000,0.000,0.000,974.954,631.540,0.000,0.000,0.000,232.538,0.000,0.000,0.000,0.000
2528,937.653,11369.388,11369.388,8060.905,5338.119,4885.095,1169.525,0.000,166.095,0.000,0.000,0.000,0.000,975.567,631.938,0.000,0.000,0.000,232.685,0.000,0.000,0.000,0.000
2529,938.031,11403.991,11403.991,8042.035,5329.428,4864.532,1170.161,0.000,166.007,0.000,0.000,0.000,0.000,976.175,632.331,0.000,0.000,0.000,232.830,0.000,0.000,0.000,0.000
2530,938.409,11218.540,11218.540,8023.458,5320.737,4844.271,1170.794,0.000,165.920,0.000,0.000,0.000,0.000,976.778,632.722,0.000,0.000,0.000,232.973,0.000,0.000,0.000,0.000
2531,938.787,11364.212,11364.212,8005.179,5312.047,4824.319,1171.426,0.000,165.836,0.000,0.000,0.000,0.000,977.374,633.108,0.000,0.000,0.000,233.116,0.000,0.000,0.000,0.000
2532,939.165,11125.462,11125.462,7987.202,5303.356,4804.678,1172.056,0.000,165.753,0.000,0.000,0.000,0.000,977.966,633.492,0.000,0.000,0.000,233.257,0.000,0.000,0.000,0.000
2533,939.543,11173.606,11173.606,7969.532,5294.665,4785.354,1172.684,0.000,165.672,0.000,0.000,0.000,0.000,978.553,633.872,0.000,0.000,0.000,233.397,0.000,0.000,0.000,0.000
2534,939.921,11264.999,11264.999,7952.172,5285.975,4766.348,1173.311,0.000,165.593,0.000,0.000,0.000,0.000,979.135,634.249,0.000,0.000,0.000,233.536,0.000,0.000,0.000,0.000
2535,940.299,11089.854,11089.854,7935.124,5277.284,4747.663,1173.936,0.000,165.515,0.000,0.000,0.000,0.000,979.713,634.623,0.000,0.000,0.000,233.674,0.000,0.000,0.000,0.000
2536,940.677,11155.462,11155.462,7918.391,5268.593,4729.302,1174.560,0.000,165.438,0.000,0.000,0.000,0.000,980.286,634.995,0.000,0.000,0.000,233.810,0.000,0.000,0.000,0.000
2537,941.055,11125.454,11125.454,7901.974,5259.903,4711.264,1175.182,0.000,165.363,0.000,0.000,0.000,0.000,980.856,635.363,0.000,0.000,0.000,233.946,0.000,0.000,0.000,0.000
2538,941.433,11180.472,11180.472,7885.874,5251.212,4693.551,1175.803,0.000,165.289,0.000,0.000,0.000,0.000,981.421,635.730,0.000,0.000,0.000,234.081,0.000,0.000,0.000,0.000
2539,941.811,11043.758,11043.758,7870.091,5242.521,4676.163,1176.422,0.000,165.215,0.000,0.000,0.000,0.000,981.983,636.093,0.000,0.000,0.000,234.215,0.000,0.000,0.000,0.000
2540,942.189,11137.386,11137.386,7854.625,5233.831,4659.097,1177.040,0.000,165.143,0.000,0.000,0.000,0.000,982.541,636.455,0.000,0.000,0.000,234.348,0.000,0.000,0.000,0.000
2541,942.567,11053.700,11053.700,7839.475,5225.140,4642.355,1177.658,0.000,165.071,0.000,0.000,0.000,0.000,983.097,636.815,0.000,0.000,0.000,234.481,0.000,0.000,0.000,0.000
2542,942.945,11066.469,11066.469,7824.640,5216.449,4625.932,1178.274,0.000,165.000,0.000,0.000,0.000,0.000,983.649,637.173,0.000,0.000,0.000,234.612,0.000,0.000,0.000,0.000
2543,943.323,11048.246,11048.246,7810.116,5207.758,4609.827,1178.890,0.000,164.929,0.000,0.000,0.000,0.000,984.199,637.529,0.000,0.000,0.000,234.743,0.000,0.000,0.000,0.000
2544,943.701,10983.624,10983.624,7795.902,5199.068,4594.036,1179.505,0.000,164.858,0.000,0.000,0.000,0.000,984.746,637.883,0.000,0.000,0.000,234.874,0.000,0.000,0.000,0.000
2545,944.079,11083.844,11083.844,7781.994,5190.377,4578.555,1180.120,0.000,164.788,0.000,0.000,0.000,0.000,985.291,638.236,0.000,0.000,0.000,235.004,0.000,0.000,0.000,0.000
2546,944.457,11017.388,11017.388,7768.388,5181.686,4563.381,1180.735,0.000,164.718,0.000,0.000,0.000,0.000,985.834,638.588,0.000,0.000,0.000,235.133,0.000,0.000,0.000,0.000
2547,944.835,10850.315,10850.315,7755.081,5172.996,4548.508,1181.349,0.000,164.648,0.000,0.000,0.000,0.000,986.375,638.938,0.000,0.000,0.000,235.262,0.000,0.000,0.000,0.000
2548,945.213,11086.094,11086.094,7742.066,5164.305,4533.931,1181.964,0.000,164.577,0.000,0.000,0.000,0.000,986.914,639.288,0.000,0.000,0.000,235.391,0.000,0.000,0.000,0.000
2549,945.591,10892.246,10892.246,7729.338,5155.614,4519.644,1182.579,0.000,164.507,0.000,0.000,0.000,0.000,987.453,639.637,0.000,0.000,0.000,235.520,0.000,0.000,0.000,0.000
2550,945.969,10747.852,10747.852,7716.892,5146.924,4505.639,1183.195,0.000,164.436,0.000,0.000,0.000,0.000,987.990,639.985,0.000,0.000,0.000,235.648,0.000,0.000,0.000,0.000
2551,946.348,10804.236,10804.236,7704.720,5138.233,4491.911,1183.811,0.000,164.364,0.000,0.000,0.000,0.000,988.526,640.332,0.000,0.000,0.000,235.776,0.000,0.000,0.000,0.000
2552,946.726,10541.454,10541.454,7692.817,5129.542,4478.451,1184.427,0.000,164.293,0.000,0.000,0.000,0.000,989.062,640.679,0.000,0.000,0.000,235.903,0.000,0.000,0.000,0.000
2553,947.104,10992.156,10992.156,7681.173,5120.852,4465.252,1185.045,0.000,164.220,0.000,0.000,0.000,0.000,989.598,641.026,0.000,0.000,0.000,236.031,0.000,0.000,0.000,0.000
2554,947.482,10683.234,10683.234,7669.782,5112.161,4452.305,1185.664,0.000,164.147,0.000,0.000,0.000,0.000,990.133,641.373,0.000,0.000,0.000,236.159,0.000,0.000,0.000,0.000
2555,947.860,10872.938,10872.938,7658.635,5103.470,4439.602,1186.285,0.000,164.073,0.000,0.000,0.000,0.000,990.669,641.720,0.000,0.000,0.000,236.287,0.000,0.000,0.000,0.000
2556,948.238,11070.930,11070.930,7647.722,5094.779,4427.132,1186.907,0.000,163.998,0.000,0.000,0.000,0.000,991.204,642.067,0.000,0.000,0.000,236.414,0.000,0.000,0.000,0.000
2557,948.616,10761.317,10761.317,7637.036,5086.089,4414.886,1187.531,0.000,163.923,0.000,0.000,0.000,0.000,991.741,642.414,0.000,0.000,0.000,236.542,0.000,0.000,0.000,0.000
2558,948.994,10818.548,10818.548,7626.565,5077.398,4402.853,1188.156,0.000,163.846,0.000,0.000,0.000,0.000,992.277,642.762,0.000,0.000,0.000,236.670,0.000,0.000,0.000,0.000
2559,949.372,10785.942,10785.942,7616.300,5068.707,4391.025,1188.784,0.000,163.768,0.000,0.000,0.000,0.000,992.815,643.110,0.000,0.000,0.000,236.798,0.000,0.000,0.000,0.000
2560,949.750,10733.241,10733.241,7606.231,5060.017,4379.388,1189.414,0.000,163.689,0.000,0.000,0.000,0.000,993.354,643.459,0.000,0.000,0.000,236.927,0.000,0.000,0.000,0.000
2561,950.128,10766.332,10766.332,7596.347,5051.326,4367.934,1190.046,0.000,163.608,0.000,0.000,0.000,0.000,993.894,643.809,0.000,0.000,0.000,237.056,0.000,0.000,0.000,0.000
2562,950.506,10668.317,10668.317,7586.636,5042.635,4356.648,1190.681,0.000,163.527,0.000,0.000,0.000,0.000,994.435,644.159,0.000,0.000,0.000,237.185,0.000,0.000,0.000,0.000
2563,950.884,10619.778,10619.778,7577.087,5033.945,4345.521,1191.319,0.000,163.444,0.000,0.000,0.000,0.000,994.978,644.511,0.000,0.000,0.000,237.314,0.000,0.000,0.000,0.000
2564,951.262,10544.945,10544.945,7567.690,5025.254,4334.540,1191.959,0.000,163.359,0.000,0.000,0.000,0.000,995.523,644.864,0.000,0.000,0.000,237.444,0.000,0.000,0.000,0.000
2565,951.641,10858.862,10858.862,7558.430,5016.563,4323.693,1192.603,0.000,163.273,0.000,0.000,0.000,0.000,996.069,645.218,0.000,0.000,0.000,237.575,0.000,0.000,0.000,0.000
2566,952.019,10837.636,10837.636,7549.297,5007.873,4312.967,1193.249,0.000,163.186,0.000,0.000,0.000,0.000,996.617,645.573,0.000,0.000,0.000,237.705,0.000,0.000,0.000,0.000
2567,952.397,10756.781,10756.781,7540.279,4999.182,4302.349,1193.899,0.000,163.097,0.000,0.000,0.000,0.000,997.168,645.930,0.000,0.000,0.000,237.837,0.000,0.000,0.000,0.000
2568,952.775,10729.563,10729.563,7531.361,4990.491,4291.826,1194.551,0.000,163.006,0.000,0.000,0.000,0.000,997.721,646.288,0.000,0.000,0.000,237.969,0.000,0.000,0.000,0.000
2569,953.153,10808.702,10808.702,7522.532,4981.800,4281.386,1195.208,0.000,162.914,0.000,0.000,0.000,0.000,998.276,646.647,0.000,0.000,0.000,238.101,0.000,0.000,0.000,0.000
2570,953.531,10677.403,10677.403,7513.779,4973.110,4271.015,1195.867,0.000,162.820,0.000,0.000,0.000,0.000,998.834,647.009,0.000,0.000,0.000,238.234,0.000,0.000,0.000,0.000
2571,953.909,10767.178,10767.178,7505.088,4964.419,4260.701,1196.530,0.000,162.724,0.000,0.000,0.000,0.000,999.394,647.371,0.000,0.000,0.000,238.368,0.000,0.000,0.000,0.000
2572,954.287,10703.800,10703.800,7496.446,4955.728,4250.428,1197.197,0.000,162.626,0.000,0.000,0.000,0.000,999.956,647.736,0.000,0.000,0.000,238.502,0.000,0.000,0.000,0.000
2573,954.665,10518.783,10518.783,7487.840,4947.038,4240.185,1197.868,0.000,162.527,0.000,0.000,0.000,0.000,1000.522,648.102,0.000,0.000,0.000,238.637,0.000,0.000,0.000,0.000
2574,955.044,10599.550,10599.550,7479.256,4938.347,4229.957,1198.542,0.000,162.426,0.000,0.000,0.000,0.000,1001.090,648.470,0.000,0.000,0.000,238.772,0.000,0.000,0.000,0.000
2575,955.422,10639.776,10639.776,7470.681,4929.656,4219.731,1199.219,0.000,162.323,0.000,0.000,0.000,0.000,1001.661,648.840,0.000,0.000,0.000,238.908,0.000,0.000,0.000,0.000
2576,955.800,10715.651,10715.651,7462.102,4920.966,4209.493,1199.901,0.000,162.218,0.000,0.000,0.000,0.000,1002.234,649.211,0.000,0.000,0.000,239.045,0.000,0.000,0.000,0.000
2577,956.178,10764.563,10764.563,7453.505,4912.275,4199.230,1200.586,0.000,162.111,0.000,0.000,0.000,0.000,1002.811,649.585,0.000,0.000,0.000,239.183,0.000,0.000,0.000,0.000
2578,956.556,10679.644,10679.644,7444.876,4903.584,4188.928,1201.275,0.000,162.002,0.000,0.000,0.000,0.000,1003.390,649.960,0.000,0.000,0.000,239.321,0.000,0.000,0.000,0.000
2579,956.934,10793.018,10793.018,7436.202,4894.894,4178.575,1201.967,0.000,161.891,0.000,0.000,0.000,0.000,1003.972,650.337,0.000,0.000,0.000,239.460,0.000,0.000,0.000,0.000
2580,957.312,10506.156,10506.156,7427.469,4886.203,4168.156,1202.663,0.000,161.779,0.000,0.000,0.000,0.000,1004.557,650.716,0.000,0.000,0.000,239.599,0.000,0.000,0.000,0.000
2581,957.690,10521.935,10521.935,7418.664,4877.512,4157.658,1203.363,0.000,161.664,0.000,0.000,0.000,0.000,1005.144,651.096,0.000,0.000,0.000,239.739,0.000,0.000,0.000,0.000
2582,958.069,10522.168,10522.168,7409.774,4868.821,4147.068,1204.066,0.000,161.548,0.000,0.000,0.000,0.000,1005.734,651.479,0.000,0.000,0.000,239.880,0.000,0.000,0.000,0.000
2583,958.447,10418.413,10418.413,7400.786,4860.131,4136.373,1204.772,0.000,161.430,0.000,0.000,0.000,0.000,1006.327,651.863,0.000,0.000,0.000,240.021,0.000,0.000,0.000,0.000
2584,958.825,10527.183,10527.183,7391.686,4851.440,4125.561,1205.482,0.000,161.310,0.000,0.000,0.000,0.000,1006.922,652.248,0.000,0.000,0.000,240.163,0.000,0.000,0.000,0.000
2585,959.203,10706.886,10706.886,7382.461,4842.749,4114.618,1206.195,0.000,161.187,0.000,0.000,0.000,0.000,1007.520,652.635,0.000,0.000,0.000,240.306,0.000,0.000,0.000,0.000
2586,959.581,10413.707,10413.707,7373.100,4834.059,4103.532,1206.911,0.000,161.063,0.000,0.000,0.000,0.000,1008.120,653.024,0.000,0.000,0.000,240.449,0.000,0.000,0.000,0.000
2587,959.959,10383.707,10383.707,7363.588,4825.368,4092.292,1207.630,0.000,160.938,0.000,0.000,0.000,0.000,1008.722,653.414,0.000,0.000,0.000,240.593,0.000,0.000,0.000,0.000
2588,960.338,10553.109,10553.109,7353.914,4816.677,4080.884,1208.351,0.000,160.810,0.000,0.000,0.000,0.000,1009.327,653.806,0.000,0.000,0.000,240.737,0.000,0.000,0.000,0.000
2589,960.716,10641.634,10641.634,7344.066,4807.987,4069.298,1209.075,0.000,160.680,0.000,0.000,0.000,0.000,1009.933,654.199,0.000,0.000,0.000,240.881,0.000,0.000,0.000,0.000
2590,961.094,10407.639,10407.639,7334.032,4799.296,4057.521,1209.801,0.000,160.549,0.000,0.000,0.000,0.000,1010.542,654.593,0.000,0.000,0.000,241.027,0.000,0.000,0.000,0.000
2591,961.472,10337.720,10337.720,7323.799,4790.605,4045.543,1210.529,0.000,160.415,0.000,0.000,0.000,0.000,1011.152,654.988,0.000,0.000,0.000,241.172,0.000,0.000,0.000,0.000
2592,961.850,10466.474,10466.474,7313.358,4781.915,4033.353,1211.260,0.000,160.280,0.000,0.000,0.000,0.000,1011.763,655.384,0.000,0.000,0.000,241.318,0.000,0.000,0.000,0.000
2593,962.228,10426.947,10426.947,7302.695,4773.224,4020.940,1211.992,0.000,160.143,0.000,0.000,0.000,0.000,1012.376,655.781,0.000,0.000,0.000,241.464,0.000,0.000,0.000,0.000
2594,962.607,10549.573,10549.573,7291.802,4764.533,4008.294,1212.725,0.000,160.005,0.000,0.000,0.000,0.000,1012.989,656.178,0.000,0.000,0.000,241.610,0.000,0.000,0.000,0.000
2595,962.985,10447.396,10447.396,7280.666,4755.842,3995.406,1213.459,0.000,159.864,0.000,0.000,0.000,0.000,1013.604,656.576,0.000,0.000,0.000,241.757,0.000,0.000,0.000,0.000
2596,963.363,10272.031,10272.031,7269.278,4747.152,3982.264,1214.194,0.000,159.722,0.000,0.000,0.000,0.000,1014.219,656.975,0.000,0.000,0.000,241.904,0.000,0.000,0.000,0.000
2597,963.741,10248.342,10248.342,7257.629,4738.461,3968.862,1214.930,0.000,159.578,0.000,0.000,0.000,0.000,1014.835,657.374,0.000,0.000,0.000,242.050,0.000,0.000,0.000,0.000
2598,964.119,10207.421,10207.421,7245.707,4729.770,3955.189,1215.666,0.000,159.433,0.000,0.000,0.000,0.000,1015.450,657.772,0.000,0.000,0.000,242.197,0.000,0.000,0.000,0.000
2599,964.498,10060.881,10060.881,7233.505,4721.080,3941.237,1216.402,0.000,159.286,0.000,0.000,0.000,0.000,1016.066,658.171,0.000,0.000,0.000,242.344,0.000,0.000,0.000,0.000
2600,964.876,10297.109,10297.109,7221.014,4712.389,3926.999,1217.137,0.000,159.137,0.000,0.000,0.000,0.000,1016.681,658.569,0.000,0.000,0.000,242.491,0.000,0.000,0.000,0.000
2601,965.254,10056.416,10056.416,7208.225,4703.698,3912.467,1217.871,0.000,158.987,0.000,0.000,0.000,0.000,1017.295,658.967,0.000,0.000,0.000,242.637,0.000,0.000,0.000,0.000
2602,965.632,10158.337,10158.337,7195.129,4695.008,3897.634,1218.605,0.000,158.835,0.000,0.000,0.000,0.000,1017.908,659.364,0.000,0.000,0.000,242.783,0.000,0.000,0.000,0.000
2603,966.010,10011.555,10011.555,7181.720,4686.317,3882.493,1219.336,0.000,158.681,0.000,0.000,0.000,0.000,1018.520,659.761,0.000,0.000,0.000,242.929,0.000,0.000,0.000,0.000
2604,966.389,10061.109,10061.109,7167.991,4677.626,3867.038,1220.066,0.000,158.527,0.000,0.000,0.000,0.000,1019.130,660.156,0.000,0.000,0.000,243.075,0.000,0.000,0.000,0.000
2605,966.767,10092.651,10092.651,7153.933,4668.935,3851.263,1220.793,0.000,158.370,0.000,0.000,0.000,0.000,1019.738,660.550,0.000,0.000,0.000,243.220,0.000,0.000,0.000,0.000
2606,967.145,10074.132,10074.132,7139.542,4660.245,3835.162,1221.517,0.000,158.213,0.000,0.000,0.000,0.000,1020.343,660.942,0.000,0.000,0.000,243.364,0.000,0.000,0.000,0.000
2607,967.523,9891.041,9891.041,7124.811,4651.554,3818.732,1222.238,0.000,158.054,0.000,0.000,0.000,0.000,1020.946,661.332,0.000,0.000,0.000,243.508,0.000,0.000,0.000,0.000
2608,967.902,9850.970,9850.970,7109.734,4642.863,3801.968,1222.956,0.000,157.893,0.000,0.000,0.000,0.000,1021.546,661.721,0.000,0.000,0.000,243.651,0.000,0.000,0.000,0.000
2609,968.280,9810.960,9810.960,7094.307,4634.173,3784.865,1223.669,0.000,157.731,0.000,0.000,0.000,0.000,1022.142,662.107,0.000,0.000,0.000,243.793,0.000,0.000,0.000,0.000
2610,968.658,9717.043,9717.043,7078.524,4625.482,3767.420,1224.377,0.000,157.568,0.000,0.000,0.000,0.000,1022.734,662.490,0.000,0.000,0.000,243.935,0.000,0.000,0.000,0.000
2611,969.036,9776.347,9776.347,7062.382,4616.791,3749.630,1225.080,0.000,157.404,0.000,0.000,0.000,0.000,1023.322,662.871,0.000,0.000,0.000,244.075,0.000,0.000,0.000,0.000
2612,969.415,9778.820,9778.820,7045.877,4608.101,3731.494,1225.778,0.000,157.239,0.000,0.000,0.000,0.000,1023.904,663.249,0.000,0.000,0.000,244.214,0.000,0.000,0.000,0.000
2613,969.793,9575.658,9575.658,7029.006,4599.410,3713.008,1226.469,0.000,157.072,0.000,0.000,0.000,0.000,1024.482,663.623,0.000,0.000,0.000,244.352,0.000,0.000,0.000,0.000
2614,970.171,9589.805,9589.805,7011.765,4590.719,3694.171,1227.154,0.000,156.904,0.000,0.000,0.000,0.000,1025.054,663.994,0.000,0.000,0.000,244.488,0.000,0.000,0.000,0.000
2615,970.549,9547.501,9547.501,6994.153,4582.029,3674.982,1227.831,0.000,156.735,0.000,0.000,0.000,0.000,1025.621,664.360,0.000,0.000,0.000,244.623,0.000,0.000,0.000,0.000
2616,970.928,9708.210,9708.210,6976.167,4573.338,3655.441,1228.501,0.000,156.565,0.000,0.000,0.000,0.000,1026.180,664.723,0.000,0.000,0.000,244.757,0.000,0.000,0.000,0.000
2617,971.306,9591.514,9591.514,6957.805,4564.647,3635.547,1229.162,0.000,156.394,0.000,0.000,0.000,0.000,1026.733,665.081,0.000,0.000,0.000,244.888,0.000,0.000,0.000,0.000
2618,971.684,9425.972,9425.972,6939.068,4555.956,3615.301,1229.815,0.000,156.222,0.000,0.000,0.000,0.000,1027.278,665.434,0.000,0.000,0.000,245.018,0.000,0.000,0.000,0.000
2619,972.062,9453.210,9453.210,6919.954,4547.266,3594.703,1230.458,0.000,156.049,0.000,0.000,0.000,0.000,1027.815,665.782,0.000,0.000,0.000,245.147,0.000,0.000,0.000,0.000
2620,972.441,9340.965,9340.965,6900.463,4538.575,3573.756,1231.091,0.000,155.875,0.000,0.000,0.000,0.000,1028.344,666.125,0.000,0.000,0.000,245.273,0.000,0.000,0.000,0.000
2621,972.819,9225.492,9225.492,6880.595,4529.884,3552.459,1231.714,0.000,155.700,0.000,0.000,0.000,0.000,1028.864,666.462,0.000,0.000,0.000,245.397,0.000,0.000,0.000,0.000
2622,973.197,9263.127,9263.127,6860.352,4521.194,3530.817,1232.325,0.000,155.524,0.000,0.000,0.000,0.000,1029.375,666.792,0.000,0.000,0.000,245.519,0.000,0.000,0.000,0.000
2623,973.575,9252.676,9252.676,6839.734,4512.503,3508.831,1232.925,0.000,155.347,0.000,0.000,0.000,0.000,1029.876,667.117,0.000,0.000,0.000,245.638,0.000,0.000,0.000,0.000
2624,973.954,9116.668,9116.668,6818.743,4503.812,3486.505,1233.512,0.000,155.169,0.000,0.000,0.000,0.000,1030.367,667.435,0.000,0.000,0.000,245.755,0.000,0.000,0.000,0.000
2625,974.332,9133.367,9133.367,6797.381,4495.122,3463.841,1234.086,0.000,154.991,0.000,0.000,0.000,0.000,1030.847,667.746,0.000,0.000,0.000,245.870,0.000,0.000,0.000,0.000
2626,974.710,8854.352,8854.352,6775.650,4486.431,3440.845,1234.647,0.000,154.811,0.000,0.000,0.000,0.000,1031.316,668.049,0.000,0.000,0.000,245.981,0.000,0.000,0.000,0.000
2627,975.089,8872.053,8872.053,6753.553,4477.740,3417.520,1235.194,0.000,154.631,0.000,0.000,0.000,0.000,1031.773,668.345,0.000,0.000,0.000,246.090,0.000,0.000,0.000,0.000
2628,975.467,8896.977,8896.977,6731.094,4469.050,3393.871,1235.726,0.000,154.450,0.000,0.000,0.000,0.000,1032.217,668.633,0.000,0.000,0.000,246.197,0.000,0.000,0.000,0.000
2629,975.845,8779.999,8779.999,6708.277,4460.359,3369.903,1236.243,0.000,154.268,0.000,0.000,0.000,0.000,1032.649,668.913,0.000,0.000,0.000,246.300,0.000,0.000,0.000,0.000
2630,976.223,8744.056,8744.056,6685.104,4451.668,3345.623,1236.744,0.000,154.085,0.000,0.000,0.000,0.000,1033.068,669.184,0.000,0.000,0.000,246.399,0.000,0.000,0.000,0.000
2631,976.602,8485.303,8485.303,6661.581,4442.977,3321.035,1237.229,0.000,153.902,0.000,0.000,0.000,0.000,1033.473,669.447,0.000,0.000,0.000,246.496,0.000,0.000,0.000,0.000
2632,976.980,8533.372,8533.372,6637.713,4434.287,3296.146,1237.697,0.000,153.718,0.000,0.000,0.000,0.000,1033.863,669.700,0.000,0.000,0.000,246.589,0.000,0.000,0.000,0.000
2633,977.358,8565.975,8565.975,6613.504,4425.596,3270.963,1238.147,0.000,153.533,0.000,0.000,0.000,0.000,1034.239,669.943,0.000,0.000,0.000,246.679,0.000,0.000,0.000,0.000
2634,977.737,8477.519,8477.519,6588.960,4416.905,3245.493,1238.578,0.000,153.348,0.000,0.000,0.000,0.000,1034.600,670.177,0.000,0.000,0.000,246.765,0.000,0.000,0.000,0.000
