ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu
1318,493.211,403.576,403.576,349.246,71.398,349.246,0.000
1319,493.598,376.468,376.468,359.039,70.960,359.039,0.000
1320,493.986,398.229,398.229,368.991,70.522,368.991,0.000
1321,494.373,415.224,415.224,379.092,70.083,379.092,0.000
1322,494.761,412.406,412.406,389.333,69.645,389.333,0.000
1323,495.149,445.519,445.519,399.701,69.207,399.701,0.000
1324,495.536,394.169,394.169,410.185,68.769,410.185,0.000
1325,495.924,485.112,485.112,420.774,68.331,420.774,0.000
1326,496.312,483.875,483.875,431.453,67.892,431.453,0.000
1327,496.699,516.695,516.695,442.209,67.454,442.209,0.000
1328,497.087,470.290,470.290,453.028,67.016,453.028,0.000
1329,497.475,496.169,496.169,463.895,66.578,463.895,0.000
1330,497.862,527.523,527.523,474.795,66.140,474.795,0.000
1331,498.250,534.875,534.875,485.711,65.702,485.711,0.000
1332,498.638,565.877,565.877,496.629,65.263,496.629,0.000
1333,499.026,579.345,579.345,507.530,64.825,507.530,0.000
1334,499.413,587.051,587.051,518.398,64.387,518.398,0.000
1335,499.801,594.404,594.404,529.214,63.949,529.214,0.000
1336,500.189,639.229,639.229,539.962,63.511,539.962,0.000
1337,500.577,630.756,630.756,550.623,63.072,550.623,0.000
1338,500.965,586.470,586.470,561.179,62.634,561.179,0.000
1339,501.352,682.229,682.229,571.610,62.196,571.610,0.000
1340,501.740,680.881,680.881,581.899,61.758,581.899,0.000
1341,502.128,686.292,686.292,592.026,61.320,592.026,0.000
1342,502.516,726.347,726.347,601.972,60.881,601.972,0.000
1343,502.904,686.998,686.998,611.719,60.443,611.719,0.000
1344,503.292,690.051,690.051,621.248,60.005,621.248,0.000
1345,503.680,732.583,732.583,630.541,59.567,630.541,0.000
1346,504.068,763.763,763.763,639.578,59.129,639.578,0.000
1347,504.456,767.699,767.699,648.343,58.690,648.343,0.000
1348,504.844,792.055,792.055,656.816,58.252,656.816,0.000
1349,505.232,815.818,815.818,664.980,57.814,664.980,0.000
1350,505.620,775.993,775.993,672.819,57.376,672.819,0.000
1351,506.008,793.699,793.699,680.315,56.938,680.315,0.000
1352,506.396,902.587,902.587,687.454,56.499,687.454,0.000
1353,506.784,795.817,795.817,694.218,56.061,694.218,0.000
1354,507.172,838.347,838.347,700.594,55.623,700.594,0.000
1355,507.560,838.760,838.760,706.567,55.185,706.567,0.000
1356,507.948,815.640,815.640,712.124,54.747,712.124,0.000
1357,508.336,885.050,885.050,717.252,54.309,717.252,0.000
1358,508.724,832.934,832.934,721.940,53.870,721.940,0.000
1359,509.113,908.525,908.525,726.177,53.432,726.177,0.000
1360,509.501,859.464,859.464,729.952,52.994,729.952,0.000
1361,509.889,875.171,875.171,733.256,52.556,733.256,0.000
1362,510.277,889.284,889.284,736.083,52.118,736.083,0.000
1363,510.665,942.640,942.640,738.423,51.679,738.423,0.000
1364,511.053,952.761,952.761,740.273,51.241,740.273,0.000
1365,511.442,992.169,992.169,741.626,50.803,741.626,0.000
1366,511.830,891.640,891.640,742.478,50.365,742.478,0.000
1367,512.218,927.402,927.402,742.828,49.927,742.828,0.000
1368,512.606,901.815,901.815,742.672,49.488,742.672,0.000
1369,512.995,927.756,927.756,742.011,49.050,742.011,0.000
1370,513.383,958.519,958.519,740.846,48.612,740.846,0.000
1371,513.771,950.872,950.872,739.177,48.174,739.177,0.000
1372,514.160,942.406,942.406,737.008,47.736,737.008,0.000
1373,514.548,944.284,944.284,734.342,47.297,734.342,0.000
1374,514.936,937.106,937.106,731.184,46.859,731.184,0.000
1375,515.325,887.400,887.400,727.540,46.421,727.540,0.000
1376,515.713,938.989,938.989,723.418,45.983,723.418,0.000
1377,516.102,952.398,952.398,718.824,45.545,718.824,0.000
1378,516.490,933.284,933.284,713.769,45.106,713.769,0.000
1379,516.878,954.758,954.758,708.262,44.668,708.262,0.000
1380,517.267,865.932,865.932,702.314,44.230,702.314,0.000
1381,517.655,884.171,884.171,695.936,43.792,695.936,0.000
1382,518.044,910.993,910.993,689.455,43.667,689.455,0.000
1383,518.432,895.875,895.875,682.570,43.542,682.570,0.000
1384,518.821,855.462,855.462,675.295,43.417,675.295,0.000
1385,519.209,894.932,894.932,667.646,43.291,667.646,0.000
1386,519.598,842.341,842.341,659.638,43.166,659.638,0.000
1387,519.986,836.521,836.521,651.287,43.041,651.287,0.000
1388,520.375,906.989,906.989,642.609,42.916,642.609,0.000
1389,520.764,819.402,819.402,633.622,42.791,633.622,0.000
1390,521.152,787.341,787.341,624.342,42.666,624.342,0.000
1391,521.541,857.809,857.809,614.788,42.541,614.788,0.000
1392,521.929,827.108,827.108,604.978,42.416,604.978,0.000
1393,522.318,811.281,811.281,594.931,42.290,594.931,0.000
1394,522.707,766.284,766.284,584.664,42.165,584.664,0.000
1395,523.095,739.400,739.400,574.196,42.040,574.196,0.000
1396,523.484,778.582,778.582,563.548,41.915,563.548,0.000
1397,523.873,741.158,741.158,552.736,41.790,552.736,0.000
1398,524.262,752.872,752.872,541.781,41.665,541.781,0.000
1399,524.650,723.985,723.985,530.700,41.540,530.700,0.000
1400,525.039,714.398,714.398,519.513,41.415,519.513,0.000
1401,525.428,697.985,697.985,508.238,41.289,508.238,0.000
1402,525.817,699.811,699.811,496.893,41.164,496.893,0.000
1403,526.205,619.279,619.279,485.496,41.039,485.496,0.000
1404,526.594,709.749,709.749,474.064,40.914,474.064,0.000
1405,526.983,632.215,632.215,462.616,40.789,462.616,0.000
1406,527.372,635.752,635.752,451.166,40.664,451.166,0.000
1407,527.761,557.334,557.334,439.733,40.539,439.733,0.000
1408,528.149,620.336,620.336,428.331,40.414,428.331,0.000
1409,528.538,556.161,556.161,416.977,40.289,416.977,0.000
1410,528.927,537.338,537.338,405.685,40.163,405.685,0.000
1411,529.316,576.694,576.694,394.469,40.038,394.469,0.000
1412,529.705,495.163,495.163,383.342,39.913,383.342,0.000
1413,530.094,493.572,493.572,372.319,39.788,372.319,0.000
1414,530.483,474.514,474.514,361.411,39.663,361.411,0.000
1415,530.872,467.684,467.684,350.630,39.538,350.630,0.000
1416,531.261,470.160,470.160,339.988,39.413,339.988,0.000
1417,531.650,494.866,494.866,329.494,39.288,329.494,0.000
1418,532.039,421.103,421.103,319.158,39.162,319.158,0.000
1419,532.428,437.692,437.692,308.990,39.037,308.990,0.000
1420,532.817,405.985,405.985,298.998,38.912,298.998,0.000
1421,533.206,371.921,371.921,289.189,38.787,289.189,0.000
1422,533.595,355.870,355.870,279.571,38.662,279.571,0.000
1423,533.984,357.807,357.807,270.149,38.537,270.149,0.000
1424,534.373,347.453,347.453,260.931,38.412,260.931,0.000
1425,534.762,359.101,359.101,251.920,38.287,251.920,0.000
1426,535.152,323.982,323.982,243.121,38.161,243.121,0.000
1427,535.541,338.983,338.983,234.538,38.036,234.538,0.000
1428,535.930,317.217,317.217,226.173,37.911,226.173,0.000
1429,536.319,278.270,278.270,218.031,37.786,218.031,0.000
1430,536.708,296.514,296.514,210.111,37.661,210.111,0.000
1431,537.097,238.809,238.809,202.416,37.536,202.416,0.000
1432,537.487,222.571,222.571,194.948,37.411,194.948,0.000
1433,537.876,249.628,249.628,187.705,37.286,187.705,0.000
1434,538.265,223.508,223.508,180.687,37.161,180.687,0.000
1435,538.654,218.864,218.864,173.895,37.035,173.895,0.000
1436,539.044,236.277,236.277,167.328,36.910,167.328,0.000
1437,539.433,187.334,187.334,160.982,36.785,160.982,0.000
1438,539.822,173.694,173.694,154.858,36.660,154.858,0.000
1439,540.212,166.686,166.686,148.951,36.535,148.951,0.000
1440,540.601,178.396,178.396,143.261,36.410,143.261,0.000
1441,540.990,172.095,172.095,137.783,36.285,137.783,0.000
1442,541.380,173.804,173.804,132.515,36.160,132.515,0.000
1443,541.769,165.512,165.512,127.453,36.034,127.453,0.000
1444,542.158,149.453,149.453,122.593,35.909,122.593,0.000
1445,542.548,143.921,143.921,117.932,35.784,117.932,0.000
1446,542.937,123.921,123.921,113.464,35.659,113.464,0.000
1447,543.327,102.925,102.925,109.186,35.534,109.186,0.000
1448,543.716,114.156,114.156,105.093,35.409,105.093,0.000
1449,544.106,116.921,116.921,101.180,35.284,101.180,0.000
1450,544.495,118.567,118.567,97.443,35.159,97.443,0.000
1451,544.884,111.804,111.804,93.877,35.034,93.877,0.000
1452,545.274,81.393,81.393,90.476,34.908,90.476,0.000
1453,545.664,78.866,78.866,87.235,34.783,87.235,0.000
1454,546.053,89.688,89.688,84.151,34.658,84.151,0.000
1455,546.443,85.862,85.862,81.216,34.533,81.216,0.000
1456,546.832,93.923,93.923,78.427,34.408,78.427,0.000
1457,547.222,78.804,78.804,75.778,34.283,75.778,0.000
1458,547.611,71.097,71.097,73.264,34.158,73.264,0.000
1459,548.001,86.745,86.745,70.881,34.033,70.881,0.000
1460,548.391,66.217,66.217,68.622,33.907,68.622,0.000
1461,548.780,73.156,73.156,66.483,33.782,66.483,0.000
1462,549.170,57.218,57.218,64.460,33.657,64.460,0.000
1463,549.560,60.099,60.099,62.547,33.532,62.547,0.000
1464,549.949,47.213,47.213,60.739,33.407,60.739,0.000
1465,550.339,58.272,58.272,59.033,33.282,59.033,0.000
1466,550.729,48.160,48.160,57.423,33.157,57.423,0.000
1467,551.118,54.983,54.983,55.905,33.032,55.905,0.000
1468,551.508,41.919,41.919,54.475,32.906,54.475,0.000
1469,551.898,38.332,38.332,53.128,32.781,53.128,0.000
1470,552.288,37.569,37.569,51.861,32.656,51.861,0.000
1471,552.677,42.747,42.747,50.669,32.531,50.669,0.000
1472,553.067,40.629,40.629,49.549,32.406,49.549,0.000
1473,553.457,49.514,49.514,48.496,32.281,48.496,0.000
1474,553.847,50.921,50.921,47.508,32.156,47.508,0.000
1475,554.237,49.040,49.040,46.580,32.031,46.580,0.000
1476,554.627,41.512,41.512,45.710,31.906,45.710,0.000
1477,555.016,32.393,32.393,44.894,31.780,44.894,0.000
1478,555.406,25.862,25.862,44.129,31.655,44.129,0.000
1479,555.796,27.571,27.571,43.412,31.530,43.412,0.000
1480,556.186,32.565,32.565,42.740,31.405,42.740,0.000
1481,556.576,30.218,30.218,42.111,31.280,42.111,0.000
1482,556.966,31.336,31.336,41.521,31.155,41.521,0.000
1483,557.356,40.923,40.923,40.969,31.030,40.969,0.000
1484,557.746,28.453,28.453,40.452,30.905,40.452,0.000
1485,558.136,20.983,20.983,39.967,30.779,39.967,0.000
1486,558.526,27.980,27.980,39.513,30.654,39.513,0.000
1487,558.916,33.097,33.097,39.088,30.529,39.088,0.000
1488,559.306,30.273,30.273,38.688,30.404,38.688,0.000
1489,559.696,29.686,29.686,38.314,30.279,38.314,0.000
1490,560.086,20.218,20.218,37.962,30.154,37.962,0.000
1491,560.476,24.334,24.334,37.631,30.029,37.631,0.000
1492,560.866,29.156,29.156,37.320,29.904,37.320,0.000
1493,561.257,24.334,24.334,37.027,29.778,37.027,0.000
1494,561.647,34.453,34.453,36.751,29.653,36.751,0.000
1495,562.037,20.336,20.336,36.490,29.528,36.490,0.000
1496,562.427,28.569,28.569,36.243,29.403,36.243,0.000
1497,562.817,24.273,24.273,36.009,29.278,36.009,0.000
1498,563.207,29.451,29.451,35.787,29.153,35.787,0.000
1499,563.597,20.453,20.453,35.575,29.028,35.575,0.000
1500,563.988,13.101,13.101,35.373,28.903,35.373,0.000
1501,564.378,23.629,23.629,35.181,28.778,35.181,0.000
1502,564.768,25.336,25.336,34.996,28.652,34.996,0.000
1503,565.158,25.336,25.336,34.818,28.527,34.818,0.000
1504,565.549,16.571,16.571,34.647,28.402,34.647,0.000
1505,565.939,23.218,23.218,34.482,28.277,34.482,0.000
1506,566.329,16.101,16.101,34.322,28.152,34.322,0.000
1507,566.720,27.160,27.160,34.166,28.027,34.166,0.000
1508,567.110,19.391,19.391,34.014,27.902,34.014,0.000
1509,567.500,31.220,31.220,33.866,27.777,33.866,0.000
1510,567.891,33.806,33.806,33.721,27.651,33.721,0.000
1511,568.281,8.512,8.512,33.578,27.526,33.578,0.000
1512,568.671,23.275,23.275,33.438,27.401,33.438,0.000
1513,569.062,30.099,30.099,33.299,27.276,33.299,0.000
1514,569.452,27.453,27.453,33.162,27.151,33.162,0.000
1515,569.843,27.334,27.334,33.026,27.026,33.026,0.000
1516,570.233,29.099,29.099,32.891,26.901,32.891,0.000
1517,570.624,25.338,25.338,32.757,26.776,32.757,0.000
1518,571.014,26.569,26.569,32.623,26.650,32.623,0.000
1519,571.405,10.512,10.512,32.489,26.525,32.489,0.000
1520,571.795,35.453,35.453,32.355,26.400,32.355,0.000
1521,572.186,12.099,12.099,32.221,26.275,32.221,0.000
1522,572.576,26.864,26.864,32.087,26.150,32.087,0.000
1523,572.967,27.160,27.160,31.952,26.025,31.952,0.000
1524,573.357,30.802,30.802,31.817,25.900,31.817,0.000
1525,573.748,17.393,17.393,31.682,25.775,31.682,0.000
1526,574.138,11.690,11.690,31.545,25.650,31.545,0.000
1527,574.529,26.925,26.925,31.408,25.524,31.408,0.000
1528,574.920,25.455,25.455,31.271,25.399,31.271,0.000
1529,575.310,28.220,28.220,31.132,25.274,31.132,0.000
1530,575.701,30.161,30.161,30.993,25.149,30.993,0.000
1531,576.092,27.866,27.866,30.853,25.024,30.853,0.000
1532,576.482,18.868,18.868,30.712,24.899,30.712,0.000
1533,576.873,27.279,27.279,30.571,24.774,30.571,0.000
1534,577.264,14.218,14.218,30.428,24.649,30.428,0.000
1535,577.654,17.806,17.806,30.285,24.523,30.285,0.000
1536,578.045,21.514,21.514,30.142,24.398,30.142,0.000
1537,578.436,19.044,19.044,29.997,24.273,29.997,0.000
1538,578.827,19.574,19.574,29.852,24.148,29.852,0.000
1539,579.218,28.277,28.277,29.707,24.023,29.707,0.000
1540,579.608,26.870,26.870,29.561,23.898,29.561,0.000
1541,579.999,27.395,27.395,29.414,23.773,29.414,0.000
1542,580.390,32.336,32.336,29.267,23.648,29.267,0.000
1543,580.781,28.567,28.567,29.120,23.522,29.120,0.000
1544,581.172,27.453,27.453,28.972,23.397,28.972,0.000
1545,581.563,24.864,24.864,28.824,23.272,28.824,0.000
1546,581.953,21.631,21.631,28.676,23.147,28.676,0.000
1547,582.344,17.516,17.516,28.528,23.022,28.528,0.000
1548,582.735,22.339,22.339,28.379,22.897,28.379,0.000
1549,583.126,25.516,25.516,28.231,22.772,28.231,0.000
1550,583.517,28.747,28.747,28.083,22.647,28.083,0.000
1551,583.908,18.395,18.395,27.935,22.522,27.935,0.000
1552,584.299,16.517,16.517,27.787,22.396,27.787,0.000
1553,584.690,22.686,22.686,27.639,22.271,27.639,0.000
1554,585.081,35.925,35.925,27.491,22.146,27.491,0.000
1555,585.472,19.987,19.987,27.344,22.021,27.344,0.000
1556,585.863,22.040,22.040,27.197,21.896,27.197,0.000
1557,586.254,29.453,29.453,27.051,21.771,27.051,0.000
1558,586.645,19.686,19.686,26.905,21.646,26.905,0.000
1559,587.036,35.279,35.279,26.759,21.521,26.759,0.000
1560,587.427,19.339,19.339,26.614,21.395,26.614,0.000
1561,587.819,28.572,28.572,26.470,21.270,26.470,0.000
1562,588.210,15.982,15.982,26.326,21.145,26.326,0.000
1563,588.601,22.750,22.750,26.182,21.020,26.182,0.000
1564,588.992,23.099,23.099,26.039,20.895,26.039,0.000
1565,589.383,41.334,41.334,25.897,20.770,25.897,0.000
1566,589.774,26.040,26.040,25.755,20.645,25.755,0.000
1567,590.166,18.982,18.982,25.614,20.520,25.614,0.000
1568,590.557,19.749,19.749,25.473,20.395,25.473,0.000
1569,590.948,23.105,23.105,25.333,20.269,25.333,0.000
1570,591.339,24.747,24.747,25.193,20.144,25.193,0.000
1571,591.730,12.514,12.514,25.053,20.019,25.053,0.000
1572,592.122,24.688,24.688,24.915,19.894,24.915,0.000
1573,592.513,22.044,22.044,24.776,19.769,24.776,0.000
1574,592.904,33.336,33.336,24.638,19.644,24.638,0.000
1575,593.296,14.218,14.218,24.500,19.519,24.500,0.000
1576,593.687,14.222,14.222,24.363,19.394,24.363,0.000
1577,594.078,14.631,14.631,24.226,19.268,24.226,0.000
1578,594.470,21.813,21.813,24.089,19.143,24.089,0.000
1579,594.861,21.983,21.983,23.952,19.018,23.952,0.000
1580,595.252,26.694,26.694,23.815,18.893,23.815,0.000
1581,595.644,34.866,34.866,23.679,18.768,23.679,0.000
1582,596.035,14.103,14.103,23.542,18.643,23.542,0.000
1583,596.427,17.103,17.103,23.405,18.518,23.405,0.000
1584,596.818,12.807,12.807,23.268,18.393,23.268,0.000
1585,597.210,33.279,33.279,23.131,18.267,23.131,0.000
1586,597.601,21.279,21.279,22.994,18.142,22.994,0.000
1587,597.993,8.165,8.165,22.856,18.017,22.856,0.000
1588,598.384,17.870,17.870,22.718,17.892,22.718,0.000
1589,598.776,12.754,12.754,22.580,17.767,22.580,0.000
1590,599.167,25.750,25.750,22.440,17.642,22.440,0.000
1591,599.559,17.396,17.396,22.301,17.517,22.301,0.000
1592,599.950,26.868,26.868,22.161,17.392,22.161,0.000
1593,600.342,13.516,13.516,22.020,17.267,22.020,0.000
1594,600.733,25.101,25.101,21.878,17.141,21.878,0.000
1595,601.125,14.572,14.572,21.735,17.016,21.735,0.000
1596,601.517,27.338,27.338,21.592,16.891,21.592,0.000
1597,601.908,27.339,27.339,21.447,16.766,21.447,0.000
1598,602.300,5.039,5.039,21.302,16.641,21.302,0.000
1599,602.692,16.516,16.516,21.155,16.516,21.155,0.000
1600,603.083,18.220,18.220,21.008,16.391,21.008,0.000
1601,603.475,18.395,18.395,20.859,16.266,20.859,0.000
1602,603.867,22.572,22.572,20.709,16.140,20.709,0.000
1603,604.258,7.690,7.690,20.558,16.015,20.558,0.000
1604,604.650,17.042,17.042,20.405,15.890,20.405,0.000
1605,605.042,15.864,15.864,20.252,15.765,20.252,0.000
1606,605.434,25.629,25.629,20.097,15.640,20.097,0.000
1607,605.826,14.391,14.391,19.940,15.515,19.940,0.000
1608,606.217,3.457,3.457,19.783,15.390,19.783,0.000
1609,606.609,6.862,6.862,19.624,15.265,19.624,0.000
1610,607.001,10.752,10.752,19.463,15.139,19.463,0.000
1611,607.393,16.217,16.217,19.302,15.014,19.302,0.000
1612,607.785,15.978,15.978,19.139,14.889,19.139,0.000
1613,608.177,27.804,27.804,18.974,14.764,18.974,0.000
1614,608.568,27.980,27.980,18.808,14.639,18.808,0.000
1615,608.960,16.450,16.450,18.641,14.514,18.641,0.000
1616,609.352,10.158,10.158,18.472,14.389,18.472,0.000
1617,609.744,8.809,8.809,18.302,14.264,18.302,0.000
1618,610.136,10.572,10.572,18.131,14.139,18.131,0.000
1619,610.528,29.864,29.864,17.959,14.013,17.959,0.000
1620,610.920,21.395,21.395,17.785,13.888,17.785,0.000
1621,611.312,20.747,20.747,17.610,13.763,17.610,0.000
1622,611.704,4.514,4.514,17.434,13.638,17.434,0.000
1623,612.096,12.804,12.804,17.256,13.513,17.256,0.000
1624,612.488,20.862,20.862,17.078,13.388,17.078,0.000
1625,612.880,15.508,15.508,16.898,13.263,16.898,0.000
1626,613.272,19.393,19.393,16.718,13.138,16.718,0.000
1627,613.664,20.217,20.217,16.537,13.012,16.537,0.000
1628,614.056,25.037,25.037,16.354,12.887,16.354,0.000
1629,614.449,18.978,18.978,16.171,12.762,16.171,0.000
1630,614.841,16.213,16.213,15.987,12.637,15.987,0.000
1631,615.233,12.450,12.450,15.802,12.512,15.802,0.000
1632,615.625,14.802,14.802,15.617,12.387,15.617,0.000
1633,616.017,19.921,19.921,15.431,12.262,15.431,0.000
1634,616.409,17.391,17.391,15.245,12.137,15.245,0.000
1635,616.801,24.215,24.215,15.058,12.011,15.058,0.000
1636,617.194,11.976,11.976,14.870,11.886,14.870,0.000
1637,617.586,12.739,12.739,14.683,11.761,14.683,0.000
1638,617.978,7.859,7.859,14.495,11.636,14.495,0.000
1639,618.370,7.039,7.039,14.306,11.511,14.306,0.000
1640,618.763,21.565,21.565,14.118,11.386,14.118,0.000
1641,619.155,6.800,6.800,13.930,11.261,13.930,0.000
1642,619.547,12.916,12.916,13.741,11.136,13.741,0.000
1643,619.940,4.154,4.154,13.553,11.011,13.553,0.000
1644,620.332,11.857,11.857,13.365,10.885,13.365,0.000
1645,620.724,3.035,3.035,13.176,10.760,13.176,0.000
1646,621.117,15.683,15.683,12.989,10.635,12.989,0.000
1647,621.509,17.857,17.857,12.801,10.510,12.801,0.000
1648,621.901,19.622,19.622,12.614,10.385,12.614,0.000
1649,622.294,25.150,25.150,12.427,10.260,12.427,0.000
1650,622.686,14.917,14.917,12.241,10.135,12.241,0.000
1651,623.079,6.209,6.209,12.055,10.010,12.055,0.000
1652,623.471,5.330,5.330,11.870,9.884,11.870,0.000
1653,623.864,3.211,3.211,11.685,9.759,11.685,0.000
1654,624.256,5.622,5.622,11.501,9.634,11.501,0.000
1655,624.649,1.916,1.916,11.318,9.509,11.318,0.000
1656,625.041,7.391,7.391,11.136,9.384,11.136,0.000
1657,625.434,9.565,9.565,10.954,9.259,10.954,0.000
1658,625.826,15.211,15.211,10.773,9.134,10.773,0.000
1659,626.219,13.092,13.092,10.593,9.009,10.593,0.000
1660,626.611,11.916,11.916,10.414,8.883,10.414,0.000
1661,627.004,4.739,4.739,10.236,8.758,10.236,0.000
1662,627.396,15.624,15.624,10.059,8.633,10.059,0.000
1663,627.789,3.679,3.679,9.883,8.508,9.883,0.000
1664,628.182,6.033,6.033,9.708,8.383,9.708,0.000
1665,628.574,11.796,11.796,9.534,8.258,9.534,0.000
1666,628.967,9.622,9.622,9.361,8.133,9.361,0.000
1667,629.360,3.149,3.149,9.189,8.008,9.189,0.000
1668,629.752,10.739,10.739,9.018,7.883,9.018,0.000
1669,630.145,12.736,12.736,8.849,7.757,8.849,0.000
1670,630.538,6.327,6.327,8.680,7.632,8.680,0.000
1671,630.930,5.383,5.383,8.513,7.507,8.513,0.000
1672,631.323,16.086,16.086,8.346,7.382,8.346,0.000
1673,631.716,9.444,9.444,8.181,7.257,8.181,0.000
1674,632.109,0.088,0.088,8.017,7.132,8.017,0.000
1675,632.501,6.325,6.325,7.854,7.007,7.854,0.000
1676,632.894,8.679,8.679,7.692,6.882,7.692,0.000
1677,633.287,9.738,9.738,7.532,6.756,7.532,0.000
1678,633.680,8.033,8.033,7.372,6.631,7.372,0.000
1679,634.073,1.385,1.385,7.213,6.506,7.213,0.000
1680,634.466,7.327,7.327,7.056,6.381,7.056,0.000
1681,634.858,10.912,10.912,6.900,6.256,6.900,0.000
1682,635.251,4.969,4.969,6.744,6.131,6.744,0.000
1683,635.644,0.000,-0.028,6.590,6.006,6.590,0.000
1684,636.037,3.739,3.739,6.437,5.881,6.437,0.000
1685,636.430,5.969,5.969,6.285,5.756,6.285,0.000
1686,636.823,12.971,12.971,6.134,5.630,6.134,0.000
1687,637.216,7.563,7.563,5.984,5.505,5.984,0.000
1688,637.609,7.556,7.556,5.834,5.380,5.834,0.000
1689,638.002,11.207,11.207,5.686,5.255,5.686,0.000
1690,638.395,5.736,5.736,5.539,5.130,5.539,0.000
1691,638.788,4.736,4.736,5.392,5.005,5.392,0.000
1692,639.181,1.910,1.910,5.247,4.880,5.247,0.000
1693,639.574,3.503,3.503,5.102,4.755,5.102,0.000
1694,639.967,8.914,8.914,4.958,4.629,4.958,0.000
1695,640.360,0.000,-0.262,4.815,4.504,4.815,0.000
1696,640.753,2.268,2.268,4.673,4.379,4.673,0.000
1697,641.146,2.851,2.851,4.532,4.254,4.532,0.000
1698,641.540,8.734,8.734,4.391,4.129,4.391,0.000
1699,641.933,1.145,1.145,4.251,4.004,4.251,0.000
1700,642.326,10.439,10.439,4.112,3.879,4.112,0.000
1701,642.719,0.499,0.499,3.973,3.754,3.973,0.000
1702,643.112,6.556,6.556,3.835,3.628,3.835,0.000
1703,643.505,6.206,6.206,3.698,3.503,3.698,0.000
1704,643.899,0.677,0.677,3.561,3.378,3.561,0.000
1705,644.292,0.499,0.499,3.425,3.253,3.425,0.000
1706,644.685,0.000,-1.796,3.290,3.128,3.290,0.000
1707,645.078,5.029,5.029,3.155,3.003,3.155,0.000
1708,645.472,3.264,3.264,3.020,2.878,3.020,0.000
1709,645.865,0.000,-0.971,2.886,2.753,2.886,0.000
1710,646.258,0.262,0.262,2.753,2.628,2.753,0.000
1711,646.651,3.026,3.026,2.620,2.502,2.620,0.000
1712,647.045,5.084,5.084,2.487,2.377,2.487,0.000
1713,647.438,5.147,5.147,2.355,2.252,2.355,0.000
1714,647.832,0.262,0.262,2.224,2.127,2.224,0.000
1715,648.225,8.965,8.965,2.092,2.002,2.092,0.000
1716,648.618,6.560,6.560,1.961,1.877,1.961,0.000
1717,649.012,0.000,-2.383,1.831,1.752,1.831,0.000
1718,649.405,9.382,9.382,1.701,1.627,1.701,0.000
1719,649.799,0.000,-0.972,1.571,1.501,1.571,0.000
1720,650.192,2.793,2.793,1.441,1.376,1.441,0.000
1721,650.585,3.558,3.558,1.312,1.251,1.312,0.000
1722,650.979,6.204,6.204,1.183,1.126,1.183,0.000
1723,651.372,1.149,1.149,1.054,1.001,1.054,0.000
1724,651.766,3.321,3.321,0.926,0.876,0.926,0.000
1725,652.159,5.675,5.675,0.797,0.751,0.797,0.000
1726,652.553,2.264,2.264,0.669,0.626,0.669,0.000
1727,652.947,2.912,2.912,0.542,0.500,0.542,0.000
1728,653.340,2.617,2.617,0.414,0.375,0.414,0.000
1729,653.734,1.147,1.147,0.287,0.250,0.287,0.000
1730,654.127,0.000,-0.444,0.159,0.125,0.159,0.000
1731,654.521,0.000,-1.796,0.033,0.000,0.033,0.000
1732,654.914,0.000,-2.561,0.031,0.000,0.031,0.000
1733,655.308,5.558,5.558,0.029,0.000,0.029,0.000
1734,655.702,8.910,8.910,0.028,0.000,0.028,0.000
1735,656.095,6.029,6.029,0.027,0.000,0.027,0.000
1736,656.489,7.910,7.910,0.026,0.000,0.026,0.000
1737,656.883,5.325,5.325,0.025,0.000,0.025,0.000
1738,657.277,7.149,7.149,0.024,0.000,0.024,0.000
1739,657.670,5.086,5.086,0.024,0.000,0.024,0.000
1740,658.064,0.000,-4.677,0.023,0.000,0.023,0.000
1741,658.458,3.617,3.617,0.023,0.000,0.023,0.000
1742,658.852,3.084,3.084,0.023,0.000,0.023,0.000
1743,659.245,0.000,-2.323,0.023,0.000,0.023,0.000
1744,659.639,2.147,2.147,0.023,0.000,0.023,0.000
1745,660.033,5.734,5.734,0.023,0.000,0.023,0.000
1746,660.427,0.000,-4.501,0.023,0.000,0.023,0.000
1747,660.821,10.617,10.617,0.024,0.000,0.024,0.000
1748,661.214,4.912,4.912,0.024,0.000,0.024,0.000
1749,661.608,0.000,-6.029,0.025,0.000,0.025,0.000
1750,662.002,18.554,18.554,0.026,0.000,0.026,0.000
1751,662.396,0.207,0.207,0.027,0.000,0.027,0.000
1752,662.790,6.675,6.675,0.028,0.000,0.028,0.000
1753,663.184,0.000,-5.503,0.029,0.000,0.029,0.000
1754,663.578,1.793,1.793,0.030,0.000,0.030,0.000
1755,663.972,5.143,5.143,0.031,0.000,0.031,0.000
1756,664.366,6.793,6.793,0.033,0.000,0.033,0.000
1757,664.760,5.971,5.971,0.035,0.000,0.035,0.000
1758,665.154,0.000,-2.974,0.036,0.000,0.036,0.000
1759,665.548,3.850,3.850,0.038,0.000,0.038,0.000
1760,665.942,0.145,0.145,0.041,0.000,0.041,0.000
1761,666.336,0.000,-1.796,0.043,0.000,0.043,0.000
1762,666.730,0.000,-1.679,0.045,0.000,0.045,0.000
1763,667.124,0.000,-6.327,0.048,0.000,0.048,0.000
1764,667.518,0.000,-4.383,0.050,0.000,0.050,0.000
1765,667.912,0.000,-1.266,0.053,0.000,0.053,0.000
1766,668.306,0.851,0.851,0.056,0.000,0.056,0.000
