ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-Pb,pile-up
315,113.879,116882.785,116882.785,121114.352,121251.122,102357.737,18425.871,0.034,467.514
316,114.263,117569.456,117569.456,121110.676,121247.459,102354.645,18425.314,0.024,467.500
317,114.647,118244.230,118244.230,121107.002,121243.797,102351.553,18424.757,0.017,467.486
318,115.031,118239.256,118239.256,121103.331,121240.134,102348.461,18424.201,0.012,467.472
319,115.415,117416.218,117416.218,121099.660,121236.471,102345.369,18423.644,0.008,467.457
320,115.799,117819.044,117819.044,121095.991,121232.808,102342.277,18423.088,0.006,467.443
321,116.183,118882.599,118882.599,121086.621,121229.145,102339.185,18422.531,0.004,467.429
322,116.567,118156.972,118156.972,121082.812,121225.483,102336.093,18421.974,0.003,467.415
323,116.950,118610.179,118610.179,121079.144,121221.820,102333.001,18421.418,0.002,467.401
324,117.334,118635.353,118635.353,121075.477,121218.157,102329.909,18420.861,0.001,467.387
325,117.718,119438.108,119438.108,121071.810,121214.494,102326.817,18420.304,0.001,467.373
326,118.102,119372.870,119372.870,121068.143,121210.831,102323.725,18419.748,0.001,467.359
327,118.486,119362.870,119362.870,121064.476,121207.168,102320.633,18419.191,0.000,467.345
328,118.870,119415.553,119415.553,121060.809,121203.506,102317.541,18418.635,0.000,467.330
329,119.254,120424.908,120424.908,121057.143,121199.843,102314.449,18418.078,0.000,467.316
330,119.638,120291.688,120291.688,121053.476,121196.180,102311.356,18417.521,0.000,467.302
331,120.022,119647.696,119647.696,121034.029,121192.517,102308.264,18416.965,0.000,467.288
332,120.406,119899.773,119899.773,121017.851,121188.854,102305.172,18416.408,0.000,467.274
333,120.790,120509.921,120509.921,121014.184,121185.192,102302.080,18415.852,0.000,467.260
334,121.174,119846.644,119846.644,121010.516,121181.529,102298.988,18415.295,0.000,467.246
335,121.558,120055.038,120055.038,121006.849,121177.866,102295.896,18414.738,0.000,467.232
336,121.942,120225.463,120225.463,121003.181,121174.203,102292.804,18414.182,0.000,467.217
337,122.326,121476.412,121476.412,120999.514,121170.540,102289.712,18413.625,0.000,467.203
338,122.710,120798.650,120798.650,120995.846,121166.878,102286.620,18413.068,0.000,467.189
339,123.095,120849.959,120849.959,120992.179,121163.215,102283.528,18412.512,0.000,467.175
340,123.479,120520.514,120520.514,120988.511,121159.552,102280.436,18411.955,0.000,467.161
341,123.863,121285.980,121285.980,120987.916,121155.889,102277.344,18411.399,0.000,467.147
342,124.247,121093.386,121093.386,121002.703,121152.226,102274.252,18410.842,0.000,467.133
343,124.631,121085.476,121085.476,120999.036,121148.563,102271.160,18410.285,0.000,467.119
344,125.015,120810.044,120810.044,120995.370,121144.901,102268.067,18409.729,0.000,467.104
345,125.399,121406.218,121406.218,120991.703,121141.238,102264.975,18409.172,0.000,467.090
346,125.783,121421.882,121421.882,120988.036,121137.575,102261.883,18408.616,0.000,467.076
347,126.168,121690.954,121690.954,120984.369,121133.912,102258.791,18408.059,0.000,467.062
348,126.552,121869.430,121869.430,120980.702,121130.249,102255.699,18407.502,0.000,467.048
349,126.936,121822.998,121822.998,120977.035,121126.587,102252.607,18406.946,0.000,467.034
350,127.320,121883.934,121883.934,120973.368,121122.924,102249.515,18406.389,0.000,467.020
351,127.704,121975.044,121975.044,120969.701,121119.261,102246.423,18405.832,0.000,467.006
352,128.089,122372.166,122372.166,120946.352,121115.598,102243.331,18405.276,0.000,466.991
353,128.473,122433.468,122433.468,120935.427,121111.935,102240.239,18404.719,0.000,466.977
354,128.857,122608.056,122608.056,120931.760,121108.273,102237.147,18404.163,0.000,466.963
355,129.241,122206.624,122206.624,120928.092,121104.610,102234.055,18403.606,0.000,466.949
356,129.626,122141.721,122141.721,120963.500,121140.022,102263.949,18408.987,0.000,467.086
357,130.010,122751.514,122751.514,120998.907,121175.435,102293.844,18414.369,0.000,467.222
358,130.394,122268.941,122268.941,121034.315,121210.847,102323.738,18419.750,0.000,467.359
359,130.778,122421.335,122421.335,121069.723,121246.260,102353.633,18425.132,0.000,467.495
360,131.163,122559.133,122559.133,121105.131,121281.672,102383.527,18430.513,0.000,467.632
361,131.547,122029.870,122029.870,121140.538,121317.085,102413.422,18435.895,0.000,467.768
362,131.931,122840.404,122840.404,121183.877,121352.497,102443.316,18441.276,0.000,467.905
363,132.316,122770.818,122770.818,121236.029,121387.910,102473.211,18446.658,0.000,468.041
364,132.700,122458.675,122458.675,121271.437,121423.323,102503.106,18452.039,0.000,468.178
365,133.084,123022.230,123022.230,121306.846,121458.735,102533.000,18457.421,0.000,468.314
366,133.469,123389.831,123389.831,121342.254,121494.148,102562.895,18462.802,0.000,468.451
367,133.853,122535.392,122535.392,121377.663,121529.560,102592.789,18468.183,0.000,468.588
368,134.238,122482.366,122482.366,121413.071,121564.973,102622.684,18473.565,0.000,468.724
369,134.622,122275.959,122275.959,121448.479,121600.385,102652.578,18478.946,0.000,468.861
370,135.006,122664.663,122664.663,121483.888,121635.798,102682.473,18484.328,0.000,468.997
371,135.391,122428.599,122428.599,121519.296,121671.210,102712.367,18489.709,0.000,469.134
372,135.775,122628.417,122628.417,121554.705,121706.623,102742.262,18495.091,0.000,469.270
373,136.160,122907.793,122907.793,121590.842,121742.035,102772.157,18500.472,0.000,469.407
374,136.544,122880.701,122880.701,121626.318,121777.448,102802.051,18505.854,0.000,469.543
375,136.929,123254.837,123254.837,121661.727,121812.860,102831.946,18511.236,0.000,469.680
376,137.313,123306.340,123306.340,121697.136,121848.273,102861.840,18516.617,0.000,469.816
377,137.697,122713.108,122713.108,121732.544,121883.686,102891.735,18521.999,0.000,469.953
378,138.082,122860.624,122860.624,121767.953,121919.098,102921.629,18527.381,0.000,470.090
379,138.466,122361.075,122361.075,121803.362,121954.511,102951.524,18532.763,0.000,470.226
380,138.851,122549.404,122549.404,121838.771,121989.923,102981.418,18538.145,0.000,470.363
381,139.235,122853.166,122853.166,121874.181,122025.336,103011.313,18543.527,0.000,470.499
382,139.620,122066.062,122066.062,121909.590,122060.748,103041.207,18548.910,0.000,470.636
383,140.005,122681.315,122681.315,121933.002,122096.161,103071.102,18554.292,0.000,470.772
384,140.389,122962.044,122962.044,121956.970,122131.573,103100.997,18559.676,0.000,470.909
385,140.774,122638.146,122638.146,121992.380,122166.986,103130.891,18565.059,0.000,471.045
386,141.158,122010.767,122010.767,122027.791,122202.398,103160.786,18570.444,0.000,471.182
387,141.543,122658.146,122658.146,122063.202,122237.811,103190.680,18575.828,0.000,471.318
388,141.927,122619.069,122619.069,122098.615,122273.223,103220.575,18581.214,0.000,471.455
389,142.312,122977.599,122977.599,122134.028,122308.636,103250.469,18586.602,0.000,471.591
390,142.697,122922.675,122922.675,122169.443,122344.049,103280.364,18591.990,0.000,471.728
391,143.081,122642.185,122642.185,122204.860,122379.461,103310.259,18597.381,0.000,471.865
392,143.466,122386.701,122386.701,122240.279,122414.874,103340.153,18602.773,0.000,472.001
393,143.851,123035.069,123035.069,122278.610,122450.286,103370.048,18608.169,0.000,472.138
394,144.235,122733.773,122733.773,122337.213,122485.699,103399.942,18613.568,0.000,472.274
395,144.620,122950.760,122950.760,122372.643,122521.111,103429.837,18618.972,0.000,472.411
396,145.005,123022.747,123022.747,122408.080,122556.524,103459.732,18624.381,0.000,472.547
397,145.389,122574.650,122574.650,122443.523,122591.936,103489.627,18629.797,0.000,472.684
398,145.774,122640.346,122640.346,122478.975,122627.349,103519.521,18635.222,0.000,472.820
399,146.159,122761.320,122761.320,122514.437,122662.761,103549.416,18640.656,0.000,472.957
400,146.543,122330.811,122330.811,122549.911,122698.174,103579.311,18646.103,0.000,473.093
401,146.928,122780.714,122780.714,122585.401,122733.586,103609.206,18651.566,0.000,473.230
402,147.313,122898.450,122898.450,122620.910,122768.999,103639.101,18657.047,0.000,473.367
403,147.698,122467.269,122467.269,122656.441,122804.412,103668.997,18662.550,0.000,473.503
404,148.082,122613.829,122613.829,122675.008,122839.824,103698.892,18668.082,0.000,473.640
405,148.467,122723.514,122723.514,122703.796,122875.237,103728.788,18673.646,0.000,473.776
406,148.852,123251.197,123251.197,122739.428,122910.649,103758.684,18679.251,0.000,473.913
407,149.237,123202.417,123202.417,122775.110,122946.062,103788.580,18684.904,0.000,474.049
408,149.622,123119.062,123119.062,122810.850,122981.474,103818.476,18690.616,0.000,474.186
409,150.006,123208.120,123208.120,122846.661,123016.887,103848.374,18696.398,0.000,474.322
410,150.391,123698.172,123698.172,122882.556,123052.299,103878.271,18702.264,0.000,474.459
411,150.776,122624.468,122624.468,122918.553,123087.712,103908.170,18708.230,0.000,474.596
412,151.161,123577.985,123577.985,122954.669,123123.124,103938.069,18714.315,0.000,474.732
413,151.546,124112.972,124112.972,122990.929,123158.537,103967.969,18720.543,0.000,474.869
414,151.931,123835.320,123835.320,123035.842,123193.950,103997.870,18726.938,0.000,475.005
415,152.315,123466.721,123466.721,123090.537,123229.362,104027.773,18733.533,0.000,475.142
416,152.700,123190.256,123190.256,123127.405,123264.775,104057.678,18740.364,0.000,475.278
417,153.085,123996.791,123996.791,123164.551,123300.187,104087.584,18747.471,0.000,475.415
418,153.470,123196.599,123196.599,123202.026,123335.600,104117.493,18754.904,0.000,475.552
419,153.855,123711.688,123711.688,123239.886,123371.012,104147.406,18762.719,0.000,475.688
420,154.240,123843.507,123843.507,123278.196,123406.425,104177.321,18770.981,0.000,475.825
421,154.625,123813.481,123813.481,123317.031,123441.837,104207.241,18779.764,0.000,475.961
422,155.010,123801.159,123801.159,123356.479,123477.250,104237.165,18789.154,0.000,476.098
423,155.395,124007.622,124007.622,123396.637,123512.662,104267.095,18799.249,0.000,476.235
424,155.780,123723.371,123723.371,123437.619,123548.075,104297.032,18810.162,0.000,476.372
425,156.165,123880.366,123880.366,123480.526,123583.487,104326.977,18822.019,0.000,476.508
426,156.550,124023.223,124023.223,123523.636,123618.900,104356.931,18834.967,0.000,476.645
427,156.935,124307.901,124307.901,123567.936,123654.313,104386.896,18849.168,0.000,476.782
428,157.320,123499.146,123499.146,123613.688,123689.725,104416.874,18864.810,0.000,476.919
429,157.705,124436.029,124436.029,123661.104,123725.138,104446.866,18882.100,0.000,477.056
430,158.090,124047.062,124047.062,123710.421,123760.550,104476.876,18901.275,0.000,477.193
431,158.475,123925.778,123925.778,123761.906,123795.963,104506.905,18922.597,0.000,477.330
432,158.860,124773.507,124773.507,123815.856,123831.375,104536.957,18946.362,0.000,477.467
433,159.245,124315.003,124315.003,123872.603,123866.788,104567.036,18972.896,0.000,477.605
434,159.630,124215.320,124215.320,123932.515,123902.200,104597.145,19002.566,0.000,477.742
435,160.015,124907.016,124907.016,123981.952,123937.613,104627.289,19035.775,0.000,477.880
436,160.400,124770.829,124770.829,124037.461,123973.025,104657.473,19072.970,0.000,478.018
437,160.785,125201.952,125201.952,124109.497,124008.438,104687.703,19114.642,0.000,478.156
438,161.170,125283.681,125283.681,124186.603,124043.850,104717.985,19161.332,0.000,478.294
439,161.556,125243.016,125243.016,124269.379,124079.263,104748.326,19213.633,0.000,478.433
440,161.941,124839.798,124839.798,124358.478,124114.676,104778.736,19272.189,0.000,478.572
441,162.326,125273.011,125273.011,124454.615,124150.088,104809.222,19337.704,0.000,478.711
442,162.711,125317.745,125317.745,124558.560,124185.501,104839.794,19410.942,0.000,478.851
443,163.096,124890.604,124890.604,124671.152,124220.913,104870.465,19492.728,0.000,478.991
444,163.481,124977.410,124977.410,124793.292,124256.326,104901.246,19583.951,0.000,479.131
445,163.867,125634.880,125634.880,124929.525,124291.738,104932.152,19685.567,0.000,479.272
446,164.252,126355.868,126355.868,125093.450,124327.151,104963.196,19798.599,0.000,479.414
447,164.637,125748.313,125748.313,125250.330,124362.563,104994.396,19924.141,0.000,479.557
448,165.022,125554.404,125554.404,125421.056,124397.976,105025.771,20063.353,0.000,479.700
449,165.407,126313.236,126313.236,125606.878,124433.388,105057.339,20217.466,0.000,479.844
450,165.793,126070.990,126070.990,125809.116,124468.801,105089.123,20387.779,0.000,479.989
451,166.178,126677.745,126677.745,126029.159,124504.213,105121.146,20575.657,0.000,480.136
452,166.563,126672.681,126672.681,126268.464,124539.626,105153.435,20782.530,0.000,480.283
453,166.948,127267.532,127267.532,126528.550,124575.039,105186.016,21009.890,0.000,480.432
454,167.334,127334.507,127334.507,126810.996,124610.451,105218.919,21259.286,0.000,480.582
455,167.719,127763.765,127763.765,127117.435,124645.864,105252.178,21532.318,0.000,480.734
456,168.104,127745.261,127745.261,127426.160,124681.276,105285.827,21830.634,0.000,480.888
457,168.490,128680.487,128680.487,127778.713,124716.689,105319.902,22155.920,0.000,481.044
458,168.875,128070.694,128070.694,128167.382,124752.101,105354.444,22509.894,0.000,481.201
459,169.260,129197.507,129197.507,128586.989,124787.514,105389.495,22894.295,0.000,481.361
460,169.646,128664.939,128664.939,129039.332,124822.926,105425.099,23310.876,0.000,481.524
461,170.031,129536.287,129536.287,129526.210,124858.339,105461.305,23761.387,0.000,481.689
462,170.416,129521.417,129521.417,130049.414,124893.751,105498.162,24247.571,0.000,481.858
463,170.802,130352.635,130352.635,130610.713,124929.164,105535.723,24771.141,0.000,482.029
464,171.187,130137.990,130137.990,131211.839,124964.576,105574.045,25333.776,0.000,482.204
465,171.572,130579.042,130579.042,131854.473,124999.989,105613.184,25937.097,0.000,482.383
466,171.958,131486.274,131486.274,132546.496,125035.402,105653.203,26582.658,0.000,482.566
467,172.343,132874.164,132874.164,133286.678,125070.814,105694.163,27271.927,0.000,482.753
468,172.729,132765.203,132765.203,134063.177,125106.227,105736.131,28006.270,0.000,482.945
469,173.114,133615.152,133615.152,134887.077,125141.639,105779.174,28786.934,0.000,483.141
470,173.500,133996.397,133996.397,135759.560,125177.052,105823.363,29615.032,0.000,483.343
471,173.885,134957.926,134957.926,136681.658,125212.464,105868.769,30491.521,0.000,483.550
472,174.271,135592.990,135592.990,137654.234,125247.877,105915.465,31417.191,0.000,483.764
473,174.656,136284.300,136284.300,138677.968,125283.289,105963.528,32392.647,0.000,483.983
474,175.042,137302.346,137302.346,139753.340,125318.702,106013.032,33418.294,0.000,484.209
475,175.427,138428.152,138428.152,140880.617,125354.114,106064.056,34494.318,0.000,484.442
476,175.813,139146.597,139146.597,142059.566,125389.527,106116.678,35620.682,0.000,484.683
477,176.198,140490.190,140490.190,143270.974,125424.939,106170.975,36797.104,0.000,484.931
478,176.584,142034.706,142034.706,144553.225,125460.352,106227.027,38023.053,0.000,485.187
479,176.969,142839.648,142839.648,145886.054,125495.765,106284.912,39297.737,0.000,485.451
480,177.355,144610.564,144610.564,147268.478,125531.177,106344.707,40620.098,0.000,485.724
481,177.740,144655.100,144655.100,148699.245,125566.590,106406.489,41988.805,0.000,486.006
482,178.126,146567.177,146567.177,150176.826,125602.002,106470.335,43402.254,0.000,486.298
483,178.511,147819.765,147819.765,151699.413,125637.415,106536.316,44858.564,0.000,486.599
484,178.897,149205.254,149205.254,153264.928,125672.827,106604.505,46355.583,0.000,486.911
485,179.283,151348.216,151348.216,154871.017,125708.240,106674.971,47890.889,0.000,487.233
486,179.668,152872.532,152872.532,156515.065,125743.652,106747.780,49461.801,0.000,487.565
487,180.054,154256.681,154256.681,158151.757,125779.065,106822.994,51065.383,0.000,487.909
488,180.439,155990.113,155990.113,159838.947,125814.477,106900.674,52698.462,0.000,488.264
489,180.825,158837.113,158837.113,161578.683,125849.890,106980.874,54357.639,0.000,488.630
490,181.211,159757.880,159757.880,163343.492,125885.302,107063.646,56039.304,0.000,489.008
491,181.596,160844.461,160844.461,165129.623,125920.715,107149.035,57739.662,0.000,489.398
492,181.982,162982.423,162982.423,166933.150,125956.128,107237.083,59454.746,0.000,489.800
493,182.368,165050.203,165050.203,168750.001,125991.540,107327.827,61180.444,0.000,490.215
494,182.753,167358.300,167358.300,170575.972,126026.953,107421.298,62912.525,0.000,490.642
495,183.139,168661.499,168661.499,172406.761,126062.365,107517.519,64646.659,0.000,491.081
496,183.525,171750.584,171750.584,174237.992,126097.778,107616.512,66378.453,0.000,491.533
497,183.911,172833.816,172833.816,176063.051,126133.190,107718.288,68103.469,0.000,491.998
498,184.296,175043.816,175043.816,177875.908,126168.603,107822.855,69817.259,0.000,492.476
499,184.682,178013.512,178013.512,179681.887,126204.015,107930.215,71515.395,0.000,492.966
500,185.068,179541.673,179541.673,181470.624,126239.428,108040.361,73193.490,0.000,493.469
501,185.454,181453.906,181453.906,183237.799,126274.840,108153.283,74847.234,0.000,493.985
