ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-Pb,pile-up
7597,3100.615,0.852,0.852,0.010,0.000,0.000,0.000,0.000,0.010
7598,3101.030,1.568,1.568,0.010,0.000,0.000,0.000,0.000,0.010
7599,3101.444,0.000,-0.864,0.010,0.000,0.000,0.000,0.000,0.010
7600,3101.859,2.284,2.284,0.010,0.000,0.000,0.000,0.000,0.010
7601,3102.274,0.000,-0.716,0.010,0.000,0.000,0.000,0.000,0.010
7602,3102.689,1.284,1.284,0.010,0.000,0.000,0.000,0.000,0.010
7603,3103.103,1.284,1.284,0.010,0.000,0.000,0.000,0.000,0.010
7604,3103.518,0.000,-0.864,0.010,0.000,0.000,0.000,0.000,0.010
7605,3103.933,0.000,-1.148,0.010,0.000,0.000,0.000,0.000,0.010
7606,3104.347,0.568,0.568,0.010,0.000,0.000,0.000,0.000,0.010
7607,3104.762,0.000,-0.432,0.010,0.000,0.000,0.000,0.000,0.010
7608,3105.177,1.000,1.000,0.010,0.000,0.000,0.000,0.000,0.010
7609,3105.591,0.136,0.136,0.010,0.000,0.000,0.000,0.000,0.010
7610,3106.006,2.284,2.284,0.010,0.000,0.000,0.000,0.000,0.010
7611,3106.421,0.000,-1.864,0.010,0.000,0.000,0.000,0.000,0.010
7612,3106.835,0.000,-2.864,0.010,0.000,0.000,0.000,0.000,0.010
7613,3107.250,0.000,-2.297,0.010,0.000,0.000,0.000,0.000,0.010
7614,3107.665,0.000,-0.864,0.010,0.000,0.000,0.000,0.000,0.010
7615,3108.079,0.000,-1.864,0.010,0.000,0.000,0.000,0.000,0.010
7616,3108.494,0.000,-1.432,0.009,0.000,0.000,0.000,0.000,0.009
7617,3108.909,2.852,2.852,0.009,0.000,0.000,0.000,0.000,0.009
7618,3109.323,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7619,3109.738,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7620,3110.152,0.000,-0.148,0.009,0.000,0.000,0.000,0.000,0.009
7621,3110.567,2.284,2.284,0.009,0.000,0.000,0.000,0.000,0.009
7622,3110.982,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7623,3111.396,2.284,2.284,0.009,0.000,0.000,0.000,0.000,0.009
7624,3111.811,0.000,-1.864,0.009,0.000,0.000,0.000,0.000,0.009
7625,3112.225,0.568,0.568,0.010,0.000,0.000,0.000,0.000,0.010
7626,3112.640,0.000,-0.716,0.010,0.000,0.000,0.000,0.000,0.010
7627,3113.054,1.000,1.000,0.010,0.000,0.000,0.000,0.000,0.010
7628,3113.469,0.000,-2.148,0.010,0.000,0.000,0.000,0.000,0.010
7629,3113.883,0.000,-1.864,0.010,0.000,0.000,0.000,0.000,0.010
7630,3114.298,0.000,-0.432,0.010,0.000,0.000,0.000,0.000,0.010
7631,3114.712,1.568,1.568,0.010,0.000,0.000,0.000,0.000,0.010
7632,3115.127,0.136,0.136,0.010,0.000,0.000,0.000,0.000,0.010
7633,3115.541,0.000,-2.581,0.010,0.000,0.000,0.000,0.000,0.010
7634,3115.956,0.568,0.568,0.010,0.000,0.000,0.000,0.000,0.010
7635,3116.370,0.000,-0.864,0.009,0.000,0.000,0.000,0.000,0.009
7636,3116.785,1.568,1.568,0.009,0.000,0.000,0.000,0.000,0.009
7637,3117.199,1.568,1.568,0.009,0.000,0.000,0.000,0.000,0.009
7638,3117.614,0.000,-0.864,0.009,0.000,0.000,0.000,0.000,0.009
7639,3118.028,1.852,1.852,0.009,0.000,0.000,0.000,0.000,0.009
7640,3118.443,0.000,-1.148,0.009,0.000,0.000,0.000,0.000,0.009
7641,3118.857,0.000,-1.864,0.009,0.000,0.000,0.000,0.000,0.009
7642,3119.271,1.000,1.000,0.009,0.000,0.000,0.000,0.000,0.009
7643,3119.686,0.000,-1.581,0.009,0.000,0.000,0.000,0.000,0.009
7644,3120.100,0.000,-0.148,0.009,0.000,0.000,0.000,0.000,0.009
7645,3120.515,0.000,-4.297,0.009,0.000,0.000,0.000,0.000,0.009
7646,3120.929,4.284,4.284,0.009,0.000,0.000,0.000,0.000,0.009
7647,3121.343,2.000,2.000,0.009,0.000,0.000,0.000,0.000,0.009
7648,3121.758,0.000,-0.148,0.009,0.000,0.000,0.000,0.000,0.009
7649,3122.172,0.136,0.136,0.009,0.000,0.000,0.000,0.000,0.009
7650,3122.587,0.000,-2.148,0.009,0.000,0.000,0.000,0.000,0.009
7651,3123.001,0.000,-0.148,0.009,0.000,0.000,0.000,0.000,0.009
7652,3123.415,2.000,2.000,0.009,0.000,0.000,0.000,0.000,0.009
7653,3123.830,0.000,-1.148,0.009,0.000,0.000,0.000,0.000,0.009
7654,3124.244,3.000,3.000,0.008,0.000,0.000,0.000,0.000,0.008
7655,3124.658,0.568,0.568,0.008,0.000,0.000,0.000,0.000,0.008
7656,3125.073,0.000,-0.716,0.008,0.000,0.000,0.000,0.000,0.008
7657,3125.487,0.852,0.852,0.008,0.000,0.000,0.000,0.000,0.008
7658,3125.901,0.568,0.568,0.008,0.000,0.000,0.000,0.000,0.008
7659,3126.315,1.000,1.000,0.008,0.000,0.000,0.000,0.000,0.008
7660,3126.730,0.000,-0.581,0.008,0.000,0.000,0.000,0.000,0.008
7661,3127.144,0.000,-1.432,0.008,0.000,0.000,0.000,0.000,0.008
7662,3127.558,2.284,2.284,0.008,0.000,0.000,0.000,0.000,0.008
7663,3127.973,0.000,-2.729,0.009,0.000,0.000,0.000,0.000,0.009
7664,3128.387,1.284,1.284,0.010,0.000,0.000,0.000,0.000,0.010
7665,3128.801,0.000,-1.148,0.010,0.000,0.000,0.000,0.000,0.010
7666,3129.215,0.000,-2.581,0.010,0.000,0.000,0.000,0.000,0.010
7667,3129.630,2.000,2.000,0.010,0.000,0.000,0.000,0.000,0.010
7668,3130.044,0.000,-1.432,0.010,0.000,0.000,0.000,0.000,0.010
7669,3130.458,0.568,0.568,0.010,0.000,0.000,0.000,0.000,0.010
7670,3130.872,0.000,-0.148,0.010,0.000,0.000,0.000,0.000,0.010
7671,3131.286,0.000,-0.148,0.010,0.000,0.000,0.000,0.000,0.010
7672,3131.701,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.010
7673,3132.115,0.568,0.568,0.008,0.000,0.000,0.000,0.000,0.008
7674,3132.529,0.284,0.284,0.007,0.000,0.000,0.000,0.000,0.007
7675,3132.943,0.136,0.136,0.007,0.000,0.000,0.000,0.000,0.007
7676,3133.357,0.000,-2.297,0.007,0.000,0.000,0.000,0.000,0.007
7677,3133.771,2.568,2.568,0.007,0.000,0.000,0.000,0.000,0.007
7678,3134.186,0.000,-1.864,0.007,0.000,0.000,0.000,0.000,0.007
7679,3134.600,2.000,2.000,0.007,0.000,0.000,0.000,0.000,0.007
7680,3135.014,0.000,-0.864,0.007,0.000,0.000,0.000,0.000,0.007
7681,3135.428,4.000,4.000,0.007,0.000,0.000,0.000,0.000,0.007
7682,3135.842,2.284,2.284,0.007,0.000,0.000,0.000,0.000,0.007
7683,3136.256,2.000,2.000,0.008,0.000,0.000,0.000,0.000,0.008
7684,3136.670,0.000,-2.864,0.008,0.000,0.000,0.000,0.000,0.008
7685,3137.084,0.568,0.568,0.008,0.000,0.000,0.000,0.000,0.008
7686,3137.498,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7687,3137.913,0.000,-0.148,0.008,0.000,0.000,0.000,0.000,0.008
7688,3138.327,3.136,3.136,0.008,0.000,0.000,0.000,0.000,0.008
7689,3138.741,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7690,3139.155,0.000,-0.581,0.008,0.000,0.000,0.000,0.000,0.008
7691,3139.569,0.000,-0.716,0.008,0.000,0.000,0.000,0.000,0.008
7692,3139.983,1.568,1.568,0.008,0.000,0.000,0.000,0.000,0.008
7693,3140.397,1.568,1.568,0.009,0.000,0.000,0.000,0.000,0.009
7694,3140.811,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.009
7695,3141.225,0.000,-1.432,0.009,0.000,0.000,0.000,0.000,0.009
7696,3141.639,0.000,-1.297,0.009,0.000,0.000,0.000,0.000,0.009
7697,3142.053,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7698,3142.467,0.000,-1.148,0.009,0.000,0.000,0.000,0.000,0.009
7699,3142.881,1.284,1.284,0.009,0.000,0.000,0.000,0.000,0.009
7700,3143.295,0.852,0.852,0.009,0.000,0.000,0.000,0.000,0.009
7701,3143.709,0.852,0.852,0.009,0.000,0.000,0.000,0.000,0.009
7702,3144.123,0.000,-4.013,0.008,0.000,0.000,0.000,0.000,0.008
7703,3144.537,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7704,3144.951,2.568,2.568,0.008,0.000,0.000,0.000,0.000,0.008
7705,3145.364,0.000,-0.864,0.008,0.000,0.000,0.000,0.000,0.008
7706,3145.778,0.000,-0.148,0.008,0.000,0.000,0.000,0.000,0.008
7707,3146.192,0.568,0.568,0.008,0.000,0.000,0.000,0.000,0.008
7708,3146.606,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7709,3147.020,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7710,3147.434,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7711,3147.848,0.000,-2.581,0.008,0.000,0.000,0.000,0.000,0.008
7712,3148.262,1.136,1.136,0.009,0.000,0.000,0.000,0.000,0.009
7713,3148.676,0.000,-1.432,0.009,0.000,0.000,0.000,0.000,0.009
7714,3149.090,0.000,-0.716,0.009,0.000,0.000,0.000,0.000,0.009
7715,3149.503,0.000,-0.148,0.009,0.000,0.000,0.000,0.000,0.009
7716,3149.917,0.000,-0.148,0.009,0.000,0.000,0.000,0.000,0.009
7717,3150.331,0.568,0.568,0.009,0.000,0.000,0.000,0.000,0.009
7718,3150.745,0.568,0.568,0.009,0.000,0.000,0.000,0.000,0.009
7719,3151.159,1.000,1.000,0.009,0.000,0.000,0.000,0.000,0.009
7720,3151.573,0.000,-2.297,0.009,0.000,0.000,0.000,0.000,0.009
7721,3151.986,0.000,-1.864,0.008,0.000,0.000,0.000,0.000,0.008
7722,3152.400,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7723,3152.814,1.000,1.000,0.008,0.000,0.000,0.000,0.000,0.008
7724,3153.228,0.000,-1.148,0.008,0.000,0.000,0.000,0.000,0.008
7725,3153.641,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7726,3154.055,2.568,2.568,0.008,0.000,0.000,0.000,0.000,0.008
7727,3154.469,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7728,3154.883,0.000,-3.581,0.008,0.000,0.000,0.000,0.000,0.008
7729,3155.296,0.852,0.852,0.008,0.000,0.000,0.000,0.000,0.008
7730,3155.710,1.568,1.568,0.008,0.000,0.000,0.000,0.000,0.008
7731,3156.124,0.000,-0.148,0.008,0.000,0.000,0.000,0.000,0.008
7732,3156.538,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.008
7733,3156.951,0.852,0.852,0.008,0.000,0.000,0.000,0.000,0.008
7734,3157.365,0.000,-1.148,0.008,0.000,0.000,0.000,0.000,0.008
7735,3157.779,0.000,-0.864,0.008,0.000,0.000,0.000,0.000,0.008
7736,3158.192,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7737,3158.606,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7738,3159.020,3.568,3.568,0.008,0.000,0.000,0.000,0.000,0.008
7739,3159.433,0.000,-1.148,0.008,0.000,0.000,0.000,0.000,0.008
7740,3159.847,0.000,-2.581,0.008,0.000,0.000,0.000,0.000,0.008
7741,3160.261,1.284,1.284,0.009,0.000,0.000,0.000,0.000,0.009
7742,3160.674,4.000,4.000,0.009,0.000,0.000,0.000,0.000,0.009
7743,3161.088,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7744,3161.502,0.000,-2.864,0.009,0.000,0.000,0.000,0.000,0.009
7745,3161.915,0.000,-1.432,0.009,0.000,0.000,0.000,0.000,0.009
7746,3162.329,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7747,3162.742,1.284,1.284,0.009,0.000,0.000,0.000,0.000,0.009
7748,3163.156,0.000,-2.581,0.009,0.000,0.000,0.000,0.000,0.009
7749,3163.570,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7750,3163.983,2.000,2.000,0.008,0.000,0.000,0.000,0.000,0.008
7751,3164.397,0.000,-1.432,0.008,0.000,0.000,0.000,0.000,0.008
7752,3164.810,2.284,2.284,0.008,0.000,0.000,0.000,0.000,0.008
7753,3165.224,0.000,-2.864,0.008,0.000,0.000,0.000,0.000,0.008
7754,3165.637,0.136,0.136,0.008,0.000,0.000,0.000,0.000,0.008
7755,3166.051,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7756,3166.464,0.000,-1.148,0.008,0.000,0.000,0.000,0.000,0.008
7757,3166.878,2.852,2.852,0.008,0.000,0.000,0.000,0.000,0.008
7758,3167.291,0.000,-1.297,0.008,0.000,0.000,0.000,0.000,0.008
7759,3167.705,0.000,-3.581,0.008,0.000,0.000,0.000,0.000,0.008
7760,3168.118,0.000,-0.716,0.008,0.000,0.000,0.000,0.000,0.008
7761,3168.532,0.000,-1.148,0.008,0.000,0.000,0.000,0.000,0.008
7762,3168.945,0.568,0.568,0.008,0.000,0.000,0.000,0.000,0.008
7763,3169.359,0.000,-1.148,0.008,0.000,0.000,0.000,0.000,0.008
7764,3169.772,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7765,3170.186,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7766,3170.599,2.284,2.284,0.008,0.000,0.000,0.000,0.000,0.008
7767,3171.013,0.568,0.568,0.008,0.000,0.000,0.000,0.000,0.008
7768,3171.426,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7769,3171.839,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7770,3172.253,0.136,0.136,0.007,0.000,0.000,0.000,0.000,0.007
7771,3172.666,1.284,1.284,0.007,0.000,0.000,0.000,0.000,0.007
7772,3173.080,0.000,-1.148,0.007,0.000,0.000,0.000,0.000,0.007
7773,3173.493,0.568,0.568,0.007,0.000,0.000,0.000,0.000,0.007
7774,3173.906,0.568,0.568,0.007,0.000,0.000,0.000,0.000,0.007
7775,3174.320,0.136,0.136,0.007,0.000,0.000,0.000,0.000,0.007
7776,3174.733,0.000,-2.864,0.007,0.000,0.000,0.000,0.000,0.007
7777,3175.146,0.852,0.852,0.007,0.000,0.000,0.000,0.000,0.007
7778,3175.560,1.136,1.136,0.007,0.000,0.000,0.000,0.000,0.007
7779,3175.973,1.568,1.568,0.007,0.000,0.000,0.000,0.000,0.007
7780,3176.386,7.568,7.568,0.008,0.000,0.000,0.000,0.000,0.008
7781,3176.800,2.284,2.284,0.008,0.000,0.000,0.000,0.000,0.008
7782,3177.213,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7783,3177.626,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7784,3178.040,0.000,-2.148,0.008,0.000,0.000,0.000,0.000,0.008
7785,3178.453,0.000,-1.432,0.008,0.000,0.000,0.000,0.000,0.008
7786,3178.866,0.000,-1.581,0.008,0.000,0.000,0.000,0.000,0.008
7787,3179.279,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7788,3179.693,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7789,3180.106,0.000,-1.148,0.007,0.000,0.000,0.000,0.000,0.007
7790,3180.519,0.852,0.852,0.006,0.000,0.000,0.000,0.000,0.006
7791,3180.932,0.419,0.419,0.006,0.000,0.000,0.000,0.000,0.006
7792,3181.346,0.000,-0.581,0.006,0.000,0.000,0.000,0.000,0.006
7793,3181.759,0.000,-4.297,0.006,0.000,0.000,0.000,0.000,0.006
7794,3182.172,2.284,2.284,0.006,0.000,0.000,0.000,0.000,0.006
7795,3182.585,0.000,-0.864,0.006,0.000,0.000,0.000,0.000,0.006
7796,3182.998,0.000,-1.148,0.006,0.000,0.000,0.000,0.000,0.006
7797,3183.412,1.136,1.136,0.006,0.000,0.000,0.000,0.000,0.006
7798,3183.825,1.284,1.284,0.007,0.000,0.000,0.000,0.000,0.007
7799,3184.238,0.852,0.852,0.008,0.000,0.000,0.000,0.000,0.008
7800,3184.651,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7801,3185.064,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7802,3185.477,0.000,-1.432,0.008,0.000,0.000,0.000,0.000,0.008
7803,3185.890,0.000,-3.581,0.008,0.000,0.000,0.000,0.000,0.008
7804,3186.304,1.568,1.568,0.008,0.000,0.000,0.000,0.000,0.008
7805,3186.717,1.136,1.136,0.008,0.000,0.000,0.000,0.000,0.008
7806,3187.130,0.000,-1.148,0.008,0.000,0.000,0.000,0.000,0.008
7807,3187.543,0.000,-2.148,0.008,0.000,0.000,0.000,0.000,0.008
7808,3187.956,0.000,-1.297,0.008,0.000,0.000,0.000,0.000,0.008
7809,3188.369,0.000,-3.581,0.009,0.000,0.000,0.000,0.000,0.009
7810,3188.782,0.568,0.568,0.009,0.000,0.000,0.000,0.000,0.009
7811,3189.195,1.568,1.568,0.009,0.000,0.000,0.000,0.000,0.009
7812,3189.608,0.000,-0.716,0.009,0.000,0.000,0.000,0.000,0.009
7813,3190.021,2.284,2.284,0.009,0.000,0.000,0.000,0.000,0.009
7814,3190.434,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7815,3190.847,0.000,-1.581,0.009,0.000,0.000,0.000,0.000,0.009
7816,3191.260,0.000,-1.432,0.009,0.000,0.000,0.000,0.000,0.009
7817,3191.673,0.000,-3.297,0.009,0.000,0.000,0.000,0.000,0.009
7818,3192.086,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7819,3192.499,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7820,3192.912,3.852,3.852,0.008,0.000,0.000,0.000,0.000,0.008
7821,3193.325,0.000,-2.864,0.008,0.000,0.000,0.000,0.000,0.008
7822,3193.738,0.000,-2.864,0.008,0.000,0.000,0.000,0.000,0.008
7823,3194.151,0.000,-0.716,0.008,0.000,0.000,0.000,0.000,0.008
7824,3194.564,0.000,-0.148,0.008,0.000,0.000,0.000,0.000,0.008
7825,3194.977,0.000,-2.148,0.008,0.000,0.000,0.000,0.000,0.008
7826,3195.390,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7827,3195.803,0.000,-0.864,0.008,0.000,0.000,0.000,0.000,0.008
7828,3196.216,0.000,-1.148,0.008,0.000,0.000,0.000,0.000,0.008
7829,3196.629,0.000,-2.148,0.008,0.000,0.000,0.000,0.000,0.008
7830,3197.042,0.000,-1.297,0.008,0.000,0.000,0.000,0.000,0.008
7831,3197.455,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7832,3197.867,0.000,-2.148,0.008,0.000,0.000,0.000,0.000,0.008
7833,3198.280,0.136,0.136,0.008,0.000,0.000,0.000,0.000,0.008
7834,3198.693,0.852,0.852,0.008,0.000,0.000,0.000,0.000,0.008
7835,3199.106,0.568,0.568,0.008,0.000,0.000,0.000,0.000,0.008
7836,3199.519,3.000,3.000,0.008,0.000,0.000,0.000,0.000,0.008
7837,3199.932,0.000,-2.581,0.008,0.000,0.000,0.000,0.000,0.008
7838,3200.345,0.000,-0.864,0.008,0.000,0.000,0.000,0.000,0.008
7839,3200.757,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7840,3201.170,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7841,3201.583,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7842,3201.996,0.852,0.852,0.008,0.000,0.000,0.000,0.000,0.008
7843,3202.409,0.136,0.136,0.008,0.000,0.000,0.000,0.000,0.008
7844,3202.821,3.284,3.284,0.008,0.000,0.000,0.000,0.000,0.008
7845,3203.234,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7846,3203.647,0.000,-1.864,0.008,0.000,0.000,0.000,0.000,0.008
7847,3204.060,0.000,-1.297,0.007,0.000,0.000,0.000,0.000,0.007
7848,3204.472,0.000,-2.148,0.007,0.000,0.000,0.000,0.000,0.007
7849,3204.885,3.284,3.284,0.007,0.000,0.000,0.000,0.000,0.007
7850,3205.298,0.136,0.136,0.007,0.000,0.000,0.000,0.000,0.007
7851,3205.711,0.568,0.568,0.007,0.000,0.000,0.000,0.000,0.007
7852,3206.123,0.568,0.568,0.007,0.000,0.000,0.000,0.000,0.007
7853,3206.536,2.568,2.568,0.007,0.000,0.000,0.000,0.000,0.007
7854,3206.949,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.007
7855,3207.361,0.136,0.136,0.007,0.000,0.000,0.000,0.000,0.007
7856,3207.774,0.000,-1.581,0.007,0.000,0.000,0.000,0.000,0.007
7857,3208.187,0.000,-2.581,0.009,0.000,0.000,0.000,0.000,0.009
7858,3208.599,0.852,0.852,0.009,0.000,0.000,0.000,0.000,0.009
7859,3209.012,0.000,-2.148,0.009,0.000,0.000,0.000,0.000,0.009
7860,3209.425,2.284,2.284,0.009,0.000,0.000,0.000,0.000,0.009
7861,3209.837,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7862,3210.250,0.000,-1.864,0.009,0.000,0.000,0.000,0.000,0.009
7863,3210.662,0.000,-0.864,0.009,0.000,0.000,0.000,0.000,0.009
7864,3211.075,0.000,-0.864,0.009,0.000,0.000,0.000,0.000,0.009
7865,3211.488,0.000,-1.432,0.009,0.000,0.000,0.000,0.000,0.009
7866,3211.900,0.000,-0.148,0.009,0.000,0.000,0.000,0.000,0.009
7867,3212.313,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7868,3212.725,0.000,-1.864,0.008,0.000,0.000,0.000,0.000,0.008
7869,3213.138,0.136,0.136,0.008,0.000,0.000,0.000,0.000,0.008
7870,3213.551,0.000,-1.581,0.008,0.000,0.000,0.000,0.000,0.008
7871,3213.963,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7872,3214.376,0.000,-0.581,0.008,0.000,0.000,0.000,0.000,0.008
7873,3214.788,2.852,2.852,0.008,0.000,0.000,0.000,0.000,0.008
7874,3215.201,0.000,-0.148,0.008,0.000,0.000,0.000,0.000,0.008
7875,3215.613,1.568,1.568,0.008,0.000,0.000,0.000,0.000,0.008
7876,3216.026,0.000,-2.148,0.008,0.000,0.000,0.000,0.000,0.008
7877,3216.438,0.000,-2.864,0.009,0.000,0.000,0.000,0.000,0.009
7878,3216.851,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7879,3217.263,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7880,3217.676,4.568,4.568,0.009,0.000,0.000,0.000,0.000,0.009
7881,3218.088,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7882,3218.500,2.568,2.568,0.009,0.000,0.000,0.000,0.000,0.009
7883,3218.913,0.000,-1.581,0.009,0.000,0.000,0.000,0.000,0.009
7884,3219.325,1.000,1.000,0.009,0.000,0.000,0.000,0.000,0.009
7885,3219.738,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7886,3220.150,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7887,3220.563,1.136,1.136,0.008,0.000,0.000,0.000,0.000,0.008
7888,3220.975,0.000,-1.432,0.008,0.000,0.000,0.000,0.000,0.008
7889,3221.387,0.000,-0.581,0.008,0.000,0.000,0.000,0.000,0.008
7890,3221.800,3.852,3.852,0.008,0.000,0.000,0.000,0.000,0.008
7891,3222.212,1.284,1.284,0.008,0.000,0.000,0.000,0.000,0.008
7892,3222.624,0.284,0.284,0.008,0.000,0.000,0.000,0.000,0.008
7893,3223.037,0.000,-2.864,0.008,0.000,0.000,0.000,0.000,0.008
7894,3223.449,0.852,0.852,0.008,0.000,0.000,0.000,0.000,0.008
7895,3223.861,0.000,-0.864,0.008,0.000,0.000,0.000,0.000,0.008
7896,3224.274,0.284,0.284,0.010,0.000,0.000,0.000,0.000,0.010
7897,3224.686,0.000,-0.581,0.010,0.000,0.000,0.000,0.000,0.010
7898,3225.098,0.000,-1.581,0.010,0.000,0.000,0.000,0.000,0.010
7899,3225.511,0.284,0.284,0.010,0.000,0.000,0.000,0.000,0.010
7900,3225.923,3.284,3.284,0.010,0.000,0.000,0.000,0.000,0.010
7901,3226.335,0.000,-3.297,0.010,0.000,0.000,0.000,0.000,0.010
7902,3226.748,0.000,-0.148,0.010,0.000,0.000,0.000,0.000,0.010
7903,3227.160,0.000,-1.148,0.010,0.000,0.000,0.000,0.000,0.010
7904,3227.572,1.000,1.000,0.010,0.000,0.000,0.000,0.000,0.010
7905,3227.984,0.000,-2.148,0.010,0.000,0.000,0.000,0.000,0.010
7906,3228.397,0.136,0.136,0.011,0.000,0.000,0.000,0.000,0.011
7907,3228.809,0.000,-1.148,0.011,0.000,0.000,0.000,0.000,0.011
7908,3229.221,0.000,-2.581,0.011,0.000,0.000,0.000,0.000,0.011
7909,3229.633,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.011
7910,3230.045,0.284,0.284,0.011,0.000,0.000,0.000,0.000,0.011
7911,3230.458,0.000,-0.716,0.011,0.000,0.000,0.000,0.000,0.011
7912,3230.870,1.284,1.284,0.011,0.000,0.000,0.000,0.000,0.011
7913,3231.282,0.000,-2.864,0.011,0.000,0.000,0.000,0.000,0.011
7914,3231.694,2.284,2.284,0.011,0.000,0.000,0.000,0.000,0.011
7915,3232.106,0.000,-1.148,0.010,0.000,0.000,0.000,0.000,0.010
7916,3232.518,0.000,-1.432,0.010,0.000,0.000,0.000,0.000,0.010
7917,3232.931,0.852,0.852,0.010,0.000,0.000,0.000,0.000,0.010
7918,3233.343,0.852,0.852,0.010,0.000,0.000,0.000,0.000,0.010
7919,3233.755,0.000,-0.148,0.010,0.000,0.000,0.000,0.000,0.010
7920,3234.167,0.000,-1.148,0.010,0.000,0.000,0.000,0.000,0.010
7921,3234.579,2.568,2.568,0.010,0.000,0.000,0.000,0.000,0.010
7922,3234.991,0.000,-0.148,0.010,0.000,0.000,0.000,0.000,0.010
7923,3235.403,0.000,-1.864,0.010,0.000,0.000,0.000,0.000,0.010
7924,3235.815,0.000,-2.864,0.010,0.000,0.000,0.000,0.000,0.010
7925,3236.227,1.568,1.568,0.010,0.000,0.000,0.000,0.000,0.010
7926,3236.639,2.852,2.852,0.010,0.000,0.000,0.000,0.000,0.010
7927,3237.051,0.000,-0.432,0.010,0.000,0.000,0.000,0.000,0.010
7928,3237.463,0.419,0.419,0.010,0.000,0.000,0.000,0.000,0.010
7929,3237.875,0.000,-0.864,0.010,0.000,0.000,0.000,0.000,0.010
7930,3238.287,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.010
7931,3238.699,0.000,-1.432,0.010,0.000,0.000,0.000,0.000,0.010
7932,3239.111,0.000,-0.432,0.010,0.000,0.000,0.000,0.000,0.010
7933,3239.523,1.284,1.284,0.010,0.000,0.000,0.000,0.000,0.010
7934,3239.935,0.568,0.568,0.010,0.000,0.000,0.000,0.000,0.010
7935,3240.347,0.000,-0.432,0.011,0.000,0.000,0.000,0.000,0.011
7936,3240.759,0.000,-0.716,0.011,0.000,0.000,0.000,0.000,0.011
7937,3241.171,0.568,0.568,0.011,0.000,0.000,0.000,0.000,0.011
7938,3241.583,2.284,2.284,0.011,0.000,0.000,0.000,0.000,0.011
7939,3241.995,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.011
7940,3242.407,0.419,0.419,0.011,0.000,0.000,0.000,0.000,0.011
