ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Ra-224,Bi-212,Rn-220,Xray-Pb,Xray-Th
274,85.055,2264.507,2496.664,771.766,435.516,323.141,364.393,270.776,22.371,7.352,961.271,111.845
275,85.396,2320.914,2513.625,777.793,443.550,326.377,364.362,273.628,22.593,7.438,957.766,117.911
276,85.737,2343.206,2529.515,783.868,451.788,329.658,364.854,276.324,22.817,7.526,952.360,124.188
277,86.078,2413.062,2544.000,789.996,460.228,332.989,365.817,278.888,23.044,7.616,944.755,130.664
278,86.420,2351.287,2556.651,796.181,468.869,336.370,367.177,281.349,23.273,7.709,934.579,137.325
279,86.761,2468.099,2567.062,802.419,477.703,339.801,368.849,283.734,23.504,7.804,921.507,144.159
280,87.102,2419.135,2574.499,808.512,486.574,343.183,370.663,286.001,23.730,7.899,905.338,151.111
281,87.443,2473.284,2578.516,814.327,495.379,346.452,372.481,288.132,23.946,7.995,885.988,158.143
282,87.785,2544.358,2578.953,819.811,504.074,349.586,374.202,290.142,24.149,8.089,863.479,165.233
283,88.126,2530.062,2575.780,824.920,512.624,352.566,375.735,292.048,24.337,8.182,837.920,172.366
284,88.467,2617.987,2569.074,829.615,521.004,355.379,377.001,293.873,24.511,8.274,809.503,179.529
285,88.808,2604.918,2558.851,833.832,529.148,357.996,377.912,295.615,24.666,8.364,778.477,186.672
286,89.150,2595.174,2544.587,837.391,536.810,360.325,378.328,297.170,24.799,8.451,745.149,193.556
287,89.491,2453.508,2526.287,840.208,543.888,362.325,378.170,298.511,24.908,8.533,709.865,200.087
288,89.832,2555.396,2504.104,842.224,550.316,363.972,377.385,299.628,24.991,8.611,673.000,206.201
289,90.174,2558.358,2478.244,843.387,556.034,365.246,375.936,300.511,25.047,8.684,634.950,211.836
290,90.515,2636.647,2448.965,843.658,560.990,366.131,373.813,301.150,25.076,8.752,596.115,216.936
291,90.857,2570.321,2416.486,842.999,565.129,366.607,370.995,301.522,25.076,8.815,556.894,221.448
292,91.198,2471.021,2380.996,841.385,568.387,366.647,367.462,301.592,25.046,8.871,517.670,225.322
293,91.539,2555.469,2342.774,838.798,570.734,366.243,363.219,301.345,24.986,8.921,478.806,228.520
294,91.881,2442.099,2302.122,835.237,572.155,365.396,358.291,300.772,24.896,8.964,440.640,231.008
295,92.222,2357.169,2259.356,830.709,572.646,364.111,352.714,299.868,24.779,9.000,403.476,232.763
296,92.564,2363.360,2214.796,825.237,572.214,362.400,346.536,298.627,24.634,9.030,367.583,233.771
297,92.905,2318.247,2168.714,818.856,570.861,360.270,339.809,297.040,24.463,9.053,333.192,234.026
298,93.247,2404.136,2121.367,811.606,568.596,357.731,332.591,295.095,24.268,9.070,300.488,233.529
299,93.588,2296.506,2073.055,803.538,565.457,354.806,324.952,292.797,24.049,9.080,269.619,232.294
300,93.930,2185.129,2024.080,794.714,561.497,351.526,316.967,290.160,23.811,9.085,240.690,230.345
301,94.272,2045.389,1974.742,785.205,556.780,347.926,308.714,287.198,23.554,9.084,213.771,227.714
302,94.613,1925.763,1925.306,775.092,551.364,344.042,300.270,283.930,23.284,9.078,188.895,224.442
303,94.955,1998.762,1875.980,764.464,545.289,339.906,291.707,280.369,23.001,9.068,166.063,220.576
304,95.296,1974.463,1826.986,753.408,538.617,335.556,283.097,276.535,22.708,9.054,145.247,216.172
305,95.638,1804.432,1778.565,742.017,531.430,331.034,274.513,272.457,22.409,9.036,126.391,211.294
306,95.980,1794.392,1729.853,729.280,523.430,326.054,265.866,267.993,22.083,9.006,109.420,206.001
307,96.321,1689.979,1682.172,716.395,515.092,320.996,257.382,263.354,21.757,8.973,94.243,200.376
308,96.663,1613.318,1635.719,703.457,506.500,315.901,249.120,258.573,21.434,8.939,80.757,194.495
309,97.005,1564.056,1590.674,690.561,497.738,310.810,241.133,253.683,21.115,8.905,68.856,188.435
310,97.346,1555.575,1547.226,677.793,488.896,305.765,233.471,248.723,20.804,8.871,58.421,182.277
311,97.688,1507.237,1505.545,665.236,480.063,300.808,226.178,243.730,20.503,8.837,49.324,176.101
312,98.030,1425.015,1465.794,652.963,471.325,295.981,219.296,238.745,20.214,8.806,41.439,169.989
313,98.372,1425.905,1428.109,641.044,462.761,291.318,212.854,233.806,19.940,8.777,34.642,164.011
314,98.713,1338.642,1392.536,629.539,454.422,286.841,206.861,228.946,19.681,8.750,28.818,158.217
315,99.055,1222.792,1359.168,618.505,446.360,282.571,201.325,224.200,19.439,8.726,23.892,152.655
316,99.397,1272.341,1328.127,607.989,438.636,278.533,196.260,219.606,19.214,8.706,19.790,147.382
317,99.739,1221.089,1299.460,598.025,431.306,274.750,191.670,215.194,19.008,8.688,16.392,142.450
318,100.081,1205.828,1273.203,588.641,424.419,271.241,187.561,210.999,18.822,8.675,13.578,137.907
319,100.422,1101.685,1249.275,579.856,417.989,268.010,183.916,207.036,18.654,8.666,11.247,133.756
320,100.764,1125.123,1227.462,571.681,411.985,265.045,180.692,203.305,18.505,8.660,9.316,129.954
321,101.106,1168.086,1207.645,564.121,406.399,262.342,177.866,199.812,18.372,8.657,7.717,126.480
322,101.448,1114.829,1189.772,557.181,401.240,259.904,175.422,196.573,18.257,8.658,6.392,123.327
323,101.790,1099.863,1173.763,550.851,396.508,257.727,173.337,193.596,18.157,8.661,5.295,120.483
324,102.132,1127.270,1159.520,545.112,392.194,255.805,171.580,190.889,18.073,8.667,4.386,117.925
325,102.474,1077.346,1146.861,539.945,388.260,254.118,170.110,188.432,18.003,8.676,3.633,115.630
326,102.816,1095.386,1135.595,535.323,384.662,252.642,168.884,186.201,17.945,8.686,3.010,113.565
327,103.158,1133.641,1125.574,531.221,381.373,251.362,167.868,184.185,17.898,8.697,2.493,111.698
328,103.500,1125.782,1116.678,527.614,378.368,250.266,167.036,182.375,17.861,8.710,2.065,109.996
329,103.842,1040.899,1108.776,524.473,375.622,249.341,166.360,180.760,17.833,8.724,1.711,108.424
330,104.184,1009.010,1101.716,521.765,373.102,248.571,165.809,179.325,17.813,8.738,1.417,106.941
331,104.526,987.486,1095.299,519.454,370.757,247.927,165.345,178.039,17.800,8.752,1.174,105.505
332,104.868,990.191,1089.361,517.506,368.548,247.388,164.939,176.879,17.790,8.766,0.972,104.079
333,105.210,1009.303,1083.770,515.890,366.443,246.939,164.566,175.827,17.785,8.779,0.805,102.626
334,105.552,994.857,1078.407,514.576,364.415,246.568,164.206,174.863,17.782,8.791,0.667,101.115
335,105.894,1044.006,1073.191,513.545,362.448,246.267,163.846,173.975,17.782,8.801,0.553,99.519
336,106.236,1005.191,1068.013,512.765,360.516,246.022,163.466,173.144,17.784,8.811,0.458,97.812
337,106.578,1057.707,1062.733,512.204,358.579,245.808,163.046,172.342,17.785,8.819,0.379,95.975
338,106.920,973.484,1057.267,511.834,356.616,245.613,162.573,171.550,17.787,8.824,0.314,93.989
339,107.262,948.523,1051.556,511.630,354.615,245.427,162.038,170.756,17.787,8.828,0.260,91.845
340,107.605,968.043,1045.562,511.570,352.565,245.247,161.437,169.945,17.786,8.830,0.216,89.537
341,107.947,979.114,1039.288,511.641,350.471,245.071,160.772,169.114,17.783,8.830,0.179,87.069
342,108.289,997.817,1032.715,511.826,348.327,244.892,160.040,168.251,17.780,8.828,0.148,84.449
343,108.631,945.039,1025.784,512.107,346.117,244.697,159.234,167.340,17.774,8.823,0.123,81.676
344,108.973,1026.820,1018.499,512.468,343.841,244.485,158.356,166.375,17.766,8.817,0.102,78.758
345,109.316,910.931,1010.879,512.896,341.505,244.256,157.412,165.352,17.755,8.809,0.084,75.705
346,109.658,977.297,1002.961,513.380,339.121,244.013,156.412,164.270,17.744,8.799,0.070,72.534
347,110.000,1017.107,994.786,513.910,336.699,243.759,155.361,163.128,17.731,8.788,0.058,69.262
348,110.342,931.959,986.378,514.480,334.248,243.491,154.261,161.928,17.716,8.776,0.048,65.910
349,110.685,980.593,977.766,515.082,331.773,243.206,153.114,160.670,17.700,8.763,0.040,62.499
350,111.027,910.295,969.012,515.712,329.294,242.912,151.928,159.360,17.683,8.748,0.033,59.054
351,111.369,910.184,960.179,516.365,326.829,242.611,150.714,158.002,17.666,8.733,0.027,55.596
352,111.712,924.366,951.334,517.036,324.396,242.312,149.481,156.607,17.648,8.718,0.023,52.149
353,112.054,916.370,942.535,517.724,322.012,242.017,148.238,155.181,17.631,8.702,0.019,48.735
354,112.396,920.435,933.826,518.425,319.686,241.725,146.991,153.733,17.613,8.687,0.015,45.375
355,112.739,918.327,925.259,519.137,317.434,241.438,145.749,152.270,17.596,8.671,0.013,42.088
356,113.081,826.587,916.894,519.858,315.271,241.163,144.519,150.803,17.580,8.656,0.011,38.892
357,113.424,844.626,908.788,520.587,313.215,240.905,143.309,149.343,17.565,8.641,0.009,35.802
358,113.766,860.437,900.996,521.323,311.280,240.669,142.128,147.900,17.551,8.627,0.007,32.833
359,114.108,852.438,893.548,522.064,309.476,240.456,140.980,146.483,17.539,8.614,0.006,29.994
360,114.451,817.919,886.462,522.810,307.805,240.261,139.866,145.099,17.528,8.601,0.005,27.296
361,114.793,846.362,879.775,523.559,306.277,240.090,138.794,143.756,17.519,8.590,0.004,24.745
362,115.136,939.177,873.519,524.312,304.903,239.945,137.766,142.463,17.512,8.579,0.003,22.346
363,115.478,794.956,867.722,525.067,303.690,239.830,136.788,141.231,17.507,8.570,0.003,20.102
364,115.821,856.840,862.402,525.825,302.645,239.747,135.863,140.065,17.504,8.562,0.002,18.013
365,116.163,886.723,857.550,526.584,301.762,239.692,134.989,138.968,17.504,8.555,0.002,16.079
366,116.506,866.844,853.162,527.345,301.039,239.661,134.165,137.944,17.504,8.548,0.002,14.297
367,116.848,839.838,849.247,528.107,300.480,239.658,133.396,136.999,17.507,8.543,0.001,12.663
368,117.191,854.650,845.816,528.871,300.090,239.683,132.681,136.137,17.512,8.539,0.001,11.173
369,117.534,773.397,842.868,529.635,299.868,239.739,132.024,135.362,17.519,8.537,0.001,9.819
370,117.876,805.691,840.392,530.400,299.813,239.823,131.422,134.675,17.527,8.535,0.001,8.596
371,118.219,931.656,838.357,531.166,299.913,239.929,130.872,134.073,17.538,8.534,0.001,7.496
372,118.561,853.134,836.750,531.932,300.167,240.055,130.375,133.557,17.549,8.534,0.001,6.512
373,118.904,840.654,835.571,532.699,300.576,240.203,129.931,133.128,17.562,8.535,0.000,5.636
374,119.247,842.539,834.817,533.466,301.141,240.373,129.542,132.786,17.577,8.536,0.000,4.861
375,119.589,862.466,834.483,534.233,301.863,240.569,129.209,132.532,17.593,8.539,0.000,4.178
376,119.932,847.238,834.536,535.000,302.733,240.783,128.927,132.361,17.611,8.542,0.000,3.579
377,120.275,812.499,834.943,535.768,303.742,241.009,128.694,132.267,17.630,8.546,0.000,3.054
378,120.617,824.169,835.689,536.536,304.889,241.248,128.507,132.249,17.649,8.550,0.000,2.598
379,120.960,792.982,836.780,537.304,306.179,241.500,128.369,132.305,17.669,8.554,0.000,2.204
380,121.303,863.426,838.221,538.073,307.615,241.768,128.283,132.436,17.691,8.559,0.000,1.869
381,121.646,764.313,840.003,538.841,309.200,242.053,128.249,132.639,17.713,8.564,0.000,1.585
382,121.988,865.536,842.057,539.609,310.899,242.346,128.258,132.903,17.736,8.570,0.000,1.344
383,122.331,897.462,844.350,540.378,312.698,242.643,128.309,133.225,17.760,8.576,0.000,1.139
384,122.674,806.200,846.873,541.146,314.595,242.946,128.401,133.599,17.784,8.582,0.000,0.966
385,123.017,860.568,849.621,541.915,316.589,243.256,128.536,134.025,17.808,8.588,0.000,0.819
386,123.360,944.308,852.596,542.684,318.681,243.577,128.714,134.503,17.833,8.594,0.000,0.694
387,123.702,861.162,855.768,543.452,320.853,243.905,128.934,135.028,17.859,8.601,0.000,0.588
388,124.045,870.352,859.051,544.221,323.049,244.234,129.188,135.590,17.884,8.608,0.000,0.499
389,124.388,893.012,862.419,544.990,325.249,244.563,129.475,136.183,17.910,8.614,0.000,0.423
390,124.731,897.602,865.855,545.759,327.442,244.894,129.796,136.808,17.935,8.621,0.000,0.359
391,125.074,1016.269,869.349,546.527,329.616,245.228,130.150,137.461,17.961,8.628,0.000,0.304
392,125.417,1003.677,872.890,547.296,331.761,245.568,130.537,138.142,17.988,8.635,0.000,0.258
393,125.760,876.339,876.446,548.065,333.859,245.912,130.955,138.845,18.014,8.642,0.000,0.218
394,126.103,1038.381,879.978,548.834,335.890,246.253,131.396,139.564,18.041,8.650,0.000,0.185
395,126.446,1032.487,883.472,549.603,337.841,246.594,131.861,140.296,18.067,8.657,0.000,0.157
396,126.789,919.785,886.914,550.372,339.702,246.934,132.347,141.040,18.093,8.664,0.000,0.133
397,127.131,1012.785,890.298,551.141,341.464,247.278,132.857,141.795,18.120,8.671,0.000,0.113
398,127.474,959.819,893.611,551.909,343.114,247.626,133.388,142.562,18.146,8.679,0.000,0.096
399,127.817,987.558,896.824,552.678,344.640,247.975,133.935,143.333,18.173,8.686,0.000,0.081
400,128.160,1013.075,899.908,553.447,346.026,248.320,134.495,144.105,18.199,8.694,0.000,0.069
401,128.503,1005.601,902.858,554.216,347.266,248.665,135.066,144.876,18.226,8.702,0.000,0.058
402,128.847,992.631,905.670,554.985,348.355,249.010,135.648,145.647,18.252,8.709,0.000,0.049
403,129.190,986.075,908.349,555.754,349.291,249.360,136.241,146.419,18.278,8.718,0.000,0.042
404,129.533,1025.075,910.878,556.523,350.066,249.711,136.844,147.190,18.304,8.726,0.000,0.036
405,129.876,984.149,913.232,557.292,350.674,250.060,137.450,147.953,18.331,8.734,0.000,0.030
406,130.219,1057.518,915.406,558.060,351.110,250.407,138.057,148.707,18.357,8.742,0.000,0.026
407,130.562,971.778,917.405,558.829,351.379,250.753,138.666,149.453,18.382,8.751,0.000,0.022
408,130.905,926.892,919.238,559.598,351.483,251.100,139.277,150.191,18.408,8.760,0.000,0.018
409,131.248,1075.625,920.914,560.367,351.429,251.451,139.890,150.924,18.435,8.769,0.000,0.016
410,131.591,1042.404,922.419,561.136,351.217,251.802,140.501,151.646,18.461,8.778,0.000,0.013
411,131.934,1026.035,923.746,561.905,350.849,252.149,141.107,152.355,18.487,8.787,0.000,0.011
412,132.278,1023.998,924.908,562.674,350.335,252.496,141.707,153.051,18.513,8.796,0.000,0.009
413,132.621,998.443,925.917,563.443,349.685,252.842,142.303,153.734,18.539,8.806,0.000,0.008
414,132.964,1022.480,926.790,564.212,348.911,253.190,142.895,154.407,18.565,8.816,0.000,0.007
415,133.307,1011.402,927.545,564.980,348.026,253.541,143.484,155.072,18.591,8.826,0.000,0.006
416,133.650,1070.103,928.167,565.749,347.034,253.890,144.064,155.721,18.617,8.836,0.000,0.005
417,133.994,1027.476,928.663,566.518,345.948,254.236,144.633,156.354,18.644,8.846,0.000,0.004
418,134.337,1052.546,929.053,567.287,344.781,254.579,145.192,156.972,18.670,8.856,0.000,0.004
419,134.680,971.217,929.358,568.056,343.550,254.923,145.742,157.578,18.696,8.867,0.000,0.003
420,135.023,995.769,929.603,568.825,342.271,255.269,146.287,158.173,18.722,8.878,0.000,0.003
421,135.367,1015.400,929.802,569.594,340.962,255.618,146.825,158.758,18.749,8.889,0.000,0.002
422,135.710,1031.139,929.935,570.363,339.620,255.962,147.349,159.326,18.775,8.900,0.000,0.002
423,136.053,969.916,930.015,571.132,338.261,256.302,147.861,159.877,18.802,8.911,0.000,0.002
424,136.397,980.360,930.068,571.900,336.901,256.640,148.362,160.414,18.828,8.922,0.000,0.001
425,136.740,948.026,930.117,572.669,335.556,256.979,148.854,160.939,18.854,8.934,0.000,0.001
426,137.083,897.287,930.182,573.438,334.240,257.320,149.339,161.455,18.881,8.945,0.000,0.001
427,137.427,959.432,930.259,574.207,332.960,257.661,149.814,161.958,18.908,8.957,0.000,0.001
428,137.770,939.542,930.339,574.976,331.719,257.997,150.275,162.444,18.935,8.969,0.000,0.001
429,138.113,967.949,930.437,575.745,330.530,258.329,150.722,162.914,18.962,8.980,0.000,0.001
430,138.457,906.764,930.575,576.514,329.404,258.660,151.158,163.371,18.988,8.992,0.000,0.000
431,138.800,942.095,930.766,577.283,328.350,258.993,151.585,163.818,19.015,9.004,0.000,0.000
432,139.144,872.690,931.019,578.052,327.376,259.327,152.004,164.254,19.042,9.016,0.000,0.000
433,139.487,905.353,931.321,578.820,326.481,259.658,152.409,164.675,19.069,9.028,0.000,0.000
434,139.830,898.355,931.667,579.589,325.667,259.984,152.800,165.081,19.096,9.040,0.000,0.000
435,140.174,915.164,932.070,580.358,324.939,260.307,153.178,165.472,19.122,9.052,0.000,0.000
436,140.517,875.762,932.541,581.127,324.305,260.629,153.545,165.850,19.149,9.064,0.000,0.000
437,140.861,847.240,933.094,581.896,323.768,260.953,153.904,166.219,19.175,9.076,0.000,0.000
438,141.204,929.496,933.725,582.665,323.329,261.277,154.253,166.577,19.202,9.088,0.000,0.000
439,141.548,882.388,934.418,583.434,322.983,261.598,154.589,166.921,19.228,9.100,0.000,0.000
440,141.891,880.166,935.167,584.203,322.728,261.914,154.911,167.250,19.254,9.111,0.000,0.000
441,142.235,922.758,935.983,584.972,322.566,262.228,155.221,167.565,19.279,9.123,0.000,0.000
442,142.579,927.347,936.874,585.740,322.500,262.541,155.522,167.871,19.305,9.135,0.000,0.000
443,142.922,910.568,937.847,586.509,322.530,262.856,155.815,168.168,19.330,9.147,0.000,0.000
444,143.266,855.754,936.638,585.029,321.866,262.463,155.771,168.098,19.305,9.136,0.000,0.000
445,143.609,893.976,935.483,583.548,321.287,262.065,155.714,168.014,19.279,9.125,0.000,0.000
446,143.953,989.158,934.384,582.067,320.791,261.664,155.645,167.918,19.253,9.114,0.000,0.000
447,144.296,844.974,933.348,580.587,320.380,261.262,155.567,167.811,19.226,9.102,0.000,0.000
448,144.640,893.050,932.385,579.106,320.054,260.860,155.482,167.697,19.200,9.091,0.000,0.000
449,144.984,902.787,931.501,577.625,319.815,260.462,155.393,167.578,19.173,9.080,0.000,0.000
450,145.327,959.418,930.713,576.145,319.667,260.071,155.302,167.458,19.147,9.069,0.000,0.000
451,145.671,909.862,930.035,574.664,319.611,259.690,155.214,167.339,19.121,9.059,0.000,0.000
452,146.015,839.785,929.456,573.183,319.645,259.318,155.127,167.222,19.096,9.049,0.000,0.000
453,146.358,867.227,928.922,571.703,319.741,258.945,155.031,167.097,19.071,9.039,0.000,0.000
454,146.702,878.785,928.394,570.222,319.874,258.566,154.922,166.959,19.045,9.028,0.000,0.000
455,147.046,844.452,927.870,568.741,320.038,258.184,154.803,166.810,19.018,9.018,0.000,0.000
456,147.389,861.415,927.353,567.261,320.231,257.798,154.675,166.651,18.991,9.007,0.000,0.000
457,147.733,932.525,926.845,565.780,320.450,257.412,154.539,166.484,18.964,8.996,0.000,0.000
458,148.077,910.005,926.342,564.299,320.688,257.025,154.396,166.311,18.936,8.985,0.000,0.000
459,148.421,824.454,925.845,562.818,320.941,256.639,154.249,166.133,18.909,8.974,0.000,0.000
460,148.764,908.078,925.360,561.338,321.206,256.257,154.099,165.953,18.881,8.963,0.000,0.000
461,149.108,891.599,924.892,559.857,321.482,255.881,153.949,165.774,18.854,8.952,0.000,0.000
462,149.452,880.337,924.452,558.376,321.766,255.515,153.802,165.599,18.828,8.942,0.000,0.000
463,149.796,927.374,924.047,556.896,322.057,255.162,153.662,165.431,18.802,8.932,0.000,0.000
464,150.140,895.335,923.624,555.415,322.336,254.811,153.519,165.260,18.776,8.922,0.000,0.000
465,150.483,846.151,923.151,553.934,322.587,254.455,153.366,165.080,18.750,8.912,0.000,0.000
466,150.827,880.630,922.627,552.454,322.808,254.096,153.206,164.892,18.724,8.902,0.000,0.000
467,151.171,894.888,922.046,550.973,322.992,253.733,153.037,164.696,18.697,8.891,0.000,0.000
468,151.515,860.890,921.412,549.492,323.138,253.368,152.861,164.494,18.669,8.881,0.000,0.000
469,151.859,954.554,920.728,548.012,323.246,253.003,152.680,164.288,18.642,8.870,0.000,0.000
470,152.203,884.960,919.999,546.531,323.313,252.639,152.495,164.079,18.614,8.859,0.000,0.000
471,152.547,980.998,919.228,545.050,323.339,252.277,152.308,163.868,18.587,8.849,0.000,0.000
472,152.891,883.851,918.423,543.570,323.325,251.920,152.121,163.659,18.560,8.838,0.000,0.000
473,153.234,928.219,917.594,542.089,323.272,251.571,151.936,163.453,18.533,8.828,0.000,0.000
474,153.578,950.404,916.750,540.608,323.183,251.232,151.757,163.254,18.507,8.818,0.000,0.000
475,153.922,811.330,915.874,539.128,323.050,250.899,151.578,163.057,18.482,8.809,0.000,0.000
476,154.266,807.073,914.917,537.647,322.857,250.561,151.392,162.853,18.456,8.799,0.000,0.000
477,154.610,877.142,913.877,536.166,322.602,250.219,151.197,162.641,18.429,8.789,0.000,0.000
478,154.954,924.256,912.756,534.686,322.287,249.871,150.995,162.422,18.402,8.778,0.000,0.000
479,155.298,905.217,911.559,533.205,321.913,249.521,150.786,162.198,18.374,8.768,0.000,0.000
480,155.642,862.214,910.292,531.724,321.482,249.168,150.571,161.968,18.347,8.757,0.000,0.000
481,155.986,879.142,908.965,530.244,320.998,248.814,150.352,161.735,18.319,8.747,0.000,0.000
482,156.330,955.581,907.588,528.763,320.466,248.463,150.131,161.502,18.290,8.736,0.000,0.000
483,156.674,923.360,906.194,527.282,319.891,248.114,149.931,161.269,18.263,8.726,0.000,0.000
484,157.018,896.839,904.784,525.802,319.279,247.773,149.743,161.040,18.235,8.715,0.000,0.000
485,157.362,832.766,903.336,524.321,318.636,247.440,149.531,160.817,18.208,8.705,0.000,0.000
486,157.707,875.027,901.868,522.840,317.960,247.113,149.321,160.597,18.181,8.696,0.000,0.000
487,158.051,828.806,900.377,521.360,317.244,246.786,149.106,160.401,18.154,8.686,0.000,0.000
488,158.395,911.840,898.811,519.879,316.486,246.454,148.885,160.184,18.126,8.677,0.000,0.000
489,158.739,840.952,897.179,518.398,315.691,246.118,148.657,159.950,18.097,8.667,0.000,0.000
