ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Ra-224,Bi-212,Rn-220,Xray-Pb,Xray-Th
7348,2576.828,51.260,37.531,0.361,0.000,37.531,0.000,0.000,0.000,0.000,0.000,0.000
7349,2577.306,36.742,37.705,0.363,0.000,37.704,0.000,0.000,0.000,0.000,0.000,0.000
7350,2577.785,41.112,37.877,0.364,0.000,37.877,0.000,0.000,0.000,0.000,0.000,0.000
7351,2578.264,42.852,38.049,0.366,0.000,38.048,0.000,0.000,0.000,0.000,0.000,0.000
7352,2578.743,38.482,38.218,0.368,0.000,38.218,0.000,0.000,0.000,0.000,0.000,0.000
7353,2579.222,46.334,38.387,0.369,0.000,38.387,0.000,0.000,0.000,0.000,0.000,0.000
7354,2579.701,37.371,38.554,0.371,0.000,38.554,0.000,0.000,0.000,0.000,0.000,0.000
7355,2580.181,32.816,38.720,0.373,0.000,38.720,0.000,0.000,0.000,0.000,0.000,0.000
7356,2580.660,43.594,38.885,0.374,0.000,38.884,0.000,0.000,0.000,0.000,0.000,0.000
7357,2581.140,35.816,39.048,0.376,0.000,39.047,0.000,0.000,0.000,0.000,0.000,0.000
7358,2581.619,34.556,39.209,0.377,0.000,39.209,0.000,0.000,0.000,0.000,0.000,0.000
7359,2582.099,41.630,39.369,0.379,0.000,39.369,0.000,0.000,0.000,0.000,0.000,0.000
7360,2582.579,30.964,39.528,0.381,0.000,39.527,0.000,0.000,0.000,0.000,0.000,0.000
7361,2583.059,40.742,39.685,0.382,0.000,39.684,0.000,0.000,0.000,0.000,0.000,0.000
7362,2583.539,41.186,39.840,0.384,0.000,39.840,0.000,0.000,0.000,0.000,0.000,0.000
7363,2584.020,36.482,39.994,0.386,0.000,39.994,0.000,0.000,0.000,0.000,0.000,0.000
7364,2584.500,34.482,40.146,0.387,0.000,40.146,0.000,0.000,0.000,0.000,0.000,0.000
7365,2584.981,47.445,40.296,0.389,0.000,40.296,0.000,0.000,0.000,0.000,0.000,0.000
7366,2585.461,48.482,40.445,0.390,0.000,40.445,0.000,0.000,0.000,0.000,0.000,0.000
7367,2585.942,36.408,40.592,0.392,0.000,40.592,0.000,0.000,0.000,0.000,0.000,0.000
7368,2586.423,47.186,40.738,0.394,0.000,40.737,0.000,0.000,0.000,0.000,0.000,0.000
7369,2586.904,41.260,40.881,0.395,0.000,40.881,0.000,0.000,0.000,0.000,0.000,0.000
7370,2587.385,44.890,41.023,0.397,0.000,41.023,0.000,0.000,0.000,0.000,0.000,0.000
7371,2587.866,43.816,41.163,0.399,0.000,41.163,0.000,0.000,0.000,0.000,0.000,0.000
7372,2588.347,42.964,41.301,0.400,0.000,41.301,0.000,0.000,0.000,0.000,0.000,0.000
7373,2588.829,57.186,41.438,0.402,0.000,41.437,0.000,0.000,0.000,0.000,0.000,0.000
7374,2589.310,37.408,41.572,0.404,0.000,41.572,0.000,0.000,0.000,0.000,0.000,0.000
7375,2589.792,35.260,41.705,0.405,0.000,41.704,0.000,0.000,0.000,0.000,0.000,0.000
7376,2590.274,32.445,41.835,0.407,0.000,41.835,0.000,0.000,0.000,0.000,0.000,0.000
7377,2590.756,48.482,41.964,0.408,0.000,41.964,0.000,0.000,0.000,0.000,0.000,0.000
7378,2591.238,46.260,42.091,0.410,0.000,42.091,0.000,0.000,0.000,0.000,0.000,0.000
7379,2591.720,43.482,42.215,0.412,0.000,42.215,0.000,0.000,0.000,0.000,0.000,0.000
7380,2592.202,56.482,42.338,0.413,0.000,42.338,0.000,0.000,0.000,0.000,0.000,0.000
7381,2592.684,52.668,42.459,0.415,0.000,42.459,0.000,0.000,0.000,0.000,0.000,0.000
7382,2593.167,50.112,42.578,0.417,0.000,42.577,0.000,0.000,0.000,0.000,0.000,0.000
7383,2593.649,52.668,42.694,0.418,0.000,42.694,0.000,0.000,0.000,0.000,0.000,0.000
7384,2594.132,47.668,42.809,0.420,0.000,42.808,0.000,0.000,0.000,0.000,0.000,0.000
7385,2594.615,39.926,42.921,0.421,0.000,42.921,0.000,0.000,0.000,0.000,0.000,0.000
7386,2595.098,33.630,43.031,0.423,0.000,43.031,0.000,0.000,0.000,0.000,0.000,0.000
7387,2595.581,40.890,43.139,0.425,0.000,43.139,0.000,0.000,0.000,0.000,0.000,0.000
7388,2596.064,47.816,43.245,0.426,0.000,43.245,0.000,0.000,0.000,0.000,0.000,0.000
7389,2596.547,49.890,43.349,0.428,0.000,43.348,0.000,0.000,0.000,0.000,0.000,0.000
7390,2597.031,44.926,43.450,0.430,0.000,43.450,0.000,0.000,0.000,0.000,0.000,0.000
7391,2597.514,52.408,43.549,0.431,0.000,43.549,0.000,0.000,0.000,0.000,0.000,0.000
7392,2597.998,68.482,43.646,0.433,0.000,43.646,0.000,0.000,0.000,0.000,0.000,0.000
7393,2598.482,40.482,43.741,0.434,0.000,43.741,0.000,0.000,0.000,0.000,0.000,0.000
7394,2598.966,47.408,43.833,0.436,0.000,43.833,0.000,0.000,0.000,0.000,0.000,0.000
7395,2599.450,50.408,43.924,0.438,0.000,43.923,0.000,0.000,0.000,0.000,0.000,0.000
7396,2599.934,37.001,44.011,0.439,0.000,44.011,0.000,0.000,0.000,0.000,0.000,0.000
7397,2600.418,43.482,44.097,0.441,0.000,44.097,0.000,0.000,0.000,0.000,0.000,0.000
7398,2600.902,52.742,44.180,0.443,0.000,44.180,0.000,0.000,0.000,0.000,0.000,0.000
7399,2601.387,52.371,44.261,0.444,0.000,44.260,0.000,0.000,0.000,0.000,0.000,0.000
7400,2601.871,52.408,44.339,0.446,0.000,44.339,0.000,0.000,0.000,0.000,0.000,0.000
7401,2602.356,56.334,44.415,0.447,0.000,44.415,0.000,0.000,0.000,0.000,0.000,0.000
7402,2602.841,43.408,44.489,0.449,0.000,44.488,0.000,0.000,0.000,0.000,0.000,0.000
7403,2603.326,57.371,44.560,0.451,0.000,44.559,0.000,0.000,0.000,0.000,0.000,0.000
7404,2603.811,49.890,44.628,0.452,0.000,44.628,0.000,0.000,0.000,0.000,0.000,0.000
7405,2604.296,40.186,44.695,0.454,0.000,44.694,0.000,0.000,0.000,0.000,0.000,0.000
7406,2604.781,48.964,44.759,0.456,0.000,44.758,0.000,0.000,0.000,0.000,0.000,0.000
7407,2605.266,47.890,44.820,0.457,0.000,44.820,0.000,0.000,0.000,0.000,0.000,0.000
7408,2605.752,46.186,44.879,0.459,0.000,44.878,0.000,0.000,0.000,0.000,0.000,0.000
7409,2606.238,42.408,44.935,0.460,0.000,44.935,0.000,0.000,0.000,0.000,0.000,0.000
7410,2606.723,45.149,44.989,0.462,0.000,44.989,0.000,0.000,0.000,0.000,0.000,0.000
7411,2607.209,55.630,45.040,0.464,0.000,45.040,0.000,0.000,0.000,0.000,0.000,0.000
7412,2607.695,39.260,45.089,0.465,0.000,45.089,0.000,0.000,0.000,0.000,0.000,0.000
7413,2608.181,44.926,45.135,0.467,0.000,45.135,0.000,0.000,0.000,0.000,0.000,0.000
7414,2608.667,49.260,45.179,0.469,0.000,45.179,0.000,0.000,0.000,0.000,0.000,0.000
7415,2609.154,53.630,45.220,0.470,0.000,45.220,0.000,0.000,0.000,0.000,0.000,0.000
7416,2609.640,55.334,45.259,0.472,0.000,45.259,0.000,0.000,0.000,0.000,0.000,0.000
7417,2610.127,40.186,45.295,0.473,0.000,45.295,0.000,0.000,0.000,0.000,0.000,0.000
7418,2610.613,42.112,45.328,0.475,0.000,45.328,0.000,0.000,0.000,0.000,0.000,0.000
7419,2611.100,37.964,45.359,0.477,0.000,45.359,0.000,0.000,0.000,0.000,0.000,0.000
7420,2611.587,56.334,45.388,0.478,0.000,45.387,0.000,0.000,0.000,0.000,0.000,0.000
7421,2612.074,40.482,45.413,0.480,0.000,45.413,0.000,0.000,0.000,0.000,0.000,0.000
7422,2612.561,44.445,45.437,0.482,0.000,45.436,0.000,0.000,0.000,0.000,0.000,0.000
7423,2613.049,44.260,45.457,0.483,0.000,45.457,0.000,0.000,0.000,0.000,0.000,0.000
7424,2613.536,51.704,45.475,0.485,0.000,45.475,0.000,0.000,0.000,0.000,0.000,0.000
7425,2614.023,44.816,45.490,0.486,0.000,45.490,0.000,0.000,0.000,0.000,0.000,0.000
7426,2614.511,58.594,45.503,0.488,0.000,45.503,0.000,0.000,0.000,0.000,0.000,0.000
7427,2614.999,38.704,45.513,0.490,0.000,45.513,0.000,0.000,0.000,0.000,0.000,0.000
7428,2615.487,61.334,45.521,0.491,0.000,45.520,0.000,0.000,0.000,0.000,0.000,0.000
7429,2615.975,49.186,45.525,0.493,0.000,45.525,0.000,0.000,0.000,0.000,0.000,0.000
7430,2616.463,56.297,45.528,0.495,0.000,45.527,0.000,0.000,0.000,0.000,0.000,0.000
7431,2616.951,51.742,45.527,0.496,0.000,45.527,0.000,0.000,0.000,0.000,0.000,0.000
7432,2617.439,42.038,45.524,0.498,0.000,45.524,0.000,0.000,0.000,0.000,0.000,0.000
7433,2617.928,43.260,45.519,0.499,0.000,45.518,0.000,0.000,0.000,0.000,0.000,0.000
7434,2618.416,57.852,45.510,0.501,0.000,45.510,0.000,0.000,0.000,0.000,0.000,0.000
7435,2618.905,36.186,45.499,0.503,0.000,45.499,0.000,0.000,0.000,0.000,0.000,0.000
7436,2619.394,44.519,45.486,0.504,0.000,45.486,0.000,0.000,0.000,0.000,0.000,0.000
7437,2619.883,47.186,45.470,0.506,0.000,45.469,0.000,0.000,0.000,0.000,0.000,0.000
7438,2620.372,55.704,45.451,0.508,0.000,45.451,0.000,0.000,0.000,0.000,0.000,0.000
7439,2620.861,59.630,45.430,0.509,0.000,45.429,0.000,0.000,0.000,0.000,0.000,0.000
7440,2621.350,39.926,45.406,0.511,0.000,45.405,0.000,0.000,0.000,0.000,0.000,0.000
7441,2621.840,40.630,45.379,0.513,0.000,45.379,0.000,0.000,0.000,0.000,0.000,0.000
7442,2622.329,44.223,45.350,0.514,0.000,45.350,0.000,0.000,0.000,0.000,0.000,0.000
7443,2622.819,53.038,45.318,0.516,0.000,45.318,0.000,0.000,0.000,0.000,0.000,0.000
7444,2623.309,64.001,45.284,0.517,0.000,45.283,0.000,0.000,0.000,0.000,0.000,0.000
7445,2623.799,48.704,45.247,0.519,0.000,45.246,0.000,0.000,0.000,0.000,0.000,0.000
7446,2624.289,53.334,45.207,0.521,0.000,45.207,0.000,0.000,0.000,0.000,0.000,0.000
7447,2624.779,50.704,45.165,0.522,0.000,45.165,0.000,0.000,0.000,0.000,0.000,0.000
7448,2625.269,49.594,45.120,0.524,0.000,45.120,0.000,0.000,0.000,0.000,0.000,0.000
7449,2625.759,48.519,45.073,0.526,0.000,45.073,0.000,0.000,0.000,0.000,0.000,0.000
7450,2626.250,44.334,45.023,0.527,0.000,45.023,0.000,0.000,0.000,0.000,0.000,0.000
7451,2626.740,61.556,44.971,0.529,0.000,44.971,0.000,0.000,0.000,0.000,0.000,0.000
7452,2627.231,49.594,44.916,0.530,0.000,44.916,0.000,0.000,0.000,0.000,0.000,0.000
7453,2627.722,60.149,44.859,0.532,0.000,44.858,0.000,0.000,0.000,0.000,0.000,0.000
7454,2628.213,49.630,44.799,0.534,0.000,44.798,0.000,0.000,0.000,0.000,0.000,0.000
7455,2628.704,43.778,44.736,0.535,0.000,44.736,0.000,0.000,0.000,0.000,0.000,0.000
7456,2629.195,48.852,44.671,0.537,0.000,44.671,0.000,0.000,0.000,0.000,0.000,0.000
7457,2629.686,49.816,44.604,0.539,0.000,44.604,0.000,0.000,0.000,0.000,0.000,0.000
7458,2630.178,46.852,44.534,0.540,0.000,44.534,0.000,0.000,0.000,0.000,0.000,0.000
7459,2630.669,41.112,44.462,0.542,0.000,44.461,0.000,0.000,0.000,0.000,0.000,0.000
7460,2631.161,43.112,44.387,0.543,0.000,44.387,0.000,0.000,0.000,0.000,0.000,0.000
7461,2631.653,56.445,44.310,0.545,0.000,44.309,0.000,0.000,0.000,0.000,0.000,0.000
7462,2632.145,48.926,44.230,0.547,0.000,44.230,0.000,0.000,0.000,0.000,0.000,0.000
7463,2632.637,34.112,44.148,0.548,0.000,44.148,0.000,0.000,0.000,0.000,0.000,0.000
7464,2633.129,50.186,44.064,0.550,0.000,44.063,0.000,0.000,0.000,0.000,0.000,0.000
7465,2633.621,48.704,43.977,0.552,0.000,43.976,0.000,0.000,0.000,0.000,0.000,0.000
7466,2634.114,37.260,43.887,0.553,0.000,43.887,0.000,0.000,0.000,0.000,0.000,0.000
7467,2634.606,32.408,43.796,0.555,0.000,43.796,0.000,0.000,0.000,0.000,0.000,0.000
7468,2635.099,42.630,43.702,0.556,0.000,43.702,0.000,0.000,0.000,0.000,0.000,0.000
7469,2635.592,32.519,43.606,0.558,0.000,43.606,0.000,0.000,0.000,0.000,0.000,0.000
7470,2636.084,36.149,43.507,0.560,0.000,43.507,0.000,0.000,0.000,0.000,0.000,0.000
7471,2636.577,42.742,43.406,0.561,0.000,43.406,0.000,0.000,0.000,0.000,0.000,0.000
7472,2637.071,45.630,43.303,0.563,0.000,43.303,0.000,0.000,0.000,0.000,0.000,0.000
7473,2637.564,49.334,43.198,0.565,0.000,43.198,0.000,0.000,0.000,0.000,0.000,0.000
7474,2638.057,50.408,43.091,0.566,0.000,43.090,0.000,0.000,0.000,0.000,0.000,0.000
7475,2638.551,60.815,42.981,0.568,0.000,42.981,0.000,0.000,0.000,0.000,0.000,0.000
7476,2639.044,41.926,42.869,0.569,0.000,42.869,0.000,0.000,0.000,0.000,0.000,0.000
7477,2639.538,36.630,42.755,0.571,0.000,42.754,0.000,0.000,0.000,0.000,0.000,0.000
7478,2640.032,54.297,42.638,0.573,0.000,42.638,0.000,0.000,0.000,0.000,0.000,0.000
7479,2640.526,50.852,42.520,0.574,0.000,42.520,0.000,0.000,0.000,0.000,0.000,0.000
7480,2641.020,44.186,42.399,0.576,0.000,42.399,0.000,0.000,0.000,0.000,0.000,0.000
7481,2641.514,34.594,42.277,0.578,0.000,42.277,0.000,0.000,0.000,0.000,0.000,0.000
7482,2642.009,50.519,42.152,0.579,0.000,42.152,0.000,0.000,0.000,0.000,0.000,0.000
7483,2642.503,38.334,42.025,0.581,0.000,42.025,0.000,0.000,0.000,0.000,0.000,0.000
7484,2642.998,46.223,41.896,0.582,0.000,41.896,0.000,0.000,0.000,0.000,0.000,0.000
7485,2643.492,48.408,41.766,0.584,0.000,41.765,0.000,0.000,0.000,0.000,0.000,0.000
7486,2643.987,34.926,41.633,0.586,0.000,41.633,0.000,0.000,0.000,0.000,0.000,0.000
7487,2644.482,50.001,41.498,0.587,0.000,41.498,0.000,0.000,0.000,0.000,0.000,0.000
7488,2644.977,54.482,41.361,0.589,0.000,41.361,0.000,0.000,0.000,0.000,0.000,0.000
7489,2645.472,30.186,41.223,0.591,0.000,41.222,0.000,0.000,0.000,0.000,0.000,0.000
7490,2645.968,38.778,41.082,0.592,0.000,41.082,0.000,0.000,0.000,0.000,0.000,0.000
7491,2646.463,51.704,40.940,0.594,0.000,40.939,0.000,0.000,0.000,0.000,0.000,0.000
7492,2646.959,46.778,40.795,0.595,0.000,40.795,0.000,0.000,0.000,0.000,0.000,0.000
7493,2647.454,52.297,40.649,0.597,0.000,40.649,0.000,0.000,0.000,0.000,0.000,0.000
7494,2647.950,47.482,40.501,0.599,0.000,40.501,0.000,0.000,0.000,0.000,0.000,0.000
7495,2648.446,46.852,40.352,0.600,0.000,40.351,0.000,0.000,0.000,0.000,0.000,0.000
7496,2648.942,36.667,40.200,0.602,0.000,40.200,0.000,0.000,0.000,0.000,0.000,0.000
7497,2649.438,44.778,40.047,0.604,0.000,40.047,0.000,0.000,0.000,0.000,0.000,0.000
7498,2649.934,33.816,39.892,0.605,0.000,39.892,0.000,0.000,0.000,0.000,0.000,0.000
7499,2650.431,36.704,39.735,0.607,0.000,39.735,0.000,0.000,0.000,0.000,0.000,0.000
7500,2650.927,52.334,39.577,0.609,0.000,39.577,0.000,0.000,0.000,0.000,0.000,0.000
7501,2651.424,41.556,39.417,0.610,0.000,39.417,0.000,0.000,0.000,0.000,0.000,0.000
7502,2651.921,36.704,39.256,0.612,0.000,39.256,0.000,0.000,0.000,0.000,0.000,0.000
7503,2652.418,38.593,39.093,0.613,0.000,39.092,0.000,0.000,0.000,0.000,0.000,0.000
7504,2652.915,45.001,38.928,0.615,0.000,38.928,0.000,0.000,0.000,0.000,0.000,0.000
7505,2653.412,50.926,38.762,0.617,0.000,38.762,0.000,0.000,0.000,0.000,0.000,0.000
7506,2653.909,40.001,38.594,0.618,0.000,38.594,0.000,0.000,0.000,0.000,0.000,0.000
7507,2654.406,45.297,38.425,0.620,0.000,38.425,0.000,0.000,0.000,0.000,0.000,0.000
7508,2654.904,28.223,38.254,0.622,0.000,38.254,0.000,0.000,0.000,0.000,0.000,0.000
7509,2655.402,32.926,38.082,0.623,0.000,38.082,0.000,0.000,0.000,0.000,0.000,0.000
7510,2655.899,34.630,37.909,0.625,0.000,37.909,0.000,0.000,0.000,0.000,0.000,0.000
7511,2656.397,29.926,37.734,0.626,0.000,37.734,0.000,0.000,0.000,0.000,0.000,0.000
7512,2656.895,45.519,37.558,0.628,0.000,37.558,0.000,0.000,0.000,0.000,0.000,0.000
7513,2657.393,33.704,37.381,0.630,0.000,37.380,0.000,0.000,0.000,0.000,0.000,0.000
7514,2657.892,29.741,37.202,0.631,0.000,37.202,0.000,0.000,0.000,0.000,0.000,0.000
7515,2658.390,42.815,37.022,0.633,0.000,37.022,0.000,0.000,0.000,0.000,0.000,0.000
7516,2658.888,43.223,36.841,0.635,0.000,36.840,0.000,0.000,0.000,0.000,0.000,0.000
7517,2659.387,36.704,36.658,0.636,0.000,36.658,0.000,0.000,0.000,0.000,0.000,0.000
7518,2659.886,33.223,36.475,0.638,0.000,36.474,0.000,0.000,0.000,0.000,0.000,0.000
7519,2660.385,35.075,36.290,0.639,0.000,36.290,0.000,0.000,0.000,0.000,0.000,0.000
7520,2660.884,39.926,36.104,0.641,0.000,36.104,0.000,0.000,0.000,0.000,0.000,0.000
7521,2661.383,37.630,35.917,0.643,0.000,35.917,0.000,0.000,0.000,0.000,0.000,0.000
7522,2661.882,36.149,35.729,0.644,0.000,35.729,0.000,0.000,0.000,0.000,0.000,0.000
7523,2662.381,47.223,35.540,0.646,0.000,35.540,0.000,0.000,0.000,0.000,0.000,0.000
7524,2662.881,27.075,35.350,0.648,0.000,35.349,0.000,0.000,0.000,0.000,0.000,0.000
7525,2663.380,31.149,35.159,0.649,0.000,35.158,0.000,0.000,0.000,0.000,0.000,0.000
7526,2663.880,28.519,34.967,0.651,0.000,34.966,0.000,0.000,0.000,0.000,0.000,0.000
7527,2664.380,36.445,34.774,0.652,0.000,34.773,0.000,0.000,0.000,0.000,0.000,0.000
7528,2664.880,34.075,34.580,0.654,0.000,34.580,0.000,0.000,0.000,0.000,0.000,0.000
7529,2665.380,35.445,34.385,0.656,0.000,34.385,0.000,0.000,0.000,0.000,0.000,0.000
7530,2665.880,46.149,34.189,0.657,0.000,34.189,0.000,0.000,0.000,0.000,0.000,0.000
7531,2666.381,32.297,33.993,0.659,0.000,33.993,0.000,0.000,0.000,0.000,0.000,0.000
7532,2666.881,32.519,33.796,0.661,0.000,33.796,0.000,0.000,0.000,0.000,0.000,0.000
7533,2667.382,25.149,33.598,0.662,0.000,33.598,0.000,0.000,0.000,0.000,0.000,0.000
7534,2667.882,24.445,33.399,0.664,0.000,33.399,0.000,0.000,0.000,0.000,0.000,0.000
7535,2668.383,26.223,33.200,0.665,0.000,33.200,0.000,0.000,0.000,0.000,0.000,0.000
7536,2668.884,37.778,33.000,0.667,0.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000
7537,2669.385,36.593,32.799,0.669,0.000,32.799,0.000,0.000,0.000,0.000,0.000,0.000
7538,2669.887,38.741,32.598,0.670,0.000,32.598,0.000,0.000,0.000,0.000,0.000,0.000
7539,2670.388,32.371,32.396,0.672,0.000,32.396,0.000,0.000,0.000,0.000,0.000,0.000
7540,2670.889,33.297,32.194,0.674,0.000,32.194,0.000,0.000,0.000,0.000,0.000,0.000
7541,2671.391,42.519,31.991,0.675,0.000,31.991,0.000,0.000,0.000,0.000,0.000,0.000
7542,2671.893,30.186,31.787,0.677,0.000,31.787,0.000,0.000,0.000,0.000,0.000,0.000
7543,2672.394,26.741,31.583,0.678,0.000,31.583,0.000,0.000,0.000,0.000,0.000,0.000
7544,2672.896,34.371,31.379,0.680,0.000,31.379,0.000,0.000,0.000,0.000,0.000,0.000
7545,2673.399,27.185,31.174,0.682,0.000,31.174,0.000,0.000,0.000,0.000,0.000,0.000
7546,2673.901,29.667,30.969,0.683,0.000,30.969,0.000,0.000,0.000,0.000,0.000,0.000
7547,2674.403,35.889,30.763,0.685,0.000,30.763,0.000,0.000,0.000,0.000,0.000,0.000
7548,2674.906,27.185,30.557,0.687,0.000,30.557,0.000,0.000,0.000,0.000,0.000,0.000
7549,2675.408,26.815,30.351,0.688,0.000,30.351,0.000,0.000,0.000,0.000,0.000,0.000
7550,2675.911,31.075,30.145,0.690,0.000,30.145,0.000,0.000,0.000,0.000,0.000,0.000
7551,2676.414,30.371,29.938,0.691,0.000,29.938,0.000,0.000,0.000,0.000,0.000,0.000
7552,2676.917,34.889,29.731,0.693,0.000,29.731,0.000,0.000,0.000,0.000,0.000,0.000
7553,2677.420,30.223,29.524,0.695,0.000,29.523,0.000,0.000,0.000,0.000,0.000,0.000
7554,2677.923,33.185,29.316,0.696,0.000,29.316,0.000,0.000,0.000,0.000,0.000,0.000
7555,2678.426,25.852,29.109,0.698,0.000,29.108,0.000,0.000,0.000,0.000,0.000,0.000
7556,2678.930,29.815,28.901,0.700,0.000,28.901,0.000,0.000,0.000,0.000,0.000,0.000
7557,2679.433,34.223,28.693,0.701,0.000,28.693,0.000,0.000,0.000,0.000,0.000,0.000
7558,2679.937,30.223,28.485,0.703,0.000,28.485,0.000,0.000,0.000,0.000,0.000,0.000
7559,2680.441,23.519,28.277,0.705,0.000,28.277,0.000,0.000,0.000,0.000,0.000,0.000
7560,2680.945,30.815,28.069,0.706,0.000,28.069,0.000,0.000,0.000,0.000,0.000,0.000
7561,2681.449,30.111,27.861,0.708,0.000,27.861,0.000,0.000,0.000,0.000,0.000,0.000
7562,2681.953,28.815,27.653,0.709,0.000,27.653,0.000,0.000,0.000,0.000,0.000,0.000
7563,2682.457,20.815,27.445,0.711,0.000,27.445,0.000,0.000,0.000,0.000,0.000,0.000
7564,2682.962,28.297,27.238,0.713,0.000,27.238,0.000,0.000,0.000,0.000,0.000,0.000
7565,2683.467,29.334,27.030,0.714,0.000,27.030,0.000,0.000,0.000,0.000,0.000,0.000
7566,2683.971,34.815,26.822,0.716,0.000,26.822,0.000,0.000,0.000,0.000,0.000,0.000
7567,2684.476,23.963,26.615,0.718,0.000,26.615,0.000,0.000,0.000,0.000,0.000,0.000
7568,2684.981,22.297,26.407,0.719,0.000,26.407,0.000,0.000,0.000,0.000,0.000,0.000
7569,2685.486,41.593,26.200,0.721,0.000,26.200,0.000,0.000,0.000,0.000,0.000,0.000
7570,2685.991,30.963,25.993,0.722,0.000,25.993,0.000,0.000,0.000,0.000,0.000,0.000
7571,2686.497,26.741,25.787,0.724,0.000,25.787,0.000,0.000,0.000,0.000,0.000,0.000
7572,2687.002,21.408,25.580,0.726,0.000,25.580,0.000,0.000,0.000,0.000,0.000,0.000
7573,2687.508,33.593,25.374,0.727,0.000,25.374,0.000,0.000,0.000,0.000,0.000,0.000
7574,2688.014,33.741,25.168,0.729,0.000,25.168,0.000,0.000,0.000,0.000,0.000,0.000
7575,2688.519,24.889,24.963,0.731,0.000,24.963,0.000,0.000,0.000,0.000,0.000,0.000
7576,2689.025,26.185,24.758,0.732,0.000,24.758,0.000,0.000,0.000,0.000,0.000,0.000
7577,2689.532,27.037,24.553,0.734,0.000,24.553,0.000,0.000,0.000,0.000,0.000,0.000
7578,2690.038,16.667,24.348,0.735,0.000,24.348,0.000,0.000,0.000,0.000,0.000,0.000
7579,2690.544,18.334,24.144,0.737,0.000,24.144,0.000,0.000,0.000,0.000,0.000,0.000
7580,2691.051,26.815,23.941,0.739,0.000,23.941,0.000,0.000,0.000,0.000,0.000,0.000
7581,2691.557,23.889,23.738,0.740,0.000,23.738,0.000,0.000,0.000,0.000,0.000,0.000
7582,2692.064,25.185,23.535,0.742,0.000,23.535,0.000,0.000,0.000,0.000,0.000,0.000
7583,2692.571,24.741,23.333,0.744,0.000,23.333,0.000,0.000,0.000,0.000,0.000,0.000
7584,2693.078,22.111,23.131,0.745,0.000,23.131,0.000,0.000,0.000,0.000,0.000,0.000
7585,2693.585,31.111,22.930,0.747,0.000,22.930,0.000,0.000,0.000,0.000,0.000,0.000
7586,2694.092,29.519,22.730,0.748,0.000,22.729,0.000,0.000,0.000,0.000,0.000,0.000
7587,2694.600,23.037,22.530,0.750,0.000,22.529,0.000,0.000,0.000,0.000,0.000,0.000
7588,2695.107,23.963,22.330,0.752,0.000,22.330,0.000,0.000,0.000,0.000,0.000,0.000
7589,2695.615,23.741,22.131,0.753,0.000,22.131,0.000,0.000,0.000,0.000,0.000,0.000
7590,2696.122,22.185,21.933,0.755,0.000,21.933,0.000,0.000,0.000,0.000,0.000,0.000
7591,2696.630,21.667,21.736,0.757,0.000,21.736,0.000,0.000,0.000,0.000,0.000,0.000
7592,2697.138,26.667,21.539,0.758,0.000,21.539,0.000,0.000,0.000,0.000,0.000,0.000
7593,2697.646,27.704,21.343,0.760,0.000,21.342,0.000,0.000,0.000,0.000,0.000,0.000
7594,2698.155,14.741,21.147,0.761,0.000,21.147,0.000,0.000,0.000,0.000,0.000,0.000
7595,2698.663,17.334,20.952,0.763,0.000,20.952,0.000,0.000,0.000,0.000,0.000,0.000
7596,2699.172,15.741,20.758,0.765,0.000,20.758,0.000,0.000,0.000,0.000,0.000,0.000
7597,2699.680,25.334,20.565,0.766,0.000,20.565,0.000,0.000,0.000,0.000,0.000,0.000
7598,2700.189,22.741,20.372,0.768,0.000,20.372,0.000,0.000,0.000,0.000,0.000,0.000
7599,2700.698,25.815,20.180,0.770,0.000,20.180,0.000,0.000,0.000,0.000,0.000,0.000
7600,2701.207,26.482,19.989,0.771,0.000,19.989,0.000,0.000,0.000,0.000,0.000,0.000
7601,2701.716,24.815,19.799,0.773,0.000,19.799,0.000,0.000,0.000,0.000,0.000,0.000
7602,2702.225,14.889,19.610,0.774,0.000,19.610,0.000,0.000,0.000,0.000,0.000,0.000
7603,2702.735,15.963,19.421,0.776,0.000,19.421,0.000,0.000,0.000,0.000,0.000,0.000
7604,2703.244,23.185,19.233,0.778,0.000,19.233,0.000,0.000,0.000,0.000,0.000,0.000
7605,2703.754,22.111,19.047,0.779,0.000,19.047,0.000,0.000,0.000,0.000,0.000,0.000
7606,2704.264,24.334,18.861,0.781,0.000,18.861,0.000,0.000,0.000,0.000,0.000,0.000
7607,2704.774,23.185,18.676,0.783,0.000,18.675,0.000,0.000,0.000,0.000,0.000,0.000
7608,2705.284,16.889,18.491,0.784,0.000,18.491,0.000,0.000,0.000,0.000,0.000,0.000
7609,2705.794,16.630,18.308,0.786,0.000,18.308,0.000,0.000,0.000,0.000,0.000,0.000
7610,2706.304,19.408,18.126,0.787,0.000,18.126,0.000,0.000,0.000,0.000,0.000,0.000
7611,2706.815,20.482,17.944,0.789,0.000,17.944,0.000,0.000,0.000,0.000,0.000,0.000
7612,2707.325,18.408,17.764,0.791,0.000,17.764,0.000,0.000,0.000,0.000,0.000,0.000
7613,2707.836,20.445,17.584,0.792,0.000,17.584,0.000,0.000,0.000,0.000,0.000,0.000
7614,2708.347,14.037,17.406,0.794,0.000,17.406,0.000,0.000,0.000,0.000,0.000,0.000
