ch,keV,net,fit,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Rn-220,Th-228,Th-232,Xray-Pb,Xray-Th
3500,1316.196,368.179,368.179,445.082,256.525,333.265,92.961,0.000,0.000,18.857,0.000,0.000,0.000,0.000,0.000
3501,1316.605,395.218,395.218,444.665,256.267,333.079,92.738,0.000,0.000,18.847,0.000,0.000,0.000,0.000,0.000
3502,1317.014,396.186,396.186,444.248,256.009,332.894,92.516,0.000,0.000,18.838,0.000,0.000,0.000,0.000,0.000
3503,1317.423,418.759,418.759,443.833,255.752,332.709,92.295,0.000,0.000,18.829,0.000,0.000,0.000,0.000,0.000
3504,1317.832,389.900,389.900,443.419,255.494,332.524,92.075,0.000,0.000,18.819,0.000,0.000,0.000,0.000,0.000
3505,1318.241,388.022,388.022,443.005,255.237,332.340,91.856,0.000,0.000,18.810,0.000,0.000,0.000,0.000,0.000
3506,1318.650,389.988,389.988,442.593,254.979,332.155,91.638,0.000,0.000,18.800,0.000,0.000,0.000,0.000,0.000
3507,1319.059,392.787,392.787,442.183,254.721,331.971,91.421,0.000,0.000,18.790,0.000,0.000,0.000,0.000,0.000
3508,1319.468,367.798,367.798,441.773,254.464,331.787,91.205,0.000,0.000,18.781,0.000,0.000,0.000,0.000,0.000
3509,1319.877,404.233,404.233,441.365,254.206,331.604,90.990,0.000,0.000,18.771,0.000,0.000,0.000,0.000,0.000
3510,1320.286,362.633,362.633,440.958,253.948,331.420,90.777,0.000,0.000,18.761,0.000,0.000,0.000,0.000,0.000
3511,1320.695,342.556,342.556,440.552,253.691,331.237,90.564,0.000,0.000,18.751,0.000,0.000,0.000,0.000,0.000
3512,1321.104,407.987,407.987,440.148,253.433,331.054,90.353,0.000,0.000,18.742,0.000,0.000,0.000,0.000,0.000
3513,1321.514,369.573,369.573,439.745,253.175,330.871,90.142,0.000,0.000,18.732,0.000,0.000,0.000,0.000,0.000
3514,1321.923,378.023,378.023,439.344,252.918,330.688,89.934,0.000,0.000,18.722,0.000,0.000,0.000,0.000,0.000
3515,1322.332,369.960,369.960,438.944,252.660,330.506,89.726,0.000,0.000,18.712,0.000,0.000,0.000,0.000,0.000
3516,1322.741,385.286,385.286,438.545,252.402,330.323,89.520,0.000,0.000,18.702,0.000,0.000,0.000,0.000,0.000
3517,1323.150,417.838,417.838,438.148,252.145,330.141,89.315,0.000,0.000,18.692,0.000,0.000,0.000,0.000,0.000
3518,1323.560,355.006,355.006,437.752,251.887,329.959,89.112,0.000,0.000,18.682,0.000,0.000,0.000,0.000,0.000
3519,1323.969,356.568,356.568,437.359,251.629,329.777,88.910,0.000,0.000,18.672,0.000,0.000,0.000,0.000,0.000
3520,1324.378,367.895,367.895,436.966,251.372,329.596,88.709,0.000,0.000,18.661,0.000,0.000,0.000,0.000,0.000
3521,1324.788,376.638,376.638,436.575,251.114,329.414,88.510,0.000,0.000,18.651,0.000,0.000,0.000,0.000,0.000
3522,1325.197,394.805,394.805,436.186,250.856,329.233,88.312,0.000,0.000,18.641,0.000,0.000,0.000,0.000,0.000
3523,1325.606,388.273,388.273,435.799,250.599,329.052,88.116,0.000,0.000,18.631,0.000,0.000,0.000,0.000,0.000
3524,1326.016,384.670,384.670,435.413,250.341,328.871,87.922,0.000,0.000,18.620,0.000,0.000,0.000,0.000,0.000
3525,1326.425,399.007,399.007,435.029,250.083,328.690,87.729,0.000,0.000,18.610,0.000,0.000,0.000,0.000,0.000
3526,1326.835,418.253,418.253,434.647,249.826,328.510,87.537,0.000,0.000,18.600,0.000,0.000,0.000,0.000,0.000
3527,1327.244,408.980,408.980,434.266,249.568,328.329,87.348,0.000,0.000,18.589,0.000,0.000,0.000,0.000,0.000
3528,1327.654,380.783,380.783,433.887,249.310,328.149,87.160,0.000,0.000,18.579,0.000,0.000,0.000,0.000,0.000
3529,1328.063,378.351,378.351,433.510,249.053,327.968,86.973,0.000,0.000,18.568,0.000,0.000,0.000,0.000,0.000
3530,1328.473,373.898,373.898,433.134,248.795,327.788,86.788,0.000,0.000,18.558,0.000,0.000,0.000,0.000,0.000
3531,1328.882,353.653,353.653,432.761,248.537,327.609,86.605,0.000,0.000,18.547,0.000,0.000,0.000,0.000,0.000
3532,1329.292,405.583,405.583,432.389,248.280,327.429,86.424,0.000,0.000,18.536,0.000,0.000,0.000,0.000,0.000
3533,1329.701,376.826,376.826,432.019,248.022,327.249,86.244,0.000,0.000,18.526,0.000,0.000,0.000,0.000,0.000
3534,1330.111,314.113,314.113,431.651,247.764,327.069,86.066,0.000,0.000,18.515,0.000,0.000,0.000,0.000,0.000
3535,1330.521,379.362,379.362,431.284,247.507,326.890,85.890,0.000,0.000,18.504,0.000,0.000,0.000,0.000,0.000
3536,1330.930,383.042,383.042,430.920,247.249,326.711,85.716,0.000,0.000,18.494,0.000,0.000,0.000,0.000,0.000
3537,1331.340,364.247,364.247,430.557,246.991,326.531,85.543,0.000,0.000,18.483,0.000,0.000,0.000,0.000,0.000
3538,1331.750,363.188,363.188,430.196,246.734,326.352,85.372,0.000,0.000,18.472,0.000,0.000,0.000,0.000,0.000
3539,1332.159,313.132,313.132,429.837,246.476,326.173,85.203,0.000,0.000,18.461,0.000,0.000,0.000,0.000,0.000
3540,1332.569,352.609,352.609,429.480,246.218,325.994,85.036,0.000,0.000,18.450,0.000,0.000,0.000,0.000,0.000
3541,1332.979,348.329,348.329,429.125,245.961,325.816,84.870,0.000,0.000,18.439,0.000,0.000,0.000,0.000,0.000
3542,1333.388,355.665,355.665,428.771,245.703,325.637,84.706,0.000,0.000,18.428,0.000,0.000,0.000,0.000,0.000
3543,1333.798,371.490,371.490,428.420,245.445,325.458,84.545,0.000,0.000,18.417,0.000,0.000,0.000,0.000,0.000
3544,1334.208,379.313,379.313,428.070,245.188,325.280,84.385,0.000,0.000,18.406,0.000,0.000,0.000,0.000,0.000
3545,1334.618,340.254,340.254,427.722,244.930,325.101,84.227,0.000,0.000,18.395,0.000,0.000,0.000,0.000,0.000
3546,1335.028,356.244,356.244,427.376,244.672,324.923,84.070,0.000,0.000,18.384,0.000,0.000,0.000,0.000,0.000
3547,1335.437,409.876,409.876,427.032,244.415,324.744,83.916,0.000,0.000,18.372,0.000,0.000,0.000,0.000,0.000
3548,1335.847,402.359,402.359,426.690,244.157,324.566,83.763,0.000,0.000,18.361,0.000,0.000,0.000,0.000,0.000
3549,1336.257,401.099,401.099,426.350,243.900,324.387,83.613,0.000,0.000,18.350,0.000,0.000,0.000,0.000,0.000
3550,1336.667,354.603,354.603,426.012,243.642,324.209,83.464,0.000,0.000,18.339,0.000,0.000,0.000,0.000,0.000
3551,1337.077,368.462,368.462,425.675,243.384,324.031,83.317,0.000,0.000,18.327,0.000,0.000,0.000,0.000,0.000
3552,1337.487,388.171,388.171,425.340,243.127,323.853,83.172,0.000,0.000,18.316,0.000,0.000,0.000,0.000,0.000
3553,1337.897,375.400,375.400,425.007,242.869,323.675,83.028,0.000,0.000,18.304,0.000,0.000,0.000,0.000,0.000
3554,1338.307,397.845,397.845,424.676,242.611,323.496,82.887,0.000,0.000,18.293,0.000,0.000,0.000,0.000,0.000
3555,1338.717,378.076,378.076,424.347,242.354,323.318,82.747,0.000,0.000,18.281,0.000,0.000,0.000,0.000,0.000
3556,1339.127,328.317,328.317,424.020,242.096,323.140,82.610,0.000,0.000,18.270,0.000,0.000,0.000,0.000,0.000
3557,1339.537,394.630,394.630,423.694,241.838,322.962,82.474,0.000,0.000,18.258,0.000,0.000,0.000,0.000,0.000
3558,1339.947,454.906,454.906,423.371,241.581,322.784,82.340,0.000,0.000,18.247,0.000,0.000,0.000,0.000,0.000
3559,1340.357,382.141,382.141,423.049,241.323,322.606,82.208,0.000,0.000,18.235,0.000,0.000,0.000,0.000,0.000
3560,1340.767,398.057,398.057,422.729,241.065,322.428,82.078,0.000,0.000,18.223,0.000,0.000,0.000,0.000,0.000
3561,1341.177,385.241,385.241,422.410,240.808,322.250,81.949,0.000,0.000,18.211,0.000,0.000,0.000,0.000,0.000
3562,1341.587,375.652,375.652,422.094,240.550,322.071,81.823,0.000,0.000,18.200,0.000,0.000,0.000,0.000,0.000
3563,1341.998,404.562,404.562,421.779,240.292,321.893,81.698,0.000,0.000,18.188,0.000,0.000,0.000,0.000,0.000
3564,1342.408,382.384,382.384,421.466,240.035,321.715,81.575,0.000,0.000,18.176,0.000,0.000,0.000,0.000,0.000
3565,1342.818,374.860,374.860,421.154,239.777,321.537,81.454,0.000,0.000,18.164,0.000,0.000,0.000,0.000,0.000
3566,1343.228,328.248,328.248,420.845,239.519,321.359,81.334,0.000,0.000,18.152,0.000,0.000,0.000,0.000,0.000
3567,1343.638,371.838,371.838,420.537,239.262,321.180,81.217,0.000,0.000,18.140,0.000,0.000,0.000,0.000,0.000
3568,1344.049,364.411,364.411,420.231,239.004,321.002,81.101,0.000,0.000,18.128,0.000,0.000,0.000,0.000,0.000
3569,1344.459,445.513,445.513,419.926,238.746,320.823,80.987,0.000,0.000,18.116,0.000,0.000,0.000,0.000,0.000
3570,1344.869,352.317,352.317,419.623,238.489,320.645,80.875,0.000,0.000,18.104,0.000,0.000,0.000,0.000,0.000
3571,1345.279,413.751,413.751,419.322,238.231,320.466,80.764,0.000,0.000,18.091,0.000,0.000,0.000,0.000,0.000
3572,1345.690,366.050,366.050,419.022,237.973,320.288,80.655,0.000,0.000,18.079,0.000,0.000,0.000,0.000,0.000
3573,1346.100,390.104,390.104,418.724,237.716,320.109,80.548,0.000,0.000,18.067,0.000,0.000,0.000,0.000,0.000
3574,1346.510,377.693,377.693,418.427,237.458,319.930,80.443,0.000,0.000,18.054,0.000,0.000,0.000,0.000,0.000
3575,1346.921,382.437,382.437,418.132,237.200,319.751,80.339,0.000,0.000,18.042,0.000,0.000,0.000,0.000,0.000
3576,1347.331,384.266,384.266,417.839,236.943,319.572,80.237,0.000,0.000,18.030,0.000,0.000,0.000,0.000,0.000
3577,1347.742,386.171,386.171,417.547,236.685,319.393,80.137,0.000,0.000,18.017,0.000,0.000,0.000,0.000,0.000
3578,1348.152,362.642,362.642,417.257,236.427,319.214,80.038,0.000,0.000,18.004,0.000,0.000,0.000,0.000,0.000
3579,1348.562,324.452,324.452,416.968,236.170,319.034,79.941,0.000,0.000,17.992,0.000,0.000,0.000,0.000,0.000
3580,1348.973,382.814,382.814,416.680,235.912,318.855,79.846,0.000,0.000,17.979,0.000,0.000,0.000,0.000,0.000
3581,1349.383,401.370,401.370,416.394,235.654,318.675,79.752,0.000,0.000,17.966,0.000,0.000,0.000,0.000,0.000
3582,1349.794,355.650,355.650,416.109,235.397,318.495,79.660,0.000,0.000,17.954,0.000,0.000,0.000,0.000,0.000
3583,1350.204,393.507,393.507,415.826,235.139,318.315,79.570,0.000,0.000,17.941,0.000,0.000,0.000,0.000,0.000
3584,1350.615,379.765,379.765,415.544,234.881,318.135,79.480,0.000,0.000,17.928,0.000,0.000,0.000,0.000,0.000
3585,1351.026,437.079,437.079,415.263,234.624,317.955,79.393,0.000,0.000,17.915,0.000,0.000,0.000,0.000,0.000
3586,1351.436,379.301,379.301,414.984,234.366,317.775,79.307,0.000,0.000,17.902,0.000,0.000,0.000,0.000,0.000
3587,1351.847,362.632,362.632,414.706,234.108,317.594,79.222,0.000,0.000,17.889,0.000,0.000,0.000,0.000,0.000
3588,1352.257,387.363,387.363,414.613,234.035,317.575,79.158,0.000,0.000,17.880,0.000,0.000,0.000,0.000,0.000
3589,1352.668,338.513,338.513,414.521,233.961,317.555,79.095,0.000,0.000,17.871,0.000,0.000,0.000,0.000,0.000
3590,1353.079,367.044,367.044,414.431,233.887,317.535,79.034,0.000,0.000,17.862,0.000,0.000,0.000,0.000,0.000
3591,1353.489,373.716,373.716,414.341,233.813,317.514,78.974,0.000,0.000,17.853,0.000,0.000,0.000,0.000,0.000
3592,1353.900,426.397,426.397,414.253,233.740,317.494,78.915,0.000,0.000,17.844,0.000,0.000,0.000,0.000,0.000
3593,1354.311,410.780,410.780,414.166,233.666,317.473,78.858,0.000,0.000,17.835,0.000,0.000,0.000,0.000,0.000
3594,1354.721,430.673,430.673,414.080,233.592,317.452,78.802,0.000,0.000,17.826,0.000,0.000,0.000,0.000,0.000
3595,1355.132,393.171,393.171,413.995,233.519,317.432,78.747,0.000,0.000,17.817,0.000,0.000,0.000,0.000,0.000
3596,1355.543,397.715,397.715,413.911,233.445,317.410,78.694,0.000,0.000,17.807,0.000,0.000,0.000,0.000,0.000
3597,1355.954,367.675,367.675,413.829,233.371,317.389,78.641,0.000,0.000,17.798,0.000,0.000,0.000,0.000,0.000
3598,1356.365,371.059,371.059,413.747,233.297,317.367,78.591,0.000,0.000,17.789,0.000,0.000,0.000,0.000,0.000
3599,1356.775,336.431,336.431,413.666,233.224,317.346,78.541,0.000,0.000,17.779,0.000,0.000,0.000,0.000,0.000
3600,1357.186,410.661,410.661,413.586,233.150,317.324,78.493,0.000,0.000,17.769,0.000,0.000,0.000,0.000,0.000
3601,1357.597,347.218,347.218,413.507,233.076,317.302,78.446,0.000,0.000,17.760,0.000,0.000,0.000,0.000,0.000
3602,1358.008,359.658,359.658,413.429,233.002,317.279,78.400,0.000,0.000,17.750,0.000,0.000,0.000,0.000,0.000
3603,1358.419,407.398,407.398,413.351,232.929,317.257,78.355,0.000,0.000,17.740,0.000,0.000,0.000,0.000,0.000
3604,1358.830,433.367,433.367,413.275,232.855,317.234,78.311,0.000,0.000,17.730,0.000,0.000,0.000,0.000,0.000
3605,1359.241,434.732,434.732,413.199,232.781,317.211,78.268,0.000,0.000,17.720,0.000,0.000,0.000,0.000,0.000
3606,1359.652,352.451,352.451,413.124,232.707,317.187,78.227,0.000,0.000,17.710,0.000,0.000,0.000,0.000,0.000
3607,1360.063,430.083,430.083,413.050,232.634,317.164,78.186,0.000,0.000,17.699,0.000,0.000,0.000,0.000,0.000
3608,1360.474,431.976,431.976,412.976,232.560,317.140,78.147,0.000,0.000,17.689,0.000,0.000,0.000,0.000,0.000
3609,1360.885,416.927,416.927,412.903,232.486,317.116,78.109,0.000,0.000,17.679,0.000,0.000,0.000,0.000,0.000
3610,1361.296,331.416,331.416,412.831,232.412,317.092,78.071,0.000,0.000,17.668,0.000,0.000,0.000,0.000,0.000
3611,1361.707,367.603,367.603,412.759,232.339,317.067,78.035,0.000,0.000,17.657,0.000,0.000,0.000,0.000,0.000
3612,1362.118,361.906,361.906,412.688,232.265,317.042,77.999,0.000,0.000,17.647,0.000,0.000,0.000,0.000,0.000
3613,1362.529,429.894,429.894,412.618,232.191,317.017,77.965,0.000,0.000,17.636,0.000,0.000,0.000,0.000,0.000
3614,1362.940,417.191,417.191,412.548,232.117,316.992,77.931,0.000,0.000,17.625,0.000,0.000,0.000,0.000,0.000
3615,1363.351,411.584,411.584,412.478,232.044,316.966,77.898,0.000,0.000,17.614,0.000,0.000,0.000,0.000,0.000
3616,1363.762,376.563,376.563,412.409,231.970,316.940,77.866,0.000,0.000,17.603,0.000,0.000,0.000,0.000,0.000
3617,1364.173,361.321,361.321,412.341,231.896,316.914,77.835,0.000,0.000,17.591,0.000,0.000,0.000,0.000,0.000
3618,1364.584,379.038,379.038,412.272,231.822,316.888,77.805,0.000,0.000,17.580,0.000,0.000,0.000,0.000,0.000
3619,1364.996,385.862,385.862,412.205,231.749,316.861,77.775,0.000,0.000,17.568,0.000,0.000,0.000,0.000,0.000
3620,1365.407,406.773,406.773,412.137,231.675,316.834,77.746,0.000,0.000,17.557,0.000,0.000,0.000,0.000,0.000
3621,1365.818,419.210,419.210,412.070,231.601,316.807,77.718,0.000,0.000,17.545,0.000,0.000,0.000,0.000,0.000
3622,1366.229,395.235,395.235,412.003,231.527,316.779,77.691,0.000,0.000,17.533,0.000,0.000,0.000,0.000,0.000
3623,1366.641,368.828,368.828,411.936,231.454,316.751,77.664,0.000,0.000,17.521,0.000,0.000,0.000,0.000,0.000
3624,1367.052,372.066,372.066,411.870,231.380,316.723,77.638,0.000,0.000,17.509,0.000,0.000,0.000,0.000,0.000
3625,1367.463,445.775,445.775,411.804,231.306,316.694,77.613,0.000,0.000,17.497,0.000,0.000,0.000,0.000,0.000
3626,1367.874,424.457,424.457,411.738,231.233,316.665,77.588,0.000,0.000,17.485,0.000,0.000,0.000,0.000,0.000
3627,1368.286,422.838,422.838,411.672,231.159,316.636,77.564,0.000,0.000,17.472,0.000,0.000,0.000,0.000,0.000
3628,1368.697,376.448,376.448,411.607,231.085,316.607,77.540,0.000,0.000,17.460,0.000,0.000,0.000,0.000,0.000
3629,1369.109,389.940,389.940,411.541,231.011,316.577,77.517,0.000,0.000,17.447,0.000,0.000,0.000,0.000,0.000
3630,1369.520,415.487,415.487,411.475,230.938,316.547,77.494,0.000,0.000,17.434,0.000,0.000,0.000,0.000,0.000
3631,1369.931,380.504,380.504,411.410,230.864,316.516,77.472,0.000,0.000,17.421,0.000,0.000,0.000,0.000,0.000
3632,1370.343,398.890,398.890,411.345,230.790,316.486,77.451,0.000,0.000,17.408,0.000,0.000,0.000,0.000,0.000
3633,1370.754,370.267,370.267,411.279,230.716,316.455,77.429,0.000,0.000,17.395,0.000,0.000,0.000,0.000,0.000
3634,1371.166,378.790,378.790,411.214,230.643,316.423,77.409,0.000,0.000,17.382,0.000,0.000,0.000,0.000,0.000
3635,1371.577,301.446,301.446,411.148,230.569,316.391,77.388,0.000,0.000,17.368,0.000,0.000,0.000,0.000,0.000
3636,1371.989,380.245,380.245,411.082,230.495,316.359,77.369,0.000,0.000,17.355,0.000,0.000,0.000,0.000,0.000
3637,1372.400,365.385,365.385,411.017,230.421,316.327,77.349,0.000,0.000,17.341,0.000,0.000,0.000,0.000,0.000
3638,1372.812,420.911,420.911,410.951,230.348,316.294,77.330,0.000,0.000,17.327,0.000,0.000,0.000,0.000,0.000
3639,1373.223,439.771,439.771,410.885,230.274,316.261,77.311,0.000,0.000,17.313,0.000,0.000,0.000,0.000,0.000
3640,1373.635,385.326,385.326,410.819,230.200,316.228,77.292,0.000,0.000,17.299,0.000,0.000,0.000,0.000,0.000
3641,1374.046,454.894,454.894,410.752,230.126,316.194,77.274,0.000,0.000,17.284,0.000,0.000,0.000,0.000,0.000
3642,1374.458,380.965,380.965,410.686,230.053,316.160,77.256,0.000,0.000,17.270,0.000,0.000,0.000,0.000,0.000
3643,1374.870,385.536,385.536,410.619,229.979,316.125,77.238,0.000,0.000,17.255,0.000,0.000,0.000,0.000,0.000
3644,1375.281,441.059,441.059,410.552,229.905,316.091,77.221,0.000,0.000,17.240,0.000,0.000,0.000,0.000,0.000
3645,1375.693,399.459,399.459,410.484,229.831,316.056,77.203,0.000,0.000,17.225,0.000,0.000,0.000,0.000,0.000
3646,1376.105,428.810,428.810,410.416,229.758,316.020,77.186,0.000,0.000,17.210,0.000,0.000,0.000,0.000,0.000
3647,1376.516,436.151,436.151,410.348,229.684,315.984,77.169,0.000,0.000,17.195,0.000,0.000,0.000,0.000,0.000
3648,1376.928,421.172,421.172,410.280,229.610,315.948,77.152,0.000,0.000,17.180,0.000,0.000,0.000,0.000,0.000
3649,1377.340,375.658,375.658,410.211,229.536,315.912,77.135,0.000,0.000,17.164,0.000,0.000,0.000,0.000,0.000
3650,1377.751,416.133,416.133,410.142,229.463,315.875,77.119,0.000,0.000,17.148,0.000,0.000,0.000,0.000,0.000
3651,1378.163,399.261,399.261,410.072,229.389,315.838,77.102,0.000,0.000,17.132,0.000,0.000,0.000,0.000,0.000
3652,1378.575,376.868,376.868,410.002,229.315,315.800,77.086,0.000,0.000,17.116,0.000,0.000,0.000,0.000,0.000
3653,1378.987,340.439,340.439,409.932,229.241,315.762,77.069,0.000,0.000,17.100,0.000,0.000,0.000,0.000,0.000
3654,1379.399,451.252,451.252,409.861,229.168,315.724,77.053,0.000,0.000,17.083,0.000,0.000,0.000,0.000,0.000
3655,1379.810,408.953,408.953,409.789,229.094,315.686,77.037,0.000,0.000,17.067,0.000,0.000,0.000,0.000,0.000
3656,1380.222,406.864,406.864,409.717,229.020,315.647,77.020,0.000,0.000,17.050,0.000,0.000,0.000,0.000,0.000
3657,1380.634,418.112,418.112,409.645,228.947,315.608,77.004,0.000,0.000,17.033,0.000,0.000,0.000,0.000,0.000
3658,1381.046,459.777,459.777,409.572,228.873,315.568,76.987,0.000,0.000,17.016,0.000,0.000,0.000,0.000,0.000
3659,1381.458,414.594,414.594,409.498,228.799,315.528,76.971,0.000,0.000,16.999,0.000,0.000,0.000,0.000,0.000
3660,1381.870,430.303,430.303,409.424,228.725,315.488,76.954,0.000,0.000,16.981,0.000,0.000,0.000,0.000,0.000
3661,1382.282,442.967,442.967,409.349,228.652,315.448,76.938,0.000,0.000,16.964,0.000,0.000,0.000,0.000,0.000
3662,1382.694,400.474,400.474,409.274,228.578,315.407,76.921,0.000,0.000,16.946,0.000,0.000,0.000,0.000,0.000
3663,1383.106,376.353,376.353,409.198,228.504,315.366,76.904,0.000,0.000,16.928,0.000,0.000,0.000,0.000,0.000
3664,1383.518,423.326,423.326,409.121,228.430,315.324,76.888,0.000,0.000,16.910,0.000,0.000,0.000,0.000,0.000
3665,1383.930,369.033,369.033,409.044,228.357,315.282,76.871,0.000,0.000,16.891,0.000,0.000,0.000,0.000,0.000
3666,1384.342,385.722,385.722,408.966,228.283,315.240,76.853,0.000,0.000,16.873,0.000,0.000,0.000,0.000,0.000
3667,1384.754,380.468,380.468,408.888,228.209,315.198,76.836,0.000,0.000,16.854,0.000,0.000,0.000,0.000,0.000
3668,1385.166,391.157,391.157,408.809,228.135,315.155,76.819,0.000,0.000,16.835,0.000,0.000,0.000,0.000,0.000
3669,1385.578,429.881,429.881,408.729,228.062,315.112,76.801,0.000,0.000,16.816,0.000,0.000,0.000,0.000,0.000
3670,1385.990,387.216,387.216,408.648,227.988,315.068,76.783,0.000,0.000,16.797,0.000,0.000,0.000,0.000,0.000
3671,1386.402,441.757,441.757,408.567,227.914,315.025,76.765,0.000,0.000,16.777,0.000,0.000,0.000,0.000,0.000
3672,1386.814,472.270,472.270,408.485,227.840,314.981,76.747,0.000,0.000,16.758,0.000,0.000,0.000,0.000,0.000
3673,1387.226,429.674,429.674,408.403,227.767,314.937,76.729,0.000,0.000,16.738,0.000,0.000,0.000,0.000,0.000
3674,1387.639,373.231,373.231,408.320,227.693,314.892,76.710,0.000,0.000,16.718,0.000,0.000,0.000,0.000,0.000
3675,1388.051,385.589,385.589,408.236,227.619,314.847,76.691,0.000,0.000,16.697,0.000,0.000,0.000,0.000,0.000
3676,1388.463,476.185,476.185,408.151,227.545,314.802,76.672,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
3677,1388.875,436.563,436.563,408.066,227.472,314.756,76.653,0.000,0.000,16.656,0.000,0.000,0.000,0.000,0.000
3678,1389.287,446.449,446.449,407.979,227.398,314.711,76.633,0.000,0.000,16.635,0.000,0.000,0.000,0.000,0.000
3679,1389.700,392.900,392.900,407.893,227.324,314.665,76.614,0.000,0.000,16.614,0.000,0.000,0.000,0.000,0.000
3680,1390.112,409.813,409.813,407.805,227.250,314.618,76.594,0.000,0.000,16.593,0.000,0.000,0.000,0.000,0.000
3681,1390.524,368.968,368.968,407.717,227.177,314.572,76.573,0.000,0.000,16.572,0.000,0.000,0.000,0.000,0.000
3682,1390.936,421.223,421.223,407.628,227.103,314.525,76.553,0.000,0.000,16.550,0.000,0.000,0.000,0.000,0.000
3683,1391.349,396.159,396.159,407.538,227.029,314.478,76.532,0.000,0.000,16.528,0.000,0.000,0.000,0.000,0.000
3684,1391.761,395.971,395.971,407.448,226.955,314.430,76.511,0.000,0.000,16.506,0.000,0.000,0.000,0.000,0.000
3685,1392.173,460.297,460.297,407.356,226.882,314.383,76.489,0.000,0.000,16.484,0.000,0.000,0.000,0.000,0.000
3686,1392.586,392.479,392.479,407.264,226.808,314.335,76.468,0.000,0.000,16.462,0.000,0.000,0.000,0.000,0.000
3687,1392.998,415.964,415.964,407.172,226.734,314.287,76.446,0.000,0.000,16.439,0.000,0.000,0.000,0.000,0.000
3688,1393.411,423.026,423.026,407.078,226.660,314.239,76.423,0.000,0.000,16.416,0.000,0.000,0.000,0.000,0.000
3689,1393.823,402.443,402.443,406.984,226.587,314.190,76.401,0.000,0.000,16.394,0.000,0.000,0.000,0.000,0.000
3690,1394.235,421.336,421.336,406.890,226.513,314.141,76.378,0.000,0.000,16.370,0.000,0.000,0.000,0.000,0.000
3691,1394.648,429.649,429.649,406.794,226.439,314.092,76.355,0.000,0.000,16.347,0.000,0.000,0.000,0.000,0.000
3692,1395.060,346.721,346.721,406.698,226.366,314.043,76.332,0.000,0.000,16.323,0.000,0.000,0.000,0.000,0.000
3693,1395.473,452.992,452.992,406.601,226.292,313.993,76.308,0.000,0.000,16.300,0.000,0.000,0.000,0.000,0.000
3694,1395.885,468.150,468.150,406.504,226.218,313.944,76.284,0.000,0.000,16.276,0.000,0.000,0.000,0.000,0.000
3695,1396.298,453.957,453.957,406.406,226.144,313.894,76.260,0.000,0.000,16.252,0.000,0.000,0.000,0.000,0.000
3696,1396.710,369.722,369.722,406.307,226.071,313.844,76.236,0.000,0.000,16.227,0.000,0.000,0.000,0.000,0.000
3697,1397.123,417.818,417.818,406.207,225.997,313.794,76.211,0.000,0.000,16.203,0.000,0.000,0.000,0.000,0.000
3698,1397.536,408.123,408.123,406.107,225.923,313.743,76.186,0.000,0.000,16.178,0.000,0.000,0.000,0.000,0.000
3699,1397.948,466.788,466.788,406.007,225.849,313.693,76.161,0.000,0.000,16.153,0.000,0.000,0.000,0.000,0.000
3700,1398.361,416.146,416.146,405.905,225.776,313.642,76.136,0.000,0.000,16.128,0.000,0.000,0.000,0.000,0.000
3701,1398.773,448.651,448.651,405.803,225.702,313.591,76.110,0.000,0.000,16.103,0.000,0.000,0.000,0.000,0.000
3702,1399.186,403.464,403.464,405.701,225.628,313.540,76.084,0.000,0.000,16.077,0.000,0.000,0.000,0.000,0.000
3703,1399.599,454.815,454.815,405.598,225.554,313.488,76.058,0.000,0.000,16.051,0.000,0.000,0.000,0.000,0.000
3704,1400.011,404.083,404.083,405.494,225.481,313.437,76.032,0.000,0.000,16.026,0.000,0.000,0.000,0.000,0.000
3705,1400.424,397.473,397.473,405.390,225.407,313.385,76.005,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000
3706,1400.837,469.849,469.849,405.286,225.333,313.334,75.979,0.000,0.000,15.973,0.000,0.000,0.000,0.000,0.000
3707,1401.250,448.309,448.309,405.180,225.259,313.282,75.952,0.000,0.000,15.947,0.000,0.000,0.000,0.000,0.000
3708,1401.662,426.506,426.506,405.075,225.186,313.230,75.925,0.000,0.000,15.920,0.000,0.000,0.000,0.000,0.000
3709,1402.075,487.424,487.424,404.969,225.112,313.178,75.897,0.000,0.000,15.893,0.000,0.000,0.000,0.000,0.000
3710,1402.488,407.778,407.778,404.862,225.038,313.126,75.870,0.000,0.000,15.866,0.000,0.000,0.000,0.000,0.000
3711,1402.901,411.379,411.379,404.755,224.964,313.073,75.843,0.000,0.000,15.839,0.000,0.000,0.000,0.000,0.000
3712,1403.313,365.377,365.377,404.648,224.891,313.021,75.815,0.000,0.000,15.812,0.000,0.000,0.000,0.000,0.000
3713,1403.726,334.727,334.727,404.540,224.817,312.969,75.787,0.000,0.000,15.784,0.000,0.000,0.000,0.000,0.000
3714,1404.139,403.500,403.500,404.432,224.743,312.916,75.759,0.000,0.000,15.757,0.000,0.000,0.000,0.000,0.000
3715,1404.552,357.269,357.269,404.324,224.669,312.864,75.732,0.000,0.000,15.729,0.000,0.000,0.000,0.000,0.000
3716,1404.965,449.059,449.059,404.215,224.596,312.811,75.704,0.000,0.000,15.701,0.000,0.000,0.000,0.000,0.000
