ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th-L
7503,2652.418,38.593,29.774,2.842,0.000,29.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7504,2652.915,45.001,29.650,2.841,0.000,29.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7505,2653.412,50.926,29.524,2.840,0.000,29.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7506,2653.909,40.001,29.398,2.839,0.000,29.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7507,2654.406,45.297,29.270,2.838,0.000,29.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7508,2654.904,28.223,29.142,2.838,0.000,29.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7509,2655.402,32.926,29.013,2.837,0.000,29.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7510,2655.899,34.630,28.883,2.836,0.000,28.882,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7511,2656.397,29.926,28.752,2.835,0.000,28.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7512,2656.895,45.519,28.620,2.834,0.000,28.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7513,2657.393,33.704,28.487,2.833,0.000,28.486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7514,2657.892,29.741,28.353,2.832,0.000,28.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7515,2658.390,42.815,28.219,2.831,0.000,28.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7516,2658.888,43.223,28.083,2.830,0.000,28.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7517,2659.387,36.704,27.947,2.829,0.000,27.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7518,2659.886,33.223,27.811,2.829,0.000,27.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7519,2660.385,35.075,27.673,2.828,0.000,27.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7520,2660.884,39.926,27.535,2.827,0.000,27.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7521,2661.383,37.630,27.396,2.826,0.000,27.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7522,2661.882,36.149,27.256,2.825,0.000,27.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7523,2662.381,47.223,27.116,2.824,0.000,27.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7524,2662.881,27.075,26.975,2.823,0.000,26.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7525,2663.380,31.149,26.833,2.822,0.000,26.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7526,2663.880,28.519,26.691,2.821,0.000,26.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7527,2664.380,36.445,26.548,2.820,0.000,26.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7528,2664.880,34.075,26.405,2.820,0.000,26.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7529,2665.380,35.445,26.261,2.819,0.000,26.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7530,2665.880,46.149,26.117,2.818,0.000,26.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7531,2666.381,32.297,25.972,2.817,0.000,25.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7532,2666.881,32.519,25.827,2.816,0.000,25.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7533,2667.382,25.149,25.681,2.815,0.000,25.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7534,2667.882,24.445,25.535,2.814,0.000,25.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7535,2668.383,26.223,25.388,2.813,0.000,25.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7536,2668.884,37.778,25.241,2.812,0.000,25.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7537,2669.385,36.593,25.094,2.811,0.000,25.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7538,2669.887,38.741,24.946,2.811,0.000,24.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7539,2670.388,32.371,24.798,2.810,0.000,24.798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7540,2670.889,33.297,24.649,2.809,0.000,24.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7541,2671.391,42.519,24.501,2.808,0.000,24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7542,2671.893,30.186,24.352,2.807,0.000,24.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7543,2672.394,26.741,24.202,2.806,0.000,24.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7544,2672.896,34.371,24.053,2.805,0.000,24.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7545,2673.399,27.185,23.903,2.804,0.000,23.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7546,2673.901,29.667,23.753,2.803,0.000,23.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7547,2674.403,35.889,23.603,2.802,0.000,23.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7548,2674.906,27.185,23.453,2.802,0.000,23.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7549,2675.408,26.815,23.303,2.801,0.000,23.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7550,2675.911,31.075,23.152,2.800,0.000,23.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7551,2676.414,30.371,23.001,2.799,0.000,23.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7552,2676.917,34.889,22.851,2.798,0.000,22.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7553,2677.420,30.223,22.700,2.797,0.000,22.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7554,2677.923,33.185,22.549,2.796,0.000,22.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7555,2678.426,25.852,22.398,2.795,0.000,22.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7556,2678.930,29.815,22.247,2.794,0.000,22.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7557,2679.433,34.223,22.097,2.793,0.000,22.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7558,2679.937,30.223,21.946,2.793,0.000,21.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7559,2680.441,23.519,21.795,2.792,0.000,21.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7560,2680.945,30.815,21.644,2.791,0.000,21.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7561,2681.449,30.111,21.493,2.790,0.000,21.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7562,2681.953,28.815,21.343,2.789,0.000,21.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7563,2682.457,20.815,21.192,2.788,0.000,21.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7564,2682.962,28.297,21.042,2.787,0.000,21.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7565,2683.467,29.334,20.892,2.786,0.000,20.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7566,2683.971,34.815,20.742,2.785,0.000,20.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7567,2684.476,23.963,20.592,2.784,0.000,20.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7568,2684.981,22.297,20.442,2.784,0.000,20.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7569,2685.486,41.593,20.293,2.783,0.000,20.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7570,2685.991,30.963,20.143,2.782,0.000,20.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7571,2686.497,26.741,19.994,2.781,0.000,19.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7572,2687.002,21.408,19.846,2.780,0.000,19.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7573,2687.508,33.593,19.697,2.779,0.000,19.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7574,2688.014,33.741,19.549,2.778,0.000,19.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7575,2688.519,24.889,19.401,2.777,0.000,19.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7576,2689.025,26.185,19.253,2.776,0.000,19.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7577,2689.532,27.037,19.106,2.775,0.000,19.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7578,2690.038,16.667,18.959,2.775,0.000,18.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7579,2690.544,18.334,18.812,2.774,0.000,18.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7580,2691.051,26.815,18.666,2.773,0.000,18.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7581,2691.557,23.889,18.520,2.772,0.000,18.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7582,2692.064,25.185,18.375,2.771,0.000,18.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7583,2692.571,24.741,18.230,2.770,0.000,18.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7584,2693.078,22.111,18.085,2.769,0.000,18.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7585,2693.585,31.111,17.941,2.768,0.000,17.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7586,2694.092,29.519,17.798,2.767,0.000,17.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7587,2694.600,23.037,17.654,2.766,0.000,17.654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7588,2695.107,23.963,17.512,2.766,0.000,17.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7589,2695.615,23.741,17.369,2.765,0.000,17.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7590,2696.122,22.185,17.228,2.764,0.000,17.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7591,2696.630,21.667,17.086,2.763,0.000,17.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7592,2697.138,26.667,16.946,2.762,0.000,16.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7593,2697.646,27.704,16.806,2.761,0.000,16.805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7594,2698.155,14.741,16.666,2.760,0.000,16.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7595,2698.663,17.334,16.527,2.759,0.000,16.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7596,2699.172,15.741,16.388,2.758,0.000,16.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7597,2699.680,25.334,16.250,2.757,0.000,16.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7598,2700.189,22.741,16.113,2.756,0.000,16.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7599,2700.698,25.815,15.976,2.756,0.000,15.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7600,2701.207,26.482,15.840,2.755,0.000,15.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7601,2701.716,24.815,15.705,2.754,0.000,15.705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7602,2702.225,14.889,15.570,2.753,0.000,15.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7603,2702.735,15.963,15.436,2.752,0.000,15.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7604,2703.244,23.185,15.302,2.751,0.000,15.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7605,2703.754,22.111,15.169,2.750,0.000,15.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7606,2704.264,24.334,15.037,2.749,0.000,15.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7607,2704.774,23.185,14.906,2.748,0.000,14.905,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7608,2705.284,16.889,14.775,2.747,0.000,14.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7609,2705.794,16.630,14.645,2.747,0.000,14.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7610,2706.304,19.408,14.515,2.746,0.000,14.515,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7611,2706.815,20.482,14.386,2.745,0.000,14.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7612,2707.325,18.408,14.258,2.744,0.000,14.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7613,2707.836,20.445,14.131,2.743,0.000,14.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7614,2708.347,14.037,14.004,2.742,0.000,14.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7615,2708.858,24.111,13.879,2.741,0.000,13.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7616,2709.369,22.889,13.753,2.740,0.000,13.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7617,2709.880,28.704,13.629,2.739,0.000,13.629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7618,2710.392,20.259,13.505,2.738,0.000,13.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7619,2710.903,22.111,13.383,2.738,0.000,13.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7620,2711.415,16.630,13.261,2.737,0.000,13.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7621,2711.926,13.334,13.139,2.736,0.000,13.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7622,2712.438,14.259,13.019,2.735,0.000,13.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7623,2712.950,13.408,12.899,2.734,0.000,12.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7624,2713.462,21.408,12.780,2.733,0.000,12.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7625,2713.975,12.630,12.662,2.732,0.000,12.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7626,2714.487,11.593,12.545,2.731,0.000,12.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7627,2714.999,21.259,12.428,2.730,0.000,12.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7628,2715.512,14.630,12.312,2.729,0.000,12.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7629,2716.025,13.482,12.197,2.729,0.000,12.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7630,2716.538,20.704,12.083,2.728,0.000,12.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7631,2717.051,15.556,11.970,2.727,0.000,11.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7632,2717.564,19.259,11.858,2.726,0.000,11.858,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7633,2718.077,16.111,11.746,2.725,0.000,11.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7634,2718.591,14.185,11.635,2.724,0.000,11.635,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7635,2719.104,6.556,11.525,2.723,0.000,11.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7636,2719.618,14.704,11.416,2.722,0.000,11.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7637,2720.132,12.963,11.308,2.721,0.000,11.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7638,2720.646,13.630,11.200,2.720,0.000,11.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7639,2721.160,18.556,11.094,2.720,0.000,11.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7640,2721.674,14.704,10.988,2.719,0.000,10.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7641,2722.188,16.037,10.883,2.718,0.000,10.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7642,2722.703,4.408,10.779,2.717,0.000,10.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7643,2723.217,9.482,10.676,2.716,0.000,10.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7644,2723.732,12.408,10.573,2.715,0.000,10.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7645,2724.247,16.556,10.472,2.714,0.000,10.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7646,2724.762,15.037,10.371,2.713,0.000,10.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7647,2725.277,15.482,10.272,2.712,0.000,10.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7648,2725.792,14.185,10.173,2.711,0.000,10.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7649,2726.307,19.408,10.075,2.711,0.000,10.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7650,2726.823,11.185,9.977,2.710,0.000,9.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7651,2727.338,9.482,9.881,2.709,0.000,9.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7652,2727.854,9.408,9.785,2.708,0.000,9.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7653,2728.370,8.111,9.691,2.707,0.000,9.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7654,2728.886,12.408,9.597,2.706,0.000,9.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7655,2729.402,16.408,9.504,2.705,0.000,9.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7656,2729.919,10.482,9.412,2.704,0.000,9.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7657,2730.435,16.556,9.321,2.703,0.000,9.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7658,2730.952,10.482,9.230,2.702,0.000,9.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7659,2731.468,12.259,9.141,2.702,0.000,9.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7660,2731.985,12.704,9.052,2.701,0.000,9.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7661,2732.502,13.408,8.964,2.700,0.000,8.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7662,2733.019,8.926,8.877,2.699,0.000,8.877,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7663,2733.536,14.630,8.791,2.698,0.000,8.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7664,2734.054,6.408,8.706,2.697,0.000,8.706,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7665,2734.571,7.408,8.622,2.696,0.000,8.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7666,2735.089,11.704,8.538,2.695,0.000,8.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7667,2735.606,5.334,8.455,2.694,0.000,8.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7668,2736.124,9.482,8.373,2.693,0.000,8.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7669,2736.642,13.704,8.292,2.693,0.000,8.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7670,2737.160,13.852,8.212,2.692,0.000,8.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7671,2737.678,12.852,8.133,2.691,0.000,8.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7672,2738.197,15.334,8.054,2.690,0.000,8.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7673,2738.715,8.556,7.976,2.689,0.000,7.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7674,2739.234,10.926,7.899,2.688,0.000,7.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7675,2739.753,9.926,7.823,2.687,0.000,7.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7676,2740.272,12.852,7.748,2.686,0.000,7.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7677,2740.791,11.556,7.673,2.685,0.000,7.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7678,2741.310,10.482,7.600,2.684,0.000,7.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7679,2741.829,15.778,7.527,2.684,0.000,7.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7680,2742.349,12.482,7.455,2.683,0.000,7.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7681,2742.868,13.630,7.384,2.682,0.000,7.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7682,2743.388,8.778,7.313,2.681,0.000,7.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7683,2743.908,11.778,7.244,2.680,0.000,7.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7684,2744.428,10.704,7.175,2.679,0.000,7.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7685,2744.948,11.704,7.107,2.678,0.000,7.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7686,2745.468,11.704,7.039,2.677,0.000,7.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7687,2745.988,6.630,6.973,2.676,0.000,6.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7688,2746.509,4.630,6.907,2.675,0.000,6.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7689,2747.030,12.704,6.842,2.675,0.000,6.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7690,2747.550,9.704,6.778,2.674,0.000,6.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7691,2748.071,10.482,6.715,2.673,0.000,6.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7692,2748.592,5.556,6.652,2.672,0.000,6.652,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7693,2749.113,8.778,6.590,2.671,0.000,6.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7694,2749.635,9.704,6.529,2.670,0.000,6.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7695,2750.156,15.630,6.468,2.669,0.000,6.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7696,2750.678,9.704,6.409,2.668,0.000,6.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7697,2751.199,7.630,6.350,2.667,0.000,6.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7698,2751.721,4.778,6.292,2.666,0.000,6.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7699,2752.243,7.852,6.234,2.666,0.000,6.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7700,2752.765,8.630,6.177,2.665,0.000,6.177,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7701,2753.287,11.704,6.121,2.664,0.000,6.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7702,2753.810,12.704,6.066,2.663,0.000,6.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7703,2754.332,12.556,6.011,2.662,0.000,6.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7704,2754.855,9.778,5.957,2.661,0.000,5.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7705,2755.378,5.704,5.904,2.660,0.000,5.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7706,2755.901,14.704,5.852,2.659,0.000,5.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7707,2756.424,2.704,5.800,2.658,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7708,2756.947,4.926,5.749,2.657,0.000,5.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7709,2757.470,3.852,5.698,2.657,0.000,5.698,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7710,2757.994,8.704,5.648,2.656,0.000,5.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7711,2758.517,8.704,5.599,2.655,0.000,5.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7712,2759.041,10.630,5.551,2.654,0.000,5.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7713,2759.565,7.778,5.503,2.653,0.000,5.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7714,2760.089,3.852,5.456,2.652,0.000,5.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7715,2760.613,6.778,5.409,2.651,0.000,5.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7716,2761.137,4.000,5.363,2.650,0.000,5.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7717,2761.661,5.852,5.318,2.649,0.000,5.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7718,2762.186,5.778,5.273,2.648,0.000,5.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7719,2762.710,7.556,5.229,2.648,0.000,5.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7720,2763.235,3.926,5.186,2.647,0.000,5.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7721,2763.760,5.556,5.143,2.646,0.000,5.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7722,2764.285,10.926,5.101,2.645,0.000,5.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7723,2764.810,4.926,5.059,2.644,0.000,5.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7724,2765.336,9.778,5.018,2.643,0.000,5.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7725,2765.861,5.704,4.978,2.642,0.000,4.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7726,2766.387,6.926,4.938,2.641,0.000,4.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7727,2766.912,3.926,4.899,2.640,0.000,4.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7728,2767.438,8.778,4.860,2.639,0.000,4.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7729,2767.964,5.852,4.822,2.638,0.000,4.822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7730,2768.490,9.704,4.785,2.638,0.000,4.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7731,2769.017,4.630,4.748,2.637,0.000,4.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7732,2769.543,7.852,4.711,2.636,0.000,4.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7733,2770.070,11.926,4.676,2.635,0.000,4.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7734,2770.596,3.482,4.640,2.634,0.000,4.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
