ch,keV,net,model,continuum_raw,untied_tail,fit,tail,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232
7246,2726.907,104.774,167.591,55.909,0.000,104.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7247,2727.142,120.894,166.340,55.887,0.000,120.894,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7248,2727.378,126.023,165.098,55.866,0.000,126.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7249,2727.612,97.339,163.866,55.844,0.000,97.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7250,2727.847,102.425,162.643,55.822,0.000,102.425,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7251,2728.082,115.386,161.429,55.800,0.000,115.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7252,2728.316,128.894,160.224,55.778,0.000,128.894,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7253,2728.551,102.820,159.029,55.756,0.000,102.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7254,2728.785,99.494,157.843,55.734,0.000,99.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7255,2729.019,95.957,156.667,55.712,0.000,95.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7256,2729.253,82.173,155.499,55.690,0.000,82.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7257,2729.486,83.856,154.341,55.668,0.000,83.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7258,2729.720,87.447,153.192,55.647,0.000,87.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7259,2729.953,102.160,152.052,55.625,0.000,102.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7260,2730.187,100.504,150.922,55.603,0.000,100.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7261,2730.420,105.684,149.801,55.581,0.000,105.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7262,2730.653,84.863,148.688,55.559,0.000,84.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7263,2730.885,99.720,147.585,55.537,0.000,99.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7264,2731.118,100.382,146.491,55.515,0.000,100.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7265,2731.350,116.868,145.406,55.493,0.000,116.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7266,2731.583,83.025,144.330,55.471,0.000,83.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7267,2731.815,86.048,143.263,55.449,0.000,86.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7268,2732.047,102.049,142.205,55.427,0.000,102.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7269,2732.279,97.051,141.157,55.406,0.000,97.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7270,2732.510,99.925,140.116,55.384,0.000,99.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7271,2732.742,75.522,139.085,55.362,0.000,75.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7272,2732.973,99.256,138.063,55.340,0.000,99.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7273,2733.204,80.365,137.050,55.318,0.000,80.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7274,2733.435,86.997,136.045,55.296,0.000,86.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7275,2733.666,83.138,135.049,55.274,0.000,83.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7276,2733.897,82.890,134.062,55.252,0.000,82.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7277,2734.128,85.356,133.084,55.230,0.000,85.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7278,2734.358,94.862,132.114,55.208,0.000,94.862,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7279,2734.588,84.416,131.153,55.187,0.000,84.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7280,2734.818,92.902,130.201,55.165,0.000,92.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7281,2735.048,91.009,129.257,55.143,0.000,91.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7282,2735.278,81.122,128.322,55.121,0.000,81.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7283,2735.508,94.998,127.395,55.099,0.000,94.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7284,2735.737,83.053,126.477,55.077,0.000,83.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7285,2735.967,84.123,125.567,55.055,0.000,84.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7286,2736.196,88.006,124.666,55.033,0.000,88.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7287,2736.425,92.968,123.773,55.011,0.000,92.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7288,2736.654,100.125,122.888,54.989,0.000,100.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7289,2736.882,102.031,122.012,54.967,0.000,102.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7290,2737.111,70.952,121.144,54.946,0.000,70.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7291,2737.339,89.613,120.284,54.924,0.000,89.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7292,2737.567,72.043,119.432,54.902,0.000,72.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7293,2737.795,94.210,118.589,54.880,0.000,94.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7294,2738.023,92.212,117.753,54.858,0.000,92.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7295,2738.251,79.615,116.926,54.836,0.000,79.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7296,2738.479,72.782,116.106,54.814,0.000,72.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7297,2738.706,76.191,115.294,54.792,0.000,76.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7298,2738.933,70.915,114.491,54.770,0.000,70.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7299,2739.160,63.916,113.695,54.748,0.000,63.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7300,2739.387,77.099,112.907,54.726,0.000,77.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7301,2739.614,79.266,112.127,54.705,0.000,79.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7302,2739.841,75.777,111.355,54.683,0.000,75.777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7303,2740.067,73.123,110.590,54.661,0.000,73.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7304,2740.293,70.789,109.833,54.639,0.000,70.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7305,2740.520,64.924,109.084,54.617,0.000,64.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7306,2740.745,68.897,108.342,54.595,0.000,68.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7307,2740.971,65.618,107.607,54.573,0.000,65.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7308,2741.197,77.515,106.881,54.551,0.000,77.515,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7309,2741.422,80.446,106.161,54.529,0.000,80.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7310,2741.648,84.277,105.449,54.507,0.000,84.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7311,2741.873,85.060,104.744,54.486,0.000,85.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7312,2742.098,59.763,104.047,54.464,0.000,59.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7313,2742.323,82.047,103.357,54.442,0.000,82.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7314,2742.548,68.991,102.674,54.420,0.000,68.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7315,2742.772,86.939,101.998,54.398,0.000,86.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7316,2742.997,69.487,101.329,54.376,0.000,69.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7317,2743.221,76.826,100.668,54.354,0.000,76.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7318,2743.445,66.486,100.013,54.332,0.000,66.486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7319,2743.669,77.886,99.365,54.310,0.000,77.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7320,2743.892,78.118,98.724,54.288,0.000,78.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7321,2744.116,59.834,98.090,54.266,0.000,59.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7322,2744.339,84.014,97.463,54.245,0.000,84.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7323,2744.563,68.146,96.843,54.223,0.000,68.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7324,2744.786,79.612,96.229,54.201,0.000,79.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7325,2745.009,78.311,95.622,54.179,0.000,78.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7326,2745.232,78.148,95.022,54.157,0.000,78.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7327,2745.454,78.869,94.428,54.135,0.000,78.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7328,2745.677,68.469,93.841,54.113,0.000,68.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7329,2745.899,76.741,93.260,54.091,0.000,76.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7330,2746.121,61.621,92.685,54.069,0.000,61.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7331,2746.343,62.793,92.117,54.047,0.000,62.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7332,2746.565,72.181,91.556,54.026,0.000,72.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7333,2746.786,56.474,91.000,54.004,0.000,56.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7334,2747.008,58.475,90.451,53.982,0.000,58.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7335,2747.229,63.476,89.908,53.960,0.000,63.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7336,2747.450,67.477,89.371,53.938,0.000,67.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7337,2747.671,82.478,88.840,53.916,0.000,82.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7338,2747.892,66.480,88.316,53.894,0.000,66.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7339,2748.113,71.481,87.797,53.872,0.000,71.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7340,2748.333,75.797,87.284,53.850,0.000,75.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7341,2748.554,84.157,86.777,53.828,0.000,84.157,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7342,2748.774,61.449,86.276,53.806,0.000,61.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7343,2748.994,80.424,85.780,53.785,0.000,80.424,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7344,2749.214,63.823,85.291,53.763,0.000,63.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7345,2749.434,71.334,84.807,53.741,0.000,71.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7346,2749.653,62.985,84.328,53.719,0.000,62.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7347,2749.872,60.624,83.856,53.697,0.000,60.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7348,2750.092,63.817,83.388,53.675,0.000,63.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7349,2750.311,69.162,82.927,53.653,0.000,69.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7350,2750.530,77.163,82.471,53.631,0.000,77.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7351,2750.748,76.100,82.020,53.609,0.000,76.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7352,2750.967,64.659,81.574,53.587,0.000,64.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7353,2751.185,74.333,81.134,53.566,0.000,74.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7354,2751.403,60.332,80.699,53.544,0.000,60.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7355,2751.622,60.079,80.269,53.522,0.000,60.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7356,2751.839,65.019,79.845,53.500,0.000,65.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7357,2752.057,73.167,79.425,53.478,0.000,73.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7358,2752.275,72.011,79.011,53.456,0.000,72.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7359,2752.492,68.836,78.601,53.434,0.000,68.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7360,2752.709,65.700,78.197,53.412,0.000,65.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7361,2752.927,58.671,77.797,53.390,0.000,58.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7362,2753.143,60.672,77.403,53.368,0.000,60.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7363,2753.360,60.018,77.013,53.346,0.000,60.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7364,2753.577,64.337,76.628,53.325,0.000,64.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7365,2753.793,60.194,76.247,53.303,0.000,60.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7366,2754.010,59.103,75.872,53.281,0.000,59.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7367,2754.226,73.842,75.501,53.259,0.000,73.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7368,2754.442,71.208,75.134,53.237,0.000,71.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7369,2754.657,64.505,74.773,53.215,0.000,64.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7370,2754.873,77.505,74.415,53.193,0.000,77.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7371,2755.088,57.468,74.062,53.171,0.000,57.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7372,2755.304,66.341,73.714,53.149,0.000,66.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7373,2755.519,71.434,73.370,53.127,0.000,71.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7374,2755.734,57.507,73.030,53.105,0.000,57.507,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7375,2755.948,37.064,72.694,53.084,0.000,37.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7376,2756.163,71.977,72.363,53.062,0.000,71.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7377,2756.378,69.851,72.036,53.040,0.000,69.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7378,2756.592,68.852,71.713,53.018,0.000,68.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7379,2756.806,59.853,71.394,52.996,0.000,59.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7380,2757.020,61.434,71.079,52.974,0.000,61.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7381,2757.234,67.440,70.769,52.952,0.000,67.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7382,2757.447,54.183,70.462,52.930,0.000,54.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7383,2757.661,58.009,70.159,52.908,0.000,58.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7384,2757.874,62.857,69.860,52.886,0.000,62.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7385,2758.087,62.137,69.565,52.865,0.000,62.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7386,2758.300,50.157,69.274,52.843,0.000,50.157,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7387,2758.513,66.023,68.986,52.821,0.000,66.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7388,2758.726,57.341,68.702,52.799,0.000,57.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7389,2758.938,67.675,68.422,52.777,0.000,67.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7390,2759.150,66.023,68.146,52.755,0.000,66.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7391,2759.362,49.882,67.873,52.733,0.000,49.882,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7392,2759.574,69.027,67.603,52.711,0.000,69.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7393,2759.786,63.096,67.338,52.689,0.000,63.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7394,2759.998,65.190,67.075,52.667,0.000,65.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7395,2760.209,70.309,66.816,52.645,0.000,70.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7396,2760.421,56.353,66.561,52.624,0.000,56.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7397,2760.632,70.354,66.309,52.602,0.000,70.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7398,2760.843,52.299,66.060,52.580,0.000,52.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7399,2761.054,63.193,65.814,52.558,0.000,63.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7400,2761.264,58.884,65.572,52.536,0.000,58.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7401,2761.475,64.711,65.333,52.514,0.000,64.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7402,2761.685,57.863,65.097,52.492,0.000,57.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7403,2761.895,64.799,64.864,52.470,0.000,64.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7404,2762.105,56.554,64.635,52.448,0.000,56.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7405,2762.315,67.894,64.408,52.426,0.000,67.894,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7406,2762.524,65.198,64.184,52.405,0.000,65.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7407,2762.734,69.804,63.964,52.383,0.000,69.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7408,2762.943,56.771,63.746,52.361,0.000,56.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7409,2763.152,62.200,63.532,52.339,0.000,62.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7410,2763.361,61.137,63.320,52.317,0.000,61.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7411,2763.570,67.041,63.111,52.295,0.000,67.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7412,2763.779,55.477,62.904,52.273,0.000,55.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7413,2763.987,59.681,62.701,52.251,0.000,59.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7414,2764.195,63.067,62.500,52.229,0.000,63.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7415,2764.403,66.199,62.302,52.207,0.000,66.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7416,2764.611,73.682,62.107,52.185,0.000,73.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7417,2764.819,65.434,61.914,52.164,0.000,65.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7418,2765.027,72.205,61.724,52.142,0.000,72.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7419,2765.234,71.080,61.537,52.120,0.000,71.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7420,2765.441,73.080,61.352,52.098,0.000,73.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7421,2765.649,61.524,61.169,52.076,0.000,61.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7422,2765.856,53.096,60.989,52.054,0.000,53.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7423,2766.062,51.259,60.812,52.032,0.000,51.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7424,2766.269,59.931,60.637,52.010,0.000,59.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7425,2766.475,70.368,60.464,51.988,0.000,70.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7426,2766.682,54.368,60.294,51.966,0.000,54.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7427,2766.888,50.369,60.126,51.944,0.000,50.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7428,2767.094,55.369,59.960,51.923,0.000,55.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7429,2767.299,52.308,59.796,51.901,0.000,52.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7430,2767.505,64.213,59.635,51.879,0.000,64.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7431,2767.710,75.008,59.476,51.857,0.000,75.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7432,2767.915,55.900,59.319,51.835,0.000,55.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7433,2768.121,61.044,59.164,51.813,0.000,61.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7434,2768.325,57.211,59.012,51.791,0.000,57.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7435,2768.530,62.000,58.861,51.769,0.000,62.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7436,2768.735,65.548,58.713,51.747,0.000,65.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7437,2768.939,59.905,58.566,51.725,0.000,59.905,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7438,2769.143,55.009,58.422,51.704,0.000,55.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7439,2769.347,51.063,58.279,51.682,0.000,51.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7440,2769.551,48.063,58.138,51.660,0.000,48.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7441,2769.755,58.134,58.000,51.638,0.000,58.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7442,2769.958,59.532,57.863,51.616,0.000,59.532,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7443,2770.162,46.169,57.728,51.594,0.000,46.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7444,2770.365,50.600,57.595,51.572,0.000,50.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7445,2770.568,57.893,57.464,51.550,0.000,57.893,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7446,2770.771,59.068,57.335,51.528,0.000,59.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7447,2770.974,58.337,57.207,51.506,0.000,58.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7448,2771.176,54.321,57.081,51.484,0.000,54.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7449,2771.378,58.760,56.957,51.463,0.000,58.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
