ch,keV,net,model,continuum_raw,untied_tail,fit,tail,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232
4917,1906.435,250.321,246.318,71.690,0.000,250.321,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4918,1906.851,248.356,246.169,71.569,0.000,248.356,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4919,1907.266,248.793,246.021,71.449,0.000,248.793,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4920,1907.682,266.091,245.872,71.329,0.000,266.091,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4921,1908.097,265.436,245.723,71.209,0.000,265.436,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4922,1908.513,263.772,245.574,71.089,0.000,263.772,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4923,1908.928,267.436,245.425,70.969,0.000,267.436,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4924,1909.344,265.089,245.276,70.848,0.000,265.089,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4925,1909.759,261.963,245.126,70.728,0.000,261.963,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4926,1910.175,265.059,244.977,70.608,0.000,265.059,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4927,1910.590,266.715,244.827,70.488,0.000,266.715,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4928,1911.006,219.977,244.677,70.368,0.000,219.977,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4929,1911.421,260.637,244.527,70.248,0.000,260.637,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4930,1911.836,244.558,244.377,70.128,0.000,244.558,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4931,1912.252,256.957,244.227,70.007,0.000,256.957,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4932,1912.667,263.980,244.076,69.887,0.000,263.980,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4933,1913.083,320.650,243.926,69.767,0.000,320.650,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4934,1913.498,246.155,243.775,69.647,0.000,246.155,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4935,1913.913,271.374,243.625,69.527,0.000,271.374,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4936,1914.328,244.170,243.474,69.407,0.000,244.170,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4937,1914.744,238.495,243.323,69.287,0.000,238.495,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4938,1915.159,254.860,243.172,69.166,0.000,254.860,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4939,1915.574,263.248,243.020,69.046,0.000,263.248,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4940,1915.989,250.666,242.869,68.926,0.000,250.666,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4941,1916.405,283.903,242.718,68.806,0.000,283.903,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4942,1916.820,247.162,242.566,68.686,0.000,247.162,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4943,1917.235,261.573,242.415,68.566,0.000,261.573,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4944,1917.650,246.383,242.263,68.445,0.000,246.383,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4945,1918.065,243.159,242.111,68.325,0.000,243.159,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4946,1918.480,228.117,241.959,68.205,0.000,228.117,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4947,1918.895,224.470,241.807,68.085,0.000,224.470,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4948,1919.310,250.380,241.655,67.965,0.000,250.380,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4949,1919.725,220.955,241.503,67.845,0.000,220.955,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4950,1920.140,277.159,241.350,67.725,0.000,277.159,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4951,1920.555,281.960,241.198,67.604,0.000,281.960,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4952,1920.970,255.051,241.045,67.484,0.000,255.051,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4953,1921.385,251.516,240.893,67.364,0.000,251.516,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4954,1921.800,244.405,240.740,67.244,0.000,244.405,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4955,1922.215,234.003,240.587,67.124,0.000,234.003,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4956,1922.630,294.533,240.435,67.004,0.000,294.533,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4957,1923.045,256.665,240.282,66.883,0.000,256.665,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4958,1923.460,275.015,240.129,66.763,0.000,275.015,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4959,1923.875,213.025,239.976,66.643,0.000,213.025,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4960,1924.290,255.026,239.822,66.523,0.000,255.026,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4961,1924.705,208.556,239.669,66.403,0.000,208.556,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4962,1925.120,234.744,239.516,66.283,0.000,234.744,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4963,1925.534,243.077,239.363,66.163,0.000,243.077,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4964,1925.949,254.576,239.209,66.042,0.000,254.576,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4965,1926.364,253.294,239.056,65.922,0.000,253.294,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4966,1926.779,264.924,238.902,65.802,0.000,264.924,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4967,1927.193,231.025,238.749,65.682,0.000,231.025,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4968,1927.608,255.440,238.595,65.562,0.000,255.440,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4969,1928.023,237.066,238.441,65.442,0.000,237.066,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4970,1928.437,251.375,238.288,65.321,0.000,251.375,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4971,1928.852,261.605,238.134,65.201,0.000,261.605,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4972,1929.267,235.108,237.980,65.081,0.000,235.108,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4973,1929.681,282.896,237.826,64.961,0.000,282.896,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4974,1930.096,255.549,237.672,64.841,0.000,255.549,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4975,1930.510,251.789,237.518,64.721,0.000,251.789,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4976,1930.925,253.703,237.364,64.601,0.000,253.703,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4977,1931.340,245.028,237.210,64.480,0.000,245.028,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4978,1931.754,229.510,237.056,64.360,0.000,229.510,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4979,1932.169,217.493,236.902,64.240,0.000,217.493,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4980,1932.583,243.290,236.748,64.120,0.000,243.290,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4981,1932.998,248.988,236.594,64.000,0.000,248.988,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4982,1933.412,251.665,236.439,63.880,0.000,251.665,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4983,1933.826,248.171,236.285,63.760,0.000,248.171,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4984,1934.241,257.515,236.131,63.639,0.000,257.515,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4985,1934.655,230.080,235.977,63.519,0.000,230.080,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4986,1935.070,247.659,235.822,63.399,0.000,247.659,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4987,1935.484,225.393,235.668,63.279,0.000,225.393,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4988,1935.898,243.849,235.514,63.159,0.000,243.849,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4989,1936.313,254.290,235.359,63.039,0.000,254.290,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4990,1936.727,223.457,235.205,62.918,0.000,223.457,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4991,1937.141,243.042,235.051,62.798,0.000,243.042,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4992,1937.555,249.657,234.896,62.678,0.000,249.657,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4993,1937.970,254.269,234.742,62.558,0.000,254.269,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4994,1938.384,239.030,234.588,62.438,0.000,239.030,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4995,1938.798,223.251,234.434,62.318,0.000,223.251,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4996,1939.212,225.591,234.279,62.198,0.000,225.591,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4997,1939.626,248.413,234.125,62.077,0.000,248.413,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4998,1940.041,232.648,233.971,61.957,0.000,232.648,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4999,1940.455,245.302,233.817,61.837,0.000,245.302,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5000,1940.869,251.160,233.662,61.717,0.000,251.160,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5001,1941.283,263.401,233.508,61.597,0.000,263.401,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5002,1941.697,281.562,233.354,61.477,0.000,281.562,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5003,1942.111,233.325,233.200,61.356,0.000,233.325,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5004,1942.525,236.268,233.046,61.236,0.000,236.268,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5005,1942.939,228.942,232.892,61.116,0.000,228.942,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5006,1943.353,248.047,232.738,60.996,0.000,248.047,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5007,1943.767,271.565,232.584,60.876,0.000,271.565,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5008,1944.181,245.998,232.430,60.756,0.000,245.998,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5009,1944.595,268.484,232.276,60.636,0.000,268.484,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5010,1945.009,254.402,232.122,60.515,0.000,254.402,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5011,1945.423,246.407,231.969,60.395,0.000,246.407,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5012,1945.836,270.268,231.815,60.275,0.000,270.268,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5013,1946.250,256.163,231.661,60.155,0.000,256.163,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5014,1946.664,246.899,231.508,60.035,0.000,246.899,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5015,1947.078,236.368,231.354,59.915,0.000,236.368,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5016,1947.492,246.616,231.201,59.794,0.000,246.616,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5017,1947.905,266.316,231.048,59.674,0.000,266.316,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5018,1948.319,231.711,230.895,59.554,0.000,231.711,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5019,1948.733,250.986,230.741,59.434,0.000,250.986,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5020,1949.147,235.700,230.588,59.314,0.000,235.700,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5021,1949.560,257.682,230.436,59.194,0.000,257.682,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5022,1949.974,246.188,230.283,59.074,0.000,246.188,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5023,1950.388,238.004,230.130,58.953,0.000,238.004,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5024,1950.801,254.135,229.977,58.833,0.000,254.135,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5025,1951.215,217.841,229.825,58.713,0.000,217.841,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5026,1951.628,231.016,229.673,58.593,0.000,231.016,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5027,1952.042,233.443,229.520,58.473,0.000,233.443,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5028,1952.455,215.503,229.368,58.353,0.000,215.503,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5029,1952.869,228.653,229.216,58.233,0.000,228.653,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5030,1953.282,249.356,229.065,58.112,0.000,249.356,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5031,1953.696,229.407,228.913,57.992,0.000,229.407,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5032,1954.109,247.685,228.762,57.872,0.000,247.685,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5033,1954.523,223.294,228.610,57.752,0.000,223.294,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5034,1954.936,234.149,228.459,57.632,0.000,234.149,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5035,1955.350,231.264,228.308,57.512,0.000,231.264,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5036,1955.763,233.459,228.157,57.391,0.000,233.459,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5037,1956.176,245.694,228.007,57.271,0.000,245.694,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5038,1956.590,240.319,227.856,57.151,0.000,240.319,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5039,1957.003,251.124,227.706,57.031,0.000,251.124,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5040,1957.416,229.303,227.556,56.911,0.000,229.303,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5041,1957.830,254.633,227.406,56.791,0.000,254.633,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5042,1958.243,244.963,227.256,56.671,0.000,244.963,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5043,1958.656,210.110,227.107,56.550,0.000,210.110,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5044,1959.069,232.942,226.958,56.430,0.000,232.942,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5045,1959.482,210.361,226.809,56.310,0.000,210.361,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5046,1959.896,221.080,226.660,56.190,0.000,221.080,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5047,1960.309,225.675,226.511,56.070,0.000,225.675,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5048,1960.722,227.709,226.363,55.950,0.000,227.709,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5049,1961.135,200.330,226.215,55.829,0.000,200.330,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5050,1961.548,253.832,226.067,55.709,0.000,253.832,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5051,1961.961,223.984,225.920,55.589,0.000,223.984,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5052,1962.374,227.838,225.772,55.469,0.000,227.838,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5053,1962.787,235.512,225.625,55.349,0.000,235.512,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5054,1963.200,232.169,225.479,55.229,0.000,232.169,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5055,1963.613,249.100,225.332,55.109,0.000,249.100,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5056,1964.026,264.128,225.186,54.988,0.000,264.128,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5057,1964.439,209.010,225.040,54.868,0.000,209.010,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5058,1964.852,205.928,224.895,54.748,0.000,205.928,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5059,1965.265,213.867,224.750,54.628,0.000,213.867,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5060,1965.677,220.972,224.605,54.508,0.000,220.972,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5061,1966.090,261.285,224.460,54.388,0.000,261.285,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5062,1966.503,237.187,224.316,54.267,0.000,237.187,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5063,1966.916,227.868,224.172,54.147,0.000,227.868,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5064,1967.329,241.148,224.029,54.027,0.000,241.148,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5065,1967.741,228.671,223.886,53.907,0.000,228.671,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5066,1968.154,230.375,223.743,53.787,0.000,230.375,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5067,1968.567,223.381,223.601,53.667,0.000,223.381,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5068,1968.979,219.193,223.459,53.547,0.000,219.193,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5069,1969.392,213.041,223.318,53.426,0.000,213.041,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5070,1969.805,218.751,223.176,53.306,0.000,218.751,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5071,1970.217,214.607,223.036,53.186,0.000,214.607,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5072,1970.630,231.122,222.895,53.066,0.000,231.122,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5073,1971.042,235.866,222.756,52.946,0.000,235.866,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5074,1971.455,214.101,222.616,52.826,0.000,214.101,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5075,1971.867,252.908,222.477,52.705,0.000,252.908,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5076,1972.280,239.082,222.339,52.585,0.000,239.082,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5077,1972.692,201.214,222.201,52.465,0.000,201.214,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5078,1973.105,229.153,222.063,52.345,0.000,229.153,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5079,1973.517,231.083,221.926,52.225,0.000,231.083,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5080,1973.930,272.993,221.790,52.105,0.000,272.993,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5081,1974.342,240.643,221.654,51.985,0.000,240.643,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5082,1974.754,234.294,221.518,51.864,0.000,234.294,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5083,1975.167,216.818,221.383,51.744,0.000,216.818,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5084,1975.579,225.601,221.249,51.624,0.000,225.601,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5085,1975.991,250.083,221.115,51.504,0.000,250.083,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5086,1976.404,229.404,220.982,51.384,0.000,229.404,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5087,1976.816,231.924,220.849,51.264,0.000,231.924,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5088,1977.228,201.150,220.717,51.144,0.000,201.150,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5089,1977.640,219.725,220.585,51.023,0.000,219.725,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5090,1978.052,218.741,220.454,50.903,0.000,218.741,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5091,1978.465,206.403,220.324,50.783,0.000,206.403,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5092,1978.877,206.470,220.194,50.663,0.000,206.470,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5093,1979.289,202.970,220.065,50.543,0.000,202.970,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5094,1979.701,220.403,219.937,50.423,0.000,220.403,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5095,1980.113,238.172,219.809,50.302,0.000,238.172,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5096,1980.525,255.190,219.682,50.182,0.000,255.190,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5097,1980.937,242.015,219.556,50.062,0.000,242.015,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5098,1981.349,224.650,219.430,49.942,0.000,224.650,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5099,1981.761,232.600,219.305,49.822,0.000,232.600,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5100,1982.173,230.239,219.180,49.702,0.000,230.239,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5101,1982.585,215.569,219.057,49.582,0.000,215.569,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5102,1982.997,193.420,218.934,49.461,0.000,193.420,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5103,1983.408,204.799,218.812,49.341,0.000,204.799,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5104,1983.820,216.361,218.691,49.221,0.000,216.361,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5105,1984.232,222.422,218.570,49.101,0.000,222.422,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5106,1984.644,233.975,218.451,48.981,0.000,233.975,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5107,1985.056,197.952,218.332,48.861,0.000,197.952,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5108,1985.467,221.814,218.214,48.740,0.000,221.814,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5109,1985.879,219.163,218.096,48.620,0.000,219.163,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5110,1986.291,212.398,217.980,48.500,0.000,212.398,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5111,1986.702,199.556,217.864,48.380,0.000,199.556,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5112,1987.114,221.274,217.750,48.260,0.000,221.274,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5113,1987.526,213.735,217.636,48.140,0.000,213.735,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5114,1987.937,180.334,217.523,48.020,0.000,180.334,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5115,1988.349,206.446,217.411,47.899,0.000,206.446,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5116,1988.760,214.122,217.300,47.779,0.000,214.122,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5117,1989.172,217.710,217.190,47.659,0.000,217.710,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5118,1989.583,237.272,217.081,47.539,0.000,237.272,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5119,1989.995,211.272,216.972,47.419,0.000,211.272,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5120,1990.406,261.137,216.865,47.299,0.000,261.137,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
