ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,Xray-NaI,SE-1631,Xray-Th-L
4316,1444.343,41.002,26.590,22.642,9.118,16.065,0.000,1.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4317,1444.667,25.003,26.606,22.627,9.142,16.056,0.000,1.408,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4318,1444.991,27.262,26.622,22.611,9.166,16.048,0.000,1.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4319,1445.314,32.410,26.638,22.595,9.190,16.039,0.000,1.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4320,1445.638,32.817,26.655,22.579,9.213,16.030,0.000,1.411,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4321,1445.962,28.225,26.671,22.564,9.237,16.022,0.000,1.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4322,1446.285,35.484,26.687,22.548,9.261,16.013,0.000,1.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4323,1446.609,25.521,26.703,22.532,9.284,16.004,0.000,1.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4324,1446.933,27.521,26.719,22.516,9.308,15.996,0.000,1.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4325,1447.256,20.558,26.735,22.500,9.331,15.987,0.000,1.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4326,1447.580,36.076,26.751,22.485,9.354,15.979,0.000,1.418,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4327,1447.904,31.558,26.767,22.469,9.378,15.970,0.000,1.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4328,1448.228,28.965,26.783,22.453,9.401,15.962,0.000,1.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4329,1448.551,22.188,26.799,22.437,9.424,15.953,0.000,1.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4330,1448.875,32.521,26.815,22.422,9.447,15.945,0.000,1.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4331,1449.199,28.557,26.831,22.406,9.470,15.936,0.000,1.425,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4332,1449.522,30.150,26.847,22.390,9.493,15.928,0.000,1.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4333,1449.846,35.965,26.863,22.374,9.516,15.919,0.000,1.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4334,1450.170,31.409,26.878,22.358,9.538,15.911,0.000,1.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4335,1450.494,17.446,26.894,22.343,9.561,15.902,0.000,1.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4336,1450.817,29.002,26.910,22.327,9.583,15.894,0.000,1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4337,1451.141,26.780,26.926,22.311,9.606,15.886,0.000,1.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4338,1451.465,22.780,26.941,22.295,9.628,15.877,0.000,1.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4339,1451.789,33.595,26.957,22.280,9.651,15.869,0.000,1.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4340,1452.113,32.002,26.973,22.264,9.673,15.861,0.000,1.439,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4341,1452.436,23.261,26.988,22.248,9.695,15.852,0.000,1.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4342,1452.760,28.372,27.004,22.232,9.717,15.844,0.000,1.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4343,1453.084,31.335,27.019,22.217,9.739,15.836,0.000,1.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4344,1453.408,22.150,27.035,22.201,9.761,15.828,0.000,1.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4345,1453.731,23.669,27.050,22.185,9.783,15.819,0.000,1.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4346,1454.055,33.150,27.066,22.169,9.805,15.811,0.000,1.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4347,1454.379,27.557,27.082,22.153,9.827,15.803,0.000,1.451,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4348,1454.703,30.483,27.097,22.138,9.849,15.795,0.000,1.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4349,1455.027,19.483,27.112,22.122,9.871,15.787,0.000,1.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4350,1455.351,21.076,27.128,22.106,9.892,15.778,0.000,1.457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4351,1455.674,35.779,27.143,22.090,9.914,15.770,0.000,1.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4352,1455.998,38.261,27.159,22.075,9.935,15.762,0.000,1.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4353,1456.322,43.520,27.174,22.059,9.957,15.754,0.000,1.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4354,1456.646,24.261,27.190,22.043,9.978,15.746,0.000,1.466,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4355,1456.970,23.557,27.205,22.027,9.999,15.738,0.000,1.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4356,1457.294,30.113,27.221,22.011,10.021,15.730,0.000,1.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4357,1457.617,27.594,27.236,21.996,10.042,15.722,0.000,1.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4358,1457.941,25.631,27.252,21.980,10.063,15.714,0.000,1.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4359,1458.265,21.150,27.267,21.964,10.085,15.706,0.000,1.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4360,1458.589,26.372,27.283,21.948,10.106,15.698,0.000,1.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4361,1458.913,29.224,27.299,21.933,10.127,15.690,0.000,1.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4362,1459.237,28.557,27.314,21.917,10.148,15.682,0.000,1.484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4363,1459.561,33.187,27.330,21.901,10.169,15.674,0.000,1.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4364,1459.885,34.520,27.346,21.885,10.190,15.666,0.000,1.489,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4365,1460.209,19.853,27.362,21.870,10.212,15.658,0.000,1.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4366,1460.533,23.298,27.378,21.854,10.233,15.650,0.000,1.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4367,1460.856,30.816,27.393,21.838,10.254,15.642,0.000,1.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4368,1461.180,24.631,27.409,21.822,10.274,15.634,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4369,1461.504,34.779,27.424,21.806,10.295,15.627,0.000,1.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4370,1461.828,28.964,27.440,21.791,10.315,15.619,0.000,1.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4371,1462.152,21.150,27.455,21.775,10.335,15.611,0.000,1.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4372,1462.476,26.298,27.470,21.759,10.355,15.603,0.000,1.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4373,1462.800,27.224,27.485,21.743,10.375,15.595,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4374,1463.124,25.186,27.500,21.728,10.395,15.588,0.000,1.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4375,1463.448,22.038,27.515,21.712,10.414,15.580,0.000,1.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4376,1463.772,27.853,27.529,21.696,10.434,15.572,0.000,1.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4377,1464.096,32.594,27.544,21.680,10.453,15.564,0.000,1.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4378,1464.420,23.816,27.558,21.664,10.472,15.557,0.000,1.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4379,1464.744,26.298,27.573,21.649,10.491,15.549,0.000,1.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4380,1465.068,31.668,27.587,21.633,10.509,15.541,0.000,1.536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4381,1465.392,20.298,27.601,21.617,10.528,15.534,0.000,1.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4382,1465.716,26.186,27.615,21.601,10.546,15.526,0.000,1.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4383,1466.040,21.557,27.629,21.586,10.564,15.518,0.000,1.547,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4384,1466.364,25.298,27.643,21.570,10.582,15.511,0.000,1.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4385,1466.688,28.446,27.656,21.554,10.599,15.503,0.000,1.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4386,1467.012,37.335,27.669,21.538,10.617,15.496,0.000,1.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4387,1467.336,38.335,27.683,21.522,10.634,15.488,0.000,1.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4388,1467.660,42.890,27.695,21.507,10.650,15.480,0.000,1.565,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4389,1467.984,25.520,27.708,21.491,10.667,15.473,0.000,1.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4390,1468.308,24.742,27.720,21.475,10.683,15.465,0.000,1.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4391,1468.633,38.112,27.733,21.459,10.699,15.458,0.000,1.576,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4392,1468.957,21.186,27.745,21.444,10.714,15.450,0.000,1.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4393,1469.281,38.001,27.756,21.428,10.729,15.443,0.000,1.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4394,1469.605,14.298,27.768,21.412,10.744,15.435,0.000,1.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4395,1469.929,34.186,27.779,21.396,10.759,15.428,0.000,1.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4396,1470.253,30.779,27.790,21.381,10.773,15.420,0.000,1.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4397,1470.577,32.631,27.801,21.365,10.787,15.413,0.000,1.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4398,1470.901,30.853,27.812,21.349,10.801,15.406,0.000,1.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4399,1471.225,16.853,27.822,21.333,10.814,15.398,0.000,1.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4400,1471.549,25.631,27.833,21.317,10.828,15.391,0.000,1.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4401,1471.874,33.076,27.843,21.302,10.840,15.383,0.000,1.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4402,1472.198,18.409,27.852,21.286,10.853,15.376,0.000,1.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4403,1472.522,23.372,27.862,21.270,10.865,15.369,0.000,1.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4404,1472.846,34.890,27.871,21.254,10.877,15.361,0.000,1.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4405,1473.170,38.483,27.880,21.239,10.888,15.354,0.000,1.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4406,1473.494,21.779,27.889,21.223,10.900,15.347,0.000,1.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4407,1473.819,34.520,27.897,21.207,10.911,15.339,0.000,1.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4408,1474.143,27.668,27.906,21.191,10.921,15.332,0.000,1.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4409,1474.467,24.779,27.914,21.175,10.931,15.325,0.000,1.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4410,1474.791,31.261,27.921,21.160,10.941,15.317,0.000,1.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4411,1475.115,23.224,27.929,21.144,10.951,15.310,0.000,1.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4412,1475.440,20.038,27.936,21.128,10.960,15.303,0.000,1.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4413,1475.764,27.150,27.943,21.112,10.969,15.295,0.000,1.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4414,1476.088,20.705,27.950,21.097,10.977,15.288,0.000,1.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4415,1476.412,43.002,27.957,21.081,10.986,15.281,0.000,1.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4416,1476.736,27.631,27.963,21.065,10.993,15.274,0.000,1.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4417,1477.061,15.372,27.969,21.049,11.001,15.267,0.000,1.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4418,1477.385,25.038,27.975,21.033,11.008,15.259,0.000,1.707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4419,1477.709,17.779,27.980,21.018,11.015,15.252,0.000,1.713,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4420,1478.033,42.335,27.985,21.002,11.021,15.245,0.000,1.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4421,1478.358,34.557,27.990,20.986,11.027,15.238,0.000,1.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4422,1478.682,32.186,27.994,20.970,11.033,15.231,0.000,1.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4423,1479.006,23.409,27.998,20.955,11.039,15.223,0.000,1.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4424,1479.331,25.186,28.002,20.939,11.044,15.216,0.000,1.742,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4425,1479.655,19.112,28.005,20.923,11.048,15.209,0.000,1.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4426,1479.979,24.816,28.008,20.907,11.053,15.202,0.000,1.754,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4427,1480.303,33.816,28.011,20.892,11.057,15.195,0.000,1.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4428,1480.628,39.223,28.013,20.876,11.060,15.188,0.000,1.765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4429,1480.952,31.038,28.015,20.860,11.064,15.181,0.000,1.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4430,1481.276,28.890,28.017,20.844,11.066,15.173,0.000,1.777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4431,1481.601,20.112,28.018,20.828,11.069,15.166,0.000,1.783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4432,1481.925,21.483,28.019,20.813,11.071,15.159,0.000,1.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4433,1482.250,30.335,28.020,20.797,11.073,15.152,0.000,1.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4434,1482.574,37.927,28.020,20.781,11.074,15.145,0.000,1.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4435,1482.898,44.446,28.020,20.765,11.076,15.138,0.000,1.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4436,1483.223,26.038,28.020,20.750,11.076,15.131,0.000,1.813,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4437,1483.547,32.668,28.019,20.734,11.077,15.124,0.000,1.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4438,1483.871,22.372,28.018,20.718,11.077,15.117,0.000,1.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4439,1484.196,32.705,28.017,20.702,11.076,15.110,0.000,1.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4440,1484.520,35.186,28.015,20.686,11.076,15.103,0.000,1.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4441,1484.845,33.668,28.013,20.671,11.075,15.096,0.000,1.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4442,1485.169,37.335,28.010,20.655,11.073,15.088,0.000,1.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4443,1485.493,23.038,28.007,20.639,11.071,15.081,0.000,1.854,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4444,1485.818,19.631,28.004,20.623,11.069,15.074,0.000,1.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4445,1486.142,22.890,28.000,20.608,11.067,15.067,0.000,1.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4446,1486.467,30.297,27.996,20.592,11.064,15.060,0.000,1.872,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4447,1486.791,40.075,27.992,20.576,11.060,15.053,0.000,1.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4448,1487.116,30.742,27.987,20.560,11.057,15.046,0.000,1.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4449,1487.440,40.705,27.982,20.545,11.053,15.039,0.000,1.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4450,1487.765,35.705,27.976,20.529,11.049,15.032,0.000,1.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4451,1488.089,30.557,27.970,20.513,11.044,15.025,0.000,1.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4452,1488.414,43.964,27.964,20.497,11.039,15.018,0.000,1.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4453,1488.738,28.112,27.957,20.481,11.033,15.011,0.000,1.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4454,1489.063,30.002,27.950,20.466,11.028,15.004,0.000,1.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4455,1489.387,29.076,27.943,20.450,11.022,14.997,0.000,1.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4456,1489.712,22.816,27.935,20.434,11.015,14.990,0.000,1.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4457,1490.036,35.038,27.927,20.418,11.008,14.983,0.000,1.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4458,1490.361,35.668,27.918,20.403,11.001,14.976,0.000,1.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4459,1490.685,18.335,27.909,20.387,10.994,14.969,0.000,1.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4460,1491.010,40.557,27.900,20.371,10.986,14.962,0.000,1.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4461,1491.335,34.150,27.890,20.355,10.978,14.955,0.000,1.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4462,1491.659,39.853,27.880,20.339,10.969,14.948,0.000,1.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4463,1491.984,34.964,27.870,20.324,10.961,14.941,0.000,1.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4464,1492.308,30.668,27.859,20.308,10.951,14.934,0.000,1.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4465,1492.633,32.038,27.848,20.292,10.942,14.927,0.000,1.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4466,1492.957,31.816,27.836,20.276,10.932,14.920,0.000,1.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4467,1493.282,38.261,27.824,20.261,10.922,14.913,0.000,1.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4468,1493.607,36.223,27.812,20.245,10.912,14.906,0.000,1.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4469,1493.931,32.298,27.799,20.229,10.901,14.899,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4470,1494.256,34.335,27.786,20.213,10.890,14.892,0.000,2.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4471,1494.581,28.335,27.773,20.197,10.878,14.885,0.000,2.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4472,1494.905,30.297,27.759,20.182,10.867,14.878,0.000,2.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4473,1495.230,33.224,27.745,20.166,10.855,14.871,0.000,2.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4474,1495.555,30.742,27.731,20.150,10.842,14.864,0.000,2.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4475,1495.879,34.075,27.716,20.134,10.830,14.857,0.000,2.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4476,1496.204,37.112,27.701,20.119,10.817,14.849,0.000,2.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4477,1496.529,34.779,27.685,20.103,10.804,14.842,0.000,2.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4478,1496.853,40.224,27.669,20.087,10.790,14.835,0.000,2.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4479,1497.178,32.075,27.653,20.071,10.776,14.828,0.000,2.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4480,1497.503,41.483,27.636,20.056,10.762,14.821,0.000,2.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
