ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,Xray-NaI,SE-1631,Xray-Th-L
167,48.652,709.564,812.104,802.278,202.306,118.159,182.540,18.457,13.824,2.560,0.242,0.231,144.714,60.450,50.409,7.831,8.455,0.001,1.925,0.000
168,48.992,766.009,815.234,804.419,202.910,118.482,183.083,18.496,13.861,2.567,0.243,0.238,145.526,60.641,50.925,7.852,8.478,0.000,1.930,0.000
169,49.331,709.825,818.436,806.561,203.517,118.806,183.632,18.537,13.898,2.575,0.244,0.247,146.382,60.808,51.479,7.873,8.501,0.000,1.935,0.000
170,49.670,668.827,821.747,808.702,204.132,119.130,184.188,18.581,13.936,2.582,0.244,0.256,147.286,60.975,52.075,7.894,8.523,0.000,1.940,0.000
171,50.010,701.683,825.179,810.843,204.756,119.456,184.750,18.626,13.973,2.590,0.245,0.267,148.244,61.143,52.720,7.915,8.546,0.000,1.945,0.000
172,50.349,717.722,828.746,812.984,205.390,119.782,185.320,18.673,14.011,2.597,0.246,0.278,149.260,61.312,53.418,7.936,8.569,0.000,1.950,0.000
173,50.688,726.982,832.461,815.125,206.036,120.110,185.899,18.721,14.048,2.605,0.246,0.291,150.340,61.481,54.178,7.957,8.592,0.000,1.956,0.000
174,51.028,722.429,836.342,817.266,206.693,120.439,186.486,18.769,14.086,2.613,0.247,0.305,151.490,61.651,55.006,7.978,8.614,0.000,1.961,0.000
175,51.367,752.801,840.406,819.407,207.365,120.769,187.084,18.818,14.124,2.621,0.248,0.320,152.719,61.822,55.912,7.999,8.637,0.000,1.966,0.000
176,51.706,765.509,844.674,821.548,208.052,121.101,187.692,18.867,14.161,2.629,0.248,0.338,154.032,61.993,56.905,8.020,8.660,0.000,1.971,0.000
177,52.046,747.583,849.169,823.689,208.757,121.435,188.313,18.917,14.199,2.637,0.249,0.357,155.440,62.166,57.997,8.041,8.683,0.000,1.976,0.000
178,52.385,754.809,853.916,825.830,209.481,121.770,188.947,18.967,14.237,2.645,0.249,0.378,156.951,62.339,59.198,8.062,8.706,0.000,1.982,0.000
179,52.725,742.701,858.942,827.971,210.226,122.108,189.596,19.018,14.275,2.653,0.250,0.401,158.577,62.514,60.522,8.084,8.729,0.000,1.987,0.000
180,53.064,922.664,864.278,830.112,210.996,122.448,190.261,19.069,14.313,2.662,0.251,0.427,160.327,62.689,61.984,8.105,8.752,0.000,1.992,0.000
181,53.404,873.481,869.956,832.253,211.794,122.790,190.943,19.120,14.352,2.670,0.251,0.456,162.215,62.867,63.597,8.126,8.775,0.000,1.997,0.000
182,53.743,859.855,875.993,834.394,212.607,123.135,191.645,19.171,14.390,2.679,0.252,0.488,164.255,63.045,65.376,8.148,8.798,0.000,2.003,0.000
183,54.083,850.008,882.416,836.535,213.426,123.483,192.368,19.223,14.429,2.688,0.253,0.523,166.461,63.225,67.337,8.169,8.821,0.000,2.008,0.000
184,54.422,823.674,889.244,838.677,214.246,123.835,193.115,19.275,14.467,2.697,0.253,0.562,168.851,63.407,69.485,8.190,8.844,0.000,2.013,0.000
185,54.762,917.234,896.495,840.818,215.063,124.190,193.887,19.327,14.506,2.706,0.254,0.606,171.443,63.591,71.822,8.212,8.867,0.000,2.018,0.000
186,55.101,919.494,904.202,842.959,215.871,124.549,194.688,19.380,14.545,2.716,0.255,0.654,174.257,63.777,74.359,8.234,8.890,0.000,2.024,0.000
187,55.441,964.055,912.358,845.100,216.667,124.913,195.520,19.433,14.585,2.726,0.255,0.707,177.315,63.965,77.072,8.255,8.914,0.000,2.029,0.000
188,55.781,940.946,920.975,847.241,217.444,125.281,196.386,19.486,14.624,2.736,0.256,0.767,180.642,64.155,79.946,8.277,8.937,0.000,2.034,0.000
189,56.120,939.909,930.072,849.382,218.198,125.655,197.289,19.540,14.664,2.746,0.257,0.832,184.264,64.349,82.975,8.299,8.961,0.000,2.040,0.000
190,56.460,940.986,939.633,851.523,218.926,126.035,198.234,19.594,14.704,2.757,0.257,0.906,188.212,64.545,86.111,8.321,8.984,0.000,2.045,0.000
191,56.800,939.731,949.666,853.664,219.622,126.421,199.223,19.649,14.745,2.768,0.258,0.987,192.517,64.744,89.329,8.342,9.008,0.000,2.050,0.000
192,57.139,991.991,960.184,855.805,220.284,126.814,200.262,19.705,14.785,2.780,0.259,1.076,197.216,64.946,92.602,8.365,9.032,0.000,2.056,0.000
193,57.479,1039.879,971.171,857.946,220.910,127.215,201.355,19.761,14.827,2.792,0.260,1.176,202.348,65.152,95.870,8.387,9.056,0.000,2.061,0.000
194,57.819,1082.180,982.646,860.087,221.500,127.624,202.508,19.817,14.868,2.804,0.260,1.287,207.956,65.362,99.101,8.409,9.080,0.000,2.067,0.000
195,58.158,1111.884,994.619,862.228,222.052,128.042,203.726,19.875,14.910,2.817,0.261,1.410,214.087,65.576,102.252,8.431,9.104,0.000,2.072,0.000
196,58.498,1065.295,1007.115,864.369,222.567,128.470,205.015,19.933,14.952,2.831,0.262,1.546,220.795,65.811,105.269,8.454,9.129,0.000,2.078,0.000
197,58.838,1067.522,1020.139,866.510,223.048,128.909,206.383,19.992,14.995,2.845,0.262,1.698,228.137,66.036,108.119,8.477,9.153,0.000,2.083,0.000
198,59.178,1132.524,1033.740,868.651,223.497,129.359,207.837,20.052,15.039,2.860,0.263,1.866,236.175,66.266,110.757,8.499,9.178,0.000,2.089,0.000
199,59.518,1104.120,1047.953,870.792,223.919,129.823,209.385,20.113,15.082,2.875,0.264,2.043,244.981,66.503,113.142,8.522,9.202,0.000,2.095,0.000
200,59.857,1191.230,1062.838,872.934,224.318,130.301,211.037,20.175,15.127,2.891,0.264,2.223,254.630,66.746,115.250,8.545,9.227,0.000,2.100,0.000
201,60.197,1151.307,1078.473,875.075,224.698,130.794,212.802,20.238,15.172,2.909,0.265,2.403,265.208,66.995,117.058,8.569,9.252,0.000,2.106,0.000
202,60.537,1087.385,1089.730,871.992,223.748,130.533,213.504,20.183,15.128,2.910,0.264,2.580,275.898,66.858,118.259,8.541,9.223,0.000,2.099,0.000
203,60.877,1213.644,1101.949,868.910,222.791,130.290,214.342,20.128,15.084,2.912,0.263,2.751,287.713,66.728,119.145,8.514,9.193,0.000,2.092,0.000
204,61.217,1155.425,1115.256,865.828,221.831,130.067,215.330,20.075,15.041,2.916,0.263,2.913,300.765,66.607,119.711,8.486,9.163,0.000,2.086,0.000
205,61.557,1230.988,1129.802,862.746,220.874,129.865,216.481,20.024,14.999,2.921,0.262,3.064,315.177,66.495,119.965,8.459,9.134,0.000,2.079,0.000
206,61.897,1298.095,1145.761,859.664,219.926,129.687,217.813,19.974,14.957,2.927,0.261,3.199,331.087,66.393,119.924,8.432,9.105,0.000,2.072,0.000
207,62.237,1273.954,1163.318,856.582,218.991,129.536,219.343,19.926,14.917,2.934,0.260,3.317,348.645,66.302,119.598,8.405,9.076,0.000,2.066,0.000
208,62.577,1295.544,1182.689,853.500,218.072,129.413,221.090,19.880,14.878,2.944,0.259,3.414,368.015,66.222,119.013,8.379,9.047,0.000,2.059,0.000
209,62.917,1262.288,1204.111,850.417,217.175,129.321,223.076,19.837,14.839,2.954,0.258,3.489,389.379,66.156,118.199,8.352,9.019,0.000,2.053,0.000
210,63.257,1277.438,1227.838,847.335,216.302,129.264,225.323,19.796,14.803,2.967,0.258,3.539,412.938,66.104,117.178,8.326,8.991,0.000,2.046,0.000
211,63.597,1329.255,1254.157,844.253,215.455,129.246,227.859,19.758,14.767,2.982,0.257,3.564,438.910,66.067,115.987,8.300,8.963,0.000,2.040,0.000
212,63.937,1304.069,1283.377,841.171,214.637,129.269,230.710,19.722,14.733,2.999,0.256,3.563,467.539,66.046,114.655,8.275,8.935,0.000,2.034,0.000
213,64.277,1308.334,1315.828,838.089,213.848,129.339,233.909,19.690,14.700,3.018,0.255,3.536,499.091,66.044,113.208,8.250,8.908,0.000,2.028,0.000
214,64.617,1359.189,1351.882,835.007,213.091,129.459,237.490,19.662,14.670,3.040,0.255,3.483,533.858,66.061,111.681,8.225,8.882,0.000,2.022,0.000
215,64.957,1438.334,1391.930,831.925,212.366,129.635,241.490,19.638,14.641,3.065,0.254,3.405,572.164,66.100,110.097,8.201,8.855,0.000,2.016,0.000
216,65.297,1391.340,1436.401,828.842,211.673,129.872,245.950,19.618,14.615,3.094,0.253,3.305,614.363,66.162,108.477,8.177,8.830,0.000,2.010,0.000
217,65.638,1539.453,1485.769,825.760,211.014,130.177,250.915,19.603,14.590,3.125,0.252,3.184,660.845,66.250,106.846,8.154,8.804,0.000,2.004,0.000
218,65.978,1623.600,1540.535,822.678,210.388,130.557,256.437,19.594,14.569,3.161,0.252,3.045,712.041,66.365,105.215,8.131,8.780,0.000,1.998,0.000
219,66.318,1533.270,1601.256,819.596,209.796,131.019,262.569,19.590,14.550,3.201,0.251,2.890,768.422,66.511,103.597,8.109,8.756,0.000,1.993,0.000
220,66.658,1583.868,1668.540,816.514,209.239,131.570,269.372,19.593,14.534,3.245,0.250,2.723,830.509,66.689,102.003,8.088,8.733,0.000,1.988,0.000
221,66.998,1592.456,1743.044,813.432,208.718,132.221,276.912,19.603,14.522,3.294,0.250,2.547,898.874,66.904,100.436,8.067,8.711,0.000,1.983,0.000
222,67.339,1559.170,1825.496,810.350,208.233,132.982,285.261,19.621,14.514,3.349,0.249,2.365,974.147,67.157,98.900,8.047,8.689,0.000,1.978,0.000
223,67.679,1653.057,1916.691,807.267,207.786,133.862,294.500,19.648,14.510,3.409,0.248,2.180,1057.020,67.454,97.399,8.028,8.669,0.000,1.973,0.000
224,68.019,1709.128,2016.307,804.185,207.381,134.859,304.716,19.684,14.510,3.476,0.248,1.995,1147.084,67.797,95.925,8.011,8.650,0.000,1.969,0.000
225,68.359,1844.984,2122.724,801.103,207.017,135.950,316.006,19.723,14.515,3.551,0.247,1.813,1242.640,68.190,94.478,7.994,8.632,0.000,1.965,0.000
226,68.700,1925.911,2235.947,798.021,206.696,137.134,328.473,19.767,14.526,3.633,0.247,1.636,1343.584,68.639,93.055,7.979,8.615,0.000,1.961,0.000
227,69.040,1894.253,2356.008,794.939,206.421,138.411,342.234,19.813,14.542,3.723,0.246,1.465,1449.831,69.147,91.648,7.964,8.600,0.000,1.958,0.000
228,69.380,2047.622,2482.964,791.857,206.193,139.782,357.415,19.861,14.565,3.823,0.246,1.303,1561.306,69.720,90.255,7.952,8.586,0.000,1.954,0.000
229,69.721,2095.439,2616.899,788.774,206.013,141.247,374.142,19.910,14.594,3.932,0.246,1.152,1677.959,70.362,88.872,7.940,8.574,0.000,1.952,0.000
230,70.061,2206.847,2755.881,785.692,205.886,142.786,392.132,19.959,14.631,4.053,0.245,1.011,1798.159,71.080,87.491,7.931,8.563,0.000,1.949,0.000
231,70.402,2296.328,2895.189,782.610,205.813,144.335,411.203,20.007,14.676,4.185,0.245,0.882,1917.423,71.880,86.113,7.922,8.555,0.000,1.947,0.000
232,70.742,2475.549,3033.137,779.528,205.795,145.873,431.335,20.053,14.729,4.331,0.245,0.765,2034.099,72.767,84.733,7.916,8.548,0.000,1.946,0.000
233,71.082,2545.594,3168.125,776.446,205.833,147.377,452.511,20.095,14.791,4.490,0.245,0.659,2146.622,73.749,83.352,7.911,8.542,0.000,1.944,0.000
234,71.423,2795.368,3298.543,773.364,205.927,148.825,474.713,20.133,14.863,4.665,0.245,0.565,2253.410,74.832,81.971,7.908,8.539,0.000,1.944,0.000
235,71.763,2886.039,3422.808,770.282,206.078,150.196,497.930,20.165,14.944,4.857,0.245,0.482,2352.909,76.024,80.590,7.906,8.537,0.000,1.943,0.000
236,72.104,2994.519,3539.110,767.199,206.285,151.467,521.850,20.192,15.036,5.067,0.245,0.410,2443.627,77.332,79.212,7.906,8.536,0.000,1.943,0.000
237,72.444,3169.522,3645.173,764.117,206.547,152.618,545.594,20.211,15.139,5.296,0.245,0.347,2524.177,78.766,77.841,7.907,8.538,0.000,1.943,0.000
238,72.785,3193.008,3739.424,761.035,206.864,153.630,568.840,20.223,15.254,5.548,0.245,0.293,2593.314,80.335,76.481,7.909,8.540,0.000,1.944,0.000
239,73.125,3613.229,3820.495,757.953,207.234,154.486,591.288,20.227,15.381,5.822,0.245,0.248,2649.975,82.048,75.135,7.913,8.544,0.000,1.945,0.000
240,73.466,3723.936,3887.230,754.871,207.656,155.174,612.632,20.223,15.522,6.123,0.245,0.209,2693.304,83.916,73.811,7.918,8.549,0.000,1.946,0.000
241,73.806,3853.081,3938.714,751.789,208.127,155.681,632.574,20.211,15.676,6.451,0.245,0.177,2722.683,85.951,72.509,7.923,8.555,0.000,1.947,0.000
242,74.147,4084.640,3974.313,748.707,208.645,156.000,650.827,20.190,15.845,6.809,0.245,0.151,2737.751,88.165,71.239,7.930,8.562,0.000,1.949,0.000
243,74.488,4096.862,3993.684,745.624,209.211,156.128,667.123,20.162,16.030,7.201,0.246,0.130,2738.417,90.573,70.004,7.936,8.570,0.000,1.951,0.000
244,74.828,4274.308,3996.782,742.542,209.817,156.064,681.220,20.125,16.232,7.628,0.246,0.113,2724.865,93.189,68.806,7.944,8.577,0.000,1.952,0.000
245,75.169,4356.197,3983.885,739.460,210.463,155.813,692.912,20.082,16.452,8.095,0.246,0.100,2697.548,96.029,67.652,7.951,8.585,0.000,1.954,0.000
246,75.510,4532.568,3955.569,736.378,211.148,155.380,702.029,20.032,16.690,8.604,0.246,0.089,2657.183,99.112,66.543,7.958,8.593,0.000,1.956,0.000
247,75.850,4575.123,3912.703,733.296,211.870,154.778,708.447,19.976,16.948,9.160,0.246,0.080,2604.730,102.458,65.482,7.965,8.601,0.000,1.958,0.000
248,76.191,4643.497,3856.427,730.214,212.628,154.019,712.090,19.915,17.220,9.767,0.247,0.074,2541.366,106.088,64.472,7.972,8.608,0.000,1.959,0.000
249,76.532,4592.313,3788.125,727.132,213.422,153.120,712.931,19.849,17.503,10.430,0.247,0.068,2468.461,110.026,63.512,7.978,8.615,0.000,1.961,0.000
250,76.872,4565.608,3709.396,724.049,214.251,152.101,710.997,19.780,17.798,11.153,0.247,0.064,2387.536,114.297,62.603,7.983,8.620,0.000,1.962,0.000
251,77.213,4574.349,3622.016,720.967,215.116,150.982,706.366,19.708,18.104,11.942,0.247,0.060,2300.233,118.931,61.747,7.987,8.625,0.000,1.963,0.000
252,77.554,4674.832,3527.892,717.885,216.021,149.787,699.163,19.634,18.420,12.804,0.247,0.058,2208.272,123.959,60.941,7.991,8.628,0.000,1.964,0.000
253,77.895,4469.348,3429.027,714.803,216.967,148.537,689.564,19.559,18.746,13.744,0.247,0.056,2113.415,129.415,60.185,7.993,8.631,0.000,1.965,0.000
254,78.235,4346.018,3327.474,711.721,217.959,147.258,677.786,19.482,19.082,14.771,0.247,0.054,2017.427,135.337,59.477,7.994,8.632,0.000,1.965,0.000
255,78.576,4253.240,3225.292,708.639,219.003,145.972,664.083,19.406,19.420,15.892,0.247,0.052,1922.041,141.766,58.817,7.993,8.631,0.000,1.965,0.000
256,78.917,4214.132,3124.506,705.556,220.104,144.704,648.741,19.331,19.750,17.112,0.247,0.051,1828.929,148.747,58.202,7.992,8.629,0.000,1.964,0.000
257,79.258,4061.651,3027.029,702.474,221.272,143.475,632.071,19.256,20.068,18.376,0.247,0.050,1739.671,156.328,57.632,7.989,8.626,0.000,1.963,0.000
258,79.599,3900.798,2934.709,699.392,222.516,142.302,614.401,19.183,20.372,19.657,0.247,0.050,1655.740,164.565,57.105,7.984,8.621,0.000,1.962,0.000
259,79.940,3726.579,2849.277,696.310,223.846,141.181,596.072,19.112,20.656,20.942,0.247,0.049,1578.480,173.515,56.620,7.979,8.615,0.000,1.961,0.000
260,80.281,3631.134,2772.351,693.228,225.275,140.120,577.425,19.043,20.917,22.215,0.247,0.049,1509.100,183.242,56.175,7.972,8.608,0.000,1.959,0.000
261,80.622,3383.497,2704.751,690.146,226.817,139.127,558.802,18.976,21.153,23.463,0.246,0.048,1448.008,193.816,55.770,7.964,8.600,0.000,1.958,0.000
262,80.962,3185.203,2645.515,687.064,228.487,138.208,540.533,18.912,21.360,24.670,0.246,0.048,1393.831,205.312,55.404,7.956,8.591,0.000,1.955,0.000
263,81.303,3096.685,2594.954,683.981,230.301,137.366,522.935,18.851,21.535,25.820,0.246,0.048,1346.485,217.812,55.073,7.946,8.580,0.000,1.953,0.000
264,81.644,2820.208,2553.291,680.899,232.276,136.602,506.307,18.792,21.677,26.896,0.246,0.047,1305.806,231.406,54.777,7.936,8.569,0.000,1.951,0.000
265,81.985,2814.021,2520.401,677.817,234.431,135.910,490.773,18.736,21.782,27.884,0.245,0.047,1271.453,246.190,54.515,7.925,8.558,0.000,1.948,0.000
266,82.326,2758.096,2495.819,674.735,236.786,135.281,476.267,18.683,21.851,28.769,0.245,0.047,1242.928,262.270,54.284,7.914,8.546,0.000,1.945,0.000
267,82.667,2539.281,2479.138,671.653,239.362,134.709,462.899,18.633,21.882,29.538,0.245,0.047,1219.604,279.760,54.081,7.903,8.533,0.000,1.942,0.000
268,83.008,2489.467,2469.830,668.571,242.182,134.185,450.743,18.586,21.874,30.177,0.244,0.047,1200.748,298.785,53.906,7.891,8.521,0.000,1.939,0.000
269,83.349,2387.203,2467.267,665.489,245.270,133.702,439.842,18.540,21.830,30.678,0.244,0.046,1185.556,319.479,53.755,7.879,8.508,0.000,1.937,0.000
270,83.691,2485.837,2470.761,662.406,248.652,133.249,430.204,18.498,21.748,31.031,0.243,0.046,1173.173,341.990,53.628,7.867,8.495,0.000,1.934,0.000
271,84.032,2216.063,2479.628,659.324,252.357,132.819,421.807,18.458,21.632,31.230,0.243,0.046,1162.767,366.476,53.522,7.855,8.482,0.000,1.931,0.000
272,84.373,2390.801,2492.947,656.242,256.385,132.401,414.526,18.420,21.483,31.273,0.243,0.046,1153.563,392.929,53.435,7.843,8.469,0.000,1.928,0.000
273,84.714,2323.802,2508.982,653.160,260.645,131.988,408.216,18.384,21.304,31.158,0.242,0.046,1144.664,420.753,53.365,7.831,8.456,0.000,1.925,0.000
274,85.055,2264.507,2526.665,650.078,265.124,131.570,402.757,18.350,21.098,30.886,0.242,0.046,1135.247,449.846,53.311,7.820,8.443,0.000,1.922,0.000
275,85.396,2320.914,2545.072,646.996,269.815,131.138,398.015,18.319,20.869,30.462,0.242,0.046,1124.583,480.155,53.268,7.808,8.431,0.000,1.919,0.000
276,85.737,2343.206,2563.377,643.914,274.712,130.687,393.843,18.288,20.619,29.891,0.241,0.046,1112.048,511.628,53.236,7.797,8.419,0.000,1.916,0.000
277,86.078,2413.062,2580.862,640.831,279.809,130.211,390.094,18.259,20.354,29.183,0.241,0.046,1097.132,544.212,53.211,7.786,8.407,0.000,1.914,0.000
278,86.420,2351.287,2597.029,637.749,285.098,129.707,386.639,18.231,20.077,28.348,0.241,0.046,1079.509,577.856,53.192,7.775,8.396,0.000,1.911,0.000
279,86.761,2468.099,2611.555,634.667,290.575,129.174,383.331,18.204,19.793,27.398,0.240,0.046,1059.039,612.520,53.175,7.765,8.384,0.000,1.908,0.000
280,87.102,2419.135,2623.984,631.585,296.236,128.609,380.022,18.178,19.506,26.348,0.240,0.046,1035.433,648.172,53.159,7.754,8.373,0.000,1.906,0.000
281,87.443,2473.284,2634.037,628.503,302.079,128.012,376.580,18.152,19.220,25.211,0.240,0.046,1008.550,684.794,53.141,7.744,8.362,0.000,1.903,0.000
282,87.785,2544.358,2640.558,625.421,307.963,127.382,372.894,18.127,18.938,24.005,0.239,0.045,978.386,721.469,53.120,7.734,8.351,0.000,1.901,0.000
283,88.126,2530.062,2642.543,622.338,313.751,126.721,368.868,18.103,18.666,22.744,0.239,0.045,945.060,757.288,53.092,7.724,8.340,0.000,1.898,0.000
284,88.467,2617.987,2639.749,619.256,319.389,126.031,364.431,18.078,18.407,21.445,0.239,0.045,908.790,791.896,53.057,7.714,8.329,0.000,1.896,0.000
285,88.808,2604.918,2632.056,616.174,324.824,125.316,359.548,18.054,18.163,20.123,0.238,0.045,869.877,824.938,53.012,7.704,8.318,0.000,1.893,0.000
286,89.150,2595.174,2619.428,613.092,330.003,124.579,354.204,18.029,17.936,18.794,0.238,0.045,828.689,856.061,52.955,7.693,8.307,0.000,1.891,0.000
287,89.491,2453.508,2601.864,610.010,334.876,123.825,348.359,18.004,17.725,17.472,0.238,0.045,785.639,884.926,52.885,7.683,8.296,0.000,1.888,0.000
288,89.832,2555.396,2579.445,606.928,339.397,123.057,342.000,17.979,17.531,16.170,0.237,0.045,741.171,911.212,52.800,7.672,8.284,0.000,1.886,0.000
289,90.174,2558.358,2552.315,603.846,343.521,122.282,335.137,17.952,17.353,14.900,0.237,0.045,695.748,934.622,52.699,7.661,8.272,0.000,1.883,0.000
290,90.515,2636.647,2520.675,600.763,347.213,121.502,327.796,17.925,17.193,13.671,0.237,0.045,649.832,954.888,52.582,7.649,8.260,0.000,1.880,0.000
291,90.857,2570.321,2484.773,597.681,350.439,120.722,320.024,17.896,17.049,12.493,0.236,0.045,603.878,971.780,52.446,7.637,8.247,0.000,1.877,0.000
292,91.198,2471.021,2444.890,594.599,353.176,119.946,311.875,17.867,16.921,11.373,0.236,0.045,558.318,985.107,52.293,7.625,8.233,0.000,1.874,0.000
293,91.539,2555.469,2401.340,591.517,355.405,119.177,303.415,17.836,16.809,10.316,0.236,0.045,513.554,994.723,52.121,7.612,8.219,0.000,1.871,0.000
294,91.881,2442.099,2354.457,588.435,357.118,118.419,294.715,17.803,16.709,9.327,0.235,0.045,469.952,1000.531,51.931,7.598,8.204,0.000,1.867,0.000
295,92.222,2357.169,2304.595,585.353,358.314,117.673,285.851,17.769,16.621,8.407,0.235,0.045,427.835,1002.485,51.722,7.583,8.188,0.000,1.864,0.000
296,92.564,2363.360,2252.119,582.271,359.002,116.943,276.898,17.733,16.540,7.559,0.234,0.045,387.479,1000.587,51.497,7.568,8.171,0.000,1.860,0.000
297,92.905,2318.247,2197.407,579.188,359.200,116.228,267.931,17.695,16.467,6.782,0.234,0.045,349.111,994.897,51.254,7.551,8.154,0.000,1.856,0.000
298,93.247,2404.136,2140.840,576.106,358.930,115.530,259.023,17.655,16.399,6.076,0.233,0.044,312.909,985.521,50.996,7.534,8.136,0.000,1.852,0.000
299,93.588,2296.506,2082.777,573.024,358.200,114.850,250.241,17.613,16.333,5.437,0.233,0.044,279.002,972.617,50.723,7.517,8.116,0.000,1.847,0.000
300,93.930,2185.129,2023.526,569.942,356.973,114.188,241.647,17.569,16.268,4.865,0.232,0.044,247.474,956.391,50.436,7.498,8.096,0.000,1.843,0.000
301,94.272,2045.389,1963.451,566.860,355.273,113.543,233.296,17.523,16.202,4.354,0.231,0.044,218.364,937.089,50.137,7.478,8.075,0.000,1.838,0.000
302,94.613,1925.763,1902.909,563.778,353.130,112.915,225.238,17.474,16.133,3.901,0.231,0.044,191.673,914.997,49.827,7.457,8.052,0.000,1.833,0.000
303,94.955,1998.762,1842.256,560.696,350.579,112.303,217.512,17.424,16.059,3.503,0.230,0.044,167.366,890.435,49.507,7.436,8.029,0.000,1.828,0.000
304,95.296,1974.463,1781.839,557.613,347.658,111.706,210.150,17.371,15.979,3.155,0.229,0.044,145.378,863.748,49.179,7.413,8.005,0.000,1.822,0.000
305,95.638,1804.432,1721.997,554.531,344.408,111.121,203.178,17.316,15.892,2.852,0.229,0.044,125.618,835.307,48.844,7.390,7.979,0.000,1.816,0.000
306,95.980,1794.392,1667.944,556.334,342.505,111.517,197.892,17.412,15.909,2.601,0.230,0.044,107.983,805.716,48.852,7.431,8.024,0.000,1.826,0.000
307,96.321,1689.979,1615.111,558.137,340.365,111.927,193.027,17.506,15.919,2.387,0.231,0.044,92.338,775.133,48.857,7.471,8.067,0.000,1.836,0.000
308,96.663,1613.318,1563.805,559.940,338.035,112.350,188.587,17.599,15.920,2.207,0.232,0.045,78.546,743.953,48.861,7.511,8.110,0.000,1.846,0.000
309,97.005,1564.056,1514.316,561.743,335.559,112.785,184.569,17.690,15.912,2.059,0.234,0.045,66.465,712.572,48.866,7.550,8.152,0.000,1.856,0.000
310,97.346,1555.575,1466.915,563.545,332.983,113.229,180.966,17.780,15.895,1.938,0.235,0.045,55.947,681.373,48.873,7.588,8.193,0.000,1.865,0.000
311,97.688,1507.237,1421.856,565.348,330.353,113.682,177.764,17.868,15.870,1.840,0.236,0.045,46.848,650.729,48.884,7.626,8.234,0.000,1.874,0.000
312,98.030,1425.015,1379.376,567.151,327.711,114.143,174.948,17.956,15.837,1.760,0.237,0.046,39.024,620.993,48.899,7.663,8.274,0.000,1.883,0.000
313,98.372,1425.905,1339.698,568.954,325.100,114.609,172.499,18.042,15.796,1.694,0.238,0.046,32.347,592.498,48.920,7.700,8.314,0.000,1.892,0.000
314,98.713,1338.642,1303.117,570.757,322.561,115.079,170.397,18.126,15.749,1.642,0.239,0.046,26.783,565.553,48.948,7.736,8.353,0.000,1.901,0.000
315,99.055,1222.792,1269.773,572.560,320.133,115.552,168.618,18.210,15.695,1.600,0.240,0.046,22.176,540.440,48.985,7.771,8.392,0.000,1.910,0.000
316,99.397,1272.341,1239.746,574.362,317.829,116.027,167.141,18.292,15.637,1.566,0.242,0.047,18.362,517.414,49.032,7.807,8.430,0.000,1.919,0.000
317,99.739,1221.089,1213.066,576.165,315.612,116.504,165.940,18.374,15.575,1.540,0.243,0.047,15.203,496.701,49.090,7.841,8.467,0.000,1.927,0.000
318,100.081,1205.828,1189.818,577.968,313.491,116.982,165.003,18.455,15.510,1.519,0.244,0.047,12.588,478.501,49.159,7.876,8.504,0.000,1.936,0.000
319,100.422,1101.685,1170.072,579.771,311.475,117.461,164.313,18.535,15.444,1.504,0.245,0.047,10.423,462.986,49.241,7.910,8.541,0.000,1.944,0.000
320,100.764,1125.123,1153.466,581.574,309.571,117.942,163.836,18.614,15.377,1.492,0.246,0.048,8.630,449.896,49.337,7.944,8.578,0.000,1.953,0.000
