ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
1573,534.197,225.649,226.252,103.709,155.642,47.577,0.000,0.000,7.423,0.000,15.609,0.000,0.000,0.000
1574,534.542,177.797,225.654,103.686,154.763,47.574,0.000,0.000,7.406,0.000,15.912,0.000,0.000,0.000
1575,534.888,207.611,225.100,103.663,153.926,47.571,0.000,0.000,7.389,0.000,16.214,0.000,0.000,0.000
1576,535.233,200.167,224.589,103.640,153.131,47.570,0.000,0.000,7.372,0.000,16.516,0.000,0.000,0.000
1577,535.578,223.538,224.123,103.618,152.379,47.571,0.000,0.000,7.354,0.000,16.818,0.000,0.000,0.000
1578,535.924,201.537,223.700,103.595,151.670,47.574,0.000,0.000,7.337,0.000,17.119,0.000,0.000,0.000
1579,536.269,216.131,223.319,103.572,151.003,47.578,0.000,0.000,7.320,0.000,17.419,0.000,0.000,0.000
1580,536.614,185.315,222.982,103.549,150.380,47.582,0.000,0.000,7.303,0.000,17.717,0.000,0.000,0.000
1581,536.960,209.167,222.688,103.526,149.801,47.588,0.000,0.000,7.285,0.000,18.014,0.000,0.000,0.000
1582,537.305,213.389,222.436,103.503,149.265,47.595,0.000,0.000,7.268,0.000,18.308,0.000,0.000,0.000
1583,537.650,229.353,222.228,103.480,148.774,47.603,0.000,0.000,7.250,0.000,18.600,0.000,0.000,0.000
1584,537.995,181.538,222.064,103.458,148.328,47.613,0.000,0.000,7.233,0.000,18.890,0.000,0.000,0.000
1585,538.341,226.242,221.942,103.435,147.927,47.623,0.000,0.000,7.216,0.000,19.176,0.000,0.000,0.000
1586,538.686,200.686,221.864,103.412,147.571,47.635,0.000,0.000,7.198,0.000,19.460,0.000,0.000,0.000
1587,539.031,218.167,221.829,103.389,147.261,47.648,0.000,0.000,7.181,0.000,19.739,0.000,0.000,0.000
1588,539.376,212.315,221.837,103.366,146.996,47.663,0.000,0.000,7.163,0.000,20.014,0.000,0.000,0.000
1589,539.722,208.463,221.888,103.343,146.777,47.679,0.000,0.000,7.146,0.000,20.285,0.000,0.000,0.000
1590,540.067,195.093,221.981,103.320,146.605,47.697,0.000,0.000,7.129,0.000,20.551,0.000,0.000,0.000
1591,540.412,184.612,222.118,103.298,146.478,47.716,0.000,0.000,7.111,0.000,20.813,0.000,0.000,0.000
1592,540.757,189.686,222.296,103.275,146.397,47.737,0.000,0.000,7.094,0.000,21.068,0.000,0.000,0.000
1593,541.102,213.649,222.517,103.252,146.363,47.759,0.000,0.000,7.077,0.000,21.318,0.000,0.000,0.000
1594,541.448,192.389,222.781,103.229,146.375,47.783,0.000,0.000,7.060,0.000,21.562,0.000,0.000,0.000
1595,541.793,229.093,223.086,103.206,146.434,47.809,0.000,0.000,7.043,0.000,21.800,0.000,0.000,0.000
1596,542.138,213.353,223.433,103.183,146.540,47.837,0.000,0.000,7.026,0.000,22.031,0.000,0.000,0.000
1597,542.483,199.391,223.822,103.160,146.692,47.866,0.000,0.000,7.010,0.000,22.255,0.000,0.000,0.000
1598,542.828,176.167,224.253,103.138,146.891,47.898,0.000,0.000,6.993,0.000,22.471,0.000,0.000,0.000
1599,543.173,259.797,224.725,103.115,147.136,47.932,0.000,0.000,6.977,0.000,22.680,0.000,0.000,0.000
1600,543.519,207.167,225.239,103.092,147.429,47.968,0.000,0.000,6.960,0.000,22.882,0.000,0.000,0.000
1601,543.864,196.648,225.794,103.069,147.768,48.006,0.000,0.000,6.944,0.000,23.075,0.000,0.000,0.000
1602,544.209,209.501,226.387,103.046,148.154,48.045,0.000,0.000,6.929,0.000,23.259,0.000,0.000,0.000
1603,544.554,181.167,227.018,103.023,148.586,48.085,0.000,0.000,6.913,0.000,23.435,0.000,0.000,0.000
1604,544.899,202.057,227.687,103.000,149.064,48.124,0.000,0.000,6.897,0.000,23.602,0.000,0.000,0.000
1605,545.244,261.464,228.394,102.977,149.588,48.165,0.000,0.000,6.882,0.000,23.759,0.000,0.000,0.000
1606,545.589,201.426,229.138,102.955,150.159,48.205,0.000,0.000,6.866,0.000,23.907,0.000,0.000,0.000
1607,545.934,189.870,229.919,102.932,150.776,48.246,0.000,0.000,6.851,0.000,24.046,0.000,0.000,0.000
1608,546.280,197.057,230.737,102.909,151.439,48.287,0.000,0.000,6.836,0.000,24.175,0.000,0.000,0.000
1609,546.625,220.093,231.593,102.886,152.150,48.329,0.000,0.000,6.821,0.000,24.293,0.000,0.000,0.000
1610,546.970,222.426,232.485,102.863,152.907,48.371,0.000,0.000,6.806,0.000,24.402,0.000,0.000,0.000
1611,547.315,243.206,233.415,102.840,153.711,48.414,0.000,0.000,6.791,0.000,24.499,0.000,0.000,0.000
1612,547.660,212.575,234.382,102.817,154.562,48.456,0.000,0.000,6.777,0.000,24.587,0.000,0.000,0.000
1613,548.005,225.500,235.386,102.795,155.461,48.499,0.000,0.000,6.762,0.000,24.663,0.000,0.000,0.000
1614,548.350,235.204,236.427,102.772,156.408,48.542,0.000,0.000,6.748,0.000,24.729,0.000,0.000,0.000
1615,548.695,209.278,237.507,102.749,157.403,48.585,0.000,0.000,6.734,0.000,24.784,0.000,0.000,0.000
1616,549.040,225.315,238.625,102.726,158.447,48.629,0.000,0.000,6.721,0.000,24.828,0.000,0.000,0.000
1617,549.385,207.278,239.781,102.703,159.541,48.673,0.000,0.000,6.707,0.000,24.861,0.000,0.000,0.000
1618,549.730,234.908,240.976,102.680,160.684,48.716,0.000,0.000,6.694,0.000,24.882,0.000,0.000,0.000
1619,550.075,218.574,242.210,102.657,161.876,48.760,0.000,0.000,6.681,0.000,24.892,0.000,0.000,0.000
1620,550.420,257.056,243.482,102.635,163.119,48.804,0.000,0.000,6.668,0.000,24.891,0.000,0.000,0.000
1621,550.765,256.056,244.795,102.612,164.413,48.848,0.000,0.000,6.655,0.000,24.879,0.000,0.000,0.000
1622,551.110,219.872,246.148,102.589,165.757,48.892,0.000,0.000,6.643,0.000,24.855,0.000,0.000,0.000
1623,551.455,258.315,247.542,102.566,167.154,48.936,0.000,0.000,6.631,0.000,24.820,0.000,0.000,0.000
1624,551.800,253.612,248.977,102.543,168.604,48.980,0.000,0.000,6.619,0.000,24.774,0.000,0.000,0.000
1625,552.145,266.205,250.454,102.520,170.106,49.024,0.000,0.000,6.607,0.000,24.717,0.000,0.000,0.000
1626,552.490,257.946,251.972,102.497,171.662,49.066,0.000,0.000,6.596,0.000,24.648,0.000,0.000,0.000
1627,552.835,300.796,253.532,102.475,173.271,49.108,0.000,0.000,6.584,0.000,24.569,0.000,0.000,0.000
1628,553.180,261.574,255.134,102.452,174.934,49.148,0.000,0.000,6.573,0.000,24.478,0.000,0.000,0.000
1629,553.525,266.242,256.779,102.429,176.652,49.188,0.000,0.000,6.562,0.000,24.377,0.000,0.000,0.000
1630,553.870,249.020,258.469,102.406,178.426,49.227,0.000,0.000,6.551,0.000,24.265,0.000,0.000,0.000
1631,554.215,309.316,260.203,102.383,180.255,49.265,0.000,0.000,6.541,0.000,24.142,0.000,0.000,0.000
1632,554.559,297.204,261.983,102.360,182.142,49.301,0.000,0.000,6.530,0.000,24.009,0.000,0.000,0.000
1633,554.904,271.537,263.809,102.337,184.086,49.337,0.000,0.000,6.520,0.000,23.866,0.000,0.000,0.000
1634,555.249,326.612,265.683,102.315,186.089,49.372,0.000,0.000,6.510,0.000,23.712,0.000,0.000,0.000
1635,555.594,269.539,267.606,102.292,188.152,49.405,0.000,0.000,6.500,0.000,23.549,0.000,0.000,0.000
1636,555.939,288.279,269.580,102.269,190.275,49.438,0.000,0.000,6.491,0.000,23.376,0.000,0.000,0.000
1637,556.284,279.946,271.605,102.246,192.460,49.469,0.000,0.000,6.482,0.000,23.194,0.000,0.000,0.000
1638,556.629,314.834,273.682,102.223,194.709,49.499,0.000,0.000,6.472,0.000,23.002,0.000,0.000,0.000
1639,556.974,284.205,275.814,102.200,197.021,49.528,0.000,0.000,6.464,0.000,22.802,0.000,0.000,0.000
1640,557.319,298.575,278.002,102.177,199.399,49.556,0.000,0.000,6.455,0.000,22.592,0.000,0.000,0.000
1641,557.663,289.205,280.247,102.154,201.844,49.583,0.000,0.000,6.446,0.000,22.374,0.000,0.000,0.000
1642,558.008,290.131,282.552,102.132,204.357,49.608,0.000,0.000,6.438,0.000,22.148,0.000,0.000,0.000
1643,558.353,306.428,284.917,102.109,206.940,49.633,0.000,0.000,6.430,0.000,21.915,0.000,0.000,0.000
1644,558.698,328.686,287.347,102.086,209.594,49.656,0.000,0.000,6.423,0.000,21.673,0.000,0.000,0.000
1645,559.043,315.465,289.840,102.063,212.321,49.679,0.000,0.000,6.416,0.000,21.424,0.000,0.000,0.000
1646,559.387,319.020,292.400,102.040,215.122,49.700,0.000,0.000,6.409,0.000,21.169,0.000,0.000,0.000
1647,559.732,319.723,295.028,102.017,217.999,49.720,0.000,0.000,6.402,0.000,20.906,0.000,0.000,0.000
1648,560.077,363.983,297.725,101.994,220.953,49.739,0.000,0.000,6.395,0.000,20.638,0.000,0.000,0.000
1649,560.422,331.243,300.493,101.972,223.986,49.756,0.000,0.000,6.388,0.000,20.363,0.000,0.000,0.000
1650,560.767,374.649,303.334,101.949,227.100,49.771,0.000,0.000,6.382,0.000,20.082,0.000,0.000,0.000
1651,561.111,351.057,306.252,101.926,230.296,49.784,0.000,0.000,6.375,0.000,19.796,0.000,0.000,0.000
1652,561.456,329.649,309.247,101.903,233.577,49.796,0.000,0.000,6.369,0.000,19.505,0.000,0.000,0.000
1653,561.801,331.575,312.322,101.880,236.944,49.806,0.000,0.000,6.363,0.000,19.210,0.000,0.000,0.000
1654,562.146,359.316,315.480,101.857,240.399,49.814,0.000,0.000,6.357,0.000,18.910,0.000,0.000,0.000
1655,562.490,353.982,318.724,101.834,243.946,49.821,0.000,0.000,6.352,0.000,18.606,0.000,0.000,0.000
1656,562.835,384.428,322.055,101.812,247.585,49.826,0.000,0.000,6.346,0.000,18.298,0.000,0.000,0.000
1657,563.180,349.242,325.477,101.789,251.320,49.829,0.000,0.000,6.341,0.000,17.987,0.000,0.000,0.000
1658,563.525,371.799,328.993,101.766,255.152,49.831,0.000,0.000,6.336,0.000,17.673,0.000,0.000,0.000
1659,563.869,358.613,332.604,101.743,259.084,49.832,0.000,0.000,6.331,0.000,17.357,0.000,0.000,0.000
1660,564.214,360.759,336.315,101.720,263.119,49.831,0.000,0.000,6.326,0.000,17.038,0.000,0.000,0.000
1661,564.559,416.020,340.128,101.697,267.259,49.829,0.000,0.000,6.322,0.000,16.717,0.000,0.000,0.000
1662,564.903,393.613,344.044,101.674,271.506,49.826,0.000,0.000,6.318,0.000,16.395,0.000,0.000,0.000
1663,565.248,396.501,348.050,101.652,275.844,49.821,0.000,0.000,6.314,0.000,16.071,0.000,0.000,0.000
1664,565.593,367.762,352.097,101.629,280.225,49.816,0.000,0.000,6.310,0.000,15.746,0.000,0.000,0.000
1665,565.937,450.020,356.171,101.606,284.634,49.809,0.000,0.000,6.307,0.000,15.421,0.000,0.000,0.000
1666,566.282,415.687,360.268,101.583,289.068,49.802,0.000,0.000,6.303,0.000,15.095,0.000,0.000,0.000
1667,566.627,382.391,364.385,101.560,293.523,49.793,0.000,0.000,6.300,0.000,14.769,0.000,0.000,0.000
1668,566.971,419.724,368.520,101.537,297.995,49.784,0.000,0.000,6.297,0.000,14.444,0.000,0.000,0.000
1669,567.316,444.649,372.668,101.514,302.481,49.774,0.000,0.000,6.295,0.000,14.119,0.000,0.000,0.000
1670,567.661,436.650,376.827,101.492,306.977,49.763,0.000,0.000,6.292,0.000,13.794,0.000,0.000,0.000
1671,568.005,407.465,380.992,101.469,311.479,49.751,0.000,0.000,6.290,0.000,13.471,0.000,0.000,0.000
1672,568.350,472.835,385.159,101.446,315.984,49.738,0.000,0.000,6.288,0.000,13.150,0.000,0.000,0.000
1673,568.694,425.280,389.326,101.423,320.486,49.723,0.000,0.000,6.286,0.000,12.830,0.000,0.000,0.000
1674,569.039,415.058,393.487,101.400,324.983,49.708,0.000,0.000,6.284,0.000,12.512,0.000,0.000,0.000
1675,569.384,413.279,397.639,101.377,329.469,49.691,0.000,0.000,6.283,0.000,12.196,0.000,0.000,0.000
1676,569.728,473.909,401.779,101.354,333.942,49.674,0.000,0.000,6.281,0.000,11.882,0.000,0.000,0.000
1677,570.073,440.799,405.902,101.332,338.395,49.655,0.000,0.000,6.280,0.000,11.571,0.000,0.000,0.000
1678,570.417,428.873,410.004,101.309,342.826,49.636,0.000,0.000,6.279,0.000,11.263,0.000,0.000,0.000
1679,570.762,426.982,414.081,101.286,347.228,49.616,0.000,0.000,6.278,0.000,10.958,0.000,0.000,0.000
1680,571.106,452.244,418.128,101.263,351.599,49.595,0.000,0.000,6.278,0.000,10.657,0.000,0.000,0.000
1681,571.451,442.317,422.143,101.240,355.934,49.574,0.000,0.000,6.277,0.000,10.358,0.000,0.000,0.000
1682,571.795,455.502,426.119,101.217,360.227,49.552,0.000,0.000,6.277,0.000,10.064,0.000,0.000,0.000
1683,572.140,469.020,430.054,101.194,364.475,49.530,0.000,0.000,6.277,0.000,9.773,0.000,0.000,0.000
1684,572.484,461.539,433.942,101.171,368.673,49.507,0.000,0.000,6.277,0.000,9.486,0.000,0.000,0.000
1685,572.829,485.947,437.780,101.149,372.816,49.485,0.000,0.000,6.277,0.000,9.203,0.000,0.000,0.000
1686,573.173,480.392,441.563,101.126,376.899,49.462,0.000,0.000,6.277,0.000,8.924,0.000,0.000,0.000
1687,573.518,451.354,445.286,101.103,380.919,49.439,0.000,0.000,6.278,0.000,8.650,0.000,0.000,0.000
1688,573.862,463.207,448.945,101.080,384.870,49.417,0.000,0.000,6.279,0.000,8.380,0.000,0.000,0.000
1689,574.207,486.577,452.537,101.057,388.748,49.394,0.000,0.000,6.280,0.000,8.115,0.000,0.000,0.000
1690,574.551,498.353,456.056,101.034,392.549,49.372,0.000,0.000,6.281,0.000,7.854,0.000,0.000,0.000
1691,574.896,497.169,459.499,101.011,396.268,49.350,0.000,0.000,6.282,0.000,7.599,0.000,0.000,0.000
1692,575.240,496.354,462.860,100.989,399.900,49.329,0.000,0.000,6.284,0.000,7.348,0.000,0.000,0.000
1693,575.585,502.057,466.137,100.966,403.442,49.307,0.000,0.000,6.285,0.000,7.102,0.000,0.000,0.000
1694,575.929,493.986,469.322,100.943,406.888,49.286,0.000,0.000,6.287,0.000,6.861,0.000,0.000,0.000
1695,576.273,541.280,472.414,100.920,410.234,49.265,0.000,0.000,6.289,0.000,6.625,0.000,0.000,0.000
1696,576.618,528.540,475.406,100.897,413.476,49.244,0.000,0.000,6.291,0.000,6.395,0.000,0.000,0.000
1697,576.962,549.391,478.296,100.874,416.611,49.223,0.000,0.000,6.294,0.000,6.169,0.000,0.000,0.000
1698,577.307,526.280,481.080,100.851,419.633,49.202,0.000,0.000,6.296,0.000,5.948,0.000,0.000,0.000
1699,577.651,574.391,483.753,100.829,422.540,49.182,0.000,0.000,6.298,0.000,5.733,0.000,0.000,0.000
1700,577.995,514.356,486.313,100.806,425.327,49.161,0.000,0.000,6.301,0.000,5.523,0.000,0.000,0.000
1701,578.340,529.281,488.755,100.783,427.992,49.142,0.000,0.000,6.304,0.000,5.318,0.000,0.000,0.000
1702,578.684,511.761,491.077,100.760,430.529,49.122,0.000,0.000,6.307,0.000,5.118,0.000,0.000,0.000
1703,579.029,567.280,493.274,100.737,432.937,49.103,0.000,0.000,6.310,0.000,4.924,0.000,0.000,0.000
1704,579.373,567.948,495.344,100.714,435.212,49.085,0.000,0.000,6.313,0.000,4.735,0.000,0.000,0.000
1705,579.717,552.836,497.285,100.691,437.351,49.067,0.000,0.000,6.316,0.000,4.550,0.000,0.000,0.000
1706,580.062,547.837,499.092,100.669,439.352,49.050,0.000,0.000,6.319,0.000,4.371,0.000,0.000,0.000
1707,580.406,538.688,500.764,100.646,441.210,49.034,0.000,0.000,6.323,0.000,4.197,0.000,0.000,0.000
1708,580.750,527.428,502.298,100.623,442.925,49.019,0.000,0.000,6.326,0.000,4.028,0.000,0.000,0.000
1709,581.094,517.725,503.691,100.600,444.493,49.005,0.000,0.000,6.330,0.000,3.864,0.000,0.000,0.000
1710,581.439,510.799,504.942,100.577,445.912,48.991,0.000,0.000,6.334,0.000,3.705,0.000,0.000,0.000
1711,581.783,583.985,506.048,100.554,447.181,48.979,0.000,0.000,6.338,0.000,3.551,0.000,0.000,0.000
1712,582.127,560.540,507.008,100.531,448.297,48.968,0.000,0.000,6.342,0.000,3.402,0.000,0.000,0.000
1713,582.472,537.873,507.820,100.509,449.259,48.958,0.000,0.000,6.346,0.000,3.257,0.000,0.000,0.000
1714,582.816,541.354,508.482,100.486,450.066,48.949,0.000,0.000,6.350,0.000,3.117,0.000,0.000,0.000
1715,583.160,531.761,508.994,100.463,450.716,48.942,0.000,0.000,6.355,0.000,2.982,0.000,0.000,0.000
1716,583.504,534.873,509.353,100.440,451.208,48.935,0.000,0.000,6.359,0.000,2.851,0.000,0.000,0.000
1717,583.849,580.502,509.559,100.417,451.541,48.930,0.000,0.000,6.364,0.000,2.724,0.000,0.000,0.000
1718,584.193,439.614,509.610,100.394,451.715,48.925,0.000,0.000,6.368,0.000,2.603,0.000,0.000,0.000
1719,584.537,532.465,509.507,100.371,451.728,48.921,0.000,0.000,6.373,0.000,2.485,0.000,0.000,0.000
1720,584.881,528.985,509.248,100.349,451.582,48.917,0.000,0.000,6.378,0.000,2.371,0.000,0.000,0.000
1721,585.226,586.911,508.834,100.326,451.275,48.915,0.000,0.000,6.383,0.000,2.262,0.000,0.000,0.000
1722,585.570,526.689,508.266,100.303,450.808,48.913,0.000,0.000,6.387,0.000,2.157,0.000,0.000,0.000
1723,585.914,570.429,507.542,100.280,450.183,48.912,0.000,0.000,6.392,0.000,2.055,0.000,0.000,0.000
1724,586.258,532.874,506.664,100.257,449.398,48.912,0.000,0.000,6.397,0.000,1.958,0.000,0.000,0.000
1725,586.602,503.354,505.634,100.234,448.455,48.912,0.000,0.000,6.402,0.000,1.864,0.000,0.000,0.000
1726,586.946,530.392,504.450,100.211,447.356,48.914,0.000,0.000,6.407,0.000,1.774,0.000,0.000,0.000
1727,587.291,576.021,503.116,100.188,446.101,48.916,0.000,0.000,6.412,0.000,1.687,0.000,0.000,0.000
1728,587.635,504.058,501.632,100.166,444.692,48.919,0.000,0.000,6.417,0.000,1.604,0.000,0.000,0.000
1729,587.979,565.169,500.000,100.143,443.130,48.923,0.000,0.000,6.422,0.000,1.524,0.000,0.000,0.000
1730,588.323,488.687,498.222,100.120,441.418,48.928,0.000,0.000,6.428,0.000,1.448,0.000,0.000,0.000
1731,588.667,516.614,496.300,100.097,439.558,48.934,0.000,0.000,6.433,0.000,1.375,0.000,0.000,0.000
1732,589.011,511.984,494.236,100.074,437.552,48.941,0.000,0.000,6.438,0.000,1.305,0.000,0.000,0.000
1733,589.355,506.874,492.032,100.051,435.402,48.949,0.000,0.000,6.443,0.000,1.237,0.000,0.000,0.000
1734,589.699,505.503,489.691,100.028,433.111,48.958,0.000,0.000,6.448,0.000,1.173,0.000,0.000,0.000
1735,590.044,559.354,487.215,100.006,430.681,48.969,0.000,0.000,6.454,0.000,1.112,0.000,0.000,0.000
1736,590.388,498.875,484.608,99.983,428.117,48.980,0.000,0.000,6.459,0.000,1.053,0.000,0.000,0.000
1737,590.732,475.318,481.873,99.960,425.420,48.992,0.000,0.000,6.464,0.000,0.997,0.000,0.000,0.000
1738,591.076,498.726,479.012,99.937,422.594,49.005,0.000,0.000,6.470,0.000,0.944,0.000,0.000,0.000
1739,591.420,488.392,476.029,99.914,419.642,49.019,0.000,0.000,6.475,0.000,0.893,0.000,0.000,0.000
1740,591.764,496.319,472.926,99.891,416.568,49.033,0.000,0.000,6.480,0.000,0.845,0.000,0.000,0.000
1741,592.108,476.428,469.707,99.868,413.376,49.048,0.000,0.000,6.485,0.000,0.799,0.000,0.000,0.000
1742,592.452,494.947,466.376,99.846,410.068,49.063,0.000,0.000,6.491,0.000,0.755,0.000,0.000,0.000
1743,592.796,490.687,462.936,99.823,406.649,49.078,0.000,0.000,6.496,0.000,0.714,0.000,0.000,0.000
1744,593.140,515.502,459.392,99.800,403.122,49.094,0.000,0.000,6.501,0.000,0.674,0.000,0.000,0.000
1745,593.484,458.763,455.746,99.777,399.493,49.110,0.000,0.000,6.506,0.000,0.637,0.000,0.000,0.000
1746,593.828,465.465,452.004,99.754,395.765,49.126,0.000,0.000,6.511,0.000,0.602,0.000,0.000,0.000
1747,594.172,437.133,448.170,99.731,391.943,49.143,0.000,0.000,6.516,0.000,0.569,0.000,0.000,0.000
1748,594.516,450.911,444.247,99.708,388.030,49.159,0.000,0.000,6.520,0.000,0.538,0.000,0.000,0.000
1749,594.860,468.466,440.241,99.686,384.031,49.177,0.000,0.000,6.525,0.000,0.508,0.000,0.000,0.000
1750,595.204,444.503,436.155,99.663,379.951,49.194,0.000,0.000,6.530,0.000,0.480,0.000,0.000,0.000
1751,595.548,437.651,431.994,99.640,375.795,49.211,0.000,0.000,6.534,0.000,0.453,0.000,0.000,0.000
1752,595.892,464.503,427.763,99.617,371.566,49.229,0.000,0.000,6.539,0.000,0.428,0.000,0.000,0.000
1753,596.236,441.280,423.466,99.594,367.270,49.247,0.000,0.000,6.543,0.000,0.405,0.000,0.000,0.000
1754,596.580,448.652,419.107,99.571,362.911,49.266,0.000,0.000,6.548,0.000,0.383,0.000,0.000,0.000
1755,596.924,423.245,414.692,99.548,358.494,49.284,0.000,0.000,6.552,0.000,0.361,0.000,0.000,0.000
1756,597.267,441.169,410.225,99.526,354.024,49.303,0.000,0.000,6.557,0.000,0.342,0.000,0.000,0.000
1757,597.611,419.800,405.710,99.503,349.504,49.322,0.000,0.000,6.561,0.000,0.323,0.000,0.000,0.000
1758,597.955,438.354,401.152,99.480,344.941,49.342,0.000,0.000,6.565,0.000,0.305,0.000,0.000,0.000
1759,598.299,434.576,396.557,99.457,340.338,49.361,0.000,0.000,6.569,0.000,0.288,0.000,0.000,0.000
1760,598.643,434.021,391.927,99.434,335.700,49.381,0.000,0.000,6.573,0.000,0.272,0.000,0.000,0.000
1761,598.987,400.169,387.268,99.411,331.033,49.402,0.000,0.000,6.577,0.000,0.257,0.000,0.000,0.000
1762,599.331,411.280,382.585,99.388,326.339,49.422,0.000,0.000,6.581,0.000,0.243,0.000,0.000,0.000
1763,599.675,403.687,377.882,99.365,321.624,49.443,0.000,0.000,6.585,0.000,0.230,0.000,0.000,0.000
1764,600.018,387.760,373.162,99.343,316.892,49.465,0.000,0.000,6.588,0.000,0.217,0.000,0.000,0.000
1765,600.362,382.465,368.431,99.320,312.148,49.486,0.000,0.000,6.592,0.000,0.205,0.000,0.000,0.000
1766,600.706,432.873,363.691,99.297,307.395,49.506,0.000,0.000,6.596,0.000,0.194,0.000,0.000,0.000
1767,601.050,436.206,358.947,99.274,302.638,49.527,0.000,0.000,6.599,0.000,0.183,0.000,0.000,0.000
1768,601.394,374.316,354.203,99.251,297.881,49.546,0.000,0.000,6.602,0.000,0.173,0.000,0.000,0.000
1769,601.737,382.501,349.462,99.228,293.128,49.566,0.000,0.000,6.605,0.000,0.163,0.000,0.000,0.000
1770,602.081,366.503,344.729,99.205,288.382,49.585,0.000,0.000,6.608,0.000,0.154,0.000,0.000,0.000
1771,602.425,398.650,340.008,99.183,283.649,49.603,0.000,0.000,6.611,0.000,0.146,0.000,0.000,0.000
1772,602.769,390.392,335.303,99.160,278.931,49.621,0.000,0.000,6.614,0.000,0.138,0.000,0.000,0.000
1773,603.113,373.834,330.617,99.137,274.232,49.638,0.000,0.000,6.617,0.000,0.130,0.000,0.000,0.000
1774,603.456,359.835,325.953,99.114,269.556,49.654,0.000,0.000,6.619,0.000,0.123,0.000,0.000,0.000
1775,603.800,337.131,321.315,99.091,264.906,49.671,0.000,0.000,6.622,0.000,0.116,0.000,0.000,0.000
1776,604.144,321.724,316.707,99.068,260.287,49.686,0.000,0.000,6.624,0.000,0.110,0.000,0.000,0.000
1777,604.488,368.428,312.131,99.045,255.700,49.702,0.000,0.000,6.626,0.000,0.104,0.000,0.000,0.000
1778,604.831,355.058,307.592,99.023,251.149,49.716,0.000,0.000,6.628,0.000,0.098,0.000,0.000,0.000
1779,605.175,295.726,303.091,99.000,246.638,49.731,0.000,0.000,6.630,0.000,0.093,0.000,0.000,0.000
1780,605.519,332.835,298.633,98.977,242.168,49.745,0.000,0.000,6.632,0.000,0.088,0.000,0.000,0.000
1781,605.862,326.836,294.218,98.954,237.743,49.758,0.000,0.000,6.634,0.000,0.083,0.000,0.000,0.000
1782,606.206,309.613,289.851,98.931,233.366,49.772,0.000,0.000,6.636,0.000,0.078,0.000,0.000,0.000
1783,606.550,327.649,285.534,98.908,229.039,49.785,0.000,0.000,6.637,0.000,0.074,0.000,0.000,0.000
1784,606.893,326.242,281.269,98.885,224.763,49.797,0.000,0.000,6.639,0.000,0.070,0.000,0.000,0.000
1785,607.237,300.539,277.058,98.863,220.543,49.810,0.000,0.000,6.640,0.000,0.066,0.000,0.000,0.000
1786,607.581,309.946,272.904,98.840,216.378,49.822,0.000,0.000,6.641,0.000,0.062,0.000,0.000,0.000
