ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
3676,1237.433,28.708,24.818,15.300,21.125,3.115,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3677,1237.757,28.448,24.827,15.305,21.131,3.118,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3678,1238.081,24.375,24.835,15.311,21.137,3.120,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3679,1238.405,21.967,24.844,15.317,21.142,3.123,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3680,1238.729,25.263,24.852,15.323,21.148,3.125,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3681,1239.053,27.337,24.860,15.329,21.154,3.128,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3682,1239.377,22.708,24.868,15.335,21.160,3.130,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3683,1239.701,25.152,24.877,15.341,21.165,3.132,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3684,1240.025,22.078,24.885,15.347,21.171,3.135,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3685,1240.349,28.597,24.893,15.353,21.177,3.137,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3686,1240.673,24.004,24.901,15.359,21.183,3.138,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3687,1240.997,20.966,24.909,15.365,21.189,3.140,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3688,1241.321,19.559,24.916,15.371,21.195,3.142,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3689,1241.645,20.597,24.924,15.377,21.201,3.143,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3690,1241.969,20.633,24.932,15.383,21.207,3.145,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3691,1242.293,16.782,24.939,15.389,21.213,3.146,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3692,1242.617,22.930,24.946,15.395,21.219,3.147,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3693,1242.941,33.263,24.953,15.401,21.225,3.148,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3694,1243.265,24.523,24.960,15.407,21.231,3.149,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3695,1243.589,24.966,24.967,15.413,21.236,3.150,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3696,1243.912,29.819,24.973,15.419,21.242,3.151,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3697,1244.236,16.004,24.980,15.425,21.248,3.151,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3698,1244.560,24.041,24.986,15.430,21.253,3.152,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3699,1244.884,25.523,24.992,15.436,21.259,3.152,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3700,1245.208,33.449,24.998,15.442,21.265,3.152,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3701,1245.532,31.782,25.003,15.448,21.270,3.152,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3702,1245.856,25.115,25.009,15.454,21.276,3.152,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3703,1246.180,19.559,25.014,15.460,21.281,3.152,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3704,1246.504,19.337,25.019,15.466,21.287,3.151,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3705,1246.828,25.670,25.024,15.472,21.292,3.151,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3706,1247.151,30.411,25.029,15.478,21.298,3.150,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3707,1247.475,16.226,25.034,15.484,21.303,3.149,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3708,1247.799,26.856,25.038,15.490,21.308,3.148,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3709,1248.123,30.115,25.043,15.496,21.314,3.147,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3710,1248.447,25.523,25.047,15.502,21.319,3.146,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3711,1248.771,25.819,25.051,15.508,21.324,3.145,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3712,1249.095,4.115,25.055,15.514,21.330,3.143,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3713,1249.418,30.559,25.059,15.520,21.335,3.142,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3714,1249.742,20.634,25.062,15.526,21.340,3.140,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3715,1250.066,26.559,25.066,15.532,21.346,3.138,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3716,1250.390,23.930,25.069,15.538,21.351,3.136,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3717,1250.714,29.041,25.073,15.544,21.356,3.134,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3718,1251.037,34.818,25.076,15.550,21.362,3.132,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3719,1251.361,34.374,25.079,15.556,21.367,3.129,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3720,1251.685,23.485,25.082,15.561,21.372,3.127,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3721,1252.009,19.338,25.085,15.567,21.378,3.124,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3722,1252.333,13.967,25.087,15.573,21.383,3.122,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3723,1252.656,16.708,25.090,15.579,21.389,3.119,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3724,1252.980,22.338,25.093,15.585,21.394,3.116,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3725,1253.304,17.560,25.095,15.591,21.399,3.113,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3726,1253.628,17.189,25.098,15.597,21.405,3.110,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3727,1253.952,16.708,25.100,15.603,21.411,3.106,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3728,1254.275,23.856,25.102,15.609,21.416,3.103,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3729,1254.599,31.449,25.105,15.615,21.422,3.099,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3730,1254.923,7.597,25.107,15.621,21.428,3.096,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3731,1255.247,32.337,25.109,15.627,21.433,3.092,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3732,1255.570,25.671,25.111,15.633,21.439,3.088,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3733,1255.894,27.596,25.113,15.639,21.445,3.084,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3734,1256.218,19.967,25.115,15.645,21.451,3.080,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3735,1256.542,19.523,25.116,15.651,21.456,3.076,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3736,1256.865,20.559,25.118,15.657,21.462,3.072,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3737,1257.189,20.966,25.119,15.663,21.467,3.068,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3738,1257.513,18.115,25.120,15.669,21.473,3.063,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3739,1257.837,30.597,25.121,15.675,21.479,3.059,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3740,1258.160,15.485,25.122,15.681,21.484,3.054,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3741,1258.484,14.967,25.123,15.686,21.490,3.049,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3742,1258.808,20.708,25.124,15.692,21.495,3.044,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3743,1259.131,19.263,25.124,15.698,21.500,3.039,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3744,1259.455,24.152,25.124,15.704,21.506,3.034,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3745,1259.779,20.633,25.125,15.710,21.511,3.029,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3746,1260.102,26.893,25.125,15.716,21.517,3.024,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3747,1260.426,31.893,25.125,15.722,21.522,3.018,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3748,1260.750,26.226,25.125,15.728,21.527,3.013,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3749,1261.073,41.115,25.125,15.734,21.533,3.007,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3750,1261.397,19.300,25.125,15.740,21.538,3.002,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3751,1261.721,25.226,25.124,15.746,21.543,2.996,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3752,1262.044,12.449,25.124,15.752,21.549,2.990,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3753,1262.368,32.375,25.123,15.758,21.554,2.984,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3754,1262.692,18.708,25.123,15.764,21.559,2.978,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3755,1263.015,21.078,25.122,15.770,21.565,2.972,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3756,1263.339,27.634,25.121,15.776,21.570,2.966,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3757,1263.663,22.115,25.121,15.782,21.575,2.960,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3758,1263.986,18.486,25.120,15.788,21.581,2.954,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3759,1264.310,41.079,25.119,15.794,21.586,2.948,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3760,1264.634,29.300,25.118,15.800,21.591,2.941,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3761,1264.957,20.893,25.117,15.806,21.597,2.935,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3762,1265.281,21.856,25.116,15.811,21.602,2.929,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3763,1265.604,35.671,25.115,15.817,21.607,2.922,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3764,1265.928,23.559,25.114,15.823,21.613,2.916,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3765,1266.252,30.671,25.113,15.829,21.618,2.909,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3766,1266.575,17.560,25.112,15.835,21.624,2.902,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3767,1266.899,29.893,25.111,15.841,21.629,2.896,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3768,1267.222,17.523,25.110,15.847,21.635,2.889,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3769,1267.546,31.411,25.109,15.853,21.640,2.882,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3770,1267.870,16.819,25.108,15.859,21.646,2.876,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3771,1268.193,22.523,25.107,15.865,21.652,2.869,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3772,1268.517,13.523,25.106,15.871,21.658,2.862,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3773,1268.840,30.523,25.105,15.877,21.663,2.855,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3774,1269.164,36.522,25.104,15.883,21.669,2.849,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3775,1269.487,11.115,25.103,15.889,21.675,2.842,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3776,1269.811,17.116,25.102,15.895,21.681,2.835,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3777,1270.135,24.300,25.101,15.901,21.687,2.828,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3778,1270.458,10.190,25.100,15.907,21.693,2.821,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3779,1270.782,19.300,25.099,15.913,21.699,2.814,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3780,1271.105,28.819,25.098,15.919,21.705,2.807,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3781,1271.429,26.264,25.097,15.925,21.711,2.800,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3782,1271.752,23.041,25.096,15.931,21.717,2.793,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3783,1272.076,21.153,25.095,15.936,21.722,2.786,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3784,1272.399,20.967,25.094,15.942,21.728,2.779,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3785,1272.723,28.412,25.093,15.948,21.734,2.772,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3786,1273.046,10.967,25.091,15.954,21.740,2.765,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3787,1273.370,26.042,25.090,15.960,21.746,2.758,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3788,1273.693,27.078,25.089,15.966,21.752,2.751,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3789,1274.017,36.115,25.088,15.972,21.757,2.744,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3790,1274.340,19.708,25.087,15.978,21.763,2.737,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3791,1274.664,21.967,25.085,15.984,21.769,2.730,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3792,1274.987,18.893,25.084,15.990,21.775,2.723,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3793,1275.311,11.449,25.083,15.996,21.780,2.716,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3794,1275.634,30.745,25.082,16.002,21.786,2.709,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3795,1275.958,18.264,25.080,16.008,21.792,2.702,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3796,1276.281,16.968,25.079,16.014,21.798,2.695,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3797,1276.605,13.930,25.078,16.020,21.804,2.688,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3798,1276.928,21.931,25.077,16.026,21.809,2.681,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3799,1277.252,16.190,25.076,16.032,21.815,2.674,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3800,1277.575,21.190,25.075,16.038,21.821,2.667,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3801,1277.899,25.301,25.074,16.044,21.827,2.661,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3802,1278.222,21.486,25.073,16.050,21.833,2.654,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3803,1278.546,23.004,25.072,16.056,21.839,2.647,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3804,1278.869,17.375,25.071,16.062,21.845,2.640,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000
3805,1279.193,34.634,25.070,16.067,21.850,2.633,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3806,1279.516,22.857,25.070,16.073,21.856,2.627,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3807,1279.840,26.190,25.069,16.079,21.862,2.620,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3808,1280.163,27.338,25.069,16.085,21.869,2.614,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3809,1280.486,17.560,25.068,16.091,21.875,2.607,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3810,1280.810,23.560,25.068,16.097,21.881,2.601,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3811,1281.133,32.338,25.067,16.103,21.887,2.594,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3812,1281.457,33.116,25.067,16.109,21.893,2.588,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3813,1281.780,14.191,25.067,16.115,21.899,2.581,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3814,1282.104,26.078,25.067,16.121,21.906,2.575,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3815,1282.427,24.857,25.067,16.127,21.912,2.569,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3816,1282.750,32.857,25.068,16.133,21.919,2.563,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3817,1283.074,15.819,25.068,16.139,21.925,2.557,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3818,1283.397,23.783,25.069,16.145,21.932,2.550,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3819,1283.721,17.894,25.069,16.151,21.938,2.544,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3820,1284.044,22.449,25.069,16.157,21.945,2.538,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3821,1284.367,20.338,25.070,16.163,21.951,2.532,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3822,1284.691,25.228,25.071,16.169,21.958,2.527,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3823,1285.014,23.264,25.071,16.175,21.964,2.521,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3824,1285.338,12.042,25.072,16.181,21.971,2.515,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3825,1285.661,24.301,25.072,16.187,21.977,2.509,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3826,1285.984,23.116,25.073,16.192,21.983,2.504,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3827,1286.308,29.153,25.074,16.198,21.990,2.498,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3828,1286.631,29.004,25.074,16.204,21.996,2.492,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3829,1286.954,18.376,25.075,16.210,22.002,2.487,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3830,1287.278,26.190,25.076,16.216,22.009,2.481,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3831,1287.601,15.301,25.077,16.222,22.015,2.476,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3832,1287.924,23.227,25.078,16.228,22.021,2.471,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3833,1288.248,27.302,25.079,16.234,22.028,2.465,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3834,1288.571,17.116,25.080,16.240,22.034,2.460,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3835,1288.895,28.783,25.081,16.246,22.040,2.455,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3836,1289.218,15.264,25.082,16.252,22.047,2.450,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3837,1289.541,32.857,25.083,16.258,22.053,2.445,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000
3838,1289.865,17.708,25.084,16.264,22.059,2.440,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3839,1290.188,23.375,25.086,16.270,22.066,2.435,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3840,1290.511,22.893,25.087,16.276,22.072,2.430,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3841,1290.835,22.709,25.088,16.282,22.078,2.425,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3842,1291.158,8.153,25.090,16.288,22.085,2.420,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3843,1291.481,21.635,25.092,16.294,22.091,2.416,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3844,1291.805,26.746,25.093,16.300,22.097,2.411,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3845,1292.128,16.376,25.095,16.306,22.104,2.406,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3846,1292.451,17.487,25.097,16.312,22.110,2.402,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3847,1292.774,23.486,25.099,16.317,22.116,2.398,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3848,1293.098,19.598,25.101,16.323,22.123,2.393,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3849,1293.421,34.190,25.103,16.329,22.129,2.389,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3850,1293.744,23.486,25.105,16.335,22.136,2.385,0.000,0.000,0.585,0.000,0.000,0.000,0.000,0.000
3851,1294.068,17.709,25.107,16.341,22.142,2.381,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3852,1294.391,23.635,25.110,16.347,22.149,2.377,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3853,1294.714,18.523,25.112,16.353,22.155,2.373,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3854,1295.038,15.116,25.115,16.359,22.162,2.369,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3855,1295.361,30.264,25.117,16.365,22.169,2.365,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3856,1295.684,34.560,25.120,16.371,22.175,2.361,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3857,1296.007,26.746,25.123,16.377,22.182,2.357,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3858,1296.331,24.117,25.126,16.383,22.189,2.354,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3859,1296.654,25.746,25.130,16.389,22.196,2.350,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3860,1296.977,27.339,25.133,16.395,22.203,2.347,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3861,1297.301,15.487,25.136,16.401,22.210,2.343,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3862,1297.624,28.931,25.140,16.407,22.217,2.340,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3863,1297.947,7.783,25.144,16.413,22.224,2.337,0.000,0.000,0.584,0.000,0.000,0.000,0.000,0.000
3864,1298.270,19.413,25.148,16.419,22.231,2.334,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3865,1298.594,20.635,25.152,16.425,22.238,2.330,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3866,1298.917,24.191,25.156,16.431,22.245,2.327,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3867,1299.240,14.153,25.159,16.437,22.252,2.324,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3868,1299.563,23.894,25.163,16.442,22.259,2.321,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3869,1299.887,22.524,25.167,16.448,22.266,2.318,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3870,1300.210,20.635,25.172,16.454,22.273,2.316,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3871,1300.533,20.746,25.176,16.460,22.280,2.313,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3872,1300.856,13.302,25.180,16.466,22.287,2.310,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3873,1301.180,26.746,25.184,16.472,22.294,2.307,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3874,1301.503,18.931,25.188,16.478,22.301,2.305,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3875,1301.826,25.005,25.192,16.484,22.308,2.302,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3876,1302.149,18.153,25.196,16.490,22.315,2.300,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3877,1302.473,23.709,25.201,16.496,22.321,2.297,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3878,1302.796,20.969,25.205,16.502,22.328,2.295,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3879,1303.119,16.561,25.209,16.508,22.335,2.292,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3880,1303.442,28.672,25.214,16.514,22.342,2.290,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3881,1303.765,38.450,25.218,16.520,22.349,2.288,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3882,1304.089,19.005,25.223,16.526,22.355,2.286,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3883,1304.412,25.228,25.227,16.532,22.362,2.283,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3884,1304.735,10.562,25.232,16.538,22.369,2.281,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000
3885,1305.058,17.857,25.236,16.544,22.376,2.279,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3886,1305.381,24.598,25.241,16.550,22.383,2.277,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3887,1305.705,13.413,25.246,16.556,22.389,2.275,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3888,1306.028,17.080,25.251,16.562,22.396,2.273,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3889,1306.351,30.043,25.255,16.568,22.403,2.272,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3890,1306.674,23.339,25.260,16.573,22.410,2.270,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3891,1306.997,20.006,25.265,16.579,22.416,2.268,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3892,1307.321,19.562,25.270,16.585,22.423,2.266,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000
3893,1307.644,24.932,25.275,16.591,22.430,2.265,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3894,1307.967,23.005,25.280,16.597,22.437,2.263,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3895,1308.290,33.672,25.285,16.603,22.444,2.262,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3896,1308.613,25.117,25.291,16.609,22.451,2.260,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3897,1308.937,21.598,25.296,16.615,22.457,2.259,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3898,1309.260,21.153,25.301,16.621,22.464,2.257,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3899,1309.583,20.191,25.307,16.627,22.471,2.256,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3900,1309.906,34.821,25.313,16.633,22.478,2.255,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000
3901,1310.229,28.154,25.318,16.639,22.485,2.253,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3902,1310.552,28.561,25.324,16.645,22.492,2.252,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3903,1310.876,30.376,25.330,16.651,22.500,2.251,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3904,1311.199,40.635,25.336,16.657,22.507,2.250,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3905,1311.522,27.154,25.342,16.663,22.514,2.249,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3906,1311.845,20.376,25.348,16.669,22.521,2.248,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
