ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Rn-220,Th-232,K-40,Xray-Pb,Xray-Th
4007,1411.895,17.083,21.510,6.592,5.376,13.224,0.000,1.113,0.000,0.000,1.797,0.000,0.000
4008,1412.259,15.304,21.523,6.580,5.378,13.216,0.000,1.110,0.000,0.000,1.819,0.000,0.000
4009,1412.622,30.749,21.537,6.568,5.381,13.209,0.000,1.106,0.000,0.000,1.841,0.000,0.000
4010,1412.986,29.638,21.552,6.556,5.384,13.201,0.000,1.103,0.000,0.000,1.864,0.000,0.000
4011,1413.349,14.193,21.567,6.544,5.387,13.193,0.000,1.100,0.000,0.000,1.887,0.000,0.000
4012,1413.712,9.453,21.583,6.531,5.391,13.185,0.000,1.097,0.000,0.000,1.910,0.000,0.000
4013,1414.076,25.897,21.599,6.519,5.395,13.177,0.000,1.093,0.000,0.000,1.933,0.000,0.000
4014,1414.439,27.490,21.616,6.507,5.400,13.169,0.000,1.090,0.000,0.000,1.957,0.000,0.000
4015,1414.803,32.786,21.634,6.495,5.404,13.162,0.000,1.087,0.000,0.000,1.982,0.000,0.000
4016,1415.166,20.379,21.653,6.483,5.410,13.154,0.000,1.084,0.000,0.000,2.006,0.000,0.000
4017,1415.529,16.675,21.673,6.470,5.415,13.146,0.000,1.080,0.000,0.000,2.031,0.000,0.000
4018,1415.893,29.860,21.693,6.458,5.421,13.138,0.000,1.077,0.000,0.000,2.056,0.000,0.000
4019,1416.256,30.121,21.714,6.446,5.427,13.130,0.000,1.074,0.000,0.000,2.082,0.000,0.000
4020,1416.619,27.971,21.735,6.434,5.434,13.122,0.000,1.071,0.000,0.000,2.108,0.000,0.000
4021,1416.983,14.231,21.758,6.422,5.441,13.115,0.000,1.068,0.000,0.000,2.134,0.000,0.000
4022,1417.346,15.454,21.781,6.409,5.448,13.107,0.000,1.065,0.000,0.000,2.161,0.000,0.000
4023,1417.710,27.602,21.805,6.397,5.456,13.099,0.000,1.062,0.000,0.000,2.188,0.000,0.000
4024,1418.073,20.861,21.830,6.385,5.465,13.091,0.000,1.059,0.000,0.000,2.216,0.000,0.000
4025,1418.436,20.527,21.856,6.373,5.473,13.083,0.000,1.056,0.000,0.000,2.243,0.000,0.000
4026,1418.800,25.934,21.883,6.361,5.482,13.075,0.000,1.054,0.000,0.000,2.272,0.000,0.000
4027,1419.163,7.046,21.911,6.348,5.492,13.068,0.000,1.051,0.000,0.000,2.300,0.000,0.000
4028,1419.526,36.046,21.939,6.336,5.502,13.060,0.000,1.048,0.000,0.000,2.329,0.000,0.000
4029,1419.890,14.676,21.968,6.324,5.512,13.052,0.000,1.045,0.000,0.000,2.359,0.000,0.000
4030,1420.253,20.269,21.999,6.312,5.523,13.044,0.000,1.042,0.000,0.000,2.389,0.000,0.000
4031,1420.616,18.824,22.030,6.300,5.534,13.036,0.000,1.040,0.000,0.000,2.419,0.000,0.000
4032,1420.980,38.861,22.062,6.287,5.546,13.029,0.000,1.037,0.000,0.000,2.450,0.000,0.000
4033,1421.343,34.602,22.095,6.275,5.559,13.021,0.000,1.035,0.000,0.000,2.481,0.000,0.000
4034,1421.706,24.379,22.129,6.263,5.571,13.013,0.000,1.032,0.000,0.000,2.513,0.000,0.000
4035,1422.070,19.491,22.164,6.251,5.584,13.006,0.000,1.029,0.000,0.000,2.545,0.000,0.000
4036,1422.433,33.565,22.200,6.239,5.598,12.998,0.000,1.027,0.000,0.000,2.577,0.000,0.000
4037,1422.796,26.342,22.236,6.226,5.612,12.991,0.000,1.025,0.000,0.000,2.609,0.000,0.000
4038,1423.160,11.343,22.273,6.214,5.626,12.983,0.000,1.022,0.000,0.000,2.641,0.000,0.000
4039,1423.523,22.380,22.310,6.202,5.641,12.975,0.000,1.020,0.000,0.000,2.674,0.000,0.000
4040,1423.887,11.750,22.348,6.190,5.656,12.968,0.000,1.017,0.000,0.000,2.707,0.000,0.000
4041,1424.250,24.713,22.386,6.178,5.671,12.961,0.000,1.015,0.000,0.000,2.739,0.000,0.000
4042,1424.613,12.453,22.425,6.165,5.686,12.953,0.000,1.013,0.000,0.000,2.772,0.000,0.000
4043,1424.977,41.010,22.464,6.153,5.702,12.946,0.000,1.011,0.000,0.000,2.805,0.000,0.000
4044,1425.340,13.825,22.503,6.141,5.718,12.939,0.000,1.009,0.000,0.000,2.838,0.000,0.000
4045,1425.703,20.602,22.543,6.129,5.734,12.931,0.000,1.007,0.000,0.000,2.871,0.000,0.000
4046,1426.066,33.342,22.583,6.116,5.750,12.924,0.000,1.005,0.000,0.000,2.904,0.000,0.000
4047,1426.430,19.789,22.624,6.104,5.767,12.917,0.000,1.003,0.000,0.000,2.937,0.000,0.000
4048,1426.793,28.380,22.665,6.092,5.784,12.910,0.000,1.001,0.000,0.000,2.971,0.000,0.000
4049,1427.156,16.750,22.707,6.080,5.801,12.903,0.000,0.999,0.000,0.000,3.004,0.000,0.000
4050,1427.520,10.380,22.749,6.068,5.819,12.896,0.000,0.997,0.000,0.000,3.037,0.000,0.000
4051,1427.883,24.713,22.791,6.055,5.836,12.890,0.000,0.995,0.000,0.000,3.070,0.000,0.000
4052,1428.246,19.898,22.834,6.043,5.854,12.883,0.000,0.994,0.000,0.000,3.103,0.000,0.000
4053,1428.610,23.232,22.877,6.031,5.872,12.876,0.000,0.992,0.000,0.000,3.137,0.000,0.000
4054,1428.973,23.084,22.921,6.019,5.891,12.870,0.000,0.990,0.000,0.000,3.170,0.000,0.000
4055,1429.336,27.714,22.964,6.007,5.909,12.863,0.000,0.989,0.000,0.000,3.203,0.000,0.000
4056,1429.700,27.085,23.008,5.994,5.928,12.857,0.000,0.987,0.000,0.000,3.236,0.000,0.000
4057,1430.063,37.084,23.052,5.982,5.947,12.850,0.000,0.986,0.000,0.000,3.269,0.000,0.000
4058,1430.426,18.232,23.097,5.970,5.966,12.844,0.000,0.984,0.000,0.000,3.303,0.000,0.000
4059,1430.790,14.863,23.141,5.958,5.986,12.837,0.000,0.983,0.000,0.000,3.336,0.000,0.000
4060,1431.153,17.604,23.186,5.946,6.005,12.830,0.000,0.982,0.000,0.000,3.369,0.000,0.000
4061,1431.516,18.752,23.231,5.933,6.025,12.824,0.000,0.980,0.000,0.000,3.401,0.000,0.000
4062,1431.879,17.936,23.275,5.921,6.045,12.817,0.000,0.979,0.000,0.000,3.434,0.000,0.000
4063,1432.243,19.899,23.321,5.909,6.065,12.810,0.000,0.978,0.000,0.000,3.467,0.000,0.000
4064,1432.606,24.603,23.366,5.897,6.086,12.804,0.000,0.977,0.000,0.000,3.499,0.000,0.000
4065,1432.969,24.788,23.411,5.885,6.106,12.797,0.000,0.976,0.000,0.000,3.532,0.000,0.000
4066,1433.333,10.974,23.456,5.872,6.127,12.790,0.000,0.975,0.000,0.000,3.564,0.000,0.000
4067,1433.696,33.974,23.502,5.860,6.148,12.783,0.000,0.974,0.000,0.000,3.596,0.000,0.000
4068,1434.059,18.566,23.547,5.848,6.169,12.777,0.000,0.973,0.000,0.000,3.629,0.000,0.000
4069,1434.423,8.789,23.593,5.836,6.190,12.770,0.000,0.972,0.000,0.000,3.660,0.000,0.000
4070,1434.786,18.121,23.638,5.824,6.212,12.763,0.000,0.971,0.000,0.000,3.692,0.000,0.000
4071,1435.149,28.864,23.684,5.811,6.233,12.756,0.000,0.971,0.000,0.000,3.724,0.000,0.000
4072,1435.512,33.492,23.730,5.799,6.255,12.749,0.000,0.970,0.000,0.000,3.755,0.000,0.000
4073,1435.876,40.861,23.775,5.787,6.277,12.742,0.000,0.969,0.000,0.000,3.786,0.000,0.000
4074,1436.239,32.344,23.821,5.775,6.299,12.735,0.000,0.969,0.000,0.000,3.817,0.000,0.000
4075,1436.602,7.603,23.866,5.763,6.321,12.728,0.000,0.968,0.000,0.000,3.848,0.000,0.000
4076,1436.965,24.345,23.912,5.750,6.344,12.722,0.000,0.968,0.000,0.000,3.878,0.000,0.000
4077,1437.329,31.418,23.957,5.738,6.366,12.715,0.000,0.968,0.000,0.000,3.909,0.000,0.000
4078,1437.692,12.048,24.003,5.726,6.389,12.708,0.000,0.967,0.000,0.000,3.939,0.000,0.000
4079,1438.055,16.271,24.048,5.714,6.412,12.701,0.000,0.967,0.000,0.000,3.968,0.000,0.000
4080,1438.419,30.456,24.093,5.702,6.435,12.694,0.000,0.967,0.000,0.000,3.998,0.000,0.000
4081,1438.782,28.530,24.138,5.689,6.458,12.687,0.000,0.967,0.000,0.000,4.027,0.000,0.000
4082,1439.145,19.826,24.183,5.677,6.481,12.680,0.000,0.967,0.000,0.000,4.056,0.000,0.000
4083,1439.508,25.826,24.228,5.665,6.504,12.673,0.000,0.967,0.000,0.000,4.085,0.000,0.000
4084,1439.872,27.381,24.273,5.653,6.527,12.666,0.000,0.967,0.000,0.000,4.113,0.000,0.000
4085,1440.235,29.307,24.317,5.640,6.551,12.659,0.000,0.967,0.000,0.000,4.141,0.000,0.000
4086,1440.598,18.308,24.362,5.628,6.574,12.652,0.000,0.967,0.000,0.000,4.169,0.000,0.000
4087,1440.961,15.011,24.406,5.616,6.598,12.645,0.000,0.968,0.000,0.000,4.196,0.000,0.000
4088,1441.325,20.344,24.450,5.604,6.622,12.638,0.000,0.968,0.000,0.000,4.223,0.000,0.000
4089,1441.688,20.234,24.494,5.592,6.646,12.631,0.000,0.968,0.000,0.000,4.250,0.000,0.000
4090,1442.051,19.234,24.538,5.579,6.669,12.624,0.000,0.969,0.000,0.000,4.276,0.000,0.000
4091,1442.414,19.899,24.582,5.567,6.694,12.617,0.000,0.970,0.000,0.000,4.302,0.000,0.000
4092,1442.777,16.197,24.625,5.555,6.718,12.610,0.000,0.970,0.000,0.000,4.327,0.000,0.000
4093,1443.141,17.011,24.668,5.543,6.742,12.603,0.000,0.971,0.000,0.000,4.352,0.000,0.000
4094,1443.504,28.233,24.711,5.531,6.766,12.596,0.000,0.972,0.000,0.000,4.377,0.000,0.000
4095,1443.867,20.233,24.754,5.518,6.791,12.590,0.000,0.973,0.000,0.000,4.401,0.000,0.000
4096,1444.230,15.307,24.796,5.506,6.815,12.583,0.000,0.974,0.000,0.000,4.425,0.000,0.000
4097,1444.594,17.678,24.839,5.494,6.839,12.576,0.000,0.975,0.000,0.000,4.449,0.000,0.000
4098,1444.957,24.567,24.880,5.482,6.864,12.569,0.000,0.976,0.000,0.000,4.472,0.000,0.000
4099,1445.320,22.901,24.922,5.470,6.888,12.563,0.000,0.977,0.000,0.000,4.494,0.000,0.000
4100,1445.683,11.604,24.963,5.457,6.913,12.556,0.000,0.978,0.000,0.000,4.516,0.000,0.000
4101,1446.047,36.640,25.004,5.445,6.938,12.550,0.000,0.979,0.000,0.000,4.538,0.000,0.000
4102,1446.410,31.641,25.045,5.433,6.962,12.543,0.000,0.981,0.000,0.000,4.559,0.000,0.000
4103,1446.773,30.085,25.085,5.421,6.987,12.537,0.000,0.982,0.000,0.000,4.579,0.000,0.000
4104,1447.136,26.234,25.125,5.409,7.012,12.530,0.000,0.984,0.000,0.000,4.600,0.000,0.000
4105,1447.499,19.197,25.165,5.396,7.036,12.524,0.000,0.985,0.000,0.000,4.619,0.000,0.000
4106,1447.863,0.000,25.204,5.384,7.061,12.517,0.000,0.987,0.000,0.000,4.638,0.000,0.000
4107,1448.226,38.900,25.243,5.372,7.086,12.510,0.000,0.989,0.000,0.000,4.657,0.000,0.000
4108,1448.589,19.159,25.281,5.360,7.111,12.504,0.000,0.991,0.000,0.000,4.675,0.000,0.000
4109,1448.952,32.345,25.318,5.348,7.136,12.497,0.000,0.993,0.000,0.000,4.693,0.000,0.000
4110,1449.315,13.086,25.356,5.335,7.161,12.490,0.000,0.995,0.000,0.000,4.710,0.000,0.000
4111,1449.679,28.864,25.392,5.323,7.185,12.483,0.000,0.997,0.000,0.000,4.726,0.000,0.000
4112,1450.042,20.863,25.428,5.311,7.210,12.477,0.000,0.999,0.000,0.000,4.742,0.000,0.000
4113,1450.405,19.900,25.464,5.299,7.235,12.470,0.000,1.001,0.000,0.000,4.758,0.000,0.000
4114,1450.768,22.271,25.499,5.287,7.260,12.463,0.000,1.004,0.000,0.000,4.773,0.000,0.000
4115,1451.131,15.382,25.534,5.274,7.285,12.456,0.000,1.006,0.000,0.000,4.787,0.000,0.000
4116,1451.495,12.752,25.568,5.262,7.310,12.449,0.000,1.009,0.000,0.000,4.801,0.000,0.000
4117,1451.858,21.270,25.602,5.250,7.335,12.442,0.000,1.011,0.000,0.000,4.814,0.000,0.000
4118,1452.221,30.530,25.635,5.238,7.360,12.434,0.000,1.014,0.000,0.000,4.826,0.000,0.000
4119,1452.584,7.197,25.668,5.226,7.386,12.427,0.000,1.017,0.000,0.000,4.838,0.000,0.000
4120,1452.947,30.493,25.700,5.213,7.411,12.420,0.000,1.020,0.000,0.000,4.850,0.000,0.000
4121,1453.310,33.419,25.731,5.201,7.436,12.413,0.000,1.023,0.000,0.000,4.860,0.000,0.000
4122,1453.674,20.827,25.763,5.189,7.461,12.405,0.000,1.026,0.000,0.000,4.871,0.000,0.000
4123,1454.037,15.640,25.793,5.177,7.486,12.398,0.000,1.029,0.000,0.000,4.880,0.000,0.000
4124,1454.400,20.604,25.823,5.164,7.511,12.390,0.000,1.032,0.000,0.000,4.889,0.000,0.000
4125,1454.763,20.382,25.853,5.152,7.537,12.383,0.000,1.035,0.000,0.000,4.897,0.000,0.000
4126,1455.126,28.160,25.882,5.140,7.562,12.376,0.000,1.039,0.000,0.000,4.905,0.000,0.000
4127,1455.489,13.493,25.910,5.128,7.587,12.368,0.000,1.042,0.000,0.000,4.912,0.000,0.000
4128,1455.853,19.234,25.938,5.116,7.613,12.360,0.000,1.046,0.000,0.000,4.919,0.000,0.000
4129,1456.216,8.123,25.965,5.103,7.638,12.353,0.000,1.050,0.000,0.000,4.925,0.000,0.000
4130,1456.579,30.012,25.992,5.091,7.664,12.345,0.000,1.053,0.000,0.000,4.930,0.000,0.000
4131,1456.942,30.085,26.019,5.079,7.689,12.338,0.000,1.057,0.000,0.000,4.934,0.000,0.000
4132,1457.305,33.419,26.045,5.067,7.715,12.330,0.000,1.061,0.000,0.000,4.938,0.000,0.000
4133,1457.668,29.790,26.070,5.055,7.741,12.322,0.000,1.066,0.000,0.000,4.942,0.000,0.000
4134,1458.032,49.233,26.095,5.042,7.766,12.315,0.000,1.070,0.000,0.000,4.944,0.000,0.000
4135,1458.395,35.381,26.120,5.030,7.792,12.307,0.000,1.074,0.000,0.000,4.946,0.000,0.000
4136,1458.758,18.901,26.144,5.018,7.818,12.299,0.000,1.079,0.000,0.000,4.948,0.000,0.000
4137,1459.121,20.493,26.167,5.006,7.844,12.291,0.000,1.083,0.000,0.000,4.949,0.000,0.000
4138,1459.484,26.345,26.190,4.994,7.870,12.284,0.000,1.088,0.000,0.000,4.949,0.000,0.000
4139,1459.847,25.679,26.213,4.981,7.896,12.276,0.000,1.092,0.000,0.000,4.948,0.000,0.000
4140,1460.210,28.679,26.234,4.969,7.922,12.268,0.000,1.097,0.000,0.000,4.947,0.000,0.000
4141,1460.574,28.381,26.255,4.957,7.947,12.260,0.000,1.102,0.000,0.000,4.945,0.000,0.000
4142,1460.937,28.456,26.276,4.945,7.973,12.253,0.000,1.107,0.000,0.000,4.943,0.000,0.000
4143,1461.300,44.641,26.295,4.933,7.998,12.245,0.000,1.113,0.000,0.000,4.940,0.000,0.000
4144,1461.663,20.271,26.314,4.920,8.023,12.237,0.000,1.118,0.000,0.000,4.936,0.000,0.000
4145,1462.026,14.420,26.332,4.908,8.047,12.229,0.000,1.123,0.000,0.000,4.932,0.000,0.000
4146,1462.389,20.012,26.349,4.896,8.071,12.222,0.000,1.129,0.000,0.000,4.927,0.000,0.000
4147,1462.752,22.197,26.365,4.884,8.096,12.214,0.000,1.135,0.000,0.000,4.921,0.000,0.000
4148,1463.115,20.234,26.381,4.872,8.119,12.206,0.000,1.140,0.000,0.000,4.915,0.000,0.000
4149,1463.479,16.457,26.396,4.859,8.143,12.199,0.000,1.146,0.000,0.000,4.908,0.000,0.000
4150,1463.842,29.085,26.410,4.847,8.166,12.191,0.000,1.152,0.000,0.000,4.901,0.000,0.000
4151,1464.205,28.493,26.424,4.835,8.189,12.183,0.000,1.158,0.000,0.000,4.892,0.000,0.000
4152,1464.568,34.197,26.436,4.823,8.212,12.176,0.000,1.165,0.000,0.000,4.884,0.000,0.000
4153,1464.931,39.492,26.448,4.811,8.234,12.168,0.000,1.171,0.000,0.000,4.874,0.000,0.000
4154,1465.294,30.123,26.459,4.798,8.256,12.161,0.000,1.178,0.000,0.000,4.864,0.000,0.000
4155,1465.657,41.640,26.469,4.786,8.278,12.153,0.000,1.184,0.000,0.000,4.854,0.000,0.000
4156,1466.020,23.197,26.479,4.774,8.300,12.145,0.000,1.191,0.000,0.000,4.843,0.000,0.000
4157,1466.383,23.974,26.487,4.762,8.321,12.138,0.000,1.198,0.000,0.000,4.831,0.000,0.000
4158,1466.746,21.345,26.495,4.750,8.342,12.130,0.000,1.205,0.000,0.000,4.818,0.000,0.000
4159,1467.110,13.122,26.502,4.737,8.362,12.122,0.000,1.212,0.000,0.000,4.805,0.000,0.000
4160,1467.473,27.382,26.508,4.725,8.383,12.114,0.000,1.220,0.000,0.000,4.792,0.000,0.000
4161,1467.836,32.085,26.514,4.713,8.402,12.106,0.000,1.227,0.000,0.000,4.778,0.000,0.000
4162,1468.199,32.826,26.518,4.701,8.422,12.098,0.000,1.235,0.000,0.000,4.763,0.000,0.000
4163,1468.562,35.641,26.522,4.688,8.441,12.090,0.000,1.243,0.000,0.000,4.748,0.000,0.000
4164,1468.925,29.863,26.525,4.676,8.460,12.082,0.000,1.251,0.000,0.000,4.732,0.000,0.000
4165,1469.288,23.603,26.527,4.664,8.479,12.074,0.000,1.259,0.000,0.000,4.715,0.000,0.000
4166,1469.651,25.863,26.528,4.652,8.497,12.066,0.000,1.267,0.000,0.000,4.698,0.000,0.000
4167,1470.014,28.196,26.529,4.640,8.515,12.058,0.000,1.275,0.000,0.000,4.681,0.000,0.000
4168,1470.377,27.492,26.528,4.627,8.532,12.050,0.000,1.284,0.000,0.000,4.663,0.000,0.000
4169,1470.740,33.899,26.527,4.615,8.549,12.041,0.000,1.293,0.000,0.000,4.644,0.000,0.000
4170,1471.103,18.974,26.525,4.603,8.566,12.033,0.000,1.301,0.000,0.000,4.625,0.000,0.000
4171,1471.466,31.010,26.523,4.591,8.582,12.025,0.000,1.311,0.000,0.000,4.605,0.000,0.000
4172,1471.829,21.530,26.519,4.579,8.598,12.016,0.000,1.320,0.000,0.000,4.585,0.000,0.000
4173,1472.193,32.084,26.515,4.566,8.614,12.008,0.000,1.329,0.000,0.000,4.564,0.000,0.000
4174,1472.556,27.196,26.510,4.554,8.629,12.000,0.000,1.338,0.000,0.000,4.543,0.000,0.000
4175,1472.919,28.344,26.504,4.542,8.644,11.991,0.000,1.348,0.000,0.000,4.521,0.000,0.000
4176,1473.282,18.048,26.498,4.530,8.658,11.983,0.000,1.358,0.000,0.000,4.499,0.000,0.000
4177,1473.645,30.417,26.491,4.518,8.672,11.974,0.000,1.367,0.000,0.000,4.476,0.000,0.000
4178,1474.008,24.492,26.482,4.505,8.686,11.966,0.000,1.377,0.000,0.000,4.453,0.000,0.000
4179,1474.371,27.937,26.474,4.493,8.699,11.957,0.000,1.387,0.000,0.000,4.430,0.000,0.000
4180,1474.734,18.306,26.464,4.481,8.712,11.949,0.000,1.397,0.000,0.000,4.406,0.000,0.000
4181,1475.097,30.639,26.454,4.469,8.725,11.941,0.000,1.408,0.000,0.000,4.381,0.000,0.000
4182,1475.460,5.381,26.443,4.457,8.737,11.932,0.000,1.418,0.000,0.000,4.356,0.000,0.000
4183,1475.823,18.566,26.431,4.444,8.748,11.924,0.000,1.428,0.000,0.000,4.331,0.000,0.000
4184,1476.186,27.083,26.419,4.432,8.760,11.915,0.000,1.439,0.000,0.000,4.305,0.000,0.000
4185,1476.549,40.418,26.406,4.420,8.770,11.907,0.000,1.449,0.000,0.000,4.279,0.000,0.000
4186,1476.912,26.565,26.392,4.408,8.781,11.898,0.000,1.460,0.000,0.000,4.252,0.000,0.000
4187,1477.275,39.380,26.377,4.396,8.791,11.890,0.000,1.471,0.000,0.000,4.225,0.000,0.000
4188,1477.638,41.380,26.362,4.383,8.800,11.882,0.000,1.482,0.000,0.000,4.198,0.000,0.000
4189,1478.001,39.083,26.346,4.371,8.810,11.873,0.000,1.492,0.000,0.000,4.170,0.000,0.000
4190,1478.364,25.899,26.329,4.359,8.818,11.865,0.000,1.503,0.000,0.000,4.142,0.000,0.000
4191,1478.727,16.640,26.312,4.347,8.827,11.857,0.000,1.514,0.000,0.000,4.114,0.000,0.000
4192,1479.090,27.157,26.293,4.335,8.835,11.849,0.000,1.525,0.000,0.000,4.085,0.000,0.000
4193,1479.453,38.602,26.275,4.322,8.842,11.840,0.000,1.536,0.000,0.000,4.056,0.000,0.000
4194,1479.816,10.417,26.255,4.310,8.849,11.832,0.000,1.547,0.000,0.000,4.027,0.000,0.000
4195,1480.179,32.638,26.235,4.298,8.856,11.824,0.000,1.558,0.000,0.000,3.997,0.000,0.000
4196,1480.542,35.120,26.214,4.286,8.862,11.816,0.000,1.569,0.000,0.000,3.967,0.000,0.000
4197,1480.905,29.231,26.193,4.274,8.868,11.808,0.000,1.580,0.000,0.000,3.937,0.000,0.000
4198,1481.268,31.269,26.171,4.261,8.873,11.800,0.000,1.592,0.000,0.000,3.906,0.000,0.000
4199,1481.631,19.231,26.148,4.249,8.878,11.793,0.000,1.603,0.000,0.000,3.875,0.000,0.000
4200,1481.994,19.712,26.125,4.237,8.882,11.785,0.000,1.614,0.000,0.000,3.844,0.000,0.000
4201,1482.357,20.194,26.101,4.225,8.886,11.777,0.000,1.625,0.000,0.000,3.813,0.000,0.000
4202,1482.720,24.934,26.077,4.212,8.890,11.770,0.000,1.636,0.000,0.000,3.781,0.000,0.000
4203,1483.083,39.527,26.052,4.200,8.893,11.762,0.000,1.647,0.000,0.000,3.749,0.000,0.000
4204,1483.446,30.305,26.026,4.188,8.896,11.754,0.000,1.658,0.000,0.000,3.717,0.000,0.000
4205,1483.809,28.194,26.000,4.176,8.898,11.747,0.000,1.670,0.000,0.000,3.685,0.000,0.000
4206,1484.172,21.120,25.973,4.164,8.900,11.739,0.000,1.681,0.000,0.000,3.653,0.000,0.000
4207,1484.535,16.602,25.945,4.151,8.902,11.732,0.000,1.692,0.000,0.000,3.620,0.000,0.000
4208,1484.898,23.120,25.917,4.139,8.903,11.724,0.000,1.703,0.000,0.000,3.587,0.000,0.000
4209,1485.261,35.564,25.888,4.127,8.903,11.717,0.000,1.714,0.000,0.000,3.554,0.000,0.000
4210,1485.624,22.157,25.859,4.115,8.904,11.709,0.000,1.725,0.000,0.000,3.521,0.000,0.000
4211,1485.987,28.749,25.829,4.103,8.903,11.702,0.000,1.736,0.000,0.000,3.488,0.000,0.000
4212,1486.350,15.342,25.799,4.090,8.903,11.694,0.000,1.748,0.000,0.000,3.454,0.000,0.000
4213,1486.713,35.267,25.768,4.078,8.902,11.687,0.000,1.759,0.000,0.000,3.421,0.000,0.000
4214,1487.076,38.007,25.736,4.066,8.900,11.679,0.000,1.770,0.000,0.000,3.387,0.000,0.000
4215,1487.439,37.267,25.704,4.054,8.898,11.672,0.000,1.781,0.000,0.000,3.353,0.000,0.000
4216,1487.802,18.305,25.671,4.042,8.896,11.664,0.000,1.792,0.000,0.000,3.319,0.000,0.000
4217,1488.164,29.082,25.638,4.029,8.893,11.657,0.000,1.802,0.000,0.000,3.285,0.000,0.000
4218,1488.527,32.082,25.604,4.017,8.890,11.650,0.000,1.813,0.000,0.000,3.251,0.000,0.000
4219,1488.890,26.971,25.570,4.005,8.886,11.642,0.000,1.824,0.000,0.000,3.217,0.000,0.000
4220,1489.253,34.526,25.535,3.993,8.882,11.635,0.000,1.835,0.000,0.000,3.183,0.000,0.000
4221,1489.616,37.859,25.500,3.981,8.878,11.628,0.000,1.846,0.000,0.000,3.149,0.000,0.000
4222,1489.979,28.119,25.465,3.968,8.873,11.621,0.000,1.856,0.000,0.000,3.114,0.000,0.000
4223,1490.342,27.304,25.429,3.956,8.868,11.613,0.000,1.867,0.000,0.000,3.080,0.000,0.000
4224,1490.705,25.600,25.392,3.944,8.863,11.606,0.000,1.878,0.000,0.000,3.046,0.000,0.000
4225,1491.068,22.563,25.355,3.932,8.857,11.599,0.000,1.888,0.000,0.000,3.011,0.000,0.000
4226,1491.431,40.599,25.318,3.920,8.850,11.592,0.000,1.899,0.000,0.000,2.977,0.000,0.000
4227,1491.794,25.415,25.281,3.907,8.844,11.585,0.000,1.909,0.000,0.000,2.943,0.000,0.000
4228,1492.157,37.563,25.243,3.895,8.837,11.578,0.000,1.919,0.000,0.000,2.908,0.000,0.000
4229,1492.520,28.081,25.204,3.883,8.829,11.572,0.000,1.929,0.000,0.000,2.874,0.000,0.000
4230,1492.883,27.858,25.166,3.871,8.822,11.565,0.000,1.940,0.000,0.000,2.840,0.000,0.000
4231,1493.245,13.637,25.127,3.859,8.813,11.558,0.000,1.950,0.000,0.000,2.805,0.000,0.000
4232,1493.608,25.489,25.088,3.846,8.805,11.552,0.000,1.960,0.000,0.000,2.771,0.000,0.000
4233,1493.971,39.229,25.048,3.834,8.796,11.545,0.000,1.970,0.000,0.000,2.737,0.000,0.000
4234,1494.334,35.932,25.008,3.822,8.787,11.539,0.000,1.979,0.000,0.000,2.703,0.000,0.000
4235,1494.697,40.191,24.968,3.810,8.777,11.532,0.000,1.989,0.000,0.000,2.669,0.000,0.000
4236,1495.060,23.266,24.928,3.798,8.768,11.526,0.000,1.999,0.000,0.000,2.635,0.000,0.000
4237,1495.423,28.451,24.887,3.785,8.757,11.520,0.000,2.008,0.000,0.000,2.601,0.000,0.000
4238,1495.786,27.303,24.846,3.773,8.747,11.514,0.000,2.018,0.000,0.000,2.568,0.000,0.000
4239,1496.149,27.895,24.806,3.761,8.736,11.508,0.000,2.027,0.000,0.000,2.534,0.000,0.000
4240,1496.511,28.228,24.764,3.749,8.725,11.503,0.000,2.036,0.000,0.000,2.500,0.000,0.000
4241,1496.874,29.932,24.723,3.736,8.714,11.497,0.000,2.046,0.000,0.000,2.467,0.000,0.000
4242,1497.237,20.970,24.682,3.724,8.702,11.491,0.000,2.055,0.000,0.000,2.434,0.000,0.000
4243,1497.600,16.747,24.640,3.712,8.690,11.486,0.000,2.063,0.000,0.000,2.401,0.000,0.000
4244,1497.963,31.302,24.598,3.700,8.678,11.481,0.000,2.072,0.000,0.000,2.368,0.000,0.000
4245,1498.326,34.265,24.557,3.688,8.665,11.476,0.000,2.081,0.000,0.000,2.335,0.000,0.000
4246,1498.689,34.154,24.515,3.675,8.652,11.471,0.000,2.089,0.000,0.000,2.302,0.000,0.000
4247,1499.052,27.191,24.473,3.663,8.639,11.466,0.000,2.098,0.000,0.000,2.270,0.000,0.000
4248,1499.414,40.155,24.431,3.651,8.626,11.461,0.000,2.106,0.000,0.000,2.237,0.000,0.000
4249,1499.777,30.117,24.389,3.639,8.612,11.457,0.000,2.114,0.000,0.000,2.205,0.000,0.000
4250,1500.140,21.265,24.347,3.627,8.599,11.453,0.000,2.122,0.000,0.000,2.173,0.000,0.000
4251,1500.503,34.116,24.305,3.614,8.585,11.448,0.000,2.130,0.000,0.000,2.141,0.000,0.000
4252,1500.866,15.005,24.262,3.602,8.570,11.444,0.000,2.138,0.000,0.000,2.109,0.000,0.000
4253,1501.229,40.412,24.220,3.590,8.556,11.440,0.000,2.146,0.000,0.000,2.078,0.000,0.000
4254,1501.592,34.968,24.178,3.578,8.541,11.437,0.000,2.153,0.000,0.000,2.047,0.000,0.000
