ch,keV,net,model,continuum_raw,Pb-214,Bi-214,Pb-212,Tl-208,Ra-224,Esc-CsI
331,119.413,49.805,142.454,92.699,63.697,66.922,5.086,4.022,0.383,2.344
332,119.794,70.271,141.218,91.429,63.183,66.317,5.029,3.986,0.380,2.323
333,120.175,50.055,139.987,90.159,62.673,65.711,4.972,3.950,0.377,2.303
334,120.557,70.704,138.759,88.889,62.167,65.105,4.914,3.914,0.374,2.284
335,120.938,0.000,137.535,87.619,61.664,64.499,4.857,3.878,0.371,2.265
336,121.319,108.289,136.315,86.349,61.165,63.893,4.800,3.842,0.369,2.246
337,121.701,125.791,135.099,85.080,60.669,63.287,4.743,3.806,0.366,2.228
338,122.082,71.577,133.886,83.810,60.177,62.680,4.686,3.770,0.363,2.210
339,122.463,89.802,132.678,82.540,59.688,62.073,4.630,3.734,0.360,2.192
340,122.845,74.071,131.473,81.270,59.203,61.466,4.574,3.698,0.358,2.174
341,123.226,90.435,130.272,80.000,58.721,60.859,4.518,3.662,0.355,2.157
342,123.608,25.580,129.075,78.730,58.243,60.251,4.463,3.626,0.352,2.139
343,123.989,69.796,127.881,77.460,57.767,59.643,4.409,3.590,0.350,2.122
344,124.371,50.639,126.691,76.191,57.295,59.035,4.355,3.554,0.347,2.105
345,124.752,56.845,125.505,74.921,56.827,58.427,4.301,3.518,0.344,2.087
346,125.134,42.923,124.322,73.651,56.361,57.819,4.249,3.482,0.342,2.070
347,125.515,14.514,123.143,72.381,55.898,57.210,4.196,3.446,0.339,2.053
348,125.897,68.899,121.968,71.111,55.439,56.601,4.145,3.411,0.336,2.036
349,126.278,134.732,120.796,69.841,54.982,55.992,4.094,3.375,0.334,2.019
350,126.660,78.989,119.627,68.572,54.528,55.383,4.044,3.339,0.331,2.002
351,127.042,81.355,118.461,67.302,54.077,54.774,3.994,3.303,0.328,1.986
352,127.423,119.670,117.299,66.032,53.628,54.164,3.946,3.267,0.325,1.969
353,127.805,50.974,116.140,64.762,53.182,53.554,3.897,3.231,0.323,1.953
354,128.186,83.187,114.983,63.492,52.738,52.944,3.850,3.195,0.320,1.937
355,128.568,82.573,113.830,62.222,52.296,52.334,3.802,3.159,0.317,1.921
356,128.950,50.812,112.680,60.953,51.857,51.724,3.756,3.123,0.314,1.906
357,129.331,107.559,111.532,59.683,51.420,51.114,3.710,3.087,0.311,1.891
358,129.713,121.739,110.387,58.413,50.985,50.503,3.664,3.051,0.308,1.876
359,130.095,52.369,109.245,57.143,50.551,49.892,3.619,3.015,0.305,1.862
360,130.477,20.993,108.105,55.873,50.120,49.281,3.574,2.979,0.302,1.848
361,130.858,31.137,106.967,54.603,49.690,48.670,3.530,2.943,0.299,1.835
362,131.240,40.349,105.832,53.333,49.261,48.059,3.486,2.907,0.296,1.823
363,131.622,93.372,104.699,52.064,48.834,47.448,3.442,2.871,0.293,1.811
364,132.004,30.819,103.568,50.794,48.409,46.836,3.398,2.835,0.289,1.800
365,132.386,100.225,102.439,49.524,47.984,46.224,3.355,2.799,0.286,1.790
366,132.767,1.443,101.312,48.254,47.561,45.613,3.312,2.763,0.283,1.781
367,133.149,23.183,100.187,46.984,47.138,45.000,3.269,2.727,0.280,1.773
368,133.531,45.006,99.064,45.714,46.717,44.388,3.226,2.691,0.276,1.765
369,133.913,50.577,97.942,44.445,46.296,43.776,3.183,2.655,0.273,1.759
370,134.295,46.431,96.822,43.175,45.876,43.163,3.141,2.619,0.269,1.754
371,134.677,33.931,95.703,41.905,45.456,42.550,3.098,2.583,0.266,1.751
372,135.059,66.050,94.586,40.635,45.036,41.937,3.055,2.547,0.262,1.748
373,135.441,58.522,93.470,39.365,44.617,41.324,3.013,2.510,0.259,1.747
374,135.823,42.040,92.356,38.095,44.198,40.710,2.970,2.474,0.255,1.747
375,136.205,41.111,91.242,36.825,43.779,40.097,2.927,2.438,0.252,1.749
376,136.587,70.163,90.130,35.556,43.360,39.483,2.885,2.402,0.248,1.753
377,136.969,63.003,89.018,34.286,42.941,38.869,2.842,2.365,0.244,1.758
378,137.351,41.142,87.907,33.016,42.521,38.254,2.799,2.329,0.241,1.764
379,137.733,144.688,86.797,31.746,42.101,37.639,2.756,2.292,0.237,1.772
380,138.115,83.808,85.688,30.476,41.680,37.024,2.712,2.256,0.233,1.782
381,138.497,22.502,84.579,29.206,41.258,36.409,2.669,2.219,0.229,1.794
382,138.879,70.396,83.470,27.937,40.836,35.793,2.626,2.183,0.225,1.807
383,139.261,74.130,82.362,26.667,40.412,35.177,2.582,2.146,0.222,1.822
384,139.643,2.746,81.253,25.397,39.987,34.561,2.539,2.110,0.218,1.839
385,140.025,115.842,80.144,24.127,39.561,33.944,2.495,2.073,0.214,1.858
386,140.407,61.951,79.035,22.857,39.133,33.327,2.451,2.036,0.210,1.878
387,140.790,44.713,77.925,21.587,38.703,32.709,2.407,2.000,0.206,1.900
388,141.172,36.997,76.815,20.318,38.272,32.091,2.362,1.963,0.202,1.924
389,141.554,46.241,75.703,19.048,37.839,31.473,2.318,1.926,0.198,1.949
390,141.936,66.773,74.590,17.778,37.403,30.854,2.274,1.889,0.194,1.976
391,142.318,78.548,73.476,16.508,36.965,30.235,2.229,1.852,0.190,2.004
392,142.701,81.790,72.360,15.238,36.525,29.616,2.184,1.815,0.186,2.034
393,143.083,62.295,71.242,13.968,36.082,28.996,2.139,1.778,0.182,2.065
394,143.465,55.404,70.122,12.698,35.636,28.375,2.094,1.741,0.178,2.097
395,143.847,12.926,69.000,11.429,35.187,27.754,2.049,1.704,0.174,2.131
396,144.230,70.678,67.874,10.159,34.735,27.133,2.004,1.667,0.170,2.165
397,144.612,67.685,66.746,8.889,34.280,26.511,1.958,1.630,0.166,2.200
398,144.994,78.279,65.614,7.619,33.821,25.889,1.913,1.593,0.162,2.236
399,145.377,59.057,64.479,6.349,33.359,25.266,1.867,1.556,0.158,2.272
400,145.759,49.474,63.339,5.079,32.893,24.643,1.822,1.519,0.154,2.308
401,146.141,49.058,62.196,3.810,32.423,24.020,1.776,1.482,0.150,2.345
402,146.524,63.906,61.047,2.540,31.949,23.396,1.730,1.445,0.146,2.382
403,146.906,45.897,59.894,1.270,31.471,22.772,1.684,1.408,0.142,2.418
404,147.289,68.895,58.736,0.000,30.989,22.147,1.638,1.370,0.138,2.454
405,147.671,67.777,58.842,0.000,31.053,22.139,1.634,1.370,0.138,2.508
406,148.054,101.346,58.943,0.000,31.113,22.131,1.629,1.369,0.137,2.562
407,148.436,26.224,59.037,0.000,31.169,22.123,1.625,1.369,0.137,2.614
408,148.819,55.285,59.125,0.000,31.219,22.115,1.621,1.368,0.137,2.665
409,149.201,56.779,59.207,0.000,31.265,22.107,1.617,1.367,0.136,2.715
410,149.584,40.448,59.283,0.000,31.306,22.098,1.612,1.367,0.136,2.763
411,149.966,18.309,59.351,0.000,31.343,22.090,1.608,1.366,0.136,2.809
412,150.349,28.449,59.412,0.000,31.374,22.081,1.603,1.366,0.135,2.853
413,150.731,46.665,59.467,0.000,31.401,22.072,1.599,1.365,0.135,2.894
414,151.114,44.229,59.514,0.000,31.423,22.064,1.594,1.365,0.135,2.934
415,151.496,69.606,59.554,0.000,31.440,22.055,1.590,1.364,0.134,2.970
416,151.879,66.854,59.586,0.000,31.452,22.047,1.586,1.364,0.134,3.004
417,152.262,50.984,59.611,0.000,31.460,22.038,1.581,1.363,0.134,3.036
418,152.644,51.396,59.629,0.000,31.463,22.030,1.577,1.363,0.133,3.064
419,153.027,47.486,59.640,0.000,31.461,22.022,1.572,1.363,0.133,3.089
420,153.410,77.441,59.643,0.000,31.455,22.014,1.568,1.362,0.133,3.111
421,153.792,26.587,59.639,0.000,31.445,22.006,1.563,1.362,0.132,3.130
422,154.175,65.016,59.628,0.000,31.430,21.999,1.559,1.362,0.132,3.146
423,154.558,69.198,59.610,0.000,31.411,21.992,1.555,1.362,0.132,3.159
424,154.940,33.564,59.586,0.000,31.389,21.985,1.550,1.362,0.131,3.169
425,155.323,60.794,59.555,0.000,31.362,21.979,1.546,1.362,0.131,3.175
426,155.706,62.900,59.518,0.000,31.332,21.973,1.542,1.362,0.131,3.179
427,156.089,80.894,59.476,0.000,31.298,21.968,1.538,1.362,0.130,3.180
428,156.472,53.198,59.428,0.000,31.261,21.963,1.534,1.362,0.130,3.178
429,156.854,62.424,59.375,0.000,31.221,21.958,1.530,1.363,0.130,3.173
430,157.237,49.744,59.317,0.000,31.178,21.955,1.526,1.363,0.130,3.165
431,157.620,43.804,59.254,0.000,31.132,21.952,1.522,1.363,0.129,3.156
432,158.003,51.240,59.188,0.000,31.084,21.950,1.518,1.364,0.129,3.144
433,158.386,38.679,59.118,0.000,31.033,21.948,1.515,1.364,0.129,3.129
434,158.769,57.749,59.046,0.000,30.980,21.948,1.511,1.365,0.129,3.113
435,159.152,21.054,58.970,0.000,30.924,21.948,1.508,1.366,0.128,3.096
436,159.535,55.662,58.893,0.000,30.867,21.949,1.504,1.367,0.128,3.077
437,159.917,18.844,58.814,0.000,30.809,21.951,1.501,1.368,0.128,3.057
438,160.300,75.130,58.733,0.000,30.748,21.955,1.498,1.369,0.128,3.035
439,160.683,17.091,58.652,0.000,30.687,21.959,1.495,1.370,0.128,3.013
440,161.066,40.362,58.571,0.000,30.624,21.965,1.492,1.372,0.127,2.990
441,161.449,38.537,58.489,0.000,30.561,21.972,1.489,1.373,0.127,2.967
442,161.832,28.110,58.409,0.000,30.496,21.980,1.487,1.375,0.127,2.944
443,162.215,118.956,58.329,0.000,30.431,21.989,1.484,1.376,0.127,2.921
444,162.599,102.670,58.251,0.000,30.366,22.000,1.481,1.378,0.127,2.898
445,162.982,48.380,58.174,0.000,30.300,22.012,1.479,1.380,0.127,2.876
446,163.365,38.531,58.100,0.000,30.234,22.026,1.477,1.382,0.126,2.854
447,163.748,18.939,58.028,0.000,30.167,22.042,1.475,1.385,0.126,2.833
448,164.131,61.901,57.959,0.000,30.101,22.059,1.473,1.387,0.126,2.813
449,164.514,43.453,57.893,0.000,30.035,22.077,1.471,1.389,0.126,2.794
450,164.897,21.334,57.830,0.000,29.969,22.098,1.469,1.392,0.126,2.776
451,165.280,93.462,57.771,0.000,29.904,22.120,1.467,1.395,0.126,2.759
452,165.663,33.126,57.715,0.000,29.839,22.144,1.466,1.397,0.126,2.744
453,166.047,60.166,57.664,0.000,29.774,22.170,1.464,1.400,0.126,2.730
454,166.430,0.000,57.616,0.000,29.710,22.197,1.463,1.403,0.126,2.718
455,166.813,47.711,57.573,0.000,29.646,22.227,1.461,1.407,0.126,2.707
456,167.196,77.202,57.534,0.000,29.583,22.258,1.460,1.410,0.126,2.697
457,167.580,76.044,57.499,0.000,29.520,22.291,1.459,1.413,0.126,2.689
458,167.963,60.012,57.468,0.000,29.459,22.327,1.458,1.417,0.126,2.682
459,168.346,65.480,57.441,0.000,29.397,22.364,1.458,1.420,0.126,2.676
460,168.729,81.692,57.419,0.000,29.337,22.403,1.457,1.424,0.126,2.672
461,169.113,75.679,57.400,0.000,29.277,22.444,1.456,1.428,0.126,2.669
462,169.496,70.851,57.386,0.000,29.218,22.487,1.456,1.432,0.126,2.667
463,169.879,21.940,57.375,0.000,29.160,22.532,1.455,1.436,0.126,2.666
464,170.263,48.020,57.367,0.000,29.102,22.579,1.455,1.440,0.126,2.666
465,170.646,46.794,57.364,0.000,29.045,22.628,1.455,1.444,0.126,2.666
466,171.029,38.151,57.363,0.000,28.989,22.678,1.455,1.448,0.126,2.667
467,171.413,79.822,57.366,0.000,28.933,22.731,1.455,1.453,0.126,2.669
468,171.796,58.687,57.371,0.000,28.877,22.785,1.455,1.457,0.126,2.671
469,172.180,25.243,57.379,0.000,28.822,22.840,1.455,1.461,0.126,2.674
470,172.563,51.463,57.389,0.000,28.768,22.897,1.456,1.466,0.126,2.677
471,172.947,26.765,57.401,0.000,28.713,22.956,1.456,1.470,0.126,2.679
472,173.330,47.250,57.416,0.000,28.659,23.017,1.457,1.475,0.126,2.682
473,173.714,51.933,57.431,0.000,28.606,23.078,1.458,1.479,0.126,2.685
474,174.097,40.449,57.449,0.000,28.552,23.141,1.459,1.484,0.126,2.687
475,174.481,19.380,57.467,0.000,28.499,23.205,1.460,1.488,0.126,2.689
476,174.864,35.586,57.487,0.000,28.446,23.270,1.461,1.493,0.126,2.691
477,175.248,24.811,57.507,0.000,28.393,23.337,1.462,1.497,0.126,2.692
478,175.631,53.569,57.528,0.000,28.339,23.404,1.464,1.502,0.126,2.693
479,176.015,54.470,57.549,0.000,28.286,23.472,1.465,1.506,0.127,2.694
480,176.398,87.336,57.570,0.000,28.232,23.540,1.467,1.510,0.127,2.694
481,176.782,82.483,57.592,0.000,28.178,23.609,1.469,1.515,0.127,2.694
482,177.166,50.740,57.613,0.000,28.124,23.679,1.471,1.519,0.127,2.694
483,177.549,5.684,57.635,0.000,28.069,23.749,1.473,1.523,0.127,2.693
484,177.933,32.394,57.656,0.000,28.014,23.819,1.476,1.527,0.127,2.692
485,178.317,56.233,57.677,0.000,27.958,23.889,1.479,1.531,0.128,2.692
486,178.700,46.837,57.698,0.000,27.902,23.959,1.482,1.535,0.128,2.692
487,179.084,20.809,57.718,0.000,27.845,24.029,1.485,1.539,0.128,2.692
488,179.468,68.244,57.738,0.000,27.788,24.098,1.488,1.543,0.128,2.693
489,179.852,85.923,57.759,0.000,27.729,24.168,1.492,1.547,0.129,2.694
490,180.235,86.719,57.779,0.000,27.670,24.236,1.496,1.551,0.129,2.697
491,180.619,72.898,57.799,0.000,27.610,24.305,1.500,1.554,0.129,2.701
492,181.003,39.542,57.819,0.000,27.549,24.372,1.505,1.558,0.129,2.707
493,181.387,62.246,57.840,0.000,27.487,24.439,1.510,1.561,0.130,2.714
494,181.770,29.835,57.861,0.000,27.424,24.504,1.515,1.564,0.130,2.724
495,182.154,51.128,57.883,0.000,27.360,24.569,1.520,1.567,0.130,2.736
496,182.538,74.778,57.905,0.000,27.295,24.632,1.526,1.570,0.131,2.752
497,182.922,35.049,57.929,0.000,27.228,24.695,1.532,1.573,0.131,2.770
498,183.306,89.574,57.954,0.000,27.161,24.756,1.539,1.576,0.132,2.792
499,183.690,18.874,57.981,0.000,27.092,24.815,1.546,1.578,0.132,2.818
500,184.074,78.435,58.010,0.000,27.022,24.873,1.553,1.581,0.133,2.848
501,184.458,62.554,58.040,0.000,26.950,24.930,1.561,1.583,0.133,2.883
502,184.842,34.977,58.074,0.000,26.877,24.985,1.569,1.585,0.134,2.923
503,185.225,63.476,58.110,0.000,26.803,25.039,1.577,1.587,0.134,2.969
504,185.609,33.472,58.148,0.000,26.728,25.091,1.586,1.589,0.135,3.020
505,185.993,62.748,58.191,0.000,26.651,25.141,1.595,1.591,0.136,3.077
506,186.377,34.245,58.236,0.000,26.572,25.190,1.605,1.593,0.136,3.141
507,186.761,37.905,58.286,0.000,26.492,25.236,1.615,1.594,0.137,3.211
508,187.145,42.026,58.340,0.000,26.411,25.282,1.626,1.596,0.138,3.288
509,187.529,57.925,58.398,0.000,26.328,25.325,1.637,1.597,0.139,3.373
510,187.914,82.454,58.461,0.000,26.244,25.366,1.648,1.598,0.139,3.465
511,188.298,22.022,58.528,0.000,26.158,25.406,1.660,1.599,0.140,3.565
512,188.682,17.245,58.601,0.000,26.070,25.444,1.672,1.600,0.141,3.673
513,189.066,33.622,58.678,0.000,25.981,25.481,1.684,1.601,0.142,3.789
514,189.450,64.185,58.761,0.000,25.891,25.515,1.697,1.601,0.143,3.914
515,189.834,56.467,58.849,0.000,25.798,25.548,1.711,1.602,0.144,4.046
516,190.218,70.570,58.943,0.000,25.705,25.579,1.724,1.602,0.145,4.187
517,190.602,62.994,59.042,0.000,25.610,25.609,1.738,1.603,0.146,4.337
518,190.987,58.130,59.147,0.000,25.513,25.637,1.753,1.603,0.147,4.495
519,191.371,62.600,59.257,0.000,25.415,25.663,1.767,1.603,0.148,4.661
520,191.755,33.501,59.373,0.000,25.315,25.688,1.782,1.603,0.149,4.835
521,192.139,65.559,59.494,0.000,25.214,25.711,1.798,1.603,0.151,5.018
522,192.523,18.140,59.620,0.000,25.111,25.733,1.813,1.603,0.152,5.208
523,192.908,88.554,59.752,0.000,25.007,25.754,1.829,1.603,0.153,5.405
524,193.292,59.819,59.888,0.000,24.902,25.773,1.845,1.603,0.155,5.610
525,193.676,19.616,60.028,0.000,24.795,25.791,1.862,1.602,0.156,5.822
526,194.061,23.036,60.172,0.000,24.687,25.808,1.878,1.602,0.157,6.040
527,194.445,57.966,60.321,0.000,24.578,25.823,1.895,1.601,0.159,6.264
528,194.829,48.716,60.472,0.000,24.468,25.838,1.912,1.601,0.160,6.494
529,195.214,20.351,60.627,0.000,24.356,25.852,1.929,1.600,0.162,6.729
530,195.598,48.463,60.784,0.000,24.244,25.864,1.947,1.599,0.163,6.967
531,195.982,67.703,60.943,0.000,24.130,25.876,1.965,1.598,0.165,7.210
532,196.367,13.110,61.104,0.000,24.016,25.887,1.983,1.597,0.166,7.455
533,196.751,56.127,61.265,0.000,23.901,25.897,2.001,1.596,0.168,7.703
534,197.135,71.741,61.427,0.000,23.785,25.906,2.019,1.595,0.169,7.952
535,197.520,35.204,61.589,0.000,23.668,25.915,2.038,1.594,0.171,8.202
536,197.904,26.102,61.750,0.000,23.551,25.923,2.057,1.593,0.173,8.452
537,198.289,42.309,61.909,0.000,23.434,25.931,2.077,1.592,0.174,8.701
538,198.673,36.264,62.066,0.000,23.316,25.938,2.097,1.591,0.176,8.947
539,199.058,0.000,62.220,0.000,23.199,25.945,2.118,1.590,0.178,9.192
540,199.442,59.433,62.371,0.000,23.081,25.951,2.139,1.588,0.180,9.432
541,199.827,54.357,62.518,0.000,22.964,25.957,2.161,1.587,0.181,9.668
542,200.211,59.875,62.661,0.000,22.847,25.963,2.183,1.586,0.183,9.899
543,200.596,80.347,62.798,0.000,22.730,25.968,2.207,1.584,0.185,10.123
544,200.981,25.533,62.930,0.000,22.614,25.974,2.232,1.583,0.187,10.340
545,201.365,60.341,63.056,0.000,22.500,25.979,2.258,1.582,0.189,10.549
546,201.750,78.734,63.176,0.000,22.386,25.984,2.285,1.580,0.191,10.749
547,202.134,47.409,63.289,0.000,22.275,25.989,2.315,1.579,0.194,10.939
548,202.519,56.688,63.395,0.000,22.164,25.994,2.345,1.577,0.196,11.118
549,202.904,45.667,63.494,0.000,22.056,25.999,2.378,1.575,0.199,11.286
550,203.288,33.939,63.585,0.000,21.951,26.004,2.414,1.574,0.201,11.442
551,203.673,25.409,63.670,0.000,21.848,26.009,2.452,1.572,0.204,11.585
552,204.058,51.195,63.746,0.000,21.748,26.014,2.492,1.571,0.207,11.714
553,204.442,69.352,63.816,0.000,21.652,26.019,2.536,1.569,0.210,11.830
554,204.827,52.827,63.879,0.000,21.559,26.024,2.584,1.567,0.213,11.931
555,205.212,54.975,63.935,0.000,21.471,26.030,2.635,1.566,0.217,12.016
556,205.597,25.216,63.985,0.000,21.388,26.035,2.691,1.564,0.220,12.087
557,205.981,57.219,64.030,0.000,21.310,26.041,2.752,1.563,0.224,12.141
558,206.366,45.573,64.070,0.000,21.237,26.046,2.818,1.561,0.229,12.179
559,206.751,72.465,64.106,0.000,21.171,26.052,2.889,1.559,0.233,12.201
560,207.136,68.220,64.140,0.000,21.113,26.058,2.967,1.558,0.238,12.207
561,207.521,43.922,64.172,0.000,21.061,26.064,3.051,1.556,0.244,12.196
562,207.905,43.933,64.203,0.000,21.019,26.070,3.143,1.554,0.250,12.168
563,208.290,30.974,64.235,0.000,20.985,26.076,3.242,1.553,0.256,12.124
564,208.675,11.721,64.270,0.000,20.961,26.082,3.350,1.551,0.263,12.064
565,209.060,54.952,64.309,0.000,20.947,26.088,3.467,1.549,0.271,11.987
566,209.445,49.329,64.354,0.000,20.945,26.094,3.593,1.548,0.279,11.895
567,209.830,40.158,64.406,0.000,20.956,26.100,3.729,1.546,0.288,11.787
568,210.215,42.691,64.468,0.000,20.979,26.106,3.877,1.544,0.297,11.665
569,210.600,38.186,64.543,0.000,21.017,26.112,4.036,1.543,0.308,11.528
570,210.985,9.034,64.631,0.000,21.070,26.117,4.207,1.541,0.319,11.377
571,211.370,35.743,64.736,0.000,21.139,26.123,4.391,1.540,0.331,11.212
572,211.755,52.182,64.860,0.000,21.226,26.129,4.589,1.538,0.344,11.035
573,212.140,12.378,65.005,0.000,21.331,26.134,4.801,1.536,0.358,10.845
574,212.525,41.077,65.174,0.000,21.455,26.139,5.028,1.535,0.373,10.645
575,212.910,50.628,65.370,0.000,21.600,26.144,5.271,1.533,0.389,10.433
576,213.295,34.027,65.595,0.000,21.767,26.148,5.529,1.532,0.407,10.212
577,213.680,28.732,65.853,0.000,21.958,26.153,5.805,1.530,0.425,9.982
578,214.065,56.877,66.145,0.000,22.172,26.156,6.098,1.529,0.445,9.744
579,214.450,58.303,66.475,0.000,22.413,26.160,6.410,1.527,0.467,9.498
580,214.835,26.891,66.844,0.000,22.680,26.163,6.740,1.526,0.489,9.246
581,215.220,36.347,67.257,0.000,22.976,26.166,7.089,1.524,0.514,8.988
582,215.605,44.323,67.716,0.000,23.301,26.168,7.458,1.523,0.539,8.726
583,215.991,29.938,68.223,0.000,23.658,26.170,7.847,1.522,0.567,8.460
584,216.376,60.261,68.780,0.000,24.046,26.171,8.256,1.520,0.596,8.191
585,216.761,35.020,69.391,0.000,24.468,26.172,8.687,1.519,0.627,7.919
586,217.146,67.055,70.057,0.000,24.924,26.172,9.138,1.517,0.659,7.647
587,217.531,51.523,70.781,0.000,25.417,26.171,9.610,1.516,0.694,7.373
588,217.917,24.960,71.565,0.000,25.946,26.170,10.104,1.515,0.730,7.100
589,218.302,50.696,72.411,0.000,26.513,26.169,10.619,1.513,0.768,6.828
590,218.687,45.910,73.319,0.000,27.120,26.167,11.155,1.512,0.808,6.558
591,219.072,67.805,74.293,0.000,27.767,26.164,11.712,1.511,0.849,6.290
592,219.458,64.389,75.332,0.000,28.454,26.160,12.290,1.510,0.893,6.025
593,219.843,64.493,76.439,0.000,29.184,26.156,12.888,1.508,0.939,5.764
594,220.228,34.902,77.613,0.000,29.956,26.151,13.506,1.507,0.986,5.507
595,220.614,53.322,78.855,0.000,30.770,26.146,14.143,1.506,1.036,5.254
596,220.999,35.566,80.166,0.000,31.629,26.140,14.799,1.505,1.087,5.007
597,221.384,60.469,81.545,0.000,32.531,26.133,15.473,1.504,1.140,4.765
598,221.770,51.280,82.992,0.000,33.476,26.125,16.163,1.502,1.196,4.529
599,222.155,55.983,84.506,0.000,34.466,26.117,16.870,1.501,1.252,4.299
600,222.541,80.591,86.086,0.000,35.499,26.108,17.590,1.500,1.311,4.076
601,222.926,94.349,87.730,0.000,36.576,26.099,18.325,1.499,1.371,3.860
602,223.312,64.028,89.437,0.000,37.696,26.089,19.071,1.498,1.433,3.651
603,223.697,49.353,91.205,0.000,38.857,26.078,19.827,1.497,1.497,3.449
604,224.082,56.276,93.031,0.000,40.060,26.066,20.592,1.496,1.561,3.255
605,224.468,67.338,94.911,0.000,41.302,26.054,21.365,1.495,1.627,3.068
606,224.853,73.069,96.844,0.000,42.583,26.042,22.142,1.494,1.695,2.888
607,225.239,72.041,98.825,0.000,43.902,26.028,22.923,1.493,1.763,2.716
608,225.625,74.752,100.851,0.000,45.255,26.014,23.705,1.492,1.832,2.552
609,226.010,91.282,102.916,0.000,46.641,26.000,24.486,1.491,1.902,2.395
610,226.396,86.462,105.017,0.000,48.059,25.985,25.264,1.491,1.973,2.246
611,226.781,68.433,107.148,0.000,49.505,25.969,26.037,1.490,2.044,2.104
612,227.167,87.491,109.305,0.000,50.976,25.953,26.802,1.489,2.115,1.970
613,227.552,92.677,111.481,0.000,52.471,25.936,27.557,1.488,2.187,1.842
614,227.938,76.666,113.672,0.000,53.985,25.919,28.300,1.487,2.258,1.722
615,228.324,101.242,115.870,0.000,55.516,25.901,29.029,1.487,2.329,1.608
616,228.709,129.799,118.070,0.000,57.060,25.883,29.740,1.486,2.400,1.501
