key,e,ch
G1S24_Na22_P25,1764.4910,606.6639
G1S24_Na22_P5,198.1145,67.3268
G1S24_Na22_P5,239.2519,93.1710
G1S24_Na22_P5,348.6671,111.4826
G1S24_Na22_P5,510.9612,180.4255
G1S24_Na22_P5,1274.4311,435.8170
G1S24_Na22_P5,1460.8200,503.0180
G1S24_Na22_P5,1764.4910,616.5498
G1S24_Ra226_Denta120,47.8872,18.7972
G1S24_Ra226_Denta120,186.2110,68.3216
G1S24_Ra226_Denta120,242.1346,87.4935
G1S24_Ra226_Denta120,295.0377,105.6489
G1S24_Ra226_Denta120,351.7212,125.1942
G1S24_Ra226_Denta120,608.2504,212.2277
G1S24_Ra226_Denta120,775.9746,266.7165
G1S24_Ra226_Denta120,935.1162,322.4682
G1S24_Ra226_Denta120,1123.7353,382.5129
G1S24_Ra226_Denta120,1246.5688,424.5615
G1S24_Ra226_Denta120,1390.6382,472.2055
G1S24_Ra226_Denta120,1758.9760,593.1703
G1S24_Ra226_Denta120,2204.1083,746.4121
G1S24_Ra226_Denta120,2614.5110,873.0035
G1S24_Ra226_Denta120_2,47.8872,18.4602
G1S24_Ra226_Denta120_2,186.2110,68.3840
G1S24_Ra226_Denta120_2,242.1346,86.9626
G1S24_Ra226_Denta120_2,295.0377,105.6469
G1S24_Ra226_Denta120_2,351.7212,125.2417
G1S24_Ra226_Denta120_2,608.2504,212.2587
G1S24_Ra226_Denta120_2,775.9746,266.5407
G1S24_Ra226_Denta120_2,1123.7353,382.9741
G1S24_Ra226_Denta120_2,1246.5688,423.3969
G1S24_Ra226_Denta120_2,1390.6382,475.0502
G1S24_Ra226_Denta120_2,1758.9760,595.3786
G1S24_Ra226_Denta120_2,2204.1083,739.5080
G1S24_Ra226_Denta120_2,2614.5110,878.1891
G1S24_Ra226_Mar,47.8872,17.9688
G1S24_Ra226_Mar,186.2110,67.5241
G1S24_Ra226_Mar,242.1346,86.1603
G1S24_Ra226_Mar,295.0377,104.5182
G1S24_Ra226_Mar,351.7212,124.2435
G1S24_Ra226_Mar,608.2504,210.9185
G1S24_Ra226_Mar,775.9746,265.3166
G1S24_Ra226_Mar,935.1162,313.7336
G1S24_Ra226_Mar,1123.7353,381.0620
G1S24_Ra226_Mar,1246.5688,420.3945
G1S24_Ra226_Mar,1390.5999,469.5812
G1S24_Ra226_Mar,1758.9760,591.9901
G1S24_Ra226_Mar,2204.1083,740.5752
G1S24_Ra226_Mar_2,47.8872,17.7282
G1S24_Ra226_Mar_2,187.3798,67.3870
G1S24_Ra226_Mar_2,242.6044,85.9961
G1S24_Ra226_Mar_2,295.0377,104.5268
G1S24_Ra226_Mar_2,351.7212,124.2249
G1S24_Ra226_Mar_2,608.2504,210.8969
G1S24_Ra226_Mar_2,775.9746,265.5808
G1S24_Ra226_Mar_2,935.1162,316.4042
G1S24_Ra226_Mar_2,1123.7353,380.9701
G1S24_Ra226_Mar_2,1246.5688,421.6197
G1S24_Ra226_Mar_2,1390.5999,470.2330
G1S24_Ra226_Mar_2,1758.9760,591.7122
G1S24_Ra226_Mar_2,2187.8249,739.3751
G1S24_Ra226_Mar_2,2614.5110,876.8595
G1S24_Ra226_Petri,47.8872,17.8011
G1S24_Ra226_Petri,186.2110,67.7197
G1S24_Ra226_Petri,242.1346,87.1594
G1S24_Ra226_Petri,295.0377,105.8416
G1S24_Ra226_Petri,351.7212,125.3936
G1S24_Ra226_Petri,507.3923,177.0568
G1S24_Ra226_Petri,608.2504,212.3298
G1S24_Ra226_Petri,775.9746,267.1649
G1S24_Ra226_Petri,1123.7353,382.2570
G1S24_Ra226_Petri,1246.5688,423.4317
G1S24_Ra226_Petri,1758.9760,599.0372
G1S24_Ra226_Petri,2204.1083,736.0506
G1S24_Ra226_Petri_2,47.8872,18.1235
G1S24_Ra226_Petri_2,187.3798,68.2382
G1S24_Ra226_Petri_2,242.1346,86.8948
G1S24_Ra226_Petri_2,295.0377,105.6605
G1S24_Ra226_Petri_2,351.7212,125.2148
G1S24_Ra226_Petri_2,507.3923,176.0571
G1S24_Ra226_Petri_2,608.2504,212.2789
G1S24_Ra226_Petri_2,775.9746,266.5328
G1S24_Ra226_Petri_2,935.1162,319.1773
G1S24_Ra226_Petri_2,1123.7353,382.8320
G1S24_Ra226_Petri_2,1246.5688,424.8215
G1S24_Ra226_Petri_2,1390.5999,474.6932
G1S24_Ra226_Petri_2,1758.9760,595.4465
G1S24_Ra226_Petri_2,2204.1083,743.7887
G1S24_Ra226_Petri_2,2614.5110,879.2540
G1S24_Th228_P25,238.7413,86.3860
G1S24_Th228_P25,291.2293,107.2526
G1S24_Th228_P25,347.6245,135.1970
G1S24_Th228_P25,511.2488,178.0580
G1S24_Th228_P25,584.8740,203.4639
G1S24_Th228_P25,731.7047,251.8559
G1S24_Th228_P25,873.1781,295.9501
G1S24_Th228_P25,1465.3930,493.5825
G1S24_Th228_P25,2614.5110,877.0208
G1S24_Th228_P5,238.7413,87.1552
G1S24_Th228_P5,291.2293,106.9840
G1S24_Th228_P5,511.2488,179.8411
G1S24_Th228_P5,584.8740,205.3142
G1S24_Th228_P5,731.7047,253.7410
G1S24_Th228_P5,873.1781,298.9122
G1S24_Th228_P5,1102.3382,374.5021
G1S24_Th228_P5,2204.1000,720.5725
G1S24_Th228_P5,2614.5110,885.9928
G1S24_Th232_Denta120,238.3713,86.4274
G1S24_Th232_Denta120,337.7977,120.4282
G1S24_Th232_Denta120,510.7364,179.2541
G1S24_Th232_Denta120,584.2982,203.5050
G1S24_Th232_Denta120,733.9501,249.2338
G1S24_Th232_Denta120,911.6266,312.1430
G1S24_Th232_Denta120,2204.1000,710.4180
G1S24_Th232_Denta120,2614.5110,880.3559
G1S24_Th232_Denta120_2,238.3713,86.3837
G1S24_Th232_Denta120_2,337.7977,120.1843
G1S24_Th232_Denta120_2,462.2400,161.7688
G1S24_Th232_Denta120_2,510.7364,178.7787
G1S24_Th232_Denta120_2,584.2982,203.8824
G1S24_Th232_Denta120_2,733.9501,251.1248
G1S24_Th232_Denta120_2,911.6266,312.7761
G1S24_Th232_Denta120_2,967.4683,333.1859
G1S24_Th232_Denta120_2,1103.8172,374.5864
G1S24_Th232_Denta120_2,1472.3221,492.6597
G1S24_Th232_Denta120_2,2204.1000,714.2612
G1S24_Th232_Denta120_2,2614.5110,877.5939
G1S24_Th232_Mar,238.3713,85.2644
G1S24_Th232_Mar,337.7977,119.0273
G1S24_Th232_Mar,511.1524,177.6819
G1S24_Th232_Mar,584.2982,202.3282
G1S24_Th232_Mar,739.3053,249.8588
G1S24_Th232_Mar,912.5915,311.7260
G1S24_Th232_Mar,967.4683,332.3378
G1S24_Th232_Mar,1103.8172,378.0778
G1S24_Th232_Mar,1768.8629,579.9262
G1S24_Th232_Mar,2614.5110,875.3222
G1S24_Th232_Mar_2,238.3713,85.3323
G1S24_Th232_Mar_2,337.7977,119.1828
G1S24_Th232_Mar_2,462.2400,161.3174
G1S24_Th232_Mar_2,511.1524,177.9573
G1S24_Th232_Mar_2,584.2982,202.6186
G1S24_Th232_Mar_2,739.3053,250.8227
G1S24_Th232_Mar_2,912.5915,311.3960
G1S24_Th232_Mar_2,967.4683,332.1645
G1S24_Th232_Mar_2,1103.8172,373.7435
G1S24_Th232_Mar_2,2614.5110,875.8828
G1S24_Th232_Petri,238.3713,86.4112
G1S24_Th232_Petri,337.7977,120.3541
G1S24_Th232_Petri,511.1524,178.8876
G1S24_Th232_Petri,584.2982,203.9665
G1S24_Th232_Petri,739.3053,251.3947
G1S24_Th232_Petri,904.4670,313.1029
G1S24_Th232_Petri,967.4683,333.9556
G1S24_Th232_Petri,1103.8172,379.1389
G1S24_Th232_Petri,1472.3221,491.5461
G1S24_Th232_Petri,1768.8629,591.9594
G1S24_Th232_Petri,2614.5110,878.9650
G1S24_Th232_Petri_2,238.3713,86.4060
G1S24_Th232_Petri_2,337.7977,120.3419
G1S24_Th232_Petri_2,462.2400,162.7565
G1S24_Th232_Petri_2,510.7364,179.5167
G1S24_Th232_Petri_2,584.2982,203.8704
G1S24_Th232_Petri_2,733.9501,251.9470
G1S24_Th232_Petri_2,911.6266,312.6324
G1S24_Th232_Petri_2,967.4683,334.5449
G1S24_Th232_Petri_2,1472.3221,491.7973
G1S24_Th232_Petri_2,2204.1000,716.2470
G1S24_Th232_Petri_2,2614.5110,880.3308
G1S24_Y88_P25,237.2690,83.3691
G1S24_Y88_P25,292.4343,117.3422
G1S24_Y88_P25,510.9612,178.5274
G1S24_Y88_P25,898.1902,308.1764
G1S24_Y88_P25,1460.8200,493.1929
G1S24_Y88_P25,1588.2000,530.9536
G1S24_Y88_P25,1835.5159,618.9751
G1S24_Y88_P5,239.1001,80.3070
G1S24_Y88_P5,510.9612,179.9381
G1S24_Y88_P5,898.1902,310.2964
G1S24_Y88_P5,1588.2000,533.1137
G1S24_Y88_P5,1835.5159,623.2518
G1S24_Zn65_P5,239.1001,82.0581
G1S24_Zn65_P5,510.9612,179.9847
G1S24_Zn65_P5,1115.6088,381.2668
GS4000_Lu176,88.3400,106.4328
GS4000_Lu176,201.8121,230.6352
GS4000_Lu176,306.6556,343.3429
GS4000_Lu176,348.6671,422.9659
GS4000_Lu176,510.9612,575.5340
GS4000_Lu176,1238.1220,1304.9303
GS4000_Ra226,47.8872,55.2922
GS4000_Ra226,186.2110,207.4360
GS4000_Ra226,242.1346,265.3035
GS4000_Ra226,295.0377,320.8287
GS4000_Ra226,351.7207,380.0448
GS4000_Ra226,608.2504,644.8507
GS4000_Ra226,775.9746,806.3657
GS4000_Ra226,1123.7353,1160.5568
GS4000_Ra226,1246.5688,1287.0707
GS4000_Ra226,1390.6382,1436.9645
GS4000_Ra226,1758.9760,1806.5656
GS4000_Ra226,2204.1083,2201.2338
GS4000_Th232,209.7787,208.6478
GS4000_Th232,238.8582,261.4560
GS4000_Th232,337.7977,363.1316
GS4000_Th232,462.2400,487.8485
GS4000_Th232,510.7364,543.8466
GS4000_Th232,584.4152,617.7213
GS4000_Th232,733.0083,758.8950
GS4000_Th232,911.1443,947.4295
GS4000_Th232,967.4683,1014.5961
GS4000_U,26.0514,37.9809
GS4000_U,186.4424,197.0052
GS4000_U,510.9612,477.9535
GS4000_U,583.8844,601.0540
GS4000_U,912.3211,855.0180
GS4000_U,1118.8490,1106.3398
GS4000_U,1460.9473,1432.9990
GS4000_U,2614.5110,2559.4313
HPGE_Uranium,25.6387,154.3045
HPGE_Uranium,63.2900,381.5882
HPGE_Uranium,84.2104,508.1724
HPGE_Uranium,92.5885,558.4073
HPGE_Uranium,143.8743,867.5366
HPGE_Uranium,163.3485,985.8343
HPGE_Uranium,185.7150,1120.8351
HPGE_Uranium,205.3402,1239.1318
HPGE_Uranium,269.4730,1621.3546
HPGE_Uranium,351.1740,2124.7945
HPGE_Uranium,510.9612,3085.2091
HPGE_Uranium,766.4795,4631.0634
HPGE_Uranium,832.0100,5025.7925
HPGE_Uranium,968.9710,5844.1861
HPGE_Uranium,1001.0300,6049.9049
HPGE_Uranium,1238.1220,7478.6982
HPGE_Uranium,1460.8200,8830.4440
HPGE_Uranium,1764.5017,10671.1618
HPGeGEM_K40,238.6320,665.7540
HPGeGEM_K40,1120.2940,3106.6622
HPGeGEM_K40,1460.8200,4053.4323
HPGeGEM_Ra226,186.2110,520.9670
HPGeGEM_Ra226,241.9950,675.7028
HPGeGEM_Ra226,295.2247,823.2421
HPGeGEM_Ra226,351.9320,980.4836
HPGeGEM_Ra226,609.3210,1693.9814
HPGeGEM_Ra226,768.3600,2134.8360
HPGeGEM_Ra226,934.0560,2594.4069
HPGeGEM_Ra226,1120.2940,3110.4926
HPGeGEM_Ra226,1238.1220,3437.1092
HPGeGEM_Ra226,1377.6690,3823.9113
HPGeGEM_Ra226,1588.2046,4404.5374
HPGeGEM_Ra226,1764.4910,4896.3325
HPGeGEM_Ra226,2204.1000,6114.5105
HPGeGEM_Th232,209.2530,583.8280
HPGeGEM_Th232,238.6320,665.2156
HPGeGEM_Th232,240.9860,671.8234
HPGeGEM_Th232,270.2450,752.7608
HPGeGEM_Th232,300.0870,835.6460
HPGeGEM_Th232,338.3200,941.3995
HPGeGEM_Th232,463.0040,1286.7688
HPGeGEM_Th232,510.8154,1419.0482
HPGeGEM_Th232,583.1870,1619.7148
HPGeGEM_Th232,727.2903,2018.8493
HPGeGEM_Th232,794.9470,2206.1697
HPGeGEM_Th232,860.5570,2387.9815
HPGeGEM_Th232,911.2040,2528.3365
HPGeGEM_Th232,964.7660,2676.6721
HPGeGEM_Th232,968.9710,2688.3137
HPGeGEM_Th232,1120.2940,3112.3010
HPGeGEM_Th232,1588.2000,4403.7528
HPGeGEM_Th232,2614.5110,7245.4414
HPGeGMX_Background,238.6320,1192.6487
HPGeGMX_Background,240.9860,1199.8878
HPGeGMX_Background,295.2247,1474.7434
HPGeGMX_Background,338.3200,1692.1527
HPGeGMX_Background,351.9320,1759.0796
HPGeGMX_Background,510.8094,2553.3297
HPGeGMX_Background,583.1870,2914.9853
HPGeGMX_Background,609.3210,3045.3405
HPGeGMX_Background,911.2040,4555.8548
HPGeGMX_Background,968.9710,4844.7025
HPGeGMX_Background,1120.2940,5600.9953
HPGeGMX_Background,1460.7237,7304.2081
HPGeGMX_Eu152,121.7817,369.9531
HPGeGMX_Eu152,244.6974,744.7007
HPGeGMX_Eu152,344.2785,1049.1140
HPGeGMX_Eu152,778.9045,2371.6771
HPGeGMX_Eu152,867.3800,2640.8827
HPGeGMX_Eu152,964.0690,2934.9152
HPGeGMX_Eu152,1085.8370,3305.3886
HPGeGMX_Eu152,1112.0760,3385.1092
HPGeGMX_Eu152,1120.2940,3408.1073
HPGeGMX_Eu152,1408.0130,4285.2909
HPGeGMX_Eu152,1460.8200,4445.9868
HPGeGMX_Th228,238.6320,726.4477
HPGeGMX_Th228,300.0870,914.3927
HPGeGMX_Th228,510.8154,1556.1488
HPGeGMX_Th228,583.1870,1776.6663
HPGeGMX_Th228,727.3300,2214.9829
HPGeGMX_Th228,860.5570,2620.1022
HPGeGMX_Th228,1460.8200,4446.2994
HPGeGMX_Th228,2614.5110,7955.4358
HPGeGMX_Th232,209.2530,636.7410
HPGeGMX_Th232,238.6320,726.2319
HPGeGMX_Th232,338.3200,1031.1330
HPGeGMX_Th232,463.0040,1410.9012
HPGeGMX_Th232,510.8154,1556.3811
HPGeGMX_Th232,583.1870,1776.5547
HPGeGMX_Th232,727.2903,2214.7075
HPGeGMX_Th232,794.9470,2420.5988
HPGeGMX_Th232,860.5570,2620.5737
HPGeGMX_Th232,911.2040,2774.3833
HPGeGMX_Th232,964.7660,2937.4484
HPGeGMX_Th232,968.9710,2949.9851
HPGeGMX_Th232,1238.1220,3773.6356
HPGeGMX_Th232,1460.4555,4446.2069
HPGeGMX_Th232,1588.2000,4832.3214
HPGeGMX_Th232,2614.5110,7955.6626
LaBrBril_Eu152,121.7817,43.7784
LaBrBril_Eu152,186.2110,62.1191
LaBrBril_Eu152,243.2443,87.6009
LaBrBril_Eu152,295.9614,105.8083
LaBrBril_Eu152,344.6348,122.9417
LaBrBril_Eu152,609.3210,217.4418
LaBrBril_Eu152,778.9666,276.7556
LaBrBril_Eu152,867.0359,307.6152
LaBrBril_Eu152,964.3180,342.2609
LaBrBril_Eu152,1086.4080,384.4516
LaBrBril_Eu152,1110.0565,394.3741
LaBrBril_Eu152,1408.0130,497.4999
LaBrBril_Eu152,1460.8200,519.8967
LaBrBril_Eu152,1764.4910,620.5679
LaBrBril_Th228,238.8582,85.3277
LaBrBril_Th228,298.2242,106.6452
LaBrBril_Th228,348.6671,125.3475
LaBrBril_Th228,510.8154,181.9103
LaBrBril_Th228,583.1870,207.4715
LaBrBril_Th228,727.3300,258.1657
LaBrBril_Th228,860.5570,305.4173
LaBrBril_Th228,1460.8200,519.3408
LaBrBril_Th228,1588.2000,561.5851
LaBrBril_Th228,1764.4910,622.9488
LaBrBril_Th228,2614.5110,912.0929
OBS_UGlass,50.3341,33.3067
OBS_UGlass,186.0160,86.2047
OBS_UGlass,342.4871,167.7555
OBS_UGlass,510.9612,215.6840
OBS_UGlass,583.8844,278.9377
OBS_UGlass,1765.2344,755.4920
OBS_UGlass,2614.5110,1013.1870
RC101_I131,198.1145,69.8872
RC101_I131,364.0457,150.4742
RC101_I131,623.7494,252.5218
RC103_Charoite,187.3798,78.6701
RC103_Charoite,295.0377,122.4130
RC103_Charoite,351.7212,145.9099
RC103_Charoite,507.3923,206.1109
RC103_Charoite,608.2504,243.7036
RC103_Charoite,1390.5999,534.1500
RC103_Cs137_0cm,198.1145,81.3295
RC103_Cs137_0cm,660.2961,266.6240
RC103_K40,598.8146,238.0416
RC103_K40,1153.4313,451.6744
RC103_K40,1461.1010,552.1805
RC103_K40Village,598.8146,233.3663
RC103_K40Village,1238.1220,454.2735
RC103_K40Village,1460.8200,553.8209
RC103_Lu176,88.3400,39.3665
RC103_Lu176,201.8121,84.7578
RC103_Lu176,306.8430,127.2858
RC103_Lu176,510.9612,212.6060
RC103_Th232Village,236.2325,97.0240
RC103_Th232Village,337.7977,137.3869
RC103_Th232Village,584.2982,232.0099
RC103_Th232Village,1768.8629,622.2674
RC103_Th232Village,2204.1000,760.4829
RC103_Th232Village,2614.5110,941.4732
RC103_Th232WT20,60.3116,25.2385
RC103_Th232WT20,238.3183,97.0067
RC103_Th232WT20,331.6361,135.5011
RC103_Th232WT20,462.2400,184.7014
RC103_Th232WT20,511.1524,201.9180
RC103_Th232WT20,584.2982,230.7936
RC103_Th232WT20,730.6437,285.7435
RC103_Th232WT20,1768.8629,692.3338
RC103_Th232WT20,2614.5110,939.7775
