ch,keV,net,fit,model,continuum_raw,Lu-176,Esc-NaI
902,301.078,6603.143,6603.143,6379.324,138.413,6375.472,3.852
903,301.424,6564.198,6564.198,6479.552,138.249,6475.963,3.589
904,301.770,6695.721,6695.721,6575.539,138.086,6572.198,3.341
905,302.117,6762.138,6762.138,6667.021,137.923,6663.915,3.107
906,302.463,6749.138,6749.138,6753.733,137.749,6750.847,2.886
907,302.810,6931.453,6931.453,6835.439,137.576,6832.762,2.677
908,303.156,7133.764,7133.764,6911.907,137.402,6909.426,2.481
909,303.503,7183.025,7183.025,6982.915,137.229,6980.618,2.297
910,303.849,6987.983,6987.983,7048.256,137.055,7046.131,2.125
911,304.195,7076.983,7076.983,7107.735,136.882,7105.772,1.963
912,304.542,7038.043,7038.043,7161.175,136.708,7159.364,1.811
913,304.888,7041.555,7041.555,7208.414,136.535,7206.744,1.670
914,305.235,7275.139,7275.139,7249.307,136.361,7247.769,1.538
915,305.581,7154.035,7154.035,7283.725,136.187,7282.311,1.414
916,305.928,7193.347,7193.347,7311.560,136.014,7310.260,1.300
917,306.274,7189.502,7189.502,7332.721,135.840,7331.528,1.193
918,306.621,7110.494,7110.494,7347.136,135.667,7346.042,1.094
919,306.967,7174.597,7174.597,7354.753,135.493,7353.751,1.002
920,307.314,7119.071,7119.071,7355.541,135.320,7354.624,0.917
921,307.660,7075.442,7075.442,7349.487,135.146,7348.649,0.838
922,308.007,7205.074,7205.074,7336.598,134.973,7335.833,0.765
923,308.353,7257.290,7257.290,7316.903,134.799,7316.206,0.697
924,308.700,7057.388,7057.388,7290.449,134.626,7289.813,0.635
925,309.046,7047.293,7047.293,7257.303,134.452,7256.725,0.578
926,309.393,6876.807,6876.807,7217.552,134.279,7217.026,0.526
927,309.739,7050.544,7050.544,7171.301,134.105,7170.824,0.477
928,310.086,6890.334,6890.334,7118.674,133.932,7118.241,0.433
929,310.432,6788.441,6788.441,7059.812,133.758,7059.420,0.392
930,310.779,6865.390,6865.390,6994.875,133.584,6994.520,0.355
931,311.125,6840.380,6840.380,6924.036,133.411,6923.715,0.321
932,311.472,6628.127,6628.127,6847.488,133.237,6847.198,0.290
933,311.818,6568.758,6568.758,6765.435,133.064,6765.173,0.262
934,312.165,6564.545,6564.545,6678.096,132.890,6677.860,0.236
935,312.511,6360.068,6360.068,6585.703,132.717,6585.491,0.212
936,312.858,6383.753,6383.753,6488.500,132.543,6488.309,0.191
937,313.204,6240.707,6240.707,6386.739,132.370,6386.568,0.171
938,313.551,6117.331,6117.331,6280.686,132.196,6280.532,0.154
939,313.898,5957.280,5957.280,6170.611,132.023,6170.473,0.138
940,314.244,5824.382,5824.382,6056.792,131.849,6056.669,0.124
941,314.591,5774.488,5774.488,5939.516,131.676,5939.405,0.111
942,314.937,5696.070,5696.070,5819.070,131.502,5818.971,0.099
943,315.284,5613.230,5613.230,5695.747,131.329,5695.659,0.088
944,315.631,5552.639,5552.639,5569.844,131.155,5569.765,0.079
945,315.977,5219.431,5219.431,5441.655,130.981,5441.585,0.070
946,316.324,5185.900,5185.900,5311.477,130.808,5311.414,0.062
947,316.670,4963.284,4963.284,5179.604,130.634,5179.549,0.055
948,317.017,4895.170,4895.170,5046.329,130.461,5046.280,0.049
949,317.364,4817.647,4817.647,4911.942,130.287,4911.898,0.044
950,317.710,4681.052,4681.052,4776.727,130.114,4776.688,0.039
951,318.057,4522.802,4522.802,4640.963,129.940,4640.928,0.034
952,318.404,4426.957,4426.957,4504.923,129.767,4504.893,0.030
953,318.750,4363.011,4363.011,4368.874,129.593,4368.847,0.027
954,319.097,4012.263,4012.263,4233.073,129.420,4233.049,0.024
955,319.443,3965.957,3965.957,4097.770,129.246,4097.749,0.021
956,319.790,3809.209,3809.209,3963.204,129.073,3963.186,0.018
957,320.137,3752.848,3752.848,3829.606,128.899,3829.590,0.016
958,320.483,3530.223,3530.223,3697.195,128.726,3697.180,0.014
959,320.830,3561.899,3561.899,3566.178,128.552,3566.166,0.012
960,321.177,3331.849,3331.849,3436.754,128.378,3436.743,0.011
961,321.524,3054.062,3054.062,3309.107,128.205,3309.098,0.009
962,321.870,3038.160,3038.160,3183.411,128.031,3183.402,0.008
963,322.217,2836.113,2836.113,3059.826,127.858,3059.818,0.007
964,322.564,2813.371,2813.371,2938.501,127.684,2938.494,0.006
965,322.910,2683.374,2683.374,2819.572,127.511,2819.566,0.006
966,323.257,2654.166,2654.166,2703.162,127.337,2703.158,0.005
967,323.604,2412.158,2412.158,2589.385,127.164,2589.380,0.004
968,323.950,2400.635,2400.635,2478.337,126.990,2478.333,0.004
969,324.297,2215.577,2215.577,2370.107,126.817,2370.103,0.003
970,324.644,2109.325,2109.325,2264.768,126.643,2264.766,0.003
971,324.991,2099.437,2099.437,2162.386,126.470,2162.383,0.002
972,325.337,1914.111,1914.111,2063.011,126.296,2063.009,0.002
973,325.684,1780.791,1780.791,1966.685,126.123,1966.683,0.002
974,326.031,1761.002,1761.002,1873.438,125.949,1873.437,0.002
975,326.378,1664.055,1664.055,1783.291,125.775,1783.289,0.001
976,326.724,1421.588,1421.588,1696.253,125.602,1696.252,0.001
977,327.071,1469.054,1469.054,1612.326,125.428,1612.325,0.001
978,327.418,1398.943,1398.943,1531.503,125.255,1531.502,0.001
979,327.765,1312.480,1312.480,1453.767,125.081,1453.766,0.001
980,328.111,1181.212,1181.212,1379.094,124.908,1379.094,0.001
981,328.458,1049.009,1049.009,1307.454,124.734,1307.453,0.001
982,328.805,1102.532,1102.532,1238.807,124.561,1238.807,0.000
983,329.152,989.732,989.732,1173.111,124.387,1173.110,0.000
984,329.499,854.585,854.585,1110.314,124.214,1110.314,0.000
985,329.845,904.686,904.686,1050.363,124.040,1050.363,0.000
986,330.192,806.372,806.372,993.197,123.867,993.196,0.000
987,330.539,794.532,794.532,938.751,123.693,938.751,0.000
988,330.886,734.157,734.157,886.960,123.520,886.959,0.000
989,331.233,665.209,665.209,837.750,123.346,837.750,0.000
990,331.579,572.588,572.588,791.050,123.172,791.050,0.000
991,331.926,628.372,628.372,746.783,122.999,746.783,0.000
992,332.273,654.895,654.895,704.871,122.825,704.871,0.000
993,332.620,522.005,522.005,665.236,122.652,665.236,0.000
994,332.967,535.526,535.526,627.797,122.478,627.797,0.000
995,333.314,476.426,476.426,592.473,122.305,592.473,0.000
996,333.661,387.266,387.266,559.183,122.131,559.183,0.000
997,334.007,366.697,366.697,527.846,121.958,527.846,0.000
998,334.354,374.685,374.685,498.382,121.784,498.382,0.000
999,334.701,280.677,280.677,470.709,121.611,470.709,0.000
1000,335.048,354.002,354.002,444.749,121.437,444.749,0.000
1001,335.395,308.260,308.260,420.423,121.264,420.423,0.000
1002,335.742,226.374,226.374,397.655,121.090,397.655,0.000
1003,336.089,285.479,285.479,376.368,120.917,376.368,0.000
1004,336.436,288.941,288.941,356.490,120.743,356.490,0.000
1005,336.782,212.521,212.521,337.948,120.570,337.948,0.000
1006,337.129,244.003,244.003,320.671,120.396,320.671,0.000
1007,337.476,170.111,170.111,304.593,120.222,304.593,0.000
1008,337.823,193.108,193.108,289.647,120.049,289.647,0.000
1009,338.170,210.048,210.048,275.769,119.875,275.769,0.000
1010,338.517,157.526,157.526,262.897,119.702,262.897,0.000
1011,338.864,182.577,182.577,250.974,119.528,250.974,0.000
1012,339.211,212.791,212.791,239.942,119.355,239.942,0.000
1013,339.558,117.792,117.792,229.747,119.181,229.747,0.000
1014,339.905,173.626,173.626,220.336,119.008,220.336,0.000
1015,340.252,73.528,73.528,211.661,118.834,211.661,0.000
1016,340.599,131.054,131.054,203.673,118.661,203.673,0.000
1017,340.946,148.111,148.111,196.328,118.487,196.328,0.000
1018,341.293,92.157,92.157,189.582,118.314,189.582,0.000
1019,341.640,145.788,145.788,183.396,118.140,183.396,0.000
1020,341.986,105.214,105.214,177.731,117.967,177.731,0.000
1021,342.333,56.583,56.583,172.550,117.793,172.550,0.000
1022,342.680,134.320,134.320,167.819,117.619,167.819,0.000
1023,343.027,117.992,117.992,163.507,117.446,163.507,0.000
1024,343.374,98.157,98.157,159.583,117.272,159.583,0.000
1025,343.721,117.105,117.105,156.017,117.099,156.017,0.000
1026,344.068,135.048,135.048,152.785,116.925,152.785,0.000
1027,344.415,44.895,44.895,149.860,116.752,149.860,0.000
1028,344.762,133.577,133.577,147.219,116.578,147.219,0.000
1029,345.109,95.523,95.523,144.840,116.405,144.840,0.000
1030,345.456,61.097,61.097,142.704,116.231,142.704,0.000
1031,345.803,74.678,74.678,140.791,116.058,140.791,0.000
1032,346.151,100.420,100.420,139.083,115.884,139.083,0.000
1033,346.498,142.463,142.463,137.565,115.711,137.565,0.000
1034,346.845,63.146,63.146,136.221,115.537,136.221,0.000
1035,347.192,193.827,193.827,135.036,115.364,135.036,0.000
1036,347.539,73.946,73.946,133.999,115.190,133.999,0.000
1037,347.886,176.460,176.460,133.096,115.016,133.096,0.000
1038,348.233,126.566,126.566,132.317,114.843,132.317,0.000
1039,348.580,145.620,145.620,131.652,114.669,131.652,0.000
1040,348.927,60.466,60.466,131.091,114.496,131.091,0.000
1041,349.274,116.616,116.616,130.624,114.322,130.624,0.000
1042,349.621,164.566,164.566,130.246,114.149,130.246,0.000
1043,349.968,104.935,104.935,129.947,113.975,129.947,0.000
1044,350.315,150.674,150.674,129.721,113.802,129.721,0.000
1045,350.662,141.040,141.040,129.561,113.628,129.561,0.000
1046,351.009,134.718,134.718,129.463,113.455,129.463,0.000
1047,351.357,114.669,114.669,129.420,113.281,129.420,0.000
1048,351.704,112.566,112.566,129.428,113.108,129.428,0.000
1049,352.051,133.566,133.566,129.482,112.934,129.482,0.000
1050,352.398,91.458,91.458,129.578,112.761,129.578,0.000
1051,352.745,127.564,127.564,129.711,112.587,129.711,0.000
1052,353.092,132.247,132.247,129.880,112.413,129.880,0.000
1053,353.439,138.081,138.081,130.079,112.240,130.079,0.000
1054,353.786,176.030,176.030,130.307,112.066,130.307,0.000
1055,354.134,129.084,129.084,130.559,111.893,130.559,0.000
1056,354.481,115.501,115.501,130.834,111.719,130.834,0.000
1057,354.828,131.658,131.658,131.129,111.546,131.129,0.000
1058,355.175,147.504,147.504,131.442,111.372,131.442,0.000
1059,355.522,151.762,151.762,131.770,111.199,131.770,0.000
1060,355.869,126.347,126.347,132.112,111.025,132.112,0.000
1061,356.217,125.819,125.819,132.464,110.852,132.464,0.000
1062,356.564,77.139,77.139,132.826,110.678,132.826,0.000
1063,356.911,177.916,177.916,133.196,110.505,133.196,0.000
1064,357.258,96.448,96.448,133.572,110.331,133.572,0.000
1065,357.605,238.494,238.494,133.952,110.158,133.952,0.000
1066,357.952,130.918,130.918,134.335,109.984,134.335,0.000
1067,358.300,180.493,180.493,134.718,109.810,134.718,0.000
1068,358.647,156.810,156.810,135.102,109.637,135.102,0.000
1069,358.994,197.436,197.436,135.484,109.463,135.484,0.000
1070,359.341,150.599,150.599,135.863,109.290,135.863,0.000
1071,359.689,133.235,133.235,136.237,109.116,136.237,0.000
1072,360.036,148.071,148.071,136.606,108.943,136.606,0.000
1073,360.383,125.651,125.651,136.968,108.769,136.968,0.000
1074,360.730,160.377,160.377,137.322,108.596,137.322,0.000
1075,361.077,170.756,170.756,137.666,108.422,137.666,0.000
1076,361.425,126.124,126.124,138.000,108.249,138.000,0.000
1077,361.772,135.648,135.648,138.323,108.075,138.323,0.000
1078,362.119,172.905,172.905,138.633,107.902,138.633,0.000
1079,362.467,178.117,178.117,138.930,107.728,138.930,0.000
1080,362.814,151.480,151.480,139.211,107.555,139.211,0.000
1081,363.161,187.323,187.323,139.478,107.381,139.478,0.000
1082,363.508,239.429,239.429,139.728,107.207,139.728,0.000
1083,363.856,130.434,130.434,139.960,107.034,139.960,0.000
1084,364.203,129.745,129.745,140.175,106.860,140.175,0.000
1085,364.550,159.108,159.108,140.371,106.687,140.371,0.000
1086,364.897,159.471,159.471,140.547,106.513,140.547,0.000
1087,365.245,215.219,215.219,140.703,106.340,140.703,0.000
1088,365.592,185.105,185.105,140.838,106.166,140.838,0.000
1089,365.939,150.634,150.634,140.952,105.993,140.952,0.000
1090,366.287,140.849,140.849,141.044,105.819,141.044,0.000
1091,366.634,181.002,181.002,141.113,105.646,141.113,0.000
1092,366.981,186.789,186.789,141.160,105.472,141.160,0.000
1093,367.329,220.994,220.994,141.184,105.299,141.184,0.000
1094,367.676,169.631,169.631,141.184,105.125,141.184,0.000
1095,368.023,159.680,159.680,141.160,104.952,141.160,0.000
1096,368.371,165.364,165.364,141.113,104.778,141.113,0.000
1097,368.718,170.105,170.105,141.042,104.604,141.042,0.000
1098,369.065,115.838,115.838,140.947,104.431,140.947,0.000
1099,369.413,173.049,173.049,140.828,104.257,140.828,0.000
1100,369.760,174.786,174.786,140.685,104.084,140.685,0.000
1101,370.108,155.360,155.360,140.519,103.910,140.519,0.000
1102,370.455,125.422,125.422,140.329,103.737,140.329,0.000
1103,370.802,139.994,139.994,140.115,103.563,140.115,0.000
1104,371.150,149.360,149.360,139.879,103.390,139.879,0.000
1105,371.497,161.254,161.254,139.621,103.216,139.621,0.000
1106,371.844,136.357,136.357,139.340,103.043,139.340,0.000
1107,372.192,174.938,174.938,139.038,102.869,139.038,0.000
1108,372.539,162.834,162.834,138.714,102.696,138.714,0.000
1109,372.887,124.201,124.201,138.370,102.522,138.370,0.000
1110,373.234,188.832,188.832,138.007,102.349,138.007,0.000
1111,373.581,169.361,169.361,137.624,102.175,137.624,0.000
1112,373.929,168.727,168.727,137.223,102.001,137.223,0.000
1113,374.276,179.729,179.729,136.804,101.828,136.804,0.000
1114,374.624,191.456,191.456,136.369,101.654,136.369,0.000
1115,374.971,201.721,201.721,135.917,101.481,135.917,0.000
1116,375.319,144.612,144.612,135.450,101.307,135.450,0.000
1117,375.666,133.569,133.569,134.970,101.134,134.970,0.000
1118,376.014,177.144,177.144,134.476,100.960,134.476,0.000
1119,376.361,123.195,123.195,133.969,100.787,133.969,0.000
1120,376.708,162.461,162.461,133.452,100.613,133.452,0.000
1121,377.056,108.933,108.933,132.924,100.440,132.924,0.000
1122,377.403,115.144,115.144,132.387,100.266,132.387,0.000
1123,377.751,158.876,158.876,131.841,100.093,131.841,0.000
1124,378.098,131.927,131.927,131.289,99.919,131.289,0.000
1125,378.446,155.930,155.930,130.730,99.746,130.730,0.000
1126,378.793,156.141,156.141,130.166,99.572,130.166,0.000
1127,379.141,146.933,146.933,129.598,99.398,129.598,0.000
1128,379.488,141.826,141.826,129.026,99.225,129.026,0.000
1129,379.836,121.350,121.350,128.453,99.051,128.453,0.000
1130,380.183,191.937,191.937,127.878,98.878,127.878,0.000
1131,380.531,150.770,150.770,127.303,98.704,127.303,0.000
1132,380.878,136.298,136.298,126.729,98.531,126.729,0.000
1133,381.226,143.770,143.770,126.157,98.357,126.157,0.000
1134,381.573,138.144,138.144,125.587,98.184,125.587,0.000
1135,381.921,70.139,70.139,125.020,98.010,125.020,0.000
1136,382.269,133.986,133.986,124.458,97.837,124.458,0.000
1137,382.616,161.453,161.453,123.901,97.663,123.901,0.000
1138,382.964,153.819,153.819,123.350,97.490,123.350,0.000
1139,383.311,118.769,118.769,122.805,97.316,122.805,0.000
1140,383.659,116.610,116.610,122.267,97.143,122.267,0.000
1141,384.006,110.669,110.669,121.738,96.969,121.738,0.000
1142,384.354,136.767,136.767,121.217,96.795,121.217,0.000
1143,384.701,112.035,112.035,120.705,96.622,120.705,0.000
1144,385.049,119.658,119.658,120.202,96.448,120.202,0.000
1145,385.397,87.979,87.979,119.709,96.275,119.709,0.000
1146,385.744,133.870,133.870,119.227,96.101,119.227,0.000
1147,386.092,138.396,138.396,118.756,95.928,118.756,0.000
1148,386.439,99.819,99.819,118.296,95.754,118.296,0.000
1149,386.787,104.135,104.135,117.847,95.581,117.847,0.000
1150,387.135,98.133,98.133,117.409,95.407,117.409,0.000
1151,387.482,133.504,133.504,116.984,95.234,116.984,0.000
1152,387.830,113.926,113.926,116.570,95.060,116.570,0.000
1153,388.177,146.344,146.344,116.168,94.887,116.168,0.000
1154,388.525,101.024,101.024,115.779,94.713,115.779,0.000
1155,388.873,84.502,84.502,115.401,94.540,115.401,0.000
1156,389.220,77.347,77.347,115.035,94.366,115.035,0.000
1157,389.568,126.602,126.602,114.680,94.193,114.680,0.000
1158,389.916,133.342,133.342,114.338,94.019,114.338,0.000
1159,390.263,118.396,118.396,114.006,93.845,114.006,0.000
1160,390.611,126.393,126.393,113.686,93.672,113.686,0.000
1161,390.959,116.922,116.922,113.377,93.498,113.377,0.000
1162,391.306,134.076,134.076,113.078,93.325,113.078,0.000
1163,391.654,94.132,94.132,112.790,93.151,112.790,0.000
1164,392.002,127.658,127.658,112.511,92.978,112.511,0.000
1165,392.349,119.235,119.235,112.242,92.804,112.242,0.000
1166,392.697,98.655,98.655,111.981,92.631,111.981,0.000
1167,393.045,119.818,119.818,111.729,92.457,111.729,0.000
1168,393.392,116.393,116.393,111.486,92.284,111.486,0.000
1169,393.740,66.870,66.870,111.249,92.110,111.249,0.000
1170,394.088,92.559,92.559,111.020,91.937,111.020,0.000
1171,394.436,144.756,144.756,110.797,91.763,110.797,0.000
1172,394.783,113.656,113.656,110.580,91.590,110.580,0.000
1173,395.131,102.601,102.601,110.369,91.416,110.369,0.000
1174,395.479,85.605,85.605,110.162,91.242,110.162,0.000
1175,395.826,119.027,119.027,109.959,91.069,109.959,0.000
1176,396.174,110.076,110.076,109.759,90.895,109.759,0.000
1177,396.522,106.282,106.282,109.563,90.722,109.563,0.000
1178,396.870,113.391,113.391,109.369,90.548,109.369,0.000
1179,397.217,134.647,134.647,109.177,90.375,109.177,0.000
1180,397.565,92.813,92.813,108.985,90.201,108.985,0.000
1181,397.913,118.919,118.919,108.795,90.028,108.795,0.000
1182,398.261,75.437,75.437,108.604,89.854,108.604,0.000
1183,398.608,139.076,139.076,108.413,89.681,108.413,0.000
1184,398.956,124.025,124.025,108.221,89.507,108.221,0.000
1185,399.304,122.442,122.442,108.027,89.334,108.027,0.000
1186,399.652,86.125,86.125,107.830,89.160,107.830,0.000
1187,400.000,115.914,115.914,107.631,88.987,107.631,0.000
1188,400.347,97.965,97.965,107.429,88.813,107.429,0.000
1189,400.695,85.658,85.658,107.224,88.639,107.224,0.000
1190,401.043,134.973,134.973,107.014,88.466,107.014,0.000
1191,401.391,61.390,61.390,106.799,88.292,106.799,0.000
1192,401.739,88.708,88.708,106.580,88.119,106.580,0.000
1193,402.086,104.754,104.754,106.356,87.945,106.356,0.000
1194,402.434,136.019,136.019,106.125,87.772,106.125,0.000
1195,402.782,95.748,95.748,105.889,87.598,105.889,0.000
1196,403.130,167.864,167.864,105.647,87.425,105.647,0.000
1197,403.478,107.390,107.390,105.398,87.251,105.398,0.000
1198,403.826,93.650,93.650,105.143,87.078,105.143,0.000
1199,404.173,139.859,139.859,104.880,86.904,104.880,0.000
1200,404.521,145.019,145.019,104.611,86.731,104.611,0.000
1201,404.869,102.811,102.811,104.334,86.557,104.334,0.000
1202,405.217,91.287,91.287,104.050,86.384,104.050,0.000
1203,405.565,123.117,123.117,103.759,86.210,103.759,0.000
1204,405.913,93.808,93.808,103.460,86.036,103.460,0.000
1205,406.261,93.225,93.225,103.134,85.843,103.134,0.000
1206,406.609,113.490,113.490,102.799,85.649,102.799,0.000
1207,406.956,100.596,100.596,102.458,85.455,102.458,0.000
1208,407.304,113.811,113.811,102.109,85.261,102.109,0.000
1209,407.652,150.647,150.647,101.752,85.067,101.752,0.000
1210,408.000,82.493,82.493,101.389,84.873,101.389,0.000
1211,408.348,106.854,106.854,101.018,84.679,101.018,0.000
1212,408.696,110.279,110.279,100.640,84.486,100.640,0.000
1213,409.044,98.120,98.120,100.256,84.292,100.256,0.000
1214,409.392,126.380,126.380,99.865,84.098,99.865,0.000
1215,409.740,79.545,79.545,99.467,83.904,99.467,0.000
1216,410.088,55.073,55.073,99.064,83.710,99.064,0.000
1217,410.436,38.125,38.125,98.654,83.516,98.654,0.000
1218,410.784,114.800,114.800,98.239,83.322,98.239,0.000
1219,411.132,112.748,112.748,97.819,83.129,97.819,0.000
1220,411.479,52.017,52.017,97.393,82.935,97.393,0.000
1221,411.827,104.429,104.429,96.963,82.741,96.963,0.000
1222,412.175,75.227,75.227,96.529,82.547,96.529,0.000
1223,412.523,103.639,103.639,96.090,82.353,96.090,0.000
1224,412.871,88.490,88.490,95.648,82.159,95.648,0.000
1225,413.219,64.596,64.596,95.202,81.965,95.202,0.000
1226,413.567,95.122,95.122,94.753,81.771,94.753,0.000
1227,413.915,115.957,115.957,94.301,81.578,94.301,0.000
1228,414.263,46.650,46.650,93.847,81.384,93.847,0.000
1229,414.611,84.119,84.119,93.391,81.190,93.391,0.000
1230,414.959,49.227,49.227,92.933,80.996,92.933,0.000
1231,415.307,93.173,93.173,92.474,80.802,92.474,0.000
1232,415.655,84.325,84.325,92.014,80.608,92.014,0.000
1233,416.003,47.591,47.591,91.553,80.414,91.553,0.000
1234,416.351,51.748,51.748,91.093,80.221,91.093,0.000
1235,416.699,67.436,67.436,90.632,80.027,90.632,0.000
1236,417.047,171.371,171.371,90.171,79.833,90.171,0.000
1237,417.395,80.650,80.650,89.712,79.639,89.712,0.000
1238,417.743,43.745,43.745,89.253,79.445,89.253,0.000
1239,418.091,114.693,114.693,88.796,79.251,88.796,0.000
1240,418.440,96.856,96.856,88.340,79.057,88.340,0.000
1241,418.788,57.643,57.643,87.886,78.863,87.886,0.000
1242,419.136,77.642,77.642,87.435,78.670,87.435,0.000
1243,419.484,75.800,75.800,86.985,78.476,86.985,0.000
1244,419.832,79.059,79.059,86.539,78.282,86.539,0.000
1245,420.180,99.269,99.269,86.096,78.088,86.096,0.000
1246,420.528,95.479,95.479,85.655,77.894,85.655,0.000
1247,420.876,45.279,45.279,85.218,77.700,85.218,0.000
1248,421.224,68.334,68.334,84.785,77.506,84.785,0.000
1249,421.572,120.479,120.479,84.356,77.313,84.356,0.000
1250,421.920,78.010,78.010,83.930,77.119,83.930,0.000
1251,422.268,64.796,64.796,83.509,76.925,83.509,0.000
1252,422.617,93.534,93.534,83.092,76.731,83.092,0.000
1253,422.965,81.797,81.797,82.679,76.537,82.679,0.000
1254,423.313,69.376,69.376,82.271,76.343,82.271,0.000
1255,423.661,70.537,70.537,81.867,76.149,81.867,0.000
1256,424.009,110.480,110.480,81.468,75.956,81.468,0.000
1257,424.357,100.429,100.429,81.074,75.762,81.074,0.000
1258,424.705,108.799,108.799,80.685,75.568,80.685,0.000
1259,425.053,120.748,120.748,80.301,75.374,80.301,0.000
1260,425.402,87.845,87.845,79.921,75.180,79.921,0.000
1261,425.750,81.379,81.379,79.547,74.986,79.547,0.000
1262,426.098,85.900,85.900,79.178,74.792,79.178,0.000
1263,426.446,85.273,85.273,78.814,74.598,78.814,0.000
1264,426.794,71.851,71.851,78.454,74.405,78.454,0.000
1265,427.142,95.317,95.317,78.100,74.211,78.100,0.000
1266,427.491,66.735,66.735,77.751,74.017,77.751,0.000
1267,427.839,48.059,48.059,77.406,73.823,77.406,0.000
1268,428.187,75.697,75.697,77.067,73.629,77.067,0.000
1269,428.535,55.903,55.903,76.732,73.435,76.732,0.000
1270,428.883,75.590,75.590,76.403,73.241,76.403,0.000
1271,429.232,44.166,44.166,76.078,73.048,76.078,0.000
1272,429.580,97.689,97.689,75.758,72.854,75.758,0.000
1273,429.928,76.693,76.693,75.442,72.660,75.442,0.000
1274,430.276,50.322,50.322,75.131,72.466,75.131,0.000
1275,430.624,69.106,69.106,74.824,72.272,74.824,0.000
1276,430.973,77.216,77.216,74.522,72.078,74.522,0.000
1277,431.321,48.426,48.426,74.224,71.884,74.224,0.000
1278,431.669,88.482,88.482,73.930,71.691,73.930,0.000
1279,432.017,98.374,98.374,73.640,71.497,73.640,0.000
1280,432.366,63.477,63.477,73.355,71.303,73.355,0.000
1281,432.714,111.683,111.683,73.073,71.109,73.073,0.000
1282,433.062,32.059,32.059,72.794,70.915,72.794,0.000
1283,433.410,30.426,30.426,72.520,70.721,72.520,0.000
1284,433.759,101.374,101.374,72.249,70.527,72.249,0.000
1285,434.107,49.792,49.792,71.982,70.333,71.982,0.000
1286,434.455,71.851,71.851,71.717,70.140,71.717,0.000
1287,434.803,103.426,103.426,71.456,69.946,71.456,0.000
1288,435.152,64.482,64.482,71.199,69.752,71.199,0.000
1289,435.500,40.108,40.108,70.944,69.558,70.944,0.000
1290,435.848,73.582,73.582,70.692,69.364,70.692,0.000
1291,436.197,59.060,59.060,70.443,69.170,70.443,0.000
1292,436.545,55.261,55.261,70.196,68.976,70.196,0.000
1293,436.893,73.059,73.059,69.952,68.783,69.952,0.000
1294,437.242,81.791,81.791,69.711,68.589,69.711,0.000
1295,437.590,58.319,58.319,69.472,68.395,69.472,0.000
1296,437.938,77.265,77.265,69.235,68.201,69.235,0.000
1297,438.287,67.366,67.366,69.001,68.007,69.001,0.000
1298,438.635,36.265,36.265,68.768,67.813,68.768,0.000
1299,438.983,59.791,59.791,68.538,67.619,68.538,0.000
1300,439.332,58.317,58.317,68.309,67.426,68.309,0.000
1301,439.680,79.052,79.052,68.082,67.232,68.082,0.000
1302,440.028,46.903,46.903,67.857,67.038,67.857,0.000
1303,440.377,74.265,74.265,67.634,66.844,67.634,0.000
1304,440.725,72.685,72.685,67.412,66.650,67.412,0.000
1305,441.073,83.689,83.689,67.192,66.456,67.192,0.000
1306,441.422,69.002,69.002,66.973,66.262,66.973,0.000
1307,441.770,68.002,68.002,66.756,66.068,66.756,0.000
1308,442.119,44.948,44.948,66.540,65.875,66.540,0.000
1309,442.467,33.637,33.637,66.325,65.681,66.325,0.000
1310,442.815,103.108,103.108,66.112,65.487,66.112,0.000
1311,443.164,77.528,77.528,65.899,65.293,65.899,0.000
1312,443.512,54.577,54.577,65.688,65.099,65.688,0.000
1313,443.861,78.160,78.160,65.478,64.905,65.478,0.000
1314,444.209,42.899,42.899,65.268,64.711,65.268,0.000
1315,444.557,46.000,46.000,65.060,64.518,65.060,0.000
1316,444.906,61.788,61.788,64.852,64.324,64.852,0.000
1317,445.254,45.477,45.477,64.646,64.130,64.646,0.000
1318,445.603,36.158,36.158,64.440,63.936,64.440,0.000
1319,445.951,77.739,77.739,64.235,63.742,64.235,0.000
1320,446.300,17.420,17.420,64.030,63.548,64.030,0.000
1321,446.648,50.848,50.848,63.827,63.354,63.827,0.000
1322,446.996,84.737,84.737,63.624,63.161,63.624,0.000
1323,447.345,61.949,61.949,63.422,62.967,63.422,0.000
1324,447.693,52.157,52.157,63.220,62.773,63.220,0.000
1325,448.042,67.846,67.846,63.019,62.579,63.019,0.000
1326,448.390,32.792,32.792,62.819,62.385,62.819,0.000
1327,448.739,60.995,60.995,62.619,62.191,62.619,0.000
1328,449.087,61.735,61.735,62.420,61.997,62.420,0.000
1329,449.436,58.319,58.319,62.222,61.803,62.222,0.000
1330,449.784,43.529,43.529,62.024,61.610,62.024,0.000
1331,450.133,96.211,96.211,61.826,61.416,61.826,0.000
1332,450.481,64.003,64.003,61.629,61.222,61.629,0.000
1333,450.830,80.048,80.048,61.433,61.028,61.433,0.000
1334,451.178,95.468,95.468,61.237,60.834,61.237,0.000
1335,451.527,70.052,70.052,61.042,60.640,61.042,0.000
1336,451.875,66.103,66.103,60.848,60.446,60.848,0.000
1337,452.224,64.477,64.477,60.654,60.253,60.654,0.000
1338,452.572,51.261,51.261,60.461,60.059,60.461,0.000
1339,452.921,74.106,74.106,60.268,59.865,60.268,0.000
1340,453.269,46.995,46.995,60.076,59.671,60.076,0.000
1341,453.618,41.523,41.523,59.885,59.477,59.885,0.000
1342,453.966,79.100,79.100,59.694,59.283,59.694,0.000
1343,454.315,77.417,77.417,59.505,59.089,59.505,0.000
1344,454.664,69.788,69.788,59.316,58.896,59.316,0.000
