spectrum,peak_kev,fwhm_kev,nuclide,line_kev,intensity_pct,one_line_nuclide,image_within_window,image_name,image_kev
ASN8_Th232_2048,907.442,56.671,Ac-228,911.000,25.800,0,0,,
ASN8_Th232_2048,962.859,59.273,Ac-228,964.000,4.990,0,0,,
ASN8_Th232_2048,1112.908,58.171,Eu-152,1111.000,13.670,0,0,,
ASN8_Th232_2048,1242.151,52.210,Bi-214,1238.000,5.830,0,0,,
ASN8_Th232_2048,1585.343,77.639,Ac-228,1588.000,3.220,0,0,,
ASN8_Th232_2048,1774.963,60.774,Bi-214,1764.000,15.290,0,0,,
ASN8_Th232_2048,2113.519,84.666,Tl-208 SE,2103.000,0.000,1,0,,
ASN8_Th232_2048,2323.977,119.410,Bi-214,2447.000,1.545,0,0,,
ASN8_Th232_2048,2614.168,104.701,Tl-208,2614.000,35.852,0,0,,
ASN8_Th232_3000,132.424,16.417,Ac-228,129.065,2.420,0,0,,
ASN8_Th232_3000,237.875,28.915,Pb-212,238.000,43.600,1,0,,
ASN8_Th232_3000,339.791,32.911,Ac-228,338.000,11.270,0,0,,
ASN8_Th232_3000,461.737,16.053,Ac-228,463.000,4.400,0,0,,
ASN8_Th232_3000,510.100,26.312,Tl-208,510.000,8.122,0,1,Annihilation,511.000
ASN8_Th232_3000,584.407,45.748,Tl-208,583.000,30.549,0,0,,
ASN8_Th232_3000,911.566,57.816,Ac-228,911.000,25.800,0,0,,
ASN8_Th232_3000,965.179,60.337,Ac-228,964.000,4.990,0,0,,
ASN8_Th232_3000,1113.036,59.504,Eu-152,1111.000,13.670,0,0,,
ASN8_Th232_3000,1245.897,52.894,Bi-214,1238.000,5.830,0,0,,
ASN8_Th232_3000,1589.662,77.435,Ac-228,1588.000,3.220,0,0,,
ASN8_Th232_3000,1764.599,61.050,Bi-214,1764.000,15.290,0,0,,
ASN8_Th232_3000,2114.018,88.927,Tl-208 SE,2103.000,0.000,1,0,,
ASN8_Th232_3000,2320.792,106.717,Bi-214,2447.000,1.545,0,0,,
ASN8_Th232_3000,2609.406,107.500,Tl-208,2614.000,35.852,0,0,,
ASN8_Th232_4096,132.329,15.121,Ac-228,129.065,2.420,0,0,,
ASN8_Th232_4096,236.804,29.022,Pb-212,238.000,43.600,1,0,,
ASN8_Th232_4096,340.338,32.842,Ac-228,338.000,11.270,0,0,,
ASN8_Th232_4096,460.179,17.645,Ac-228,463.000,4.400,0,0,,
ASN8_Th232_4096,510.574,26.485,Annihilation,511.000,0.000,0,1,Annihilation,511.000
ASN8_Th232_4096,581.487,45.532,Tl-208,583.000,30.549,0,0,,
ASN8_Th232_4096,724.812,45.553,Ac-228,726.863,0.620,0,0,,
ASN8_Th232_4096,909.778,55.240,Ac-228,911.000,25.800,0,0,,
ASN8_Th232_4096,963.584,51.995,Ac-228,964.000,4.990,0,0,,
ASN8_Th232_4096,1112.641,58.827,Eu-152,1111.000,13.670,0,0,,
ASN8_Th232_4096,1244.792,52.575,Bi-214,1238.000,5.830,0,0,,
ASN8_Th232_4096,1585.018,76.533,Ac-228,1588.000,3.220,0,0,,
ASN8_Th232_4096,1764.666,60.054,Bi-214,1764.000,15.290,0,0,,
ASN8_Th232_4096,2111.205,82.504,Tl-208 SE,2103.000,0.000,1,0,,
ASN8_Th232_4096,2322.752,109.077,Bi-214,2447.000,1.545,0,0,,
ASN8_Th232_4096,2617.937,104.277,Tl-208,2614.000,35.852,0,0,,
ASN8_Th232_8192,134.596,13.554,Ac-228,129.065,2.420,0,0,,
ASN8_Th232_8192,237.132,31.239,Pb-212,238.000,43.600,1,0,,
ASN8_Th232_8192,340.563,33.401,Ac-228,338.000,11.270,0,0,,
ASN8_Th232_8192,458.820,17.185,Ac-228,463.000,4.400,0,0,,
ASN8_Th232_8192,511.220,25.819,Annihilation,511.000,0.000,0,1,Annihilation,511.000
ASN8_Th232_8192,584.953,45.021,Tl-208,583.000,30.549,0,0,,
ASN8_Th232_8192,725.571,43.301,Ac-228,726.863,0.620,0,0,,
ASN8_Th232_8192,907.082,49.612,Ac-228,911.000,25.800,0,0,,
ASN8_Th232_8192,967.927,41.650,Ac-228,968.000,15.800,0,0,,
ASN8_Th232_8192,1113.410,59.473,Eu-152,1111.000,13.670,0,0,,
ASN8_Th232_8192,1245.796,54.208,Bi-214,1238.000,5.830,0,0,,
ASN8_Th232_8192,1584.582,70.217,Ac-228,1588.000,3.220,0,0,,
ASN8_Th232_8192,1760.869,57.224,Bi-214,1764.000,15.290,0,0,,
ASN8_Th232_8192,2111.793,70.820,Tl-208 SE,2103.000,0.000,1,0,,
ASN8_Th232_8192,2324.762,113.128,Bi-214,2447.000,1.545,0,0,,
ASN8_Th232_8192,2613.149,91.573,Tl-208,2614.000,35.852,0,0,,
ASN8_UGlass,54.480,18.355,W x-ray,57.981,57.600,0,1,W x-ray,57.981
ASN8_UGlass,86.437,21.116,Pb x-ray,87.300,8.000,0,1,Pb x-ray,87.300
ASN8_UGlass,181.100,27.669,U-235,185.715,57.000,0,0,,
ASN8_UGlass,763.335,53.888,Pa-234m,766.000,0.317,0,0,,
ASN8_UGlass,1001.276,56.564,Pa-234m,1001.000,0.842,0,0,,
ASN8_UGlass,1464.848,69.086,K-40,1460.000,10.660,1,0,,
ASN8_UGlass,2628.277,107.782,Tl-208,2614.000,35.852,0,0,,
G1S16_Am241_P25,60.691,10.540,Am-241,59.541,35.900,0,1,W x-ray,59.318
G1S16_Am241_P25,1438.873,87.060,K-40,1460.000,10.660,1,0,,
G1S16_Am241_P5,56.265,10.566,W x-ray,57.981,57.600,0,1,W x-ray,57.981
G1S16_Am241_P5,123.210,12.070,Eu-152,125.000,28.530,0,0,,
G1S16_Ba133_P25,48.227,8.216,Pb-210,46.539,4.250,1,1,W x-ray,57.981
G1S16_Ba133_P25,77.044,12.205,Pb x-ray,74.969,100.000,0,1,Pb x-ray,74.969
G1S16_Ba133_P25,354.589,30.847,Pb-214,353.000,35.717,0,0,,
G1S16_Ba133_P25,613.849,49.690,Ag-108m,614.000,89.800,0,0,,
G1S16_Ba133_P25,1466.779,79.079,K-40,1460.000,10.660,1,0,,
G1S16_Ba133_P25,1788.099,80.619,Bi-214,1764.000,15.290,0,0,,
G1S16_Ba133_P25,2627.011,89.179,Tl-208,2614.000,35.852,0,0,,
G1S16_Ba133_P5,47.498,8.085,Pb-210,46.539,4.250,1,1,W x-ray,57.981
G1S16_Ba133_P5,76.499,12.185,Pb x-ray,74.969,100.000,0,1,Pb x-ray,74.969
G1S16_Ba133_P5,114.307,11.542,Th-234,112.810,0.210,1,0,,
G1S16_Ba133_P5,358.302,31.606,Ba-133,358.000,62.050,1,0,,
G1S16_Ba133_P5,1471.334,64.571,K-40,1460.000,10.660,1,0,,
G1S16_Cd109_P25,85.679,12.255,Pb x-ray,84.936,23.000,0,1,Pb x-ray,84.936
G1S16_Cd109_P25,345.626,32.360,Eu-152,345.000,26.590,0,0,,
G1S16_Cd109_P25,610.664,47.510,Bi-214,609.000,45.440,0,0,,
G1S16_Cd109_P25,1472.472,77.994,K-40,1460.000,10.660,1,0,,
G1S16_Cd109_P25,2614.562,88.908,Tl-208,2614.000,35.852,0,0,,
G1S16_Cd109_P5,53.636,9.262,W x-ray,57.981,57.600,0,1,W x-ray,57.981
G1S16_Cd109_P5,85.764,12.924,Pb x-ray,84.936,23.000,0,1,Pb x-ray,84.936
G1S16_Cd109_P5,1468.490,67.951,K-40,1460.000,10.660,1,0,,
G1S16_Ce139_P25,343.106,27.686,Eu-152,345.000,26.590,0,0,,
G1S16_Ce139_P25,606.212,39.039,Bi-214,609.000,45.440,0,0,,
G1S16_Ce139_P25,1452.611,77.196,K-40,1460.000,10.660,1,0,,
G1S16_Ce139_P25,1762.419,76.287,Bi-214,1764.000,15.290,0,0,,
G1S16_Ce139_P25,2609.978,89.729,Tl-208,2614.000,35.852,0,0,,
G1S16_Ce139_P5,105.730,15.659,Np-239,106.000,25.340,0,1,Pb x-ray,87.300
G1S16_Ce139_P5,205.235,10.772,U-237,208.005,21.200,1,0,,
G1S16_Ce139_P5,516.956,38.202,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Ce139_P5,1467.391,71.802,K-40,1460.000,10.660,1,0,,
G1S16_Co57_P5,85.326,12.886,Pb x-ray,84.936,23.000,0,1,Pb x-ray,84.936
G1S16_Co57_P5,1464.057,89.413,K-40,1460.000,10.660,1,0,,
G1S16_Co60_P25,237.362,32.041,Pb-212,238.000,43.600,1,0,,
G1S16_Co60_P25,848.893,40.437,Ac-228,835.000,1.610,0,0,,
G1S16_Co60_P25,908.705,55.682,Ac-228,911.000,25.800,0,0,,
G1S16_Co60_P25,1170.069,66.742,Co-60,1173.000,99.850,0,0,,
G1S16_Co60_P25,1329.878,73.113,Co-60,1332.000,99.983,0,0,,
G1S16_Co60_P5,229.424,39.873,Np-239,228.000,10.730,0,0,,
G1S16_Co60_P5,508.906,35.995,Tl-208,510.000,8.122,0,1,Annihilation,511.000
G1S16_Co60_P5,846.830,48.608,Ac-228,835.000,1.610,0,0,,
G1S16_Co60_P5,916.155,59.963,Ac-228,911.000,25.800,0,0,,
G1S16_Co60_P5,1173.432,65.934,Co-60,1173.000,99.850,0,0,,
G1S16_Co60_P5,1334.406,73.303,Co-60,1332.000,99.983,0,0,,
G1S16_Co60_P5,1589.746,73.612,Ac-228,1588.000,3.220,0,0,,
G1S16_Co60_P5,2546.728,104.866,Tl-208,2614.000,35.852,0,0,,
G1S16_Cs137_Mar,198.469,32.433,Lu-176,202.000,77.969,0,0,,
G1S16_Cs137_Mar,439.368,37.144,Ag-108m,433.000,90.500,0,0,,
G1S16_Cs137_Mar,663.134,47.791,Cs-137,662.000,85.100,1,0,,
G1S16_Cs137_Mar,1453.210,72.890,K-40,1460.000,10.660,1,0,,
G1S16_Cs137_Mar_2,189.499,25.406,Ra-226,186.211,3.640,1,0,,
G1S16_Cs137_Mar_2,667.217,47.342,Cs-137,662.000,85.100,1,0,,
G1S16_Cs137_Mar_2,1460.408,79.470,K-40,1460.000,10.660,1,0,,
G1S16_Cs137_P25,79.324,9.887,Pb x-ray,74.969,100.000,0,1,Pb x-ray,74.969
G1S16_Cs137_P25,185.850,26.228,U-235,185.715,57.000,0,0,,
G1S16_Cs137_P25,440.141,37.758,Ag-108m,433.000,90.500,0,0,,
G1S16_Cs137_P25,656.937,47.674,Cs-137,662.000,85.100,1,0,,
G1S16_Cs137_P25,1458.695,78.993,K-40,1460.000,10.660,1,0,,
G1S16_Cs137_P25,1756.360,79.045,Bi-214,1764.000,15.290,0,0,,
G1S16_Cs137_P25,2607.084,105.360,Tl-208,2614.000,35.852,0,0,,
G1S16_Cs137_P5,186.535,29.792,Ra-226,186.211,3.640,1,0,,
G1S16_Cs137_P5,440.311,40.598,Ag-108m,433.000,90.500,0,0,,
G1S16_Cs137_P5,661.291,47.435,Cs-137,662.000,85.100,1,0,,
G1S16_Cs137_P5,872.155,48.508,Ac-228,911.000,25.800,0,0,,
G1S16_Cs137_P5,1344.004,93.126,Co-60,1332.000,99.983,0,0,,
G1S16_Cs137_P5,1480.188,48.429,K-40,1460.000,10.660,1,0,,
G1S16_Eu152_P25,94.299,12.715,Pb x-ray,87.300,8.000,0,1,Pb x-ray,87.300
G1S16_Eu152_P25,120.326,14.850,Eu-152,125.000,28.530,0,0,,
G1S16_Eu152_P25,242.602,23.242,Eu-152,244.000,7.550,0,0,,
G1S16_Eu152_P25,342.507,30.975,Eu-152,345.000,26.590,0,0,,
G1S16_Eu152_P25,419.412,28.093,Ac-228,409.000,1.920,0,0,,
G1S16_Eu152_P25,685.519,32.883,Cs-137,662.000,85.100,1,0,,
G1S16_Eu152_P25,782.106,47.472,Eu-152,780.000,12.930,0,0,,
G1S16_Eu152_P25,869.972,23.693,Ac-228,835.000,1.610,0,0,,
G1S16_Eu152_P25,967.240,54.620,Ac-228,968.000,15.800,0,0,,
G1S16_Eu152_P25,1104.468,69.153,Eu-152,1111.000,13.670,0,0,,
G1S16_Eu152_P25,1422.746,77.030,K-40,1460.000,10.660,1,0,,
G1S16_Eu152_P25,1771.448,80.022,Bi-214,1764.000,15.290,0,0,,
G1S16_Eu152_P25,2622.037,104.055,Tl-208,2614.000,35.852,0,0,,
G1S16_Eu152_P5,85.326,13.318,Pb x-ray,84.936,23.000,0,1,Pb x-ray,84.936
G1S16_Eu152_P5,120.292,15.202,Eu-152,125.000,28.530,0,0,,
G1S16_Eu152_P5,243.437,23.604,Eu-152,244.000,7.550,0,0,,
G1S16_Eu152_P5,346.903,31.222,Eu-152,345.000,26.590,0,0,,
G1S16_Eu152_P5,685.359,34.694,Cs-137,662.000,85.100,1,0,,
G1S16_Eu152_P5,785.244,48.786,Eu-152,780.000,12.930,0,0,,
G1S16_Eu152_P5,876.372,24.193,Ac-228,911.000,25.800,0,0,,
G1S16_Eu152_P5,970.815,55.128,Ac-228,968.000,15.800,0,0,,
G1S16_Eu152_P5,1111.377,68.160,Eu-152,1111.000,13.670,0,0,,
G1S16_Eu152_P5,1421.079,75.729,K-40,1460.000,10.660,1,0,,
G1S16_K40_Mar,511.343,31.252,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_K40_Mar,1179.052,77.597,Co-60,1173.000,99.850,0,0,,
G1S16_K40_Mar,1452.043,75.595,K-40,1460.000,10.660,1,0,,
G1S16_K40_Mar,2608.934,102.813,Tl-208,2614.000,35.852,0,0,,
G1S16_K40_Mar_2,241.629,23.538,Pb-214,241.000,7.262,0,0,,
G1S16_K40_Mar_2,525.286,33.195,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_K40_Mar_2,1490.336,78.135,K-40,1460.000,10.660,1,0,,
G1S16_Mix_Denta100,58.750,14.346,W x-ray,59.318,100.000,0,1,W x-ray,59.318
G1S16_Mix_Denta100,120.633,14.847,Eu-152,125.000,28.530,0,0,,
G1S16_Mix_Denta100,241.666,22.286,Pb-214,241.000,7.262,0,0,,
G1S16_Mix_Denta100,345.210,29.806,Eu-152,345.000,26.590,0,0,,
G1S16_Mix_Denta100,511.308,39.485,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Mix_Denta100,660.053,46.059,Cs-137,662.000,85.100,1,0,,
G1S16_Mix_Denta100,779.351,46.632,Eu-152,780.000,12.930,0,0,,
G1S16_Mix_Denta100,964.794,49.845,Ac-228,964.000,4.990,0,0,,
G1S16_Mix_Denta100,1694.787,78.849,Bi-214,1764.000,15.290,0,0,,
G1S16_Mix_Mar,54.906,14.226,W x-ray,57.981,57.600,0,1,W x-ray,57.981
G1S16_Mix_Mar,69.748,10.339,W x-ray,69.067,8.000,0,1,W x-ray,69.067
G1S16_Mix_Mar,117.262,15.008,Th-234,112.810,0.210,1,0,,
G1S16_Mix_Mar,146.974,10.401,U-235,145.000,10.960,0,0,,
G1S16_Mix_Mar,185.617,23.398,U-235,185.715,57.000,0,0,,
G1S16_Mix_Mar,242.134,22.535,Pb-214,241.000,7.262,0,0,,
G1S16_Mix_Mar,343.377,29.265,Eu-152,345.000,26.590,0,0,,
G1S16_Mix_Mar,513.426,40.293,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Mix_Mar,665.910,46.267,Cs-137,662.000,85.100,1,0,,
G1S16_Mix_Mar,779.731,45.218,Eu-152,780.000,12.930,0,0,,
G1S16_Mix_Mar,866.713,29.398,Ac-228,835.000,1.610,0,0,,
G1S16_Mix_Mar,965.817,50.354,Ac-228,964.000,4.990,0,0,,
G1S16_Mix_Mar,2640.147,175.908,Tl-208,2614.000,35.852,0,0,,
G1S16_Mix_Petri,58.563,13.933,W x-ray,57.981,57.600,0,1,W x-ray,57.981
G1S16_Mix_Petri,120.479,14.782,Eu-152,125.000,28.530,0,0,,
G1S16_Mix_Petri,244.503,22.487,Eu-152,244.000,7.550,0,0,,
G1S16_Mix_Petri,339.170,29.678,Ac-228,338.000,11.270,0,0,,
G1S16_Mix_Petri,514.101,39.716,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Mix_Petri,662.743,46.076,Cs-137,662.000,85.100,1,0,,
G1S16_Mix_Petri,778.937,45.181,Eu-152,780.000,12.930,0,0,,
G1S16_Mix_Petri,958.127,51.711,Ac-228,964.000,4.990,0,0,,
G1S16_Mix_Petri,1704.329,81.444,Bi-214,1764.000,15.290,0,0,,
G1S16_Mix_Petri,2609.721,98.597,Tl-208,2614.000,35.852,0,0,,
G1S16_Mn54_P25,76.689,12.870,Pb x-ray,74.969,100.000,0,1,Pb x-ray,74.969
G1S16_Mn54_P25,352.954,22.856,Pb-214,353.000,35.717,0,0,,
G1S16_Mn54_P25,596.078,46.952,Bi-214,609.000,45.440,0,0,,
G1S16_Mn54_P25,836.424,55.205,Ac-228,835.000,1.610,0,0,,
G1S16_Mn54_P25,1456.964,77.060,K-40,1460.000,10.660,1,0,,
G1S16_Mn54_P25,1770.740,73.141,Bi-214,1764.000,15.290,0,0,,
G1S16_Mn54_P25,2623.604,100.904,Tl-208,2614.000,35.852,0,0,,
G1S16_Mn54_P5,187.853,30.782,Ra-226,186.211,3.640,1,0,,
G1S16_Mn54_P5,584.557,51.709,Tl-208,583.000,30.549,0,1,Annihilation,511.000
G1S16_Mn54_P5,837.726,55.687,Ac-228,835.000,1.610,0,0,,
G1S16_Mn54_P5,1476.455,75.150,K-40,1460.000,10.660,1,0,,
G1S16_Na22_P25,186.613,28.716,Ra-226,186.211,3.640,1,0,,
G1S16_Na22_P25,511.305,40.960,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Na22_P25,1002.389,92.050,Annihilation (sum 511+511),1022.000,0.000,0,0,,
G1S16_Na22_P25,1460.400,62.650,K-40,1460.000,10.660,1,0,,
G1S16_Na22_P25,2601.252,88.493,Tl-208,2614.000,35.852,0,0,,
G1S16_Na22_P5,43.015,13.177,Pb-210,46.539,4.250,1,1,W x-ray,57.981
G1S16_Na22_P5,244.872,18.202,Eu-152,244.000,7.550,0,0,,
G1S16_Na22_P5,513.022,40.980,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Na22_P5,779.426,35.540,Eu-152,780.000,12.930,0,0,,
G1S16_Na22_P5,1001.617,70.378,Annihilation (sum 511+511),1022.000,0.000,0,0,,
G1S16_Na22_P5,1254.473,70.924,Bi-214,1238.000,5.830,0,0,,
G1S16_Na22_P5,1460.773,81.738,K-40,1460.000,10.660,1,0,,
G1S16_Na22_P5,1793.338,85.472,Bi-214,1764.000,15.290,0,0,,
G1S16_Ra226_Mar,70.140,12.104,W x-ray,69.067,8.000,0,1,W x-ray,69.067
G1S16_Ra226_Mar,147.049,17.751,U-235,145.000,10.960,0,0,,
G1S16_Ra226_Mar,182.573,17.921,U-235,185.715,57.000,0,0,,
G1S16_Ra226_Mar,241.818,21.921,Pb-214,241.000,7.262,0,0,,
G1S16_Ra226_Mar,295.181,25.229,Pb-214,295.000,18.467,0,0,,
G1S16_Ra226_Mar,354.518,30.712,Pb-214,353.000,35.717,0,0,,
G1S16_Ra226_Mar,613.202,43.626,Ag-108m,614.000,89.800,0,0,,
G1S16_Ra226_Mar,774.225,48.790,Eu-152,780.000,12.930,0,0,,
G1S16_Ra226_Mar,938.594,51.825,Ac-228,964.000,4.990,0,0,,
G1S16_Ra226_Mar,1118.325,62.767,Bi-214,1120.000,14.900,0,0,,
G1S16_Ra226_Mar,1247.400,55.391,Bi-214,1238.000,5.830,0,0,,
G1S16_Ra226_Mar,1385.728,68.587,Bi-214,1377.000,3.985,0,0,,
G1S16_Ra226_Mar,1756.868,87.190,Bi-214,1764.000,15.290,0,0,,
G1S16_Ra226_Mar,2202.831,99.705,Bi-214,2204.000,4.920,0,0,,
G1S16_Ra226_Mar,2458.844,98.446,Bi-214,2447.000,1.545,0,0,,
G1S16_Ra226_Mar_2,69.319,12.301,W x-ray,69.067,8.000,0,1,W x-ray,69.067
G1S16_Ra226_Mar_2,147.436,20.997,U-235,145.000,10.960,0,0,,
G1S16_Ra226_Mar_2,180.486,18.709,U-235,185.715,57.000,0,0,,
G1S16_Ra226_Mar_2,240.576,21.703,Pb-214,241.000,7.262,0,0,,
G1S16_Ra226_Mar_2,294.657,24.777,Pb-214,295.000,18.467,0,0,,
G1S16_Ra226_Mar_2,351.743,30.270,Pb-214,353.000,35.717,0,0,,
G1S16_Ra226_Mar_2,613.136,44.053,Ag-108m,614.000,89.800,0,0,,
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,780.000,12.930,0,0,,
G1S16_Ra226_Mar_2,937.623,53.758,Ac-228,964.000,4.990,0,0,,
G1S16_Ra226_Mar_2,1120.898,62.017,Bi-214,1120.000,14.900,0,0,,
G1S16_Ra226_Mar_2,1247.088,53.941,Bi-214,1238.000,5.830,0,0,,
G1S16_Ra226_Mar_2,1388.300,67.820,Bi-214,1377.000,3.985,0,0,,
G1S16_Ra226_Mar_2,1520.499,47.853,K-40,1460.000,10.660,1,0,,
G1S16_Ra226_Mar_2,1751.846,85.111,Bi-214,1764.000,15.290,0,0,,
G1S16_Ra226_Mar_2,2205.528,97.274,Bi-214,2204.000,4.920,0,0,,
G1S16_Ra226_Mar_2,2454.902,103.740,Bi-214,2447.000,1.545,0,0,,
G1S16_Th228_P25,76.639,12.370,Pb x-ray,74.969,100.000,0,1,Pb x-ray,74.969
G1S16_Th228_P25,238.254,23.088,Pb-212,238.000,43.600,1,0,,
G1S16_Th228_P25,293.607,25.474,Pb-214,295.000,18.467,0,0,,
G1S16_Th228_P25,346.270,25.329,Eu-152,345.000,26.590,0,0,,
G1S16_Th228_P25,514.351,31.999,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Th228_P25,585.661,42.476,Tl-208,583.000,30.549,0,0,,
G1S16_Th228_P25,732.104,54.309,Bi-212,727.330,6.670,1,0,,
G1S16_Th228_P25,1112.594,55.522,Eu-152,1111.000,13.670,0,0,,
G1S16_Th228_P25,1462.362,74.193,K-40,1460.000,10.660,1,0,,
G1S16_Th228_P25,1766.224,68.930,Bi-214,1764.000,15.290,0,0,,
G1S16_Th228_P25,2109.872,83.813,Tl-208 SE,2103.000,0.000,1,0,,
G1S16_Th228_P25,2622.846,105.346,Tl-208,2614.000,35.852,0,0,,
G1S16_Th228_P5,71.960,12.580,Pb x-ray,72.804,59.500,0,1,Pb x-ray,72.804
G1S16_Th228_P5,128.163,19.254,Ac-228,129.065,2.420,0,0,,
G1S16_Th228_P5,237.706,23.969,Pb-212,238.000,43.600,1,0,,
G1S16_Th228_P5,299.934,25.638,Pb-214,295.000,18.467,0,0,,
G1S16_Th228_P5,510.621,32.375,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Th228_P5,587.888,41.776,Tl-208,583.000,30.549,0,0,,
G1S16_Th228_P5,730.695,47.999,Bi-212,727.330,6.670,1,0,,
G1S16_Th228_P5,864.767,50.447,Ac-228,835.000,1.610,0,0,,
G1S16_Th228_P5,1585.917,72.738,Ac-228,1588.000,3.220,0,0,,
G1S16_Th228_P5,2121.929,87.489,Tl-208 SE,2103.000,0.000,1,0,,
G1S16_Th228_P5,2318.379,160.866,Bi-214,2204.000,4.920,0,0,,
G1S16_Th228_P5,2618.323,110.483,Tl-208,2614.000,35.852,0,0,,
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,72.804,59.500,0,1,Pb x-ray,72.804
G1S16_Th232_Denta100,123.475,14.133,Eu-152,125.000,28.530,0,0,,
G1S16_Th232_Denta100,238.504,23.130,Pb-212,238.000,43.600,1,0,,
G1S16_Th232_Denta100,336.035,28.164,Ac-228,338.000,11.270,0,0,,
G1S16_Th232_Denta100,516.800,27.382,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Th232_Denta100,585.120,40.055,Tl-208,583.000,30.549,0,0,,
G1S16_Th232_Denta100,730.965,42.364,Bi-212,727.330,6.670,1,0,,
G1S16_Th232_Denta100,910.099,50.130,Ac-228,911.000,25.800,0,0,,
G1S16_Th232_Denta100,969.944,39.388,Ac-228,968.000,15.800,0,0,,
G1S16_Th232_Denta100,1454.141,67.881,K-40,1460.000,10.660,1,0,,
G1S16_Th232_Denta100,1602.367,75.293,Ac-228,1588.000,3.220,0,0,,
G1S16_Th232_Denta100,2125.855,85.323,Tl-208 SE,2103.000,0.000,1,0,,
G1S16_Th232_Denta100,2623.441,110.290,Tl-208,2614.000,35.852,0,0,,
G1S16_Th232_Mar,72.870,12.145,Pb x-ray,72.804,59.500,0,1,Pb x-ray,72.804
G1S16_Th232_Mar,128.870,14.667,Ac-228,129.065,2.420,0,0,,
G1S16_Th232_Mar,238.048,23.193,Pb-212,238.000,43.600,1,0,,
G1S16_Th232_Mar,338.519,28.564,Ac-228,338.000,11.270,0,0,,
G1S16_Th232_Mar,462.824,20.950,Ac-228,463.000,4.400,0,0,,
G1S16_Th232_Mar,513.199,27.027,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Th232_Mar,584.375,41.697,Tl-208,583.000,30.549,0,0,,
G1S16_Th232_Mar,911.491,51.168,Ac-228,911.000,25.800,0,0,,
G1S16_Th232_Mar,965.158,39.930,Ac-228,964.000,4.990,0,0,,
G1S16_Th232_Mar,1588.153,80.820,Ac-228,1588.000,3.220,0,0,,
G1S16_Th232_Mar,2119.387,84.791,Tl-208 SE,2103.000,0.000,1,0,,
G1S16_Th232_Mar,2611.672,109.956,Tl-208,2614.000,35.852,0,0,,
G1S16_Th232_Mar_2,67.923,11.655,W x-ray,67.244,22.000,0,1,W x-ray,67.244
G1S16_Th232_Mar_2,124.239,14.680,Eu-152,125.000,28.530,0,0,,
G1S16_Th232_Mar_2,234.033,23.053,Pb-212,238.000,43.600,1,0,,
G1S16_Th232_Mar_2,335.072,28.474,Ac-228,338.000,11.270,0,0,,
G1S16_Th232_Mar_2,460.078,22.287,Ac-228,463.000,4.400,0,0,,
G1S16_Th232_Mar_2,513.717,25.938,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Th232_Mar_2,585.298,41.530,Tl-208,583.000,30.549,0,0,,
G1S16_Th232_Mar_2,731.660,43.168,Bi-212,727.330,6.670,1,0,,
G1S16_Th232_Mar_2,914.273,52.246,Ac-228,911.000,25.800,0,0,,
G1S16_Th232_Mar_2,968.245,43.846,Ac-228,968.000,15.800,0,0,,
G1S16_Th232_Mar_2,1115.369,61.213,Eu-152,1111.000,13.670,0,0,,
G1S16_Th232_Mar_2,1455.766,43.628,K-40,1460.000,10.660,1,0,,
G1S16_Th232_Mar_2,1597.805,81.646,Ac-228,1588.000,3.220,0,0,,
G1S16_Th232_Mar_2,2122.940,86.681,Tl-208 SE,2103.000,0.000,1,0,,
G1S16_Th232_Mar_2,2324.239,105.386,Bi-214,2447.000,1.545,0,0,,
G1S16_Th232_Mar_2,2627.180,109.262,Tl-208,2614.000,35.852,0,0,,
G1S16_Th232_Mar_3,41.961,8.965,Pb-210,46.539,4.250,1,0,,
G1S16_Th232_Mar_3,86.174,6.928,Pb x-ray,87.300,8.000,0,1,Pb x-ray,87.300
G1S16_Th232_Mar_3,127.464,15.398,Ac-228,129.065,2.420,0,0,,
G1S16_Th232_Mar_3,236.703,22.843,Pb-212,238.000,43.600,1,0,,
G1S16_Th232_Mar_3,337.230,28.243,Ac-228,338.000,11.270,0,0,,
G1S16_Th232_Mar_3,408.274,16.610,Ac-228,409.000,1.920,0,0,,
G1S16_Th232_Mar_3,461.603,21.888,Ac-228,463.000,4.400,0,0,,
G1S16_Th232_Mar_3,512.006,26.002,Annihilation,511.000,0.000,0,1,Annihilation,511.000
G1S16_Th232_Mar_3,586.190,41.041,Tl-208,583.000,30.549,0,0,,
G1S16_Th232_Mar_3,731.811,41.273,Bi-212,727.330,6.670,1,0,,
