ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-CsI,Xray-Pb,continuum
6818,2775.619,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6819,2776.038,0.000,-0.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6820,2776.457,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6821,2776.876,5.284,5.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6822,2777.295,1.284,1.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6823,2777.714,1.852,1.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6824,2778.134,0.000,-1.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6825,2778.553,0.000,-2.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6826,2778.972,1.284,1.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6827,2779.391,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6828,2779.810,0.000,-3.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6829,2780.229,2.852,2.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6830,2780.649,2.568,2.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6831,2781.068,0.000,-1.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6832,2781.487,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6833,2781.906,2.284,2.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6834,2782.325,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6835,2782.744,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6836,2783.163,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6837,2783.582,0.000,-1.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6838,2784.001,0.000,-2.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6839,2784.421,0.000,-1.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6840,2784.840,0.000,-0.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6841,2785.259,0.136,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6842,2785.678,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6843,2786.097,0.000,-3.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6844,2786.516,0.136,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6845,2786.935,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6846,2787.354,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6847,2787.773,0.000,-0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6848,2788.192,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6849,2788.611,2.568,2.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6850,2789.030,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6851,2789.449,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6852,2789.868,2.568,2.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6853,2790.287,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6854,2790.707,0.000,-2.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6855,2791.126,0.000,-1.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6856,2791.545,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6857,2791.964,4.568,4.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6858,2792.383,0.136,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6859,2792.802,0.852,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6860,2793.221,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6861,2793.640,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6862,2794.059,0.000,-2.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6863,2794.478,0.136,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6864,2794.897,1.284,1.284,0.001,0.001,0.000,0.000,0.000,0.000,0.001
6865,2795.316,0.000,-2.148,0.001,0.001,0.000,0.000,0.000,0.000,0.001
6866,2795.735,1.568,1.568,0.002,0.002,0.000,0.000,0.000,0.000,0.002
6867,2796.154,0.852,0.852,0.002,0.002,0.000,0.000,0.000,0.000,0.002
6868,2796.573,0.000,-0.148,0.003,0.003,0.000,0.000,0.000,0.000,0.003
6869,2796.992,1.568,1.568,0.004,0.004,0.000,0.000,0.000,0.000,0.004
6870,2797.411,0.000,-0.148,0.004,0.004,0.000,0.000,0.000,0.000,0.004
6871,2797.830,0.000,-0.432,0.005,0.005,0.000,0.000,0.000,0.000,0.005
6872,2798.248,2.284,2.284,0.005,0.005,0.000,0.000,0.000,0.000,0.005
6873,2798.667,0.136,0.136,0.006,0.006,0.000,0.000,0.000,0.000,0.006
6874,2799.086,0.000,-2.148,0.006,0.006,0.000,0.000,0.000,0.000,0.006
6875,2799.505,0.000,-4.013,0.007,0.007,0.000,0.000,0.000,0.000,0.007
6876,2799.924,0.000,-1.148,0.008,0.008,0.000,0.000,0.000,0.000,0.008
6877,2800.343,0.000,-1.148,0.008,0.008,0.000,0.000,0.000,0.000,0.008
6878,2800.762,0.000,-1.297,0.009,0.009,0.000,0.000,0.000,0.000,0.009
6879,2801.181,0.000,-2.148,0.009,0.009,0.000,0.000,0.000,0.000,0.009
6880,2801.600,0.000,-1.432,0.010,0.010,0.000,0.000,0.000,0.000,0.010
6881,2802.019,0.000,-1.148,0.011,0.011,0.000,0.000,0.000,0.000,0.011
6882,2802.438,0.000,-1.148,0.011,0.011,0.000,0.000,0.000,0.000,0.011
6883,2802.857,0.987,0.987,0.012,0.012,0.000,0.000,0.000,0.000,0.012
6884,2803.276,1.568,1.568,0.012,0.012,0.000,0.000,0.000,0.000,0.012
6885,2803.695,1.000,1.000,0.013,0.013,0.000,0.000,0.000,0.000,0.013
6886,2804.113,1.568,1.568,0.013,0.013,0.000,0.000,0.000,0.000,0.013
6887,2804.532,2.284,2.284,0.014,0.014,0.000,0.000,0.000,0.000,0.014
6888,2804.951,0.000,-0.432,0.015,0.015,0.000,0.000,0.000,0.000,0.015
6889,2805.370,0.000,-1.148,0.015,0.015,0.000,0.000,0.000,0.000,0.015
6890,2805.789,2.136,2.136,0.016,0.016,0.000,0.000,0.000,0.000,0.016
6891,2806.208,5.568,5.568,0.016,0.016,0.000,0.000,0.000,0.000,0.016
6892,2806.627,2.284,2.284,0.017,0.017,0.000,0.000,0.000,0.000,0.017
6893,2807.046,2.000,2.000,0.018,0.018,0.000,0.000,0.000,0.000,0.018
6894,2807.465,0.852,0.852,0.018,0.018,0.000,0.000,0.000,0.000,0.018
6895,2807.883,0.000,-0.432,0.019,0.019,0.000,0.000,0.000,0.000,0.019
6896,2808.302,0.000,-2.148,0.019,0.019,0.000,0.000,0.000,0.000,0.019
6897,2808.721,0.419,0.419,0.020,0.020,0.000,0.000,0.000,0.000,0.020
6898,2809.140,0.852,0.852,0.020,0.020,0.000,0.000,0.000,0.000,0.020
6899,2809.559,2.284,2.284,0.021,0.021,0.000,0.000,0.000,0.000,0.021
6900,2809.978,0.000,-1.864,0.022,0.022,0.000,0.000,0.000,0.000,0.022
6901,2810.397,0.000,-0.581,0.022,0.022,0.000,0.000,0.000,0.000,0.022
6902,2810.815,0.284,0.284,0.023,0.023,0.000,0.000,0.000,0.000,0.023
6903,2811.234,0.568,0.568,0.023,0.023,0.000,0.000,0.000,0.000,0.023
6904,2811.653,0.000,-4.013,0.024,0.024,0.000,0.000,0.000,0.000,0.024
6905,2812.072,0.000,-0.864,0.025,0.025,0.000,0.000,0.000,0.000,0.025
6906,2812.491,0.000,-2.864,0.025,0.025,0.000,0.000,0.000,0.000,0.025
6907,2812.909,0.136,0.136,0.026,0.026,0.000,0.000,0.000,0.000,0.026
6908,2813.328,0.000,-3.581,0.026,0.026,0.000,0.000,0.000,0.000,0.026
6909,2813.747,0.568,0.568,0.027,0.027,0.000,0.000,0.000,0.000,0.027
6910,2814.166,0.000,-0.432,0.027,0.027,0.000,0.000,0.000,0.000,0.027
6911,2814.585,1.284,1.284,0.028,0.028,0.000,0.000,0.000,0.000,0.028
6912,2815.003,0.000,-2.864,0.029,0.029,0.000,0.000,0.000,0.000,0.029
6913,2815.422,2.284,2.284,0.029,0.029,0.000,0.000,0.000,0.000,0.029
6914,2815.841,0.136,0.136,0.030,0.030,0.000,0.000,0.000,0.000,0.030
6915,2816.260,0.000,-0.716,0.030,0.030,0.000,0.000,0.000,0.000,0.030
6916,2816.679,1.568,1.568,0.031,0.031,0.000,0.000,0.000,0.000,0.031
6917,2817.097,0.000,-2.864,0.032,0.032,0.000,0.000,0.000,0.000,0.032
6918,2817.516,0.000,-0.716,0.032,0.032,0.000,0.000,0.000,0.000,0.032
6919,2817.935,0.000,-2.864,0.033,0.033,0.000,0.000,0.000,0.000,0.033
6920,2818.354,3.568,3.568,0.033,0.033,0.000,0.000,0.000,0.000,0.033
6921,2818.772,0.000,-0.148,0.034,0.034,0.000,0.000,0.000,0.000,0.034
6922,2819.191,0.568,0.568,0.035,0.035,0.000,0.000,0.000,0.000,0.035
6923,2819.610,0.568,0.568,0.035,0.035,0.000,0.000,0.000,0.000,0.035
6924,2820.029,0.852,0.852,0.036,0.036,0.000,0.000,0.000,0.000,0.036
6925,2820.447,0.000,-0.432,0.036,0.036,0.000,0.000,0.000,0.000,0.036
6926,2820.866,0.000,-3.581,0.037,0.037,0.000,0.000,0.000,0.000,0.037
6927,2821.285,0.000,-0.148,0.037,0.037,0.000,0.000,0.000,0.000,0.037
6928,2821.704,2.852,2.852,0.038,0.038,0.000,0.000,0.000,0.000,0.038
6929,2822.122,0.419,0.419,0.039,0.039,0.000,0.000,0.000,0.000,0.039
6930,2822.541,0.568,0.568,0.039,0.039,0.000,0.000,0.000,0.000,0.039
6931,2822.960,0.000,-2.148,0.040,0.040,0.000,0.000,0.000,0.000,0.040
6932,2823.378,0.000,-2.148,0.040,0.040,0.000,0.000,0.000,0.000,0.040
6933,2823.797,4.284,4.284,0.041,0.041,0.000,0.000,0.000,0.000,0.041
6934,2824.216,2.000,2.000,0.042,0.042,0.000,0.000,0.000,0.000,0.042
6935,2824.634,0.284,0.284,0.042,0.042,0.000,0.000,0.000,0.000,0.042
6936,2825.053,0.000,-1.297,0.043,0.043,0.000,0.000,0.000,0.000,0.043
6937,2825.472,0.000,-0.716,0.043,0.043,0.000,0.000,0.000,0.000,0.043
6938,2825.890,0.000,-0.716,0.044,0.044,0.000,0.000,0.000,0.000,0.044
6939,2826.309,0.000,-0.716,0.044,0.044,0.000,0.000,0.000,0.000,0.044
6940,2826.728,3.000,3.000,0.045,0.045,0.000,0.000,0.000,0.000,0.045
6941,2827.146,1.136,1.136,0.046,0.046,0.000,0.000,0.000,0.000,0.046
6942,2827.565,0.000,-1.148,0.046,0.046,0.000,0.000,0.000,0.000,0.046
6943,2827.984,0.000,-0.716,0.047,0.047,0.000,0.000,0.000,0.000,0.047
6944,2828.402,0.136,0.136,0.047,0.047,0.000,0.000,0.000,0.000,0.047
6945,2828.821,0.284,0.284,0.048,0.048,0.000,0.000,0.000,0.000,0.048
6946,2829.240,6.284,6.284,0.049,0.049,0.000,0.000,0.000,0.000,0.049
6947,2829.658,0.568,0.568,0.049,0.049,0.000,0.000,0.000,0.000,0.049
6948,2830.077,0.284,0.284,0.050,0.050,0.000,0.000,0.000,0.000,0.050
6949,2830.496,2.852,2.852,0.050,0.050,0.000,0.000,0.000,0.000,0.050
6950,2830.914,0.000,-0.148,0.051,0.051,0.000,0.000,0.000,0.000,0.051
6951,2831.333,0.000,-0.864,0.051,0.051,0.000,0.000,0.000,0.000,0.051
6952,2831.751,0.000,-1.864,0.052,0.052,0.000,0.000,0.000,0.000,0.052
6953,2832.170,2.284,2.284,0.053,0.053,0.000,0.000,0.000,0.000,0.053
6954,2832.589,0.000,-2.148,0.053,0.053,0.000,0.000,0.000,0.000,0.053
6955,2833.007,0.852,0.852,0.054,0.054,0.000,0.000,0.000,0.000,0.054
6956,2833.426,0.000,-1.864,0.054,0.054,0.000,0.000,0.000,0.000,0.054
6957,2833.844,0.000,-0.716,0.055,0.055,0.000,0.000,0.000,0.000,0.055
6958,2834.263,1.568,1.568,0.056,0.056,0.000,0.000,0.000,0.000,0.056
6959,2834.682,3.136,3.136,0.056,0.056,0.000,0.000,0.000,0.000,0.056
6960,2835.100,0.000,-0.864,0.057,0.057,0.000,0.000,0.000,0.000,0.057
6961,2835.519,0.000,-1.432,0.057,0.057,0.000,0.000,0.000,0.000,0.057
6962,2835.937,3.852,3.852,0.058,0.058,0.000,0.000,0.000,0.000,0.058
6963,2836.356,4.568,4.568,0.058,0.058,0.000,0.000,0.000,0.000,0.058
6964,2836.774,1.852,1.852,0.059,0.059,0.000,0.000,0.000,0.000,0.059
6965,2837.193,0.000,-0.297,0.060,0.060,0.000,0.000,0.000,0.000,0.060
6966,2837.612,0.000,-0.864,0.060,0.060,0.000,0.000,0.000,0.000,0.060
6967,2838.030,0.000,-1.148,0.061,0.061,0.000,0.000,0.000,0.000,0.061
6968,2838.449,2.568,2.568,0.061,0.061,0.000,0.000,0.000,0.000,0.061
6969,2838.867,1.136,1.136,0.062,0.062,0.000,0.000,0.000,0.000,0.062
6970,2839.286,1.284,1.284,0.063,0.063,0.000,0.000,0.000,0.000,0.063
6971,2839.704,0.000,-4.297,0.063,0.063,0.000,0.000,0.000,0.000,0.063
6972,2840.123,2.568,2.568,0.064,0.064,0.000,0.000,0.000,0.000,0.064
6973,2840.541,0.000,-1.581,0.064,0.064,0.000,0.000,0.000,0.000,0.064
6974,2840.960,2.000,2.000,0.065,0.065,0.000,0.000,0.000,0.000,0.065
6975,2841.378,0.000,-1.864,0.066,0.066,0.000,0.000,0.000,0.000,0.066
6976,2841.797,0.000,-0.581,0.066,0.066,0.000,0.000,0.000,0.000,0.066
6977,2842.215,0.000,-0.432,0.067,0.067,0.000,0.000,0.000,0.000,0.067
6978,2842.634,1.568,1.568,0.067,0.067,0.000,0.000,0.000,0.000,0.067
6979,2843.052,0.000,-2.581,0.068,0.068,0.000,0.000,0.000,0.000,0.068
6980,2843.471,0.000,-1.148,0.068,0.068,0.000,0.000,0.000,0.000,0.068
6981,2843.889,4.568,4.568,0.069,0.069,0.000,0.000,0.000,0.000,0.069
6982,2844.308,0.000,-2.148,0.070,0.070,0.000,0.000,0.000,0.000,0.070
6983,2844.726,0.136,0.136,0.070,0.070,0.000,0.000,0.000,0.000,0.070
6984,2845.145,0.000,-1.864,0.071,0.071,0.000,0.000,0.000,0.000,0.071
6985,2845.563,0.568,0.568,0.071,0.071,0.000,0.000,0.000,0.000,0.071
6986,2845.982,0.000,-0.581,0.072,0.072,0.000,0.000,0.000,0.000,0.072
6987,2846.400,2.568,2.568,0.073,0.073,0.000,0.000,0.000,0.000,0.073
6988,2846.819,2.568,2.568,0.073,0.073,0.000,0.000,0.000,0.000,0.073
6989,2847.237,1.568,1.568,0.074,0.074,0.000,0.000,0.000,0.000,0.074
6990,2847.655,3.284,3.284,0.074,0.074,0.000,0.000,0.000,0.000,0.074
6991,2848.074,0.000,-0.581,0.075,0.075,0.000,0.000,0.000,0.000,0.075
6992,2848.492,0.000,-2.297,0.075,0.075,0.000,0.000,0.000,0.000,0.075
6993,2848.911,0.568,0.568,0.076,0.076,0.000,0.000,0.000,0.000,0.076
6994,2849.329,0.284,0.284,0.077,0.077,0.000,0.000,0.000,0.000,0.077
6995,2849.748,0.000,-1.581,0.077,0.077,0.000,0.000,0.000,0.000,0.077
6996,2850.166,1.136,1.136,0.078,0.078,0.000,0.000,0.000,0.000,0.078
6997,2850.584,1.419,1.419,0.078,0.078,0.000,0.000,0.000,0.000,0.078
6998,2851.003,0.852,0.852,0.079,0.079,0.000,0.000,0.000,0.000,0.079
6999,2851.421,0.000,-0.864,0.080,0.080,0.000,0.000,0.000,0.000,0.080
7000,2851.840,0.136,0.136,0.080,0.080,0.000,0.000,0.000,0.000,0.080
7001,2852.258,0.000,-0.148,0.081,0.081,0.000,0.000,0.000,0.000,0.081
7002,2852.676,1.136,1.136,0.081,0.081,0.000,0.000,0.000,0.000,0.081
7003,2853.095,0.000,-1.864,0.082,0.082,0.000,0.000,0.000,0.000,0.082
7004,2853.513,1.284,1.284,0.082,0.082,0.000,0.000,0.000,0.000,0.082
7005,2853.931,0.000,-2.864,0.083,0.083,0.000,0.000,0.000,0.000,0.083
7006,2854.350,0.000,-1.297,0.084,0.084,0.000,0.000,0.000,0.000,0.084
7007,2854.768,2.852,2.852,0.084,0.084,0.000,0.000,0.000,0.000,0.084
7008,2855.186,0.000,-1.148,0.085,0.085,0.000,0.000,0.000,0.000,0.085
7009,2855.605,0.136,0.136,0.085,0.085,0.000,0.000,0.000,0.000,0.085
7010,2856.023,0.568,0.568,0.086,0.086,0.000,0.000,0.000,0.000,0.086
7011,2856.441,0.000,-2.148,0.087,0.087,0.000,0.000,0.000,0.000,0.087
7012,2856.860,0.000,-1.864,0.087,0.087,0.000,0.000,0.000,0.000,0.087
7013,2857.278,1.568,1.568,0.088,0.088,0.000,0.000,0.000,0.000,0.088
7014,2857.696,3.000,3.000,0.088,0.088,0.000,0.000,0.000,0.000,0.088
7015,2858.115,2.000,2.000,0.089,0.089,0.000,0.000,0.000,0.000,0.089
7016,2858.533,0.000,-0.864,0.089,0.089,0.000,0.000,0.000,0.000,0.089
7017,2858.951,1.568,1.568,0.090,0.090,0.000,0.000,0.000,0.000,0.090
7018,2859.370,0.136,0.136,0.091,0.091,0.000,0.000,0.000,0.000,0.091
7019,2859.788,1.568,1.568,0.091,0.091,0.000,0.000,0.000,0.000,0.091
7020,2860.206,0.136,0.136,0.092,0.092,0.000,0.000,0.000,0.000,0.092
7021,2860.625,1.568,1.568,0.092,0.092,0.000,0.000,0.000,0.000,0.092
7022,2861.043,0.852,0.852,0.093,0.093,0.000,0.000,0.000,0.000,0.093
7023,2861.461,0.000,-1.864,0.094,0.094,0.000,0.000,0.000,0.000,0.094
7024,2861.879,1.284,1.284,0.094,0.094,0.000,0.000,0.000,0.000,0.094
7025,2862.298,1.284,1.284,0.095,0.095,0.000,0.000,0.000,0.000,0.095
7026,2862.716,2.284,2.284,0.095,0.095,0.000,0.000,0.000,0.000,0.095
7027,2863.134,0.000,-0.148,0.096,0.096,0.000,0.000,0.000,0.000,0.096
7028,2863.553,0.000,-2.148,0.097,0.097,0.000,0.000,0.000,0.000,0.097
7029,2863.971,0.000,-0.716,0.097,0.097,0.000,0.000,0.000,0.000,0.097
7030,2864.389,1.852,1.852,0.098,0.098,0.000,0.000,0.000,0.000,0.098
7031,2864.807,0.000,-5.445,0.098,0.098,0.000,0.000,0.000,0.000,0.098
7032,2865.225,0.284,0.284,0.099,0.099,0.000,0.000,0.000,0.000,0.099
7033,2865.644,0.000,-0.148,0.099,0.099,0.000,0.000,0.000,0.000,0.099
7034,2866.062,0.000,-0.432,0.100,0.100,0.000,0.000,0.000,0.000,0.100
7035,2866.480,1.284,1.284,0.101,0.101,0.000,0.000,0.000,0.000,0.101
7036,2866.898,0.000,-0.297,0.101,0.101,0.000,0.000,0.000,0.000,0.101
7037,2867.317,0.000,-2.581,0.102,0.102,0.000,0.000,0.000,0.000,0.102
7038,2867.735,2.568,2.568,0.102,0.102,0.000,0.000,0.000,0.000,0.102
7039,2868.153,2.284,2.284,0.103,0.103,0.000,0.000,0.000,0.000,0.103
7040,2868.571,2.568,2.568,0.104,0.104,0.000,0.000,0.000,0.000,0.104
7041,2868.989,0.000,-1.148,0.104,0.104,0.000,0.000,0.000,0.000,0.104
7042,2869.408,0.568,0.568,0.105,0.105,0.000,0.000,0.000,0.000,0.105
7043,2869.826,0.000,-0.432,0.105,0.105,0.000,0.000,0.000,0.000,0.105
7044,2870.244,0.000,-0.148,0.106,0.106,0.000,0.000,0.000,0.000,0.106
7045,2870.662,3.284,3.284,0.106,0.106,0.000,0.000,0.000,0.000,0.106
7046,2871.080,0.284,0.284,0.107,0.107,0.000,0.000,0.000,0.000,0.107
7047,2871.498,0.000,-1.864,0.108,0.108,0.000,0.000,0.000,0.000,0.108
7048,2871.917,0.000,-0.148,0.108,0.108,0.000,0.000,0.000,0.000,0.108
7049,2872.335,0.000,-1.581,0.109,0.109,0.000,0.000,0.000,0.000,0.109
7050,2872.753,0.000,-1.581,0.109,0.109,0.000,0.000,0.000,0.000,0.109
7051,2873.171,0.000,-0.864,0.110,0.110,0.000,0.000,0.000,0.000,0.110
7052,2873.589,0.000,-1.581,0.111,0.111,0.000,0.000,0.000,0.000,0.111
7053,2874.007,0.000,-1.148,0.111,0.111,0.000,0.000,0.000,0.000,0.111
7054,2874.425,3.852,3.852,0.112,0.112,0.000,0.000,0.000,0.000,0.112
7055,2874.844,0.136,0.136,0.112,0.112,0.000,0.000,0.000,0.000,0.112
7056,2875.262,0.000,-0.864,0.113,0.113,0.000,0.000,0.000,0.000,0.113
7057,2875.680,0.568,0.568,0.113,0.113,0.000,0.000,0.000,0.000,0.113
7058,2876.098,0.568,0.568,0.114,0.114,0.000,0.000,0.000,0.000,0.114
7059,2876.516,0.568,0.568,0.115,0.115,0.000,0.000,0.000,0.000,0.115
7060,2876.934,0.000,-0.864,0.115,0.115,0.000,0.000,0.000,0.000,0.115
7061,2877.352,2.000,2.000,0.116,0.116,0.000,0.000,0.000,0.000,0.116
7062,2877.770,3.000,3.000,0.116,0.116,0.000,0.000,0.000,0.000,0.116
7063,2878.188,0.568,0.568,0.117,0.117,0.000,0.000,0.000,0.000,0.117
7064,2878.606,0.000,-0.432,0.118,0.118,0.000,0.000,0.000,0.000,0.118
7065,2879.025,1.568,1.568,0.118,0.118,0.000,0.000,0.000,0.000,0.118
7066,2879.443,0.000,-0.581,0.119,0.119,0.000,0.000,0.000,0.000,0.119
7067,2879.861,1.568,1.568,0.119,0.119,0.000,0.000,0.000,0.000,0.119
7068,2880.279,0.852,0.852,0.120,0.120,0.000,0.000,0.000,0.000,0.120
7069,2880.697,0.136,0.136,0.120,0.120,0.000,0.000,0.000,0.000,0.120
7070,2881.115,0.284,0.284,0.121,0.121,0.000,0.000,0.000,0.000,0.121
7071,2881.533,0.284,0.284,0.122,0.122,0.000,0.000,0.000,0.000,0.122
7072,2881.951,2.284,2.284,0.122,0.122,0.000,0.000,0.000,0.000,0.122
7073,2882.369,1.568,1.568,0.123,0.123,0.000,0.000,0.000,0.000,0.123
7074,2882.787,0.284,0.284,0.123,0.123,0.000,0.000,0.000,0.000,0.123
7075,2883.205,0.000,-0.864,0.123,0.123,0.000,0.000,0.000,0.000,0.123
7076,2883.623,4.000,4.000,0.122,0.122,0.000,0.000,0.000,0.000,0.122
7077,2884.041,0.852,0.852,0.122,0.122,0.000,0.000,0.000,0.000,0.122
7078,2884.459,2.000,2.000,0.121,0.121,0.000,0.000,0.000,0.000,0.121
7079,2884.877,0.000,-1.148,0.121,0.121,0.000,0.000,0.000,0.000,0.121
7080,2885.295,0.000,-3.297,0.120,0.120,0.000,0.000,0.000,0.000,0.120
7081,2885.713,0.852,0.852,0.119,0.119,0.000,0.000,0.000,0.000,0.119
7082,2886.131,0.000,-2.148,0.119,0.119,0.000,0.000,0.000,0.000,0.119
7083,2886.549,1.284,1.284,0.118,0.118,0.000,0.000,0.000,0.000,0.118
7084,2886.967,4.284,4.284,0.118,0.118,0.000,0.000,0.000,0.000,0.118
7085,2887.385,2.568,2.568,0.117,0.117,0.000,0.000,0.000,0.000,0.117
7086,2887.803,3.000,3.000,0.116,0.116,0.000,0.000,0.000,0.000,0.116
7087,2888.221,2.284,2.284,0.116,0.116,0.000,0.000,0.000,0.000,0.116
7088,2888.639,0.000,-1.864,0.115,0.115,0.000,0.000,0.000,0.000,0.115
7089,2889.057,0.000,-2.864,0.115,0.115,0.000,0.000,0.000,0.000,0.115
7090,2889.475,1.852,1.852,0.114,0.114,0.000,0.000,0.000,0.000,0.114
7091,2889.893,3.284,3.284,0.114,0.114,0.000,0.000,0.000,0.000,0.114
7092,2890.311,0.000,-1.581,0.113,0.113,0.000,0.000,0.000,0.000,0.113
7093,2890.729,1.284,1.284,0.112,0.112,0.000,0.000,0.000,0.000,0.112
7094,2891.146,0.000,-0.716,0.112,0.112,0.000,0.000,0.000,0.000,0.112
7095,2891.564,2.852,2.852,0.111,0.111,0.000,0.000,0.000,0.000,0.111
7096,2891.982,0.000,-0.148,0.111,0.111,0.000,0.000,0.000,0.000,0.111
7097,2892.400,0.568,0.568,0.110,0.110,0.000,0.000,0.000,0.000,0.110
7098,2892.818,0.000,-0.432,0.110,0.110,0.000,0.000,0.000,0.000,0.110
7099,2893.236,0.000,-0.148,0.109,0.109,0.000,0.000,0.000,0.000,0.109
7100,2893.654,1.568,1.568,0.108,0.108,0.000,0.000,0.000,0.000,0.108
7101,2894.072,0.000,-2.148,0.108,0.108,0.000,0.000,0.000,0.000,0.108
7102,2894.490,2.852,2.852,0.107,0.107,0.000,0.000,0.000,0.000,0.107
7103,2894.908,1.000,1.000,0.107,0.107,0.000,0.000,0.000,0.000,0.107
7104,2895.325,0.000,-0.432,0.106,0.106,0.000,0.000,0.000,0.000,0.106
7105,2895.743,1.568,1.568,0.106,0.106,0.000,0.000,0.000,0.000,0.106
7106,2896.161,4.000,4.000,0.105,0.105,0.000,0.000,0.000,0.000,0.105
7107,2896.579,0.568,0.568,0.104,0.104,0.000,0.000,0.000,0.000,0.104
7108,2896.997,0.000,-1.864,0.104,0.104,0.000,0.000,0.000,0.000,0.104
7109,2897.415,0.000,-2.864,0.103,0.103,0.000,0.000,0.000,0.000,0.103
7110,2897.833,0.000,0.000,0.103,0.103,0.000,0.000,0.000,0.000,0.103
7111,2898.250,3.284,3.284,0.102,0.102,0.000,0.000,0.000,0.000,0.102
7112,2898.668,0.852,0.852,0.102,0.102,0.000,0.000,0.000,0.000,0.102
7113,2899.086,1.136,1.136,0.101,0.101,0.000,0.000,0.000,0.000,0.101
7114,2899.504,0.136,0.136,0.100,0.100,0.000,0.000,0.000,0.000,0.100
7115,2899.922,2.852,2.852,0.100,0.100,0.000,0.000,0.000,0.000,0.100
7116,2900.340,0.000,-0.432,0.099,0.099,0.000,0.000,0.000,0.000,0.099
7117,2900.757,0.852,0.852,0.099,0.099,0.000,0.000,0.000,0.000,0.099
7118,2901.175,0.000,-0.581,0.098,0.098,0.000,0.000,0.000,0.000,0.098
7119,2901.593,1.000,1.000,0.097,0.097,0.000,0.000,0.000,0.000,0.097
7120,2902.011,1.284,1.284,0.097,0.097,0.000,0.000,0.000,0.000,0.097
7121,2902.429,1.852,1.852,0.096,0.096,0.000,0.000,0.000,0.000,0.096
7122,2902.846,0.000,-0.148,0.096,0.096,0.000,0.000,0.000,0.000,0.096
7123,2903.264,0.136,0.136,0.095,0.095,0.000,0.000,0.000,0.000,0.095
7124,2903.682,0.000,-0.432,0.095,0.095,0.000,0.000,0.000,0.000,0.095
7125,2904.100,0.000,-2.581,0.094,0.094,0.000,0.000,0.000,0.000,0.094
7126,2904.517,2.568,2.568,0.093,0.093,0.000,0.000,0.000,0.000,0.093
7127,2904.935,0.000,-0.864,0.093,0.093,0.000,0.000,0.000,0.000,0.093
7128,2905.353,0.000,-1.581,0.092,0.092,0.000,0.000,0.000,0.000,0.092
7129,2905.771,0.000,-4.297,0.092,0.092,0.000,0.000,0.000,0.000,0.092
7130,2906.188,0.136,0.136,0.091,0.091,0.000,0.000,0.000,0.000,0.091
