ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu
2186,835.137,0.000,-0.334,0.000,0.000,0.000,0.000
2187,835.537,4.312,4.312,0.000,0.000,0.000,0.000
2188,835.937,0.000,-0.626,0.000,0.000,0.000,0.000
2189,836.338,0.196,0.196,0.000,0.000,0.000,0.000
2190,836.738,1.075,1.075,0.000,0.000,0.000,0.000
2191,837.138,0.136,0.136,0.000,0.000,0.000,0.000
2192,837.539,0.960,0.960,0.000,0.000,0.000,0.000
2193,837.939,1.960,1.960,0.000,0.000,0.000,0.000
2194,838.339,0.000,-3.393,0.000,0.000,0.000,0.000
2195,838.740,0.000,-1.921,0.000,0.000,0.000,0.000
2196,839.140,0.000,-5.982,0.000,0.000,0.000,0.000
2197,839.541,0.000,-1.156,0.000,0.000,0.000,0.000
2198,839.941,2.194,2.194,0.000,0.000,0.000,0.000
2199,840.342,0.000,-5.332,0.000,0.000,0.000,0.000
2200,840.742,0.000,-0.453,0.000,0.000,0.000,0.000
2201,841.143,0.000,-3.745,0.000,0.000,0.000,0.000
2202,841.543,0.000,-0.567,0.000,0.000,0.000,0.000
2203,841.944,1.840,1.840,0.000,0.000,0.000,0.000
2204,842.344,0.000,-1.626,0.000,0.000,0.000,0.000
2205,842.745,0.000,-5.510,0.000,0.000,0.000,0.000
2206,843.146,0.000,-2.862,0.000,0.000,0.000,0.000
2207,843.546,0.000,-3.275,0.000,0.000,0.000,0.000
2208,843.947,0.000,-3.275,0.000,0.000,0.000,0.000
2209,844.347,4.136,4.136,0.000,0.000,0.000,0.000
2210,844.748,0.000,-2.510,0.000,0.000,0.000,0.000
2211,845.149,0.725,0.725,0.000,0.000,0.000,0.000
2212,845.549,1.138,1.138,0.000,0.000,0.000,0.000
2213,845.950,0.000,-0.569,0.000,0.000,0.000,0.000
2214,846.351,0.372,0.372,0.000,0.000,0.000,0.000
2215,846.751,0.000,-5.862,0.000,0.000,0.000,0.000
2216,847.152,6.314,6.314,0.000,0.000,0.000,0.000
2217,847.553,0.000,-1.745,0.000,0.000,0.000,0.000
2218,847.954,0.000,-1.275,0.000,0.000,0.000,0.000
2219,848.354,2.842,2.842,0.000,0.000,0.000,0.000
2220,848.755,5.134,5.134,0.000,0.000,0.000,0.000
2221,849.156,4.194,4.194,0.000,0.000,0.000,0.000
2222,849.557,0.000,-1.158,0.000,0.000,0.000,0.000
2223,849.958,5.138,5.138,0.000,0.000,0.000,0.000
2224,850.359,0.000,-0.628,0.000,0.000,0.000,0.000
2225,850.759,0.000,-2.215,0.000,0.000,0.000,0.000
2226,851.160,1.077,1.077,0.000,0.000,0.000,0.000
2227,851.561,13.193,13.193,0.000,0.000,0.000,0.000
2228,851.962,2.782,2.782,0.000,0.000,0.000,0.000
2229,852.363,0.488,0.488,0.000,0.000,0.000,0.000
2230,852.764,4.723,4.723,0.000,0.000,0.000,0.000
2231,853.165,4.488,4.488,0.000,0.000,0.000,0.000
2232,853.566,0.253,0.253,0.000,0.000,0.000,0.000
2233,853.967,0.000,-3.983,0.000,0.000,0.000,0.000
2234,854.368,2.018,2.018,0.000,0.000,0.000,0.000
2235,854.769,1.488,1.488,0.000,0.000,0.000,0.000
2236,855.170,6.017,6.017,0.000,0.000,0.000,0.000
2237,855.571,0.431,0.431,0.001,0.000,0.001,0.000
2238,855.972,0.000,-0.983,0.001,0.000,0.001,0.000
2239,856.373,0.000,-7.745,0.001,0.000,0.001,0.000
2240,856.774,2.664,2.664,0.001,0.000,0.001,0.000
2241,857.175,0.000,-1.220,0.001,0.000,0.001,0.000
2242,857.576,0.000,-4.804,0.001,0.000,0.001,0.000
2243,857.978,0.000,-1.451,0.001,0.000,0.001,0.000
2244,858.379,2.138,2.138,0.001,0.000,0.001,0.000
2245,858.780,1.727,1.727,0.001,0.000,0.001,0.000
2246,859.181,0.000,-0.393,0.001,0.000,0.001,0.000
2247,859.582,0.000,-1.864,0.001,0.000,0.001,0.000
2248,859.983,0.000,-2.391,0.001,0.000,0.001,0.000
2249,860.385,4.960,4.960,0.001,0.000,0.001,0.000
2250,860.786,0.000,-0.334,0.001,0.000,0.001,0.000
2251,861.187,0.000,-1.156,0.001,0.000,0.001,0.000
2252,861.588,0.314,0.314,0.001,0.000,0.001,0.000
2253,861.990,0.000,-2.453,0.001,0.000,0.001,0.000
2254,862.391,0.000,-1.688,0.001,0.000,0.001,0.000
2255,862.792,7.255,7.255,0.001,0.000,0.001,0.000
2256,863.194,0.000,-4.273,0.002,0.000,0.002,0.000
2257,863.595,0.000,-2.217,0.002,0.000,0.002,0.000
2258,863.996,0.000,-1.044,0.002,0.000,0.002,0.000
2259,864.398,0.000,-0.277,0.002,0.000,0.002,0.000
2260,864.799,0.000,-0.980,0.002,0.000,0.002,0.000
2261,865.200,6.136,6.136,0.002,0.000,0.002,0.000
2262,865.602,0.000,-9.272,0.002,0.000,0.002,0.000
2263,866.003,2.725,2.725,0.002,0.000,0.002,0.000
2264,866.405,4.960,4.960,0.002,0.000,0.002,0.000
2265,866.806,0.000,-1.451,0.002,0.000,0.002,0.000
2266,867.208,0.000,-1.332,0.003,0.000,0.003,0.000
2267,867.609,4.785,4.785,0.003,0.000,0.003,0.000
2268,868.011,2.901,2.901,0.003,0.000,0.003,0.000
2269,868.412,5.312,5.312,0.003,0.000,0.003,0.000
2270,868.814,1.783,1.783,0.003,0.000,0.003,0.000
2271,869.215,0.000,-6.450,0.003,0.000,0.003,0.000
2272,869.617,0.000,-3.099,0.004,0.000,0.004,0.000
2273,870.018,0.000,-3.158,0.004,0.000,0.004,0.000
2274,870.420,10.666,10.666,0.004,0.000,0.004,0.000
2275,870.821,0.000,-4.629,0.004,0.000,0.004,0.000
2276,871.223,2.431,2.431,0.004,0.000,0.004,0.000
2277,871.625,2.018,2.018,0.004,0.000,0.004,0.000
2278,872.026,0.196,0.196,0.005,0.000,0.005,0.000
2279,872.428,0.079,0.079,0.005,0.000,0.005,0.000
2280,872.830,0.314,0.314,0.005,0.000,0.005,0.000
2281,873.231,0.253,0.253,0.005,0.000,0.005,0.000
2282,873.633,0.433,0.433,0.006,0.000,0.006,0.000
2283,874.035,0.000,-1.628,0.006,0.000,0.006,0.000
2284,874.437,5.018,5.018,0.006,0.000,0.006,0.000
2285,874.838,2.312,2.312,0.006,0.000,0.006,0.000
2286,875.240,0.000,-1.101,0.007,0.000,0.007,0.000
2287,875.642,0.000,-4.919,0.007,0.000,0.007,0.000
2288,876.044,0.000,-1.040,0.007,0.000,0.007,0.000
2289,876.445,6.018,6.018,0.008,0.000,0.008,0.000
2290,876.847,0.000,-1.158,0.008,0.000,0.008,0.000
2291,877.249,6.488,6.488,0.008,0.000,0.008,0.000
2292,877.651,1.371,1.371,0.009,0.000,0.009,0.000
2293,878.053,1.020,1.020,0.009,0.000,0.009,0.000
2294,878.455,0.429,0.429,0.009,0.000,0.009,0.000
2295,878.857,0.312,0.312,0.010,0.000,0.010,0.000
2296,879.258,0.312,0.312,0.010,0.000,0.010,0.000
2297,879.660,3.077,3.077,0.010,0.000,0.010,0.000
2298,880.062,2.251,2.251,0.011,0.000,0.011,0.000
2299,880.464,0.000,-0.628,0.011,0.000,0.011,0.000
2300,880.866,0.020,0.020,0.012,0.000,0.012,0.000
2301,881.268,0.000,-1.218,0.012,0.000,0.012,0.000
2302,881.670,0.960,0.960,0.012,0.000,0.012,0.000
2303,882.072,0.000,-0.275,0.013,0.000,0.013,0.000
2304,882.474,0.000,-3.686,0.013,0.000,0.013,0.000
2305,882.876,0.000,-0.039,0.014,0.000,0.014,0.000
2306,883.278,0.000,-2.747,0.014,0.000,0.014,0.000
2307,883.680,2.960,2.960,0.015,0.000,0.015,0.000
2308,884.082,3.429,3.429,0.015,0.000,0.015,0.000
2309,884.485,2.079,2.079,0.016,0.000,0.016,0.000
2310,884.887,0.488,0.488,0.016,0.000,0.016,0.000
2311,885.289,3.079,3.079,0.017,0.000,0.017,0.000
2312,885.691,1.077,1.077,0.017,0.000,0.017,0.000
2313,886.093,0.725,0.725,0.018,0.000,0.018,0.000
2314,886.495,3.725,3.725,0.019,0.000,0.019,0.000
2315,886.897,2.785,2.785,0.019,0.000,0.019,0.000
2316,887.300,2.314,2.314,0.020,0.000,0.020,0.000
2317,887.702,1.842,1.842,0.020,0.000,0.020,0.000
2318,888.104,2.075,2.075,0.021,0.000,0.021,0.000
2319,888.506,0.000,-2.508,0.022,0.000,0.022,0.000
2320,888.909,3.961,3.961,0.022,0.000,0.022,0.000
2321,889.311,3.490,3.490,0.023,0.000,0.023,0.000
2322,889.713,3.077,3.077,0.023,0.000,0.023,0.000
2323,890.116,0.000,-1.510,0.024,0.000,0.024,0.000
2324,890.518,0.000,-2.512,0.025,0.000,0.025,0.000
2325,890.920,0.000,-1.569,0.025,0.000,0.025,0.000
2326,891.323,4.725,4.725,0.026,0.000,0.026,0.000
2327,891.725,0.550,0.550,0.027,0.000,0.027,0.000
2328,892.127,6.549,6.549,0.027,0.000,0.027,0.000
2329,892.530,0.000,-1.508,0.028,0.000,0.028,0.000
2330,892.932,6.607,6.607,0.029,0.000,0.029,0.000
2331,893.334,0.000,-1.158,0.029,0.000,0.029,0.000
2332,893.737,0.314,0.314,0.030,0.000,0.030,0.000
2333,894.139,0.000,-0.451,0.031,0.000,0.031,0.000
2334,894.542,0.000,-2.804,0.032,0.000,0.032,0.000
2335,894.944,0.000,-1.980,0.032,0.000,0.032,0.000
2336,895.347,0.000,-1.040,0.033,0.000,0.033,0.000
2337,895.749,0.000,-2.804,0.034,0.000,0.034,0.000
2338,896.152,1.668,1.668,0.034,0.000,0.034,0.000
2339,896.554,0.000,-1.334,0.035,0.000,0.035,0.000
2340,896.957,8.960,8.960,0.036,0.000,0.036,0.000
2341,897.360,1.842,1.842,0.037,0.000,0.037,0.000
2342,897.762,0.549,0.549,0.037,0.000,0.037,0.000
2343,898.165,2.429,2.429,0.038,0.000,0.038,0.000
2344,898.567,0.000,-1.629,0.039,0.000,0.039,0.000
2345,898.970,0.000,-1.510,0.039,0.000,0.039,0.000
2346,899.373,0.000,-0.158,0.040,0.000,0.040,0.000
2347,899.775,0.314,0.314,0.041,0.000,0.041,0.000
2348,900.178,4.253,4.253,0.042,0.000,0.042,0.000
2349,900.581,3.134,3.134,0.042,0.000,0.042,0.000
2350,900.983,0.961,0.961,0.043,0.000,0.043,0.000
2351,901.386,3.018,3.018,0.044,0.000,0.044,0.000
2352,901.789,5.842,5.842,0.044,0.000,0.044,0.000
2353,902.192,2.490,2.490,0.045,0.000,0.045,0.000
2354,902.594,0.000,-1.745,0.046,0.000,0.046,0.000
2355,902.997,0.000,-1.158,0.046,0.000,0.046,0.000
2356,903.400,1.903,1.903,0.047,0.000,0.047,0.000
2357,903.803,1.960,1.960,0.047,0.000,0.047,0.000
2358,904.205,3.668,3.668,0.048,0.000,0.048,0.000
2359,904.608,0.785,0.785,0.049,0.000,0.049,0.000
2360,905.011,0.000,-3.921,0.049,0.000,0.049,0.000
2361,905.414,6.431,6.431,0.050,0.000,0.050,0.000
2362,905.817,0.000,-3.099,0.050,0.000,0.050,0.000
2363,906.220,0.000,-0.686,0.051,0.000,0.051,0.000
2364,906.623,6.486,6.486,0.051,0.000,0.051,0.000
2365,907.026,0.000,-4.862,0.052,0.000,0.052,0.000
2366,907.429,0.490,0.490,0.052,0.000,0.052,0.000
2367,907.831,0.000,-0.215,0.053,0.000,0.053,0.000
2368,908.234,0.725,0.725,0.053,0.000,0.053,0.000
2369,908.637,7.371,7.371,0.054,0.000,0.054,0.000
2370,909.040,0.196,0.196,0.054,0.000,0.054,0.000
2371,909.443,0.000,-2.690,0.055,0.000,0.055,0.000
2372,909.846,0.000,-2.453,0.055,0.000,0.055,0.000
2373,910.250,0.000,-5.626,0.055,0.000,0.055,0.000
2374,910.653,0.000,-5.275,0.056,0.000,0.056,0.000
2375,911.056,0.000,-0.569,0.056,0.000,0.056,0.000
2376,911.459,0.000,-5.391,0.056,0.000,0.056,0.000
2377,911.862,0.020,0.020,0.057,0.000,0.057,0.000
2378,912.265,0.000,-4.628,0.057,0.000,0.057,0.000
2379,912.668,0.000,-2.277,0.057,0.000,0.057,0.000
2380,913.071,3.956,3.956,0.057,0.000,0.057,0.000
2381,913.474,0.000,-5.334,0.057,0.000,0.057,0.000
2382,913.878,3.840,3.840,0.058,0.000,0.058,0.000
2383,914.281,0.000,-2.334,0.058,0.000,0.058,0.000
2384,914.684,0.000,-1.571,0.058,0.000,0.058,0.000
2385,915.087,0.666,0.666,0.058,0.000,0.058,0.000
2386,915.490,3.958,3.958,0.058,0.000,0.058,0.000
2387,915.894,0.901,0.901,0.058,0.000,0.058,0.000
2388,916.297,8.547,8.547,0.058,0.000,0.058,0.000
2389,916.700,0.000,-2.569,0.058,0.000,0.058,0.000
2390,917.103,4.783,4.783,0.058,0.000,0.058,0.000
2391,917.507,4.251,4.251,0.058,0.000,0.058,0.000
2392,917.910,2.486,2.486,0.058,0.000,0.058,0.000
2393,918.313,3.547,3.547,0.058,0.000,0.058,0.000
2394,918.717,1.899,1.899,0.058,0.000,0.058,0.000
2395,919.120,6.017,6.017,0.057,0.000,0.057,0.000
2396,919.523,0.000,-0.158,0.057,0.000,0.057,0.000
2397,919.927,0.000,-1.686,0.057,0.000,0.057,0.000
2398,920.330,7.253,7.253,0.057,0.000,0.057,0.000
2399,920.734,0.000,-2.982,0.056,0.000,0.056,0.000
2400,921.137,4.077,4.077,0.056,0.000,0.056,0.000
2401,921.541,1.903,1.903,0.056,0.000,0.056,0.000
2402,921.944,2.077,2.077,0.056,0.000,0.056,0.000
2403,922.348,0.000,-4.040,0.055,0.000,0.055,0.000
2404,922.751,2.194,2.194,0.055,0.000,0.055,0.000
2405,923.155,0.842,0.842,0.055,0.000,0.055,0.000
2406,923.558,0.488,0.488,0.054,0.000,0.054,0.000
2407,923.962,0.000,-2.455,0.054,0.000,0.054,0.000
2408,924.365,0.000,-3.099,0.053,0.000,0.053,0.000
2409,924.769,0.000,-2.160,0.053,0.000,0.053,0.000
2410,925.172,0.000,-2.629,0.052,0.000,0.052,0.000
2411,925.576,1.958,1.958,0.052,0.000,0.052,0.000
2412,925.980,6.312,6.312,0.051,0.000,0.051,0.000
2413,926.383,0.960,0.960,0.051,0.000,0.051,0.000
2414,926.787,4.075,4.075,0.050,0.000,0.050,0.000
2415,927.190,0.000,-5.391,0.050,0.000,0.050,0.000
2416,927.594,2.844,2.844,0.049,0.000,0.049,0.000
2417,927.998,3.253,3.253,0.049,0.000,0.049,0.000
2418,928.402,4.253,4.253,0.048,0.000,0.048,0.000
2419,928.805,0.000,-3.747,0.047,0.000,0.047,0.000
2420,929.209,1.429,1.429,0.047,0.000,0.047,0.000
2421,929.613,0.000,-1.866,0.046,0.000,0.046,0.000
2422,930.016,4.371,4.371,0.045,0.000,0.045,0.000
2423,930.420,0.666,0.666,0.045,0.000,0.045,0.000
2424,930.824,0.000,-3.684,0.044,0.000,0.044,0.000
2425,931.228,0.000,-8.921,0.043,0.000,0.043,0.000
2426,931.632,3.783,3.783,0.043,0.000,0.043,0.000
2427,932.035,0.960,0.960,0.042,0.000,0.042,0.000
2428,932.439,0.000,-3.631,0.041,0.000,0.041,0.000
2429,932.843,2.723,2.723,0.041,0.000,0.041,0.000
2430,933.247,5.075,5.075,0.040,0.000,0.040,0.000
2431,933.651,0.310,0.310,0.039,0.000,0.039,0.000
2432,934.055,0.194,0.194,0.039,0.000,0.039,0.000
2433,934.459,0.664,0.664,0.038,0.000,0.038,0.000
2434,934.863,0.000,-0.864,0.037,0.000,0.037,0.000
2435,935.267,0.000,-0.807,0.036,0.000,0.036,0.000
2436,935.671,0.545,0.545,0.036,0.000,0.036,0.000
2437,936.075,5.369,5.369,0.035,0.000,0.035,0.000
2438,936.479,0.000,-0.572,0.034,0.000,0.034,0.000
2439,936.883,0.839,0.839,0.034,0.000,0.034,0.000
2440,937.287,0.000,-2.040,0.033,0.000,0.033,0.000
2441,937.691,0.000,-4.040,0.032,0.000,0.032,0.000
2442,938.095,0.000,-0.103,0.031,0.000,0.031,0.000
2443,938.499,1.604,1.604,0.031,0.000,0.031,0.000
2444,938.903,4.426,4.426,0.030,0.000,0.030,0.000
2445,939.307,0.000,-1.336,0.029,0.000,0.029,0.000
2446,939.711,4.547,4.547,0.029,0.000,0.029,0.000
2447,940.115,5.018,5.018,0.028,0.000,0.028,0.000
2448,940.519,4.017,4.017,0.027,0.000,0.027,0.000
2449,940.924,0.000,-1.512,0.027,0.000,0.027,0.000
2450,941.328,1.312,1.312,0.026,0.000,0.026,0.000
2451,941.732,0.000,-1.393,0.025,0.000,0.025,0.000
2452,942.136,2.251,2.251,0.025,0.000,0.025,0.000
2453,942.540,3.606,3.606,0.024,0.000,0.024,0.000
2454,942.945,0.000,-0.923,0.023,0.000,0.023,0.000
2455,943.349,0.000,-0.101,0.023,0.000,0.023,0.000
2456,943.753,0.000,-4.103,0.022,0.000,0.022,0.000
2457,944.157,0.000,-4.275,0.021,0.000,0.021,0.000
2458,944.562,0.725,0.725,0.021,0.000,0.021,0.000
2459,944.966,0.000,-8.451,0.020,0.000,0.020,0.000
2460,945.370,0.193,0.193,0.020,0.000,0.020,0.000
2461,945.775,9.780,9.780,0.019,0.000,0.019,0.000
2462,946.179,4.490,4.490,0.018,0.000,0.018,0.000
2463,946.583,0.000,-0.393,0.018,0.000,0.018,0.000
2464,946.988,6.428,6.428,0.017,0.000,0.017,0.000
2465,947.392,4.899,4.899,0.017,0.000,0.017,0.000
2466,947.796,0.000,-0.745,0.016,0.000,0.016,0.000
2467,948.201,2.782,2.782,0.016,0.000,0.016,0.000
2468,948.605,8.136,8.136,0.015,0.000,0.015,0.000
2469,949.010,0.901,0.901,0.015,0.000,0.015,0.000
2470,949.414,0.000,-2.396,0.014,0.000,0.014,0.000
2471,949.819,2.606,2.606,0.014,0.000,0.014,0.000
2472,950.223,4.662,4.662,0.013,0.000,0.013,0.000
2473,950.628,0.000,-1.925,0.013,0.000,0.013,0.000
2474,951.032,0.899,0.899,0.012,0.000,0.012,0.000
2475,951.437,2.018,2.018,0.012,0.000,0.012,0.000
2476,951.841,1.664,1.664,0.011,0.000,0.011,0.000
2477,952.246,0.000,-0.218,0.011,0.000,0.011,0.000
2478,952.650,1.664,1.664,0.011,0.000,0.011,0.000
2479,953.055,5.782,5.782,0.010,0.000,0.010,0.000
2480,953.460,4.899,4.899,0.010,0.000,0.010,0.000
2481,953.864,4.899,4.899,0.009,0.000,0.009,0.000
2482,954.269,0.549,0.549,0.009,0.000,0.009,0.000
2483,954.674,4.308,4.308,0.009,0.000,0.009,0.000
2484,955.078,8.134,8.134,0.008,0.000,0.008,0.000
2485,955.483,0.000,-2.980,0.008,0.000,0.008,0.000
2486,955.888,0.251,0.251,0.008,0.000,0.008,0.000
2487,956.292,0.000,-1.218,0.007,0.000,0.007,0.000
2488,956.697,0.000,-0.866,0.007,0.000,0.007,0.000
2489,957.102,0.000,-0.336,0.007,0.000,0.007,0.000
2490,957.507,0.000,-0.690,0.007,0.000,0.007,0.000
2491,957.911,2.018,2.018,0.006,0.000,0.006,0.000
2492,958.316,0.000,-3.512,0.006,0.000,0.006,0.000
2493,958.721,2.310,2.310,0.006,0.000,0.006,0.000
2494,959.126,0.000,-0.394,0.006,0.000,0.006,0.000
2495,959.531,0.000,-0.394,0.005,0.000,0.005,0.000
2496,959.935,7.312,7.312,0.005,0.000,0.005,0.000
2497,960.340,4.723,4.723,0.005,0.000,0.005,0.000
2498,960.745,0.000,-1.631,0.005,0.000,0.005,0.000
2499,961.150,0.000,-1.628,0.004,0.000,0.004,0.000
2500,961.555,1.723,1.723,0.004,0.000,0.004,0.000
2501,961.960,0.000,-2.631,0.004,0.000,0.004,0.000
2502,962.365,0.000,-3.514,0.004,0.000,0.004,0.000
2503,962.770,0.000,-1.868,0.004,0.000,0.004,0.000
2504,963.175,2.073,2.073,0.003,0.000,0.003,0.000
2505,963.580,1.428,1.428,0.003,0.000,0.003,0.000
2506,963.985,2.369,2.369,0.003,0.000,0.003,0.000
2507,964.390,1.725,1.725,0.003,0.000,0.003,0.000
2508,964.795,0.000,-0.571,0.003,0.000,0.003,0.000
2509,965.200,1.194,1.194,0.003,0.000,0.003,0.000
2510,965.605,0.000,-2.686,0.003,0.000,0.003,0.000
2511,966.010,0.958,0.958,0.002,0.000,0.002,0.000
2512,966.415,4.134,4.134,0.002,0.000,0.002,0.000
2513,966.820,0.000,-0.336,0.002,0.000,0.002,0.000
2514,967.225,3.547,3.547,0.002,0.000,0.002,0.000
2515,967.630,0.000,-0.275,0.002,0.000,0.002,0.000
2516,968.035,0.000,-5.982,0.002,0.000,0.002,0.000
2517,968.441,1.666,1.666,0.002,0.000,0.002,0.000
2518,968.846,0.000,-0.394,0.002,0.000,0.002,0.000
2519,969.251,0.000,-3.688,0.002,0.000,0.002,0.000
2520,969.656,0.000,-1.866,0.002,0.000,0.002,0.000
2521,970.061,1.073,1.073,0.001,0.000,0.001,0.000
2522,970.467,0.000,-1.985,0.001,0.000,0.001,0.000
2523,970.872,5.899,5.899,0.001,0.000,0.001,0.000
2524,971.277,0.000,-0.101,0.001,0.000,0.001,0.000
2525,971.682,0.251,0.251,0.001,0.000,0.001,0.000
2526,972.088,0.000,-2.275,0.001,0.000,0.001,0.000
2527,972.493,1.193,1.193,0.001,0.000,0.001,0.000
2528,972.898,4.723,4.723,0.001,0.000,0.001,0.000
2529,973.304,2.839,2.839,0.001,0.000,0.001,0.000
2530,973.709,0.723,0.723,0.001,0.000,0.001,0.000
2531,974.114,0.000,-2.279,0.001,0.000,0.001,0.000
2532,974.520,3.193,3.193,0.001,0.000,0.001,0.000
2533,974.925,0.130,0.130,0.001,0.000,0.001,0.000
2534,975.331,2.428,2.428,0.001,0.000,0.001,0.000
2535,975.736,0.000,-1.158,0.001,0.000,0.001,0.000
2536,976.141,1.134,1.134,0.001,0.000,0.001,0.000
2537,976.547,0.000,-1.749,0.001,0.000,0.001,0.000
2538,976.952,0.000,-2.514,0.001,0.000,0.001,0.000
2539,977.358,1.251,1.251,0.000,0.000,0.000,0.000
2540,977.763,0.000,-0.160,0.000,0.000,0.000,0.000
2541,978.169,1.782,1.782,0.000,0.000,0.000,0.000
2542,978.574,1.132,1.132,0.000,0.000,0.000,0.000
2543,978.980,0.017,0.017,0.000,0.000,0.000,0.000
2544,979.385,6.426,6.426,0.000,0.000,0.000,0.000
2545,979.791,0.000,-0.279,0.000,0.000,0.000,0.000
2546,980.197,0.000,-3.572,0.000,0.000,0.000,0.000
2547,980.602,3.191,3.191,0.000,0.000,0.000,0.000
2548,981.008,7.719,7.719,0.000,0.000,0.000,0.000
2549,981.413,4.721,4.721,0.000,0.000,0.000,0.000
2550,981.819,1.662,1.662,0.000,0.000,0.000,0.000
2551,982.225,0.000,-2.455,0.000,0.000,0.000,0.000
2552,982.630,0.000,-1.866,0.000,0.000,0.000,0.000
2553,983.036,5.013,5.013,0.000,0.000,0.000,0.000
2554,983.442,0.000,-0.750,0.000,0.000,0.000,0.000
2555,983.847,0.428,0.428,0.000,0.000,0.000,0.000
2556,984.253,0.000,-1.516,0.000,0.000,0.000,0.000
2557,984.659,0.000,-4.631,0.000,0.000,0.000,0.000
2558,985.065,0.000,-2.398,0.000,0.000,0.000,0.000
2559,985.470,1.428,1.428,0.000,0.000,0.000,0.000
2560,985.876,1.604,1.604,0.000,0.000,0.000,0.000
2561,986.282,1.075,1.075,0.000,0.000,0.000,0.000
2562,986.688,0.000,-0.985,0.000,0.000,0.000,0.000
2563,987.094,2.248,2.248,0.000,0.000,0.000,0.000
2564,987.500,0.000,-2.692,0.000,0.000,0.000,0.000
2565,987.905,0.000,-1.105,0.000,0.000,0.000,0.000
2566,988.311,0.000,-3.572,0.000,0.000,0.000,0.000
2567,988.717,1.839,1.839,0.000,0.000,0.000,0.000
2568,989.123,0.000,-1.572,0.000,0.000,0.000,0.000
2569,989.529,5.073,5.073,0.000,0.000,0.000,0.000
2570,989.935,2.664,2.664,0.000,0.000,0.000,0.000
2571,990.341,0.000,-3.338,0.000,0.000,0.000,0.000
2572,990.747,6.837,6.837,0.000,0.000,0.000,0.000
2573,991.153,0.000,-0.514,0.000,0.000,0.000,0.000
2574,991.559,0.837,0.837,0.000,0.000,0.000,0.000
2575,991.965,0.428,0.428,0.000,0.000,0.000,0.000
2576,992.371,0.000,-2.277,0.000,0.000,0.000,0.000
2577,992.777,1.723,1.723,0.000,0.000,0.000,0.000
2578,993.183,0.000,-0.807,0.000,0.000,0.000,0.000
2579,993.589,0.000,-1.809,0.000,0.000,0.000,0.000
2580,993.995,2.191,2.191,0.000,0.000,0.000,0.000
2581,994.401,0.367,0.367,0.000,0.000,0.000,0.000
2582,994.807,0.721,0.721,0.000,0.000,0.000,0.000
2583,995.213,0.000,-3.220,0.000,0.000,0.000,0.000
2584,995.620,0.000,-0.336,0.000,0.000,0.000,0.000
2585,996.026,0.367,0.367,0.000,0.000,0.000,0.000
2586,996.432,2.073,2.073,0.000,0.000,0.000,0.000
2587,996.838,1.015,1.015,0.000,0.000,0.000,0.000
2588,997.244,0.661,0.661,0.000,0.000,0.000,0.000
2589,997.650,0.000,-1.105,0.000,0.000,0.000,0.000
2590,998.057,0.000,-0.692,0.000,0.000,0.000,0.000
2591,998.463,3.721,3.721,0.000,0.000,0.000,0.000
2592,998.869,0.250,0.250,0.000,0.000,0.000,0.000
2593,999.275,6.367,6.367,0.000,0.000,0.000,0.000
2594,999.682,2.543,2.543,0.000,0.000,0.000,0.000
2595,1000.088,1.952,1.952,0.000,0.000,0.000,0.000
2596,1000.494,2.013,2.013,0.000,0.000,0.000,0.000
2597,1000.901,0.000,-0.281,0.000,0.000,0.000,0.000
2598,1001.307,3.428,3.428,0.000,0.000,0.000,0.000
2599,1001.713,3.835,3.835,0.000,0.000,0.000,0.000
2600,1002.120,2.250,2.250,0.000,0.000,0.000,0.000
2601,1002.526,0.000,-2.516,0.000,0.000,0.000,0.000
2602,1002.933,1.954,1.954,0.000,0.000,0.000,0.000
2603,1003.339,0.000,-1.631,0.000,0.000,0.000,0.000
2604,1003.745,0.000,-1.220,0.000,0.000,0.000,0.000
2605,1004.152,0.000,-0.279,0.000,0.000,0.000,0.000
2606,1004.558,0.000,-0.868,0.000,0.000,0.000,0.000
2607,1004.965,2.837,2.837,0.000,0.000,0.000,0.000
2608,1005.371,1.251,1.251,0.000,0.000,0.000,0.000
2609,1005.778,3.719,3.719,0.000,0.000,0.000,0.000
2610,1006.184,1.426,1.426,0.000,0.000,0.000,0.000
2611,1006.591,0.000,-2.222,0.000,0.000,0.000,0.000
2612,1006.997,0.000,-1.516,0.000,0.000,0.000,0.000
2613,1007.404,0.000,-4.692,0.000,0.000,0.000,0.000
2614,1007.811,0.193,0.193,0.000,0.000,0.000,0.000
2615,1008.217,0.000,-2.517,0.000,0.000,0.000,0.000
2616,1008.624,2.661,2.661,0.000,0.000,0.000,0.000
2617,1009.030,0.000,-2.279,0.000,0.000,0.000,0.000
2618,1009.437,0.000,-5.983,0.000,0.000,0.000,0.000
2619,1009.844,0.073,0.073,0.000,0.000,0.000,0.000
2620,1010.250,0.308,0.308,0.000,0.000,0.000,0.000
2621,1010.657,0.000,-3.928,0.000,0.000,0.000,0.000
2622,1011.064,0.000,-4.631,0.000,0.000,0.000,0.000
2623,1011.470,2.602,2.602,0.000,0.000,0.000,0.000
2624,1011.877,0.073,0.073,0.000,0.000,0.000,0.000
2625,1012.284,2.428,2.428,0.000,0.000,0.000,0.000
2626,1012.691,0.000,-3.633,0.000,0.000,0.000,0.000
2627,1013.097,0.011,0.011,0.000,0.000,0.000,0.000
2628,1013.504,8.778,8.778,0.000,0.000,0.000,0.000
