ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu,continuum
2096,798.128,0.560,0.560,0.045,0.045,0.045,0.000,0.000
2097,798.513,0.000,-0.310,0.044,0.044,0.044,0.000,0.000
2098,798.898,0.000,-0.375,0.044,0.044,0.044,0.000,0.000
2099,799.283,0.000,-0.310,0.044,0.044,0.044,0.000,0.000
2100,799.668,0.000,-0.375,0.044,0.044,0.044,0.000,0.000
2101,800.054,0.772,0.772,0.044,0.044,0.044,0.000,0.000
2102,800.439,0.723,0.723,0.044,0.044,0.044,0.000,0.000
2103,800.824,0.000,-0.245,0.044,0.044,0.044,0.000,0.000
2104,801.209,0.821,0.821,0.044,0.044,0.044,0.000,0.000
2105,801.594,0.000,-0.293,0.044,0.044,0.044,0.000,0.000
2106,801.979,0.000,-0.326,0.044,0.044,0.044,0.000,0.000
2107,802.364,0.000,-0.293,0.044,0.044,0.044,0.000,0.000
2108,802.749,0.000,-0.342,0.044,0.044,0.044,0.000,0.000
2109,803.134,0.625,0.625,0.044,0.044,0.044,0.000,0.000
2110,803.519,0.000,-0.391,0.044,0.044,0.044,0.000,0.000
2111,803.904,0.772,0.772,0.044,0.044,0.044,0.000,0.000
2112,804.289,0.000,-0.359,0.044,0.044,0.044,0.000,0.000
2113,804.674,0.723,0.723,0.044,0.044,0.044,0.000,0.000
2114,805.059,0.560,0.560,0.044,0.044,0.044,0.000,0.000
2115,805.444,0.000,-0.293,0.044,0.044,0.044,0.000,0.000
2116,805.829,0.000,-0.310,0.043,0.043,0.043,0.000,0.000
2117,806.214,0.000,-0.293,0.043,0.043,0.043,0.000,0.000
2118,806.599,0.000,-0.245,0.043,0.043,0.043,0.000,0.000
2119,806.984,0.000,-0.310,0.043,0.043,0.043,0.000,0.000
2120,807.369,0.000,-0.228,0.043,0.043,0.043,0.000,0.000
2121,807.754,2.739,2.739,0.043,0.043,0.043,0.000,0.000
2122,808.139,0.625,0.625,0.043,0.043,0.043,0.000,0.000
2123,808.524,0.707,0.707,0.043,0.043,0.043,0.000,0.000
2124,808.910,0.000,-0.261,0.043,0.043,0.043,0.000,0.000
2125,809.295,0.707,0.707,0.043,0.043,0.043,0.000,0.000
2126,809.680,0.000,-0.245,0.043,0.043,0.043,0.000,0.000
2127,810.065,0.000,-0.342,0.043,0.043,0.043,0.000,0.000
2128,810.450,0.000,-0.277,0.043,0.043,0.043,0.000,0.000
2129,810.835,0.707,0.707,0.043,0.043,0.043,0.000,0.000
2130,811.220,0.788,0.788,0.043,0.043,0.043,0.000,0.000
2131,811.605,0.625,0.625,0.043,0.043,0.043,0.000,0.000
2132,811.990,0.000,-0.293,0.043,0.043,0.043,0.000,0.000
2133,812.375,0.511,0.511,0.043,0.043,0.043,0.000,0.000
2134,812.760,0.000,-0.408,0.043,0.043,0.043,0.000,0.000
2135,813.145,0.000,-0.245,0.043,0.043,0.043,0.000,0.000
2136,813.530,0.000,-0.456,0.042,0.042,0.042,0.000,0.000
2137,813.915,0.000,-0.293,0.042,0.042,0.042,0.000,0.000
2138,814.300,0.739,0.739,0.042,0.042,0.042,0.000,0.000
2139,814.685,0.739,0.739,0.042,0.042,0.042,0.000,0.000
2140,815.070,0.707,0.707,0.042,0.042,0.042,0.000,0.000
2141,815.455,0.739,0.739,0.042,0.042,0.042,0.000,0.000
2142,815.840,0.000,-0.375,0.042,0.042,0.042,0.000,0.000
2143,816.225,0.000,-0.326,0.042,0.042,0.042,0.000,0.000
2144,816.610,0.000,-0.391,0.042,0.042,0.042,0.000,0.000
2145,816.995,0.674,0.674,0.042,0.042,0.042,0.000,0.000
2146,817.380,0.000,-0.082,0.042,0.042,0.042,0.000,0.000
2147,817.766,0.000,-0.261,0.042,0.042,0.042,0.000,0.000
2148,818.151,0.000,-0.391,0.042,0.042,0.042,0.000,0.000
2149,818.536,0.658,0.658,0.042,0.042,0.042,0.000,0.000
2150,818.921,0.000,-0.277,0.042,0.042,0.042,0.000,0.000
2151,819.306,0.000,-0.277,0.042,0.042,0.042,0.000,0.000
2152,819.691,0.000,-0.310,0.042,0.042,0.042,0.000,0.000
2153,820.076,0.000,-0.310,0.042,0.042,0.042,0.000,0.000
2154,820.461,0.000,-0.310,0.042,0.042,0.042,0.000,0.000
2155,820.846,0.000,-0.375,0.041,0.041,0.041,0.000,0.000
2156,821.231,0.000,-0.326,0.041,0.041,0.041,0.000,0.000
2157,821.616,0.000,-0.261,0.041,0.041,0.041,0.000,0.000
2158,822.001,0.000,-0.326,0.041,0.041,0.041,0.000,0.000
2159,822.386,0.609,0.609,0.041,0.041,0.041,0.000,0.000
2160,822.771,0.674,0.674,0.040,0.040,0.040,0.000,0.000
2161,823.156,0.000,-0.277,0.040,0.040,0.040,0.000,0.000
2162,823.541,1.592,1.592,0.040,0.040,0.040,0.000,0.000
2163,823.926,0.000,-0.293,0.039,0.039,0.039,0.000,0.000
2164,824.311,0.000,-0.326,0.039,0.039,0.039,0.000,0.000
2165,824.696,0.641,0.641,0.039,0.039,0.039,0.000,0.000
2166,825.081,0.000,-0.293,0.038,0.038,0.038,0.000,0.000
2167,825.466,0.674,0.674,0.038,0.038,0.038,0.000,0.000
2168,825.851,0.000,-0.147,0.038,0.038,0.038,0.000,0.000
2169,826.236,0.000,-0.375,0.038,0.038,0.038,0.000,0.000
2170,826.622,0.000,-0.277,0.037,0.037,0.037,0.000,0.000
2171,827.007,0.788,0.788,0.037,0.037,0.037,0.000,0.000
2172,827.392,0.000,-0.326,0.037,0.037,0.037,0.000,0.000
2173,827.777,0.000,-0.326,0.036,0.036,0.036,0.000,0.000
2174,828.162,1.772,1.772,0.036,0.036,0.036,0.000,0.000
2175,828.547,0.000,-0.212,0.036,0.036,0.036,0.000,0.000
2176,828.932,0.000,-0.424,0.036,0.036,0.036,0.000,0.000
2177,829.317,0.755,0.755,0.035,0.035,0.035,0.000,0.000
2178,829.702,1.755,1.755,0.035,0.035,0.035,0.000,0.000
2179,830.087,0.000,-0.212,0.035,0.035,0.035,0.000,0.000
2180,830.472,0.576,0.576,0.034,0.034,0.034,0.000,0.000
2181,830.857,0.000,-0.196,0.034,0.034,0.034,0.000,0.000
2182,831.242,0.723,0.723,0.034,0.034,0.034,0.000,0.000
2183,831.627,0.707,0.707,0.034,0.034,0.034,0.000,0.000
2184,832.012,0.641,0.641,0.033,0.033,0.033,0.000,0.000
2185,832.397,0.000,-0.391,0.033,0.033,0.033,0.000,0.000
2186,832.782,0.000,-0.440,0.033,0.033,0.033,0.000,0.000
2187,833.167,0.658,0.658,0.032,0.032,0.032,0.000,0.000
2188,833.552,0.000,-0.293,0.032,0.032,0.032,0.000,0.000
2189,833.937,0.000,-0.261,0.032,0.032,0.032,0.000,0.000
2190,834.322,0.000,-0.245,0.032,0.032,0.032,0.000,0.000
2191,834.707,0.000,-0.440,0.031,0.031,0.031,0.000,0.000
2192,835.092,0.641,0.641,0.031,0.031,0.031,0.000,0.000
2193,835.478,0.000,-0.293,0.031,0.031,0.031,0.000,0.000
2194,835.863,0.000,-0.196,0.030,0.030,0.030,0.000,0.000
2195,836.248,0.000,-0.293,0.030,0.030,0.030,0.000,0.000
2196,836.633,0.000,-0.179,0.030,0.030,0.030,0.000,0.000
2197,837.018,0.000,-0.293,0.030,0.030,0.030,0.000,0.000
2198,837.403,0.000,-0.408,0.029,0.029,0.029,0.000,0.000
2199,837.788,0.000,-0.261,0.029,0.029,0.029,0.000,0.000
2200,838.173,0.707,0.707,0.029,0.029,0.029,0.000,0.000
2201,838.558,0.000,-0.228,0.028,0.028,0.028,0.000,0.000
2202,838.943,0.000,-0.245,0.028,0.028,0.028,0.000,0.000
2203,839.328,0.000,-0.245,0.028,0.028,0.028,0.000,0.000
2204,839.713,0.000,-0.326,0.027,0.027,0.027,0.000,0.000
2205,840.098,0.755,0.755,0.027,0.027,0.027,0.000,0.000
2206,840.483,0.000,-0.245,0.027,0.027,0.027,0.000,0.000
2207,840.868,0.000,-0.261,0.027,0.027,0.027,0.000,0.000
2208,841.253,1.707,1.707,0.026,0.026,0.026,0.000,0.000
2209,841.638,0.000,-0.326,0.026,0.026,0.026,0.000,0.000
2210,842.023,0.000,-0.326,0.026,0.026,0.026,0.000,0.000
2211,842.408,0.000,-0.293,0.025,0.025,0.025,0.000,0.000
2212,842.793,0.000,-0.375,0.025,0.025,0.025,0.000,0.000
2213,843.178,0.000,-0.228,0.025,0.025,0.025,0.000,0.000
2214,843.563,0.690,0.690,0.025,0.025,0.025,0.000,0.000
2215,843.949,0.690,0.690,0.024,0.024,0.024,0.000,0.000
2216,844.334,0.000,-0.293,0.024,0.024,0.024,0.000,0.000
2217,844.719,0.000,-0.245,0.024,0.024,0.024,0.000,0.000
2218,845.104,0.000,-0.359,0.023,0.023,0.023,0.000,0.000
2219,845.489,0.000,-0.359,0.023,0.023,0.023,0.000,0.000
2220,845.874,0.000,-0.261,0.023,0.023,0.023,0.000,0.000
2221,846.259,0.739,0.739,0.023,0.023,0.023,0.000,0.000
2222,846.644,0.641,0.641,0.022,0.022,0.022,0.000,0.000
2223,847.029,0.000,-0.456,0.022,0.022,0.022,0.000,0.000
2224,847.414,0.658,0.658,0.022,0.022,0.022,0.000,0.000
2225,847.799,0.000,-0.310,0.021,0.021,0.021,0.000,0.000
2226,848.184,0.000,-0.293,0.021,0.021,0.021,0.000,0.000
2227,848.569,0.739,0.739,0.021,0.021,0.021,0.000,0.000
2228,848.954,0.000,-0.456,0.021,0.021,0.021,0.000,0.000
2229,849.339,0.000,-0.310,0.020,0.020,0.020,0.000,0.000
2230,849.724,0.000,-0.473,0.020,0.020,0.020,0.000,0.000
2231,850.109,0.000,-0.261,0.020,0.020,0.020,0.000,0.000
2232,850.494,0.000,-0.326,0.019,0.019,0.019,0.000,0.000
2233,850.879,0.000,-0.245,0.019,0.019,0.019,0.000,0.000
2234,851.264,1.625,1.625,0.019,0.019,0.019,0.000,0.000
2235,851.649,0.000,-0.310,0.018,0.018,0.018,0.000,0.000
2236,852.034,0.000,-0.196,0.018,0.018,0.018,0.000,0.000
2237,852.419,0.000,-0.293,0.018,0.018,0.018,0.000,0.000
2238,852.805,0.000,-0.179,0.018,0.018,0.018,0.000,0.000
2239,853.190,0.000,-0.196,0.017,0.017,0.017,0.000,0.000
2240,853.575,0.000,-0.326,0.017,0.017,0.017,0.000,0.000
2241,853.960,0.000,-0.293,0.017,0.017,0.017,0.000,0.000
2242,854.345,0.000,-0.228,0.016,0.016,0.016,0.000,0.000
2243,854.730,0.000,-0.147,0.016,0.016,0.016,0.000,0.000
2244,855.115,0.690,0.690,0.016,0.016,0.016,0.000,0.000
2245,855.500,0.000,-0.245,0.016,0.016,0.016,0.000,0.000
2246,855.885,1.690,1.690,0.015,0.015,0.015,0.000,0.000
2247,856.270,0.000,-0.359,0.015,0.015,0.015,0.000,0.000
2248,856.655,0.000,-0.245,0.015,0.015,0.015,0.000,0.000
2249,857.040,0.772,0.772,0.014,0.014,0.014,0.000,0.000
2250,857.425,0.821,0.821,0.014,0.014,0.014,0.000,0.000
2251,857.810,0.000,-0.473,0.014,0.014,0.014,0.000,0.000
2252,858.195,0.000,-0.277,0.014,0.014,0.014,0.000,0.000
2253,858.580,0.000,-0.147,0.013,0.013,0.013,0.000,0.000
2254,858.965,0.000,-0.440,0.013,0.013,0.013,0.000,0.000
2255,859.350,0.000,-0.375,0.013,0.013,0.013,0.000,0.000
2256,859.735,0.755,0.755,0.012,0.012,0.012,0.000,0.000
2257,860.120,0.690,0.690,0.012,0.012,0.012,0.000,0.000
2258,860.505,0.690,0.690,0.012,0.012,0.012,0.000,0.000
2259,860.890,0.000,-0.424,0.012,0.012,0.012,0.000,0.000
2260,861.275,0.000,-0.261,0.011,0.011,0.011,0.000,0.000
2261,861.661,0.000,-0.293,0.011,0.011,0.011,0.000,0.000
2262,862.046,0.000,-0.359,0.011,0.011,0.011,0.000,0.000
2263,862.431,0.000,-0.245,0.010,0.010,0.010,0.000,0.000
2264,862.816,0.576,0.576,0.010,0.010,0.010,0.000,0.000
2265,863.201,0.000,-0.310,0.010,0.010,0.010,0.000,0.000
2266,863.586,0.000,-0.310,0.010,0.009,0.010,0.000,0.000
2267,863.971,1.739,1.739,0.009,0.009,0.009,0.000,0.000
2268,864.356,0.000,-0.326,0.009,0.009,0.009,0.000,0.000
2269,864.741,0.000,-0.293,0.009,0.009,0.009,0.000,0.000
2270,865.126,0.000,-0.228,0.008,0.008,0.008,0.000,0.000
2271,865.511,0.000,-0.342,0.008,0.008,0.008,0.000,0.000
2272,865.896,0.000,-0.359,0.008,0.008,0.008,0.000,0.000
2273,866.281,1.674,1.674,0.008,0.008,0.008,0.000,0.000
2274,866.666,0.000,-0.196,0.008,0.008,0.008,0.000,0.000
2275,867.051,0.641,0.641,0.008,0.008,0.008,0.000,0.000
2276,867.436,0.576,0.576,0.008,0.008,0.008,0.000,0.000
2277,867.821,0.000,-0.310,0.008,0.008,0.008,0.000,0.000
2278,868.206,0.000,-0.310,0.008,0.008,0.008,0.000,0.000
2279,868.591,0.804,0.804,0.008,0.008,0.008,0.000,0.000
2280,868.976,0.000,-0.293,0.008,0.008,0.008,0.000,0.000
2281,869.361,0.000,-0.228,0.008,0.008,0.008,0.000,0.000
2282,869.746,0.658,0.658,0.008,0.008,0.008,0.000,0.000
2283,870.131,0.000,-0.359,0.008,0.008,0.008,0.000,0.000
2284,870.517,0.609,0.609,0.009,0.009,0.009,0.000,0.000
2285,870.902,0.674,0.674,0.009,0.009,0.009,0.000,0.000
2286,871.287,0.000,-0.293,0.009,0.009,0.009,0.000,0.000
2287,871.672,0.000,-0.310,0.009,0.009,0.009,0.000,0.000
2288,872.057,0.560,0.560,0.009,0.009,0.009,0.000,0.000
2289,872.442,0.000,-0.440,0.009,0.009,0.009,0.000,0.000
2290,872.827,0.000,-0.245,0.009,0.009,0.009,0.000,0.000
2291,873.212,0.674,0.674,0.009,0.009,0.009,0.000,0.000
2292,873.597,0.000,-0.293,0.009,0.009,0.009,0.000,0.000
2293,873.982,0.000,-0.261,0.009,0.009,0.009,0.000,0.000
2294,874.367,0.000,-0.359,0.009,0.009,0.009,0.000,0.000
2295,874.752,1.723,1.723,0.009,0.009,0.009,0.000,0.000
2296,875.137,2.804,2.804,0.009,0.009,0.009,0.000,0.000
2297,875.522,0.000,-0.440,0.009,0.009,0.009,0.000,0.000
2298,875.907,0.000,-0.359,0.009,0.009,0.009,0.000,0.000
2299,876.292,0.658,0.658,0.010,0.009,0.010,0.000,0.000
2300,876.677,0.000,-0.408,0.010,0.010,0.010,0.000,0.000
2301,877.062,0.690,0.690,0.010,0.010,0.010,0.000,0.000
2302,877.447,0.000,-0.277,0.010,0.010,0.010,0.000,0.000
2303,877.832,0.000,-0.277,0.010,0.010,0.010,0.000,0.000
2304,878.217,0.000,-0.326,0.010,0.010,0.010,0.000,0.000
2305,878.602,0.000,-0.424,0.010,0.010,0.010,0.000,0.000
2306,878.987,0.560,0.560,0.010,0.010,0.010,0.000,0.000
2307,879.373,0.000,-0.424,0.010,0.010,0.010,0.000,0.000
2308,879.758,0.000,-0.277,0.010,0.010,0.010,0.000,0.000
2309,880.143,0.000,-0.293,0.010,0.010,0.010,0.000,0.000
2310,880.528,0.609,0.609,0.010,0.010,0.010,0.000,0.000
2311,880.913,0.592,0.592,0.010,0.010,0.010,0.000,0.000
2312,881.298,0.674,0.674,0.010,0.010,0.010,0.000,0.000
2313,881.683,0.000,-0.245,0.010,0.010,0.010,0.000,0.000
2314,882.068,0.641,0.641,0.011,0.010,0.011,0.000,0.000
2315,882.453,0.000,-0.424,0.011,0.010,0.011,0.000,0.000
2316,882.838,0.674,0.674,0.011,0.011,0.011,0.000,0.000
2317,883.223,0.000,-0.326,0.011,0.011,0.011,0.000,0.000
2318,883.608,0.000,-0.391,0.011,0.011,0.011,0.000,0.000
2319,883.993,0.000,-0.293,0.011,0.011,0.011,0.000,0.000
2320,884.378,0.000,-0.245,0.011,0.011,0.011,0.000,0.000
2321,884.763,0.674,0.674,0.011,0.011,0.011,0.000,0.000
2322,885.148,0.511,0.511,0.011,0.011,0.011,0.000,0.000
2323,885.533,0.000,-0.424,0.011,0.011,0.011,0.000,0.000
2324,885.918,0.000,-0.326,0.011,0.011,0.011,0.000,0.000
2325,886.303,0.000,-0.228,0.011,0.011,0.011,0.000,0.000
2326,886.688,0.000,-0.359,0.011,0.011,0.011,0.000,0.000
2327,887.073,0.576,0.576,0.011,0.011,0.011,0.000,0.000
2328,887.458,0.000,-0.228,0.011,0.011,0.011,0.000,0.000
2329,887.843,0.000,-0.277,0.012,0.011,0.012,0.000,0.000
2330,888.229,0.000,-0.245,0.012,0.011,0.012,0.000,0.000
2331,888.614,0.000,-0.342,0.012,0.012,0.012,0.000,0.000
2332,888.999,0.000,-0.375,0.012,0.012,0.012,0.000,0.000
2333,889.384,0.000,-0.391,0.012,0.012,0.012,0.000,0.000
2334,889.769,0.658,0.658,0.012,0.012,0.012,0.000,0.000
2335,890.154,0.000,-0.342,0.012,0.012,0.012,0.000,0.000
2336,890.539,0.821,0.821,0.012,0.012,0.012,0.000,0.000
2337,890.924,1.755,1.755,0.012,0.012,0.012,0.000,0.000
2338,891.309,0.000,-0.310,0.012,0.012,0.012,0.000,0.000
2339,891.694,0.000,-0.277,0.012,0.012,0.012,0.000,0.000
2340,892.079,0.609,0.609,0.012,0.012,0.012,0.000,0.000
2341,892.464,0.000,-0.359,0.012,0.012,0.012,0.000,0.000
2342,892.849,0.788,0.788,0.012,0.012,0.012,0.000,0.000
2343,893.234,0.739,0.739,0.012,0.012,0.012,0.000,0.000
2344,893.619,0.739,0.739,0.013,0.012,0.013,0.000,0.000
2345,894.004,0.000,-0.505,0.013,0.012,0.013,0.000,0.000
2346,894.389,0.000,-0.342,0.013,0.012,0.013,0.000,0.000
2347,894.774,0.000,-0.277,0.013,0.013,0.013,0.000,0.000
2348,895.159,0.000,-0.277,0.013,0.013,0.013,0.000,0.000
2349,895.544,0.000,-0.310,0.013,0.013,0.013,0.000,0.000
2350,895.929,0.000,-0.342,0.013,0.013,0.013,0.000,0.000
2351,896.314,0.000,-0.375,0.013,0.013,0.013,0.000,0.000
2352,896.699,0.821,0.821,0.013,0.013,0.013,0.000,0.000
2353,897.085,0.000,-0.310,0.013,0.013,0.013,0.000,0.000
2354,897.470,0.000,-0.310,0.013,0.013,0.013,0.000,0.000
2355,897.855,0.000,-0.408,0.013,0.013,0.013,0.000,0.000
2356,898.240,0.658,0.658,0.013,0.013,0.013,0.000,0.000
2357,898.625,0.000,-0.310,0.013,0.013,0.013,0.000,0.000
2358,899.010,0.000,-0.277,0.014,0.013,0.014,0.000,0.000
2359,899.395,0.000,-0.245,0.014,0.013,0.014,0.000,0.000
2360,899.780,0.641,0.641,0.014,0.013,0.014,0.000,0.000
2361,900.165,0.000,-0.261,0.014,0.013,0.014,0.000,0.000
2362,900.550,0.576,0.576,0.014,0.014,0.014,0.000,0.000
2363,900.935,0.000,-0.277,0.014,0.014,0.014,0.000,0.000
2364,901.320,0.000,-0.261,0.014,0.014,0.014,0.000,0.000
2365,901.705,0.000,-0.310,0.014,0.014,0.014,0.000,0.000
2366,902.090,0.788,0.788,0.014,0.014,0.014,0.000,0.000
2367,902.475,0.000,-0.326,0.014,0.014,0.014,0.000,0.000
2368,902.860,0.000,-0.473,0.014,0.014,0.014,0.000,0.000
2369,903.245,0.755,0.755,0.014,0.014,0.014,0.000,0.000
2370,903.630,1.609,1.609,0.014,0.014,0.014,0.000,0.000
2371,904.015,0.000,-0.261,0.014,0.014,0.014,0.000,0.000
2372,904.400,0.000,-0.196,0.014,0.014,0.014,0.000,0.000
2373,904.785,0.000,-0.293,0.015,0.014,0.015,0.000,0.000
2374,905.170,0.000,-0.261,0.015,0.014,0.015,0.000,0.000
2375,905.555,0.000,-0.326,0.015,0.014,0.015,0.000,0.000
2376,905.941,0.000,-0.359,0.015,0.014,0.015,0.000,0.000
2377,906.326,0.674,0.674,0.015,0.014,0.015,0.000,0.000
2378,906.711,0.000,-0.261,0.015,0.015,0.015,0.000,0.000
2379,907.096,0.723,0.723,0.015,0.015,0.015,0.000,0.000
2380,907.481,0.000,-0.326,0.015,0.015,0.015,0.000,0.000
2381,907.866,0.000,-0.375,0.015,0.015,0.015,0.000,0.000
2382,908.251,0.000,-0.228,0.015,0.015,0.015,0.000,0.000
2383,908.636,0.000,-0.293,0.015,0.015,0.015,0.000,0.000
2384,909.021,0.000,-0.326,0.015,0.015,0.015,0.000,0.000
2385,909.406,0.772,0.772,0.015,0.015,0.015,0.000,0.000
2386,909.791,0.000,-0.359,0.015,0.015,0.015,0.000,0.000
2387,910.176,0.000,-0.375,0.015,0.015,0.015,0.000,0.000
2388,910.561,0.000,-0.391,0.016,0.015,0.016,0.000,0.000
2389,910.946,0.000,-0.326,0.016,0.015,0.016,0.000,0.000
2390,911.331,0.000,-0.277,0.016,0.015,0.016,0.000,0.000
2391,911.716,0.000,-0.261,0.016,0.015,0.016,0.000,0.000
2392,912.101,0.000,-0.440,0.016,0.015,0.016,0.000,0.000
2393,912.486,0.000,-0.391,0.015,0.015,0.015,0.000,0.000
2394,912.871,0.000,-0.310,0.015,0.015,0.015,0.000,0.000
2395,913.256,0.000,-0.326,0.015,0.015,0.015,0.000,0.000
2396,913.641,0.000,-0.440,0.015,0.015,0.015,0.000,0.000
2397,914.026,2.625,2.625,0.015,0.015,0.015,0.000,0.000
2398,914.411,0.000,-0.277,0.015,0.014,0.015,0.000,0.000
2399,914.797,0.641,0.641,0.015,0.014,0.015,0.000,0.000
2400,915.182,0.000,-0.245,0.015,0.014,0.015,0.000,0.000
2401,915.567,0.000,-0.424,0.014,0.014,0.014,0.000,0.000
2402,915.952,0.000,-0.261,0.014,0.014,0.014,0.000,0.000
2403,916.337,0.000,-0.212,0.014,0.014,0.014,0.000,0.000
2404,916.722,0.674,0.674,0.014,0.014,0.014,0.000,0.000
2405,917.107,0.739,0.739,0.014,0.014,0.014,0.000,0.000
2406,917.492,1.788,1.788,0.014,0.013,0.014,0.000,0.000
2407,917.877,0.000,-0.261,0.014,0.013,0.014,0.000,0.000
2408,918.262,0.739,0.739,0.014,0.013,0.014,0.000,0.000
2409,918.647,0.000,-0.228,0.013,0.013,0.013,0.000,0.000
2410,919.032,0.000,-0.228,0.013,0.013,0.013,0.000,0.000
2411,919.417,0.000,-0.277,0.013,0.013,0.013,0.000,0.000
2412,919.802,0.000,-0.196,0.013,0.013,0.013,0.000,0.000
2413,920.187,0.609,0.609,0.013,0.013,0.013,0.000,0.000
2414,920.572,0.658,0.658,0.013,0.012,0.013,0.000,0.000
2415,920.957,0.625,0.625,0.013,0.012,0.013,0.000,0.000
2416,921.342,0.000,-0.326,0.013,0.012,0.013,0.000,0.000
2417,921.727,0.788,0.788,0.012,0.012,0.012,0.000,0.000
2418,922.112,0.000,-0.391,0.012,0.012,0.012,0.000,0.000
2419,922.497,0.739,0.739,0.012,0.012,0.012,0.000,0.000
2420,922.882,0.000,-0.261,0.012,0.012,0.012,0.000,0.000
2421,923.267,0.000,-0.310,0.012,0.012,0.012,0.000,0.000
2422,923.653,0.707,0.707,0.012,0.011,0.012,0.000,0.000
2423,924.038,0.000,-0.359,0.012,0.011,0.012,0.000,0.000
2424,924.423,0.000,-0.310,0.012,0.011,0.012,0.000,0.000
2425,924.808,1.723,1.723,0.011,0.011,0.011,0.000,0.000
2426,925.193,1.739,1.739,0.011,0.011,0.011,0.000,0.000
2427,925.578,0.000,-0.245,0.011,0.011,0.011,0.000,0.000
2428,925.963,0.000,-0.310,0.011,0.011,0.011,0.000,0.000
2429,926.348,0.000,-0.293,0.011,0.011,0.011,0.000,0.000
2430,926.733,0.000,-0.342,0.011,0.010,0.011,0.000,0.000
2431,927.118,0.000,-0.277,0.011,0.010,0.011,0.000,0.000
2432,927.503,0.000,-0.293,0.011,0.010,0.011,0.000,0.000
2433,927.888,0.000,-0.277,0.010,0.010,0.010,0.000,0.000
2434,928.273,0.000,-0.261,0.010,0.010,0.010,0.000,0.000
2435,928.658,0.000,-0.245,0.010,0.010,0.010,0.000,0.000
2436,929.043,0.000,-0.326,0.010,0.010,0.010,0.000,0.000
2437,929.428,0.000,-0.228,0.010,0.010,0.010,0.000,0.000
2438,929.813,0.000,-0.342,0.010,0.009,0.010,0.000,0.000
2439,930.198,0.000,-0.228,0.010,0.009,0.010,0.000,0.000
2440,930.583,0.755,0.755,0.010,0.009,0.010,0.000,0.000
2441,930.968,0.000,-0.391,0.009,0.009,0.009,0.000,0.000
2442,931.353,1.674,1.674,0.009,0.009,0.009,0.000,0.000
2443,931.738,0.739,0.739,0.009,0.009,0.009,0.000,0.000
2444,932.123,0.788,0.788,0.009,0.009,0.009,0.000,0.000
2445,932.509,0.000,-0.196,0.009,0.009,0.009,0.000,0.000
2446,932.894,0.000,-0.196,0.009,0.008,0.009,0.000,0.000
2447,933.279,0.755,0.755,0.009,0.008,0.009,0.000,0.000
2448,933.664,0.755,0.755,0.009,0.008,0.009,0.000,0.000
2449,934.049,0.000,-0.277,0.008,0.008,0.008,0.000,0.000
2450,934.434,0.000,-0.261,0.008,0.008,0.008,0.000,0.000
2451,934.819,0.755,0.755,0.008,0.008,0.008,0.000,0.000
2452,935.204,0.000,-0.212,0.008,0.008,0.008,0.000,0.000
2453,935.589,0.000,-0.408,0.008,0.008,0.008,0.000,0.000
2454,935.974,0.000,-0.326,0.008,0.007,0.008,0.000,0.000
2455,936.359,0.544,0.544,0.008,0.007,0.008,0.000,0.000
2456,936.744,0.837,0.837,0.007,0.007,0.007,0.000,0.000
2457,937.129,0.772,0.772,0.007,0.007,0.007,0.000,0.000
2458,937.514,0.000,-0.342,0.007,0.007,0.007,0.000,0.000
2459,937.899,0.000,-0.342,0.007,0.007,0.007,0.000,0.000
2460,938.284,0.000,-0.261,0.007,0.007,0.007,0.000,0.000
2461,938.669,0.000,-0.261,0.007,0.007,0.007,0.000,0.000
2462,939.054,0.755,0.755,0.007,0.006,0.007,0.000,0.000
2463,939.439,0.000,-0.261,0.007,0.006,0.007,0.000,0.000
2464,939.824,1.674,1.674,0.006,0.006,0.006,0.000,0.000
2465,940.209,0.000,-0.277,0.006,0.006,0.006,0.000,0.000
2466,940.594,0.674,0.674,0.006,0.006,0.006,0.000,0.000
2467,940.979,0.000,-0.375,0.006,0.006,0.006,0.000,0.000
2468,941.365,0.000,-0.245,0.006,0.006,0.006,0.000,0.000
2469,941.750,0.000,-0.375,0.006,0.006,0.006,0.000,0.000
2470,942.135,0.625,0.625,0.006,0.005,0.006,0.000,0.000
2471,942.520,0.000,-0.359,0.006,0.005,0.006,0.000,0.000
2472,942.905,0.000,-0.228,0.005,0.005,0.005,0.000,0.000
2473,943.290,0.000,-0.375,0.005,0.005,0.005,0.000,0.000
2474,943.675,0.000,-0.342,0.005,0.005,0.005,0.000,0.000
2475,944.060,0.000,-0.261,0.005,0.005,0.005,0.000,0.000
2476,944.445,1.674,1.674,0.005,0.005,0.005,0.000,0.000
2477,944.830,0.000,-0.310,0.005,0.005,0.005,0.000,0.000
2478,945.215,1.707,1.707,0.005,0.004,0.005,0.000,0.000
2479,945.600,0.788,0.788,0.005,0.004,0.005,0.000,0.000
2480,945.985,0.000,-0.212,0.004,0.004,0.004,0.000,0.000
2481,946.370,0.000,-0.245,0.004,0.004,0.004,0.000,0.000
2482,946.755,0.000,-0.277,0.004,0.004,0.004,0.000,0.000
2483,947.140,0.000,-0.277,0.004,0.004,0.004,0.000,0.000
2484,947.525,0.000,-0.147,0.004,0.004,0.004,0.000,0.000
2485,947.910,0.000,-0.293,0.004,0.004,0.004,0.000,0.000
2486,948.295,0.821,0.821,0.004,0.003,0.004,0.000,0.000
