родитель;дочерний;BR;пар;медиана;min;max
Pr152;Nd152;1;71;0.3996;0.0691;0.7228
Pr153;Nd153;1;1;5.7450;5.7450;5.7450
Nd132;Pr132;1;56;0.5880;0.3454;0.6073
Nd133;Pr133m;0.146451478374705;17;0.2148;0.0454;0.2294
Nd133;Pr133;1;668;0.1543;0.0073;0.9096
Nd134;Pr134;1;33;0.5900;0.2054;0.5900
Nd135;Pr135;0.600924862556153;124;0.2355;0.0528;0.8631
Nd136;Pr136;1;37;0.3101;0.0968;0.3297
Nd137;Pr137;1;131;0.1299;0.0141;0.1337
Nd137m;Nd137;1;4;0.5844;0.3652;0.6482
Nd138;Pr138;1;4;0.0240;0.0240;0.0240
Nd139;Pr139;1;7;0.1894;0.0330;0.1900
Nd139m;Pr139;0.882;167;0.1612;0.0528;0.4045
Nd141;Pr141;1;1;0.0080;0.0080;0.0080
Nd147;Pm147;1;13;0.2763;0.0759;0.3597
Nd149;Pm149;1;203;0.2565;0.0080;0.2637
Nd151;Pm151;1;209;0.0133;0.0037;0.7713
Nd152;Pm152;1;15;0.3085;0.0767;8.1173
Nd153;Pm153;1;158;0.0685;0.0021;0.2332
Nd154;Pm154;1;191;0.1285;0.0101;0.1330
Nd155;Pm155;1;192;0.1806;0.0156;0.2180
Pm130;Nd130;1;8;1.0000;1.0000;1.0000
Pm132;Nd132;1;8;0.7822;0.6061;0.7864
Pm134;Nd134;1;8;2.5005;2.4899;6.3072
Pm134m;Nd134;1;31;1.2607;1.0672;1.5597
Pm136;Nd136;1;91;0.1000;0.0446;1.0221
Pm136m;Nd136;1;4;0.0188;0.0187;0.0409
Pm137;Nd137m;0.703010044540823;49;0.1076;0.0026;0.8990
Pm137;Nd137;0.296989955459177;163;0.1296;0.0033;1.0148
Pm138m;Nd138;1;143;1.0000;0.9924;1.0095
Pm139;Nd139;1;40;0.1450;0.0209;0.1453
Pm140;Nd140;1;2;0.0262;0.0023;0.0502
Pm140m2;Nd140;1;32;1.0000;0.9994;1.0045
Pm141;Nd141;0.999025470904988;15;0.0471;0.0022;0.0475
Pm144;Nd144;1;13;0.9949;0.9848;1.0237
Pm146;Sm146;0.34;1;1.9189;1.9189;1.9189
Pm146;Nd146;0.66;4;0.9850;0.9702;0.9925
Pm148;Sm148;1;6;0.0222;0.0222;0.0223
Pm148m;Sm148;0.958;68;0.8629;0.6897;1.1359
Pm149;Sm149;1;1;0.0318;0.0318;0.0318
Pm150;Sm150;1;190;0.5794;0.0111;0.8383
Pm151;Sm151;1;150;0.2226;0.0318;0.3005
Pm152;Sm152;1;45;0.1523;0.0070;0.1868
Pm152m;Sm152;1;112;0.0942;0.0121;54.1596
Pm153;Sm153;1;22;0.1860;0.0347;0.5012
Pm154m;Sm154;1;215;0.9865;0.0104;4.8931
Pm154;Sm154;1;384;0.9372;0.0279;2.1443
Pm155;Sm155;1;1;0.0759;0.0759;0.0759
Pm155;Sm155;1;1;0.0759;0.0759;0.0759
Pm156;Sm156;1;130;0.9960;0.9623;1.0061
Pm157;Sm157;1;81;0.2493;0.0356;0.2534
Sm134;Pm134;1;35;0.5981;0.3572;0.6020
Sm136;Pm136;1;62;0.1607;0.0193;1.0835
Sm137;Pm137;1;10;0.9987;0.9971;0.9995
Sm139;Pm139;1;109;0.3637;0.0878;0.3686
Sm139m;Sm139;0.937;6;0.3886;0.1505;0.3903
Sm140;Pm140m2;0.0631798649131453;2;0.0996;0.0996;0.0997
Sm140;Pm140;1;183;0.0933;0.0036;1.1042
Sm141;Pm141;1;9;0.4249;0.2099;0.4935
Sm141m;Pm141;0.9969;122;0.1645;0.0580;0.4201
Sm143;Pm143;1;1;0.0190;0.0190;0.0190
Sm153;Eu153;1;1;0.0030;0.0030;0.0030
Sm153m;Sm153;1;3;0.4036;0.3121;0.5432
Sm155;Eu155;1;6;0.0372;0.0357;0.0384
Sm156;Eu156;1;15;0.9486;0.7207;1.2484
Sm157;Eu157;1;101;0.5511;0.0905;0.5623
Sm159;Eu159;1;28;0.4546;0.1855;0.4665
Eu136;Sm136;1;10;0.9992;0.2376;2.0045
Eu136m;Sm136;1;10;0.9992;0.2376;2.0045
Eu138;Sm138;1;56;1.0075;0.7213;3.4109
Eu139;Sm139m;0.571545784267107;2;0.0925;0.0925;0.0925
Eu139;Sm139;0.428454215732893;42;0.0344;0.0041;0.2292
Eu140m;Sm140;1;6;0.2946;0.0593;0.2961
Eu141;Sm141m;0.0177322752158697;4;4.0911;4.0911;4.0911
Eu141;Sm141;0.98226772478413;22;0.0234;0.0021;0.0596
Eu142;Sm142;1;7;0.1025;0.1025;0.1025
Eu142m;Sm142;1;32;1.0000;0.8911;1.0943
Eu143;Sm143;0.99877302569761;14;0.0751;0.0740;0.0751
Eu144;Sm144;1;1;0.0961;0.0961;0.0961
Eu145;Sm145;1;16;0.0657;0.0033;0.0657
Eu146;Sm146;1;437;0.9860;0.0145;27.4423
Eu147;Sm147;0.999978;29;0.2434;0.0610;0.2440
Eu148;Sm148;1;309;0.0719;0.0016;0.1411
Eu148m;Eu148;1;18;0.6780;0.4333;0.7944
Eu149;Sm149;1;3;1.0265;1.0265;1.0265
Eu150;Sm150;1;187;0.0960;0.0012;0.9108
Eu150m;Sm150;0.11;6;0.3599;0.1272;0.3616
Eu152;Gd152;0.279;15;0.9519;0.8947;1.1757
Eu152;Sm152;0.721;54;0.3698;0.0016;0.4119
Eu152m;Gd152;0.73;1;0.1950;0.1950;0.1950
Eu152m;Sm152;0.27;4;0.5214;0.5214;0.5214
Eu152m2;Eu152;1;4;0.6917;0.4937;0.6970
Eu154;Gd154;0.99982;73;0.3458;0.0410;6.5573
Eu154m;Eu154;1;6;0.1038;0.0209;0.3835
Eu155;Gd155;1;3;0.2996;0.2996;0.2996
Eu156;Gd156;1;80;0.0960;0.0069;0.9667
Eu157;Gd157;1;56;0.1075;0.0119;0.1102
Eu158;Gd158;1;127;0.2957;0.0419;0.5068
Eu159;Gd159m;0.471017512007132;1;0.2924;0.2924;0.2924
Eu159;Gd159;0.528982487992868;6;0.3537;0.2986;0.3585
Eu160;Gd160;1;3;0.9800;0.9800;0.9800
Gd141;Eu141;1;12;0.4900;0.2425;0.4926
Gd141m;Gd141;0.11;11;1.2506;0.8331;1.9259
Gd141m;Eu141m;0.868382439929734;14;0.1542;0.0241;0.1560
Gd141m;Eu141;0.021617560070266;5;0.2339;0.0364;1.1316
Gd142;Eu142;1;31;0.1120;0.0136;0.1217
Gd143;Eu143;1;4;0.7463;0.7463;0.7463
Gd143m;Eu143;1;159;0.7093;0.0772;13.2761
Gd144;Eu144;1;78;0.0594;0.0021;0.0806
Gd145;Eu145;1;55;1.0038;0.9395;1.0711
Gd146;Eu146;1;3;0.4615;0.2153;0.4621
Gd147;Eu147m;0.303663718748133;9;0.1041;0.0109;0.1053
Gd147;Eu147;0.696336281251867;96;0.1036;0.0035;0.1063
Gd149;Eu149;0.999995;34;0.4787;0.1955;0.4931
Gd151;Eu151;1;2;0.0613;0.0611;0.0615
Gd153;Eu153;1;2;0.1533;0.0202;0.2864
Gd153m;Gd153;1;1;0.8743;0.8743;0.8743
Gd155m;Gd155;1;1;1.0191;1.0191;1.0191
Gd159;Tb159;1;3;0.1159;0.0135;0.1162
Gd159m;Gd159;1;1;1.0000;1.0000;1.0000
Gd161;Tb161;1;11;0.0099;0.0083;0.0099
Gd162;Tb162;1;2;0.5100;0.5100;0.5100
Tb140;Gd140;1;1;0.9171;0.9171;0.9171
Tb141;Gd141m;0.445663640819402;10;0.1237;0.0221;0.1440
Tb141;Gd141;0.554336359180598;77;0.0342;0.0054;0.2370
Tb142;Gd142;1;21;0.2490;0.0052;0.7405
Tb142m;Tb142;1;2;1.3102;0.6239;1.9965
Tb144;Gd144;1;4;0.2111;0.2111;0.2111
Tb144m;Tb144;0.66;1;1.0000;1.0000;1.0000
Tb144m;Gd144;0.34;47;1.0053;0.9522;1.0831
Tb145m;Gd145m;0.562274405145751;10;1.4330;0.3438;1.6699
Tb145m;Gd145;0.437725594854248;21;0.2595;0.2277;1.8499
Tb146m;Gd146;1;10;1.0022;1.0022;1.0024
Tb146m2;Tb146m;1;6;0.9769;0.9702;0.9922
Tb147;Gd147;1;15;0.9297;0.9001;1.1808
Tb147m;Gd147;1;7;0.0782;0.0062;0.0785
Tb148;Gd148;1;77;0.8439;0.5956;22.9600
Tb148m;Gd148;1;148;0.0872;0.0010;0.2583
Tb149;Gd149;0.833;141;0.0106;0.0105;0.0109
Tb149m;Gd149;0.99978;1;0.9654;0.9654;0.9654
Tb150;Gd150;1;264;0.7191;0.0256;0.7354
Tb150m;Gd150;1;12;0.1007;0.0101;0.2926
Tb151;Gd151;0.999905;370;0.0862;0.0065;0.3048
Tb151m;Tb151;0.934;1;0.2327;0.2327;0.2327
Tb152;Gd152;1;211;0.0630;0.0012;0.0786
Tb152m;Tb152;0.788;7;0.0754;0.0057;0.0756
Tb152m;Gd152;0.212;154;0.0804;0.0017;1.4869
Tb153;Gd153m;0.0304537664130287;4;0.2567;0.0258;0.4876
Tb153;Gd153;0.969546233586971;105;0.0306;0.0165;0.1107
Tb153m;Tb153;1;1;0.9842;0.9842;0.9842
Tb154;Gd154;1;113;0.0709;0.0027;7.2300
Tb154m2;Gd154;0.782;291;0.1914;0.0073;0.7645
Tb154m3;Gd154;0.982;126;0.0577;0.0023;0.5253
Tb155;Gd155;1;23;0.0245;0.0237;0.0292
Tb156;Gd156;1;163;0.2827;0.0177;0.4732
Tb158;Dy158;0.166;1;2.6194;2.6194;2.6194
Tb158;Gd158;0.834;7;0.5193;0.2731;0.5248
Tb158m2;Tb158;1;14;0.4803;0.1310;0.4840
Tb160;Dy160;1;41;0.2978;0.0785;0.3024
Tb161;Dy161;1;5;0.1000;0.0103;0.1002
Tb162;Dy162;1;13;0.0423;0.0334;0.0435
Tb163;Dy163;1;154;0.2130;0.0080;1.9211
Tb164;Dy164;1;352;0.0502;0.0049;287.3618
Tb165;Dy165m;0.871642135642136;3;0.0640;0.0640;0.0640
Tb168;Dy168;1;1;2.1250;2.1250;2.1250
Dy146m;Dy146;1;12;1.0070;0.9234;2.5111
Dy147m;Dy147;0.311;1;0.9980;0.9980;0.9980
Dy147m;Tb147;0.112794612794613;3;1.1635;1.0014;1.1635
Dy148;Tb148;1;5;0.0097;0.0096;0.0426
Dy149;Tb149m;0.424743163883285;47;1.0675;1.0483;3.0018
Dy149;Tb149;0.575256836116715;262;0.9457;0.0381;1.9680
Dy149m;Dy149;0.993;6;1.0000;0.9994;1.0001
Dy149m;Tb149m;0.007;6;3.6871;0.9996;3.7092
Dy151;Tb151m;0.383229826622765;35;0.6940;0.3689;2.3199
Dy151;Tb151;0.560770173377235;250;0.9469;0.0304;1.1091
Dy153;Tb153m;0.441615560909404;35;0.0763;0.0085;0.0776
Dy153;Tb153;0.558384439090596;457;0.1372;0.0030;0.2002
Dy155;Tb155;1;287;0.4923;0.2393;2.6434
Dy155m;Dy155;1;19;0.9762;0.9714;0.9932
Dy157;Tb157;1;5;0.9053;0.8429;0.9156
Dy157m;Dy157;1;7;478.1903;20.7909;12008.4804
Dy159m;Dy159;1;15;1.1423;1.0694;1.3370
Dy165;Ho165;1;4;0.0090;0.0088;0.0090
Dy165m;Ho165;0.0224;1;0.1321;0.1321;0.1321
Dy166;Ho166;1;2;0.1367;0.1367;0.1367
Dy167;Ho167;1;36;0.0478;0.0019;0.0501
Dy168;Ho168;1;4;0.9805;0.9724;0.9805
Ho145;Dy145m;0.881748686096512;12;0.0929;0.0139;0.1009
Ho145;Dy145;0.118251313903488;10;0.0857;0.0037;0.1622
Ho148m;Dy148;1;16;1.0561;0.3619;2.0506
Ho148m2;Ho148m;1;3;2.2519;1.1697;9.1399
Ho149;Dy149;1;42;0.6726;0.4343;0.6766
Ho149m;Dy149;1;12;0.9998;0.9998;1.0002
Ho150;Dy150;1;3;0.9044;0.9044;0.9044
Ho150m;Dy150;1;33;0.9901;0.9853;0.9951
Ho151;Dy151;0.78;10;0.0684;0.0548;1.0534
Ho152;Dy152;0.88;10;0.1000;0.0100;0.1002
Ho152m;Dy152;0.892;294;0.7836;0.0010;30.0355
Ho153;Dy153;0.99949;68;0.6686;0.0311;2.6448
Ho153m;Dy153;0.9982;6;0.9918;0.9911;0.9959
Ho154;Dy154;0.99981;91;0.8439;0.6534;0.8570
Ho154m2;Dy154;1;117;0.8816;0.1721;1.0275
Ho156;Dy156;1;649;0.2670;0.0034;3.4939
Ho156m2;Dy156;0.75;17;0.9994;0.9941;5.5513
Ho157;Dy157;1;105;0.0225;0.0214;0.0270
Ho158;Dy158;1;679;0.9997;0.1604;294.9049
Ho158m;Dy158;0.19;679;0.9997;0.1604;294.9049
Ho158m2;Dy158;0.93;2;0.9653;0.9305;1.0000
Ho159;Dy159;1;175;0.1326;0.0271;0.3620
Ho160;Dy160;1;428;0.1593;0.0032;0.3888
Ho160m;Dy160;0.27;108;0.1593;0.0079;0.3888
Ho161;Dy161;1;9;0.0383;0.0164;0.0426
Ho162;Dy162;1;4;0.0378;0.0378;0.0381
Ho162m;Ho162;0.62;1;0.9995;0.9995;0.9995
Ho162m;Dy162;0.38;40;0.6349;0.3439;1.4674
Ho164m;Ho164;1;1;0.3667;0.3667;0.3667
Ho166;Er166;1;2;0.9873;0.9873;0.9873
Ho166m;Er166;1;305;0.5270;0.2647;8.4410
Ho166m2;Ho166;1;4;0.9908;0.9902;0.9942
Ho167;Er167m;0.103718126914616;12;0.5891;0.3600;0.7979
Ho167;Er167;0.896281873085384;11;0.5462;0.3026;0.5599
Ho168;Er168;1;85;0.1610;0.0092;0.8683
Ho169;Er169;1;10;0.1015;0.0983;0.1069
Ho170;Er170;1;149;0.0705;0.0051;0.3975
Ho170m;Er170;1;26;1.0204;0.9767;39.1518
Ho171;Er171;1;6;0.9888;0.9792;0.9984
Ho172;Er172;1;20;0.2898;0.0372;0.3675
Er149;Ho149m;0.985273863756754;3;1.1752;1.0059;1.1839
Er149m;Er149;0.035;1;2.6064;2.6064;2.6064
Er149m;Ho149m;0.130721819587199;37;0.0967;0.0046;0.0987
Er149m;Ho149;0.834278180412802;6;0.0969;0.0969;0.0975
Er150;Ho150;1;6;1.0698;0.9659;1.1111
Er151;Ho151m;0.394065470276172;15;0.2866;0.0940;0.2886
Er151;Ho151;0.605934529723828;16;0.3528;0.1167;0.3559
Er151m;Er151;0.953;2;0.8902;0.6917;1.0886
Er151m;Ho151;0.047;9;458.2723;21.2559;206925.1279
Er153;Ho153m;0.108084836435949;6;0.4591;0.2062;0.4764
Er153;Ho153;0.361915163564051;4;0.4637;0.4594;0.4637
Er156;Ho156m;0.978448610718908;5;0.2508;0.2508;0.2508
Er156;Ho156;0.0215513892810918;1;0.2505;0.2505;0.2505
Er157;Ho157;1;19;0.1396;0.0201;0.1420
Er159;Ho159m;0.243880137860926;6;0.0312;0.0312;0.0312
Er159;Ho159;0.756119862139074;9;0.0337;0.0254;0.0341
Er161;Ho161m;0.105056123095284;66;0.0312;0.0122;0.0709
Er161;Ho161;0.894943876904717;19;0.0099;0.0057;0.0107
Er161m;Er161;1;26;0.5937;0.2470;1.5811
Er171;Tm171;1;19;0.0990;0.0090;0.1126
Er172;Tm172;1;28;0.4090;0.0743;0.4206
Er173;Tm173;1;19;0.2311;0.1077;0.4815
Er175;Tm175;1;5;0.3200;0.1024;0.3200
Tm150;Er150;1;16;0.8485;0.7196;0.9099
Tm152;Er152;1;2;1.0053;1.0053;1.0053
Tm152m;Er152;1;6;0.9999;0.9999;1.0000
Tm152m2;Tm152m;1;89;0.5948;0.2535;0.8750
Tm153;Er153;0.09;4;0.7115;0.7087;0.7142
Tm154m;Er154;0.42;9;0.9800;0.9701;0.9899
Tm155;Er155;0.9911;14;0.3984;0.1370;0.4088
Tm155m;Er155;0.98;15;0.9977;0.9885;1.0003
Tm156;Er156;1;71;0.8568;0.1175;1.1547
Tm157;Er157;1;67;0.0924;0.0086;0.0936
Tm158;Er158;1;152;0.6190;0.1809;0.6303
Tm159;Er159;1;58;0.0159;0.0055;0.1603
Tm160;Er160;1;37;0.9970;0.9953;1.0057
Tm160m;Tm160;0.85;1;0.9526;0.9526;0.9526
Tm160m;Er160;0.15;5;0.5998;0.5998;0.5998
Tm161;Er161;0.837358306556672;36;0.0099;0.0046;0.0103
Tm162;Er162;1;138;0.0704;0.0027;0.4865
Tm162m;Er162;0.18;19;0.3518;0.0463;0.4473
Tm163;Er163;1;388;0.1809;0.0044;2.3419
Tm164;Er164;1;56;0.0669;0.0045;0.0866
Tm164m;Er164;0.2;157;0.2490;0.0146;8.2224
Tm165;Er165;1;336;0.3300;0.0016;225.4555
Tm166;Er166;1;352;0.1291;0.0059;10.4055
Tm168;Er168;0.9999;42;0.0544;0.0029;0.0558
Tm172;Yb172;1;28;0.0600;0.0038;0.0629
Tm173;Yb173;1;1;0.8790;0.8790;0.8790
Tm174;Yb174;1;124;0.7569;0.4494;10.9587
Tm175;Yb175m;0.765630425151472;5;0.1535;0.1443;0.2967
Tm175;Yb175;0.234369574848528;29;0.1511;0.0201;20.5685
Tm176;Yb176;1;274;0.1210;0.0095;1.6163
Yb152;Tm152;1;3;0.8662;0.8662;0.8662
Yb152m;Yb152;1;6;1.0009;0.9996;1.0017
Yb153;Tm153m;0.182681213999922;17;0.3635;0.1345;0.3695
Yb153;Tm153;0.317318786000078;29;0.3701;0.1382;0.3704
Yb153m;Yb153;1;94;0.5004;0.0040;0.7251
Yb157;Tm157;0.995;25;0.0900;0.0081;0.0900
Yb159;Tm159;1;82;1.0000;0.1361;1.0042
Yb160;Tm160;1;57;0.1789;0.0321;0.4200
Yb161;Tm161m;0.0134297221616468;12;0.1571;0.0247;0.2923
Yb161;Tm161;1;13;0.1377;0.0187;0.1401
Yb162;Tm162;1;52;0.3966;0.0630;0.4026
Yb163;Tm163;1;152;0.2337;0.0116;0.4687
Yb165;Tm165;1;69;0.0897;0.0064;0.1795
Yb167;Tm167;1;31;0.1938;0.0162;0.2319
Yb169;Tm169;1;96;0.2129;0.0058;5.5497
Yb175;Lu175;1;5;0.1315;0.0175;0.1333
Yb176m;Yb176;1;6;0.8644;0.7471;0.9302
Yb177;Lu177;1;11;0.0584;0.0035;0.0591
Yb177m;Yb177;1;1;0.9985;0.9985;0.9985
Yb178;Lu178;1;1;8.4800;8.4800;8.4800
Yb179;Lu179;1;24;0.1295;0.0456;0.3645
Yb180;Lu180;1;29;0.7000;0.3537;0.7388
Lu152;Yb152;1;3;0.8501;0.7237;0.8514
Lu153m;Lu153;1;43;0.8071;0.1921;0.9747
Lu154m2;Yb154;1;6;0.9902;0.9806;0.9935
Lu158;Yb158;1;1;1.0439;1.0439;1.0439
Lu160;Yb160;1;7;0.9998;0.9998;1.0196
Lu160m;Yb160;1;7;0.9998;0.9998;1.0196
Lu161;Yb161;1;10;0.9686;0.9683;0.9780
Lu162;Yb162;1;13;0.9973;0.9973;134.9818
Lu162m;Yb162;1;13;0.9973;0.9973;134.9818
Lu162m2;Yb162;1;13;0.9973;0.9973;134.9818
Lu163;Yb163;1;128;0.9989;0.0413;5.7380
Lu164;Yb164;1;54;0.9927;0.8935;1.0371
Lu165;Yb165;1;200;0.9900;0.0140;3.6679
Lu166;Yb166;1;301;0.1695;0.0126;1.5501
Lu166m;Yb166;0.58;67;0.1692;0.0064;0.1996
Lu166m2;Yb166;0.9;10;0.1485;0.0150;0.1501
Lu167;Yb167;1;391;0.0385;0.0052;0.4799
Lu168;Yb168;1;39;1.0865;0.2930;1.2786
Lu168m;Yb168;0.996;154;0.1046;0.0020;66.1535
Lu169;Yb169m;0.140526236125573;140;0.1912;0.0067;0.3881
Lu169;Yb169;0.859473763874428;215;0.1967;0.0056;9.6922
Lu171;Yb171;1;116;0.2227;0.0295;0.4759
Lu172;Yb172;1;694;0.3906;0.0112;193.4843
Lu173;Yb173;1;31;0.2120;0.0097;0.2122
Lu174;Yb174;1;1;0.0515;0.0515;0.0515
Lu174m;Yb174;0.0062;6;0.8254;0.6795;0.8803
Lu174m3;Lu174;0.1875;7;13.8191;1.1293;21.5923
Lu176;Hf176;1;6;0.9060;0.8200;0.9361
Lu177;Hf177;1;4;0.1026;0.0107;0.1034
Lu177m;Lu177;0.214;34;0.0798;0.0207;0.6592
Lu178;Hf178;1;13;0.0592;0.0500;0.0599
Lu179;Hf179;1;3;0.0280;0.0275;0.0280
Lu180;Hf180;1;50;0.3904;0.0866;0.7900
Lu181;Hf181;1;18;0.0594;0.0274;0.5353
Lu183;Hf183;1;18;0.2404;0.0606;0.2491
Lu184;Hf184;1;3;1.0751;0.1647;1.1719
Hf164;Lu164;1;7;1.0000;0.4246;1.0094
Hf166;Lu166m2;0.385494504860319;4;0.5632;0.3948;0.7315
Hf166;Lu166m;0.614505495139681;2;0.4585;0.4585;0.4585
Hf167;Lu167;1;1;0.9864;0.9864;0.9864
Hf169;Lu169;0.948979591836735;1;0.8852;0.8852;0.8852
Hf170;Lu170;0.999501834889066;118;0.2146;0.0077;0.5324
Hf172;Lu172m;0.907019886118844;10;0.1108;0.0067;0.1130
Hf173;Lu173;1;28;0.0830;0.0036;0.0830
Hf175;Lu175;1;5;0.8400;0.7056;0.8400
Hf177m;Hf177;1;102;0.0759;0.0044;0.1012
Hf177m2;Hf177m;1;5;0.7439;0.5670;0.7984
Hf178m;Hf178;1;10;0.8846;0.7731;0.9408
Hf178m2;Hf178m;1;17;0.9221;0.1990;1.0113
Hf179m;Hf179;1;1;0.9530;0.9530;0.9530
Hf179m2;Hf179;1;50;0.4584;0.2242;0.7020
Hf180m;Hf180;0.997;13;0.8890;0.7830;0.9439
Hf181;Ta181;1;2;0.0079;0.0053;0.0106
Hf182;Ta182;1;2;1.2444;1.1283;1.3605
Hf182m;Ta182m;0.0267296508259914;11;0.4139;0.1820;2.0196
Hf182m;Ta182;0.45714371975129;91;0.4981;0.0891;1.4880
Hf182m;Hf182;0.46;13;0.6800;0.4631;0.8198
Hf183;Ta183;1;35;1.0296;0.8354;1.1968
Hf184;Ta184;1;14;0.8720;0.7477;0.9457
Ta164;Hf164;1;14;0.9992;0.9677;1.0234
Ta166;Hf166;1;11;0.4509;0.2834;0.5807
Ta168;Hf168;1;21;0.2076;0.0471;1.6168
Ta170;Hf170;1;10;0.2071;0.0090;0.2089
Ta172;Hf172;1;106;0.5463;0.1364;0.5562
Ta173;Hf173;1;99;0.1740;0.0069;0.4329
Ta174;Hf174;1;116;0.0600;0.0022;0.0892
Ta175;Hf175;1;110;0.0404;0.0017;0.5479
Ta176;Hf176;1;232;0.0540;0.0025;0.1995
Ta177;Hf177;1;4;0.0286;0.0286;0.0290
Ta181m;Ta181;1;1;1.0330;1.0330;1.0330
Ta182;W182;1;115;0.2024;0.0228;0.4725
Ta182m2;Ta182m;1;5;0.4723;0.2317;0.4732
Ta183;W183;0.950144580715924;108;0.2192;0.0183;1.5109
Ta184;W184;1;485;0.4715;0.1403;125.0658
Ta185;W185;1;20;0.2560;0.0468;6.4809
Ta186;W186;1;92;0.2767;0.0361;28.4168
W166;Ta166;0.99965;7;0.3246;0.1055;0.4343
W167;Ta167;0.9996;6;1.2156;1.0068;1.2156
W168;Ta168;1;1;0.9828;0.9828;0.9828
W171;Ta171;1;1;0.9175;0.9175;0.9175
W172;Ta172;1;39;1.0000;0.9910;1.4627
W173;Ta173;1;4;0.8197;0.6394;2.0815
W175;Ta175;1;1;1.0000;1.0000;1.0000
W177;Ta177;1;83;0.0150;0.0097;0.0190
W179m;Ta179;0.0029;1;0.7838;0.7838;0.7838
W183m;W183;1;10;0.9786;0.9745;0.9883
W185m;W185;1;6;0.0433;0.0114;0.0435
W187;Re187;1;25;0.2688;0.0432;0.3173
W188;Re188;1;1;0.3897;0.3897;0.3897
W190;Re190;1;1;0.9757;0.9757;0.9757
Re166;W166;0.76;1;0.9998;0.9998;0.9998
Re168;W168;1;46;0.8797;0.8715;0.8820
Re170;W170;1;85;0.2925;0.0853;0.5503
Re171;W171;1;8;0.1563;0.0251;0.1601
Re172;W172;1;6;1.0000;1.0000;1.0000
Re172m;W172;1;3;1.0000;1.0000;1.0000
Re176;W176;1;26;0.0541;0.0168;5.5892
Re177;W177;1;1;0.0725;0.0725;0.0725
Re178;W178;1;65;0.9558;0.4015;2.0543
Re179;W179m;0.290668547194686;59;0.2275;0.0153;13.2084
Re179;W179;0.709331452805314;119;0.2903;0.0165;0.4017
Re180;W180;1;81;0.8806;0.7189;1.0523
Re181;W181;1;117;0.0740;0.0019;0.1716
Re182;W182;1;182;0.0257;0.0231;0.0307
Re182m;W182;1;245;0.1092;0.0150;0.5553
Re183;W183;1;36;0.2240;0.0381;0.6499
Re183m;Re183;1;51;0.4448;0.0313;0.9004
Re184;W184;1;11;0.4163;0.1744;0.4205
Re184m;W184;0.255;157;2.4436;1.3971;8.3381
Re186m;Re186;1;1;0.8736;0.8736;0.8736
Re188;Os188;1;7;0.0099;0.0099;0.0101
Re188m;Re188;1;2;0.0499;0.0499;0.0499
Re189;Os189;0.877796614557571;11;0.0535;0.0530;0.0563
Re190;Os190;1;93;0.2020;0.0593;10.0982
Re190m;Os190;0.544;417;0.1401;0.0052;9.0815
Os171;Re171;0.982;2;0.7174;0.7174;0.7174
Os177;Re177;1;30;0.0349;0.0260;0.0386
Os179;Re179;1;50;1.0122;0.3427;67.3000
Os181;Re181;1;104;0.0396;0.0053;0.2011
Os181m;Re181;1;1;1.0023;1.0023;1.0023
Os182;Re182m;1;54;0.4776;0.0615;0.5405
Os183;Re183;1;57;0.0879;0.0073;0.0910
Os183m;Re183;0.85;64;0.5602;0.0834;0.5811
Os185;Re185;1;8;0.7796;0.6071;0.7830
Os190m;Os190;1;6;0.9980;0.9965;0.9996
Os193;Ir193m;0.00333636901679453;1;0.0385;0.0385;0.0385
Os193;Ir193;0.996663630983205;12;0.0381;0.0098;0.0388
Ir172m;Os172;0.77;142;1.0000;0.3389;2.3192
Ir173;Os173;0.93;1;2.8571;2.8571;2.8571
Ir173m;Os173;0.88;1;0.3500;0.3500;0.3500
Ir174;Os174;0.995;84;1.0000;0.5179;31.7433
Ir174;Re170;0.0047;1;0.9650;0.9650;0.9650
Ir174m;Os174;0.975;84;1.0000;0.5179;31.7433
Ir174m;Re170;0.025;1;0.9781;0.9781;0.9781
Ir176;Os176;0.969;65;1.0000;0.8391;1.0757
Ir177;Os177;0.9994;11;0.0233;0.0091;0.0639
Ir178;Os178;1;116;0.0999;0.0349;0.5838
Ir179;Os179;1;4;0.0482;0.0243;0.0722
Ir180;Os180;1;85;0.3085;0.0125;27.3314
Ir182;Os182;1;117;0.2121;0.0887;0.9035
Ir183;Os183m;0.63694503203336;125;0.1052;0.0104;3.5807
Ir183;Os183;0.36305496796664;69;0.0995;0.0100;0.1352
Ir184;Os184;1;206;0.0618;0.0020;0.5980
Ir185;Os185;1;49;0.0700;0.0440;0.0881
Ir186;Os186;1;338;14.4980;1.2325;873.9045
Ir186m;Os186;0.75;97;0.1243;0.0058;0.1622
Ir187;Os187;1;30;0.0129;0.0034;0.0134
Ir188;Os188;1;173;0.1459;0.0039;0.2573
Ir189;Os189;0.925090191693216;5;0.0579;0.0576;0.0611
Ir189m;Ir189;1;5;0.3806;0.1554;0.3876
Ir189m2;Ir189m;0.596710734760132;108;12.7335;0.5632;1427.9979
Ir189m2;Ir189;0.403289265239868;149;72.2704;1.9315;196460.4429
Ir190;Os190;1;302;0.0545;0.0029;1.1931
Ir190m2;Ir190;0.086;3;0.3228;0.1056;0.3244
Ir192;Pt192;0.9513;14;1.0508;1.0309;1.1079
Ir192;Os192;0.0487;6;20.4997;20.4867;421.2004
Ir194;Pt194;1;16;0.1292;0.0045;0.1315
Ir194m;Ir194;1;4;0.0796;0.0752;0.0843
