ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220
1529,518.377,251.539,281.325,31.663,89.525,177.353,0.000,13.980,0.000,0.000,0.465
1530,518.730,250.204,280.173,31.614,89.425,176.319,0.000,13.952,0.000,0.000,0.474
1531,519.083,256.355,278.982,31.566,89.323,175.248,0.000,13.924,0.000,0.000,0.484
1532,519.436,213.280,277.753,31.517,89.220,174.142,0.000,13.895,0.000,0.000,0.494
1533,519.789,266.020,276.490,31.469,89.116,173.002,0.000,13.866,0.000,0.000,0.504
1534,520.142,278.984,275.193,31.420,89.010,171.830,0.000,13.835,0.000,0.000,0.515
1535,520.495,243.651,273.865,31.372,88.904,170.629,0.000,13.804,0.000,0.000,0.525
1536,520.848,236.798,272.508,31.323,88.797,169.399,0.000,13.772,0.000,0.000,0.536
1537,521.201,257.946,271.123,31.275,88.689,168.144,0.000,13.740,0.000,0.000,0.548
1538,521.554,233.946,269.714,31.226,88.582,166.864,0.000,13.707,0.000,0.000,0.559
1539,521.907,235.279,268.283,31.178,88.474,165.563,0.000,13.673,0.000,0.000,0.571
1540,522.260,217.798,266.831,31.129,88.366,164.241,0.000,13.638,0.000,0.000,0.583
1541,522.613,250.168,265.361,31.081,88.258,162.901,0.000,13.603,0.000,0.000,0.596
1542,522.966,224.021,263.875,31.032,88.151,161.545,0.000,13.567,0.000,0.000,0.609
1543,523.319,230.982,262.376,30.984,88.045,160.176,0.000,13.531,0.000,0.000,0.622
1544,523.672,227.724,260.865,30.935,87.939,158.794,0.000,13.494,0.000,0.000,0.635
1545,524.025,222.797,259.345,30.886,87.835,157.402,0.000,13.457,0.000,0.000,0.649
1546,524.378,205.168,257.819,30.838,87.732,156.003,0.000,13.419,0.000,0.000,0.663
1547,524.731,254.353,256.288,30.789,87.630,154.597,0.000,13.380,0.000,0.000,0.678
1548,525.084,238.686,254.755,30.741,87.530,153.188,0.000,13.342,0.000,0.000,0.692
1549,525.437,211.390,253.223,30.692,87.432,151.778,0.000,13.302,0.000,0.000,0.708
1550,525.791,232.983,251.693,30.644,87.337,150.367,0.000,13.262,0.000,0.000,0.723
1551,526.144,248.686,250.168,30.595,87.244,148.960,0.000,13.222,0.000,0.000,0.739
1552,526.497,207.538,248.650,30.547,87.155,147.556,0.000,13.181,0.000,0.000,0.756
1553,526.850,234.909,247.143,30.498,87.068,146.159,0.000,13.140,0.000,0.000,0.773
1554,527.203,230.019,245.647,30.450,86.985,144.770,0.000,13.099,0.000,0.000,0.790
1555,527.556,239.947,244.167,30.401,86.906,143.393,0.000,13.057,0.000,0.000,0.808
1556,527.909,212.205,242.699,30.353,86.828,142.028,0.000,13.015,0.000,0.000,0.826
1557,528.263,196.020,241.245,30.304,86.751,140.675,0.000,12.972,0.000,0.000,0.844
1558,528.616,214.946,239.807,30.256,86.676,139.336,0.000,12.929,0.000,0.000,0.863
1559,528.969,230.093,238.386,30.207,86.601,138.014,0.000,12.885,0.000,0.000,0.883
1560,529.322,200.094,236.984,30.159,86.529,136.709,0.000,12.841,0.000,0.000,0.903
1561,529.675,233.502,235.648,30.154,86.478,135.445,0.000,12.799,0.000,0.000,0.924
1562,530.029,213.426,234.334,30.150,86.429,134.202,0.000,12.756,0.000,0.000,0.945
1563,530.382,229.724,233.045,30.146,86.382,132.982,0.000,12.713,0.000,0.000,0.966
1564,530.735,193.057,231.783,30.142,86.337,131.786,0.000,12.669,0.000,0.000,0.988
1565,531.088,212.686,230.549,30.138,86.295,130.616,0.000,12.626,0.000,0.000,1.010
1566,531.442,210.945,229.345,30.134,86.255,129.474,0.000,12.581,0.000,0.000,1.032
1567,531.795,208.982,228.172,30.130,86.219,128.360,0.000,12.537,0.000,0.000,1.054
1568,532.148,172.686,227.032,30.125,86.185,127.277,0.000,12.492,0.000,0.000,1.076
1569,532.502,244.908,225.927,30.121,86.154,126.226,0.000,12.446,0.000,0.000,1.099
1570,532.855,191.316,224.858,30.117,86.126,125.207,0.000,12.401,0.000,0.000,1.121
1571,533.208,218.352,223.826,30.113,86.102,124.223,0.000,12.355,0.000,0.000,1.144
1572,533.562,185.242,222.833,30.109,86.081,123.274,0.000,12.309,0.000,0.000,1.166
1573,533.915,225.649,221.880,30.105,86.064,122.362,0.000,12.262,0.000,0.000,1.188
1574,534.268,177.797,220.968,30.101,86.051,121.488,0.000,12.216,0.000,0.000,1.211
1575,534.622,207.611,220.100,30.097,86.043,120.652,0.000,12.169,0.000,0.000,1.233
1576,534.975,200.167,219.276,30.092,86.038,119.857,0.000,12.122,0.000,0.000,1.256
1577,535.328,223.538,218.497,30.088,86.039,119.103,0.000,12.075,0.000,0.000,1.278
1578,535.682,201.537,217.765,30.084,86.044,118.390,0.000,12.028,0.000,0.000,1.300
1579,536.035,216.131,217.081,30.080,86.054,117.721,0.000,11.982,0.000,0.000,1.322
1580,536.389,185.315,216.446,30.076,86.069,117.096,0.000,11.935,0.000,0.000,1.344
1581,536.742,209.167,215.862,30.072,86.091,116.515,0.000,11.888,0.000,0.000,1.366
1582,537.095,213.389,215.329,30.068,86.119,115.980,0.000,11.841,0.000,0.000,1.387
1583,537.449,229.353,214.849,30.064,86.154,115.490,0.000,11.794,0.000,0.000,1.408
1584,537.802,181.538,214.422,30.059,86.196,115.047,0.000,11.748,0.000,0.000,1.430
1585,538.156,226.242,214.048,30.055,86.244,114.650,0.000,11.701,0.000,0.000,1.450
1586,538.509,200.686,213.724,30.051,86.298,114.298,0.000,11.654,0.000,0.000,1.471
1587,538.863,218.167,213.449,30.047,86.356,113.993,0.000,11.607,0.000,0.000,1.491
1588,539.216,212.315,213.226,30.043,86.417,113.735,0.000,11.559,0.000,0.000,1.511
1589,539.570,208.463,213.054,30.039,86.482,113.527,0.000,11.512,0.000,0.000,1.531
1590,539.923,195.093,212.934,30.035,86.549,113.368,0.000,11.465,0.000,0.000,1.550
1591,540.277,184.612,212.867,30.031,86.620,113.258,0.000,11.417,0.000,0.000,1.569
1592,540.630,189.686,212.853,30.026,86.694,113.199,0.000,11.370,0.000,0.000,1.588
1593,540.984,213.649,212.892,30.022,86.771,113.190,0.000,11.323,0.000,0.000,1.606
1594,541.337,192.389,212.984,30.018,86.851,113.231,0.000,11.276,0.000,0.000,1.623
1595,541.691,229.093,213.131,30.014,86.934,113.324,0.000,11.229,0.000,0.000,1.640
1596,542.045,213.353,213.331,30.010,87.021,113.469,0.000,11.182,0.000,0.000,1.657
1597,542.398,199.391,213.587,30.006,87.111,113.665,0.000,11.136,0.000,0.000,1.673
1598,542.752,176.167,213.899,30.002,87.203,113.913,0.000,11.091,0.000,0.000,1.689
1599,543.105,259.797,214.266,29.997,87.300,114.214,0.000,11.046,0.000,0.000,1.704
1600,543.459,207.167,214.689,29.993,87.400,114.569,0.000,11.000,0.000,0.000,1.718
1601,543.812,196.648,215.172,29.989,87.505,114.978,0.000,10.954,0.000,0.000,1.732
1602,544.166,209.501,215.709,29.985,87.612,115.441,0.000,10.908,0.000,0.000,1.746
1603,544.520,181.167,216.304,29.981,87.723,115.957,0.000,10.863,0.000,0.000,1.758
1604,544.873,202.057,216.956,29.977,87.837,116.528,0.000,10.818,0.000,0.000,1.770
1605,545.227,261.464,217.668,29.973,87.956,117.154,0.000,10.774,0.000,0.000,1.782
1606,545.581,201.426,218.438,29.969,88.078,117.835,0.000,10.730,0.000,0.000,1.793
1607,545.934,189.870,219.267,29.964,88.204,118.572,0.000,10.686,0.000,0.000,1.803
1608,546.288,197.057,220.156,29.960,88.331,119.366,0.000,10.643,0.000,0.000,1.812
1609,546.642,220.093,221.099,29.956,88.458,120.217,0.000,10.600,0.000,0.000,1.821
1610,546.995,222.426,222.097,29.952,88.584,121.124,0.000,10.558,0.000,0.000,1.829
1611,547.349,243.206,223.151,29.948,88.710,122.087,0.000,10.516,0.000,0.000,1.836
1612,547.703,212.575,224.261,29.944,88.835,123.106,0.000,10.474,0.000,0.000,1.843
1613,548.057,225.500,225.426,29.940,88.959,124.183,0.000,10.433,0.000,0.000,1.849
1614,548.410,235.204,226.648,29.936,89.083,125.317,0.000,10.392,0.000,0.000,1.854
1615,548.764,209.278,227.926,29.931,89.206,126.509,0.000,10.351,0.000,0.000,1.858
1616,549.118,225.315,229.261,29.927,89.327,127.759,0.000,10.310,0.000,0.000,1.862
1617,549.472,207.278,230.652,29.923,89.448,129.067,0.000,10.270,0.000,0.000,1.864
1618,549.825,234.908,232.101,29.919,89.566,130.435,0.000,10.231,0.000,0.000,1.866
1619,550.179,218.574,233.608,29.915,89.684,131.863,0.000,10.191,0.000,0.000,1.868
1620,550.533,257.056,235.173,29.911,89.799,133.351,0.000,10.152,0.000,0.000,1.868
1621,550.887,256.056,236.796,29.907,89.913,134.899,0.000,10.113,0.000,0.000,1.868
1622,551.241,219.872,238.479,29.903,90.025,136.509,0.000,10.075,0.000,0.000,1.867
1623,551.595,258.315,240.221,29.898,90.135,138.181,0.000,10.037,0.000,0.000,1.865
1624,551.948,253.612,242.023,29.894,90.242,139.916,0.000,9.999,0.000,0.000,1.862
1625,552.302,266.205,243.885,29.890,90.347,141.714,0.000,9.962,0.000,0.000,1.859
1626,552.656,257.946,245.810,29.886,90.450,143.577,0.000,9.926,0.000,0.000,1.855
1627,553.010,300.796,247.796,29.882,90.551,145.504,0.000,9.889,0.000,0.000,1.850
1628,553.364,261.574,249.846,29.878,90.649,147.497,0.000,9.853,0.000,0.000,1.844
1629,553.718,266.242,251.959,29.874,90.744,149.557,0.000,9.818,0.000,0.000,1.838
1630,554.072,249.020,254.138,29.869,90.837,151.685,0.000,9.783,0.000,0.000,1.830
1631,554.426,309.316,256.383,29.865,90.927,153.883,0.000,9.749,0.000,0.000,1.822
1632,554.779,297.204,258.698,29.861,91.014,156.153,0.000,9.715,0.000,0.000,1.814
1633,555.133,271.537,261.082,29.857,91.099,158.494,0.000,9.681,0.000,0.000,1.804
1634,555.487,326.612,263.535,29.853,91.182,160.908,0.000,9.649,0.000,0.000,1.794
1635,555.841,269.539,266.061,29.849,91.262,163.396,0.000,9.616,0.000,0.000,1.784
1636,556.195,288.279,268.658,29.845,91.340,165.958,0.000,9.585,0.000,0.000,1.772
1637,556.549,279.946,271.328,29.841,91.415,168.597,0.000,9.554,0.000,0.000,1.760
1638,556.903,314.834,274.071,29.836,91.487,171.311,0.000,9.523,0.000,0.000,1.747
1639,557.257,284.205,276.887,29.832,91.555,174.102,0.000,9.493,0.000,0.000,1.734
1640,557.611,298.575,279.775,29.828,91.617,176.972,0.000,9.463,0.000,0.000,1.720
1641,557.965,289.205,282.737,29.824,91.675,179.921,0.000,9.433,0.000,0.000,1.705
1642,558.319,290.131,285.773,29.820,91.726,182.950,0.000,9.404,0.000,0.000,1.690
1643,558.673,306.428,288.886,29.816,91.773,186.061,0.000,9.376,0.000,0.000,1.674
1644,559.027,328.686,292.077,29.812,91.813,189.256,0.000,9.347,0.000,0.000,1.658
1645,559.381,315.465,295.347,29.808,91.849,192.536,0.000,9.319,0.000,0.000,1.641
1646,559.735,319.020,298.698,29.803,91.878,195.902,0.000,9.291,0.000,0.000,1.624
1647,560.089,319.723,302.132,29.799,91.902,199.357,0.000,9.264,0.000,0.000,1.606
1648,560.443,363.983,305.649,29.795,91.920,202.902,0.000,9.237,0.000,0.000,1.588
1649,560.798,331.243,309.253,29.791,91.933,206.538,0.000,9.210,0.000,0.000,1.569
1650,561.152,374.649,312.945,29.787,91.940,210.269,0.000,9.184,0.000,0.000,1.550
1651,561.506,351.057,316.726,29.783,91.941,214.094,0.000,9.158,0.000,0.000,1.530
1652,561.860,329.649,320.600,29.779,91.937,218.018,0.000,9.132,0.000,0.000,1.510
1653,562.214,331.575,324.568,29.775,91.928,222.041,0.000,9.107,0.000,0.000,1.490
1654,562.568,359.316,328.632,29.770,91.913,226.166,0.000,9.082,0.000,0.000,1.469
1655,562.922,353.982,332.795,29.766,91.893,230.395,0.000,9.057,0.000,0.000,1.448
1656,563.276,384.428,337.059,29.762,91.870,234.726,0.000,9.034,0.000,0.000,1.427
1657,563.631,349.242,341.381,29.758,91.845,239.118,0.000,9.010,0.000,0.000,1.405
1658,563.985,371.799,345.729,29.754,91.815,243.541,0.000,8.987,0.000,0.000,1.383
1659,564.339,358.613,350.098,29.750,91.780,247.989,0.000,8.965,0.000,0.000,1.361
1660,564.693,360.759,354.484,29.746,91.739,252.460,0.000,8.943,0.000,0.000,1.339
1661,565.047,416.020,358.885,29.741,91.694,256.951,0.000,8.921,0.000,0.000,1.317
1662,565.401,393.613,363.298,29.737,91.645,261.457,0.000,8.900,0.000,0.000,1.294
1663,565.756,396.501,367.718,29.733,91.590,265.975,0.000,8.879,0.000,0.000,1.271
1664,566.110,367.762,372.142,29.729,91.532,270.502,0.000,8.858,0.000,0.000,1.248
1665,566.464,450.020,376.568,29.725,91.469,275.033,0.000,8.838,0.000,0.000,1.225
1666,566.818,415.687,380.991,29.721,91.401,279.567,0.000,8.818,0.000,0.000,1.202
1667,567.173,382.391,385.408,29.717,91.328,284.101,0.000,8.798,0.000,0.000,1.179
1668,567.527,419.724,389.816,29.713,91.249,288.630,0.000,8.778,0.000,0.000,1.156
1669,567.881,444.649,394.210,29.708,91.164,293.152,0.000,8.759,0.000,0.000,1.133
1670,568.235,436.650,398.587,29.704,91.073,297.662,0.000,8.740,0.000,0.000,1.109
1671,568.590,407.465,402.943,29.700,90.978,302.156,0.000,8.721,0.000,0.000,1.086
1672,568.944,472.835,407.274,29.696,90.877,306.630,0.000,8.702,0.000,0.000,1.063
1673,569.298,425.280,411.577,29.692,90.771,311.080,0.000,8.684,0.000,0.000,1.040
1674,569.653,415.058,415.848,29.688,90.660,315.503,0.000,8.665,0.000,0.000,1.017
1675,570.007,413.279,420.083,29.684,90.544,319.895,0.000,8.647,0.000,0.000,0.994
1676,570.361,473.909,424.277,29.680,90.424,324.250,0.000,8.629,0.000,0.000,0.971
1677,570.716,440.799,428.428,29.675,90.299,328.566,0.000,8.611,0.000,0.000,0.948
1678,571.070,428.873,432.531,29.671,90.170,332.838,0.000,8.594,0.000,0.000,0.926
1679,571.424,426.982,436.582,29.667,90.037,337.062,0.000,8.576,0.000,0.000,0.903
1680,571.779,452.244,440.578,29.663,89.901,341.234,0.000,8.559,0.000,0.000,0.881
1681,572.133,442.317,444.514,29.659,89.760,345.350,0.000,8.542,0.000,0.000,0.859
1682,572.488,455.502,448.387,29.655,89.617,349.406,0.000,8.525,0.000,0.000,0.837
1683,572.842,469.020,452.194,29.651,89.470,353.397,0.000,8.509,0.000,0.000,0.815
1684,573.196,461.539,455.930,29.646,89.321,357.320,0.000,8.492,0.000,0.000,0.794
1685,573.551,485.947,459.591,29.642,89.169,361.171,0.000,8.476,0.000,0.000,0.773
1686,573.905,480.392,463.175,29.638,89.015,364.945,0.000,8.460,0.000,0.000,0.752
1687,574.260,451.354,466.677,29.634,88.859,368.640,0.000,8.444,0.000,0.000,0.731
1688,574.614,463.207,470.094,29.630,88.702,372.250,0.000,8.429,0.000,0.000,0.711
1689,574.969,486.577,473.422,29.626,88.543,375.772,0.000,8.414,0.000,0.000,0.691
1690,575.323,498.353,476.658,29.622,88.383,379.203,0.000,8.399,0.000,0.000,0.671
1691,575.678,497.169,479.798,29.618,88.222,382.538,0.000,8.384,0.000,0.000,0.651
1692,576.032,496.354,482.840,29.613,88.061,385.775,0.000,8.370,0.000,0.000,0.632
1693,576.387,502.057,485.779,29.609,87.899,388.908,0.000,8.356,0.000,0.000,0.613
1694,576.741,493.986,488.610,29.605,87.736,391.936,0.000,8.342,0.000,0.000,0.594
1695,577.096,541.280,491.329,29.601,87.570,394.853,0.000,8.327,0.000,0.000,0.576
1696,577.450,528.540,493.934,29.597,87.403,397.657,0.000,8.314,0.000,0.000,0.558
1697,577.805,549.391,496.421,29.593,87.234,400.345,0.000,8.300,0.000,0.000,0.540
1698,578.159,526.280,498.788,29.589,87.063,402.913,0.000,8.286,0.000,0.000,0.523
1699,578.514,574.391,501.031,29.585,86.891,405.359,0.000,8.272,0.000,0.000,0.506
1700,578.868,514.356,503.149,29.580,86.718,407.681,0.000,8.258,0.000,0.000,0.489
1701,579.223,529.281,505.137,29.576,86.544,409.873,0.000,8.245,0.000,0.000,0.473
1702,579.577,511.761,506.995,29.572,86.369,411.935,0.000,8.231,0.000,0.000,0.457
1703,579.932,567.280,508.719,29.568,86.193,413.864,0.000,8.217,0.000,0.000,0.442
1704,580.287,567.948,510.308,29.564,86.017,415.658,0.000,8.204,0.000,0.000,0.426
1705,580.641,552.836,511.759,29.560,85.840,417.314,0.000,8.190,0.000,0.000,0.412
1706,580.996,547.837,513.072,29.556,85.664,418.832,0.000,8.177,0.000,0.000,0.397
1707,581.350,538.688,514.244,29.552,85.487,420.208,0.000,8.164,0.000,0.000,0.383
1708,581.705,527.428,515.274,29.547,85.311,421.441,0.000,8.151,0.000,0.000,0.369
1709,582.060,517.725,516.160,29.543,85.135,422.530,0.000,8.137,0.000,0.000,0.356
1710,582.414,510.799,516.903,29.539,84.961,423.473,0.000,8.124,0.000,0.000,0.342
1711,582.769,583.985,517.500,29.535,84.787,424.269,0.000,8.112,0.000,0.000,0.330
1712,583.124,560.540,517.951,29.531,84.615,424.917,0.000,8.099,0.000,0.000,0.317
1713,583.478,537.873,518.255,29.527,84.444,425.417,0.000,8.086,0.000,0.000,0.305
1714,583.833,541.354,518.412,29.523,84.275,425.767,0.000,8.073,0.000,0.000,0.293
1715,584.188,531.761,518.422,29.518,84.108,425.968,0.000,8.061,0.000,0.000,0.282
1716,584.543,534.873,518.283,29.514,83.944,426.018,0.000,8.049,0.000,0.000,0.271
1717,584.897,580.502,517.998,29.510,83.781,425.917,0.000,8.037,0.000,0.000,0.260
1718,585.252,439.614,517.565,29.506,83.621,425.667,0.000,8.025,0.000,0.000,0.250
1719,585.607,532.465,516.985,29.502,83.464,425.266,0.000,8.013,0.000,0.000,0.239
1720,585.961,528.985,516.259,29.498,83.310,424.716,0.000,8.001,0.000,0.000,0.230
1721,586.316,586.911,515.386,29.494,83.159,424.016,0.000,7.989,0.000,0.000,0.220
1722,586.671,526.689,514.366,29.490,83.008,423.166,0.000,7.978,0.000,0.000,0.211
1723,587.026,570.429,513.200,29.485,82.860,422.169,0.000,7.966,0.000,0.000,0.202
1724,587.381,532.874,511.887,29.481,82.712,421.025,0.000,7.955,0.000,0.000,0.193
1725,587.735,503.354,510.431,29.477,82.566,419.734,0.000,7.943,0.000,0.000,0.185
1726,588.090,530.392,508.832,29.473,82.421,418.299,0.000,7.932,0.000,0.000,0.177
1727,588.445,576.021,507.091,29.469,82.279,416.721,0.000,7.920,0.000,0.000,0.169
1728,588.800,504.058,505.211,29.465,82.137,415.001,0.000,7.908,0.000,0.000,0.162
1729,589.155,565.169,503.194,29.461,81.997,413.143,0.000,7.897,0.000,0.000,0.155
1730,589.509,488.687,501.041,29.457,81.860,411.146,0.000,7.885,0.000,0.000,0.148
1731,589.864,516.614,498.755,29.452,81.724,409.015,0.000,7.874,0.000,0.000,0.141
1732,590.219,511.984,496.339,29.448,81.590,406.750,0.000,7.862,0.000,0.000,0.134
1733,590.574,506.874,493.795,29.444,81.458,404.356,0.000,7.851,0.000,0.000,0.128
1734,590.929,505.503,491.125,29.440,81.328,401.832,0.000,7.840,0.000,0.000,0.122
1735,591.284,559.354,488.332,29.436,81.201,399.184,0.000,7.828,0.000,0.000,0.116
1736,591.639,498.875,485.419,29.432,81.075,396.413,0.000,7.817,0.000,0.000,0.111
1737,591.994,475.318,482.390,29.428,80.953,393.523,0.000,7.806,0.000,0.000,0.106
1738,592.348,498.726,479.247,29.424,80.833,390.517,0.000,7.795,0.000,0.000,0.100
1739,592.703,488.392,475.994,29.419,80.715,387.397,0.000,7.784,0.000,0.000,0.096
1740,593.058,496.319,472.635,29.415,80.601,384.168,0.000,7.773,0.000,0.000,0.091
1741,593.413,476.428,469.173,29.411,80.489,380.833,0.000,7.762,0.000,0.000,0.086
1742,593.768,494.947,465.611,29.407,80.381,377.395,0.000,7.751,0.000,0.000,0.082
1743,594.123,490.687,461.954,29.403,80.275,373.858,0.000,7.740,0.000,0.000,0.078
1744,594.478,515.502,458.205,29.399,80.174,370.225,0.000,7.730,0.000,0.000,0.074
1745,594.833,458.763,454.368,29.395,80.075,366.500,0.000,7.719,0.000,0.000,0.070
1746,595.188,465.465,450.447,29.390,79.980,362.688,0.000,7.709,0.000,0.000,0.067
1747,595.543,437.133,446.445,29.386,79.889,358.792,0.000,7.699,0.000,0.000,0.063
1748,595.898,450.911,442.368,29.382,79.801,354.816,0.000,7.689,0.000,0.000,0.060
1749,596.253,468.466,438.218,29.378,79.716,350.763,0.000,7.679,0.000,0.000,0.057
1750,596.608,444.503,433.996,29.374,79.633,346.638,0.000,7.669,0.000,0.000,0.054
1751,596.963,437.651,429.708,29.370,79.552,342.444,0.000,7.659,0.000,0.000,0.051
1752,597.318,464.503,425.356,29.366,79.472,338.185,0.000,7.649,0.000,0.000,0.048
1753,597.673,441.280,420.947,29.362,79.393,333.866,0.000,7.639,0.000,0.000,0.046
1754,598.028,448.652,416.483,29.357,79.317,329.491,0.000,7.629,0.000,0.000,0.043
1755,598.383,423.245,411.969,29.353,79.243,325.063,0.000,7.620,0.000,0.000,0.041
1756,598.738,441.169,407.408,29.349,79.170,320.587,0.000,7.610,0.000,0.000,0.039
1757,599.094,419.800,402.805,29.345,79.098,316.067,0.000,7.600,0.000,0.000,0.037
1758,599.449,438.354,398.163,29.341,79.028,311.507,0.000,7.590,0.000,0.000,0.035
1759,599.804,434.576,393.487,29.337,78.960,306.912,0.000,7.581,0.000,0.000,0.033
1760,600.159,434.021,388.782,29.333,78.893,302.284,0.000,7.571,0.000,0.000,0.031
1761,600.514,400.169,384.050,29.329,78.828,297.629,0.000,7.561,0.000,0.000,0.030
1762,600.869,411.280,379.297,29.324,78.765,292.950,0.000,7.552,0.000,0.000,0.028
1763,601.224,403.687,374.526,29.320,78.704,288.251,0.000,7.542,0.000,0.000,0.027
1764,601.579,387.760,369.741,29.316,78.644,283.537,0.000,7.533,0.000,0.000,0.025
1765,601.935,382.465,364.946,29.312,78.586,278.810,0.000,7.523,0.000,0.000,0.024
1766,602.290,432.873,360.145,29.308,78.531,274.075,0.000,7.514,0.000,0.000,0.023
1767,602.645,436.206,355.342,29.304,78.477,269.336,0.000,7.505,0.000,0.000,0.022
1768,603.000,374.316,350.541,29.300,78.425,264.596,0.000,7.496,0.000,0.000,0.021
1769,603.355,382.501,345.744,29.296,78.376,259.860,0.000,7.487,0.000,0.000,0.019
1770,603.710,366.503,340.957,29.291,78.329,255.129,0.000,7.478,0.000,0.000,0.018
1771,604.066,398.650,336.182,29.287,78.284,250.409,0.000,7.470,0.000,0.000,0.017
1772,604.421,390.392,331.423,29.283,78.241,245.702,0.000,7.461,0.000,0.000,0.017
1773,604.776,373.834,326.684,29.279,78.201,241.012,0.000,7.453,0.000,0.000,0.016
1774,605.131,359.835,321.968,29.275,78.164,236.343,0.000,7.445,0.000,0.000,0.015
1775,605.487,337.131,317.278,29.271,78.129,231.696,0.000,7.437,0.000,0.000,0.014
1776,605.842,321.724,312.618,29.267,78.098,227.075,0.000,7.429,0.000,0.000,0.013
1777,606.197,368.428,307.987,29.262,78.067,222.483,0.000,7.422,0.000,0.000,0.013
1778,606.552,355.058,303.389,29.258,78.038,217.923,0.000,7.414,0.000,0.000,0.012
1779,606.908,295.726,298.826,29.254,78.010,213.397,0.000,7.406,0.000,0.000,0.011
1780,607.263,332.835,294.300,29.250,77.982,208.907,0.000,7.399,0.000,0.000,0.011
1781,607.618,326.836,289.815,29.246,77.955,204.456,0.000,7.391,0.000,0.000,0.010
1782,607.974,309.613,285.372,29.242,77.929,200.048,0.000,7.384,0.000,0.000,0.010
1783,608.329,327.649,280.974,29.238,77.903,195.683,0.000,7.377,0.000,0.000,0.009
1784,608.684,326.242,276.623,29.234,77.878,191.364,0.000,7.370,0.000,0.000,0.009
1785,609.040,300.539,272.321,29.229,77.854,187.094,0.000,7.362,0.000,0.000,0.008
1786,609.395,309.946,268.070,29.225,77.831,182.874,0.000,7.355,0.000,0.000,0.008
1787,609.750,275.093,263.872,29.221,77.809,178.705,0.000,7.348,0.000,0.000,0.007
1788,610.106,322.909,259.729,29.217,77.787,174.591,0.000,7.342,0.000,0.000,0.007
1789,610.461,313.650,255.642,29.213,77.766,170.533,0.000,7.335,0.000,0.000,0.007
1790,610.816,333.464,251.614,29.209,77.746,166.531,0.000,7.328,0.000,0.000,0.006
1791,611.172,302.724,247.645,29.205,77.727,162.588,0.000,7.322,0.000,0.000,0.006
1792,611.527,319.353,243.737,29.201,77.709,158.705,0.000,7.315,0.000,0.000,0.006
1793,611.883,308.981,239.892,29.196,77.692,154.884,0.000,7.309,0.000,0.000,0.005
1794,612.238,271.167,236.110,29.192,77.676,151.124,0.000,7.303,0.000,0.000,0.005
1795,612.593,255.205,232.393,29.188,77.661,147.428,0.000,7.297,0.000,0.000,0.005
1796,612.949,268.945,228.741,29.184,77.647,143.796,0.000,7.291,0.000,0.000,0.005
1797,613.304,293.092,225.156,29.180,77.635,140.229,0.000,7.286,0.000,0.000,0.004
1798,613.660,271.315,221.639,29.176,77.625,136.728,0.000,7.280,0.000,0.000,0.004
1799,614.015,268.722,218.191,29.172,77.616,133.294,0.000,7.275,0.000,0.000,0.004
1800,614.371,243.612,214.812,29.168,77.609,129.927,0.000,7.270,0.000,0.000,0.004
1801,614.726,247.648,211.502,29.163,77.604,126.628,0.000,7.265,0.000,0.000,0.004
1802,615.082,282.537,208.263,29.159,77.601,123.396,0.000,7.261,0.000,0.000,0.003
1803,615.437,199.056,205.094,29.155,77.600,120.233,0.000,7.256,0.000,0.000,0.003
1804,615.793,259.203,201.995,29.151,77.600,117.138,0.000,7.252,0.000,0.000,0.003
1805,616.148,247.352,198.965,29.147,77.601,114.112,0.000,7.248,0.000,0.000,0.003
1806,616.504,281.795,196.004,29.143,77.602,111.153,0.000,7.244,0.000,0.000,0.003
1807,616.859,228.833,193.111,29.139,77.603,108.263,0.000,7.241,0.000,0.000,0.003
1808,617.215,256.944,190.286,29.134,77.605,105.440,0.000,7.237,0.000,0.000,0.002
1809,617.570,245.167,187.529,29.130,77.606,102.685,0.000,7.234,0.000,0.000,0.002
1810,617.926,205.723,184.840,29.126,77.608,99.997,0.000,7.230,0.000,0.000,0.002
1811,618.281,203.722,182.218,29.122,77.611,97.376,0.000,7.227,0.000,0.000,0.002
1812,618.637,228.721,179.664,29.118,77.614,94.822,0.000,7.224,0.000,0.000,0.002
1813,618.993,234.832,177.176,29.114,77.617,92.334,0.000,7.221,0.000,0.000,0.002
1814,619.348,229.091,174.754,29.110,77.621,89.912,0.000,7.218,0.000,0.000,0.002
1815,619.704,210.721,172.398,29.106,77.625,87.555,0.000,7.216,0.000,0.000,0.002
1816,620.059,218.239,170.107,29.101,77.630,85.261,0.000,7.213,0.000,0.000,0.002
1817,620.415,197.240,167.881,29.097,77.635,83.032,0.000,7.211,0.000,0.000,0.001
1818,620.771,208.203,165.718,29.093,77.641,80.866,0.000,7.209,0.000,0.000,0.001
1819,621.126,209.646,163.619,29.089,77.648,78.761,0.000,7.207,0.000,0.000,0.001
1820,621.482,191.979,161.582,29.085,77.656,76.719,0.000,7.205,0.000,0.000,0.001
1821,621.838,205.016,159.607,29.081,77.665,74.736,0.000,7.203,0.000,0.000,0.001
1822,622.193,197.053,157.693,29.077,77.674,72.814,0.000,7.202,0.000,0.000,0.001
1823,622.549,163.425,155.839,29.073,77.685,70.950,0.000,7.201,0.000,0.000,0.001
1824,622.905,183.091,154.044,29.068,77.698,69.144,0.000,7.200,0.000,0.000,0.001
