ch,keV,net,fit,model,continuum_raw,Eu-152,Cs-137,Am-241,Ti-44
350,1025.514,87.800,87.800,118.928,86.868,118.928,0.000,0.000,0.000
351,1028.533,74.200,74.200,117.772,86.104,117.772,0.000,0.000,0.000
352,1031.552,90.733,90.733,117.082,85.340,117.082,0.000,0.000,0.000
353,1034.571,97.933,97.933,116.891,84.577,116.891,0.000,0.000,0.000
354,1037.591,79.667,79.667,117.237,83.813,117.237,0.000,0.000,0.000
355,1040.610,83.667,83.667,118.168,83.049,118.168,0.000,0.000,0.000
356,1043.630,86.867,86.867,119.730,82.285,119.730,0.000,0.000,0.000
357,1046.650,93.933,93.933,121.965,81.521,121.965,0.000,0.000,0.000
358,1049.670,101.600,101.600,124.904,80.757,124.904,0.000,0.000,0.000
359,1052.690,107.333,107.333,128.562,79.993,128.562,0.000,0.000,0.000
360,1055.711,120.800,120.800,132.932,79.229,132.932,0.000,0.000,0.000
361,1058.731,109.000,109.000,137.983,78.465,137.983,0.000,0.000,0.000
362,1061.752,127.333,127.333,143.655,77.701,143.655,0.000,0.000,0.000
363,1064.773,114.600,114.600,149.860,76.937,149.860,0.000,0.000,0.000
364,1067.794,142.267,142.267,156.480,76.173,156.480,0.000,0.000,0.000
365,1070.815,148.267,148.267,163.374,75.409,163.374,0.000,0.000,0.000
366,1073.837,158.200,158.200,170.377,74.645,170.377,0.000,0.000,0.000
367,1076.858,169.600,169.600,177.310,73.881,177.310,0.000,0.000,0.000
368,1079.880,200.933,200.933,183.982,73.117,183.982,0.000,0.000,0.000
369,1082.902,197.200,197.200,190.205,72.353,190.205,0.000,0.000,0.000
370,1085.924,199.667,199.667,195.793,71.590,195.793,0.000,0.000,0.000
371,1088.946,205.600,205.600,200.576,70.826,200.576,0.000,0.000,0.000
372,1091.969,219.533,219.533,204.404,70.062,204.404,0.000,0.000,0.000
373,1094.991,270.000,270.000,207.153,69.298,207.153,0.000,0.000,0.000
374,1098.014,265.533,265.533,208.729,68.534,208.729,0.000,0.000,0.000
375,1101.037,256.800,256.800,209.073,67.770,209.073,0.000,0.000,0.000
376,1104.060,257.333,257.333,208.443,67.289,208.443,0.000,0.000,0.000
377,1107.083,302.067,302.067,206.567,66.808,206.567,0.000,0.000,0.000
378,1110.107,311.867,311.867,203.490,66.326,203.490,0.000,0.000,0.000
379,1113.130,337.267,337.267,199.291,65.845,199.291,0.000,0.000,0.000
380,1116.154,310.467,310.467,194.076,65.364,194.076,0.000,0.000,0.000
381,1119.178,345.333,345.333,187.980,64.883,187.980,0.000,0.000,0.000
382,1122.202,367.333,367.333,181.153,64.402,181.153,0.000,0.000,0.000
383,1125.226,405.333,405.333,173.761,63.921,173.761,0.000,0.000,0.000
384,1128.251,399.067,399.067,165.978,63.439,165.978,0.000,0.000,0.000
385,1131.275,450.667,450.667,157.976,62.958,157.976,0.000,0.000,0.000
386,1134.300,506.667,506.667,149.923,62.477,149.923,0.000,0.000,0.000
387,1137.325,546.533,546.533,141.973,61.996,141.973,0.000,0.000,0.000
388,1140.350,505.467,505.467,134.263,61.515,134.263,0.000,0.000,0.000
389,1143.376,528.067,528.067,126.907,61.034,126.907,0.000,0.000,0.000
390,1146.401,554.667,554.667,119.996,60.553,119.996,0.000,0.000,0.000
391,1149.427,552.667,552.667,113.595,60.071,113.595,0.000,0.000,0.000
392,1152.452,593.000,593.000,107.744,59.590,107.744,0.000,0.000,0.000
393,1155.478,581.867,581.867,102.462,59.109,102.462,0.000,0.000,0.000
394,1158.505,576.067,576.067,97.744,58.628,97.744,0.000,0.000,0.000
395,1161.531,603.267,603.267,93.571,58.147,93.571,0.000,0.000,0.000
396,1164.557,601.133,601.133,89.911,57.666,89.911,0.000,0.000,0.000
397,1167.584,529.667,529.667,86.723,57.184,86.723,0.000,0.000,0.000
398,1170.611,500.533,500.533,83.960,56.703,83.960,0.000,0.000,0.000
399,1173.638,445.600,445.600,81.572,56.222,81.572,0.000,0.000,0.000
400,1176.665,404.133,404.133,79.510,55.741,79.510,0.000,0.000,0.000
401,1179.692,369.333,369.333,77.727,55.260,77.727,0.000,0.000,0.000
402,1182.720,336.600,336.600,76.179,54.779,76.179,0.000,0.000,0.000
403,1185.747,299.333,299.333,74.824,54.298,74.824,0.000,0.000,0.000
404,1188.775,281.333,281.333,73.624,53.816,73.624,0.000,0.000,0.000
405,1191.803,217.733,217.733,72.547,53.335,72.547,0.000,0.000,0.000
406,1194.831,188.933,188.933,71.561,52.854,71.561,0.000,0.000,0.000
407,1197.860,193.333,193.333,70.640,52.373,70.640,0.000,0.000,0.000
408,1200.888,122.267,122.267,69.761,51.892,69.761,0.000,0.000,0.000
409,1203.917,134.867,134.867,68.901,51.411,68.901,0.000,0.000,0.000
410,1206.946,95.000,95.000,68.045,50.930,68.045,0.000,0.000,0.000
411,1209.975,89.800,89.800,67.177,50.448,67.177,0.000,0.000,0.000
412,1213.004,95.200,95.200,66.287,49.967,66.287,0.000,0.000,0.000
413,1216.033,65.067,65.067,65.368,49.486,65.368,0.000,0.000,0.000
414,1219.063,57.733,57.733,64.415,49.005,64.415,0.000,0.000,0.000
415,1222.093,63.933,63.933,63.428,48.524,63.428,0.000,0.000,0.000
416,1225.122,53.000,53.000,62.410,48.043,62.410,0.000,0.000,0.000
417,1228.152,49.733,49.733,61.366,47.561,61.366,0.000,0.000,0.000
418,1231.183,39.067,39.067,60.306,47.080,60.306,0.000,0.000,0.000
419,1234.213,53.933,53.933,59.238,46.599,59.238,0.000,0.000,0.000
420,1237.243,45.067,45.067,58.174,46.118,58.174,0.000,0.000,0.000
421,1240.274,47.000,47.000,57.127,45.637,57.127,0.000,0.000,0.000
422,1243.305,42.467,42.467,56.108,45.156,56.108,0.000,0.000,0.000
423,1246.336,41.867,41.867,55.130,44.675,55.130,0.000,0.000,0.000
424,1249.367,36.133,36.133,54.202,44.193,54.202,0.000,0.000,0.000
425,1252.399,54.867,54.867,53.333,43.712,53.333,0.000,0.000,0.000
426,1255.430,47.933,47.933,52.529,43.231,52.529,0.000,0.000,0.000
427,1258.462,38.467,38.467,51.796,42.750,51.796,0.000,0.000,0.000
428,1261.494,48.467,48.467,51.134,42.269,51.134,0.000,0.000,0.000
429,1264.526,37.867,37.867,50.542,41.788,50.542,0.000,0.000,0.000
430,1267.558,48.267,48.267,50.015,41.307,50.015,0.000,0.000,0.000
431,1270.590,35.467,35.467,49.547,40.825,49.547,0.000,0.000,0.000
432,1273.623,28.533,28.533,49.128,40.344,49.128,0.000,0.000,0.000
433,1276.656,42.400,42.400,48.747,39.863,48.747,0.000,0.000,0.000
434,1279.689,36.467,36.467,48.390,39.382,48.390,0.000,0.000,0.000
435,1282.722,41.067,41.067,48.043,38.901,48.043,0.000,0.000,0.000
436,1285.755,36.400,36.400,47.692,38.420,47.692,0.000,0.000,0.000
437,1288.788,29.733,29.733,47.322,37.938,47.322,0.000,0.000,0.000
438,1291.822,39.267,39.267,46.921,37.457,46.921,0.000,0.000,0.000
439,1294.856,42.467,42.467,46.478,36.976,46.478,0.000,0.000,0.000
440,1297.889,40.267,40.267,45.985,36.495,45.985,0.000,0.000,0.000
441,1300.923,31.200,31.200,45.437,36.014,45.437,0.000,0.000,0.000
442,1303.958,29.267,29.267,44.832,35.533,44.832,0.000,0.000,0.000
443,1306.992,34.867,34.867,44.174,35.052,44.174,0.000,0.000,0.000
444,1310.027,33.133,33.133,43.469,34.570,43.469,0.000,0.000,0.000
445,1313.061,43.533,43.533,42.730,34.089,42.730,0.000,0.000,0.000
446,1316.096,42.000,42.000,41.970,33.608,41.970,0.000,0.000,0.000
447,1319.131,36.800,36.800,41.209,33.127,41.209,0.000,0.000,0.000
448,1322.167,28.200,28.200,40.470,32.646,40.470,0.000,0.000,0.000
449,1325.202,32.933,32.933,39.779,32.165,39.779,0.000,0.000,0.000
450,1328.238,35.867,35.867,39.164,31.684,39.164,0.000,0.000,0.000
451,1331.273,30.267,30.267,38.658,31.202,38.658,0.000,0.000,0.000
452,1334.309,39.533,39.533,38.540,30.969,38.540,0.000,0.000,0.000
453,1337.345,52.667,52.667,38.598,30.736,38.598,0.000,0.000,0.000
454,1340.382,38.867,38.867,38.867,30.503,38.867,0.000,0.000,0.000
455,1343.418,41.800,41.800,39.383,30.270,39.383,0.000,0.000,0.000
456,1346.455,46.267,46.267,40.180,30.037,40.180,0.000,0.000,0.000
457,1349.492,45.267,45.267,41.290,29.804,41.290,0.000,0.000,0.000
458,1352.529,47.667,47.667,42.741,29.570,42.741,0.000,0.000,0.000
459,1355.566,49.933,49.933,44.557,29.337,44.557,0.000,0.000,0.000
460,1358.603,37.267,37.267,46.753,29.104,46.753,0.000,0.000,0.000
461,1361.640,66.600,66.600,49.334,28.871,49.334,0.000,0.000,0.000
462,1364.678,60.067,60.067,52.297,28.638,52.297,0.000,0.000,0.000
463,1367.716,78.533,78.533,55.621,28.405,55.621,0.000,0.000,0.000
464,1370.754,65.867,65.867,59.273,28.172,59.273,0.000,0.000,0.000
465,1373.792,76.733,76.733,63.204,27.938,63.204,0.000,0.000,0.000
466,1376.830,80.333,80.333,67.350,27.705,67.350,0.000,0.000,0.000
467,1379.869,66.867,66.867,71.628,27.472,71.628,0.000,0.000,0.000
468,1382.907,80.467,80.467,75.946,27.239,75.946,0.000,0.000,0.000
469,1385.946,101.333,101.333,80.199,27.006,80.199,0.000,0.000,0.000
470,1388.985,93.067,93.067,84.275,26.773,84.275,0.000,0.000,0.000
471,1392.024,102.533,102.533,88.059,26.540,88.059,0.000,0.000,0.000
472,1395.063,132.600,132.600,91.438,26.306,91.438,0.000,0.000,0.000
473,1398.103,110.467,110.467,94.306,26.073,94.306,0.000,0.000,0.000
474,1401.142,131.467,131.467,96.571,25.840,96.571,0.000,0.000,0.000
475,1404.182,117.733,117.733,98.156,25.607,98.156,0.000,0.000,0.000
476,1407.222,106.667,106.667,99.006,25.374,99.006,0.000,0.000,0.000
477,1410.262,129.333,129.333,99.090,25.141,99.090,0.000,0.000,0.000
478,1413.303,131.600,131.600,98.402,24.908,98.402,0.000,0.000,0.000
479,1416.343,87.333,87.333,96.963,24.674,96.963,0.000,0.000,0.000
480,1419.384,103.600,103.600,94.816,24.441,94.816,0.000,0.000,0.000
481,1422.425,98.533,98.533,92.027,24.208,92.027,0.000,0.000,0.000
482,1425.466,124.200,124.200,88.680,23.975,88.680,0.000,0.000,0.000
483,1428.507,99.667,99.667,84.873,23.742,84.873,0.000,0.000,0.000
484,1431.548,104.133,104.133,80.710,23.509,80.710,0.000,0.000,0.000
485,1434.590,87.133,87.133,76.301,23.276,76.301,0.000,0.000,0.000
486,1437.631,93.667,93.667,71.753,23.042,71.753,0.000,0.000,0.000
487,1440.673,99.067,99.067,67.167,22.809,67.167,0.000,0.000,0.000
488,1443.715,53.200,53.200,62.633,22.576,62.633,0.000,0.000,0.000
489,1446.757,63.333,63.333,58.230,22.343,58.230,0.000,0.000,0.000
490,1449.800,64.600,64.600,54.022,22.110,54.022,0.000,0.000,0.000
491,1452.842,55.800,55.800,50.059,21.877,50.059,0.000,0.000,0.000
492,1455.885,52.200,52.200,46.375,21.644,46.375,0.000,0.000,0.000
493,1458.928,64.867,64.867,42.991,21.410,42.991,0.000,0.000,0.000
494,1461.971,57.600,57.600,39.915,21.177,39.915,0.000,0.000,0.000
495,1465.014,30.667,30.667,37.145,20.944,37.145,0.000,0.000,0.000
496,1468.057,49.333,49.333,34.672,20.711,34.672,0.000,0.000,0.000
497,1471.101,44.400,44.400,32.479,20.478,32.479,0.000,0.000,0.000
498,1474.144,33.267,33.267,30.546,20.245,30.546,0.000,0.000,0.000
499,1477.188,42.333,42.333,28.850,20.012,28.850,0.000,0.000,0.000
500,1480.232,26.133,26.133,27.368,19.778,27.368,0.000,0.000,0.000
501,1483.277,39.200,39.200,26.077,19.545,26.077,0.000,0.000,0.000
502,1486.321,31.533,31.533,24.954,19.312,24.954,0.000,0.000,0.000
503,1489.365,17.933,17.933,23.978,19.079,23.978,0.000,0.000,0.000
504,1492.410,24.667,24.667,23.131,18.846,23.131,0.000,0.000,0.000
505,1495.455,31.267,31.267,22.395,18.613,22.395,0.000,0.000,0.000
506,1498.500,14.867,14.867,21.754,18.380,21.754,0.000,0.000,0.000
507,1501.545,13.467,13.467,21.196,18.146,21.196,0.000,0.000,0.000
508,1504.591,22.600,22.600,20.708,17.913,20.708,0.000,0.000,0.000
509,1507.636,20.133,20.133,20.277,17.680,20.277,0.000,0.000,0.000
510,1510.682,34.133,34.133,19.895,17.447,19.895,0.000,0.000,0.000
511,1513.728,18.067,18.067,19.552,17.214,19.552,0.000,0.000,0.000
512,1516.774,12.867,12.867,19.238,16.981,19.238,0.000,0.000,0.000
513,1519.820,25.467,25.467,18.948,16.748,18.948,0.000,0.000,0.000
514,1522.866,20.267,20.267,18.672,16.514,18.672,0.000,0.000,0.000
515,1525.913,12.067,12.067,18.406,16.281,18.406,0.000,0.000,0.000
516,1528.960,20.467,20.467,18.145,16.048,18.145,0.000,0.000,0.000
517,1532.007,9.933,9.933,17.882,15.815,17.882,0.000,0.000,0.000
518,1535.054,17.733,17.733,17.616,15.582,17.616,0.000,0.000,0.000
519,1538.101,19.667,19.667,17.343,15.349,17.343,0.000,0.000,0.000
520,1541.148,21.933,21.933,17.061,15.116,17.061,0.000,0.000,0.000
521,1544.196,16.133,16.133,16.769,14.882,16.769,0.000,0.000,0.000
522,1547.244,19.467,19.467,16.466,14.649,16.466,0.000,0.000,0.000
523,1550.292,22.467,22.467,16.154,14.416,16.154,0.000,0.000,0.000
524,1553.340,16.867,16.867,15.833,14.183,15.833,0.000,0.000,0.000
525,1556.388,20.667,20.667,15.504,13.950,15.504,0.000,0.000,0.000
526,1559.436,18.400,18.400,15.168,13.717,15.168,0.000,0.000,0.000
527,1562.485,11.467,11.467,14.829,13.484,14.829,0.000,0.000,0.000
528,1565.534,10.067,10.067,14.487,13.250,14.487,0.000,0.000,0.000
529,1568.583,17.133,17.133,14.144,13.017,14.144,0.000,0.000,0.000
530,1571.632,7.933,7.933,13.803,12.784,13.803,0.000,0.000,0.000
531,1574.681,8.267,8.267,13.465,12.551,13.465,0.000,0.000,0.000
532,1577.730,11.133,11.133,13.131,12.318,13.131,0.000,0.000,0.000
533,1580.780,16.000,16.000,12.803,12.085,12.803,0.000,0.000,0.000
534,1583.830,14.200,14.200,12.481,11.852,12.481,0.000,0.000,0.000
535,1586.880,7.133,7.133,12.166,11.618,12.166,0.000,0.000,0.000
536,1589.930,8.667,8.667,11.858,11.385,11.858,0.000,0.000,0.000
537,1592.980,7.400,7.400,11.557,11.152,11.557,0.000,0.000,0.000
538,1596.030,10.200,10.200,11.381,11.036,11.381,0.000,0.000,0.000
539,1599.081,11.400,11.400,11.212,10.920,11.212,0.000,0.000,0.000
540,1602.132,10.533,10.533,11.050,10.804,11.050,0.000,0.000,0.000
541,1605.183,6.267,6.267,10.893,10.687,10.893,0.000,0.000,0.000
542,1608.234,4.400,4.400,10.743,10.571,10.743,0.000,0.000,0.000
543,1611.285,7.667,7.667,10.597,10.455,10.597,0.000,0.000,0.000
544,1614.337,4.333,4.333,10.456,10.339,10.456,0.000,0.000,0.000
545,1617.388,8.067,8.067,10.318,10.223,10.318,0.000,0.000,0.000
546,1620.440,6.200,6.200,10.185,10.107,10.185,0.000,0.000,0.000
547,1623.492,2.067,2.067,10.054,9.990,10.054,0.000,0.000,0.000
548,1626.544,7.200,7.200,9.925,9.874,9.925,0.000,0.000,0.000
549,1629.596,7.600,7.600,9.799,9.758,9.799,0.000,0.000,0.000
550,1632.649,5.867,5.867,9.675,9.642,9.675,0.000,0.000,0.000
551,1635.702,6.133,6.133,9.552,9.526,9.552,0.000,0.000,0.000
552,1638.754,14.933,14.933,9.431,9.410,9.431,0.000,0.000,0.000
553,1641.807,17.267,17.267,9.310,9.293,9.310,0.000,0.000,0.000
554,1644.860,3.267,3.267,9.190,9.177,9.190,0.000,0.000,0.000
555,1647.914,8.133,8.133,9.071,9.061,9.071,0.000,0.000,0.000
556,1650.967,16.200,16.200,8.953,8.945,8.953,0.000,0.000,0.000
557,1654.021,8.733,8.733,8.835,8.829,8.835,0.000,0.000,0.000
558,1657.075,15.133,15.133,8.717,8.713,8.717,0.000,0.000,0.000
559,1660.129,21.600,21.600,8.600,8.596,8.600,0.000,0.000,0.000
560,1663.183,17.067,17.067,8.483,8.480,8.483,0.000,0.000,0.000
561,1666.237,26.133,26.133,8.366,8.364,8.366,0.000,0.000,0.000
562,1669.292,28.600,28.600,8.249,8.248,8.249,0.000,0.000,0.000
563,1672.346,41.800,41.800,8.133,8.132,8.133,0.000,0.000,0.000
564,1675.401,31.933,31.933,8.016,8.016,8.016,0.000,0.000,0.000
565,1678.456,32.867,32.867,7.900,7.899,7.900,0.000,0.000,0.000
566,1681.511,31.600,31.600,7.784,7.783,7.784,0.000,0.000,0.000
567,1684.567,52.733,52.733,7.667,7.667,7.667,0.000,0.000,0.000
568,1687.622,42.400,42.400,7.551,7.551,7.551,0.000,0.000,0.000
569,1690.678,49.600,49.600,7.435,7.435,7.435,0.000,0.000,0.000
570,1693.734,62.800,62.800,7.319,7.319,7.319,0.000,0.000,0.000
571,1696.790,43.067,43.067,7.202,7.202,7.202,0.000,0.000,0.000
572,1699.846,47.867,47.867,7.086,7.086,7.086,0.000,0.000,0.000
573,1702.902,45.067,45.067,6.970,6.970,6.970,0.000,0.000,0.000
574,1705.959,43.867,43.867,6.854,6.854,6.854,0.000,0.000,0.000
575,1709.015,46.067,46.067,6.738,6.738,6.738,0.000,0.000,0.000
576,1712.072,42.800,42.800,6.622,6.622,6.622,0.000,0.000,0.000
577,1715.129,34.933,34.933,6.505,6.505,6.505,0.000,0.000,0.000
578,1718.186,45.067,45.067,6.389,6.389,6.389,0.000,0.000,0.000
579,1721.244,43.067,43.067,6.273,6.273,6.273,0.000,0.000,0.000
580,1724.301,29.267,29.267,6.157,6.157,6.157,0.000,0.000,0.000
581,1727.359,34.933,34.933,6.041,6.041,6.041,0.000,0.000,0.000
582,1730.417,44.400,44.400,5.925,5.925,5.925,0.000,0.000,0.000
583,1733.475,26.667,26.667,5.808,5.808,5.808,0.000,0.000,0.000
584,1736.533,22.933,22.933,5.692,5.692,5.692,0.000,0.000,0.000
585,1739.592,24.400,24.400,5.576,5.576,5.576,0.000,0.000,0.000
586,1742.650,18.067,18.067,5.460,5.460,5.460,0.000,0.000,0.000
587,1745.709,15.267,15.267,5.344,5.344,5.344,0.000,0.000,0.000
588,1748.768,17.733,17.733,5.228,5.228,5.228,0.000,0.000,0.000
589,1751.827,13.267,13.267,5.111,5.111,5.111,0.000,0.000,0.000
590,1754.886,7.333,7.333,4.995,4.995,4.995,0.000,0.000,0.000
591,1757.945,4.600,4.600,4.879,4.879,4.879,0.000,0.000,0.000
592,1761.005,7.533,7.533,4.763,4.763,4.763,0.000,0.000,0.000
593,1764.065,7.333,7.333,4.647,4.647,4.647,0.000,0.000,0.000
594,1767.124,8.267,8.267,4.531,4.531,4.531,0.000,0.000,0.000
595,1770.185,6.000,6.000,4.414,4.414,4.414,0.000,0.000,0.000
596,1773.245,4.933,4.933,4.298,4.298,4.298,0.000,0.000,0.000
597,1776.305,0.400,0.400,4.182,4.182,4.182,0.000,0.000,0.000
598,1779.366,3.067,3.067,4.066,4.066,4.066,0.000,0.000,0.000
599,1782.426,1.467,1.467,3.950,3.950,3.950,0.000,0.000,0.000
600,1785.487,0.000,-2.533,3.834,3.834,3.834,0.000,0.000,0.000
601,1788.548,1.600,1.600,3.717,3.717,3.717,0.000,0.000,0.000
602,1791.610,1.000,1.000,3.601,3.601,3.601,0.000,0.000,0.000
603,1794.671,0.000,-2.400,3.485,3.485,3.485,0.000,0.000,0.000
604,1797.733,3.533,3.533,3.369,3.369,3.369,0.000,0.000,0.000
605,1800.794,0.000,-0.533,3.253,3.253,3.253,0.000,0.000,0.000
606,1803.856,0.000,-0.933,3.137,3.137,3.137,0.000,0.000,0.000
607,1806.918,0.000,0.000,3.020,3.020,3.020,0.000,0.000,0.000
608,1809.981,0.000,-1.533,2.904,2.904,2.904,0.000,0.000,0.000
609,1813.043,0.000,-1.400,2.788,2.788,2.788,0.000,0.000,0.000
610,1816.106,2.533,2.533,2.672,2.672,2.672,0.000,0.000,0.000
611,1819.168,5.400,5.400,2.556,2.556,2.556,0.000,0.000,0.000
612,1822.231,2.267,2.267,2.440,2.440,2.440,0.000,0.000,0.000
613,1825.294,1.467,1.467,2.323,2.323,2.323,0.000,0.000,0.000
614,1828.358,0.733,0.733,2.207,2.207,2.207,0.000,0.000,0.000
615,1831.421,0.000,-1.667,2.091,2.091,2.091,0.000,0.000,0.000
616,1834.485,0.600,0.600,1.975,1.975,1.975,0.000,0.000,0.000
617,1837.549,0.800,0.800,1.859,1.859,1.859,0.000,0.000,0.000
618,1840.612,0.067,0.067,1.743,1.743,0.000,0.000,0.000,0.000
619,1843.677,1.067,1.067,1.626,1.626,0.000,0.000,0.000,0.000
620,1846.741,0.000,-0.267,1.510,1.510,0.000,0.000,0.000,0.000
621,1849.805,0.000,-1.067,1.394,1.394,0.000,0.000,0.000,0.000
622,1852.870,0.267,0.267,1.278,1.278,0.000,0.000,0.000,0.000
623,1855.935,0.000,-0.067,1.162,1.162,0.000,0.000,0.000,0.000
624,1859.000,0.000,-1.600,1.046,1.046,0.000,0.000,0.000,0.000
625,1862.065,0.467,0.467,0.929,0.929,0.000,0.000,0.000,0.000
626,1865.130,0.000,-0.733,0.813,0.813,0.000,0.000,0.000,0.000
627,1868.196,0.000,-0.667,0.697,0.697,0.000,0.000,0.000,0.000
628,1871.261,0.000,-3.533,0.581,0.581,0.000,0.000,0.000,0.000
629,1874.327,0.000,-2.400,0.465,0.465,0.000,0.000,0.000,0.000
630,1877.393,3.600,3.600,0.349,0.349,0.000,0.000,0.000,0.000
631,1880.459,0.000,-0.533,0.232,0.232,0.000,0.000,0.000,0.000
632,1883.525,0.000,0.000,0.116,0.116,0.000,0.000,0.000,0.000
633,1886.592,0.000,-1.800,0.000,0.000,0.000,0.000,0.000,0.000
634,1889.658,2.333,2.333,0.000,0.000,0.000,0.000,0.000,0.000
635,1892.725,6.800,6.800,0.000,0.000,0.000,0.000,0.000,0.000
636,1895.792,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
637,1898.859,0.133,0.133,0.000,0.000,0.000,0.000,0.000,0.000
638,1901.927,0.000,-0.133,0.000,0.000,0.000,0.000,0.000,0.000
639,1904.994,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
640,1908.062,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
641,1911.130,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000
642,1914.198,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000
643,1917.266,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.000
644,1920.334,6.667,6.667,0.000,0.000,0.000,0.000,0.000,0.000
645,1923.403,5.733,5.733,0.000,0.000,0.000,0.000,0.000,0.000
646,1926.471,2.733,2.733,0.000,0.000,0.000,0.000,0.000,0.000
647,1929.540,0.000,-2.000,0.000,0.000,0.000,0.000,0.000,0.000
648,1932.609,0.000,-0.267,0.000,0.000,0.000,0.000,0.000,0.000
649,1935.678,0.000,-0.200,0.000,0.000,0.000,0.000,0.000,0.000
650,1938.748,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
651,1941.817,1.200,1.200,0.000,0.000,0.000,0.000,0.000,0.000
652,1944.887,0.000,-1.333,0.000,0.000,0.000,0.000,0.000,0.000
653,1947.957,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
654,1951.027,0.000,-0.267,0.000,0.000,0.000,0.000,0.000,0.000
655,1954.097,1.400,1.400,0.000,0.000,0.000,0.000,0.000,0.000
656,1957.167,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
657,1960.238,0.000,-1.933,0.000,0.000,0.000,0.000,0.000,0.000
658,1963.309,2.467,2.467,0.000,0.000,0.000,0.000,0.000,0.000
659,1966.379,0.000,-1.933,0.000,0.000,0.000,0.000,0.000,0.000
660,1969.450,0.800,0.800,0.000,0.000,0.000,0.000,0.000,0.000
661,1972.522,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
662,1975.593,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
663,1978.664,1.267,1.267,0.000,0.000,0.000,0.000,0.000,0.000
664,1981.736,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
665,1984.808,1.133,1.133,0.000,0.000,0.000,0.000,0.000,0.000
666,1987.880,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
667,1990.952,0.000,-1.400,0.000,0.000,0.000,0.000,0.000,0.000
668,1994.025,2.667,2.667,0.000,0.000,0.000,0.000,0.000,0.000
669,1997.097,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
670,2000.170,4.067,4.067,0.000,0.000,0.000,0.000,0.000,0.000
671,2003.243,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
672,2006.316,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000
673,2009.389,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
674,2012.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
675,2015.536,1.600,1.600,0.000,0.000,0.000,0.000,0.000,0.000
676,2018.610,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
677,2021.684,1.600,1.600,0.000,0.000,0.000,0.000,0.000,0.000
678,2024.758,0.000,-0.200,0.000,0.000,0.000,0.000,0.000,0.000
679,2027.832,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.000
680,2030.906,1.600,1.600,0.000,0.000,0.000,0.000,0.000,0.000
681,2033.981,0.000,-0.333,0.000,0.000,0.000,0.000,0.000,0.000
682,2037.056,0.933,0.933,0.000,0.000,0.000,0.000,0.000,0.000
683,2040.131,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
684,2043.206,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
685,2046.281,1.533,1.533,0.000,0.000,0.000,0.000,0.000,0.000
686,2049.356,1.200,1.200,0.000,0.000,0.000,0.000,0.000,0.000
687,2052.432,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000
688,2055.508,2.667,2.667,0.000,0.000,0.000,0.000,0.000,0.000
689,2058.584,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
690,2061.660,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000
691,2064.736,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
692,2067.812,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
693,2070.889,0.000,-0.933,0.000,0.000,0.000,0.000,0.000,0.000
694,2073.966,0.133,0.133,0.000,0.000,0.000,0.000,0.000,0.000
695,2077.043,1.733,1.733,0.000,0.000,0.000,0.000,0.000,0.000
696,2080.120,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
697,2083.197,0.000,-0.667,0.000,0.000,0.000,0.000,0.000,0.000
698,2086.275,0.000,-0.467,0.000,0.000,0.000,0.000,0.000,0.000
699,2089.352,2.267,2.267,0.000,0.000,0.000,0.000,0.000,0.000
700,2092.430,0.867,0.867,0.000,0.000,0.000,0.000,0.000,0.000
701,2095.508,1.467,1.467,0.000,0.000,0.000,0.000,0.000,0.000
702,2098.586,0.000,-1.867,0.000,0.000,0.000,0.000,0.000,0.000
703,2101.664,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
704,2104.743,0.000,-1.933,0.000,0.000,0.000,0.000,0.000,0.000
705,2107.821,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
