ch,keV,net,fit,model,continuum_raw,Lu-176,Esc-NaI
813,270.268,641.773,641.773,623.964,152.183,581.933,42.031
814,270.614,567.834,567.834,627.704,152.041,584.657,43.047
815,270.960,697.032,697.032,631.653,151.899,587.609,44.044
816,271.306,642.830,642.830,635.832,151.757,590.811,45.021
817,271.652,664.824,664.824,640.263,151.615,594.288,45.975
818,271.998,630.035,630.035,644.972,151.473,598.069,46.903
819,272.344,650.193,650.193,649.984,151.331,602.182,47.802
820,272.690,626.558,626.558,655.328,151.189,606.658,48.670
821,273.036,779.612,779.612,661.035,151.047,611.531,49.504
822,273.382,677.032,677.032,667.138,150.905,616.836,50.302
823,273.728,670.615,670.615,673.670,150.763,622.610,51.060
824,274.074,759.242,759.242,680.671,150.622,628.893,51.778
825,274.420,770.138,770.138,688.178,150.480,635.726,52.452
826,274.766,734.502,734.502,696.235,150.338,643.154,53.081
827,275.112,671.460,671.460,704.884,150.196,651.223,53.662
828,275.458,755.713,755.713,714.174,150.054,659.982,54.193
829,275.804,733.399,733.399,724.154,149.912,669.481,54.673
830,276.150,760.715,760.715,734.875,149.770,679.776,55.100
831,276.496,793.881,793.881,746.392,149.628,690.920,55.472
832,276.842,802.498,802.498,758.762,149.486,702.973,55.789
833,277.188,862.235,862.235,772.045,149.344,715.996,56.049
834,277.534,907.607,907.607,786.301,149.202,730.050,56.251
835,277.880,941.658,941.658,801.596,149.060,745.202,56.394
836,278.226,966.239,966.239,817.997,148.919,761.518,56.479
837,278.572,959.602,959.602,835.571,148.777,779.068,56.503
838,278.918,1013.927,1013.927,854.391,148.635,797.922,56.469
839,279.264,1073.857,1073.857,874.529,148.493,818.155,56.374
840,279.611,975.082,975.082,896.060,148.351,839.840,56.220
841,279.957,1063.439,1063.439,919.062,148.209,863.055,56.007
842,280.303,1070.280,1070.280,943.611,148.067,887.876,55.736
843,280.649,1073.596,1073.596,969.789,147.925,914.382,55.407
844,280.995,1137.342,1137.342,997.674,147.783,942.653,55.021
845,281.341,1181.436,1181.436,1027.350,147.641,972.770,54.579
846,281.687,1243.496,1243.496,1058.897,147.499,1004.813,54.084
847,282.033,1342.501,1342.501,1092.398,147.357,1038.862,53.536
848,282.379,1318.398,1318.398,1127.934,147.215,1074.998,52.936
849,282.726,1453.071,1453.071,1165.589,147.074,1113.301,52.288
850,283.072,1463.490,1463.490,1205.442,146.932,1153.850,51.592
851,283.418,1550.124,1550.124,1247.572,146.790,1196.722,50.851
852,283.764,1610.605,1610.605,1292.059,146.648,1241.993,50.066
853,284.110,1741.544,1741.544,1338.978,146.506,1289.736,49.241
854,284.456,1705.494,1705.494,1388.402,146.364,1340.024,48.378
855,284.802,1696.862,1696.862,1440.402,146.222,1392.923,47.479
856,285.149,1747.964,1747.964,1495.045,146.080,1448.498,46.546
857,285.495,1904.017,1904.017,1552.393,145.938,1506.810,45.583
858,285.841,2029.746,2029.746,1612.506,145.796,1567.914,44.591
859,286.187,2035.177,2035.177,1675.437,145.654,1631.862,43.575
860,286.533,2106.810,2106.810,1741.233,145.512,1698.698,42.535
861,286.880,2190.174,2190.174,1809.938,145.371,1768.462,41.476
862,287.226,2194.590,2194.590,1881.586,145.229,1841.186,40.400
863,287.572,2381.903,2381.903,1956.205,145.087,1916.896,39.309
864,287.918,2496.330,2496.330,2033.817,144.945,1995.611,38.206
865,288.264,2511.848,2511.848,2114.433,144.803,2077.339,37.095
866,288.611,2703.588,2703.588,2198.059,144.661,2162.082,35.977
867,288.957,2781.326,2781.326,2284.687,144.519,2249.833,34.854
868,289.303,2815.376,2815.376,2374.304,144.377,2340.573,33.731
869,289.649,2915.746,2915.746,2466.885,144.235,2434.276,32.609
870,289.995,3130.686,3130.686,2562.394,144.093,2530.905,31.489
871,290.342,3282.279,3282.279,2660.785,143.951,2630.409,30.376
872,290.688,3412.637,3412.637,2762.001,143.809,2732.730,29.270
873,291.034,3324.166,3324.166,2865.972,143.668,2837.797,28.174
874,291.380,3495.168,3495.168,2972.618,143.526,2945.528,27.090
875,291.727,3635.433,3635.433,3081.846,143.384,3055.827,26.020
876,292.073,3676.689,3676.689,3193.552,143.242,3168.588,24.964
877,292.419,3902.536,3902.536,3307.618,143.100,3283.692,23.926
878,292.766,4054.212,4054.212,3423.914,142.958,3401.007,22.906
879,293.112,4152.263,4152.263,3542.298,142.816,3520.392,21.906
880,293.458,4082.204,4082.204,3662.617,142.674,3641.690,20.927
881,293.804,4421.371,4421.371,3784.703,142.532,3764.733,19.970
882,294.151,4499.532,4499.532,3908.378,142.390,3889.341,19.037
883,294.497,4637.680,4637.680,4033.452,142.248,4015.325,18.127
884,294.843,4544.737,4544.737,4159.722,142.106,4142.480,17.242
885,295.190,4760.796,4760.796,4286.976,141.964,4270.593,16.383
886,295.536,4856.892,4856.892,4414.990,141.823,4399.440,15.550
887,295.882,5041.204,5041.204,4543.530,141.681,4528.787,14.743
888,296.229,5137.151,5137.151,4672.352,141.539,4658.390,13.963
889,296.575,5211.311,5211.311,4801.206,141.397,4787.996,13.210
890,296.921,5287.737,5287.737,4929.830,141.255,4917.346,12.484
891,297.268,5501.261,5501.261,5057.956,141.113,5046.171,11.785
892,297.614,5590.369,5590.369,5185.310,140.971,5174.196,11.113
893,297.960,5824.049,5824.049,5311.612,140.829,5301.143,10.469
894,298.307,5782.832,5782.832,5436.577,140.687,5426.726,9.851
895,298.653,5879.363,5879.363,5559.916,140.545,5550.657,9.259
896,298.999,6102.830,6102.830,5681.340,140.403,5672.646,8.694
897,299.346,6172.309,6172.309,5800.554,140.261,5792.399,8.154
898,299.692,6396.244,6396.244,5917.265,140.120,5909.625,7.640
899,300.038,6358.033,6358.033,6031.182,139.978,6024.032,7.150
900,300.385,6496.669,6496.669,6142.012,139.836,6135.328,6.685
901,300.731,6412.038,6412.038,6249.470,139.694,6243.227,6.243
902,301.078,6603.143,6603.143,6353.270,139.552,6347.447,5.824
903,301.424,6564.198,6564.198,6453.136,139.410,6447.709,5.427
904,301.770,6695.721,6695.721,6548.796,139.268,6543.744,5.052
905,302.117,6762.138,6762.138,6639.985,139.126,6635.288,4.697
906,302.463,6749.138,6749.138,6726.415,138.948,6722.051,4.363
907,302.810,6931.453,6931.453,6807.875,138.771,6803.826,4.049
908,303.156,7133.764,7133.764,6884.133,138.593,6880.380,3.752
909,303.503,7183.025,7183.025,6954.967,138.415,6951.493,3.474
910,303.849,6987.983,6987.983,7020.171,138.237,7016.958,3.213
911,304.195,7076.983,7076.983,7079.550,138.060,7076.581,2.969
912,304.542,7038.043,7038.043,7132.926,137.882,7130.186,2.740
913,304.888,7041.555,7041.555,7180.137,137.704,7177.611,2.526
914,305.235,7275.139,7275.139,7221.037,137.526,7218.711,2.326
915,305.581,7154.035,7154.035,7255.499,137.348,7253.359,2.139
916,305.928,7193.347,7193.347,7283.411,137.171,7281.446,1.966
917,306.274,7189.502,7189.502,7304.685,136.993,7302.880,1.805
918,306.621,7110.494,7110.494,7319.246,136.815,7317.591,1.655
919,306.967,7174.597,7174.597,7327.042,136.637,7325.527,1.516
920,307.314,7119.071,7119.071,7328.041,136.460,7326.654,1.387
921,307.660,7075.442,7075.442,7322.229,136.282,7320.961,1.267
922,308.007,7205.074,7205.074,7309.612,136.104,7308.455,1.157
923,308.353,7257.290,7257.290,7290.218,135.926,7289.163,1.055
924,308.700,7057.388,7057.388,7264.093,135.749,7263.132,0.961
925,309.046,7047.293,7047.293,7231.303,135.571,7230.429,0.875
926,309.393,6876.807,6876.807,7191.934,135.393,7191.138,0.795
927,309.739,7050.544,7050.544,7146.088,135.215,7145.366,0.722
928,310.086,6890.334,6890.334,7093.889,135.038,7093.234,0.655
929,310.432,6788.441,6788.441,7035.477,134.860,7034.884,0.594
930,310.779,6865.390,6865.390,6971.010,134.682,6970.472,0.537
931,311.125,6840.380,6840.380,6900.660,134.504,6900.174,0.486
932,311.472,6628.127,6628.127,6824.617,134.326,6824.178,0.439
933,311.818,6568.758,6568.758,6743.085,134.149,6742.689,0.396
934,312.165,6564.545,6564.545,6656.281,133.971,6655.924,0.357
935,312.511,6360.068,6360.068,6564.435,133.793,6564.114,0.321
936,312.858,6383.753,6383.753,6467.790,133.615,6467.501,0.289
937,313.204,6240.707,6240.707,6366.598,133.438,6366.338,0.260
938,313.551,6117.331,6117.331,6261.121,133.260,6260.888,0.233
939,313.898,5957.280,5957.280,6151.628,133.082,6151.419,0.209
940,314.244,5824.382,5824.382,6038.398,132.904,6038.211,0.187
941,314.591,5774.488,5774.488,5921.712,132.727,5921.545,0.167
942,314.937,5696.070,5696.070,5801.860,132.549,5801.711,0.150
943,315.284,5613.230,5613.230,5679.133,132.371,5678.999,0.133
944,315.631,5552.639,5552.639,5553.823,132.193,5553.704,0.119
945,315.977,5219.431,5219.431,5426.227,132.016,5426.121,0.106
946,316.324,5185.900,5185.900,5296.638,131.838,5296.544,0.094
947,316.670,4963.284,4963.284,5165.352,131.660,5165.268,0.084
948,317.017,4895.170,4895.170,5032.657,131.482,5032.583,0.074
949,317.364,4817.647,4817.647,4898.844,131.304,4898.778,0.066
950,317.710,4681.052,4681.052,4764.196,131.127,4764.137,0.058
951,318.057,4522.802,4522.802,4628.991,130.949,4628.939,0.052
952,318.404,4426.957,4426.957,4493.501,130.771,4493.455,0.046
953,318.750,4363.011,4363.011,4357.992,130.593,4357.951,0.040
954,319.097,4012.263,4012.263,4222.720,130.416,4222.685,0.036
955,319.443,3965.957,3965.957,4087.935,130.238,4087.904,0.031
956,319.790,3809.209,3809.209,3953.875,130.060,3953.848,0.028
957,320.137,3752.848,3752.848,3820.771,129.882,3820.746,0.024
958,320.483,3530.223,3530.223,3688.840,129.705,3688.819,0.021
959,320.830,3561.899,3561.899,3558.291,129.527,3558.272,0.019
960,321.177,3331.849,3331.849,3429.320,129.349,3429.304,0.016
961,321.524,3054.062,3054.062,3302.113,129.171,3302.098,0.014
962,321.870,3038.160,3038.160,3176.841,128.994,3176.829,0.013
963,322.217,2836.113,2836.113,3053.667,128.816,3053.656,0.011
964,322.564,2813.371,2813.371,2932.738,128.638,2932.728,0.010
965,322.910,2683.374,2683.374,2814.190,128.460,2814.182,0.008
966,323.257,2654.166,2654.166,2698.147,128.282,2698.140,0.007
967,323.604,2412.158,2412.158,2584.721,128.105,2584.715,0.006
968,323.950,2400.635,2400.635,2474.011,127.927,2474.005,0.006
969,324.297,2215.577,2215.577,2366.103,127.749,2366.098,0.005
970,324.644,2109.325,2109.325,2261.073,127.571,2261.069,0.004
971,324.991,2099.437,2099.437,2158.984,127.394,2158.981,0.004
972,325.337,1914.111,1914.111,2059.890,127.216,2059.886,0.003
973,325.684,1780.791,1780.791,1963.830,127.038,1963.827,0.003
974,326.031,1761.002,1761.002,1870.836,126.860,1870.833,0.002
975,326.378,1664.055,1664.055,1780.928,126.683,1780.926,0.002
976,326.724,1421.588,1421.588,1694.117,126.505,1694.115,0.002
977,327.071,1469.054,1469.054,1610.405,126.327,1610.403,0.001
978,327.418,1398.943,1398.943,1529.784,126.149,1529.782,0.001
979,327.765,1312.480,1312.480,1452.238,125.972,1452.237,0.001
980,328.111,1181.212,1181.212,1377.744,125.794,1377.743,0.001
981,328.458,1049.009,1049.009,1306.272,125.616,1306.271,0.001
982,328.805,1102.532,1102.532,1237.783,125.438,1237.782,0.001
983,329.152,989.732,989.732,1172.234,125.260,1172.234,0.001
984,329.499,854.585,854.585,1109.575,125.083,1109.575,0.001
985,329.845,904.686,904.686,1049.752,124.905,1049.752,0.000
986,330.192,806.372,806.372,992.706,124.727,992.705,0.000
987,330.539,794.532,794.532,938.371,124.549,938.371,0.000
988,330.886,734.157,734.157,886.683,124.372,886.682,0.000
989,331.233,665.209,665.209,837.569,124.194,837.569,0.000
990,331.579,572.588,572.588,790.957,124.016,790.956,0.000
991,331.926,628.372,628.372,746.771,123.838,746.770,0.000
992,332.273,654.895,654.895,704.934,123.661,704.933,0.000
993,332.620,522.005,522.005,665.367,123.483,665.367,0.000
994,332.967,535.526,535.526,627.990,123.305,627.990,0.000
995,333.314,476.426,476.426,592.723,123.127,592.723,0.000
996,333.661,387.266,387.266,559.486,122.949,559.486,0.000
997,334.007,366.697,366.697,528.196,122.772,528.196,0.000
998,334.354,374.685,374.685,498.775,122.594,498.775,0.000
999,334.701,280.677,280.677,471.141,122.416,471.141,0.000
1000,335.048,354.002,354.002,445.216,122.238,445.216,0.000
1001,335.395,308.260,308.260,420.922,122.061,420.922,0.000
1002,335.742,226.374,226.374,398.181,121.883,398.181,0.000
1003,336.089,285.479,285.479,376.920,121.705,376.920,0.000
1004,336.436,288.941,288.941,357.063,121.527,357.063,0.000
1005,336.782,212.521,212.521,338.540,121.350,338.540,0.000
1006,337.129,244.003,244.003,321.281,121.172,321.281,0.000
1007,337.476,170.111,170.111,305.217,120.994,305.217,0.000
1008,337.823,193.108,193.108,290.283,120.816,290.283,0.000
1009,338.170,210.048,210.048,276.416,120.639,276.416,0.000
1010,338.517,157.526,157.526,263.554,120.461,263.554,0.000
1011,338.864,182.577,182.577,251.638,120.283,251.638,0.000
1012,339.211,212.791,212.791,240.612,120.105,240.612,0.000
1013,339.558,117.792,117.792,230.421,119.927,230.421,0.000
1014,339.905,173.626,173.626,221.014,119.750,221.014,0.000
1015,340.252,73.528,73.528,212.341,119.572,212.341,0.000
1016,340.599,131.054,131.054,204.355,119.394,204.355,0.000
1017,340.946,148.111,148.111,197.010,119.216,197.010,0.000
1018,341.293,92.157,92.157,190.264,119.039,190.264,0.000
1019,341.640,145.788,145.788,184.077,118.861,184.077,0.000
1020,341.986,105.214,105.214,178.410,118.683,178.410,0.000
1021,342.333,56.583,56.583,173.226,118.505,173.226,0.000
1022,342.680,134.320,134.320,168.493,118.328,168.493,0.000
1023,343.027,117.992,117.992,164.177,118.150,164.177,0.000
1024,343.374,98.157,98.157,160.249,117.972,160.249,0.000
1025,343.721,117.105,117.105,156.680,117.794,156.680,0.000
1026,344.068,135.048,135.048,153.443,117.617,153.443,0.000
1027,344.415,44.895,44.895,150.513,117.439,150.513,0.000
1028,344.762,133.577,133.577,147.867,117.261,147.867,0.000
1029,345.109,95.523,95.523,145.483,117.083,145.483,0.000
1030,345.456,61.097,61.097,143.342,116.905,143.342,0.000
1031,345.803,74.678,74.678,141.423,116.728,141.423,0.000
1032,346.151,100.420,100.420,139.709,116.550,139.709,0.000
1033,346.498,142.463,142.463,138.185,116.372,138.185,0.000
1034,346.845,63.146,63.146,136.835,116.194,136.835,0.000
1035,347.192,193.827,193.827,135.644,116.017,135.644,0.000
1036,347.539,73.946,73.946,134.600,115.839,134.600,0.000
1037,347.886,176.460,176.460,133.691,115.661,133.691,0.000
1038,348.233,126.566,126.566,132.906,115.483,132.906,0.000
1039,348.580,145.620,145.620,132.234,115.306,132.234,0.000
1040,348.927,60.466,60.466,131.666,115.128,131.666,0.000
1041,349.274,116.616,116.616,131.193,114.950,131.193,0.000
1042,349.621,164.566,164.566,130.807,114.772,130.807,0.000
1043,349.968,104.935,104.935,130.502,114.595,130.502,0.000
1044,350.315,150.674,150.674,130.269,114.417,130.269,0.000
1045,350.662,141.040,141.040,130.103,114.239,130.103,0.000
1046,351.009,134.718,134.718,129.997,114.061,129.997,0.000
1047,351.357,114.669,114.669,129.948,113.883,129.948,0.000
1048,351.704,112.566,112.566,129.948,113.706,129.948,0.000
1049,352.051,133.566,133.566,129.995,113.528,129.995,0.000
1050,352.398,91.458,91.458,130.084,113.350,130.084,0.000
1051,352.745,127.564,127.564,130.211,113.172,130.211,0.000
1052,353.092,132.247,132.247,130.373,112.995,130.373,0.000
1053,353.439,138.081,138.081,130.565,112.817,130.565,0.000
1054,353.786,176.030,176.030,130.786,112.639,130.786,0.000
1055,354.134,129.084,129.084,131.031,112.461,131.031,0.000
1056,354.481,115.501,115.501,131.300,112.284,131.300,0.000
1057,354.828,131.658,131.658,131.588,112.106,131.588,0.000
1058,355.175,147.504,147.504,131.894,111.928,131.894,0.000
1059,355.522,151.762,151.762,132.215,111.750,132.215,0.000
1060,355.869,126.347,126.347,132.550,111.573,132.550,0.000
1061,356.217,125.819,125.819,132.895,111.395,132.895,0.000
1062,356.564,77.139,77.139,133.251,111.217,133.251,0.000
1063,356.911,177.916,177.916,133.614,111.039,133.614,0.000
1064,357.258,96.448,96.448,133.983,110.861,133.983,0.000
1065,357.605,238.494,238.494,134.356,110.684,134.356,0.000
1066,357.952,130.918,130.918,134.733,110.506,134.733,0.000
1067,358.300,180.493,180.493,135.110,110.328,135.110,0.000
1068,358.647,156.810,156.810,135.487,110.150,135.487,0.000
1069,358.994,197.436,197.436,135.863,109.973,135.863,0.000
1070,359.341,150.599,150.599,136.235,109.795,136.235,0.000
1071,359.689,133.235,133.235,136.604,109.617,136.604,0.000
1072,360.036,148.071,148.071,136.966,109.439,136.966,0.000
1073,360.383,125.651,125.651,137.322,109.262,137.322,0.000
1074,360.730,160.377,160.377,137.670,109.084,137.670,0.000
1075,361.077,170.756,170.756,138.009,108.906,138.009,0.000
1076,361.425,126.124,126.124,138.337,108.728,138.337,0.000
1077,361.772,135.648,135.648,138.654,108.551,138.654,0.000
1078,362.119,172.905,172.905,138.958,108.373,138.958,0.000
1079,362.467,178.117,178.117,139.249,108.195,139.249,0.000
1080,362.814,151.480,151.480,139.526,108.017,139.526,0.000
1081,363.161,187.323,187.323,139.787,107.839,139.787,0.000
1082,363.508,239.429,239.429,140.032,107.662,140.032,0.000
1083,363.856,130.434,130.434,140.260,107.484,140.260,0.000
1084,364.203,129.745,129.745,140.469,107.306,140.469,0.000
1085,364.550,159.108,159.108,140.660,107.128,140.660,0.000
1086,364.897,159.471,159.471,140.832,106.951,140.832,0.000
1087,365.245,215.219,215.219,140.983,106.773,140.983,0.000
1088,365.592,185.105,185.105,141.114,106.595,141.114,0.000
1089,365.939,150.634,150.634,141.223,106.417,141.223,0.000
1090,366.287,140.849,140.849,141.311,106.240,141.311,0.000
1091,366.634,181.002,181.002,141.376,106.062,141.376,0.000
1092,366.981,186.789,186.789,141.419,105.884,141.419,0.000
1093,367.329,220.994,220.994,141.438,105.706,141.438,0.000
1094,367.676,169.631,169.631,141.434,105.529,141.434,0.000
1095,368.023,159.680,159.680,141.407,105.351,141.407,0.000
1096,368.371,165.364,165.364,141.356,105.173,141.356,0.000
1097,368.718,170.105,170.105,141.282,104.995,141.282,0.000
1098,369.065,115.838,115.838,141.183,104.817,141.183,0.000
1099,369.413,173.049,173.049,141.061,104.640,141.061,0.000
1100,369.760,174.786,174.786,140.915,104.462,140.915,0.000
1101,370.108,155.360,155.360,140.745,104.284,140.745,0.000
1102,370.455,125.422,125.422,140.552,104.106,140.552,0.000
1103,370.802,139.994,139.994,140.336,103.929,140.336,0.000
1104,371.150,149.360,149.360,140.097,103.751,140.097,0.000
1105,371.497,161.254,161.254,139.835,103.573,139.835,0.000
1106,371.844,136.357,136.357,139.552,103.395,139.552,0.000
1107,372.192,174.938,174.938,139.246,103.218,139.246,0.000
1108,372.539,162.834,162.834,138.920,103.040,138.920,0.000
1109,372.887,124.201,124.201,138.574,102.862,138.574,0.000
1110,373.234,188.832,188.832,138.208,102.684,138.208,0.000
1111,373.581,169.361,169.361,137.822,102.506,137.822,0.000
1112,373.929,168.727,168.727,137.419,102.329,137.419,0.000
1113,374.276,179.729,179.729,136.997,102.151,136.997,0.000
1114,374.624,191.456,191.456,136.559,101.973,136.559,0.000
1115,374.971,201.721,201.721,136.105,101.795,136.105,0.000
1116,375.319,144.612,144.612,135.636,101.618,135.636,0.000
1117,375.666,133.569,133.569,135.153,101.440,135.153,0.000
1118,376.014,177.144,177.144,134.657,101.262,134.657,0.000
1119,376.361,123.195,123.195,134.148,101.084,134.148,0.000
1120,376.708,162.461,162.461,133.628,100.907,133.628,0.000
1121,377.056,108.933,108.933,133.098,100.729,133.098,0.000
1122,377.403,115.144,115.144,132.558,100.551,132.558,0.000
1123,377.751,158.876,158.876,132.011,100.373,132.011,0.000
1124,378.098,131.927,131.927,131.456,100.196,131.456,0.000
1125,378.446,155.930,155.930,130.894,100.018,130.894,0.000
1126,378.793,156.141,156.141,130.328,99.840,130.328,0.000
1127,379.141,146.933,146.933,129.757,99.662,129.757,0.000
1128,379.488,141.826,141.826,129.183,99.484,129.183,0.000
1129,379.836,121.350,121.350,128.607,99.307,128.607,0.000
1130,380.183,191.937,191.937,128.030,99.129,128.030,0.000
1131,380.531,150.770,150.770,127.452,98.951,127.452,0.000
1132,380.878,136.298,136.298,126.875,98.773,126.875,0.000
1133,381.226,143.770,143.770,126.300,98.596,126.300,0.000
1134,381.573,138.144,138.144,125.727,98.418,125.727,0.000
1135,381.921,70.139,70.139,125.158,98.240,125.158,0.000
1136,382.269,133.986,133.986,124.593,98.062,124.593,0.000
1137,382.616,161.453,161.453,124.033,97.885,124.033,0.000
1138,382.964,153.819,153.819,123.479,97.707,123.479,0.000
1139,383.311,118.769,118.769,122.931,97.529,122.931,0.000
1140,383.659,116.610,116.610,122.390,97.351,122.390,0.000
1141,384.006,110.669,110.669,121.857,97.174,121.857,0.000
1142,384.354,136.767,136.767,121.333,96.996,121.333,0.000
1143,384.701,112.035,112.035,120.818,96.818,120.818,0.000
1144,385.049,119.658,119.658,120.312,96.640,120.312,0.000
1145,385.397,87.979,87.979,119.816,96.462,119.816,0.000
1146,385.744,133.870,133.870,119.330,96.285,119.330,0.000
1147,386.092,138.396,138.396,118.855,96.107,118.855,0.000
1148,386.439,99.819,99.819,118.391,95.929,118.391,0.000
1149,386.787,104.135,104.135,117.939,95.751,117.939,0.000
1150,387.135,98.133,98.133,117.498,95.574,117.498,0.000
1151,387.482,133.504,133.504,117.068,95.396,117.068,0.000
1152,387.830,113.926,113.926,116.651,95.218,116.651,0.000
1153,388.177,146.344,146.344,116.245,95.040,116.245,0.000
1154,388.525,101.024,101.024,115.851,94.863,115.851,0.000
1155,388.873,84.502,84.502,115.470,94.685,115.470,0.000
1156,389.220,77.347,77.347,115.100,94.507,115.100,0.000
1157,389.568,126.602,126.602,114.741,94.329,114.741,0.000
1158,389.916,133.342,133.342,114.394,94.152,114.394,0.000
1159,390.263,118.396,118.396,114.059,93.974,114.059,0.000
1160,390.611,126.393,126.393,113.735,93.796,113.735,0.000
1161,390.959,116.922,116.922,113.421,93.618,113.421,0.000
1162,391.306,134.076,134.076,113.118,93.440,113.118,0.000
1163,391.654,94.132,94.132,112.826,93.263,112.826,0.000
1164,392.002,127.658,127.658,112.543,93.085,112.543,0.000
1165,392.349,119.235,119.235,112.269,92.907,112.269,0.000
1166,392.697,98.655,98.655,112.004,92.729,112.004,0.000
1167,393.045,119.818,119.818,111.748,92.552,111.748,0.000
1168,393.392,116.393,116.393,111.500,92.374,111.500,0.000
1169,393.740,66.870,66.870,111.260,92.196,111.260,0.000
1170,394.088,92.559,92.559,111.026,92.018,111.026,0.000
1171,394.436,144.756,144.756,110.799,91.841,110.799,0.000
1172,394.783,113.656,113.656,110.578,91.663,110.578,0.000
1173,395.131,102.601,102.601,110.362,91.485,110.362,0.000
1174,395.479,85.605,85.605,110.151,91.307,110.151,0.000
1175,395.826,119.027,119.027,109.944,91.130,109.944,0.000
1176,396.174,110.076,110.076,109.740,90.952,109.740,0.000
1177,396.522,106.282,106.282,109.539,90.774,109.539,0.000
1178,396.870,113.391,113.391,109.341,90.596,109.341,0.000
1179,397.217,134.647,134.647,109.145,90.418,109.145,0.000
1180,397.565,92.813,92.813,108.949,90.241,108.949,0.000
1181,397.913,118.919,118.919,108.754,90.063,108.754,0.000
1182,398.261,75.437,75.437,108.560,89.885,108.560,0.000
1183,398.608,139.076,139.076,108.364,89.707,108.364,0.000
1184,398.956,124.025,124.025,108.168,89.530,108.168,0.000
1185,399.304,122.442,122.442,107.970,89.352,107.970,0.000
1186,399.652,86.125,86.125,107.770,89.174,107.770,0.000
1187,400.000,115.914,115.914,107.567,88.996,107.567,0.000
1188,400.347,97.965,97.965,107.361,88.819,107.361,0.000
1189,400.695,85.658,85.658,107.151,88.641,107.151,0.000
1190,401.043,134.973,134.973,106.938,88.463,106.938,0.000
1191,401.391,61.390,61.390,106.719,88.285,106.719,0.000
1192,401.739,88.708,88.708,106.496,88.108,106.496,0.000
1193,402.086,104.754,104.754,106.268,87.930,106.268,0.000
1194,402.434,136.019,136.019,106.034,87.752,106.034,0.000
1195,402.782,95.748,95.748,105.795,87.574,105.795,0.000
1196,403.130,167.864,167.864,105.549,87.396,105.549,0.000
1197,403.478,107.390,107.390,105.296,87.219,105.296,0.000
1198,403.826,93.650,93.650,105.037,87.041,105.037,0.000
1199,404.173,139.859,139.859,104.771,86.863,104.771,0.000
1200,404.521,145.019,145.019,104.499,86.685,104.499,0.000
1201,404.869,102.811,102.811,104.219,86.508,104.219,0.000
1202,405.217,91.287,91.287,103.931,86.330,103.931,0.000
1203,405.565,123.117,123.117,103.636,86.152,103.636,0.000
1204,405.913,93.808,93.808,103.334,85.974,103.334,0.000
1205,406.261,93.225,93.225,103.010,85.782,103.010,0.000
1206,406.609,113.490,113.490,102.677,85.589,102.677,0.000
1207,406.956,100.596,100.596,102.338,85.396,102.338,0.000
1208,407.304,113.811,113.811,101.991,85.203,101.991,0.000
1209,407.652,150.647,150.647,101.637,85.010,101.637,0.000
1210,408.000,82.493,82.493,101.275,84.818,101.275,0.000
1211,408.348,106.854,106.854,100.906,84.625,100.906,0.000
1212,408.696,110.279,110.279,100.531,84.432,100.531,0.000
1213,409.044,98.120,98.120,100.149,84.239,100.149,0.000
1214,409.392,126.380,126.380,99.760,84.047,99.760,0.000
1215,409.740,79.545,79.545,99.365,83.854,99.365,0.000
1216,410.088,55.073,55.073,98.963,83.661,98.963,0.000
1217,410.436,38.125,38.125,98.556,83.468,98.556,0.000
1218,410.784,114.800,114.800,98.143,83.275,98.143,0.000
1219,411.132,112.748,112.748,97.725,83.083,97.725,0.000
1220,411.479,52.017,52.017,97.302,82.890,97.302,0.000
1221,411.827,104.429,104.429,96.874,82.697,96.874,0.000
1222,412.175,75.227,75.227,96.442,82.504,96.442,0.000
1223,412.523,103.639,103.639,96.005,82.312,96.005,0.000
1224,412.871,88.490,88.490,95.565,82.119,95.565,0.000
1225,413.219,64.596,64.596,95.122,81.926,95.122,0.000
1226,413.567,95.122,95.122,94.675,81.733,94.675,0.000
1227,413.915,115.957,115.957,94.225,81.540,94.225,0.000
1228,414.263,46.650,46.650,93.774,81.348,93.774,0.000
1229,414.611,84.119,84.119,93.320,81.155,93.320,0.000
1230,414.959,49.227,49.227,92.864,80.962,92.864,0.000
1231,415.307,93.173,93.173,92.407,80.769,92.407,0.000
1232,415.655,84.325,84.325,91.950,80.577,91.950,0.000
1233,416.003,47.591,47.591,91.491,80.384,91.491,0.000
1234,416.351,51.748,51.748,91.032,80.191,91.032,0.000
1235,416.699,67.436,67.436,90.574,79.998,90.574,0.000
1236,417.047,171.371,171.371,90.115,79.805,90.115,0.000
1237,417.395,80.650,80.650,89.658,79.613,89.658,0.000
1238,417.743,43.745,43.745,89.201,79.420,89.201,0.000
1239,418.091,114.693,114.693,88.746,79.227,88.746,0.000
1240,418.440,96.856,96.856,88.292,79.034,88.292,0.000
1241,418.788,57.643,57.643,87.841,78.842,87.841,0.000
1242,419.136,77.642,77.642,87.391,78.649,87.391,0.000
1243,419.484,75.800,75.800,86.944,78.456,86.944,0.000
1244,419.832,79.059,79.059,86.499,78.263,86.499,0.000
1245,420.180,99.269,99.269,86.058,78.070,86.058,0.000
1246,420.528,95.479,95.479,85.620,77.878,85.620,0.000
1247,420.876,45.279,45.279,85.185,77.685,85.185,0.000
1248,421.224,68.334,68.334,84.753,77.492,84.753,0.000
1249,421.572,120.479,120.479,84.326,77.299,84.326,0.000
1250,421.920,78.010,78.010,83.902,77.107,83.902,0.000
