ch,keV,net,fit,model,continuum_raw,Lu-176,continuum
6026,2314.457,0.490,0.490,0.000,0.000,0.000,0.000
6027,2314.864,0.000,-0.468,0.000,0.000,0.000,0.000
6028,2315.271,0.000,-1.703,0.000,0.000,0.000,0.000
6029,2315.678,0.000,-0.807,0.000,0.000,0.000,0.000
6030,2316.085,1.144,1.144,0.000,0.000,0.000,0.000
6031,2316.492,0.000,-1.339,0.000,0.000,0.000,0.000
6032,2316.899,2.428,2.428,0.000,0.000,0.000,0.000
6033,2317.306,0.538,0.538,0.000,0.000,0.000,0.000
6034,2317.713,0.212,0.212,0.000,0.000,0.000,0.000
6035,2318.120,0.000,-0.869,0.000,0.000,0.000,0.000
6036,2318.527,0.000,-0.570,0.000,0.000,0.000,0.000
6037,2318.934,0.000,-0.579,0.000,0.000,0.000,0.000
6038,2319.341,0.347,0.347,0.000,0.000,0.000,0.000
6039,2319.748,0.000,-0.716,0.000,0.000,0.000,0.000
6040,2320.155,0.000,-0.467,0.000,0.000,0.000,0.000
6041,2320.562,0.333,0.333,0.000,0.000,0.000,0.000
6042,2320.970,0.477,0.477,0.000,0.000,0.000,0.000
6043,2321.377,2.775,2.775,0.000,0.000,0.000,0.000
6044,2321.784,0.536,0.536,0.000,0.000,0.000,0.000
6045,2322.191,0.000,-0.724,0.000,0.000,0.000,0.000
6046,2322.598,0.047,0.047,0.000,0.000,0.000,0.000
6047,2323.005,2.357,2.357,0.000,0.000,0.000,0.000
6048,2323.412,1.561,1.561,0.000,0.000,0.000,0.000
6049,2323.819,0.000,-0.320,0.000,0.000,0.000,0.000
6050,2324.227,0.000,-0.589,0.000,0.000,0.000,0.000
6051,2324.634,0.393,0.393,0.000,0.000,0.000,0.000
6052,2325.041,1.114,1.114,0.000,0.000,0.000,0.000
6053,2325.448,0.163,0.163,0.000,0.000,0.000,0.000
6054,2325.855,0.000,-0.921,0.000,0.000,0.000,0.000
6055,2326.263,0.334,0.334,0.000,0.000,0.000,0.000
6056,2326.670,0.000,-1.419,0.000,0.000,0.000,0.000
6057,2327.077,0.000,-0.530,0.000,0.000,0.000,0.000
6058,2327.484,2.374,2.374,0.000,0.000,0.000,0.000
6059,2327.891,3.163,3.163,0.000,0.000,0.000,0.000
6060,2328.299,0.000,-0.644,0.000,0.000,0.000,0.000
6061,2328.706,1.603,1.603,0.000,0.000,0.000,0.000
6062,2329.113,0.542,0.542,0.000,0.000,0.000,0.000
6063,2329.520,1.253,1.253,0.000,0.000,0.000,0.000
6064,2329.928,3.444,3.444,0.000,0.000,0.000,0.000
6065,2330.335,3.174,3.174,0.000,0.000,0.000,0.000
6066,2330.742,0.224,0.224,0.000,0.000,0.000,0.000
6067,2331.149,3.429,3.429,0.000,0.000,0.000,0.000
6068,2331.557,0.539,0.539,0.000,0.000,0.000,0.000
6069,2331.964,0.000,-1.512,0.000,0.000,0.000,0.000
6070,2332.371,0.673,0.673,0.000,0.000,0.000,0.000
6071,2332.779,1.722,1.722,0.000,0.000,0.000,0.000
6072,2333.186,0.876,0.876,0.000,0.000,0.000,0.000
6073,2333.593,1.508,1.508,0.000,0.000,0.000,0.000
6074,2334.001,0.432,0.432,0.000,0.000,0.000,0.000
6075,2334.408,0.561,0.561,0.000,0.000,0.000,0.000
6076,2334.815,1.492,1.492,0.000,0.000,0.000,0.000
6077,2335.223,0.000,-0.446,0.000,0.000,0.000,0.000
6078,2335.630,1.405,1.405,0.000,0.000,0.000,0.000
6079,2336.037,0.000,-0.644,0.000,0.000,0.000,0.000
6080,2336.445,0.158,0.158,0.000,0.000,0.000,0.000
6081,2336.852,0.275,0.275,0.000,0.000,0.000,0.000
6082,2337.260,0.491,0.491,0.000,0.000,0.000,0.000
6083,2337.667,0.000,-0.628,0.000,0.000,0.000,0.000
6084,2338.074,0.470,0.470,0.000,0.000,0.000,0.000
6085,2338.482,1.393,1.393,0.000,0.000,0.000,0.000
6086,2338.889,0.407,0.407,0.000,0.000,0.000,0.000
6087,2339.297,2.413,2.413,0.000,0.000,0.000,0.000
6088,2339.704,0.500,0.500,0.000,0.000,0.000,0.000
6089,2340.111,2.425,2.425,0.000,0.000,0.000,0.000
6090,2340.519,1.759,1.759,0.000,0.000,0.000,0.000
6091,2340.926,0.000,-0.677,0.000,0.000,0.000,0.000
6092,2341.334,0.000,-0.490,0.000,0.000,0.000,0.000
6093,2341.741,0.000,-0.588,0.000,0.000,0.000,0.000
6094,2342.149,0.000,-0.406,0.000,0.000,0.000,0.000
6095,2342.556,0.543,0.543,0.000,0.000,0.000,0.000
6096,2342.964,1.596,1.596,0.000,0.000,0.000,0.000
6097,2343.371,0.000,-0.408,0.000,0.000,0.000,0.000
6098,2343.779,0.490,0.490,0.000,0.000,0.000,0.000
6099,2344.186,0.000,-0.440,0.000,0.000,0.000,0.000
6100,2344.594,0.000,-1.697,0.000,0.000,0.000,0.000
6101,2345.001,0.000,-1.676,0.000,0.000,0.000,0.000
6102,2345.409,0.000,-0.529,0.000,0.000,0.000,0.000
6103,2345.816,0.620,0.620,0.000,0.000,0.000,0.000
6104,2346.224,0.000,-0.564,0.000,0.000,0.000,0.000
6105,2346.632,0.000,-1.729,0.000,0.000,0.000,0.000
6106,2347.039,0.579,0.579,0.000,0.000,0.000,0.000
6107,2347.447,0.000,-0.385,0.000,0.000,0.000,0.000
6108,2347.854,2.496,2.496,0.000,0.000,0.000,0.000
6109,2348.262,0.000,-0.823,0.000,0.000,0.000,0.000
6110,2348.669,2.421,2.421,0.000,0.000,0.000,0.000
6111,2349.077,0.000,-0.430,0.000,0.000,0.000,0.000
6112,2349.485,0.384,0.384,0.000,0.000,0.000,0.000
6113,2349.892,1.423,1.423,0.000,0.000,0.000,0.000
6114,2350.300,0.000,-0.506,0.000,0.000,0.000,0.000
6115,2350.707,0.606,0.606,0.000,0.000,0.000,0.000
6116,2351.115,0.281,0.281,0.000,0.000,0.000,0.000
6117,2351.523,0.519,0.519,0.000,0.000,0.000,0.000
6118,2351.930,0.577,0.577,0.000,0.000,0.000,0.000
6119,2352.338,1.646,1.646,0.000,0.000,0.000,0.000
6120,2352.746,0.256,0.256,0.000,0.000,0.000,0.000
6121,2353.153,0.000,-0.476,0.000,0.000,0.000,0.000
6122,2353.561,0.000,-1.309,0.000,0.000,0.000,0.000
6123,2353.969,0.706,0.706,0.000,0.000,0.000,0.000
6124,2354.376,0.000,-0.372,0.000,0.000,0.000,0.000
6125,2354.784,0.000,-1.619,0.000,0.000,0.000,0.000
6126,2355.192,0.000,-0.506,0.000,0.000,0.000,0.000
6127,2355.600,0.000,-0.452,0.000,0.000,0.000,0.000
6128,2356.007,0.628,0.628,0.000,0.000,0.000,0.000
6129,2356.415,1.717,1.717,0.000,0.000,0.000,0.000
6130,2356.823,2.732,2.732,0.000,0.000,0.000,0.000
6131,2357.230,1.668,1.668,0.000,0.000,0.000,0.000
6132,2357.638,3.298,3.298,0.000,0.000,0.000,0.000
6133,2358.046,2.705,2.705,0.000,0.000,0.000,0.000
6134,2358.454,1.398,1.398,0.000,0.000,0.000,0.000
6135,2358.862,0.396,0.396,0.000,0.000,0.000,0.000
6136,2359.269,0.437,0.437,0.000,0.000,0.000,0.000
6137,2359.677,0.000,-1.509,0.000,0.000,0.000,0.000
6138,2360.085,1.439,1.439,0.000,0.000,0.000,0.000
6139,2360.493,1.564,1.564,0.000,0.000,0.000,0.000
6140,2360.900,1.447,1.447,0.000,0.000,0.000,0.000
6141,2361.308,0.000,-1.405,0.001,0.001,0.000,0.001
6142,2361.716,0.322,0.322,0.001,0.001,0.000,0.001
6143,2362.124,0.000,-1.583,0.001,0.001,0.000,0.001
6144,2362.532,0.000,-0.162,0.001,0.001,0.000,0.001
6145,2362.940,3.673,3.673,0.001,0.001,0.000,0.001
6146,2363.347,0.000,-0.360,0.001,0.001,0.000,0.001
6147,2363.755,0.577,0.577,0.001,0.001,0.000,0.001
6148,2364.163,3.404,3.404,0.001,0.001,0.000,0.001
6149,2364.571,0.000,-0.556,0.001,0.001,0.000,0.001
6150,2364.979,0.775,0.775,0.001,0.001,0.000,0.001
6151,2365.387,0.000,-1.594,0.001,0.001,0.000,0.001
6152,2365.795,2.624,2.624,0.001,0.001,0.000,0.001
6153,2366.203,1.812,1.812,0.001,0.001,0.000,0.001
6154,2366.611,0.000,-1.233,0.001,0.001,0.000,0.001
6155,2367.018,0.000,-1.323,0.001,0.001,0.000,0.001
6156,2367.426,1.492,1.492,0.001,0.001,0.000,0.001
6157,2367.834,0.000,-0.598,0.002,0.002,0.000,0.002
6158,2368.242,0.539,0.539,0.002,0.002,0.000,0.002
6159,2368.650,0.338,0.338,0.002,0.002,0.000,0.002
6160,2369.058,0.000,-0.402,0.002,0.002,0.000,0.002
6161,2369.466,0.000,-0.418,0.002,0.002,0.000,0.002
6162,2369.874,1.563,1.563,0.002,0.002,0.000,0.002
6163,2370.282,0.000,-0.268,0.002,0.002,0.000,0.002
6164,2370.690,0.690,0.690,0.002,0.002,0.000,0.002
6165,2371.098,0.000,-1.313,0.002,0.002,0.000,0.002
6166,2371.506,0.000,-0.281,0.002,0.002,0.000,0.002
6167,2371.914,0.000,-1.232,0.002,0.002,0.000,0.002
6168,2372.322,0.000,-0.752,0.002,0.002,0.000,0.002
6169,2372.730,0.651,0.651,0.002,0.002,0.000,0.002
6170,2373.138,0.000,-1.327,0.002,0.002,0.000,0.002
6171,2373.546,0.000,-0.259,0.002,0.002,0.000,0.002
6172,2373.954,0.830,0.830,0.002,0.002,0.000,0.002
6173,2374.362,0.000,-0.293,0.003,0.003,0.000,0.003
6174,2374.770,0.000,-1.377,0.003,0.003,0.000,0.003
6175,2375.178,1.739,1.739,0.003,0.003,0.000,0.003
6176,2375.586,0.000,-0.563,0.003,0.003,0.000,0.003
6177,2375.994,3.445,3.445,0.003,0.003,0.000,0.003
6178,2376.402,0.000,-0.440,0.003,0.003,0.000,0.003
6179,2376.811,0.000,-0.264,0.003,0.003,0.000,0.003
6180,2377.219,2.684,2.684,0.003,0.003,0.000,0.003
6181,2377.627,0.000,-0.396,0.003,0.003,0.000,0.003
6182,2378.035,0.000,-1.249,0.003,0.003,0.000,0.003
6183,2378.443,0.000,-0.243,0.003,0.003,0.000,0.003
6184,2378.851,3.513,3.513,0.003,0.003,0.000,0.003
6185,2379.259,0.803,0.803,0.003,0.003,0.000,0.003
6186,2379.667,0.000,-1.211,0.003,0.003,0.000,0.003
6187,2380.076,0.619,0.619,0.003,0.003,0.000,0.003
6188,2380.484,0.000,-0.341,0.003,0.003,0.000,0.003
6189,2380.892,1.671,1.671,0.004,0.004,0.000,0.004
6190,2381.300,0.000,-1.210,0.004,0.004,0.000,0.004
6191,2381.708,0.000,-0.343,0.004,0.004,0.000,0.004
6192,2382.116,0.000,-0.521,0.004,0.004,0.000,0.004
6193,2382.525,2.797,2.797,0.004,0.004,0.000,0.004
6194,2382.933,0.000,-1.163,0.004,0.004,0.000,0.004
6195,2383.341,1.709,1.709,0.004,0.004,0.000,0.004
6196,2383.749,0.000,-0.435,0.004,0.004,0.000,0.004
6197,2384.157,2.473,2.473,0.004,0.004,0.000,0.004
6198,2384.566,1.502,1.502,0.004,0.004,0.000,0.004
6199,2384.974,0.000,-0.161,0.004,0.004,0.000,0.004
6200,2385.382,0.000,-0.376,0.004,0.004,0.000,0.004
6201,2385.790,0.000,-0.386,0.004,0.004,0.000,0.004
6202,2386.199,4.547,4.547,0.004,0.004,0.000,0.004
6203,2386.607,0.000,-0.545,0.004,0.004,0.000,0.004
6204,2387.015,0.000,-0.423,0.004,0.004,0.000,0.004
6205,2387.423,0.784,0.784,0.005,0.005,0.000,0.005
6206,2387.832,0.000,-0.249,0.005,0.005,0.000,0.005
6207,2388.240,1.650,1.650,0.005,0.005,0.000,0.005
6208,2388.648,0.000,-1.520,0.005,0.005,0.000,0.005
6209,2389.057,0.000,-1.224,0.005,0.005,0.000,0.005
6210,2389.465,0.418,0.418,0.005,0.005,0.000,0.005
6211,2389.873,0.000,-0.438,0.005,0.005,0.000,0.005
6212,2390.281,0.000,-0.428,0.005,0.005,0.000,0.005
6213,2390.690,0.696,0.696,0.005,0.005,0.000,0.005
6214,2391.098,0.000,-1.192,0.005,0.005,0.000,0.005
6215,2391.507,0.000,-0.447,0.005,0.005,0.000,0.005
6216,2391.915,1.586,1.586,0.005,0.005,0.000,0.005
6217,2392.323,0.000,-0.460,0.005,0.005,0.000,0.005
6218,2392.732,0.000,-1.149,0.005,0.005,0.000,0.005
6219,2393.140,1.910,1.910,0.005,0.005,0.000,0.005
6220,2393.548,0.000,-0.167,0.005,0.005,0.000,0.005
6221,2393.957,0.000,-0.350,0.006,0.006,0.000,0.006
6222,2394.365,0.000,-0.401,0.006,0.006,0.000,0.006
6223,2394.774,1.714,1.714,0.006,0.006,0.000,0.006
6224,2395.182,0.467,0.467,0.006,0.006,0.000,0.006
6225,2395.590,0.000,-0.390,0.006,0.006,0.000,0.006
6226,2395.999,0.709,0.709,0.006,0.006,0.000,0.006
6227,2396.407,0.000,-1.130,0.006,0.006,0.000,0.006
6228,2396.816,0.000,-0.415,0.006,0.006,0.000,0.006
6229,2397.224,0.634,0.634,0.006,0.006,0.000,0.006
6230,2397.633,1.607,1.607,0.006,0.006,0.000,0.006
6231,2398.041,2.816,2.816,0.006,0.006,0.000,0.006
6232,2398.449,0.813,0.813,0.006,0.006,0.000,0.006
6233,2398.858,0.000,-0.360,0.006,0.006,0.000,0.006
6234,2399.266,0.000,-0.435,0.006,0.006,0.000,0.006
6235,2399.675,2.712,2.712,0.006,0.006,0.000,0.006
6236,2400.083,0.000,-0.341,0.006,0.006,0.000,0.006
6237,2400.492,0.000,-0.339,0.007,0.007,0.000,0.007
6238,2400.900,0.000,-1.406,0.007,0.007,0.000,0.007
6239,2401.309,2.705,2.705,0.007,0.007,0.000,0.007
6240,2401.718,0.000,-1.616,0.007,0.007,0.000,0.007
6241,2402.126,0.000,-0.483,0.007,0.007,0.000,0.007
6242,2402.535,0.982,0.982,0.007,0.007,0.000,0.007
6243,2402.943,0.000,-1.212,0.007,0.007,0.000,0.007
6244,2403.352,1.683,1.683,0.007,0.007,0.000,0.007
6245,2403.760,2.581,2.581,0.007,0.007,0.000,0.007
6246,2404.169,3.760,3.760,0.007,0.007,0.000,0.007
6247,2404.577,0.000,-1.250,0.007,0.007,0.000,0.007
6248,2404.986,1.484,1.484,0.007,0.007,0.000,0.007
6249,2405.395,0.000,-1.388,0.007,0.007,0.000,0.007
6250,2405.803,0.000,-0.213,0.007,0.007,0.000,0.007
6251,2406.212,0.000,-0.197,0.007,0.007,0.000,0.007
6252,2406.620,0.639,0.639,0.007,0.007,0.000,0.007
6253,2407.029,3.691,3.691,0.008,0.008,0.000,0.008
6254,2407.438,2.496,2.496,0.008,0.008,0.000,0.008
6255,2407.846,1.620,1.620,0.008,0.008,0.000,0.008
6256,2408.255,0.000,-0.390,0.008,0.008,0.000,0.008
6257,2408.664,0.000,-1.451,0.008,0.008,0.000,0.008
6258,2409.072,0.729,0.729,0.008,0.008,0.000,0.008
6259,2409.481,0.625,0.625,0.008,0.008,0.000,0.008
6260,2409.890,0.596,0.596,0.008,0.008,0.000,0.008
6261,2410.298,0.000,-0.635,0.008,0.008,0.000,0.008
6262,2410.707,0.000,-0.553,0.008,0.008,0.000,0.008
6263,2411.116,0.000,-1.503,0.008,0.008,0.000,0.008
6264,2411.524,0.000,-0.337,0.008,0.008,0.000,0.008
6265,2411.933,1.886,1.886,0.008,0.008,0.000,0.008
6266,2412.342,0.846,0.846,0.008,0.008,0.000,0.008
6267,2412.750,0.000,-1.342,0.008,0.008,0.000,0.008
6268,2413.159,0.512,0.512,0.008,0.008,0.000,0.008
6269,2413.568,0.000,-0.362,0.009,0.009,0.000,0.009
6270,2413.977,0.722,0.722,0.009,0.009,0.000,0.009
6271,2414.385,0.709,0.709,0.009,0.009,0.000,0.009
6272,2414.794,0.000,-0.595,0.009,0.009,0.000,0.009
6273,2415.203,0.000,-0.563,0.009,0.009,0.000,0.009
6274,2415.612,0.000,-0.122,0.009,0.009,0.000,0.009
6275,2416.020,0.496,0.496,0.009,0.009,0.000,0.009
6276,2416.429,0.000,-1.370,0.009,0.009,0.000,0.009
6277,2416.838,0.652,0.652,0.009,0.009,0.000,0.009
6278,2417.247,0.632,0.632,0.009,0.009,0.000,0.009
6279,2417.656,1.509,1.509,0.009,0.009,0.000,0.009
6280,2418.064,0.000,-0.424,0.009,0.009,0.000,0.009
6281,2418.473,0.000,-1.198,0.009,0.009,0.000,0.009
6282,2418.882,0.000,-1.221,0.009,0.009,0.000,0.009
6283,2419.291,0.000,-1.118,0.009,0.009,0.000,0.009
6284,2419.700,0.835,0.835,0.009,0.009,0.000,0.009
6285,2420.109,0.000,-0.326,0.010,0.010,0.000,0.010
6286,2420.517,1.713,1.713,0.010,0.010,0.000,0.010
6287,2420.926,0.702,0.702,0.010,0.010,0.000,0.010
6288,2421.335,0.000,-1.157,0.010,0.010,0.000,0.010
6289,2421.744,0.000,-0.553,0.010,0.010,0.000,0.010
6290,2422.153,2.674,2.674,0.010,0.010,0.000,0.010
6291,2422.562,0.699,0.699,0.010,0.010,0.000,0.010
6292,2422.971,0.000,-1.458,0.010,0.010,0.000,0.010
6293,2423.380,0.393,0.393,0.010,0.010,0.000,0.010
6294,2423.789,1.689,1.689,0.010,0.010,0.000,0.010
6295,2424.197,0.000,-1.574,0.010,0.010,0.000,0.010
6296,2424.606,0.598,0.598,0.010,0.010,0.000,0.010
6297,2425.015,0.785,0.785,0.010,0.010,0.000,0.010
6298,2425.424,0.000,-0.221,0.010,0.010,0.000,0.010
6299,2425.833,0.658,0.658,0.010,0.010,0.000,0.010
6300,2426.242,0.645,0.645,0.010,0.010,0.000,0.010
6301,2426.651,0.000,-1.419,0.011,0.011,0.000,0.011
6302,2427.060,0.000,-1.517,0.011,0.011,0.000,0.011
6303,2427.469,0.000,-0.292,0.011,0.011,0.000,0.011
6304,2427.878,0.000,-1.463,0.011,0.011,0.000,0.011
6305,2428.287,0.000,-0.520,0.011,0.011,0.000,0.011
6306,2428.696,0.000,-0.264,0.011,0.011,0.000,0.011
6307,2429.105,0.281,0.281,0.011,0.011,0.000,0.011
6308,2429.514,0.000,-1.159,0.011,0.011,0.000,0.011
6309,2429.923,0.000,-1.223,0.011,0.011,0.000,0.011
6310,2430.332,1.715,1.715,0.011,0.011,0.000,0.011
6311,2430.741,0.000,-0.363,0.011,0.011,0.000,0.011
6312,2431.150,0.000,-1.401,0.011,0.011,0.000,0.011
6313,2431.559,1.329,1.329,0.011,0.011,0.000,0.011
6314,2431.968,1.490,1.490,0.011,0.011,0.000,0.011
6315,2432.377,0.890,0.890,0.011,0.011,0.000,0.011
6316,2432.786,0.744,0.744,0.011,0.011,0.000,0.011
6317,2433.196,0.636,0.636,0.012,0.012,0.000,0.012
6318,2433.605,0.000,-1.262,0.012,0.012,0.000,0.012
6319,2434.014,0.000,-1.542,0.012,0.012,0.000,0.012
6320,2434.423,0.522,0.522,0.012,0.012,0.000,0.012
6321,2434.832,0.000,-1.300,0.012,0.012,0.000,0.012
6322,2435.241,0.000,-0.312,0.012,0.012,0.000,0.012
6323,2435.650,0.572,0.572,0.012,0.012,0.000,0.012
6324,2436.059,0.000,-0.151,0.012,0.012,0.000,0.012
6325,2436.468,0.000,-1.555,0.012,0.012,0.000,0.012
6326,2436.878,0.000,-1.406,0.012,0.012,0.000,0.012
6327,2437.287,1.456,1.456,0.012,0.012,0.000,0.012
6328,2437.696,0.000,-1.367,0.012,0.012,0.000,0.012
6329,2438.105,0.000,-1.241,0.012,0.012,0.000,0.012
6330,2438.514,0.000,-0.608,0.012,0.012,0.000,0.012
6331,2438.923,0.862,0.862,0.012,0.012,0.000,0.012
6332,2439.333,2.584,2.584,0.012,0.012,0.000,0.012
6333,2439.742,2.724,2.724,0.013,0.013,0.000,0.013
6334,2440.151,0.000,-0.266,0.013,0.013,0.000,0.013
6335,2440.560,0.000,-0.291,0.013,0.013,0.000,0.013
6336,2440.969,0.724,0.724,0.013,0.013,0.000,0.013
6337,2441.379,0.000,-1.341,0.013,0.013,0.000,0.013
6338,2441.788,0.000,-0.008,0.013,0.013,0.000,0.013
6339,2442.197,0.000,-0.365,0.013,0.013,0.000,0.013
6340,2442.606,1.493,1.493,0.013,0.013,0.000,0.013
6341,2443.016,0.000,-0.379,0.013,0.013,0.000,0.013
6342,2443.425,0.000,-1.374,0.013,0.013,0.000,0.013
6343,2443.834,1.518,1.518,0.013,0.013,0.000,0.013
6344,2444.243,0.000,-1.281,0.013,0.013,0.000,0.013
6345,2444.653,0.000,-0.404,0.013,0.013,0.000,0.013
6346,2445.062,0.000,-0.337,0.013,0.013,0.000,0.013
6347,2445.471,0.000,-0.463,0.013,0.013,0.000,0.013
6348,2445.881,0.000,-1.269,0.013,0.013,0.000,0.013
6349,2446.290,0.000,-0.401,0.014,0.014,0.000,0.014
6350,2446.699,0.000,-0.216,0.014,0.014,0.000,0.014
6351,2447.109,0.000,-1.328,0.014,0.014,0.000,0.014
6352,2447.518,0.000,-0.541,0.014,0.014,0.000,0.014
6353,2447.927,0.576,0.576,0.014,0.014,0.000,0.014
6354,2448.337,0.000,-0.398,0.014,0.014,0.000,0.014
6355,2448.746,0.998,0.998,0.014,0.014,0.000,0.014
6356,2449.155,0.000,-0.152,0.014,0.014,0.000,0.014
6357,2449.565,0.429,0.429,0.014,0.014,0.000,0.014
6358,2449.974,0.000,-0.269,0.014,0.014,0.000,0.014
6359,2450.383,0.839,0.839,0.014,0.014,0.000,0.014
6360,2450.793,0.000,-1.238,0.014,0.014,0.000,0.014
6361,2451.202,0.000,-0.479,0.014,0.014,0.000,0.014
6362,2451.612,0.000,-0.288,0.014,0.014,0.000,0.014
6363,2452.021,0.000,-1.193,0.014,0.014,0.000,0.014
6364,2452.430,0.567,0.567,0.014,0.014,0.000,0.014
6365,2452.840,0.616,0.616,0.015,0.015,0.000,0.015
6366,2453.249,0.000,-1.512,0.015,0.015,0.000,0.015
6367,2453.659,0.000,-0.491,0.015,0.015,0.000,0.015
6368,2454.068,0.000,-1.380,0.015,0.015,0.000,0.015
6369,2454.478,0.000,-0.349,0.015,0.015,0.000,0.015
6370,2454.887,2.489,2.489,0.015,0.015,0.000,0.015
6371,2455.296,1.511,1.511,0.015,0.015,0.000,0.015
6372,2455.706,1.474,1.474,0.015,0.015,0.000,0.015
6373,2456.115,0.000,-0.346,0.015,0.015,0.000,0.015
6374,2456.525,0.590,0.590,0.015,0.015,0.000,0.015
6375,2456.934,1.768,1.768,0.015,0.015,0.000,0.015
6376,2457.344,0.734,0.734,0.015,0.015,0.000,0.015
6377,2457.753,0.000,-0.185,0.015,0.015,0.000,0.015
6378,2458.163,0.000,-0.326,0.015,0.015,0.000,0.015
6379,2458.572,0.000,-0.422,0.015,0.015,0.000,0.015
6380,2458.982,0.542,0.542,0.015,0.015,0.000,0.015
6381,2459.392,0.000,-0.439,0.016,0.016,0.000,0.016
6382,2459.801,0.000,-0.485,0.016,0.016,0.000,0.016
6383,2460.211,1.511,1.511,0.016,0.016,0.000,0.016
6384,2460.620,0.000,-0.389,0.016,0.016,0.000,0.016
6385,2461.030,0.612,0.612,0.016,0.016,0.000,0.016
6386,2461.439,1.601,1.601,0.016,0.016,0.000,0.016
6387,2461.849,0.000,-1.313,0.016,0.016,0.000,0.016
6388,2462.259,0.617,0.617,0.016,0.016,0.000,0.016
6389,2462.668,0.731,0.731,0.016,0.016,0.000,0.016
6390,2463.078,1.492,1.492,0.016,0.016,0.000,0.016
6391,2463.487,1.461,1.461,0.016,0.016,0.000,0.016
6392,2463.897,1.789,1.789,0.016,0.016,0.000,0.016
6393,2464.307,0.000,-1.625,0.016,0.016,0.000,0.016
6394,2464.716,0.649,0.649,0.016,0.016,0.000,0.016
6395,2465.126,0.000,-1.245,0.016,0.016,0.000,0.016
6396,2465.536,0.000,-0.271,0.016,0.016,0.000,0.016
6397,2465.945,0.000,-0.310,0.017,0.017,0.000,0.017
6398,2466.355,0.000,-0.606,0.017,0.017,0.000,0.017
6399,2466.764,0.000,-1.600,0.017,0.017,0.000,0.017
6400,2467.174,0.000,-0.362,0.017,0.017,0.000,0.017
6401,2467.584,0.000,-1.281,0.017,0.017,0.000,0.017
6402,2467.994,0.000,-0.317,0.017,0.017,0.000,0.017
6403,2468.403,0.471,0.471,0.017,0.017,0.000,0.017
6404,2468.813,1.714,1.714,0.017,0.017,0.000,0.017
6405,2469.223,0.631,0.631,0.017,0.017,0.000,0.017
6406,2469.632,0.000,-0.328,0.017,0.017,0.000,0.017
6407,2470.042,0.535,0.535,0.017,0.017,0.000,0.017
6408,2470.452,0.000,-0.356,0.017,0.017,0.000,0.017
6409,2470.862,0.000,-1.385,0.017,0.017,0.000,0.017
6410,2471.271,3.430,3.430,0.017,0.017,0.000,0.017
6411,2471.681,0.000,-0.288,0.017,0.017,0.000,0.017
6412,2472.091,0.000,-0.175,0.017,0.017,0.000,0.017
6413,2472.501,0.000,-0.173,0.018,0.018,0.000,0.018
6414,2472.910,0.000,-1.005,0.018,0.018,0.000,0.018
6415,2473.320,0.000,-1.238,0.018,0.018,0.000,0.018
6416,2473.730,0.000,-0.305,0.018,0.018,0.000,0.018
6417,2474.140,0.687,0.687,0.018,0.018,0.000,0.018
6418,2474.550,3.748,3.748,0.018,0.018,0.000,0.018
6419,2474.959,0.000,-0.400,0.018,0.018,0.000,0.018
6420,2475.369,0.655,0.655,0.018,0.018,0.000,0.018
6421,2475.779,0.000,-0.157,0.018,0.018,0.000,0.018
6422,2476.189,0.892,0.892,0.018,0.018,0.000,0.018
6423,2476.599,0.000,-0.479,0.018,0.018,0.000,0.018
6424,2477.009,1.654,1.654,0.018,0.018,0.000,0.018
6425,2477.418,0.000,-1.263,0.018,0.018,0.000,0.018
6426,2477.828,0.613,0.613,0.018,0.018,0.000,0.018
6427,2478.238,0.000,-0.268,0.018,0.018,0.000,0.018
6428,2478.648,0.000,-0.412,0.018,0.018,0.000,0.018
6429,2479.058,0.522,0.522,0.019,0.019,0.000,0.019
6430,2479.468,0.000,-0.444,0.019,0.019,0.000,0.019
6431,2479.878,0.599,0.599,0.019,0.019,0.000,0.019
6432,2480.288,1.437,1.437,0.019,0.019,0.000,0.019
6433,2480.697,0.000,-1.255,0.019,0.019,0.000,0.019
6434,2481.107,0.000,-0.284,0.019,0.019,0.000,0.019
6435,2481.517,0.000,-0.214,0.019,0.019,0.000,0.019
6436,2481.927,0.000,-1.302,0.019,0.019,0.000,0.019
6437,2482.337,0.000,-1.330,0.019,0.019,0.000,0.019
6438,2482.747,1.629,1.629,0.019,0.019,0.000,0.019
6439,2483.157,0.998,0.998,0.019,0.019,0.000,0.019
6440,2483.567,2.677,2.677,0.019,0.019,0.000,0.019
6441,2483.977,0.000,-0.268,0.019,0.019,0.000,0.019
6442,2484.387,1.491,1.491,0.019,0.019,0.000,0.019
6443,2484.797,0.000,-1.405,0.019,0.019,0.000,0.019
6444,2485.207,1.632,1.632,0.019,0.019,0.000,0.019
6445,2485.617,0.000,-0.426,0.020,0.020,0.000,0.020
6446,2486.027,0.000,-0.392,0.020,0.020,0.000,0.020
6447,2486.437,0.592,0.592,0.020,0.020,0.000,0.020
6448,2486.847,0.630,0.630,0.020,0.020,0.000,0.020
6449,2487.257,0.533,0.533,0.020,0.020,0.000,0.020
6450,2487.667,0.000,-1.390,0.020,0.020,0.000,0.020
6451,2488.077,0.000,-1.505,0.020,0.020,0.000,0.020
6452,2488.487,0.000,-1.484,0.020,0.020,0.000,0.020
6453,2488.897,0.000,-1.150,0.020,0.020,0.000,0.020
6454,2489.307,1.704,1.704,0.020,0.020,0.000,0.020
