ch,keV,net,fit,model,continuum_raw,Lu-176,continuum
2625,971.833,0.000,-0.969,5.115,5.114,5.115,0.000
2626,972.215,13.860,13.860,5.108,5.107,5.108,0.000
2627,972.598,1.858,1.858,5.101,5.099,5.101,0.000
2628,972.980,10.882,10.882,5.094,5.092,5.094,0.000
2629,973.363,6.631,6.631,5.086,5.085,5.086,0.000
2630,973.745,9.820,9.820,5.079,5.078,5.079,0.000
2631,974.128,7.472,7.472,5.072,5.071,5.072,0.000
2632,974.511,19.149,19.149,5.065,5.063,5.065,0.000
2633,974.893,1.060,1.060,5.057,5.056,5.057,0.000
2634,975.276,8.344,8.344,5.050,5.049,5.050,0.000
2635,975.658,9.183,9.183,5.043,5.042,5.043,0.000
2636,976.041,4.767,4.767,5.036,5.035,5.036,0.000
2637,976.424,6.845,6.845,5.028,5.027,5.028,0.000
2638,976.806,2.426,2.426,5.021,5.020,5.021,0.000
2639,977.189,8.775,8.775,5.014,5.013,5.014,0.000
2640,977.572,11.136,11.136,5.007,5.006,5.007,0.000
2641,977.954,4.359,4.359,4.999,4.999,4.999,0.000
2642,978.337,6.947,6.947,4.992,4.991,4.992,0.000
2643,978.720,0.000,-4.686,4.985,4.984,4.985,0.000
2644,979.102,10.286,10.286,4.978,4.977,4.978,0.000
2645,979.485,10.804,10.804,4.970,4.970,4.970,0.000
2646,979.868,9.868,9.868,4.963,4.963,4.963,0.000
2647,980.251,0.000,-0.364,4.956,4.955,4.956,0.000
2648,980.633,2.649,2.649,4.949,4.948,4.949,0.000
2649,981.016,6.395,6.395,4.942,4.941,4.942,0.000
2650,981.399,0.000,-1.435,4.934,4.934,4.934,0.000
2651,981.781,12.167,12.167,4.927,4.927,4.927,0.000
2652,982.164,0.000,-7.466,4.920,4.919,4.920,0.000
2653,982.547,10.518,10.518,4.913,4.912,4.913,0.000
2654,982.930,0.000,-2.643,4.905,4.905,4.905,0.000
2655,983.312,0.948,0.948,4.898,4.898,4.898,0.000
2656,983.695,0.000,-2.659,4.891,4.891,4.891,0.000
2657,984.078,4.286,4.286,4.884,4.883,4.884,0.000
2658,984.461,3.077,3.077,4.877,4.876,4.877,0.000
2659,984.844,9.633,9.633,4.869,4.869,4.869,0.000
2660,985.226,1.889,1.889,4.862,4.862,4.862,0.000
2661,985.609,0.000,-9.381,4.855,4.855,4.855,0.000
2662,985.992,0.433,0.433,4.848,4.847,4.848,0.000
2663,986.375,0.000,-3.120,4.840,4.840,4.840,0.000
2664,986.758,3.980,3.980,4.833,4.833,4.833,0.000
2665,987.141,5.873,5.873,4.826,4.826,4.826,0.000
2666,987.523,8.326,8.326,4.819,4.819,4.819,0.000
2667,987.906,0.000,-0.575,4.812,4.811,4.812,0.000
2668,988.289,0.000,-10.608,4.804,4.804,4.804,0.000
2669,988.672,7.572,7.572,4.797,4.797,4.797,0.000
2670,989.055,10.594,10.594,4.790,4.790,4.790,0.000
2671,989.438,10.770,10.770,4.783,4.782,4.783,0.000
2672,989.821,5.942,5.942,4.775,4.775,4.775,0.000
2673,990.204,6.379,6.379,4.768,4.768,4.768,0.000
2674,990.586,0.605,0.605,4.761,4.761,4.761,0.000
2675,990.969,16.666,16.666,4.754,4.754,4.754,0.000
2676,991.352,0.000,-0.203,4.747,4.746,4.747,0.000
2677,991.735,9.026,9.026,4.739,4.739,4.739,0.000
2678,992.118,14.882,14.882,4.732,4.732,4.732,0.000
2679,992.501,6.950,6.950,4.725,4.725,4.725,0.000
2680,992.884,14.252,14.252,4.718,4.718,4.718,0.000
2681,993.267,12.414,12.414,4.711,4.710,4.711,0.000
2682,993.650,1.512,1.512,4.703,4.703,4.703,0.000
2683,994.033,5.783,5.783,4.696,4.696,4.696,0.000
2684,994.416,0.461,0.461,4.689,4.689,4.689,0.000
2685,994.799,2.936,2.936,4.682,4.682,4.682,0.000
2686,995.182,0.000,-7.147,4.675,4.674,4.675,0.000
2687,995.565,0.000,-5.730,4.667,4.667,4.667,0.000
2688,995.948,8.526,8.526,4.660,4.660,4.660,0.000
2689,996.331,18.435,18.435,4.653,4.653,4.653,0.000
2690,996.714,0.680,0.680,4.646,4.646,4.646,0.000
2691,997.097,0.659,0.659,4.638,4.638,4.638,0.000
2692,997.480,0.000,-4.017,4.631,4.631,4.631,0.000
2693,997.863,3.233,3.233,4.624,4.624,4.624,0.000
2694,998.246,14.338,14.338,4.617,4.617,4.617,0.000
2695,998.629,3.410,3.410,4.610,4.610,4.610,0.000
2696,999.012,4.984,4.984,4.602,4.602,4.602,0.000
2697,999.395,0.000,-7.252,4.595,4.595,4.595,0.000
2698,999.778,0.000,-3.631,4.588,4.588,4.588,0.000
2699,1000.161,0.000,-5.646,4.581,4.581,4.581,0.000
2700,1000.544,7.613,7.613,4.574,4.574,4.574,0.000
2701,1000.928,1.507,1.507,4.566,4.566,4.566,0.000
2702,1001.311,7.296,7.296,4.559,4.559,4.559,0.000
2703,1001.694,0.000,-1.316,4.552,4.552,4.552,0.000
2704,1002.077,10.278,10.278,4.545,4.545,4.545,0.000
2705,1002.460,4.642,4.642,4.538,4.538,4.538,0.000
2706,1002.843,0.329,0.329,4.530,4.530,4.530,0.000
2707,1003.226,2.464,2.464,4.523,4.523,4.523,0.000
2708,1003.609,1.424,1.424,4.516,4.516,4.516,0.000
2709,1003.993,11.434,11.434,4.509,4.509,4.509,0.000
2710,1004.376,6.588,6.588,4.502,4.502,4.502,0.000
2711,1004.759,0.000,-1.502,4.494,4.494,4.494,0.000
2712,1005.142,4.593,4.593,4.487,4.487,4.487,0.000
2713,1005.525,3.200,3.200,4.480,4.480,4.480,0.000
2714,1005.908,0.000,-4.800,4.473,4.473,4.473,0.000
2715,1006.292,2.624,2.624,4.466,4.465,4.466,0.000
2716,1006.675,3.511,3.511,4.458,4.458,4.458,0.000
2717,1007.058,6.529,6.529,4.451,4.451,4.451,0.000
2718,1007.441,12.689,12.689,4.444,4.444,4.444,0.000
2719,1007.824,0.000,-3.754,4.437,4.437,4.437,0.000
2720,1008.208,12.180,12.180,4.429,4.429,4.429,0.000
2721,1008.591,3.206,3.206,4.422,4.422,4.422,0.000
2722,1008.974,5.452,5.452,4.415,4.415,4.415,0.000
2723,1009.357,9.975,9.975,4.408,4.408,4.408,0.000
2724,1009.741,4.824,4.824,4.401,4.401,4.401,0.000
2725,1010.124,0.000,-1.955,4.393,4.393,4.393,0.000
2726,1010.507,6.038,6.038,4.386,4.386,4.386,0.000
2727,1010.891,3.740,3.740,4.379,4.379,4.379,0.000
2728,1011.274,0.000,-1.696,4.372,4.372,4.372,0.000
2729,1011.657,3.734,3.734,4.365,4.365,4.365,0.000
2730,1012.040,0.000,-1.859,4.357,4.357,4.357,0.000
2731,1012.424,1.005,1.005,4.350,4.350,4.350,0.000
2732,1012.807,3.396,3.396,4.343,4.343,4.343,0.000
2733,1013.190,0.000,-3.960,4.336,4.336,4.336,0.000
2734,1013.574,15.862,15.862,4.329,4.329,4.329,0.000
2735,1013.957,0.000,-6.223,4.321,4.321,4.321,0.000
2736,1014.340,4.341,4.341,4.314,4.314,4.314,0.000
2737,1014.724,6.465,6.465,4.307,4.307,4.307,0.000
2738,1015.107,0.000,-4.056,4.300,4.300,4.300,0.000
2739,1015.491,0.507,0.507,4.293,4.293,4.293,0.000
2740,1015.874,5.183,5.183,4.285,4.285,4.285,0.000
2741,1016.257,0.000,-0.894,4.278,4.278,4.278,0.000
2742,1016.641,10.691,10.691,4.271,4.271,4.271,0.000
2743,1017.024,2.516,2.516,4.264,4.264,4.264,0.000
2744,1017.408,8.143,8.143,4.257,4.257,4.257,0.000
2745,1017.791,0.000,-0.005,4.249,4.249,4.249,0.000
2746,1018.174,0.000,-3.015,4.242,4.242,4.242,0.000
2747,1018.558,14.170,14.170,4.235,4.235,4.235,0.000
2748,1018.941,13.719,13.719,4.228,4.228,4.228,0.000
2749,1019.325,10.065,10.065,4.221,4.221,4.221,0.000
2750,1019.708,2.111,2.111,4.213,4.213,4.213,0.000
2751,1020.092,6.555,6.555,4.206,4.206,4.206,0.000
2752,1020.475,2.736,2.736,4.199,4.199,4.199,0.000
2753,1020.858,2.081,2.081,4.192,4.192,4.192,0.000
2754,1021.242,0.000,-0.280,4.185,4.185,4.185,0.000
2755,1021.625,6.243,6.243,4.177,4.177,4.177,0.000
2756,1022.009,0.000,-0.339,4.170,4.170,4.170,0.000
2757,1022.392,0.000,-3.460,4.163,4.163,4.163,0.000
2758,1022.776,12.960,12.960,4.156,4.156,4.156,0.000
2759,1023.159,5.780,5.780,4.149,4.149,4.149,0.000
2760,1023.543,13.579,13.579,4.141,4.141,4.141,0.000
2761,1023.927,2.564,2.564,4.134,4.134,4.134,0.000
2762,1024.310,7.196,7.196,4.127,4.127,4.127,0.000
2763,1024.694,0.000,-2.816,4.120,4.120,4.120,0.000
2764,1025.077,4.198,4.198,4.112,4.112,4.112,0.000
2765,1025.461,0.000,-3.432,4.105,4.105,4.105,0.000
2766,1025.844,7.474,7.474,4.098,4.098,4.098,0.000
2767,1026.228,0.000,-1.405,4.091,4.091,4.091,0.000
2768,1026.611,8.099,8.099,4.084,4.084,4.084,0.000
2769,1026.995,14.449,14.449,4.076,4.076,4.076,0.000
2770,1027.379,0.000,-0.369,4.069,4.069,4.069,0.000
2771,1027.762,6.397,6.397,4.062,4.062,4.062,0.000
2772,1028.146,16.747,16.747,4.055,4.055,4.055,0.000
2773,1028.529,4.172,4.172,4.048,4.048,4.048,0.000
2774,1028.913,15.056,15.056,4.040,4.040,4.040,0.000
2775,1029.297,0.000,-1.110,4.033,4.033,4.033,0.000
2776,1029.680,11.844,11.844,4.026,4.026,4.026,0.000
2777,1030.064,2.344,2.344,4.019,4.019,4.019,0.000
2778,1030.448,4.419,4.419,4.012,4.012,4.012,0.000
2779,1030.831,4.900,4.900,4.004,4.004,4.004,0.000
2780,1031.215,2.208,2.208,3.997,3.997,3.997,0.000
2781,1031.599,7.253,7.253,3.990,3.990,3.990,0.000
2782,1031.982,10.974,10.974,3.983,3.983,3.983,0.000
2783,1032.366,6.167,6.167,3.976,3.976,3.976,0.000
2784,1032.750,2.572,2.572,3.968,3.968,3.968,0.000
2785,1033.133,9.048,9.048,3.961,3.961,3.961,0.000
2786,1033.517,5.918,5.918,3.954,3.954,3.954,0.000
2787,1033.901,8.133,8.133,3.947,3.947,3.947,0.000
2788,1034.285,3.737,3.737,3.940,3.940,3.940,0.000
2789,1034.668,7.394,7.394,3.932,3.932,3.932,0.000
2790,1035.052,7.304,7.304,3.925,3.925,3.925,0.000
2791,1035.436,4.674,4.674,3.918,3.918,3.918,0.000
2792,1035.819,0.000,-4.013,3.911,3.911,3.911,0.000
2793,1036.203,6.534,6.534,3.904,3.904,3.904,0.000
2794,1036.587,1.990,1.990,3.896,3.896,3.896,0.000
2795,1036.971,1.240,1.240,3.889,3.889,3.889,0.000
2796,1037.355,7.252,7.252,3.882,3.882,3.882,0.000
2797,1037.738,13.320,13.320,3.875,3.875,3.875,0.000
2798,1038.122,9.764,9.764,3.868,3.868,3.868,0.000
2799,1038.506,0.000,-0.803,3.860,3.860,3.860,0.000
2800,1038.890,12.641,12.641,3.853,3.853,3.853,0.000
2801,1039.274,10.271,10.271,3.846,3.846,3.846,0.000
2802,1039.657,3.649,3.649,3.839,3.839,3.839,0.000
2803,1040.041,4.624,4.624,3.832,3.832,3.832,0.000
2804,1040.425,0.000,-7.050,3.824,3.824,3.824,0.000
2805,1040.809,0.000,-2.469,3.817,3.817,3.817,0.000
2806,1041.193,0.000,-4.810,3.810,3.810,3.810,0.000
2807,1041.577,8.559,8.559,3.803,3.803,3.803,0.000
2808,1041.960,15.213,15.213,3.795,3.795,3.795,0.000
2809,1042.344,5.395,5.395,3.788,3.788,3.788,0.000
2810,1042.728,3.808,3.808,3.781,3.781,3.781,0.000
2811,1043.112,12.358,12.358,3.774,3.774,3.774,0.000
2812,1043.496,12.455,12.455,3.767,3.767,3.767,0.000
2813,1043.880,7.885,7.885,3.759,3.759,3.759,0.000
2814,1044.264,7.658,7.658,3.752,3.752,3.752,0.000
2815,1044.648,9.795,9.795,3.745,3.745,3.745,0.000
2816,1045.032,3.706,3.706,3.738,3.738,3.738,0.000
2817,1045.416,0.000,-2.819,3.731,3.731,3.731,0.000
2818,1045.800,6.242,6.242,3.723,3.723,3.723,0.000
2819,1046.183,9.210,9.210,3.716,3.716,3.716,0.000
2820,1046.567,0.064,0.064,3.709,3.709,3.709,0.000
2821,1046.951,0.000,-2.654,3.702,3.702,3.702,0.000
2822,1047.335,0.000,-6.412,3.695,3.695,3.695,0.000
2823,1047.719,6.856,6.856,3.687,3.687,3.687,0.000
2824,1048.103,2.761,2.761,3.680,3.680,3.680,0.000
2825,1048.487,8.325,8.325,3.673,3.673,3.673,0.000
2826,1048.871,7.977,7.977,3.666,3.666,3.666,0.000
2827,1049.255,0.000,-0.061,3.659,3.659,3.659,0.000
2828,1049.639,5.943,5.943,3.651,3.651,3.651,0.000
2829,1050.023,0.000,-5.464,3.644,3.644,3.644,0.000
2830,1050.407,6.869,6.869,3.637,3.637,3.637,0.000
2831,1050.791,13.306,13.306,3.630,3.630,3.630,0.000
2832,1051.175,3.569,3.569,3.623,3.623,3.623,0.000
2833,1051.559,12.334,12.334,3.615,3.615,3.615,0.000
2834,1051.944,8.600,8.600,3.608,3.608,3.608,0.000
2835,1052.328,4.214,4.214,3.601,3.601,3.601,0.000
2836,1052.712,16.190,16.190,3.594,3.594,3.594,0.000
2837,1053.096,8.438,8.438,3.587,3.587,3.587,0.000
2838,1053.480,7.460,7.460,3.579,3.579,3.579,0.000
2839,1053.864,2.191,2.191,3.572,3.572,3.572,0.000
2840,1054.248,8.512,8.512,3.565,3.565,3.565,0.000
2841,1054.632,1.812,1.812,3.558,3.558,3.558,0.000
2842,1055.016,9.376,9.376,3.551,3.551,3.551,0.000
2843,1055.400,2.863,2.863,3.543,3.543,3.543,0.000
2844,1055.784,4.490,4.490,3.536,3.536,3.536,0.000
2845,1056.169,5.797,5.797,3.529,3.529,3.529,0.000
2846,1056.553,4.527,4.527,3.522,3.522,3.522,0.000
2847,1056.937,8.018,8.018,3.515,3.515,3.515,0.000
2848,1057.321,8.036,8.036,3.507,3.507,3.507,0.000
2849,1057.705,8.674,8.674,3.500,3.500,3.500,0.000
2850,1058.089,4.894,4.894,3.493,3.493,3.493,0.000
2851,1058.474,5.479,5.479,3.486,3.486,3.486,0.000
2852,1058.858,7.825,7.825,3.478,3.478,3.478,0.000
2853,1059.242,7.250,7.250,3.471,3.471,3.471,0.000
2854,1059.626,7.222,7.222,3.464,3.464,3.464,0.000
2855,1060.010,13.989,13.989,3.457,3.457,3.457,0.000
2856,1060.394,0.000,-5.903,3.450,3.450,3.450,0.000
2857,1060.779,2.193,2.193,3.442,3.442,3.442,0.000
2858,1061.163,8.869,8.869,3.435,3.435,3.435,0.000
2859,1061.547,10.027,10.027,3.428,3.428,3.428,0.000
2860,1061.931,3.615,3.615,3.421,3.421,3.421,0.000
2861,1062.316,9.249,9.249,3.414,3.414,3.414,0.000
2862,1062.700,1.721,1.721,3.406,3.406,3.406,0.000
2863,1063.084,0.000,-0.538,3.399,3.399,3.399,0.000
2864,1063.468,6.198,6.198,3.392,3.392,3.392,0.000
2865,1063.853,1.426,1.426,3.385,3.385,3.385,0.000
2866,1064.237,0.000,-4.101,3.378,3.378,3.378,0.000
2867,1064.621,2.290,2.290,3.370,3.370,3.370,0.000
2868,1065.006,0.000,-2.226,3.363,3.363,3.363,0.000
2869,1065.390,1.725,1.725,3.356,3.356,3.356,0.000
2870,1065.774,7.766,7.766,3.349,3.349,3.349,0.000
2871,1066.159,8.492,8.492,3.342,3.342,3.342,0.000
2872,1066.543,16.677,16.677,3.334,3.334,3.334,0.000
2873,1066.927,9.734,9.734,3.327,3.327,3.327,0.000
2874,1067.312,0.000,-1.937,3.320,3.320,3.320,0.000
2875,1067.696,0.504,0.504,3.313,3.313,3.313,0.000
2876,1068.080,0.000,-0.057,3.306,3.306,3.306,0.000
2877,1068.465,1.908,1.908,3.298,3.298,3.298,0.000
2878,1068.849,4.502,4.502,3.291,3.291,3.291,0.000
2879,1069.233,0.000,-6.749,3.284,3.284,3.284,0.000
2880,1069.618,15.911,15.911,3.277,3.277,3.277,0.000
2881,1070.002,10.085,10.085,3.270,3.270,3.270,0.000
2882,1070.387,1.512,1.512,3.262,3.262,3.262,0.000
2883,1070.771,5.540,5.540,3.255,3.255,3.255,0.000
2884,1071.155,14.077,14.077,3.248,3.248,3.248,0.000
2885,1071.540,3.785,3.785,3.241,3.241,3.241,0.000
2886,1071.924,3.875,3.875,3.234,3.234,3.234,0.000
2887,1072.309,12.894,12.894,3.226,3.226,3.226,0.000
2888,1072.693,14.976,14.976,3.219,3.219,3.219,0.000
2889,1073.077,7.873,7.873,3.212,3.212,3.212,0.000
2890,1073.462,5.388,5.388,3.205,3.205,3.205,0.000
2891,1073.846,10.695,10.695,3.198,3.198,3.198,0.000
2892,1074.231,11.323,11.323,3.190,3.190,3.190,0.000
2893,1074.615,4.058,4.058,3.183,3.183,3.183,0.000
2894,1075.000,2.469,2.469,3.176,3.176,3.176,0.000
2895,1075.384,1.814,1.814,3.169,3.169,3.169,0.000
2896,1075.769,7.793,7.793,3.161,3.161,3.161,0.000
2897,1076.153,4.142,4.142,3.154,3.154,3.154,0.000
2898,1076.538,7.915,7.915,3.147,3.147,3.147,0.000
2899,1076.922,0.000,-5.917,3.140,3.140,3.140,0.000
2900,1077.307,15.107,15.107,3.133,3.133,3.133,0.000
2901,1077.691,13.885,13.885,3.125,3.125,3.125,0.000
2902,1078.076,0.000,-0.485,3.118,3.118,3.118,0.000
2903,1078.461,6.715,6.715,3.111,3.111,3.111,0.000
2904,1078.845,3.476,3.476,3.104,3.104,3.104,0.000
2905,1079.230,2.668,2.668,3.097,3.097,3.097,0.000
2906,1079.614,0.000,-0.764,3.089,3.089,3.089,0.000
2907,1079.999,0.766,0.766,3.082,3.082,3.082,0.000
2908,1080.383,15.265,15.265,3.075,3.075,3.075,0.000
2909,1080.768,4.881,4.881,3.068,3.068,3.068,0.000
2910,1081.153,7.170,7.170,3.061,3.061,3.061,0.000
2911,1081.537,0.000,-5.719,3.053,3.053,3.053,0.000
2912,1081.922,8.588,8.588,3.046,3.046,3.046,0.000
2913,1082.306,7.057,7.057,3.039,3.039,3.039,0.000
2914,1082.691,3.832,3.832,3.032,3.032,3.032,0.000
2915,1083.076,3.465,3.465,3.025,3.025,3.025,0.000
2916,1083.460,14.290,14.290,3.017,3.017,3.017,0.000
2917,1083.845,4.607,4.607,3.010,3.010,3.010,0.000
2918,1084.230,13.726,13.726,3.003,3.003,3.003,0.000
2919,1084.614,14.356,14.356,2.996,2.996,2.996,0.000
2920,1084.999,15.922,15.922,2.989,2.989,2.989,0.000
2921,1085.384,6.824,6.824,2.981,2.981,2.981,0.000
2922,1085.768,3.186,3.186,2.974,2.974,2.974,0.000
2923,1086.153,6.226,6.226,2.967,2.967,2.967,0.000
2924,1086.538,13.683,13.683,2.960,2.960,2.960,0.000
2925,1086.922,11.988,11.988,2.953,2.953,2.953,0.000
2926,1087.307,3.441,3.441,2.945,2.945,2.945,0.000
2927,1087.692,1.570,1.570,2.938,2.938,2.938,0.000
2928,1088.077,5.383,5.383,2.931,2.931,2.931,0.000
2929,1088.461,5.267,5.267,2.924,2.924,2.924,0.000
2930,1088.846,10.195,10.195,2.917,2.917,2.917,0.000
2931,1089.231,12.250,12.250,2.909,2.909,2.909,0.000
2932,1089.616,3.548,3.548,2.902,2.902,2.902,0.000
2933,1090.000,1.467,1.467,2.895,2.895,2.895,0.000
2934,1090.385,4.357,4.357,2.888,2.888,2.888,0.000
2935,1090.770,0.772,0.772,2.881,2.881,2.881,0.000
2936,1091.155,10.787,10.787,2.873,2.873,2.873,0.000
2937,1091.539,4.746,4.746,2.866,2.866,2.866,0.000
2938,1091.924,0.000,-3.916,2.859,2.859,2.859,0.000
2939,1092.309,8.078,8.078,2.852,2.852,2.852,0.000
2940,1092.694,5.526,5.526,2.844,2.844,2.844,0.000
2941,1093.079,0.000,-1.186,2.837,2.837,2.837,0.000
2942,1093.464,1.826,1.826,2.830,2.830,2.830,0.000
2943,1093.848,10.303,10.303,2.823,2.823,2.823,0.000
2944,1094.233,6.484,6.484,2.816,2.816,2.816,0.000
2945,1094.618,0.000,-2.412,2.808,2.808,2.808,0.000
2946,1095.003,5.916,5.916,2.801,2.801,2.801,0.000
2947,1095.388,1.944,1.944,2.794,2.794,2.794,0.000
2948,1095.773,17.011,17.011,2.787,2.787,2.787,0.000
2949,1096.158,0.000,-5.436,2.780,2.780,2.780,0.000
2950,1096.542,8.970,8.970,2.772,2.772,2.772,0.000
2951,1096.927,0.000,-5.816,2.765,2.765,2.765,0.000
2952,1097.312,12.019,12.019,2.758,2.758,2.758,0.000
2953,1097.697,0.542,0.542,2.751,2.751,2.751,0.000
2954,1098.082,10.756,10.756,2.744,2.744,2.744,0.000
2955,1098.467,10.518,10.518,2.736,2.736,2.736,0.000
2956,1098.852,11.428,11.428,2.729,2.729,2.729,0.000
2957,1099.237,6.216,6.216,2.722,2.722,2.722,0.000
2958,1099.622,0.000,-2.539,2.715,2.715,2.715,0.000
2959,1100.007,0.000,-0.006,2.708,2.708,2.708,0.000
2960,1100.392,11.494,11.494,2.700,2.700,2.700,0.000
2961,1100.777,13.345,13.345,2.693,2.693,2.693,0.000
2962,1101.162,11.775,11.775,2.686,2.686,2.686,0.000
2963,1101.547,5.102,5.102,2.679,2.679,2.679,0.000
2964,1101.932,3.969,3.969,2.672,2.672,2.672,0.000
2965,1102.317,6.418,6.418,2.664,2.664,2.664,0.000
2966,1102.702,5.555,5.555,2.657,2.657,2.657,0.000
2967,1103.087,7.207,7.207,2.650,2.650,2.650,0.000
2968,1103.472,12.164,12.164,2.643,2.643,2.643,0.000
2969,1103.857,4.205,4.205,2.636,2.636,2.636,0.000
2970,1104.242,0.000,-2.181,2.628,2.628,2.628,0.000
2971,1104.627,0.952,0.952,2.621,2.621,2.621,0.000
2972,1105.012,16.682,16.682,2.614,2.614,2.614,0.000
2973,1105.397,0.000,-1.592,2.607,2.607,2.607,0.000
2974,1105.782,4.736,4.736,2.600,2.600,2.600,0.000
2975,1106.167,4.796,4.796,2.592,2.592,2.592,0.000
2976,1106.552,11.703,11.703,2.585,2.585,2.585,0.000
2977,1106.937,13.857,13.857,2.578,2.578,2.578,0.000
2978,1107.322,6.684,6.684,2.571,2.571,0.000,2.571
2979,1107.707,10.762,10.762,2.564,2.564,0.000,2.564
2980,1108.092,14.084,14.084,2.556,2.556,0.000,2.556
2981,1108.477,7.332,7.332,2.549,2.549,0.000,2.549
2982,1108.863,2.206,2.206,2.542,2.542,0.000,2.542
2983,1109.248,3.573,3.573,2.535,2.535,0.000,2.535
2984,1109.633,13.523,13.523,2.527,2.527,0.000,2.527
2985,1110.018,0.000,-0.012,2.520,2.520,0.000,2.520
2986,1110.403,0.000,-4.179,2.513,2.513,0.000,2.513
2987,1110.788,2.001,2.001,2.506,2.506,0.000,2.506
2988,1111.173,0.000,-4.038,2.499,2.499,0.000,2.499
2989,1111.559,2.260,2.260,2.491,2.491,0.000,2.491
2990,1111.944,5.679,5.679,2.484,2.484,0.000,2.484
2991,1112.329,2.004,2.004,2.477,2.477,0.000,2.477
2992,1112.714,4.727,4.727,2.470,2.470,0.000,2.470
2993,1113.099,7.304,7.304,2.463,2.463,0.000,2.463
2994,1113.485,5.835,5.835,2.455,2.455,0.000,2.455
2995,1113.870,0.730,0.730,2.448,2.448,0.000,2.448
2996,1114.255,0.000,-1.078,2.441,2.441,0.000,2.441
2997,1114.640,11.527,11.527,2.434,2.434,0.000,2.434
2998,1115.025,0.000,-1.714,2.427,2.427,0.000,2.427
2999,1115.411,9.941,9.941,2.419,2.419,0.000,2.419
3000,1115.796,12.506,12.506,2.412,2.412,0.000,2.412
3001,1116.181,4.835,4.835,2.405,2.405,0.000,2.405
3002,1116.566,1.426,1.426,2.398,2.398,0.000,2.398
3003,1116.952,13.945,13.945,2.391,2.391,0.000,2.391
3004,1117.337,7.232,7.232,2.383,2.383,0.000,2.383
3005,1117.722,0.000,-2.079,2.376,2.376,0.000,2.376
3006,1118.108,0.000,-1.755,2.369,2.369,0.000,2.369
3007,1118.493,3.525,3.525,2.362,2.362,0.000,2.362
3008,1118.878,0.000,-3.717,2.355,2.355,0.000,2.355
3009,1119.263,5.972,5.972,2.347,2.347,0.000,2.347
3010,1119.649,2.784,2.784,2.340,2.340,0.000,2.340
3011,1120.034,3.583,3.583,2.340,2.340,0.000,2.340
3012,1120.419,0.000,-1.147,2.339,2.339,0.000,2.339
3013,1120.805,10.036,10.036,2.339,2.339,0.000,2.339
3014,1121.190,0.000,-5.477,2.339,2.339,0.000,2.339
3015,1121.575,3.664,3.664,2.338,2.338,0.000,2.338
3016,1121.961,7.766,7.766,2.338,2.338,0.000,2.338
3017,1122.346,8.694,8.694,2.338,2.338,0.000,2.338
3018,1122.732,0.000,-3.888,2.337,2.337,0.000,2.337
3019,1123.117,8.187,8.187,2.337,2.337,0.000,2.337
3020,1123.502,8.230,8.230,2.337,2.337,0.000,2.337
3021,1123.888,4.858,4.858,2.336,2.336,0.000,2.336
3022,1124.273,2.992,2.992,2.336,2.336,0.000,2.336
3023,1124.659,0.011,0.011,2.335,2.335,0.000,2.335
3024,1125.044,0.000,-3.638,2.335,2.335,0.000,2.335
3025,1125.429,3.295,3.295,2.335,2.335,0.000,2.335
3026,1125.815,4.184,4.184,2.334,2.334,0.000,2.334
3027,1126.200,0.000,-8.588,2.334,2.334,0.000,2.334
3028,1126.586,1.802,1.802,2.334,2.334,0.000,2.334
3029,1126.971,4.733,4.733,2.333,2.333,0.000,2.333
3030,1127.357,0.000,-3.531,2.333,2.333,0.000,2.333
3031,1127.742,1.140,1.140,2.333,2.333,0.000,2.333
3032,1128.128,5.353,5.353,2.332,2.332,0.000,2.332
3033,1128.513,17.471,17.471,2.332,2.332,0.000,2.332
3034,1128.899,6.616,6.616,2.331,2.331,0.000,2.331
3035,1129.284,10.504,10.504,2.331,2.331,0.000,2.331
3036,1129.670,7.710,7.710,2.331,2.331,0.000,2.331
3037,1130.055,4.916,4.916,2.330,2.330,0.000,2.330
3038,1130.441,1.697,1.697,2.330,2.330,0.000,2.330
3039,1130.826,9.977,9.977,2.330,2.330,0.000,2.330
3040,1131.212,12.837,12.837,2.329,2.329,0.000,2.329
3041,1131.597,0.000,-4.743,2.329,2.329,0.000,2.329
3042,1131.983,1.852,1.852,2.329,2.329,0.000,2.329
3043,1132.368,8.333,8.333,2.328,2.328,0.000,2.328
3044,1132.754,5.840,5.840,2.328,2.328,0.000,2.328
3045,1133.139,0.000,-1.272,2.327,2.327,0.000,2.327
3046,1133.525,7.582,7.582,2.327,2.327,0.000,2.327
3047,1133.911,0.000,-1.412,2.327,2.327,0.000,2.327
3048,1134.296,0.000,-1.563,2.326,2.326,0.000,2.326
3049,1134.682,7.045,7.045,2.326,2.326,0.000,2.326
3050,1135.067,0.000,-1.933,2.326,2.326,0.000,2.326
3051,1135.453,0.000,-3.619,2.325,2.325,0.000,2.325
3052,1135.839,12.819,12.819,2.325,2.325,0.000,2.325
3053,1136.224,3.073,3.073,2.325,2.325,0.000,2.325
3054,1136.610,13.460,13.460,2.324,2.324,0.000,2.324
3055,1136.996,2.801,2.801,2.324,2.324,0.000,2.324
3056,1137.381,7.847,7.847,2.323,2.323,0.000,2.323
3057,1137.767,0.000,-2.601,2.323,2.323,0.000,2.323
3058,1138.152,0.000,-2.888,2.323,2.323,0.000,2.323
3059,1138.538,12.784,12.784,2.322,2.322,0.000,2.322
3060,1138.924,0.000,-7.858,2.322,2.322,0.000,2.322
